,Interpersonal Violence,HIV/AIDS,Acute Hepatitis,per_capita-Malaria,gdp/percap
1817,-0.31413149718185723,-0.3033437181651304,-0.14620927979580303,-0.014799712081011121,-0.5588945487699905
1818,-0.3131121121719481,-0.3033437181651304,-0.14598202686358547,-0.17206829313524566,-0.5623332365920428
1819,-0.3127298427932322,-0.3033437181651304,-0.14620927979580303,-0.16971880467282274,-0.555452599803292
1820,-0.31349438155066406,-0.3033437181651304,-0.14666378566023816,0.17400898757001496,-0.5685880242213609
1821,-0.3129846890457095,-0.3033820831480122,-0.14666378566023816,0.2576006881378497,-0.5770539819206776
1822,-0.3129846890457095,-0.3033820831480122,-0.14689103859245572,0.43643128360989614,-0.5757269094587034
1823,-0.31222015028827765,-0.3033820831480122,-0.14689103859245572,0.28415785808053956,-0.571973564576005
1824,-0.3123475734145163,-0.30342044813089397,-0.14734554445689083,0.5036941207113792,-0.5630010977242924
1825,-0.3123475734145163,-0.30342044813089397,-0.14734554445689083,0.610259014408959,-0.5594532301713765
1826,-0.33451919738003927,-0.3038040979597117,-0.1530268677623298,-0.3970889616897243,-0.45245213641171095
1827,-0.33451919738003927,-0.30391919290835706,-0.1530268677623298,-0.3970889616897243,-0.4568557388976844
1828,-0.334264351127562,-0.3038040979597117,-0.1530268677623298,-0.3970889616897243,-0.44861670659570524
1829,-0.3338820817488461,-0.30361227304530286,-0.1530268677623298,-0.3970889616897243,-0.4071317226103843
1830,-0.3332449661176529,-0.3034971780966575,-0.1530268677623298,-0.3970889616897243,-0.3757340436859186
1831,-0.3326078504864597,-0.3033437181651304,-0.1530268677623298,-0.3970889616897243,-0.38220272418965034
1832,-0.3317158886027892,-0.3028833383705491,-0.1530268677623298,-0.3970889616897243,-0.37403144209651196
1833,-0.33273527361269833,-0.3020776737300318,-0.1530268677623298,-0.3970889616897243,-0.3301559491576381
1834,-0.33209815798150516,-0.3021927686786771,-0.1530268677623298,-0.3970889616897243,-0.25748924911563625
1835,-0.33273527361269833,-0.3026915134561402,-0.1530268677623298,-0.3970889616897243,-0.29569875419942304
1836,-0.3319707348552665,-0.3014638340039234,-0.1530268677623298,-0.3970889616897243,-0.2632231051914289
1837,-0.33273527361269833,-0.3015789289525687,-0.1530268677623298,-0.3970889616897243,-0.20557474913032572
1838,-0.3333723892438915,-0.30088835926069674,-0.1530268677623298,-0.3970889616897243,-0.20286544423447953
1839,-0.3329901198651756,-0.30004432963729766,-0.1530268677623298,-0.3970889616897243,-0.1878724061824596
1840,-0.3341369280013234,-0.29977577475712525,-0.1530268677623298,-0.3970889616897243,-0.1646874862866825
1841,-0.33400950487508474,-0.30058143939764254,-0.1530268677623298,-0.3970889616897243,-0.21122527137809238
1842,-0.33451919738003927,-0.29920030001389863,-0.1530268677623298,-0.3970889616897243,-0.19315986198017324
1843,-0.3332449661176529,-0.3003128845174701,-0.1530268677623298,-0.3970889616897243,-0.15647774939187478
1844,-0.33375465862260745,-0.30054307441476075,-0.1530268677623298,-0.3970889616897243,-0.12095391267349466
1845,-0.33375465862260745,-0.30073489932916964,-0.1530268677623298,-0.3970889616897243,-0.13231857670790856
1846,1.309621400477104,-0.11800248586327149,-0.09984968162342114,-0.39695034682833574,-0.2969549543801351
1847,1.2310013315878647,-0.11009929938962566,-0.10075869335229139,-0.3969521544696874,-0.2766243239686712
1848,1.2297271003254782,-0.10584078628974855,-0.10007693455563871,-0.39697310919000534,-0.27346493071932393
1849,1.2395386810458533,-0.10165900315563499,-0.10030418748785627,-0.3969935704324709,-0.2996898429999703
1850,1.1732786554017618,-0.09778413988457563,-0.1012131992167265,-0.3969946987801958,-0.2777171610212539
1851,1.2569956493405468,-0.09759231497016675,-0.09984968162342114,-0.3970144341869747,-0.2354598616184019
1852,1.3203249430811497,-0.09034133320551112,-0.09984968162342114,-0.39701529885129955,-0.192896911360675
1853,1.2633668056524787,-0.08224632181745643,-0.09894066989455091,-0.3970343505635033,-0.1612220644447405
1854,1.6950763573489835,-0.07449659527533771,-0.09689539350459289,-0.39703497363716017,-0.13979042062122313
1855,2.106525631973545,-0.0799060578616681,-0.09235033486024173,-0.39703558355591173,-0.24429168655430183
1856,2.3669785020053205,-0.0857759002425798,-0.09212308192802417,-0.3970361801631219,-0.17579040291196626
1857,2.621824754482596,-0.08512369553358962,-0.09257758779245928,-0.3970367628027492,-0.1248927117540175
1858,2.6242457938811303,-0.0892671136848214,-0.09257758779245928,-0.39703733084084825,-0.12143318209887981
1859,2.6315089120767325,-0.09475330623691534,-0.09280484072467685,-0.39705491000786963,-0.09433051643751997
1860,2.540273953689868,-0.10046968868629993,-0.0957591288435051,-0.3970552690292126,-0.08218312853718926
1861,2.65138691976996,-0.10089170349799947,-0.09757715230124557,-0.3970556181340876,-0.15135076656473
1862,2.9770804304359184,-0.10883325495452706,-0.09825891109789824,-0.3970724594959835,-0.19724651662386294
1863,3.6771430859909944,-0.10637789605009342,-0.0984861640301158,-0.39707262409914273,-0.16726777811187227
1864,3.6464341125674826,-0.10852633509147286,-0.09803165816568069,-0.39707262409914273,-0.1399006119461958
1865,3.570617352455493,-0.11109678894455184,-0.09825891109789824,-0.39707293821476186,-0.13032968684874086
1866,-0.26188801542401574,-0.2968216710752285,-0.15120884430458933,-0.3970889616897243,-0.6503595844457001
1867,-0.27131732676567494,-0.29801098554456357,-0.15166335016902444,-0.3970889616897243,-0.6480847116080195
1868,-0.2748851743003568,-0.2971669559211645,-0.15211785603345956,-0.3970889616897243,-0.645562569076021
1869,-0.279727253097425,-0.29709022595540097,-0.1523451089656771,-0.3970889616897243,-0.6411897776666081
1870,-0.28584356315687964,-0.2959392764689477,-0.15257236189789466,-0.3970889616897243,-0.632829596044385
1871,-0.2832951006321069,-0.2957858165374206,-0.15279961483011223,-0.3970889616897243,-0.6272744512372007
1872,-0.28750006379798193,-0.2956707215887752,-0.15279961483011223,-0.3970889616897243,-0.6211762458606065
1873,-0.2894114106915615,-0.2948266919653762,-0.15279961483011223,-0.3970889616897243,-0.6071908938138909
1874,-0.2908130650801865,-0.29501851687978503,-0.15279961483011223,-0.3970889616897243,-0.5838557731767537
1875,-0.2937437969836752,-0.2959392764689477,-0.1530268677623298,-0.3970889616897243,-0.5914947806403664
1876,-0.2941260663623911,-0.2961311013833566,-0.1530268677623298,-0.3970889616897243,-0.5691810837696495
1877,-0.3015166076842321,-0.2963612912806472,-0.1530268677623298,-0.3970889616897243,-0.547836123555319
1878,-0.301898877062948,-0.2973204158526916,-0.1530268677623298,-0.3970889616897243,-0.5424693745059906
1879,-0.30177145393670934,-0.2976657006986276,-0.1530268677623298,-0.3970889616897243,-0.5298376333275946
1880,-0.30470218584019804,-0.2975122407671005,-0.1530268677623298,-0.3970889616897243,-0.5282334996015078
1881,-0.3072506483649708,-0.29774243066439116,-0.1530268677623298,-0.3970889616897243,-0.5530675962029651
1882,-0.30852487962735714,-0.29831790540761777,-0.1530268677623298,-0.3970889616897243,-0.546744428139372
1883,-0.3156605746967209,-0.2978191606301547,-0.1530268677623298,-0.3970889616897243,-0.5238047790897682
1884,-0.31183788090956177,-0.29785752561303647,-0.1530268677623298,-0.3970889616897243,-0.49770378903734613
1885,-0.3113281884046072,-0.2979726205616818,-0.1530268677623298,-0.3970889616897243,-0.4866345448491706
1886,-0.2983310295282661,-0.30407265283988416,-0.13734641543931828,-0.3970889616897243,-0.6444989973013341
1887,-0.29769391389707295,-0.30407265283988416,-0.14007345062592896,-0.3970889616897243,-0.642305775820275
1888,-0.2970567982658798,-0.30403428785700237,-0.14189147408366942,-0.3970889616897243,-0.6402095432783991
1889,-0.2968019520134025,-0.30403428785700237,-0.14325499167697478,-0.3970889616897243,-0.6368741812925182
1890,-0.2954002976247775,-0.30403428785700237,-0.14439125633806257,-0.3970889616897243,-0.6299654545229851
1891,-0.29527287449853884,-0.30403428785700237,-0.14507301513471524,-0.3970889616897243,-0.6208255086290659
1892,-0.29603741325597066,-0.3039959228741206,-0.14598202686358547,-0.3970889616897243,-0.6055027944247553
1893,-0.2969293751396411,-0.3039959228741206,-0.14666378566023816,-0.3970889616897243,-0.5918836311680872
1894,-0.2988407220332207,-0.3039959228741206,-0.14689103859245572,-0.3970889616897243,-0.568806397318014
1895,-0.30036979954808435,-0.3039575578912388,-0.14734554445689083,-0.3970889616897243,-0.5880934321829187
1896,-0.29960526079065253,-0.30391919290835706,-0.1475727973891084,-0.3970889616897243,-0.5452740100204648
1897,-0.29935041453817524,-0.30388082792547527,-0.14780005032132595,-0.3970889616897243,-0.49334206679069786
1898,-0.30011495329560706,-0.3038424629425935,-0.14802730325354352,-0.3970889616897243,-0.46522232127923724
1899,-0.29986010704312976,-0.3038040979597117,-0.14848180911797862,-0.3970889616897243,-0.46320974371466245
1900,-0.2999875301693684,-0.30376573297682996,-0.14870906205019618,-0.3970889616897243,-0.4717365974806878
1901,-0.3002423764218457,-0.30376573297682996,-0.14916356791463128,-0.3970889616897243,-0.48396378623219116
1902,-0.30075206892680023,-0.30372736799394817,-0.14939082084684885,-0.3970889616897243,-0.4936488334136842
1903,-0.30075206892680023,-0.3036890030110664,-0.14939082084684885,-0.3970889616897243,-0.4908998750784408
1904,-0.3010069151792775,-0.3036890030110664,-0.1496180737790664,-0.3970889616897243,-0.4644586209640723
1905,-0.30113433830551617,-0.3036506380281846,-0.14984532671128398,-0.3970889616897243,-0.4545268050430483
1906,-0.33477404363251656,-0.3041493828056477,-0.15325412069454736,-0.3970889616897243,-0.30834781188967125
1907,-0.3349014667587552,-0.3041493828056477,-0.15325412069454736,-0.3970889616897243,-0.34199392922823335
1908,-0.3349014667587552,-0.3041493828056477,-0.15325412069454736,-0.3970889616897243,-0.31000827066319814
1909,-0.3349014667587552,-0.3041493828056477,-0.15325412069454736,-0.3970889616897243,-0.2977614457963686
1910,-0.3350288898849938,-0.3041493828056477,-0.15325412069454736,-0.3970889616897243,-0.33963716006432787
1911,-0.3350288898849938,-0.3041493828056477,-0.15325412069454736,-0.3970889616897243,-0.31237336127393633
1912,-0.3350288898849938,-0.3041877477885295,-0.15325412069454736,-0.3970889616897243,-0.272338563186767
1913,-0.3350288898849938,-0.3041877477885295,-0.15325412069454736,-0.3970889616897243,-0.21920451277236117
1914,-0.33515631301123244,-0.3041877477885295,-0.15325412069454736,-0.3970889616897243,-0.21458074703213859
1915,-0.2827854081271523,-0.2838159418783065,-0.02962852556819564,-0.3970889616897243,-0.588692439593838
1916,-0.279727253097425,-0.28109202809370043,-0.03485534300919948,-0.3970889616897243,-0.5884983977902292
1917,-0.2789627143399932,-0.27825301936044905,-0.04053666631463844,-0.3970889616897243,-0.5840362412425898
1918,-0.27781590620384544,-0.2754907405929612,-0.04303644856903158,-0.3970889616897243,-0.5660378967201325
1919,-0.27807075245632273,-0.2744548860551532,-0.04644524255229495,-0.3970889616897243,-0.5527906796849553
1920,-0.2784530218350386,-0.27426306114074434,-0.04939953067112321,-0.3970889616897243,-0.5489899731109831
1921,-0.27858044496127726,-0.27318884162005463,-0.05235381878995147,-0.3970889616897243,-0.5385769911848269
1922,-0.27883529121375455,-0.2717693372534289,-0.05462634811212705,-0.3970889616897243,-0.5208251155368757
1923,-0.27947240684494773,-0.2705800227840939,-0.05712613036652019,-0.3970889616897243,-0.4978693057935307
1924,-0.28023694560237955,-0.270388197869685,-0.05985316555313089,-0.3970889616897243,-0.4990246433906183
1925,-0.28100148435981137,-0.2698127231264583,-0.06189844194308892,-0.3970889616897243,-0.5002689118514532
1926,-0.2820208693697205,-0.2685850436742415,-0.06394371833304693,-0.3970889616897243,-0.4876352710681182
1927,-0.28316767750586824,-0.2689303285201775,-0.06485273006191718,-0.3970889616897243,-0.4949542980314184
1928,-0.2877549100504592,-0.2710404025786752,-0.06235294780752403,-0.3970889616897243,-0.4819321634027476
1929,-0.28800975630293646,-0.27395614127769014,-0.0630347066041767,-0.3970889616897243,-0.47825131853799635
1930,-0.2887742950603683,-0.2762964052334785,-0.06371646540082938,-0.3970889616897243,-0.4938056200603629
1931,-0.28966625694403875,-0.27890522406943924,-0.06371646540082938,-0.3970889616897243,-0.493719791248431
1932,-0.2908130650801865,-0.28120712304234574,-0.06326195953639427,-0.3970889616897243,-0.48470170117570166
1933,-0.29195987321633426,-0.283393927066607,-0.06462547712969961,-0.3970889616897243,-0.471184824872395
1934,-0.2932341044787206,-0.285273811227814,-0.06553448885856984,-0.3970889616897243,-0.4724791689621566
1935,-0.24341166211941326,1.3883602020067738,0.007186449451048804,3.0181986924088395,-0.6503751875056396
1936,-0.2378050445649132,1.651697444507283,-0.007584991143092484,3.0446975629360624,-0.6514603516608186
1937,-0.23207100388417448,1.9161856364942453,-0.023947202262756682,2.8836388533436637,-0.6510194035979149
1938,-0.22391592380490166,2.163831600996108,-0.03849138992468041,2.739007234897714,-0.6496578527543919
1939,-0.2111736111810379,2.3880749259400877,-0.04644524255229495,2.451981734790466,-0.6464952314884869
1940,-0.19448118164377634,2.5734545232248287,-0.04849051894225297,2.1816868017750397,-0.6445616996056175
1941,-0.17434832769807154,2.5529292573830786,-0.044627219094554485,2.283424949169406,-0.6434255204476175
1942,-0.15281381936374178,2.4149304139573307,-0.042354689772378905,2.23838551275382,-0.6407629831259676
1943,-0.1472072018092417,2.3668590904064657,-0.03985490751798576,1.929051550753844,-0.6362082763488398
1944,-0.14440389303199166,2.4344965552270366,-0.03871864285689797,2.0179479590152214,-0.6384099926786273
1945,-0.14223769988593482,2.552468877588497,-0.03758237819581018,1.9665702386727766,-0.6409213538920867
1946,-0.14325708489584393,2.660504669383578,-0.038036884060245295,1.8076776296623038,-0.6340656967912793
1947,-0.13968923736116207,2.8049488299334637,-0.036673366466939944,1.7115123561760635,-0.6304835802661789
1948,-0.13522942794280976,2.816381594832233,-0.03621886060250483,1.5936046508495778,-0.6300086842696553
1949,-0.1300050797670256,2.6428184122750795,-0.03621886060250483,1.425070712918021,-0.629326776411113
1950,-0.12541784722243465,2.483220083486892,-0.03712787233137506,1.2779241968953816,-0.633872599345449
1951,-0.12299680782390052,2.393829673372354,-0.03985490751798576,1.1917089715838913,-0.64274957484375
1952,-0.12057576842536641,2.331716766086759,-0.041672930975726226,1.0723649460293072,-0.6408131024578183
1953,-0.11611595900701407,2.275205146301903,-0.04371820736568425,1.0806303450238566,-0.6376188405791904
1954,-0.1070689170440708,2.2395257122218517,-0.04394546029790181,1.0582866886050908,-0.6379960432449588
1955,-0.20773318677259467,0.008333402766416252,0.026730201621758817,-0.2463426131857544,-0.6582686733958748
1956,-0.21499630496819702,0.06496011749991734,0.01582206087531602,-0.19057489942918285,-0.6590392526596133
1957,-0.22710150196086762,0.12296797161716236,-0.0005401502443481775,-0.15508407844275635,-0.6593651604246966
1958,-0.23003223386435628,0.17963305133354524,-0.01758412016066505,-0.10687974176839832,-0.6573861241275674
1959,-0.2328355426416063,0.23230817283022343,-0.02917401970376052,-0.131932653798081,-0.6555452181992778
1960,-0.22009323001774253,0.2789599920144628,-0.03894589578911553,-0.10249804765123229,-0.654264460171661
1961,-0.2351291589139018,0.313143191762125,-0.04576348375564228,-0.07112261285191225,-0.6529199883859901
