,Drug Use Disorders,Acute Hepatitis,per_capita-Cirrhosis and Other Chronic Liver Diseases,Total NCD Deaths (in thousands),Crude suicide rates (per 100 000 population)
747,-0.11103790702824051,-0.15279961483011223,-0.02650799224003248,24013.19,-0.30804568550187805
748,-0.11218674878300253,-0.15279961483011223,-0.11617828951988228,23412.98,-0.31886731868205076
749,-0.11563327404728856,-0.15279961483011223,-0.1757868619655679,47523.6,0.6538809635504595
750,-0.11678211580205057,-0.15279961483011223,-0.21951878725293492,23738.49,-0.334683551791534
751,-0.11764374711812207,-0.15279961483011223,-0.2660290301453653,23188.23,0.5336193215858788
752,-0.11907979931157459,-0.15279961483011223,-0.3045960621059039,23686.79,0.31439800635522586
753,-0.11821816799550308,-0.15279961483011223,-0.2877617509409479,24046.36,-0.39961335087257027
754,-0.11821816799550308,-0.15279961483011223,-0.2755601237104413,48017.95,0.036190465959416204
755,-0.11793095755681259,-0.15279961483011223,-0.2648511104663191,24855.14,0.0380884139325542
756,-0.11735653667943158,-0.15279961483011223,-0.2604348817607847,24126.87,0.33500073106363165
757,-0.1739369931014606,-0.15029983257571908,-0.3315014212084627,2010.35,-0.31220785210963675
758,-0.1739369931014606,-0.15007257964350154,-0.34144294595476277,958.0234,-0.5219810491406772
759,-0.1739369931014606,-0.15007257964350154,-0.32638021014695623,1134.17,-0.5044999493880905
760,-0.1739369931014606,-0.15007257964350154,-0.23771842729031176,1168.521,-0.09411032186307892
761,-0.1739369931014606,-0.14984532671128398,-0.03228230361202738,2267.734,-0.2814078192122221
762,-0.1739369931014606,-0.14984532671128398,-0.003498927835763292,1071.204,-0.2789105192475669
763,-0.1739369931014606,-0.14984532671128398,0.014902257237378796,2372.629,-0.5011702161018835
764,-0.1739369931014606,-0.14984532671128398,0.05104276692033455,1312.231,-0.09161302189842359
765,-0.1736497826627701,-0.15007257964350154,0.08670014822147808,2519.506,-0.4845215496708486
766,-0.1736497826627701,-0.15007257964350154,0.0838482818508311,2622.787,-0.4687053165613653
767,-0.1736497826627701,-0.15007257964350154,0.13785771295738072,1504.711,-0.03216895840641326
768,-0.1736497826627701,-0.15007257964350154,0.1766573310525268,1291.655,-0.20315908698635776
769,-0.1736497826627701,-0.15007257964350154,0.21188174410866223,2968.578,0.025726779107510724
770,-0.1736497826627701,-0.15007257964350154,0.23351676429203025,1699.589,-0.4079376840880878
771,-0.1736497826627701,-0.15007257964350154,0.21143955528902833,1748.785,-0.4004457841941221
772,-0.1736497826627701,-0.15007257964350154,0.2417128158176288,3260.85,-0.4004457841941221
773,-0.1736497826627701,-0.15007257964350154,0.2803061477280674,1554.029,0.10146156270228879
774,-0.1736497826627701,-0.15007257964350154,0.34648652678537173,3559.461,0.14705393572367792
775,-0.17336257222407958,-0.15007257964350154,0.4456040268980785,1694.212,0.14319976944489343
776,-0.17336257222407958,-0.15007257964350154,0.4315512166458352,1741.198,-0.37963495115532836
777,-0.16474625906336451,-0.15007257964350154,-0.3452453272811018,17453.5,-0.3771376511906731
778,-0.165033469502055,-0.15007257964350154,-0.3264179181597405,18244.97,-0.1415590211915284
779,-0.1635974173086025,-0.14984532671128398,-0.18139060325756257,19789.43,-0.013480830337576603
780,-0.16302299643122148,-0.14984532671128398,-0.09096823970448804,20358.04,0.06545882154517561
781,-0.16302299643122148,-0.14984532671128398,-0.024709796702136654,45407.79,-0.43873771698550246
782,-0.1618741546764595,-0.14984532671128398,0.050660051466298005,23029.46,-0.08578598864756132
783,-0.1618741546764595,-0.14984532671128398,0.0966014314580732,24045.56,0.25855837914553464
784,-0.1618741546764595,-0.14984532671128398,0.12449257480813423,50570.86,-0.4312458170915367
785,-0.16072531292169748,-0.15007257964350154,0.14594977011379423,52569.27,-0.43707285034239896
786,-0.16043810248300697,-0.15007257964350154,0.14568825953514228,52231.04,-0.03618128701629279
787,-0.16015089204431646,-0.15007257964350154,0.15369387693157616,53895.53,-0.4470620502010199
788,-0.15986368160562597,-0.15029983257571908,0.14327680962187417,54785.5,-0.09327788854152719
789,-0.15957647116693546,-0.15029983257571908,0.1771462218219975,27396.03,0.34116906197633007
790,-0.15928926072824495,-0.15029983257571908,0.1879205939048642,56147.46,-0.4986729161372283
791,-0.15957647116693546,-0.15052708550793664,0.18479543632147086,28383.35,0.17402477534195454
792,-0.15871483985086396,-0.15052708550793664,0.18079320345730365,29160.98,-0.17652122069670195
793,-0.15756599809610194,-0.15052708550793664,0.22081888175016437,59028.12,-0.5486189154303331
794,-0.15670436678003044,-0.15052708550793664,0.2537561228867744,29447.51,0.26929676899355215
795,-0.15584273546395894,-0.15052708550793664,0.3042950815637042,29606.47,-0.23812128649153116
796,-0.1549811041478874,-0.15052708550793664,0.28987048601657195,31278.33,0.059889842623994535
797,-0.164459048624674,0.29443415577404247,3.668716215072265,162946.0,-0.6543379472674051
798,-0.163884627747293,0.3035242730627448,3.801453636429713,148733.0,-0.6451811807303359
799,-0.163310206869912,0.2996609732150463,3.8978948215005227,337636.7,-0.5819162482924031
800,-0.16302299643122148,0.29443415577404247,4.024647067388669,164067.5,-0.6460136140518876
801,-0.16244857555384049,0.2769356799932905,3.948438493374484,192512.3,-0.5819162482924031
802,-0.16216136511514997,0.2617097335347141,3.8001810058350407,358155.5,-0.6510082139811981
803,-0.16158694423776898,0.2578464336870156,3.6794258535568454,197985.2,-0.6518406473027498
804,-0.16158694423776898,0.2403479579062636,3.5912240474115382,376102.8,-0.5802513816492996
805,-0.16072531292169748,0.2305760818209086,3.626757540258379,209479.1,-0.5760892150415408
806,-0.15986368160562597,0.22330398798994675,3.681830633121359,184565.3,-0.7250947795993037
807,-0.15900205028955444,0.2114868355146337,3.7005706308939987,190679.1,-0.5636027152182647
808,-0.15756599809610194,0.20307847702258405,3.712454982324642,416928.9,-0.6326946809070596
809,-0.15670436678003044,0.19716990078492752,3.7967981016011336,241783.7,-0.6227054810484387
810,-0.15670436678003044,0.1833074719196565,3.6791236936109075,196712.4,-0.7300893795286141
811,-0.15612994590264942,0.17467186049538927,3.735005389638129,206611.9,-0.730921812850166
812,-0.15469389370919692,0.1771716427497824,3.8869887114945874,225743.8,-0.7275920795639589
813,-0.15383226239312542,0.17103581357990832,3.931900867243152,476766.9,-0.549451348751885
814,-0.1523962101996729,0.1642182256133816,3.8814475197602976,253605.1,-0.6601649805182673
815,-0.1515345788836014,0.1587641552401602,4.008545241818497,260044.5,-0.7417434460303386
816,-0.15067294756752989,0.15490085539246168,3.9553384076383016,227853.6,-0.6576676805536121
817,-0.17221373046931757,-0.151890603101242,-0.06581686799145675,7782.418,-0.39628361758636327
818,-0.17221373046931757,-0.151890603101242,-0.12195757893909001,8278.247,-0.07419019247834559
819,-0.17250094090800808,-0.151890603101242,-0.17916611724277928,8993.943,-0.46787288323981363
820,-0.17250094090800808,-0.151890603101242,-0.134583250228683,17931.52,-0.36465115136739684
821,-0.17250094090800808,-0.15166335016902444,-0.08518600535016979,8649.741,-0.6826406802001644
822,-0.17250094090800808,-0.15166335016902444,-0.06216237914219617,19279.75,0.18605343683837736
823,-0.17250094090800808,-0.15166335016902444,-0.03749714734456732,10835.78,0.06277838624977902
824,-0.17250094090800808,-0.151890603101242,-0.052012659702582446,10913.11,0.24088581972899095
825,-0.17221373046931757,-0.151890603101242,-0.08455239675262685,9568.997,-0.3396781517208445
826,-0.17221373046931757,-0.15166335016902444,-0.0014870875240886872,11448.96,0.3623295170101754
827,-0.17192652003062708,-0.151890603101242,-0.057163949630086607,11305.84,-0.7267596462424072
828,-0.17192652003062708,-0.151890603101242,0.022203226984640827,12064.97,0.24610517665512052
829,-0.17192652003062708,-0.151890603101242,-0.029647710941882774,10895.31,-0.6801433802355092
830,-0.17192652003062708,-0.151890603101242,0.05525552620245879,12199.29,-0.3763052178691214
831,-0.17135209915324606,-0.151890603101242,0.21697620924441982,11711.36,-0.13989415454842496
832,-0.17135209915324606,-0.151890603101242,0.25109501898761244,12259.29,0.1154464425043581
833,-0.17135209915324606,-0.151890603101242,0.2712764799610998,24708.17,-0.4320782504130885
834,-0.17106488871455555,-0.151890603101242,0.3052464132945893,13775.47,-0.033267770390861665
835,-0.17106488871455555,-0.151890603101242,0.3260896446098221,13967.8,-0.7267596462424072
836,-0.17106488871455555,-0.151890603101242,0.35897680873465676,12374.73,-0.4046079508018808
837,-0.1739369931014606,-0.15120884430458933,-0.10977023301805906,1058.978,-0.4653755832751583
838,-0.1739369931014606,-0.15166335016902444,-0.18948257951449948,1047.644,0.5260691513594042
839,-0.1739369931014606,-0.151890603101242,-0.282379888895784,1225.319,-0.5144891492467114
840,-0.1739369931014606,-0.151890603101242,-0.32291751164338856,1214.984,-0.49950534945878
841,-0.1739369931014606,-0.15211785603345956,-0.3464691059307336,2270.976,-0.4953431828510213
842,-0.1739369931014606,-0.15211785603345956,-0.36951476228509716,2279.075,0.11673671415276339
843,-0.1736497826627701,-0.15211785603345956,-0.3773027765683846,1224.102,-0.43041338376998495
844,-0.1736497826627701,-0.1523451089656771,-0.39960360156734437,2457.174,0.07463223674867593
845,-0.1736497826627701,-0.1523451089656771,-0.4352336880443065,1272.614,-0.39628361758636327
846,-0.1736497826627701,-0.1523451089656771,-0.4424688454872835,2604.041,-0.024244193185240605
847,-0.1736497826627701,-0.1523451089656771,-0.4498689426892029,1387.787,-0.07298316416209556
848,-0.1736497826627701,-0.1523451089656771,-0.4317110021351222,1495.283,0.020207746185622634
849,-0.17336257222407958,-0.1523451089656771,-0.4399459347403563,2893.033,0.19689171868498115
850,-0.17336257222407958,-0.15257236189789466,-0.4603866012350308,1405.107,-0.2056563869510131
851,-0.17336257222407958,-0.15257236189789466,-0.46834877572667233,1488.573,-0.3912890176570528
852,-0.17336257222407958,-0.15257236189789466,-0.47631324607168235,3196.292,0.08383062495182275
853,-0.17307536178538907,-0.15257236189789466,-0.43907376210644866,3265.198,0.037514034940683505
854,-0.17307536178538907,-0.15257236189789466,-0.41497863336794294,1591.371,-0.25976455285187666
855,-0.17307536178538907,-0.15257236189789466,-0.3709047743108538,1644.167,-0.04510497222332744
856,-0.1727881513466986,-0.15257236189789466,-0.39206765849954905,3350.232,-0.2506077863148074
857,-0.17250094090800808,-0.12984706867613885,0.17692655979491975,10131.97,0.29518544529381147
858,-0.17221373046931757,-0.1300743216083564,0.1709229538255709,10225.78,-0.417094450625157
859,-0.17221373046931757,-0.12961981574392129,0.2416934154603972,10557.11,0.2340931638251287
860,-0.17192652003062708,-0.1300743216083564,0.23913725348576773,10615.75,-0.45288908345188217
861,-0.17192652003062708,-0.12984706867613885,0.23172523485332716,11094.92,-0.4428998835932612
862,-0.17163930959193657,-0.12961981574392129,0.2235606002370531,11435.3,0.17860315861048928
863,-0.17163930959193657,-0.12916530987948616,0.22401202891600377,5157.542,-0.41626201730360524
864,-0.17135209915324606,-0.12893805694726862,0.22015160774145243,6777.621,0.16867222908437685
865,-0.17135209915324606,-0.12802904521839836,0.22860993224108614,12482.2,-0.39295388430015626
866,-0.17135209915324606,-0.12780179228618083,0.2242125098177796,6934.862,-0.4037755174803291
867,-0.17106488871455555,-0.1273472864217457,0.21536891583035633,5657.254,0.15185707598903156
868,-0.17106488871455555,-0.12712003348952813,0.18941085897196072,5775.978,0.13383489457743622
869,-0.17077767827586507,-0.1268927805573106,0.17299911768413134,6973.054,-0.43374311705619195
870,-0.17077767827586507,-0.12666552762509303,0.16281182395270427,6984.005,-0.4437323169148129
871,-0.17049046783717456,-0.12666552762509303,0.14370527297984872,13056.42,-0.45122421680877867
872,-0.17049046783717456,-0.12643827469287547,0.14260606350855887,6193.724,0.0613466009367101
873,-0.17020325739848405,-0.12643827469287547,0.13643940232752103,7014.314,0.04644604448093379
874,-0.17020325739848405,-0.12643827469287547,0.150653917995151,13446.44,0.03516657297390758
875,-0.16991604695979357,-0.12666552762509303,0.20345990083123963,13664.18,-0.4637107166320549
876,-0.16962883652110305,-0.12643827469287547,0.1799140627900571,13742.62,0.4725603374500578
877,-0.16101252336038796,-0.1530268677623298,0.09354158435075348,7543.812,1.5132102057215442
878,-0.15842762941217345,-0.1530268677623298,0.3319142285574783,7741.58,3.371492731087588
879,-0.15555552502526843,-0.1530268677623298,0.3782833962191987,7719.677,-0.055402172410922663
880,-0.15555552502526843,-0.1530268677623298,0.39920158248641463,7665.492,1.284956988952055
881,-0.15210899976098238,-0.1530268677623298,0.4646146411390036,7616.204,-0.1706941874458397
882,-0.1518217893222919,-0.15325412069454736,0.5175646096787255,7516.191,-0.2248023533467032
883,-0.14952410581276787,-0.15325412069454736,0.5967555707277638,15680.27,0.8280759604183784
884,-0.14550315967110083,-0.15325412069454736,0.7158285656654385,7718.471,0.8707964384804141
885,-0.14521594923241032,-0.15325412069454736,0.5476260240178709,7956.568,0.7099786450898318
886,-0.1432054761615768,-0.15325412069454736,0.39695620332184706,7756.303,2.5602198645696865
887,-0.14377989703895783,-0.15325412069454736,0.2177454476259879,6823.478,-0.3554943848303277
888,-0.1411950030907433,-0.15325412069454736,0.2702186642911122,6571.021,1.7834014132308105
889,-0.13832289870383827,-0.15325412069454736,0.276346325162077,7522.133,0.8473384674790858
890,-0.1417694239681243,-0.15325412069454736,0.20818442233866843,7720.021,1.7898444471396213
891,-0.1420566344068148,-0.15325412069454736,0.3029245966170234,7674.236,1.8942815316615034
892,-0.14291826572288632,-0.15325412069454736,0.27564222630241836,7675.875,1.411778205490464
893,-0.1411950030907433,-0.15325412069454736,0.34508281244198646,14353.83,-0.39212145097860457
894,-0.13918453001990977,-0.15325412069454736,0.28359931231827706,14296.26,0.6520662589094768
895,-0.13832289870383827,-0.15325412069454736,0.25574207485740746,7813.362,0.3689473619165119
896,-0.13746126738776676,-0.15325412069454736,0.24399903886277038,6399.482,-0.37047818461825915
897,-0.13717405694907625,0.3448843067263404,0.6913967476600901,105372.4,-0.4004457841941221
898,-0.13803568826514775,0.33920298342090144,0.5975802779083917,105294.2,-0.40960255073119123
899,-0.13832289870383827,0.34806584777738625,0.5227717282260993,113713.5,-0.1665320208380809
900,-0.13832289870383827,0.3642008059648329,0.4551835524400067,113643.2,0.04943448010530455
901,-0.13774847782645727,0.3771542231012337,0.39287291923885126,219018.3,-0.44872691684412347
902,-0.13659963607169526,0.3810175229489322,0.33203102721713595,219629.9,-0.013913695664783537
903,-0.13602521519431424,0.3653370706259207,0.259319156190688,114630.9,-0.4761972164553311
904,-0.13430195256217123,0.3412482598108595,0.18923962807782604,116667.4,-0.2647591527811871
905,-0.1322914794913377,0.3162504372669281,0.12987749547597685,117981.4,-0.2722510526751529
906,-0.12740890203359917,0.28966184419747376,0.08145656782063251,226193.8,-0.07912652207514734
907,-0.1311426377365757,0.27011809202676373,0.04456810022835637,108896.9,-0.5419594488579191
908,-0.1294193751044327,0.2598917100769736,0.020513663055155385,110661.2,-0.35299708486567244
909,-0.1305682168591947,0.24671104000835523,-0.008598120967833507,119017.5,-0.6060568146174038
910,-0.1288449542270517,0.2364846580585651,-0.008370141848677006,119547.7,-0.43707285034239896
911,-0.12654727071752767,0.23784817565187047,-0.013426084283073188,235297.1,-0.4503917834872269
912,-0.12539842896276565,0.23580289926191245,-0.0290701683933538,118218.2,-0.44872691684412347
913,-0.12195190369847962,0.23125784061756127,-0.026529084063473162,128329.8,-0.6493433473380946
914,-0.11850537843419359,0.23125784061756127,-0.021022120438067934,131093.8,-0.6526730806243016
915,-0.11505885316990755,0.22375849385438185,0.02358711579764333,264467.3,-0.4595485500242962
916,-0.11189953834431203,0.21625914709120242,-0.0427320875279828,271290.5,-0.26642401942429067
917,-0.17336257222407958,-0.15257236189789466,-0.9693292963229366,1894.439,-0.25976455285187666
918,-0.17336257222407958,-0.15257236189789466,-0.9852389287712419,2542.171,0.19149755076132582
919,-0.17336257222407958,-0.15257236189789466,-0.990548847583379,1926.52,0.14104376714207442
920,-0.17336257222407958,-0.15257236189789466,-0.9858599071141945,4582.699,0.09528490745637472
921,-0.17336257222407958,-0.15257236189789466,-1.0123692951981023,1981.417,-0.34217545168549973
922,-0.17336257222407958,-0.15257236189789466,-0.9975243720593847,2029.496,-0.3613214180811899
923,-0.1736497826627701,-0.15257236189789466,-0.9733192700024986,2787.869,-0.13989415454842496
924,-0.1736497826627701,-0.15257236189789466,-0.9703663389441353,2219.727,-0.12241305479583833
925,-0.1736497826627701,-0.15279961483011223,-0.9577221882325682,2919.012,0.15315567197065236
926,-0.1736497826627701,-0.15279961483011223,-0.974541763395469,5283.516,0.15377999696181605
927,-0.1736497826627701,-0.15279961483011223,-0.9612890954915759,2436.032,-0.10576438836480329
928,-0.1736497826627701,-0.15279961483011223,-0.9576744517813396,3011.7,-0.08911572193376839
929,-0.1736497826627701,-0.15279961483011223,-0.9539382440146297,5528.166,-0.07579678878894042
930,-0.1736497826627701,-0.15279961483011223,-0.950062750150667,3074.933,0.2522735075678189
931,-0.1736497826627701,-0.15279961483011223,-0.9460302146268318,2480.542,0.208504163520628
932,-0.17336257222407958,-0.15279961483011223,-0.941827870558508,5510.008,-0.43374311705619195
933,-0.17336257222407958,-0.15279961483011223,-0.937454631409226,3112.965,-0.1240779214389418
934,-0.17336257222407958,-0.15279961483011223,-0.9235880466150357,2607.302,-0.42708365048377794
935,-0.17336257222407958,-0.15279961483011223,-0.9142754650981999,5918.403,-0.14738605444239067
936,-0.17336257222407958,-0.15279961483011223,-0.9139731170616026,2739.692,0.10580686464078884
937,-0.11534606360859806,-0.15279961483011223,-0.3794115506775181,20180.12,2.1719896120643822
938,-0.11448443229252656,-0.15279961483011223,-0.3178651892703841,20301.73,1.100106845568274
939,-0.11333559053776454,-0.15279961483011223,-0.23210938812334436,43686.45,0.005556919726311861
940,-0.11103790702824051,-0.15279961483011223,-0.12823510504259508,20689.6,0.9000980913990357
941,-0.10586811913181148,-0.15279961483011223,0.047961399457082596,42571.0,-0.08911572193376839
942,-0.10155996255145393,-0.15279961483011223,0.18943337249291584,21039.26,-0.013439208671498963
943,-0.0978262268484774,-0.15279961483011223,0.2537616811368093,21639.9,1.759235873906163
944,-0.09208201807466734,-0.15279961483011223,0.3673374887222935,22149.27,0.7306729374636082
945,-0.08920991368776232,-0.15279961483011223,0.4138969132202635,45121.12,0.8045264217516793
946,-0.0871994406169288,-0.15279961483011223,0.4443259953900706,45747.39,-0.0003200595238433856
947,-0.08834828237169082,-0.15279961483011223,0.4488844209919084,46705.81,0.6377817031116487
948,-0.08920991368776232,-0.15279961483011223,0.4210722830702139,22803.38,-0.2248023533467032
949,-0.09093317631990534,-0.15279961483011223,0.4163194275496702,48288.03,1.2390732642681228
950,-0.09265643895204835,-0.15279961483011223,0.3987448508450243,48108.86,1.2558634443638215
951,-0.09667738509371539,-0.15279961483011223,0.34720721506685226,23708.24,1.0565622585179022
952,-0.09840064772585841,-0.15279961483011223,0.2829030169429237,48882.88,0.25980702912786213
953,-0.0972518059710964,-0.15279961483011223,0.2676652656696658,24650.79,-0.3271916518975682
954,-0.09437970158419137,-0.15279961483011223,0.238045692871341,25473.91,-0.18567798723377116
955,-0.09236922851335785,-0.15279961483011223,0.19088258555726148,50772.39,-0.24394831974239342
956,-0.09064596588121483,-0.15279961483011223,0.1584415737809537,51345.85,0.36494335763984803
957,0.08656287479082528,-0.14711829152467326,0.06627457301217358,452522.4,1.5195866449646307
958,0.1006361862866599,-0.14711829152467326,0.05132016746610828,459783.5,0.7114021060696856
959,0.1112629725182085,-0.14780005032132595,0.03550362201332314,234147.7,1.4391402887698697
960,0.12476186313666213,-0.14802730325354352,0.009032665663721053,239662.9,0.7651440013090662
961,0.12734675708487664,-0.14802730325354352,-0.08298287443353979,217807.0,0.047045396472450984
962,0.14170727901940178,-0.14825455618576105,-0.10586023653816036,230890.4,0.012832386956674185
963,0.1557805905152364,-0.14848180911797862,-0.14061547932370938,445845.6,1.3225163804204698
964,0.1744492690301191,-0.14870906205019618,-0.17353790519491666,218892.7,0.5856547285160785
965,0.20604241728607436,-0.14893631498241375,-0.1903531733148797,234848.3,-0.04647848720388787
966,0.23648672378726765,-0.14893631498241375,-0.20238964181952263,229040.2,1.33828266753066
967,0.25687866493429334,-0.14916356791463128,-0.23171152138064083,238390.8,-0.03920301997352555
968,0.26922871379798496,-0.14916356791463128,-0.26291026358373404,466897.8,1.306558633646323
969,0.278419447836081,-0.14916356791463128,-0.2883729205611089,245600.7,0.5719695247097677
970,0.2870357609967961,-0.14916356791463128,-0.3241187141324108,242436.3,1.171529624557414
971,0.29392881152536815,-0.14916356791463128,-0.3628849704417825,239201.5,0.9968351676965642
972,0.3137463317950128,-0.14916356791463128,-0.3399926483233685,250778.1,1.0658438900532041
973,0.3051300186342978,-0.14916356791463128,-0.37667839300000305,251281.1,0.9449579230974592
974,0.3186289092527514,-0.14916356791463128,-0.3604697485806689,254708.2,-0.24478075306394523
975,0.33643595645156255,-0.14893631498241375,-0.35713276317999204,261531.4,0.2748574235815179
976,0.3539557932116832,-0.14893631498241375,-0.34873947846406866,257921.9,-0.2780780859260151
977,-0.17250094090800808,-0.15007257964350154,0.6432031476382203,5945.575,0.8133502149601279
978,-0.17250094090800808,-0.15029983257571908,0.6296955827441265,5930.147,-0.4878512829570556
979,-0.17250094090800808,-0.15029983257571908,0.5667179820121347,5773.474,-0.5278080823915394
980,-0.17250094090800808,-0.15029983257571908,0.5437596218849651,2875.165,-0.5328026823208499
981,-0.17250094090800808,-0.15052708550793664,0.4911298329276505,2760.039,-0.5644351485398164
982,-0.17250094090800808,-0.15052708550793664,0.43554115304086694,2893.145,-0.5677648818260234
983,-0.17250094090800808,-0.15052708550793664,0.41931195495898355,5944.675,-0.5136567159251597
984,-0.17221373046931757,-0.15052708550793664,0.40470214959864664,3021.73,-0.5486189154303331
985,-0.17221373046931757,-0.15052708550793664,0.39741617482907976,2970.366,-0.5352999822855051
986,-0.17221373046931757,-0.1507543384401542,0.3510918219009951,3157.489,0.46818173817869574
987,-0.17221373046931757,-0.1507543384401542,0.2884263867281242,2786.72,0.45840064665046276
988,-0.17221373046931757,-0.1507543384401542,0.2648299737157286,2820.546,-0.0717428385129834
989,-0.17192652003062708,-0.15098159137237177,0.23119105928437425,3137.822,-0.687635280129475
990,-0.17192652003062708,-0.15098159137237177,0.18803313370695657,2558.187,0.3060819974729239
991,-0.17192652003062708,-0.15098159137237177,0.161522640515031,6329.408,-0.6526730806243016
992,-0.17163930959193657,-0.15098159137237177,0.15063969467010851,2853.172,-0.10576438836480329
993,-0.17163930959193657,-0.15098159137237177,0.14953553684021884,2835.562,0.3796191570988053
994,-0.17163930959193657,-0.15098159137237177,0.16245514589769555,3558.436,0.3238627732212692
995,-0.17135209915324606,-0.15120884430458933,0.18181197704629973,2902.378,0.3064982141336997
996,-0.17135209915324606,-0.15120884430458933,0.1339441210163784,2841.628,0.27332574626986267
997,-0.16847999476634104,-0.15257236189789466,1.1446843575706616,49401.1,-0.2930618857139466
998,-0.16876720520503155,-0.1523451089656771,1.1362858144007753,23782.18,0.04361577118765779
999,-0.16876720520503155,-0.15211785603345956,1.2558525608372137,52541.55,-0.222305053382048
1000,-0.16905441564372203,-0.151890603101242,1.274130891504346,24886.63,-0.030670578427620204
1001,-0.16905441564372203,-0.15166335016902444,1.3507521172788486,26288.96,-0.28973215242773964
1002,-0.16905441564372203,-0.15143609723680687,1.2222107200641892,43910.46,-0.39295388430015626
1003,-0.16905441564372203,-0.15143609723680687,1.1549747567427253,23367.1,-0.0471277851946982
1004,-0.16934162608241254,-0.15120884430458933,1.1017691085624572,20699.02,-0.0675224015727161
1005,-0.16934162608241254,-0.15120884430458933,1.17581205189796,23316.26,-0.28556998581998083
1006,-0.16962883652110305,-0.15098159137237177,1.227962839486553,24201.76,-0.20482395362946137
1007,-0.16934162608241254,-0.1507543384401542,1.2748283543668033,24753.56,0.27688856088610414
1008,-0.16905441564372203,-0.15052708550793664,1.2920570263560407,25736.15,-0.6560028139105086
1009,-0.16905441564372203,-0.14984532671128398,1.2699894382681092,25362.61,-0.6643271471260261
1010,-0.16934162608241254,-0.15029983257571908,1.2308889810739931,25037.63,-0.09577518850618238
1011,-0.16905441564372203,-0.15052708550793664,1.189802332486965,25626.73,-0.6160460144760247
1012,-0.16934162608241254,-0.15052708550793664,1.2320854750597983,50704.21,-0.031652849747051195
1013,-0.16847999476634104,-0.15098159137237177,1.3111238893899972,52784.61,-0.017784510609999162
1014,-0.16790557388896005,-0.15098159137237177,1.3185041028618356,25100.22,-0.6468460473734393
1015,-0.16733115301157903,-0.15120884430458933,1.2994124629723511,49171.11,-0.1290725213682523
1016,-0.16675673213419803,-0.15143609723680687,1.2900204192754368,25072.86,-0.14405632115618375
1017,0.2611868215146509,-0.1371191625071007,0.6988960579348291,345757.1,0.8985497654209492
1018,0.2528577187926263,-0.13848268010040607,0.6444550335030167,342687.4,0.8992656580774838
1019,0.23792277598072015,-0.14007345062592896,0.6267839062136076,420384.3,0.30296869685032035
1020,0.2307425150134576,-0.14143696821923432,0.60593179462745,354965.7,0.2897496557040785
1021,0.21465873044678946,-0.14325499167697478,0.5175242897197959,342417.3,0.2569767558345863
1022,0.2109249947438129,-0.14393675047362745,0.4661786005082376,399237.6,-0.32552678525446477
1023,0.20604241728607436,-0.1448457622024977,0.41636051066041313,394780.8,0.15470399794873854
1024,0.21207383649857492,-0.1453002680669328,0.3867652341955321,739931.7,0.6510839875900457
1025,0.21982851834321848,-0.14552752099915037,0.38624595007791845,405024.5,0.13410959757354826
1026,0.22069014965929,-0.14575477393136793,0.3919872457577062,406900.7,-0.37963495115532836
1027,0.219541307904528,-0.14575477393136793,0.38499945081774223,359468.6,0.19382836406167075
1028,0.21494594088547994,-0.14598202686358547,0.3626061700216245,402048.8,-0.35382951818722413
1029,0.21494594088547994,-0.14598202686358547,0.3606242291046499,410486.5,-0.32302948528980946
1030,0.22499830623964753,-0.14552752099915037,0.3920543302246763,430044.6,-0.31220785210963675
1031,0.23418904027774362,-0.14575477393136793,0.367488734183315,387715.0,0.7637038916627817
1032,0.25802750668905533,-0.1453002680669328,0.43437191240249134,408672.6,0.7126091343859354
1033,0.2741112912557235,-0.1453002680669328,0.442445144041729,431409.6,-0.33884571839929273
1034,0.2812915522229861,-0.1453002680669328,0.44152967553957934,422926.7,0.6541140448804941
1035,0.29392881152536815,-0.1453002680669328,0.45217104895948007,892975.0,0.1641937378144284
1036,0.30771491258251227,-0.14507301513471524,0.47309540195993605,338556.3,0.11681995748491852
1037,-0.163310206869912,-0.08007867652049358,0.5019082570683724,51500.64,-0.4620458499889514
1038,-0.163884627747293,-0.08144219411379892,0.4887641905862833,26178.62,-0.10826168832945862
1039,-0.164459048624674,-0.08462373516484474,0.4569947152937403,56197.42,-0.0681051048978023
1040,-0.165033469502055,-0.08712351741923788,0.4166256010981451,27716.78,-0.7442407459949938
1041,-0.16589510081812653,-0.08848703501254324,0.3895168851877054,28122.96,-0.3554943848303277
1042,-0.166182311256817,-0.08825978208032567,0.37504365271820955,28743.81,-0.338013285077741
1043,-0.16646952169550752,-0.08735077035145544,0.3375026412876169,64760.28,-0.7400785793872352
1044,-0.16675673213419803,-0.08575999982593253,0.3023408972065872,67777.26,-0.30887811882342975
1045,-0.16589510081812653,-0.0859872527581501,0.26546289959438296,70264.55,0.16050605819995417
1046,-0.1653206799407455,-0.0848509880970623,0.24332127187403824,32871.56,-0.2730834859967046
1047,-0.16474625906336451,-0.08439648223262719,0.23725218310910326,33657.21,-0.25643481956566966
1048,-0.163884627747293,-0.08439648223262719,0.2276612160403862,75860.1,-0.7558948124967183
1049,-0.16302299643122148,-0.08416922930040963,0.20280761825477592,78023.41,0.22950645622337862
1050,-0.16244857555384049,-0.08371472343597451,0.1772331252293132,36149.16,0.22491974862162853
1051,-0.16158694423776898,-0.08280571170710428,0.16842858617362477,80642.0,-0.2814078192122221
