,Drug Use Disorders,Acute Hepatitis,per_capita-Cirrhosis and Other Chronic Liver Diseases,Total NCD Deaths (in thousands),Crude suicide rates (per 100 000 population)
104,-0.17192652003062708,-0.151890603101242,1.0525579279755164,12104.21,-0.6476784806949911
105,-0.17163930959193657,-0.15166335016902444,1.2605351615745335,12655.53,-0.6859704134863716
106,-0.17135209915324606,-0.15143609723680687,1.3806348526521395,25304.88,-0.5111594159605045
107,-0.17135209915324606,-0.15166335016902444,1.4675684113996847,25533.82,-0.03797101865762902
108,-0.17135209915324606,-0.151890603101242,1.5472198060544096,13014.36,-0.1174184548665278
109,-0.17163930959193657,-0.1523451089656771,1.506919040252639,25307.01,-0.004398982799447055
110,-0.17163930959193657,-0.15257236189789466,1.448134468077495,24953.42,-0.47203504984757233
111,-0.17163930959193657,-0.15279961483011223,1.483594963418242,12708.31,-0.23395911988377252
112,-0.17163930959193657,-0.15279961483011223,1.578615804662184,25459.13,-0.5993973480449898
113,-0.17163930959193657,-0.15279961483011223,1.6067433160037665,12914.23,-0.4329106837346402
114,-0.17163930959193657,-0.15279961483011223,1.5425892298965616,24823.19,-0.4470620502010199
115,-0.17135209915324606,-0.15279961483011223,1.5110995868742123,22805.0,-0.7350839794579246
116,-0.17135209915324606,-0.15279961483011223,1.4591356134803217,11224.78,-0.4437323169148129
117,0.08311634952653925,-0.15098159137237177,-1.068328239059348,112717.9,0.14898518102967806
118,0.05037435951582195,-0.15098159137237177,-1.0635194570222615,112802.5,-0.44955935016567516
119,0.041758046355106875,-0.1507543384401542,-1.0425724270688286,57004.15,0.5360583512180253
120,0.046066202935464415,-0.1507543384401542,-1.0291928898684282,114548.3,-0.5069972493527457
121,0.05066156995451245,-0.1507543384401542,-1.035746436949798,56980.61,-0.05471125275403469
122,0.05698019960570351,-0.1507543384401542,-1.0369318108049361,59004.1,0.02207239682589864
123,0.051810411709274466,-0.1507543384401542,-1.0358158385506167,62245.28,-0.022046569216344087
124,0.043194098548559386,-0.1507543384401542,-1.0178804886350103,62413.0,-0.0026092511581106803
125,0.03256731231701079,-0.15052708550793664,-1.003979682525938,129859.4,0.5817006702387074
126,0.024812630472367217,-0.15052708550793664,-0.9971924368409087,62469.78,0.49772479676056736
127,0.026823103543200735,-0.1507543384401542,-0.988498605536549,63330.19,0.5650936254737503
128,0.03773710021343984,-0.1507543384401542,-0.9799341295711818,65362.87,-0.43540798369929545
129,0.04577899249677391,-0.15098159137237177,-0.9796748494342351,67710.61,0.06923806882502061
130,0.05927788311522753,-0.15098159137237177,-0.9573988160332629,65409.14,0.5062322653068262
131,0.08053145557832472,-0.15098159137237177,-0.9313574464745986,68199.8,0.6646692993977702
132,0.0997745549705884,-0.15098159137237177,-0.9103396212521147,70274.62,-0.34550518497170674
133,0.11356065602773252,-0.15120884430458933,-0.9225278309420926,73825.48,0.5913985184347854
134,0.12418744225928112,-0.15120884430458933,-0.9270162239837382,70508.78,0.7115602684007802
135,0.13768633287773474,-0.15098159137237177,-0.9078202778098545,69402.04,-0.3912890176570528
136,0.14974917130273585,-0.15098159137237177,-0.9138066113738093,70963.63,0.13210343326860863
137,-0.12654727071752767,-0.1523451089656771,0.4465165761460207,31643.01,0.7483621455465831
138,-0.12683448115621818,-0.1523451089656771,0.43111116612503286,69557.53,-0.0734326781557335
139,-0.12626006027883716,-0.1523451089656771,0.47935922443277934,39186.09,-0.1665320208380809
140,-0.12137748282109861,-0.15257236189789466,0.5238339789144941,72271.48,0.6078474008686479
141,-0.11907979931157459,-0.15257236189789466,0.4764551978783324,38030.66,0.5459559834112756
142,-0.11764374711812207,-0.15257236189789466,0.4423610789745642,37558.57,-0.19483475377084034
143,-0.11649490536336007,-0.15257236189789466,0.3627413513555355,37265.12,1.2341785563373984
144,-0.11534606360859806,-0.15257236189789466,0.35262471568602144,37466.09,-0.24811048635015223
145,-0.11391001141514555,-0.15257236189789466,0.31772976444973194,31980.5,0.4094702160096509
146,-0.11304838009907403,-0.15257236189789466,0.3583374195668202,38742.06,1.1599421527214135
147,-0.11362280097645504,-0.15257236189789466,0.32812376750643163,38259.02,-0.2789105192475669
148,-0.11477164273121705,-0.15257236189789466,0.2918624274798455,33493.86,0.46134746060875587
149,-0.11879258887288409,-0.15257236189789466,0.27769710350521126,40136.55,0.4476539324692296
150,-0.12281353501455113,-0.15257236189789466,0.25428680019166267,75352.27,-0.24894291967170395
151,-0.12712169159490866,-0.15257236189789466,0.2278737088133045,39210.08,0.4662171955398335
152,-0.1297065855431232,-0.15257236189789466,0.23285728896488994,78004.04,1.152308739162784
153,-0.13286590036871873,-0.15257236189789466,0.1931163459990376,36281.71,-0.2647591527811871
154,-0.13516358387824273,-0.15257236189789466,0.15663842301140316,36882.3,-0.3613214180811899
155,-0.13430195256217123,-0.15257236189789466,0.15663842301140316,40811.98,-0.33718085175618917
156,-0.13401474212348072,-0.15257236189789466,0.17175153413134878,77311.02,0.306839511795536
157,-0.16819278432765053,-0.14189147408366942,0.8912553495968019,47382.55,-0.8050083784682714
158,-0.16704394257288852,-0.14143696821923432,0.8972452854731502,23814.94,-0.44789448352257166
159,-0.16675673213419803,-0.1409824623547992,0.9182889917570671,24608.43,-0.7850299787510294
160,-0.166182311256817,-0.14030070355814653,0.9588410415762575,51455.85,-0.5944027481156793
161,-0.166182311256817,-0.1398461976937114,0.988922528102182,53154.61,-0.7600569791044771
162,-0.16589510081812653,-0.14075520942258163,0.9960850416240399,54699.27,-0.3105429854665333
163,-0.16589510081812653,-0.14189147408366942,0.9781702169392217,27860.29,-0.7442407459949938
164,-0.16589510081812653,-0.14302773874475722,0.971409125303079,57216.71,-0.7334191128148212
165,-0.1653206799407455,-0.1437094975414099,0.9317911245414962,29043.09,-0.5136567159251597
166,-0.165033469502055,-0.14461850927028014,0.9033493008891503,59774.85,-0.2930618857139466
167,-0.16474625906336451,-0.14507301513471524,0.8803232733915086,60642.61,-0.7500677792458561
168,-0.164459048624674,-0.14552752099915037,0.8749080464996855,31806.9,-0.3097105521449815
169,-0.164459048624674,-0.14620927979580303,0.8594700694638769,64792.76,-0.5436243155010226
170,-0.164459048624674,-0.1464365327280206,0.8550100791355648,32926.86,-0.33385111846998217
171,-0.1641718381859835,-0.14689103859245572,0.8667110297112317,34494.37,-0.3471700516148102
172,-0.164459048624674,-0.14711829152467326,0.8671757872429496,34903.58,-0.7742083455708568
173,-0.1641718381859835,-0.14734554445689083,0.9013178799607839,72727.88,-0.7758732122139603
174,-0.163884627747293,-0.1475727973891084,0.9305561608988088,37538.53,-0.3763052178691214
175,-0.1635974173086025,-0.14780005032132595,0.9322780701969535,73967.91,-0.3663160180105004
176,-0.16302299643122148,-0.14780005032132595,0.92513371588501,37414.84,-0.7783705121786155
177,-0.1736497826627701,-0.1523451089656771,-0.8769889900126445,2291.063,-0.7151055797406827
178,-0.1736497826627701,-0.1523451089656771,-0.9239920112885176,1361.165,-0.6634947138044743
179,-0.1736497826627701,-0.15211785603345956,-0.9113132337661816,1363.02,-0.6393541474794736
180,-0.1736497826627701,-0.15211785603345956,-0.9245157705349334,1345.553,0.3168037386545104
181,-0.1736497826627701,-0.15211785603345956,-0.956749479569811,1300.229,-0.5977324814018862
182,-0.1736497826627701,-0.15211785603345956,-0.9848332109311961,2246.179,-0.05143978980033626
183,-0.1736497826627701,-0.1523451089656771,-1.0268871347785318,1239.233,-0.621873047726887
184,-0.1736497826627701,-0.1523451089656771,-1.0558057345775618,2486.464,-0.6093865479036108
185,-0.1736497826627701,-0.1523451089656771,-1.0568068627529772,1531.804,-0.14322388783463202
186,-0.1736497826627701,-0.1523451089656771,-1.0556517257793923,1192.448,-0.6368568475148184
187,-0.1736497826627701,-0.1523451089656771,-1.0683440327890572,1604.554,-0.6518406473027498
188,-0.17336257222407958,-0.1523451089656771,-1.072660550018803,1620.092,-0.24894291967170395
189,-0.17336257222407958,-0.15257236189789466,-1.0693654700208046,1209.186,-0.05416184676181049
190,-0.17336257222407958,-0.15257236189789466,-1.0659095920121313,1588.552,-0.3163700187173955
191,-0.17336257222407958,-0.15257236189789466,-1.055988020591257,1222.556,-0.29056458574929134
192,-0.17336257222407958,-0.15257236189789466,-1.0336957704579526,2944.647,-0.2930618857139466
193,-0.17336257222407958,-0.15257236189789466,-1.0061165543126218,3127.149,-0.7084461131682687
194,-0.17336257222407958,-0.15257236189789466,-0.9735891871060778,1389.938,-0.7117758464544758
195,-0.17336257222407958,-0.1523451089656771,-0.931040186949685,2213.292,0.09893096540477146
196,-0.17336257222407958,-0.1523451089656771,-0.9122280587830732,1598.959,0.12981424163434133
197,-0.11419722185383605,1.099818547553069,-0.003993973545190042,150017.8,-0.1873428538768746
198,-0.11505885316990755,1.0075538570727403,-0.04367746008948736,226423.6,-0.4362404170208472
199,-0.11563327404728856,0.9232430192200262,-0.06449623769941436,234710.9,-0.4637107166320549
200,-0.11592048448597907,0.8484768045204495,-0.08485539594969371,418312.3,-0.48618641631395204
201,-0.11563327404728856,0.7905273068049722,-0.111165567436744,428929.7,-0.5036675160665387
202,-0.11333559053776454,0.7723470722275675,-0.11894066361591916,450572.9,-0.3321862518268787
203,-0.11075069658955002,0.7603026668200369,-0.13384707802034113,194975.8,-0.49367831620791774
204,-0.109601854834788,0.748940020209159,-0.17642559570776534,290462.1,-0.32802408521912
205,-0.10988906527347851,0.7268964857840559,-0.24569395226846286,288538.5,-0.34633761829325843
206,-0.109027433957407,0.729396268038449,-0.2924528362305216,197449.6,-0.5269756490699877
207,-0.108453013080026,0.7423496851748498,-0.33712225934996404,202370.2,-0.707613679846717
208,-0.11103790702824051,0.721215162478617,-0.4133280054407835,199424.9,-0.7234299129562001
209,-0.11189953834431203,0.7173518626309184,-0.4614315112468475,200862.6,-0.48035938306308984
210,-0.10988906527347851,0.7375773735982811,-0.48652553847460905,244009.0,-0.6168784477975765
211,-0.10443206693835896,0.7714380604986972,-0.4963342363560164,211138.4,-0.6193757477622317
212,-0.10730417132526399,0.7882547774827966,-0.516102642804218,216301.1,-0.7592245457829254
213,-0.10270880430621594,0.8171158998744265,-0.5067596586882445,224994.3,-0.7675488789984428
214,-0.09639017465502489,0.8659752803012015,-0.47314755435573785,283090.6,-0.4670404499182619
215,-0.09208201807466734,0.8602939569957626,-0.4516691872971411,539916.5,-0.4537215167734339
216,-0.08834828237169082,0.8550671395547588,-0.46990644851473484,255686.0,-0.43707285034239896
217,-0.1739369931014606,-0.15325412069454736,-0.64969947095613,1177.154,-0.5020026494234353
218,-0.1739369931014606,-0.15325412069454736,-0.6856483469740039,1193.231,-0.6718190470199918
219,-0.1739369931014606,-0.15325412069454736,-0.6594893196102937,2219.554,-0.8800106207400838
220,-0.1739369931014606,-0.15325412069454736,-0.633643869226226,1257.779,-0.8522073478002555
221,-0.1739369931014606,-0.15325412069454736,-0.6078144521751695,1256.646,-0.7450731793165456
222,-0.1739369931014606,-0.15325412069454736,-0.6126347121611119,1064.756,-0.7617218457475806
223,-0.1739369931014606,-0.15325412069454736,-0.5867236979833539,2334.825,-0.8844225173443082
224,-0.1739369931014606,-0.15325412069454736,-0.5913276090034376,2404.647,-0.6659920137691295
225,-0.1739369931014606,-0.15325412069454736,-0.5958427809556355,1104.9,-0.8670246609238768
226,-0.1739369931014606,-0.15325412069454736,-0.6302695596738296,2378.381,-0.6992893466311995
227,-0.1739369931014606,-0.15325412069454736,-0.634310549064737,1340.444,-0.8477954511960314
228,-0.1739369931014606,-0.15325412069454736,-0.6382764755982412,2423.938,-0.874766290814308
229,-0.1739369931014606,-0.15325412069454736,-0.6123174214436145,2425.251,-0.8683565542383596
230,-0.1739369931014606,-0.15325412069454736,-0.5864024751682825,2478.948,-0.8486278845175831
231,-0.1739369931014606,-0.15325412069454736,-0.5605175360232593,1114.53,-0.8577846510546523
232,-0.1739369931014606,-0.15325412069454736,-0.5346767943516707,2537.85,-0.8582008677154283
233,-0.1739369931014606,-0.15325412069454736,-0.5088633090086377,1435.295,-0.882424677372584
234,-0.1739369931014606,-0.15325412069454736,-0.45365927324225624,2640.306,-0.8570354610652556
235,-0.1739369931014606,-0.15325412069454736,-0.4243221057461206,1462.648,-0.8569522177331006
236,-0.1739369931014606,-0.15325412069454736,-0.3435268472608979,1475.192,-0.8567857310687902
237,-0.10644254000919248,-0.1464365327280206,-0.3817462805261027,59630.46,5.380928498981
238,-0.09524133290026288,-0.1464365327280206,-0.1679584701171328,122231.2,2.693267682353302
239,-0.0645098159603791,-0.1464365327280206,0.15944791753747534,63534.53,5.7569219816594925
240,-0.05646792367704502,-0.14711829152467326,0.2606855272211613,62414.83,2.6629754337820337
241,-0.06393539508299809,-0.14734554445689083,0.373240130395457,61573.04,5.385648395914196
242,-0.0642226055216886,-0.14711829152467326,0.6306408020195235,61289.11,2.71423667772319
243,-0.07054123517287965,-0.14711829152467326,0.7306411717354114,121415.7,2.4994022860971157
244,-0.07255170824371317,-0.14711829152467326,0.798280085740209,59567.15,0.05798357031764104
245,-0.08289128403657127,-0.1475727973891084,0.9128725025155728,58474.23,0.0613466009367101
246,-0.08088081096573775,-0.1475727973891084,1.0412343946735967,119043.2,2.1330983272814845
247,-0.0642226055216886,-0.14734554445689083,1.1621606601283516,61301.35,0.02816580873965743
248,-0.06967960385680814,-0.14689103859245572,1.2658272944296636,120371.8,4.47777996676343
249,-0.07427497087585619,-0.14780005032132595,0.7491127622886975,114736.5,1.5840253083859515
250,-0.0748493917532372,-0.14780005032132595,0.6480214898908767,54789.43,3.178334903154721
251,-0.07944475877228523,-0.14780005032132595,0.5380874834899926,53440.2,-0.18151582062601235
252,-0.08892270324907182,-0.14825455618576105,0.3974521848936796,51937.19,2.6472008223386285
253,-0.09524133290026288,-0.14848180911797862,0.35076833494603527,57561.41,1.105642527156593
254,-0.10098554167407292,-0.14870906205019618,0.34971482300486784,109638.5,-0.2264672199898068
255,-0.10414485649966845,-0.14870906205019618,0.33231678589949387,57939.5,0.989642943798357
256,-0.10672975044788298,-0.14893631498241375,0.34831826465237836,55911.85,0.8565868016815258
257,-0.12798332291098016,-0.15120884430458933,-0.09575882278151225,45237.77,1.71647377417805
258,-0.12740890203359917,-0.15166335016902444,-0.09267430701139062,90362.88,1.8327563848656137
259,-0.12769611247228968,-0.15166335016902444,-0.07507476502796656,92742.16,0.08919149554261593
260,-0.12769611247228968,-0.151890603101242,-0.07308695246199916,47774.38,1.736851741889637
261,-0.12798332291098016,-0.151890603101242,-0.09574665534382121,44295.13,0.7734766588577993
262,-0.12626006027883716,-0.15211785603345956,-0.08502445775604336,44586.44,0.8157725959258435
263,-0.12568563940145616,-0.15211785603345956,-0.09311409567257142,44728.91,0.7767148244786355
264,-0.12195190369847962,-0.15211785603345956,-0.05225435480400272,44040.83,1.3169890231653665
265,-0.11821816799550308,-0.15211785603345956,0.013466821415880475,45499.05,0.043415987190485394
266,-0.11678211580205057,-0.15211785603345956,-0.010491704469587457,91238.84,0.07774553737127946
267,-0.11649490536336007,-0.15211785603345956,-0.030090551880987925,46372.69,0.7996899841534637
268,-0.11764374711812207,-0.1523451089656771,-0.012470653930972055,45735.58,0.16142173485366118
269,-0.11764374711812207,-0.15211785603345956,0.02009397034399377,49084.92,0.8265859047728007
270,-0.11735653667943158,-0.1523451089656771,0.015826629339732702,47259.98,1.3749680040114456
271,-0.11678211580205057,-0.15211785603345956,-0.01784703835370824,91790.44,1.3406800754967292
272,-0.11592048448597907,-0.15211785603345956,0.012613924123188425,95881.85,1.2372668839603556
273,-0.11534606360859806,-0.15211785603345956,-0.014244449975276487,48336.16,0.6954943052948315
274,-0.11362280097645504,-0.15211785603345956,-0.008994588942645815,97342.55,0.6656515707172013
275,-0.11189953834431203,-0.15211785603345956,-0.003255453812068366,47714.69,1.2200022168713724
276,-0.10988906527347851,-0.15211785603345956,0.010050943594303152,49851.39,0.6146567054389412
277,-0.1739369931014606,-0.1530268677623298,-0.5048106388290392,769.9575,-0.2930618857139466
278,-0.1739369931014606,-0.15325412069454736,-0.5363480359343841,698.2635,-0.4079376840880878
279,-0.1739369931014606,-0.15325412069454736,-0.5992111357494475,356.4622,-0.7417434460303386
280,-0.1739369931014606,-0.15325412069454736,-0.5949414085009392,355.5855,-0.03153630908203393
281,-0.1739369931014606,-0.15325412069454736,-0.5908869668793237,700.9534,-0.7434083126734421
282,-0.1739369931014606,-0.15325412069454736,-0.5870526535050155,658.2665,-0.4578836833811926
283,-0.1739369931014606,-0.15325412069454736,-0.5833762908246249,703.6778,-0.4404025836286059
284,-0.1739369931014606,-0.15325412069454736,-0.579839266112954,721.21,-0.47536478313377933
285,-0.1739369931014606,-0.15325412069454736,-0.6049370829377497,344.7409,-0.7925218786449952
286,-0.1739369931014606,-0.15325412069454736,-0.6009855949037649,373.7619,-0.7683813123199946
287,-0.1739369931014606,-0.15325412069454736,-0.5699115840922025,403.1951,-0.334683551791534
288,-0.1739369931014606,-0.15325412069454736,-0.5400094797638396,416.6869,-0.7608894124260288
289,-0.1739369931014606,-0.15325412069454736,-0.5375206621089451,488.3958,-0.38546198440619056
290,-0.1739369931014606,-0.15325412069454736,-0.48372886729214015,427.2181,-0.7800353788217191
291,-0.1739369931014606,-0.15325412069454736,-0.40673447193938805,444.6405,-0.03984399363112038
292,-0.1739369931014606,-0.15325412069454736,-0.35724395755198146,1027.674,-0.03147803874952529
293,-0.1739369931014606,-0.15325412069454736,-0.3094354304797465,595.5643,-0.7941867452880986
294,-0.1739369931014606,-0.15325412069454736,-0.2871449214534832,1115.85,-0.32635921857601646
295,-0.1739369931014606,-0.15325412069454736,-0.21574429374945428,1158.273,-0.7817002454648225
296,-0.1739369931014606,-0.15325412069454736,-0.2216552430318703,539.9876,0.12935640330748777
297,-0.17221373046931757,-0.09757715230124557,0.19079864848723846,12048.82,0.1696961220698855
298,-0.17221373046931757,-0.0957591288435051,0.14958328690778605,11893.92,-0.5178188825329184
