,Malaria,HIV/AIDS,Drug Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Acute Hepatitis,per_capita-Malaria,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Exposure to Forces of Nature,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Acute Hepatitis,gdp/percap,Adolescent birth rate (per 1000 women aged 15-19 years),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),Age-standardized suicide rates (per 100 000 population),Estimated number of road traffic deaths,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_x","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Estimates of number of homicides,Estimates of rates of homicides per 100 000 population,Yellow fever - number of reported cases,Mumps - number of reported cases
1862,1.0,5093.0,500.0,225.0,142.0,12.0,242.0,8.339667032455583e-09,4.247392419629628e-05,3.386738781880212e-05,1.876425082302506e-06,1.0007600438946698e-07,0.0005376583335824,5.124725391443956e-05,0.0001687615020687,2.018199421854251e-06,8994.272516834119,1.2,1.8,2.08,13359.63,4.25,0.11,24794.09,20.10331,0.0,3646.0
1863,1.0,5157.0,542.0,732.0,148.0,0.0,241.0,8.256481998887686e-09,4.25786776682638e-05,3.432219566937612e-05,6.043744823185786e-06,0.0,0.000564049824236,5.147090878106584e-05,0.0001746163377944,1.989812161731933e-06,9568.536066294926,1.2,1.8,9.94,16395.36,4.25,1.538235294117647,27928.24,5.83104,0.0,0.0
1864,1.0,5101.0,580.0,40.0,150.0,6.0,243.0,8.256481998887686e-09,4.211631467632609e-05,3.611385226313474e-05,3.3025927995550745e-07,4.953889199332613e-08,0.0005817021827496,5.360933761877775e-05,0.00017753087594,2.006325125729708e-06,10092.7731343323,1.1,1.7,8.84,16347.84,4.25,1.538235294117647,27023.73,24.24141,0.0,0.0
1865,1.0,5034.0,596.0,0.0,152.0,0.0,242.0,8.09773827578681e-09,4.07640144803108e-05,3.658558153000481e-05,0.0,0.0,0.0005979207988075,5.461924467018204e-05,0.0001708865708339,1.959652662740408e-06,10276.11084935622,0.8,1.8,2.18,16302.83,4.25,1.538235294117647,32450.14,45.97787,0.0,8009.0
1866,0.0,193.0,40.0,0.0,193.0,1.0,9.0,0.0,4.6169874037579405e-05,7.176664358172965e-05,0.0,2.3922214527243215e-07,9.497119167315556e-05,1.1961107263621608e-06,0.000152862950829,2.1529993074518896e-06,314.5771210332483,0.1,18.0,4.17,131.3899,2.16,3.59,162.6589,19.86739,0.0,1942.0
1867,0.0,162.0,40.0,0.0,216.0,0.0,7.0,0.0,3.9176860308375096e-05,7.593539590635666e-05,0.0,0.0,9.14126740528752e-05,9.673298841574097e-07,0.0001545309489941,1.6928272972754671e-06,358.1538896092809,0.3,16.0,5.41,662.0,1.584,10.98,159.2773,12.60676,0.0,2556.0
1868,0.0,184.0,38.0,1.0,243.0,0.0,5.0,0.0,4.499998777174245e-05,8.388584677015034e-05,2.445651509333829e-07,0.0,9.195649675095198e-05,9.782606037335315e-07,0.0001565216965973,1.2228257546669146e-06,406.4672808512824,0.1,16.0,5.15,650.0,0.756,6.71,501.2815,11.99747,0.0,1579.0
1869,0.0,186.0,36.0,0.0,271.0,0.0,4.0,0.0,4.6028768970472544e-05,9.082020544173884e-05,0.0,0.0,9.30474039403101e-05,7.423994995237507e-07,0.0001586260263982,9.89865999365001e-07,490.23113618551673,0.0,16.0,17.1287,168.982,0.744,2.86,465.476,15.87135,0.0,0.0
1870,0.0,216.0,35.0,1.0,288.0,0.0,3.0,0.0,5.4072849646686496e-05,9.988456948624032e-05,2.5033726688280785e-07,0.0,8.91200670102796e-05,7.510118006484235e-07,0.0001597151762712,7.510118006484235e-07,650.3762193615348,0.0,18.0,16.5744,157.0365,0.756,1.39,118.3075,5.44563,0.0,424.0
1871,0.0,220.0,36.0,0.0,320.0,0.0,2.0,0.0,5.5720733761015295e-05,0.0001129611238973,0.0,0.0,9.269903889332544e-05,7.598281876502085e-07,0.0001694416858459,5.06552125100139e-07,756.7888748996077,29.0,19.0,31.0067,157.1305,5.11223,1.61,429.2246,10.31965,0.0,368.0
1872,0.0,223.0,35.0,0.0,345.0,2.0,2.0,0.0,5.716365724363509e-05,0.0001222738318619,0.0,5.1267854030166e-07,8.869338747218719e-05,5.1267854030166e-07,0.0001663641863278,5.1267854030166e-07,873.6042326740287,0.0,19.0,32.5094,150.142,2.20421,1.9,385.8892,5.44131,0.0,296.0
1873,0.0,245.0,33.0,0.0,313.0,0.0,2.0,0.0,6.354654018916638e-05,0.0001356524102813,0.0,0.0,8.274018906262887e-05,5.187472668503378e-07,0.0001685928617263,5.187472668503378e-07,1141.5033607041682,0.1,18.0,27.9385,506.262,2.90572,3.05,369.7853,8.95336,0.0,1757.0
1874,0.0,240.0,33.0,3.0,311.0,0.0,2.0,0.0,6.29629911408448e-05,0.0001416667300669,7.8703738926056e-07,0.0,7.8703738926056e-05,5.246915928403734e-07,0.0001639661227626,5.246915928403734e-07,1588.5037973242304,0.0,16.0,5.32,530.4016,3.07432,3.8,387.2756,13.75218,0.0,29783.0
1875,0.0,216.0,30.0,0.0,321.0,0.0,1.0,0.0,5.728382384375519e-05,0.0001479832115963,0.0,0.0,7.823485200883231e-05,5.304057763310666e-07,0.0001628345733336,2.652028881655333e-07,1442.17330584417,0.1,16.0,17.0734,141.6514,2.68285,1.83,244.229,8.43563,0.0,292.0
1876,0.0,211.0,33.0,1.0,345.0,0.0,1.0,0.0,5.654109452304371e-05,0.0001500616726677,2.679672726210603e-07,0.0,8.065814905893913e-05,2.679672726210603e-07,0.0001653358072071,2.679672726210603e-07,1869.6076610771368,0.1,15.0,17.6363,424.5345,6.92,3.54,105.1665,9.15099,0.0,144.0
1877,0.0,205.0,29.0,0.0,288.0,0.0,1.0,0.0,5.549358020487147e-05,0.0001388693007078,0.0,0.0,7.200630407071128e-05,2.707003912432755e-07,0.0001448247093151,2.707003912432755e-07,2278.4851930946497,0.1,13.0,3.73,556.0,8.21,3.59,296.0926,10.85036,0.0,143.0
1878,0.0,180.0,27.0,0.0,321.0,1.0,1.0,0.0,4.922278588388946e-05,0.0001370034207101,0.0,2.734599215771637e-07,7.410763874741135e-05,2.734599215771637e-07,0.0001408318596122,2.734599215771637e-07,2381.2889970939414,0.1,13.0,25.2845,432.1845,8.3,10.68,90.06479,11.20761,0.0,131.0
1879,0.0,171.0,27.0,0.0,257.0,0.0,1.0,0.0,4.72385477599674e-05,0.0001337044275779,0.0,0.0,7.431093185632299e-05,2.762488173097509e-07,0.0001298369441355,2.762488173097509e-07,2623.2587691733943,25.4,9.1,25.6774,356.7522,8.48,4.85,290.937,10.45638,0.0,60.0
1880,0.0,175.0,28.0,0.0,269.0,0.0,1.0,0.0,4.88378271576273e-05,0.0001375831359354,0.0,0.0,7.981496324046518e-05,2.790732980435845e-07,0.0001314435233785,2.790732980435845e-07,2653.987064394489,26.7,9.0,3.94,459.0,7.4,4.9,69.07385,5.62244,0.0,51.0
1881,0.0,169.0,29.0,0.0,269.0,0.0,1.0,0.0,4.7647953238467855e-05,0.0001373050486812,0.0,0.0,8.542798716719385e-05,2.819405517069104e-07,0.000130820415992,2.819405517069104e-07,2178.27270248759,4.336842105263157,7.7,24.021,343.1415,6.76,5.25,153.6849,5.48927,0.0,70.0
1882,0.0,154.0,27.0,0.0,248.0,0.0,1.0,0.0,4.3868582261425416e-05,0.0001313208858605,0.0,0.0,8.545827713264692e-05,2.848609237754897e-07,0.0001227750581472,2.848609237754897e-07,2299.397376715753,0.1,6.9,13.4222,297.0787,7.22,5.26,148.3742,5.36508,0.0,109.0
1883,0.0,167.0,25.0,0.0,214.0,0.0,1.0,0.0,4.80697131734905e-05,0.0001266507412954,0.0,0.0,8.232298184202565e-05,2.8784259385323656e-07,0.000111682926415,2.8784259385323656e-07,2738.8222805135456,0.1,5.5,12.4382,343.2325,7.44,4.458235294117647,44.11628,3.40054,0.0,78.0
1884,0.0,166.0,27.0,0.0,201.0,0.0,1.0,0.0,4.778187057963727e-05,0.0001266507412954,0.0,0.0,8.203513924817241e-05,2.8784259385323656e-07,0.0001059260745379,2.8784259385323656e-07,3238.8048660366176,0.0,5.3,11.877,236.2166,7.45,4.458235294117647,57.10654,2.70845,0.0,127.0
1885,0.0,163.0,28.0,0.0,193.0,0.0,1.0,0.0,4.792430429639918e-05,0.0001290722060498,0.0,0.0,8.35000148477139e-05,2.94014136787725e-07,0.0001058450892435,2.94014136787725e-07,3450.8439234775287,0.1,5.3,3.29,225.7355,7.45,4.458235294117647,113.1982,5.84144,0.0,112.0
1886,0.0,4.0,11.0,23.0,254.0,0.0,70.0,0.0,1.5016384752813414e-06,3.453768493147085e-05,8.634421232867713e-06,0.0,3.0783588743267496e-05,7.508192376406707e-07,0.0001527917148598,2.6278673317423475e-05,426.84073659872126,0.1,20.0,10.2091,83.96773,0.50613,2.79,377.3629,5.87634,0.0,874.0
1887,0.0,4.0,11.0,16.0,254.0,0.0,58.0,0.0,1.479032860412576e-06,4.474074402748043e-05,5.9161314416503045e-06,0.0,3.179920649887039e-05,7.395164302062881e-07,0.0001608448235698,2.144597647598236e-05,468.85341675078666,0.0,20.0,9.65,299.3396,0.64514,0.53,314.5523,15.74054,0.0,2795.0
1888,0.0,5.0,11.0,2.0,255.0,0.0,50.0,0.0,1.821790287890232e-06,5.902600532764352e-05,7.287161151560928e-07,0.0,3.169915100929004e-05,7.287161151560928e-07,0.0001701552128889,1.821790287890232e-05,509.0082064365308,0.1,19.0,37.2278,123.1897,0.69543,0.11,384.5824,5.1486,0.0,1659.0
1889,0.0,5.0,12.0,16.0,254.0,0.0,44.0,0.0,1.7959228241676615e-06,7.722468143920945e-05,5.746953037336517e-06,0.0,3.196742627018437e-05,3.591845648335323e-07,0.0001813882052409,1.580412085267542e-05,572.8993809094841,0.0,18.0,39.2047,91.54934,0.63578,0.0,326.8529,15.7414,0.0,450.0
1890,0.0,5.0,13.0,0.0,256.0,0.0,39.0,0.0,1.7701828280228438e-06,9.73600555412564e-05,0.0,0.0,3.221732747001576e-05,3.540365656045688e-07,0.0001940120379513,1.3807426058578182e-05,705.240838684301,0.0,18.0,23.9235,124.0761,0.63865,0.53,328.7544,26.45033,0.0,417.0
1891,0.0,5.0,14.0,0.0,257.0,0.0,36.0,0.0,1.7445954178550268e-06,0.0001168878929962,0.0,0.0,3.279839385567451e-05,3.489190835710054e-07,0.0002013263112204,1.2561087008556192e-05,880.3228478496466,0.7,17.0,23.9082,129.5539,0.54204,0.06,337.1183,4.6932,0.0,1686.0
1892,0.0,6.0,14.0,0.0,256.0,0.0,32.0,0.0,2.0629878321539346e-06,0.0001327188838685,0.0,0.0,3.300780531446295e-05,3.438313053589892e-07,0.000202172807551,1.1002601771487652e-05,1173.8400764955888,0.0,16.0,39.1757,554.0,0.70703,0.5,367.4201,4.18717,0.0,5073.0
1893,0.0,6.0,15.0,0.0,253.0,0.0,29.0,0.0,2.032667679838579e-06,0.000145674517055,0.0,0.0,3.252268287741726e-05,3.387779466397632e-07,0.0002039443238771,9.824560452553132e-06,1434.724604019397,0.0,15.0,22.9994,440.6944,0.80432,2.61,330.6949,3.65584,0.0,965.0
1894,0.0,6.0,15.0,52.0,247.0,0.0,28.0,0.0,2.002616084144588e-06,0.0001545352078264,1.7356006062586425e-05,0.0,3.270939604102826e-05,3.3376934735743124e-07,0.0002042668405827,9.345541726008074e-06,1876.785040190836,0.2,14.0,38.8688,392.1916,0.9716,0.07,290.0771,19.01781,0.0,560.0
1895,0.0,7.0,16.0,26.0,245.0,0.0,26.0,0.0,2.301766902038773e-06,0.0001634254500447,8.549419921858301e-06,0.0,3.3540032001136415e-05,3.288238431483962e-07,0.0002022266635362,8.549419921858301e-06,1507.3284969922483,0.2,13.0,7.82,117.2154,1.0725,4.61,236.3424,10.31896,0.0,1990.0
1896,0.0,8.0,16.0,11.0,249.0,0.0,25.0,0.0,2.5915816357933707e-06,0.0001733120218936,3.5634247492158845e-06,0.0,3.433845667426216e-05,3.2394770447417134e-07,0.0002027912630008,8.098692611854282e-06,2327.564256646921,0.0,12.0,37.7538,128.006,7.73,0.16,40.24807,2.9358,0.0,524.0
1897,0.0,9.0,17.0,0.0,246.0,0.0,24.0,0.0,2.872354481734698e-06,0.0001713838174101,0.0,0.0,3.47874042787869e-05,3.19150497970522e-07,0.0002001073622275,7.659611951292527e-06,3322.356683873134,0.1,12.0,21.8693,140.7036,6.65,0.15,272.6928,16.96766,0.0,1016.0
1898,0.0,10.0,17.0,0.0,244.0,0.0,23.0,0.0,3.1446570547079133e-06,0.0001682391524268,0.0,0.0,3.4276761896316255e-05,3.144657054707913e-07,0.0001968555316247,7.232711225828201e-06,3861.009931770376,0.0,12.0,7.21,456.6572,7.53,0.12,252.6622,8.94475,0.0,9060.0
1899,0.0,11.0,17.0,0.0,241.0,0.0,21.0,0.0,3.409250101347708e-06,0.000165503595829,0.0,0.0,3.440243284087232e-05,3.0993182739524615e-07,0.0001924676648124,6.508568375300169e-06,3899.562252286987,0.0,11.0,34.5629,148.9211,12.58,0.13,243.4636,8.44837,0.0,5268.0
1900,0.0,12.0,17.0,0.0,241.0,0.0,20.0,0.0,3.666859686086254e-06,0.0001640919709523,0.0,0.0,3.422402373680503e-05,0.0,0.0001897599887549,6.111432810143757e-06,3736.2244484813855,0.0,11.0,33.3058,700.0,9.88,0.12,237.2798,14.00043,0.0,425.0
1901,0.0,12.0,17.0,0.0,246.0,0.0,18.0,0.0,3.616527530815829e-06,0.0001636478707694,0.0,0.0,3.495976613121967e-05,0.0,0.0001904704499563,5.424791296223743e-06,3502.0041590066603,0.0,11.0,19.6771,138.0447,8.35,0.1,193.6715,13.06759,0.0,241.0
1902,0.0,13.0,18.0,12.0,248.0,0.0,17.0,0.0,3.8653617205498094e-06,0.0001647238763988,3.568026203584439e-06,0.0,3.627493306977513e-05,0.0,0.000188510717756,5.0547037884112885e-06,3316.480356231736,0.0,11.0,34.0143,382.2013,6.85,0.786875,187.6069,12.42676,0.0,346.0
1903,0.0,14.0,19.0,17.0,250.0,0.0,17.0,0.0,4.108347692986698e-06,0.0001652142679393,4.98870791291242e-06,0.0,3.726858264352219e-05,0.0,0.0001883970870641,4.98870791291242e-06,3369.1385616557345,0.0,11.0,19.1132,150.8959,6.19,0.786875,221.4996,12.40004,0.0,219.0
1904,0.0,14.0,19.0,0.0,259.0,0.0,16.0,0.0,4.108347692986698e-06,0.0001681488020058,0.0,0.0,3.902930308337363e-05,0.0,0.0001948530620102,4.695254506270512e-06,3875.639141519666,0.0,10.0,32.163,511.7068,5.73,0.786875,176.27,1.78178,0.0,0.0
1905,0.0,15.0,20.0,12.0,263.0,0.0,15.0,0.0,4.29314019163433e-06,0.0001671462581276,3.434512153307464e-06,0.0,3.978309910914479e-05,0.0,0.0001923326805852,4.29314019163433e-06,4065.889970823819,0.0,10.0,31.1094,526.9671,5.46,0.786875,169.1875,6.10099,0.0,125.0
1906,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0220290809858465e-06,1.2088116323943386e-05,0.0,0.0,0.0002145640647499,1.5110145404929232e-06,9.670493059154707e-05,0.0,6866.050071999843,0.3,0.2,17.0195,60.0,9.02,3.05,5.241,1.65664,0.0,57.0
1907,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,3.042315567224526e-06,1.2169262268898104e-05,0.0,0.0,0.0002175255630565,1.521157783612263e-06,9.583294036757256e-05,0.0,6221.535334974155,0.0,0.2,8.49,34.59868,9.37,3.02,19.63049,3.13621,0.0,104.0
1908,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.060565531298873e-06,1.2242262125195494e-05,0.0,0.0,0.0002234212837848,1.5302827656494367e-06,9.64078142359145e-05,0.0,6834.242831390385,0.2,0.2,16.3377,76.0,9.62,3.01,13.9073,1.39881,0.0,48.0
1909,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.076752672159696e-06,1.2307010688638784e-05,0.0,0.0,0.0002292180740758,1.538376336079848e-06,9.691770917303042e-05,0.0,7068.839264286901,0.2,0.2,25.0958,48.95485,8.55,3.0,4.93944,1.5586,0.0,0.0
1910,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.090841373384456e-06,1.2363365493537825e-05,0.0,0.0,0.0002349039443772,1.545420686692228e-06,9.581608257491811e-05,0.0,6266.680884536984,0.1,0.2,25.0902,38.58451,8.49,2.76,16.40196,3.43942,0.0,0.0
1911,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.10280524622311e-06,1.241122098489244e-05,0.0,0.0,0.0002389160039591,1.551402623111555e-06,9.463556000980486e-05,0.0,6788.937878736166,0.2,0.2,24.9334,17.87024,9.13,2.755,24.01746,5.86153,0.0,5.0
1912,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.5562991206909968e-06,1.2450392965527974e-05,0.0,0.0,0.0002412263637071,1.5562991206909968e-06,9.33779472414598e-05,0.0,7555.832230954789,0.1,0.2,16.2725,47.76012,9.56,2.755,13.05898,3.19303,0.0,5.0
1913,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.5562991206909968e-06,1.2450392965527974e-05,0.0,1.5562991206909968e-06,0.0002381137654657,1.5562991206909968e-06,9.18216481207688e-05,0.0,8573.651855886701,0.0,0.2,16.4483,36.04232,9.87,2.755,13.57356,1.36651,0.0,1.0
1914,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.562731968026504e-06,1.2501855744212033e-05,0.0,0.0,0.00023753525914,1.562731968026504e-06,9.220118611356374e-05,0.0,8662.223298770912,0.1,0.2,25.3775,12.47698,9.91,2.755,4.24866,1.33824,0.0,0.0
1915,0.0,532.0,214.0,6.0,119.0,0.0,544.0,0.0,1.8923605404980096e-05,3.02350838237464e-06,2.1342412110879805e-07,0.0,9.372875985361382e-05,1.1631614600429497e-05,0.0003791479511497,1.935045364719769e-05,1495.8540941647143,0.4,9.3,13.9445,5836.774,0.19,0.05,426.4249,0.85744,0.0,0.0
1916,0.0,603.0,225.0,15.0,117.0,0.0,521.0,0.0,2.1174629380777988e-05,3.019930558452582e-06,5.267320741487061e-07,0.0,9.78668193768296e-05,1.106137355712283e-05,0.0003714514586896,1.8295160708765066e-05,1499.5710996297564,0.6,9.1,7.83,6937.0,0.18,0.18,445.8356,1.97959,0.0,0.0
1917,0.0,677.0,232.0,80.0,116.0,1.0,496.0,0.0,2.347523982887556e-05,2.982083641481976e-06,2.774031294401838e-06,3.467539118002298e-08,0.0001025351317193,1.0298591180466826e-05,0.0003599652358398,1.7198994025291397e-05,1585.0468062300304,0.1,9.5,13.312,7069.0,0.18,0.18,557.3064,1.89208,0.0,0.0
1918,0.0,749.0,241.0,35.0,117.0,77.0,485.0,0.0,2.565326782902114e-05,3.014002094731456e-06,1.198750833131829e-06,2.637251832890024e-06,0.0001092918259578,1.000100695069983e-05,0.0003563714976781,1.6611261544826775e-05,1929.817591223226,6.4,8.4,7.52,6025.349,0.2,0.06,564.7707,0.86305,0.0,0.0
1919,0.0,776.0,248.0,628.0,117.0,0.0,470.0,0.0,2.6259235230905982e-05,3.011690638596176e-06,2.125103057346515e-05,0.0,0.0001147149580319,9.542660225664288e-06,0.0003484424551193,1.5904433709440478e-05,2183.5772306442027,19.1,8.0,13.3087,6005.104,0.19,0.23,553.161,1.83682,0.0,0.0
1920,0.0,781.0,255.0,3.0,117.0,0.0,457.0,0.0,2.611956271638101e-05,3.0099368047045983e-06,1.0033122682348661e-07,0.0,0.0001202971409613,9.197029125486272e-06,0.0003416278273339,1.5283790219444458e-05,2256.382403775665,18.0,8.0,7.24,7301.0,0.17,0.24,423.9259,1.80978,0.0,0.0
1921,0.0,809.0,264.0,17.0,117.0,2.0,444.0,0.0,2.674577155633149e-05,3.041546332734854e-06,5.620248658314404e-07,6.61205724507577e-08,0.0001260588713773,8.661794991049257e-06,0.000334900699463,1.4678767084068209e-05,2455.8503019660425,6.4,7.9,9.87,6163.683,0.19,0.29,428.482,1.80954,0.0,0.0
1922,0.0,846.0,276.0,2.0,117.0,2.0,434.0,0.0,2.7652079573663768e-05,3.0724532859626407e-06,6.537134650984342e-08,6.537134650984342e-08,0.0001318866915836,8.334846680005036e-06,0.0003333938672002,1.4185582192636022e-05,2795.8998045527483,6.4,7.7,9.86,1219.135,0.18,0.56,425.217,2.76571,0.0,0.0
1923,0.0,877.0,288.0,39.0,118.0,0.0,423.0,0.0,2.83447664766156e-05,3.1027338446466333e-06,1.2604856243876948e-06,0.0,0.0001362940481549,7.789154755831654e-06,0.0003323157228193,1.367142100297423e-05,3235.6342776589977,0.3,8.0,12.9716,7482.0,0.17,0.24,124.3764,0.77801,0.0,0.0
1924,0.0,882.0,299.0,30.0,118.0,0.0,411.0,0.0,2.81922676856456e-05,3.10051016497463e-06,9.589206695797824e-07,0.0,0.0001404499140711,7.319761111125672e-06,0.0003296449621792,1.313721317324302e-05,3213.502983873448,0.1,8.1,12.9443,6319.163,0.2,0.23,127.0494,0.78479,0.0,0.0
1925,0.0,897.0,311.0,42.0,117.0,14.0,402.0,0.0,2.836145892103525e-05,3.130194462856733e-06,1.3279612872725535e-06,4.426537624241845e-07,0.0001444948353056,6.892751443462301e-06,0.0003254453697594,1.2710486606751582e-05,3189.668157651011,6.4,8.1,12.8625,1229.511,0.47,0.09,132.5487,2.3617,0.0,0.0
1926,0.0,929.0,322.0,0.0,115.0,18.0,393.0,0.0,2.9059983058248843e-05,3.128092901856711e-06,0.0,5.63056722334208e-07,0.000148334165406,6.506433235861958e-06,0.0003205669605822,1.2293405104296871e-05,3431.674317981905,6.4,8.1,12.9659,1100.943,0.46,0.27,364.2351,1.52382,0.0,0.0
1927,0.0,920.0,334.0,0.0,114.0,1.0,389.0,0.0,2.8474826396411675e-05,3.15699162221086e-06,0.0,3.0950898256969214e-08,0.0001525569775086,6.252081447907781e-06,0.0003166276891687,1.2039899421961023e-05,3291.473275137391,6.4,8.1,12.506,6761.0,0.46,0.55,361.9049,2.20462,0.0,0.0
1928,0.0,865.0,335.0,0.0,117.0,2.0,400.0,0.0,2.64938146897023e-05,3.154754812762239e-06,0.0,6.125737500509202e-08,0.0001648742248262,6.340138313027024e-06,0.0002859494265237,1.2251475001018404e-05,3540.921304794339,6.4,8.0,5.79,1103.981,0.46,0.0,137.9853,1.46814,0.0,0.0
1929,0.0,789.0,347.0,60.0,116.0,3.0,397.0,0.0,2.391836398632852e-05,3.1527374582739745e-06,1.8188869951580625e-06,9.09443497579031e-08,0.0001683683061851,5.972012300768971e-06,0.0002836554268948,1.2034968951295844e-05,3611.430443669585,6.4,8.1,7.9,6784.0,0.41,0.28,137.2825,1.44629,0.0,0.0
1930,0.0,728.0,358.0,0.0,114.0,4.0,394.0,0.0,2.184696918316943e-05,3.151005170649437e-06,0.0,1.2003829221521665e-07,0.0001721649206096,5.9118858915994205e-06,0.0002797492400075,1.182377178319884e-05,3313.476999162733,6.4,8.2,7.63,6841.0,0.39,0.16,394.0603,0.86203,0.0,0.0
1931,0.0,660.0,370.0,0.0,112.0,3.0,394.0,0.0,1.96102993767728e-05,3.1792455050222573e-06,0.0,8.913772443987636e-08,0.0001762847063672,5.526538915272335e-06,0.000275940682291,1.1706754476437095e-05,3315.121109643442,6.4,8.4,7.41,5825.114,0.4,0.225625,174.6739,0.98598,0.0,0.0
1932,0.0,600.0,383.0,0.0,109.0,2.0,396.0,0.0,1.765398749438603e-05,3.1777177489894858e-06,0.0,5.884662498128677e-08,0.0001806002920675,5.355042873297096e-06,0.0002720773706009,1.165163174629478e-05,3487.8688859533577,19.0,8.1,4.97,5746.393,0.43,0.225625,722.3421,2.96544,0.0,0.0
1933,0.0,543.0,395.0,0.0,106.0,2.0,390.0,0.0,1.597685868241936e-05,3.207141061480129e-06,0.0,5.884662498128677e-08,0.0001878972735652,5.178502998353236e-06,0.000271841984101,1.147509187135092e-05,3746.7940358710193,0.0,8.0,4.83,5380.355,0.47,0.225625,171.4065,0.94387,0.0,0.0
1934,0.0,494.0,407.0,0.0,104.0,0.0,386.0,0.0,1.4262084922805169e-05,3.2046385150432663e-06,0.0,0.0,0.0001910368743607,4.936875550201788e-06,0.0002651477488482,1.1144058259519828e-05,3721.9999762106113,6.4,7.9,10.0663,951.0387,0.51,0.225625,174.3711,1.73295,0.0,0.0
1935,31062.0,44118.0,32.0,832.0,126.0,1.0,706.0,0.0017259742736372,0.002451436900532,7.334640529267661e-06,4.623046151780829e-05,5.556545855505803e-08,0.0001386913845534,0.0004308545656359,0.0001882002081259,3.922921373987097e-05,314.27823358740824,8.827272727272726,36.0,36.2022,1824.947,0.07,0.07,904.4574,10.67945,0.0,0.0
1936,31997.0,50982.0,33.0,79.0,124.0,0.0,641.0,0.0017393659329768,0.0027713958807083,7.28427774537905e-06,4.294462252872724e-06,0.0,0.0001362268658949,0.0003862298013501,0.0001827049067329,3.484494055811919e-05,293.49116080075737,8.827272727272726,39.0,8.59,6180.307,0.07,0.07,1215.577,2.74778,0.0,0.0
1937,31173.0,57876.0,35.0,3.0,124.0,7.0,569.0,0.0016579721478975,0.0030782021631449,7.39287616070815e-06,1.5955847828866514e-07,3.723031160068853e-07,0.0001374330359659,0.0003478374826692,0.0001802478943067,3.0262924715416818e-05,301.937827081584,9.9,38.0,20.8273,1862.276,0.13,0.07,949.0006,2.50565,0.0,651.0
1938,30454.0,64331.0,37.0,49.0,124.0,0.0,505.0,0.0015848800754647,0.0033478991309752,7.441973165806017e-06,2.550046749122341e-06,0.0,0.0001379627333045,0.0003118863299487,0.0001787114395201,2.6281094047077195e-05,328.01927876975753,8.827272727272726,36.0,37.1245,6485.0,0.06,1.68,241.2187,2.39784,0.0,0.0
1939,28274.0,70176.0,40.0,0.0,126.0,3.0,470.0,0.0014398268093164,0.0035736466778876,7.638608665115453e-06,0.0,1.5277217330230908e-07,0.0001407540956691,0.0002839525461112,0.0001798637720345,2.3934307150695084e-05,388.6014848233068,12.3,34.0,21.1228,4733.548,0.0712,0.08,241.2703,2.33071,0.0,0.0
1940,26154.0,75008.0,44.0,5.0,129.0,12.0,461.0,0.0013032286225958,0.0037375763754558,7.872987778930489e-06,2.491451828775471e-07,5.979484389061132e-07,0.0001445540351055,0.0002597587676681,0.0001825735900126,2.2971185861309847e-05,425.6396304280015,8.827272727272726,32.0,38.6392,4787.371,0.07349,0.51,1171.078,9.47712,0.0,0.0
1941,27786.0,74473.0,48.0,15.0,138.0,3.0,478.0,0.0013546437427364,0.003630763098424,8.044202747841156e-06,7.312911588946505e-07,1.462582317789301e-07,0.0001485983634873,0.0002740879263537,0.0001923295747892,2.3303811596776194e-05,447.4039310117472,8.8,29.0,39.3214,1898.745,0.07756,0.09,858.9304,2.02055,0.0,0.0
1942,27928.0,70876.0,55.0,54.0,143.0,6.0,488.0,0.0013318822899905,0.0033800662125956,8.25034503610599e-06,2.5752522078018697e-06,2.8613913420020775e-07,0.0001520352599717,0.0002609588903905,0.0001966252750512,2.3272649581616897e-05,498.4066819210618,8.7,42.0,21.7642,4856.762,0.08609,0.03,831.5107,4.84188,0.0,0.0
1943,25203.0,69623.0,64.0,32.0,148.0,1.0,499.0,0.0011755550594764,0.0032474574418097,8.58239618075907e-06,1.4925906401320122e-06,4.664345750412538e-08,0.0001569552345013,0.0002427791963089,0.0001999138588626,2.327508529455857e-05,585.6552524217983,8.827272727272726,32.0,23.0849,6994.0,0.08489,0.11,839.9081,4.74719,0.0,0.0
