,Malaria,HIV/AIDS,Drug Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Acute Hepatitis,per_capita-Malaria,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Exposure to Forces of Nature,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Acute Hepatitis,gdp/percap,Adolescent birth rate (per 1000 women aged 15-19 years),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),Age-standardized suicide rates (per 100 000 population),Estimated number of road traffic deaths,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_x","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Estimates of number of homicides,Estimates of rates of homicides per 100 000 population,Yellow fever - number of reported cases,Mumps - number of reported cases
0,2883.0,111.0,202.0,1286.0,53.0,977.0,4251.0,0.0001221605614351,4.703372292510096e-06,4.279645058950628e-06,5.44913222357476e-05,4.139815071876003e-05,0.000116313125612,0.0001163554983354,0.0002837277555914,0.0001801264469861,218.05003438970223,12.3,57.0,7.69,733.7519,0.0078973333333333,0.0,2010.913,10.17557,0.0,0.0
1,2188.0,118.0,216.0,137.0,55.0,864.0,4373.0,8.75011417539292e-05,4.718982964791428e-06,4.159103629985665e-06,5.478819204884963e-06,3.455255323372707e-05,0.0001145753067298,0.0001193342810757,0.0002896575729998,0.0001748823093646,246.62684698193848,8.1,58.0,7.78,3556.0,0.0078973333333333,0.0,2137.978,10.40177,0.0,0.0
2,773.0,125.0,229.0,18.0,57.0,1049.0,4345.0,3.008058795758489e-05,4.864260665844905e-06,4.163807129963239e-06,7.004535358816663e-07,4.082087550777044e-05,0.0001161974587857,0.000115886146103,0.0002927117498278,0.0001690817007447,269.4800408878077,135.7,51.0,7.77,3757.0,0.0078973333333333,0.0,330.479,16.27195,0.0,0.0
3,545.0,132.0,239.0,561.0,78.0,2114.0,4194.0,2.0695126908973565e-05,5.0123977100633225e-06,4.1390253817947136e-06,2.130269026776912e-05,8.027430878086261e-05,0.0001165762194688,0.0001072349328274,0.0002877192230996,0.0001592575454242,324.89450611592264,8.2,47.0,7.78,3891.0,0.00084,0.0,2118.915,2.80481,0.0,0.0
4,414.0,140.0,245.0,382.0,57.0,5677.0,3870.0,1.524615581438667e-05,5.15570486476844e-06,4.050910965175202e-06,1.4067708988153884e-05,0.0002090638322663,0.0001152668301908,9.851078938039696e-05,0.0002756092514851,0.0001425184130475,379.2020928037187,4.3,43.0,7.75,3101.345,0.00786,0.0,2500.98,9.46156,0.0,0.0
5,393.0,148.0,252.0,296.0,57.0,8220.0,3437.0,1.4349830014761704e-05,5.404007232022219e-06,4.053005424016664e-06,1.0808014464044438e-05,0.0003001414827515,0.0001164417504251,8.905657864123102e-05,0.0002711132006605,0.000125497113895,440.57264365932497,103.0,39.0,7.42,4053.116,0.00887,0.0,356.3215,2.70729,0.0,0.0
6,255.0,157.0,261.0,1317.0,57.0,6895.0,3005.0,9.203874260784525e-06,5.666699054679098e-06,4.114673198938963e-06,4.753530353511065e-05,0.0002488655412867,0.0001177013096643,8.052487637572655e-05,0.0002654686085806,0.000108461341779,435.5056738455924,1.4,40.0,7.17,3264.664,0.00089,0.0,2141.418,9.06625,0.0,0.0
7,239.0,167.0,270.0,101.0,57.0,7617.0,2663.0,8.390783871944421e-06,5.863016345668277e-06,4.037406465579951e-06,3.545896113248479e-06,0.0002674167395506,0.0001171198953841,7.014554885416298e-05,0.0002559364620354,9.349229058990792e-05,423.6117079451104,0.8,44.0,7.03,3214.975,0.0,0.0,2543.485,2.8846,0.0,0.0
8,377.0,176.0,281.0,350.0,57.0,8273.0,2482.0,1.2946104918805602e-05,6.043804948832323e-06,4.052096499785308e-06,1.201893029597337e-05,0.0002840931723959,0.0001172017402861,6.6344495233773e-05,0.0002533933904399,8.523138569887401e-05,526.2574479594055,38.94615384615384,43.0,6.67,3306.464,0.02,0.0,2638.419,14.95559,0.0,0.0
9,390.0,184.0,292.0,83.0,58.0,9142.0,2365.0,1.3105910611103072e-05,6.183301416520424e-06,4.032587880339407e-06,2.7892066172347565e-06,0.0003072159866838,0.00011929739146,6.065684270010524e-05,0.000249751609389,7.947558614168915e-05,601.1916431605999,2.2,44.0,6.42,905.0918,0.01,0.0,415.7651,2.82794,0.0,0.0
10,94.0,191.0,305.0,333.0,103.0,11350.0,2264.0,3.0900796346395034e-06,6.278778832086651e-06,4.076275262715941e-06,1.0946771471648454e-05,0.0003731106792889,0.0001210390767525,5.4799603733447365e-05,0.0002463516678934,7.442489673216846e-05,667.0955960185047,38.94615384615384,44.0,6.35,3405.481,0.01,0.0,2702.277,8.67188,0.0,0.0
11,143.0,200.0,316.0,155.0,58.0,11829.0,2204.0,4.596877029617647e-06,6.429198642821883e-06,4.050395144977786e-06,4.98262894818696e-06,0.0003802549537297,0.0001230227160303,5.307303479649465e-05,0.0002589038293464,7.084976904389715e-05,648.384683128587,0.9,43.0,6.17,3574.501,0.01,0.0,474.9973,3.02251,0.0,0.0
12,228.0,213.0,326.0,575.0,57.0,18008.0,2134.0,7.164663577565402e-06,6.693304131672941e-06,4.022267271615664e-06,1.806877875921099e-05,0.0005658827267754,0.0001252559167551,4.961843767094636e-05,0.0002541255892621,6.705873716896741e-05,647.8364224345979,0.2,43.0,6.11,943.321,0.01,0.0,502.4122,3.0952,0.0,0.0
13,284.0,230.0,339.0,446.0,58.0,23667.0,2065.0,8.721195717696368e-06,7.062940193909031e-06,4.022805066965579e-06,1.3695962289058382e-05,0.0007267765459532,0.0001272250487972,4.511069193414072e-05,0.0002373762073865,6.341291956705282e-05,615.9190933444931,38.94615384615384,39.0,5.78,961.4418,0.0,0.0,3129.581,3.44486,0.0,0.0
14,388.0,251.0,354.0,84.0,58.0,28051.0,2044.0,1.1640457237160276e-05,7.530295790018632e-06,4.050159090249065e-06,2.520098989488307e-06,0.0008415630565968,0.0001304751250629,4.248166867994575e-05,0.0002359892696585,6.132240874421547e-05,540.6212356021344,38.94615384615384,34.0,5.83,1001.271,0.01,0.0,598.781,3.48209,0.0,29.0
15,399.0,272.0,372.0,226.0,59.0,19356.0,2046.0,1.1692372107427288e-05,7.97073988275745e-06,4.0732825136150205e-06,6.622747108467586e-06,0.0005672119160685,0.0001317809457822,3.903318207291516e-05,0.0002348144804431,5.995637426515346e-05,553.3510338459887,62.0,30.0,5.5,4433.12,0.01,0.0,575.6881,13.16296,0.0,0.0
16,466.0,291.0,390.0,123.0,59.0,27079.0,1972.0,1.365575288737122e-05,8.527519506920653e-06,4.190499276596747e-06,3.604415461688111e-06,0.0007935281811955,0.0001366747456366,3.648371747806259e-05,0.0002372174240842,5.778786414999151e-05,539.2264139066905,38.94615384615384,29.0,5.57,5295.195,0.01,0.0,3168.136,13.41229,0.0,0.0
17,530.0,318.0,406.0,128.0,59.0,24295.0,1940.0,1.4812555770669888e-05,8.887533462401933e-06,4.108388109978252e-06,3.577371959708954e-06,0.0006790019668838,0.0001346265682024,3.3817344306623704e-05,0.0002306845949643,5.421954376433883e-05,527.5505711833298,38.94615384615384,26.0,5.96,4852.877,0.01,0.0,2595.521,8.45566,0.0,0.0
18,0.0,2.0,21.0,0.0,6.0,1.0,1.0,0.0,6.332416399438694e-07,4.432691479607086e-06,0.0,3.166208199719347e-07,4.46435356160428e-05,6.6490372194106295e-06,8.200479237273109e-05,3.166208199719347e-07,1102.7903159622488,0.0,0.73,2.91,354.6575,0.42,0.57,163.1983,6.13917,0.0,1651.0
19,0.0,2.0,26.0,0.0,6.0,5.0,1.0,0.0,6.393857804438744e-07,4.795393353329058e-06,0.0,1.598464451109686e-06,4.475700463107121e-05,4.795393353329058e-06,8.216107278703786e-05,3.196928902219372e-07,1255.7536727917693,0.3,0.65,2.96,356.4126,0.804,1.09,37.02071,11.14074,0.0,1414.0
20,0.0,2.0,30.0,7.0,6.0,1.0,1.0,0.0,6.455719573870863e-07,4.841789680403147e-06,2.259501850854802e-06,3.227859786935432e-07,4.874068278272501e-05,3.5506457656289743e-06,8.650664228986955e-05,3.227859786935432e-07,1403.4734353595254,0.0,0.63,6.59,453.0,0.396,0.54,171.2173,6.74375,0.0,3124.0
21,0.0,2.0,31.0,0.0,6.0,0.0,1.0,0.0,6.51536894091049e-07,5.212295152728392e-06,0.0,0.0,5.310025686842049e-05,2.9319160234097205e-06,9.349554430206554e-05,3.257684470455245e-07,1827.886756372438,0.0,0.6,4.94,99.28674,0.576,0.77,189.5674,6.07974,0.0,2236.0
22,0.0,2.0,30.0,1.0,8.0,9.0,1.0,0.0,6.566764292562483e-07,5.253411434049986e-06,3.2833821462812413e-07,2.9550439316531173e-06,5.351912898438424e-05,2.2983675023968688e-06,9.5218082242156e-05,3.2833821462812413e-07,2359.110072103072,0.3,0.84,4.86,96.57917,0.816,1.07,35.90542,5.44638,0.0,896.0
23,0.0,2.0,23.0,5.0,5.0,10.0,1.0,0.0,6.612591100841023e-07,5.290072880672818e-06,1.6531477752102557e-06,3.306295550420512e-06,5.1578210586559976e-05,1.9837773302523067e-06,9.12537571916061e-05,3.306295550420511e-07,2662.229177198596,1.1,0.39,10.169,101.352,1.02,1.33,114.5059,7.37808,0.0,1696.0
24,0.0,2.0,21.0,0.0,4.0,18.0,1.0,0.0,6.653849135282401e-07,5.32307930822592e-06,0.0,5.988464221754161e-06,4.724232886050505e-05,1.6634622838206003e-06,8.650003875867121e-05,3.326924567641201e-07,2959.632095373612,0.1,0.35,10.0802,456.0,0.996,1.28,136.9569,4.4713,0.0,236.0
25,0.0,2.0,23.0,0.0,4.0,18.0,1.0,0.0,6.685441615202694e-07,5.348353292162155e-06,0.0,6.016897453682425e-06,4.345537049881752e-05,1.3370883230405388e-06,8.624219683611476e-05,3.342720807601347e-07,3569.0230062759583,0.0,0.52,10.5473,105.12,1.056,1.35,128.5339,4.23646,0.0,824.0
26,0.0,2.0,23.0,0.0,4.0,8.0,1.0,0.0,6.702141099506353e-07,5.6968199345804e-06,0.0,2.6808564398025414e-06,4.188838187191472e-05,1.3404282199012709e-06,8.746294134855791e-05,3.351070549753177e-07,4316.513975137067,0.0,0.53,10.4724,332.4118,0.972,1.2,123.0614,5.92691,0.0,50.0
27,0.0,2.0,19.0,0.0,4.0,0.0,1.0,0.0,6.705693804609494e-07,5.364555043687595e-06,0.0,0.0,3.9898878137426486e-05,1.3411387609218988e-06,8.34858878673882e-05,3.352846902304747e-07,4038.168809135837,0.0,0.17,7.96,102.816,1.056,1.28,89.17,5.96232,0.0,22.0
28,0.0,2.0,21.0,2.0,5.0,0.0,1.0,0.0,6.695788884454789e-07,5.69142055178657e-06,6.695788884454789e-07,0.0,4.017473330672873e-05,1.3391577768909575e-06,8.436693994413034e-05,3.347894442227395e-07,3996.3815956868407,0.2,0.29,9.45,310.7213,4.88,1.3,38.9611,2.66317,0.0,21.0
29,0.0,2.0,22.0,0.0,5.0,0.0,1.0,0.0,6.678538882620338e-07,5.676758050227287e-06,0.0,0.0,4.2408721904639147e-05,1.3357077765240676e-06,8.515137075340931e-05,3.339269441310169e-07,4307.323652345987,0.0,0.29,7.63,419.0,5.03,1.27,99.39131,3.39764,0.0,39.0
30,0.0,2.0,23.0,0.0,9.0,0.0,1.0,0.0,6.660319382295339e-07,5.661271474951038e-06,0.0,0.0,4.429112389226401e-05,1.332063876459068e-06,8.392002421692127e-05,3.3301596911476697e-07,4104.088803370388,0.0,0.29,3.15,89.8002,4.43,1.3,151.9236,5.21341,0.0,18.0
31,0.0,2.0,24.0,0.0,4.0,0.0,1.0,0.0,6.641418208444231e-07,5.645205477177597e-06,0.0,0.0,4.6157856548687405e-05,1.3282836416888465e-06,8.334979851597511e-05,3.320709104222116e-07,4245.194518837553,0.2,0.29,3.23,403.0,4.28,1.06,140.9681,2.68867,0.0,20.0
32,0.0,2.0,25.0,0.0,4.0,1.0,1.0,0.0,6.622058274775024e-07,5.9598524472975215e-06,0.0,3.311029137387512e-07,4.867212831959643e-05,1.3244116549550048e-06,8.41001400896428e-05,3.311029137387512e-07,4385.789195383499,0.2,0.29,2.91,87.04648,4.1,1.12,129.3491,4.466,0.0,0.0
33,0.0,2.0,26.0,1.0,4.0,0.0,1.0,0.0,6.602233271426393e-07,5.942009944283753e-06,3.301116635713197e-07,0.0,5.116730785355455e-05,1.3204466542852783e-06,8.516880920140046e-05,3.301116635713197e-07,3759.641736413759,0.2,0.29,4.23,305.7647,4.33,1.17,114.3983,5.53608,0.0,0.0
34,0.0,2.0,27.0,2.0,4.0,0.0,1.0,0.0,6.581991539508075e-07,5.923792385557268e-06,6.581991539508075e-07,0.0,5.298503189304e-05,1.316398307901615e-06,8.392039212872796e-05,3.2909957697540375e-07,3903.77918208224,0.2,0.29,2.68,308.8829,4.38,1.34,31.31584,5.28524,0.0,17.0
35,0.0,2.0,28.0,1.0,10.0,0.0,1.0,0.0,6.561707776312695e-07,5.905536998681425e-06,3.280853888156348e-07,0.0,5.446217454339536e-05,1.312341555262539e-06,8.234943259272432e-05,3.280853888156348e-07,4282.49858021048,0.2,0.29,5.73,329.8592,4.39,1.12,69.67937,3.39665,0.0,6.0
36,0.0,2.0,28.0,0.0,4.0,0.0,1.0,0.0,6.561707776312695e-07,5.905536998681425e-06,0.0,0.0,5.57745160986579e-05,9.842561664469042e-07,8.103709103746178e-05,3.280853888156348e-07,4972.790238278575,0.3,0.29,2.38,72.36546,4.44,1.12,30.55434,3.66658,0.0,13.0
37,0.0,123.0,327.0,48.0,33.0,2534.0,441.0,0.0,4.042166301425721e-06,2.9248195189177985e-06,1.5774307517758913e-06,8.327519843750226e-05,6.776379604503933e-05,9.168816244697368e-06,0.0004449011982821,1.4492645031941e-05,1799.224088103714,3.4714285714285715,8.2,4.68,2081.64,0.132,0.2,672.257,3.20475,0.0,0.0
38,0.0,137.0,341.0,921.0,33.0,1330.0,415.0,0.0,4.4373464176103965e-06,2.8826557019512795e-06,2.9830628106709307e-05,4.307788857972137e-05,7.054409122303243e-05,8.259294426939059e-06,0.0004343417186872,1.3441596812469449e-05,1773.1571505991324,4.8,8.0,3.42,7133.0,0.12,0.01,676.7211,3.18789,0.0,0.0
39,0.0,155.0,354.0,48.0,34.0,1597.0,374.0,0.0,4.950102962141613e-06,2.87425333285642e-06,1.5329351108567574e-06,5.100202858413004e-05,7.345314072855296e-05,7.281441776569598e-06,0.000422323623041,1.1944119405425568e-05,1812.7277047362584,0.3,8.2,5.55,7262.0,0.18,0.0,680.2081,2.13532,0.0,0.0
40,0.0,175.0,355.0,2329.0,73.0,932.0,333.0,0.0,5.513391934493594e-06,2.8039536123996e-06,7.33753703739176e-05,2.936275018827445e-05,7.60848086960116e-05,6.3010193537069656e-06,0.0004001462340571,1.0491197223922096e-05,2138.061887099848,3.4714285714285715,8.4,4.12,2261.53,0.12,0.17,514.7243,1.05038,0.0,0.0
41,0.0,196.0,364.0,22.0,33.0,577.0,303.0,0.0,6.094969703336057e-06,2.798710578062475e-06,6.841292524152717e-07,1.7942844483800534e-05,7.960776755377707e-05,5.535227587723562e-06,0.0003897981899557,9.422325612810332e-06,2653.550789413635,3.4714285714285715,8.4,5.0,5085.269,0.18,0.26,585.0159,0.87292,0.0,0.0
42,0.0,217.0,373.0,22.0,33.0,324.0,287.0,0.0,6.664468518156346e-06,2.7640652840279777e-06,6.756604027623945e-07,9.95063502250072e-06,8.310622953977453e-05,4.97531751125036e-06,0.0003783698255469,8.814297072400329e-06,3169.400102012436,0.3,8.8,2.8,7314.0,0.18,0.29,373.3641,0.69801,0.0,0.0
43,0.0,244.0,380.0,5.0,33.0,406.0,278.0,0.0,7.403080628164741e-06,2.760984988372916e-06,1.5170247188862174e-07,1.2318240717356084e-05,8.680415441466936e-05,4.429712179147755e-06,0.0003664221505997,8.434657437007369e-06,3550.657035541947,0.2,8.6,3.65,7459.0,0.18,0.23,362.2272,0.64796,0.0,0.0
44,0.0,278.0,386.0,82.0,33.0,700.0,272.0,0.0,8.332648437589452e-06,2.7575671088425528e-06,2.4578315535335795e-06,2.098148887162812e-05,9.040024348118628e-05,3.986482885609342e-06,0.0003550967123745,8.152807104404068e-06,4045.740604893928,9.0,8.6,3.46,2374.957,0.144,0.0,351.9253,0.60716,0.0,0.0
45,0.0,297.0,392.0,93.0,33.0,507.0,267.0,0.0,8.794874737886082e-06,2.7243383026448467e-06,2.7539506754996822e-06,1.5013473037401493e-05,9.387122194982788e-05,3.6127094882899058e-06,0.0003447768571488,7.906503552241022e-06,5063.74537054969,0.1,8.1,4.22,5342.759,0.144,0.46,353.698,0.59647,0.0,0.0
46,0.0,318.0,399.0,48.0,33.0,637.0,263.0,0.0,9.304179613032734e-06,2.7210336604152333e-06,1.4044044698917333e-06,1.8637617652521544e-05,9.751833537810724e-05,3.306202189536789e-06,0.000335008982922,7.694966157948455e-06,4014.577952464888,9.6,8.4,4.02,5443.066,0.192,0.25,446.956,1.26495,0.0,0.0
47,0.0,329.0,406.0,0.0,33.0,318.0,260.0,0.0,9.512468909550704e-06,2.71784825987163e-06,0.0,9.194422836587005e-06,0.0001013121308786,3.1226341709163406e-06,0.0003258526583909,7.517452633687487e-06,4661.023025841764,0.0,8.5,3.81,2550.657,0.35,0.17,101.3628,1.9301,0.0,0.0
48,0.0,335.0,418.0,10.0,33.0,342.0,258.0,0.0,9.57281362080502e-06,2.7432540525292e-06,2.857556304717917e-07,9.772842562135276e-06,0.0001053009498288,2.971858556906633e-06,0.0003209321485828,7.372495266172225e-06,5715.684120696777,0.0,8.0,3.74,5579.021,0.4,0.17,108.428,1.31505,0.0,0.0
49,0.0,343.0,429.0,69.0,33.0,290.0,258.0,0.0,9.687540388287915e-06,2.767868682367976e-06,1.948805500850922e-06,8.190631815170541e-06,0.0001089636466997,2.852599356318016e-06,0.0003149721586302,7.286837959703447e-06,5904.569988440477,11.8,8.0,3.68,2545.203,0.43,0.18,432.8367,2.29359,0.0,0.0
50,0.0,345.0,441.0,0.0,33.0,216.0,258.0,0.0,9.63178011712468e-06,2.7639021205662123e-06,0.0,6.030331899417191e-06,0.0001127057864719,2.791820323804255e-06,0.00031151131173,7.2028964354149775e-06,5855.982720195615,12.4,7.4,2.06,2577.915,0.5,0.53,466.7456,0.72519,0.0,27.0
51,0.0,355.0,454.0,6.0,33.0,114.0,258.0,0.0,9.79823691352998e-06,2.7876674035676845e-06,1.656040041723377e-07,3.146476079274416e-06,0.0001171924336192,2.732466068843572e-06,0.0003084650584383,7.1209721794105205e-06,5901.298688681253,0.1,7.9,3.53,5609.379,0.54,0.18,500.957,1.66799,0.0,0.0
52,0.0,328.0,465.0,12.0,33.0,112.0,259.0,0.0,8.95190251945838e-06,2.8111157301957715e-06,3.275086287606725e-07,3.056747201766276e-06,0.0001219423794418,2.674653801545492e-06,0.0003037915455612,7.068727904084513e-06,4529.9628910889705,3.4714285714285715,8.1,2.72,2690.917,0.55,0.14,662.4649,0.77347,0.0,67.0
53,0.0,309.0,470.0,0.0,32.0,92.0,258.0,0.0,8.341232759697669e-06,2.807405200674943e-06,0.0,2.483473831366296e-06,0.0001254694170455,2.5914509544691786e-06,0.0002951014774401,6.964524440135917e-06,4320.002729661672,0.0,7.7,2.61,5792.219,0.58,0.14,154.49,1.65656,0.0,0.0
54,0.0,289.0,484.0,0.0,32.0,107.0,260.0,0.0,7.718252690144897e-06,2.830916211610239e-06,0.0,2.857622968323543e-06,0.0001290470484386,2.510435131050589e-06,0.0002902490319601,6.943756745459077e-06,4545.676939901358,0.0,7.6,2.54,2798.611,0.58,0.1988235294117647,157.6595,1.64852,0.0,0.0
55,0.0,275.0,509.0,6.0,32.0,76.0,258.0,0.0,7.344358096158639e-06,2.911036481750152e-06,1.6024054027982486e-07,2.029713510211115e-06,0.0001360175119408,2.4837283743372854e-06,0.0002945755265477,6.8903432320324685e-06,4683.617338325574,3.4714285714285715,7.6,3.24,6002.928,0.59,0.1988235294117647,690.5491,1.63527,0.0,0.0
56,0.0,264.0,526.0,0.0,40.0,13.0,259.0,0.0,6.907505569961309e-06,2.904292114642824e-06,0.0,3.401423197329433e-07,0.0001394060215028,2.407161031956214e-06,0.0002891471365668,6.776681600833254e-06,4491.9718039809,3.4714285714285715,6.6,2.6,6103.115,0.59,0.1988235294117647,713.2341,2.51322,0.0,0.0
57,11038.0,4784.0,29.0,59.0,120.0,3420.0,645.0,0.0008703329989618,0.0003772126351724,9.856099372190124e-06,4.652078903673739e-06,0.0002696628788231,0.0001570667995952,0.0007199683469397,0.0006290556863306,5.0857472760501046e-05,880.4256447189995,10.0,75.0,29.9595,2272.58,0.37875,0.78,416.7875,13.30731,0.0,0.0
58,12333.0,5685.0,30.0,57.0,121.0,3068.0,637.0,0.0009488404727815,0.0004373759902507,9.693821419806325e-06,4.3853001661028604e-06,0.0002360368580632,0.0001557935585326,0.0006788752397489,0.0006276364693871,4.90076527334653e-05,840.9005406228819,10.0,70.0,6.13,2396.079,0.56007,1.15,420.4047,13.10406,0.0,0.0
59,13391.0,6630.0,30.0,8.0,120.0,600.0,616.0,0.0010019528765647,0.0004960755411563,9.427679967676526e-06,5.985828550905731e-07,4.489371413179298e-05,0.0001536113251876,0.000626566603566,0.0006184109121654,4.6090879841974126e-05,1143.7421903643126,14.6,60.0,17.2385,4448.175,0.56991,1.17,2256.481,21.02222,0.0,0.0
60,14880.0,7600.0,32.0,15.0,121.0,81.0,608.0,0.0010770311029645,0.000550096531084,9.409545926437472e-06,1.0857168376658622e-06,5.862870923395656e-06,0.000154244172071,0.0005845499453993,0.0006180624051219,4.400772248672295e-05,1289.324935289467,12.0,55.0,17.4684,2027.739,0.68801,1.42,2292.329,4.7285,0.0,0.0
61,16955.0,8557.0,34.0,28.0,124.0,50.0,614.0,0.0011844008367297,0.0005977539345264,9.500354691551075e-06,1.9559553776722805e-06,3.492777460129072e-06,0.0001564065746645,0.0005720470924199,0.0006365237643339,4.2891307210385006e-05,1645.237894819198,6.6,63.0,28.6113,4852.82,0.7736,1.58,2305.251,12.28934,0.0,23.0
62,17846.0,9398.0,34.0,0.0,123.0,11.0,583.0,0.001208296308975,0.0006363089046143,9.275837404997143e-06,0.0,7.447752660946612e-07,0.0001537622390273,0.0005287904389272,0.0006165385066416,3.9473089103017045e-05,2503.1896693441563,6.9,67.0,16.2643,5063.935,1.00842,1.94,2345.646,19.7644,0.0,0.0
63,17567.0,9927.0,36.0,0.0,124.0,12.0,527.0,0.001155551035763,0.0006529945427232,9.274930041702322e-06,0.0,7.893557482299848e-07,0.0001555030824013,0.0004866378187837,0.0006059620960578,3.46658732764335e-05,3445.60362066957,12.8,50.0,6.78,4952.0,1.20392,2.32,2387.691,11.84964,0.0,0.0
64,16328.0,10340.0,38.0,105.0,125.0,34.0,444.0,0.0010432055647171,0.0006606287076907,9.136354468063871e-06,6.708512022004942e-06,2.172280083315886e-06,0.0001549985730036,0.0004490869619302,0.0005937991498334,2.836742226447804e-05,4169.8832916969,10.0,77.0,25.2394,3126.89,1.24133,2.4,1969.455,11.55457,0.0,0.0
65,13805.0,10889.0,40.0,7.0,126.0,5.0,371.0,0.0008573436655096,0.0006762488354751,9.129266123137902e-06,4.34726958244662e-07,3.1051925588904425e-07,0.0001572469511822,0.0004100096254758,0.0005812920470242,2.3040528786967084e-05,5498.612879432018,9.4,64.0,25.5154,5416.106,1.35604,2.62,2001.243,4.09788,0.0,0.0
66,11334.0,11433.0,43.0,62.0,125.0,28.0,326.0,0.0006841918953624,0.0006901681612563,9.23604729049385e-06,3.742711973925612e-06,1.6902570204825346e-06,0.0001599707537242,0.0003681138325322,0.0005650287754184,1.967942102418951e-05,4244.175012109485,6.1,84.0,5.35,3754.536,0.90148,1.74,2043.319,3.95743,0.0,0.0
67,10045.0,12036.0,45.0,25.0,124.0,23.0,307.0,0.0005893959656564,0.0007062189987696,9.270737936657624e-06,1.466888914028105e-06,1.3495378009058567e-06,0.0001630593716833,0.0003402008769413,0.0005581218940094,1.801339586426513e-05,4916.952964265647,10.0,68.0,23.9246,6025.348,7.58,1.83,2523.906,10.80613,0.0,0.0
68,8972.0,12798.0,49.0,130.0,123.0,7.0,299.0,0.0005113786888004,0.0007294498951479,9.347537334292104e-06,7.40963325279252e-06,3.9898025207344337e-07,0.0001660897792202,0.0003040799492588,0.0005427841343564,1.7042156481422794e-05,6371.714625612891,10.3,74.0,22.8396,2301.511,7.66,1.85,2568.175,3.7066,0.0,0.0
69,8550.0,13533.0,52.0,0.0,123.0,6.0,292.0,0.0004735249172688,0.0007494985620349,9.415115314117046e-06,0.0,3.322981875570722e-07,0.0001693059265603,0.0002741460047345,0.0005274679897155,1.6171845127777515e-05,7091.963301874294,10.0,61.0,5.37,2198.483,7.83,1.95,2149.165,17.31306,0.0,0.0
70,8570.0,13524.0,55.0,9.0,122.0,4.0,283.0,0.0004616146666991,0.0007284570306229,9.42620381240928e-06,4.84776196066763e-07,2.154560871407836e-07,0.0001706950850372,0.0002436269705344,0.0005000735782537,1.5243518165210436e-05,7363.750418254129,10.6,54.0,5.22,5816.967,7.67,1.93,2202.802,17.12404,0.0,0.0
71,8798.0,13176.0,58.0,0.0,119.0,0.0,271.0,0.0004609152945818,0.0006902727803376,9.272790081949462e-06,0.0,0.0,0.0001691105445453,0.0002163651019121,0.0004733837919801,1.4197322667843526e-05,7633.654171870169,10.7,61.0,13.1431,6247.707,8.1,2.65,2256.52,3.50192,0.0,0.0
72,9549.0,13544.0,61.0,75.0,118.0,1.0,266.0,0.0004865645212376,0.0006901277490462,9.273719014058956e-06,3.821587505793527e-06,5.0954500077247024e-08,0.0001717676197603,0.000196582461298,0.0004592019546961,1.3553897020547707e-05,5920.607181975641,10.0,56.0,22.6938,2477.311,6.53,1.24,2803.152,3.47397,3.0,0.0
73,10192.0,14825.0,65.0,113.0,114.0,36.0,257.0,0.0005052464930678,0.0007349175097851,9.319695908237084e-06,5.6017321150573964e-06,1.7846226207262502e-06,0.000173851986969,0.0001778178150151,0.0004365880950204,1.2740222597962396e-05,5013.004941620037,10.0,57.0,5.1,2607.105,6.09,0.83,2334.358,9.81992,881.0,0.0
74,10595.0,16149.0,70.0,11.0,115.0,27.0,258.0,0.0005111234353206,0.0007790592125524,9.455421738825042e-06,5.30661424117732e-07,1.3025325864707966e-06,0.0001765655283882,0.0001563039103764,0.0004351906097241,1.2446422492943168e-05,5886.578935790353,10.0,64.0,4.86,4914.9,6.16,1.7294117647058822,2342.847,3.34591,0.0,0.0
75,10793.0,16728.0,75.0,8.0,113.0,31.0,249.0,0.0005206753409547,0.0008069913002401,9.841357320001574e-06,3.8593558117653234e-07,1.4955003770590629e-06,0.0001856350145459,0.0001447258429411,0.0004396771108553,1.2012244964119567e-05,4889.466119873136,10.0,60.0,12.3511,5235.704,6.15,1.7294117647058822,515.6892,15.58766,0.0,0.0
76,10784.0,16802.0,80.0,30.0,114.0,16.0,246.0,0.0004927558403036,0.0007677377252208,9.641272468848409e-06,1.3707970334855555e-06,7.310917511922964e-07,0.0001842808145349,0.0001327845393103,0.0004227994983613,1.1240535674581557e-05,3861.809402735508,10.0,53.0,12.5546,2919.516,5.84,1.7294117647058822,2403.008,15.26225,0.0,0.0
77,6.0,1753.0,42.0,19.0,94.0,0.0,55.0,1.6070430482906793e-07,4.695244106089269e-05,2.675726675403981e-05,5.088969652920485e-07,0.0,0.000260207053569,4.5345398012602e-05,0.0001456784523275,1.473122794266456e-06,8510.873199696633,1.9,2.4,15.9587,3242.142,5.3,5.3,413.6561,7.38351,0.0,0.0
