,Malaria,HIV/AIDS,Drug Use Disorders,Exposure to Forces of Nature,Environmental Heat and Cold Exposure,Conflict and Terrorism,Acute Hepatitis,per_capita-Malaria,per_capita-Drowning,per_capita-HIV/AIDS,per_capita-Drug Use Disorders,per_capita-Alcohol Use Disorders,per_capita-Exposure to Forces of Nature,per_capita-Conflict and Terrorism,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Road Injuries,per_capita-Acute Hepatitis,gdp/percap,Domestic private health expenditure (PVT-D) per capita in US$,Adolescent birth rate (per 1000 women aged 15-19 years),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),Age-standardized suicide rates (per 100 000 population),Estimated number of road traffic deaths,Estimated road traffic death rate (per 100 000 population),"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_x","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Mortality rate attributed to unintentional poisoning (per 100 000 population),Crude suicide rates (per 100 000 population),Estimates of number of homicides,Estimates of rates of homicides per 100 000 population,Yellow fever - number of reported cases,Mumps - number of reported cases
60,14880.0,7600.0,32.0,15.0,121.0,81.0,608.0,0.0010770311029645,9.300974242670886e-05,0.000550096531084,2.3161959203538395e-06,9.409545926437472e-06,1.0857168376658622e-06,5.862870923395656e-06,0.000154244172071,0.0005845499453993,0.0006180624051219,4.400772248672295e-05,1289.324935289467,20.11,12.0,55.0,17.4684,2027.739,22.22854,0.68801,1.42,2.31907,3.64,2292.329,4.7285,0.0,0.0
61,16955.0,8557.0,34.0,28.0,124.0,50.0,614.0,0.0011844008367297,9.465426916949784e-05,0.0005977539345264,2.375088672887769e-06,9.500354691551075e-06,1.9559553776722805e-06,3.492777460129072e-06,0.0001564065746645,0.0005720470924199,0.0006365237643339,4.2891307210385006e-05,1645.237894819198,27.67,6.6,63.0,28.6113,4852.82,21.9593,0.7736,1.58,2.36179,8.56,2305.251,12.28934,0.0,23.0
62,17846.0,9398.0,34.0,0.0,123.0,11.0,583.0,0.001208296308975,9.0117807197454e-05,0.0006363089046143,2.3020326406562256e-06,9.275837404997143e-06,0.0,7.447752660946612e-07,0.0001537622390273,0.0005287904389272,0.0006165385066416,3.9473089103017045e-05,2503.1896693441563,28.29,6.9,67.0,16.2643,5063.935,29.61375,1.00842,1.94,2.29981,8.06,2345.646,19.7644,0.0,0.0
63,17567.0,9927.0,36.0,0.0,124.0,12.0,527.0,0.001155551035763,8.551353939158169e-05,0.0006529945427232,2.3680672446899545e-06,9.274930041702322e-06,0.0,7.893557482299848e-07,0.0001555030824013,0.0004866378187837,0.0006059620960578,3.46658732764335e-05,3445.60362066957,28.18,12.8,50.0,6.78,4952.0,24.5758,1.20392,2.32,2.32859,8.55,2387.691,11.84964,0.0,0.0
64,16328.0,10340.0,38.0,105.0,125.0,34.0,444.0,0.0010432055647171,8.177995607777453e-05,0.0006606287076907,2.427842446058932e-06,9.136354468063871e-06,6.708512022004942e-06,2.172280083315886e-06,0.0001549985730036,0.0004490869619302,0.0005937991498334,2.836742226447804e-05,4169.8832916969,36.59,10.0,77.0,25.2394,3126.89,25.46701,1.24133,2.4,4.55716,7.39,1969.455,11.55457,0.0,0.0
65,13805.0,10889.0,40.0,7.0,126.0,5.0,371.0,0.0008573436655096,7.71329831628386e-05,0.0006762488354751,2.484154047112354e-06,9.129266123137902e-06,4.34726958244662e-07,3.1051925588904425e-07,0.0001572469511822,0.0004100096254758,0.0005812920470242,2.3040528786967084e-05,5498.612879432018,44.96,9.4,64.0,25.5154,5416.106,20.71734,1.35604,2.62,2.19674,7.54,2001.243,4.09788,0.0,0.0
66,11334.0,11433.0,43.0,62.0,125.0,28.0,326.0,0.0006841918953624,7.171519072618754e-05,0.0006901681612563,2.5957518528838925e-06,9.23604729049385e-06,3.742711973925612e-06,1.6902570204825346e-06,0.0001599707537242,0.0003681138325322,0.0005650287754184,1.967942102418951e-05,4244.175012109485,34.2,6.1,84.0,5.35,3754.536,33.71224,0.90148,1.74,2.03607,6.69,2043.319,3.95743,0.0,0.0
67,10045.0,12036.0,45.0,25.0,124.0,23.0,307.0,0.0005893959656564,6.865040117651532e-05,0.0007062189987696,2.640400045250589e-06,9.270737936657624e-06,1.466888914028105e-06,1.3495378009058567e-06,0.0001630593716833,0.0003402008769413,0.0005581218940094,1.801339586426513e-05,4916.952964265647,33.49,10.0,68.0,23.9246,6025.348,25.79758,7.58,1.83,2.98723,6.97,2523.906,10.80613,0.0,0.0
68,8972.0,12798.0,49.0,130.0,123.0,7.0,299.0,0.0005113786888004,6.349485725854513e-05,0.0007294498951479,2.7928617645141034e-06,9.347537334292104e-06,7.40963325279252e-06,3.9898025207344337e-07,0.0001660897792202,0.0003040799492588,0.0005427841343564,1.7042156481422794e-05,6371.714625612891,39.54,10.3,74.0,22.8396,2301.511,32.13295,7.66,1.85,1.92351,6.58,2568.175,3.7066,0.0,0.0
69,8550.0,13533.0,52.0,0.0,123.0,6.0,292.0,0.0004735249172688,5.959214163523495e-05,0.0007494985620349,2.8799176254946258e-06,9.415115314117046e-06,0.0,3.322981875570722e-07,0.0001693059265603,0.0002741460047345,0.0005274679897155,1.6171845127777515e-05,7091.963301874294,39.8,10.0,61.0,5.37,2198.483,23.15191,7.83,1.95,1.87676,6.93,2149.165,17.31306,0.0,0.0
70,8570.0,13524.0,55.0,9.0,122.0,4.0,283.0,0.0004616146666991,5.440266200304784e-05,0.0007284570306229,2.962521198185773e-06,9.42620381240928e-06,4.84776196066763e-07,2.154560871407836e-07,0.0001706950850372,0.0002436269705344,0.0005000735782537,1.5243518165210436e-05,7363.750418254129,50.84,10.6,54.0,5.22,5816.967,27.8577,7.67,1.93,3.48294,2.63,2202.802,17.12404,0.0,0.0
71,8798.0,13176.0,58.0,0.0,119.0,0.0,271.0,0.0004609152945818,4.971682365971773e-05,0.0006902727803376,3.038541382785699e-06,9.272790081949462e-06,0.0,0.0,0.0001691105445453,0.0002163651019121,0.0004733837919801,1.4197322667843526e-05,7633.654171870169,56.18,10.7,61.0,13.1431,6247.707,23.18967,8.1,2.65,1.58896,10.4403,2256.52,3.50192,0.0,0.0
72,9549.0,13544.0,61.0,75.0,118.0,1.0,266.0,0.0004865645212376,4.662336757068102e-05,0.0006901277490462,3.1082245047120685e-06,9.273719014058956e-06,3.821587505793527e-06,5.0954500077247024e-08,0.0001717676197603,0.000196582461298,0.0004592019546961,1.3553897020547707e-05,5920.607181975641,54.25,10.0,56.0,22.6938,2477.311,23.61997,6.53,1.24,2.41002,6.47,2803.152,3.47397,3.0,0.0
73,10192.0,14825.0,65.0,113.0,114.0,36.0,257.0,0.0005052464930678,4.273179719627855e-05,0.0007349175097851,3.2222352874223963e-06,9.319695908237084e-06,5.6017321150573964e-06,1.7846226207262502e-06,0.000173851986969,0.0001778178150151,0.0004365880950204,1.2740222597962396e-05,5013.004941620037,49.67,10.0,57.0,5.1,2607.105,17.88613,6.09,0.83,2.9293,9.96,2334.358,9.81992,881.0,0.0
74,10595.0,16149.0,70.0,11.0,115.0,27.0,258.0,0.0005111234353206,3.97996068088299e-05,0.0007790592125524,3.3769363352946578e-06,9.455421738825042e-06,5.30661424117732e-07,1.3025325864707966e-06,0.0001765655283882,0.0001563039103764,0.0004351906097241,1.2446422492943168e-05,5886.578935790353,57.86,10.0,64.0,4.86,4914.9,25.47491,6.16,1.7294117647058822,2.75665,2.43,2342.847,3.34591,0.0,0.0
75,10793.0,16728.0,75.0,8.0,113.0,31.0,249.0,0.0005206753409547,3.8448832274712034e-05,0.0008069913002401,3.618146073529992e-06,9.841357320001574e-06,3.8593558117653234e-07,1.4955003770590629e-06,0.0001856350145459,0.0001447258429411,0.0004396771108553,1.2012244964119567e-05,4889.466119873136,47.66,10.0,60.0,12.3511,5235.704,17.81335,6.15,1.7294117647058822,1.40549,9.8,515.6892,15.58766,0.0,0.0
76,10784.0,16802.0,80.0,30.0,114.0,16.0,246.0,0.0004927558403036,3.623473491846819e-05,0.0007677377252208,3.655458755961482e-06,9.641272468848409e-06,1.3707970334855555e-06,7.310917511922964e-07,0.0001842808145349,0.0001327845393103,0.0004227994983613,1.1240535674581557e-05,3861.809402735508,39.66,10.0,53.0,12.5546,2919.516,26.13221,5.84,1.7294117647058822,1.39277,2.3,2403.008,15.26225,0.0,0.0
77,6.0,1753.0,42.0,19.0,94.0,0.0,55.0,1.6070430482906793e-07,2.4641326740457085e-05,4.695244106089269e-05,1.1249301338034755e-06,2.675726675403981e-05,5.088969652920485e-07,0.0,0.000260207053569,4.5345398012602e-05,0.0001456784523275,1.473122794266456e-06,8510.873199696633,320.63,1.9,2.4,15.9587,3242.142,11.46707,5.3,5.3,0.75152,3.38,413.6561,7.38351,0.0,0.0
78,6.0,1767.0,45.0,33.0,66.0,0.0,53.0,1.5917581733068097e-07,2.427431214292885e-05,4.6877278203885546e-05,1.1938186299801074e-06,2.501713262380536e-05,8.754669953187453e-07,0.0,0.0002601728734269,4.557734236235165e-05,0.000145539755646,1.406053053087682e-06,7969.959703050084,303.42,1.8,2.3,4.0,4339.0,11.64031,5.32,5.32,0.36812,4.0,3283.805,8.80952,0.0,17970.0
79,5.0,1829.0,46.0,21.0,62.0,0.0,49.0,1.3158085875352716e-07,2.350034137337995e-05,4.813227813204023e-05,1.21054390053245e-06,2.3579289888632063e-05,5.526396067648141e-07,0.0,0.0002609774752517,4.763227086877683e-05,0.0001448442093158,1.2894924157845662e-06,2959.4640427408312,97.32,1.9,2.4,10.2825,791.7375,9.80846,5.28,5.28,0.73398,10.2427,3057.376,16.71539,0.0,0.0
80,5.0,1878.0,44.0,32.0,60.0,0.0,49.0,1.3042271567221956e-07,2.1806678060395108e-05,4.8986772006485664e-05,1.147719897915532e-06,2.31630743033862e-05,8.347053803022051e-07,0.0,0.0002618366439835,4.674350129692348e-05,0.0001442736080766,1.2781426135877517e-06,3715.24756318198,117.88,1.6,2.2,3.76,863.833,4.40859,5.08,5.08,0.38907,9.7,2666.69,2.56293,0.0,0.0
81,5.0,1747.0,44.0,7.0,58.0,0.0,48.0,1.2905946213385058e-07,1.9771909598905905e-05,4.509337606956738e-05,1.1357232667778849e-06,2.2327286949156143e-05,1.806832469873908e-07,0.0,0.0002538599620172,4.2950988998145465e-05,0.0001421202797017,1.2389708364849651e-06,4256.664991991086,130.61,1.5,2.0,14.549,4084.0,4.71731,5.03,5.03,0.76153,3.55,400.9935,11.15474,0.0,11483.0
82,4.0,1620.0,46.0,14.0,59.0,0.0,45.0,1.0208962141595245e-07,1.8810012745889235e-05,4.134629667346073e-05,1.174030646283453e-06,2.194926860442977e-05,3.573136749558335e-07,0.0,0.0002457041963428,3.920241462372573e-05,0.0001434869629001,1.1485082409294648e-06,5085.926282105272,186.08,1.6,2.0,8.54,3473.564,11.63965,4.64,4.57,0.68499,13.9082,2307.867,10.24511,0.0,10727.0
83,4.0,1692.0,49.0,3.0,56.0,0.0,43.0,1.0097330185120413e-07,1.812470768229114e-05,4.271170668305935e-05,1.2369229476772506e-06,2.1633529921620485e-05,7.57299763884031e-08,0.0,0.0002392057520855,3.688049850115231e-05,0.0001464365310097,1.0854629949004443e-06,5878.968553682658,214.55,1.6,1.9,3.26,3870.974,20.27115,4.67,4.62,0.47942,8.6,2230.062,5.67592,0.0,11461.0
84,4.0,1727.0,52.0,14.0,93.0,0.0,41.0,9.987810875607409e-08,1.7928120521715297e-05,4.312237345543498e-05,1.2984154138289632e-06,2.1573671491312e-05,3.495733806462593e-07,0.0,0.0002397823695961,3.595611915218667e-05,0.0001521642986898,1.023750614749759e-06,7189.251237789402,260.05,1.6,1.9,8.17,4278.738,14.10129,4.65,4.65,0.76752,8.25,1725.502,8.94359,0.0,11575.0
85,4.0,1714.0,54.0,11.0,54.0,0.0,39.0,9.880934736426069e-08,1.716812410454029e-05,4.233980534558569e-05,1.333926189417519e-06,2.082406995701793e-05,2.717257052517168e-07,0.0,0.0002270885825799,3.332345239859691e-05,0.0001532038930882,9.633911368015411e-07,8980.411046885036,328.28,1.7,1.6,8.59,4625.266,14.81531,4.45,4.45,0.52743,14.2972,2164.125,1.67884,8.0,12198.0
86,4.0,1721.0,57.0,22.0,52.0,0.0,37.0,9.776703991515385e-08,1.6327095665830693e-05,4.206426892349495e-05,1.3931803187909425e-06,1.9846709102776232e-05,5.377187195333461e-07,0.0,0.0002236665455658,3.187205501234016e-05,0.0001535186944267,9.043451192151732e-07,8179.019466981919,312.32,2.0,1.6,14.0393,1144.871,21.51173,4.31,4.31,0.39988,3.22,2174.724,5.37197,0.0,5913.0
87,0.0,1651.0,60.0,7.0,52.0,0.0,35.0,0.0,1.5770428994369088e-05,3.993401575107877e-05,1.451266471874456e-06,1.874552526171172e-05,1.6931442171868657e-07,0.0,0.0002225759012364,3.1057102498113354e-05,0.0001535681804988,8.465721085934326e-07,10273.24928887943,401.22,1.8,1.4,8.43,5252.0,20.80035,8.15,3.91,0.49112,14.2274,367.2823,9.18617,0.0,5083.0
88,0.0,1611.0,65.0,2.0,48.0,0.0,35.0,0.0,1.5226338079098816e-05,3.856860164375502e-05,1.5561509043104137e-06,1.7979528140571087e-05,4.788156628647426e-08,0.0,0.000221141013894,2.992597892904641e-05,0.0001543941104907,8.379274100132995e-07,12632.210580830211,472.46,1.9,1.6,14.0094,1263.701,5.95828,7.69,4.05,0.81113,8.53,1823.144,1.68009,0.0,5481.0
89,0.0,1733.0,68.0,4.0,48.0,0.0,34.0,0.0,1.4813060597315694e-05,4.107365442423695e-05,1.6116609929879474e-06,1.734905657157614e-05,9.480358782282045e-08,0.0,0.0002189251851798,2.8867692492048825e-05,0.0001552645759568,8.058304964939737e-07,13738.604134725758,507.03,1.8,1.5,8.96,4312.444,5.39316,8.0,4.04,0.85005,3.45,401.8612,1.87555,0.0,4619.0
90,0.0,1747.0,72.0,58.0,48.0,0.0,34.0,0.0,1.4245154652627091e-05,4.099882236925788e-05,1.689705329471418e-06,1.6850117035562197e-05,1.361151515407531e-06,0.0,0.0002181597325384,2.8138287361614305e-05,0.000155804912255,7.979164055837252e-07,14350.080659961352,511.18,1.9,1.6,3.14,6052.0,23.36633,8.27,3.48,0.52847,14.2312,2552.115,10.43945,0.0,3772.0
91,0.0,1766.0,74.0,8.0,46.0,0.0,35.0,0.0,1.35504580008319e-05,4.1046498849861294e-05,1.7199552179443578e-06,1.680442733207798e-05,1.859411046426333e-07,0.0,0.0002169467838417,2.733334238246709e-05,0.0001514025444552,8.134923328115206e-07,13099.87621900664,437.93,1.8,1.5,9.16,4492.209,13.36851,7.93,3.22,0.56808,15.1165,2757.2,11.14541,0.0,87.0
92,0.0,1765.0,78.0,17.0,45.0,0.0,35.0,0.0,1.2962825838931984e-05,4.063834388226457e-05,1.7959154803493692e-06,1.676187781659411e-05,3.91417476486401e-07,0.0,0.0002223021020868,2.737619879660769e-05,0.0001472190202737,8.058595104131784e-07,14792.449271374066,505.43,1.6,1.5,3.23,4720.571,22.49053,8.49,3.38,0.54369,3.27,436.7282,10.98532,0.0,156.0
93,0.0,1817.0,83.0,10.0,44.0,1.0,35.0,0.0,1.3049431245558174e-05,4.145247652653707e-05,1.8935363520652595e-06,1.6927758713643645e-05,2.2813690988738066e-07,2.2813690988738067e-08,0.0002325627659391,2.7923957770215395e-05,0.0001461445044738,7.984791846058323e-07,12702.069986563649,433.5,1.4,1.6,3.08,4705.06,6.33972,8.38,4.418125,0.58774,13.6801,429.9848,6.22563,0.0,74.0
94,0.0,1810.0,81.0,1.0,45.0,0.0,36.0,0.0,1.295536643383484e-05,4.092358332502803e-05,1.831386878081365e-06,1.7432089913589288e-05,2.260971454421438e-08,0.0,0.0002373567832851,2.8239533465723763e-05,0.0001454030742338,8.139497235917177e-07,14557.513416152417,556.3,1.5,1.4,3.55,6150.897,6.13201,8.29,4.418125,0.59236,14.4612,2788.342,1.96502,0.0,4396.0
95,0.0,1796.0,83.0,2.0,44.0,0.0,36.0,0.0,1.2887537290202198e-05,4.060704732140903e-05,1.8766063071697927e-06,1.7974723062650435e-05,4.521942908842876e-08,0.0,0.0002384872690123,2.801343632028162e-05,0.000144498685652,8.139497235917177e-07,11857.235208136892,431.9,1.4,1.5,3.59,4760.515,13.5731,7.95,4.418125,0.51315,3.56,427.1744,6.07538,7.0,7715.0
96,0.0,1777.0,86.0,0.0,45.0,0.0,36.0,0.0,1.2577332819692243e-05,3.9487491909175126e-05,1.911043502638751e-06,1.824379901937692e-05,0.0,0.0,0.0002391470950627,2.7887902276879448e-05,0.0001403950331357,7.999716987790121e-07,10039.97814121776,353.69,1.1,1.4,8.14,6297.525,14.06304,7.95,4.418125,0.54996,8.37,430.1539,6.05589,0.0,9278.0
97,0.0,1.0,6.0,0.0,155.0,0.0,5.0,0.0,5.324470609579577e-05,3.2867102528269e-07,1.97202615169614e-06,3.25384315029863e-05,0.0,0.0,0.0004118247946792,5.916078455088419e-06,0.0001101047934697,1.6433551264134498e-06,628.4190003405032,16.84,0.0,5.4,5.49,139.5804,8.57017,0.204,0.28,0.50999,5.07,29.6996,7.50039,0.0,3431.0
98,0.0,1.0,6.0,0.0,155.0,1.0,5.0,0.0,4.822317420786831e-05,3.3029571375252265e-07,1.981774282515136e-06,3.104779709273713e-05,0.0,3.3029571375252265e-07,0.0004369812292945,5.284731420040362e-06,0.0001096581769658,1.6514785687626132e-06,699.5663217278429,17.15,27.6,5.0,1.29,594.0,29.69381,0.288,0.38,0.74495,1.33,129.1454,1.61119,0.0,987.0
99,0.0,1.0,6.0,0.0,154.0,0.0,5.0,0.0,4.280285007256576e-05,3.318050393222152e-07,1.990830235933291e-06,2.953064849967716e-05,0.0,0.0,0.0004539092937927,4.313465511188798e-06,0.0001058458075437,1.659025196611076e-06,788.3687734295834,45.72,0.0,5.8,3.1,579.0,19.08387,0.216,0.28,1.09924,3.45,25.05967,1.55735,0.0,1759.0
100,0.0,1.0,6.0,0.0,152.0,0.0,5.0,0.0,3.7312040595500165e-05,3.331432196026801e-07,1.9988593176160803e-06,2.5318884689803685e-05,0.0,0.0,0.0004733965150554,3.331432196026801e-06,0.0001036075412964,1.6657160980134004e-06,935.133017424723,52.07,0.0,5.4,1.01,558.0,18.48944,0.12,0.16,1.57464,4.34,22.80243,6.66187,0.0,0.0
101,0.0,2.0,7.0,1.0,150.0,0.0,6.0,0.0,3.1758130081300816e-05,6.685922122379118e-07,2.340072742832692e-06,2.540650406504065e-05,3.342961061189559e-07,0.0,0.0004559798887462,2.005776636713736e-06,9.69458707744972e-05,2.005776636713736e-06,1195.777171587505,52.81,0.0,5.7,1.8,554.0,9.67343,0.336,0.43,1.12457,6.24,24.14804,4.00426,0.0,504.0
102,0.0,4.0,7.0,0.0,151.0,1.0,6.0,0.0,2.782523339671676e-05,1.3409751034562293e-06,2.346706431048401e-06,2.4137551862212127e-05,0.0,3.352437758640573e-07,0.0004559315351751,1.3409751034562293e-06,9.487398856952822e-05,2.011462655184344e-06,1642.6945017338808,60.8,0.0,6.0,1.82,144.9919,18.31439,0.36,0.46,1.16991,4.24,123.1429,7.13136,0.0,167.0
103,0.0,10.0,8.0,1.0,162.0,2.0,7.0,0.0,2.351856555564963e-05,3.3597950793785187e-06,2.687836063502815e-06,2.251062703183608e-05,3.3597950793785185e-07,6.719590158757037e-07,0.0004552522332557,1.0079385238135557e-06,9.20583851749714e-05,2.351856555564963e-06,2144.8931786752464,77.4,0.0,6.2,8.71,528.0,26.58098,0.216,0.28,2.26487,3.19,126.9311,4.29068,0.0,128.0
104,0.0,7.0,8.0,0.0,138.0,16.0,6.0,0.0,2.15368566284724e-05,2.3555936937391686e-06,2.69210707855905e-06,2.254639678293204e-05,0.0,5.3842141571181e-06,0.0004478993151952,6.730267696397625e-07,8.984907374690828e-05,2.0190803089192874e-06,3097.9422206518266,100.85,0.0,6.4,8.28,341.7882,11.13102,0.18,0.23,0.88144,3.13,101.2335,1.49986,0.0,133.0
105,0.0,12.0,9.0,1.0,153.0,6.0,7.0,0.0,2.0211642849491308e-05,4.0423285698982615e-06,3.031746427423696e-06,2.189594642028225e-05,3.368607141581885e-07,2.0211642849491308e-06,0.0004584674319692,6.737214283163769e-07,8.893122853776175e-05,2.358024999107319e-06,3928.469648512794,190.94,0.0,6.1,2.27,504.0,29.77877,0.18,0.23,1.49375,2.67,126.1594,1.60336,0.0,98.0
106,0.0,12.0,10.0,1.0,143.0,5.0,8.0,0.0,1.9548338997857773e-05,4.044483930591263e-06,3.370403275492719e-06,2.123354063560413e-05,3.37040327549272e-07,1.6852016377463596e-06,0.0004566896438292,6.740806550985439e-07,8.76304851628107e-05,2.6963226203941755e-06,2914.724752646104,186.98,0.0,5.2,4.06,393.8976,29.13286,0.228,0.27,0.71438,4.77,126.8397,4.39181,0.0,71.0
107,0.0,10.0,10.0,1.0,127.0,4.0,7.0,0.0,1.9212606705806456e-05,3.370632755404641e-06,3.370632755404641e-06,2.0897923083508773e-05,3.370632755404641e-07,1.3482531021618563e-06,0.0004533501056019,6.741265510809282e-07,8.662526181389927e-05,2.359442928783249e-06,3121.2059315046977,231.87,27.1,5.6,9.92,145.4375,18.03766,4.23,0.3,1.80236,10.4544,123.7825,7.50142,0.0,38.0
108,0.0,10.0,10.0,1.0,109.0,5.0,6.0,0.0,1.8194223334091427e-05,3.369300617424338e-06,3.369300617424338e-06,2.0552733766288465e-05,3.369300617424338e-07,1.684650308712169e-06,0.0004450846115617,6.738601234848676e-07,8.86126062382601e-05,2.021580370454603e-06,3417.144686191764,261.18,0.0,4.2,8.96,384.5453,28.56125,4.07,0.39,0.59611,9.5,101.8416,4.32923,0.0,15.0
109,0.0,20.0,9.0,2.0,77.0,9.0,4.0,0.0,1.784214415442544e-05,6.732884586575638e-06,3.029798063959037e-06,2.087194221838448e-05,6.732884586575638e-07,3.029798063959037e-06,0.0004315779019994,3.366442293287819e-07,8.988400923078477e-05,1.3465769173151276e-06,3574.825071242335,268.26,26.0,4.7,6.39,491.0,17.02355,3.89,0.31,1.03541,10.8577,99.57998,7.36944,0.0,6.0
110,0.0,16.0,9.0,1.0,63.0,6.0,3.0,0.0,1.647510712181896e-05,5.379626815287823e-06,3.026040083599401e-06,2.118228058519581e-05,3.3622667595548895e-07,2.017360055732934e-06,0.0004122139047214,3.3622667595548895e-07,8.708270907247164e-05,1.008680027866467e-06,3739.176863300993,335.22,0.0,3.6,3.72,106.472,6.92125,3.92,0.13,0.84296,5.24,91.4021,1.63829,0.0,2.0
111,0.0,28.0,9.0,0.0,55.0,22.0,2.0,0.0,1.577843584672626e-05,9.39991922783692e-06,3.021402608947582e-06,2.1485529663627247e-05,0.0,7.385650821871867e-06,0.000401175124188,3.3571140099417573e-07,8.72849642584857e-05,6.714228019883515e-07,3897.6093655423806,339.51,0.0,2.8,4.63,119.2592,16.65292,4.22,0.13,1.13121,8.1,25.04807,6.48057,0.0,2.0
112,0.0,31.0,9.0,0.0,49.0,51.0,2.0,0.0,1.5750939442999863e-05,1.0388917504957356e-05,3.0161373401489102e-06,2.1783214123297684e-05,0.0,1.709144492751049e-05,0.0004051677826933,3.351263711276567e-07,9.182462568897792e-05,6.702527422553134e-07,3536.588594510161,302.94,0.0,2.4,7.57,114.203,7.36686,4.04,0.2,0.90408,3.71,89.15789,3.881,0.0,4.0
113,0.0,27.0,9.0,0.0,46.0,120.0,2.0,0.0,1.5051858670405772e-05,9.031115202243463e-06,3.0103717340811544e-06,2.20760593832618e-05,0.0,4.013828978774872e-05,0.0003893414109411,3.3448574823123937e-07,8.763526603658471e-05,6.689714964624787e-07,3527.4867008466504,291.96,0.0,2.0,4.43,144.2298,22.93751,3.83,0.26,0.81177,5.71,87.81161,3.79676,0.0,1.0
114,0.0,22.0,9.0,0.0,47.0,0.0,2.0,0.0,1.5020593233322883e-05,7.343401136291187e-06,3.004118646664577e-06,2.236399436961408e-05,0.0,0.0,0.0003992139890456,3.3379096074050856e-07,8.378153114586765e-05,6.675819214810171e-07,3847.6084044558415,346.7,0.0,1.6,0.904,482.7927,8.52857,3.83,0.2776470588235294,0.81862,5.54,110.7382,1.50081,0.0,8.0
115,0.0,20.0,10.0,0.0,48.0,1.0,2.0,0.0,1.4686802272582375e-05,6.675819214810171e-06,3.337909607405085e-06,2.2697785330354583e-05,0.0,3.3379096074050856e-07,0.0004052222263389,3.3379096074050856e-07,8.17787853814246e-05,6.675819214810171e-07,4158.367788905256,365.03,0.0,1.0,1.65,466.7914,20.38846,3.69,0.2776470588235294,0.65842,2.08,112.7528,1.52058,0.0,4.0
116,0.0,19.0,10.0,0.0,47.0,0.0,2.0,0.0,1.4618877555936313e-05,6.312697126427043e-06,3.322472171803707e-06,2.292505798544558e-05,0.0,0.0,0.0004103253132177,3.322472171803707e-07,7.973933212328897e-05,6.644944343607414e-07,4524.874850779469,453.78,4.247368421052632,1.2,1.02,423.0915,10.66026,3.77,0.2776470588235294,0.83864,5.58,111.9239,6.3539,0.0,1.0
117,0.0,162.0,896.0,3.0,37.0,1.0,10.0,0.0,1.275377251867483e-05,8.502515012449886e-06,4.702625587132777e-05,2.1623680155119464e-05,1.5745398171203497e-07,5.2484660570678324e-08,0.0001590285215291,4.933558093643761e-06,0.0001075935541698,5.248466057067831e-07,20975.494597071585,461.55,0.1,0.28,18.8245,1873.0,9.86234,2.95,2.95,0.37727,12.7003,313.1627,1.64897,0.0,212.0
118,0.0,146.0,782.0,4.0,34.0,4.0,10.0,0.0,1.2076132917485907e-05,7.567018909669282e-06,4.053019717370807e-05,2.166447879617644e-05,2.073155865662817e-07,2.073155865662817e-07,0.0001624317620746,5.027402974232331e-06,0.0001022584130738,5.182889664157043e-07,19566.75603350552,451.91,0.1,0.44,11.1879,1300.841,9.33071,2.91,2.91,0.17081,5.51,306.701,1.08173,0.0,113.0
119,0.0,133.0,752.0,1.0,35.0,0.0,11.0,0.0,1.151782513975729e-05,6.80831441594542e-06,3.849513113376659e-05,2.206303393437952e-05,5.1190333954476854e-08,0.0,0.0001685185793781,5.221414063356639e-06,9.879734453214032e-05,5.630936734992453e-07,21761.778819057425,496.83,0.1,0.34,10.3849,1768.0,5.01489,3.01,3.01,0.28557,17.3502,100.8314,1.5206,0.0,68.0
120,0.0,134.0,767.0,3.0,38.0,0.0,11.0,0.0,1.0927557377264811e-05,6.779132817377245e-06,3.880294679797274e-05,2.2361020188662253e-05,1.517716302397891e-07,0.0,0.0001729690679299,5.261416514979354e-06,9.561612705106712e-05,5.564959775458933e-07,27366.95445940463,644.62,0.1,0.26,4.27,1207.184,12.32965,3.0,3.0,0.57579,4.82,257.6622,0.81256,0.0,76.0
