,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Prevalence of anaemia in pregnant women (aged 15-49) (%),Stillbirth rate (per 1000 total births),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)","Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)"
2138,14.7,36.6,7.34073,5.2,53.4
2139,15.2,36.0,7.17159,5.0,54.0
2140,15.6,35.4,7.00336,4.9,54.6
2141,16.2,34.9,6.84644,4.7,55.2
2142,16.7,34.2,6.70655,4.6,55.9
2143,17.3,33.4,6.55361,4.4,56.7
2144,17.9,32.8,6.39569,4.3,57.5
2145,18.6,32.2,6.18993,4.1,58.2
2146,19.3,31.8,6.0014,4.0,58.9
2147,20.0,31.5,5.82283,3.8,59.6
2148,20.7,31.2,5.63553,3.7,60.4
2149,21.4,31.1,5.50455,3.5,61.1
2150,22.2,30.9,5.45322,3.4,61.9
2151,22.9,30.8,5.46351,3.3,62.6
2152,17.647058823529413,30.6,5.47587,4.435294117647059,56.88823529411765
2153,17.647058823529413,30.4,5.53449,4.435294117647059,56.88823529411765
2154,17.647058823529413,30.2,5.56309,4.435294117647059,56.88823529411765
2155,2.4,48.5,39.88439,20.8,18.2
2156,2.6,48.3,39.31384,20.5,18.8
2157,2.7,48.3,38.92901,20.1,19.3
2158,2.9,48.3,38.62369,19.8,19.9
2159,3.0,48.2,38.54374,19.4,20.5
2160,3.2,48.1,38.57723,19.1,21.1
2161,3.4,48.1,38.26382,18.7,21.7
2162,3.6,48.0,37.98163,18.4,22.3
2163,3.8,47.8,37.66842,18.0,22.9
2164,4.0,47.7,37.26067,17.7,23.6
2165,4.3,47.4,36.49655,17.3,24.2
2166,4.5,47.3,35.62989,17.0,24.9
2167,4.8,47.1,34.82981,16.6,25.6
2168,5.1,46.6,34.24593,16.3,26.3
2169,5.4,46.2,33.65653,15.9,27.0
2170,5.7,45.8,32.87443,15.6,27.7
2171,6.0,45.4,32.41625,15.2,28.4
2172,3.964705882352941,45.0,31.89944,18.023529411764702,23.08235294117647
2173,3.964705882352941,44.5,31.29862,18.023529411764702,23.08235294117647
2174,3.964705882352941,44.0,30.6252,18.023529411764702,23.08235294117647
2175,10.3,27.7,11.49833,3.5,48.5
2176,10.7,27.3,11.31844,3.3,49.3
2177,11.2,27.0,11.12904,3.2,50.0
2178,11.6,26.9,10.96909,3.0,50.8
2179,12.1,26.7,10.7873,2.9,51.5
2180,12.5,26.5,10.5697,2.8,52.1
2181,13.0,26.1,10.35502,2.7,52.8
2182,13.4,25.7,10.11015,2.6,53.4
2183,13.9,25.2,9.90163,2.5,54.0
2184,14.3,24.5,9.72368,2.4,54.6
2185,14.8,24.1,9.51175,2.3,55.2
2186,15.3,24.0,9.27014,2.2,55.8
2187,15.7,23.7,9.03229,2.2,56.4
2188,16.2,23.4,8.82372,2.1,57.0
2189,16.7,23.2,8.61749,2.0,57.6
2190,17.3,23.0,8.40485,1.9,58.2
2191,17.8,22.8,8.22826,1.9,58.8
2192,13.929411764705884,22.7,8.06597,2.5588235294117645,53.88235294117647
2193,13.929411764705884,22.6,7.89089,2.5588235294117645,53.88235294117647
2194,13.929411764705884,22.6,7.7144,2.5588235294117645,53.88235294117647
2195,9.6,27.0,17.05079,2.6,42.3
2196,10.0,27.0,16.8099,2.5,43.0
2197,10.5,27.0,16.54199,2.4,43.8
2198,10.9,27.0,16.29602,2.3,44.5
2199,11.3,27.1,15.98843,2.2,45.3
2200,11.8,27.1,15.60991,2.1,46.0
2201,12.3,27.1,15.16507,2.0,46.7
2202,12.7,27.0,14.62186,2.0,47.5
2203,13.2,26.7,14.1489,1.9,48.1
2204,13.6,26.3,13.74223,1.8,48.8
2205,14.1,25.9,13.36143,1.7,49.5
2206,14.6,25.9,13.0263,1.7,50.2
2207,15.1,25.9,12.65922,1.6,50.8
2208,15.6,25.8,12.26199,1.5,51.5
2209,16.1,25.6,11.92534,1.5,52.2
2210,16.6,25.6,11.50817,1.4,52.8
2211,17.1,25.6,11.24188,1.4,53.5
2212,13.241176470588234,25.7,10.97448,1.9176470588235293,48.02941176470589
2213,13.241176470588234,25.6,10.72705,1.9176470588235293,48.02941176470589
2214,13.241176470588234,25.4,10.53607,1.9176470588235293,48.02941176470589
2215,9.3,31.6,13.60428,1.9,48.3
2216,9.6,31.8,13.10325,1.8,48.9
2217,9.9,31.8,12.63412,1.7,49.5
2218,10.3,31.9,12.22321,1.7,50.1
2219,10.6,31.8,11.78947,1.6,50.7
2220,10.9,31.6,11.15113,1.5,51.3
2221,11.3,31.2,10.54035,1.5,51.9
2222,11.6,30.7,10.00585,1.4,52.4
2223,12.0,30.1,9.55582,1.4,53.0
2224,12.4,29.5,9.23958,1.3,53.6
2225,12.8,29.0,8.99154,1.3,54.2
2226,13.1,28.5,8.75688,1.2,54.7
2227,13.5,28.1,8.49365,1.2,55.3
2228,13.9,27.8,8.2559,1.1,55.8
2229,14.3,27.6,8.04372,1.1,56.4
2230,14.8,27.4,7.85725,1.1,56.9
2231,15.2,27.2,7.64842,1.0,57.5
2232,12.088235294117649,27.1,7.39998,1.4,52.97058823529412
2233,12.088235294117649,27.1,7.20322,1.4,52.97058823529412
2234,12.088235294117649,27.1,7.05049,1.4,52.97058823529412
2235,2.3,42.3,14.02695,15.2,19.6
2236,2.4,41.8,13.98959,14.9,20.1
2237,2.6,41.4,13.98767,14.6,20.5
2238,2.7,41.1,13.91404,14.4,21.0
2239,2.8,40.7,13.82969,14.1,21.4
2240,3.0,40.2,13.68454,13.8,21.9
2241,3.1,39.9,13.44764,13.5,22.3
2242,3.3,39.2,13.13526,13.3,22.8
2243,3.5,38.3,12.90376,13.0,23.3
2244,3.7,37.5,12.59297,12.7,23.8
2245,3.8,36.5,12.28655,12.4,24.3
2246,4.0,35.3,11.98855,12.2,24.8
2247,4.3,33.9,11.71564,11.9,25.3
2248,4.5,32.3,11.47314,11.6,25.9
2249,4.7,31.1,11.24615,11.4,26.4
2250,5.0,29.9,11.07568,11.1,27.0
2251,5.2,28.9,10.94018,10.9,27.6
2252,3.5823529411764703,27.7,10.7709,13.0,23.41176470588235
2253,3.5823529411764703,26.6,10.59426,13.0,23.41176470588235
2254,3.5823529411764703,25.5,10.41557,13.0,23.41176470588235
2255,16.0,25.1,4.28561,1.2,51.3
2256,16.4,24.7,4.07612,1.2,51.7
2257,16.9,24.4,3.90965,1.1,52.1
2258,17.3,24.1,3.7991,1.1,52.5
2259,17.8,23.9,3.70371,1.1,53.0
2260,18.2,23.7,3.58448,1.0,53.4
2261,18.7,23.5,3.52985,1.0,53.8
2262,19.2,23.3,3.4456,1.0,54.3
2263,19.6,23.0,3.27584,1.0,54.7
2264,20.1,22.8,2.99853,0.9,55.2
2265,20.6,22.5,2.95721,0.9,55.6
2266,21.1,22.3,2.98215,0.9,56.1
2267,21.6,22.1,2.92747,0.8,56.5
2268,22.1,21.9,2.73086,0.8,57.0
2269,22.6,21.7,2.51943,0.8,57.4
2270,23.2,21.7,2.38472,0.8,57.8
2271,23.7,21.6,2.32633,0.7,58.3
2272,19.71176470588236,21.5,2.30955,0.9588235294117649,54.74705882352941
2273,19.71176470588236,21.5,2.33756,0.9588235294117649,54.74705882352941
2274,19.71176470588236,21.6,2.33555,0.9588235294117649,54.74705882352941
2275,12.0,21.1,4.00076,1.0,47.9
2276,12.5,20.7,3.83624,1.0,48.6
2277,13.0,20.4,3.65047,0.9,49.3
2278,13.4,20.1,3.41581,0.9,49.9
2279,13.9,19.9,3.20161,0.9,50.6
2280,14.4,19.7,3.10434,0.8,51.2
2281,14.9,19.5,3.03559,0.8,51.8
2282,15.4,19.4,2.91783,0.8,52.4
2283,16.0,19.2,2.81588,0.8,53.0
2284,16.5,19.1,2.77141,0.7,53.6
2285,17.0,19.1,2.65831,0.7,54.2
2286,17.5,19.0,2.6016,0.7,54.8
2287,18.1,19.0,2.59761,0.7,55.4
2288,18.6,19.1,2.56173,0.6,55.9
2289,19.2,19.1,2.57215,0.6,56.5
2290,19.8,19.2,2.56174,0.6,57.0
2291,20.3,19.2,2.51465,0.6,57.5
2292,16.029411764705884,19.3,2.47801,0.7705882352941176,52.91764705882353
2293,16.029411764705884,19.3,2.4988,0.7705882352941176,52.91764705882353
2294,16.029411764705884,19.4,2.47917,0.7705882352941176,52.91764705882353
2295,22.3,30.6,6.3301,2.3,62.9
2296,22.9,30.2,6.14648,2.2,63.5
2297,23.4,29.8,6.01827,2.2,64.0
2298,24.0,29.5,6.00294,2.1,64.6
2299,24.6,29.2,6.04016,2.0,65.1
2300,25.2,28.9,6.14761,1.9,65.6
2301,25.8,28.5,6.22116,1.8,66.1
2302,26.4,28.2,6.37017,1.8,66.6
2303,27.0,27.9,6.54599,1.7,67.2
2304,27.7,27.6,6.59592,1.6,67.7
2305,28.3,27.2,6.58767,1.5,68.3
2306,29.0,27.0,6.51494,1.5,68.9
2307,29.7,26.9,6.36612,1.4,69.5
2308,30.4,26.7,6.21575,1.4,70.0
2309,31.1,26.7,6.05577,1.3,70.6
2310,31.8,26.6,5.90527,1.3,71.1
2311,32.5,26.6,5.78115,1.2,71.7
2312,27.18235294117647,26.7,5.64451,1.7176470588235293,67.25882352941177
2313,27.18235294117647,26.7,5.52317,1.7176470588235293,67.25882352941177
2314,27.18235294117647,26.7,5.39784,1.7176470588235293,67.25882352941177
2315,15.0,28.4,6.71377,1.6,49.8
2316,15.4,28.1,6.46462,1.6,50.2
2317,15.8,27.8,6.27965,1.5,50.6
2318,16.3,27.6,6.11119,1.5,51.0
2319,16.7,27.3,5.90844,1.4,51.5
2320,17.2,27.0,5.60846,1.4,52.0
2321,17.7,26.8,5.17761,1.4,52.5
2322,18.2,26.6,4.75102,1.3,53.0
2323,18.7,26.3,4.45775,1.3,53.5
2324,19.2,26.1,4.25447,1.2,54.0
2325,19.8,26.0,4.10143,1.2,54.5
2326,20.3,25.8,4.0952,1.2,55.0
2327,20.9,25.7,4.10846,1.1,55.6
2328,21.5,25.6,3.99284,1.1,56.1
2329,22.1,25.5,3.82193,1.1,56.6
2330,22.7,25.4,3.62379,1.0,57.1
2331,23.4,25.4,3.46836,1.0,57.7
2332,18.876470588235293,25.3,3.35565,1.288235294117647,53.57058823529412
2333,18.876470588235293,25.3,3.28136,1.288235294117647,53.57058823529412
2334,18.876470588235293,25.3,3.22499,1.288235294117647,53.57058823529412
2335,12.0,26.4,6.68848,1.7,51.5
2336,12.3,26.3,6.58743,1.7,51.8
2337,12.6,26.2,6.3766,1.6,52.1
2338,13.0,26.0,6.07946,1.6,52.4
2339,13.3,25.6,5.8156,1.5,52.8
2340,13.7,25.2,5.63736,1.5,53.1
2341,14.1,24.9,5.39614,1.4,53.5
2342,14.4,24.6,5.25771,1.4,53.8
2343,14.8,24.2,4.99578,1.4,54.2
2344,15.2,23.8,4.7437,1.3,54.5
2345,15.6,23.5,4.59536,1.3,54.9
2346,16.0,23.3,4.55262,1.2,55.3
2347,16.4,23.2,4.60416,1.2,55.6
2348,16.8,23.1,4.25438,1.2,56.0
2349,17.2,23.0,4.09839,1.1,56.3
2350,17.6,23.0,4.43578,1.1,56.7
2351,18.1,23.1,4.37512,1.1,57.1
2352,14.888235294117647,23.2,4.16126,1.3705882352941177,54.21176470588235
2353,14.888235294117647,23.3,3.95852,1.3705882352941177,54.21176470588235
2354,14.888235294117647,23.4,3.75316,1.3705882352941177,54.21176470588235
2355,0.6,25.0,28.66508,15.5,15.8
2356,0.7,25.0,27.97839,15.3,16.3
2357,0.7,24.8,27.09871,15.1,16.8
2358,0.8,24.7,26.05614,14.9,17.4
2359,0.8,24.4,24.93478,14.7,17.9
2360,0.9,24.2,23.84354,14.4,18.5
2361,1.0,23.9,22.71678,14.2,19.1
2362,1.0,23.6,21.59352,14.0,19.6
2363,1.1,23.2,20.5847,13.8,20.2
2364,1.2,23.0,19.7583,13.5,20.8
2365,1.3,22.8,18.9438,13.3,21.4
2366,1.4,22.8,18.28341,13.1,22.0
2367,1.5,22.8,17.94728,12.8,22.6
2368,1.6,22.8,18.18723,12.6,23.2
2369,1.7,22.9,18.53618,12.4,23.8
2370,1.8,23.1,18.31302,12.1,24.5
2371,1.9,23.2,17.92305,11.9,25.1
2372,1.1764705882352942,23.3,17.56094,13.741176470588234,20.294117647058822
2373,1.1764705882352942,23.4,17.23915,13.741176470588234,20.294117647058822
2374,1.1764705882352942,23.5,16.9361,13.741176470588234,20.294117647058822
2375,6.9,23.1,13.39873,7.6,39.0
2376,7.1,22.7,13.41603,7.4,39.7
2377,7.4,22.3,13.38006,7.2,40.2
2378,7.7,22.2,13.24563,7.1,40.8
2379,7.9,22.0,13.17933,6.9,41.3
2380,8.2,21.7,13.10511,6.7,41.8
2381,8.4,21.4,13.04924,6.6,42.3
2382,8.7,21.1,12.85377,6.4,42.7
2383,8.9,20.7,12.58039,6.3,43.2
2384,9.2,20.3,12.32443,6.2,43.7
2385,9.5,19.9,12.15417,6.0,44.1
2386,9.8,19.6,12.05818,5.9,44.7
2387,10.2,19.3,12.01747,5.8,45.3
2388,10.6,19.0,11.89777,5.6,45.9
2389,11.0,19.0,11.75872,5.5,46.6
2390,11.5,19.0,11.54794,5.3,47.3
2391,12.0,19.0,11.35663,5.2,48.1
2392,9.117647058823527,19.0,11.25903,6.335294117647059,43.33529411764706
2393,9.117647058823527,19.0,11.21663,6.335294117647059,43.33529411764706
2394,9.117647058823527,19.1,11.18453,6.335294117647059,43.33529411764706
2395,8.4,27.6,10.88382,6.5,42.9
2396,8.8,27.0,10.90064,6.2,43.6
2397,9.2,26.5,11.03011,6.0,44.4
2398,9.7,26.0,11.28329,5.8,45.1
2399,10.1,25.5,11.58144,5.6,45.9
2400,10.5,24.9,11.83638,5.4,46.7
2401,11.0,24.4,12.15164,5.2,47.4
2402,11.5,23.9,12.43133,5.1,48.2
2403,12.0,23.4,12.77891,4.9,49.0
2404,12.5,23.0,13.15535,4.7,49.7
2405,13.0,22.7,13.4515,4.6,50.5
2406,13.6,22.4,13.5446,4.4,51.2
2407,14.1,22.1,13.51163,4.2,52.0
2408,14.7,21.9,13.50634,4.1,52.7
2409,15.3,21.8,13.50834,3.9,53.5
2410,15.9,21.6,13.40916,3.8,54.2
2411,16.6,21.5,13.08802,3.7,55.0
2412,12.17058823529412,21.4,12.74076,4.947058823529411,48.94117647058823
2413,12.17058823529412,21.3,12.40066,4.947058823529411,48.94117647058823
2414,12.17058823529412,21.4,12.09531,4.947058823529411,48.94117647058823
2415,28.3,40.9,10.78295,0.2,69.8
2416,29.1,40.8,10.57688,0.2,70.4
2417,29.8,40.8,10.38739,0.2,71.0
2418,30.5,40.9,10.22654,0.2,71.5
2419,31.3,40.9,10.16226,0.2,72.1
2420,32.0,41.0,10.05281,0.2,72.6
2421,32.7,41.0,10.00228,0.2,73.1
2422,33.4,40.9,9.92235,0.2,73.6
2423,34.1,40.8,9.85651,0.2,74.1
2424,34.8,40.7,9.84258,0.2,74.5
2425,35.5,40.7,9.7157,0.2,75.0
2426,36.3,40.6,9.65192,0.2,75.4
2427,37.0,40.5,9.59995,0.2,75.9
2428,37.7,40.7,9.51278,0.2,76.3
2429,38.5,40.6,9.41027,0.1,76.8
2430,39.2,40.3,9.29877,0.1,77.2
2431,39.9,40.1,9.14231,0.1,77.6
2432,34.12352941176471,39.9,9.01991,0.1823529411764706,73.93529411764706
2433,34.12352941176471,39.7,8.8929,0.1823529411764706,73.93529411764706
2434,34.12352941176471,39.4,8.75406,0.1823529411764706,73.93529411764706
2435,20.1,33.0,9.26927,3.0,61.0
2436,20.7,32.5,9.00393,2.9,61.5
2437,21.3,32.0,8.72724,2.8,62.0
2438,21.9,31.6,8.451,2.7,62.5
2439,22.5,31.2,8.17326,2.7,63.0
2440,23.1,30.8,7.89934,2.6,63.6
2441,23.7,30.2,7.64596,2.5,64.1
2442,24.4,29.7,7.39567,2.4,64.7
2443,25.0,29.1,7.16828,2.3,65.2
2444,25.7,28.6,6.90451,2.2,65.8
2445,26.4,28.1,6.67766,2.2,66.4
2446,27.1,27.7,6.46086,2.1,66.9
2447,27.8,27.4,6.22487,2.0,67.5
2448,28.5,27.1,6.004,1.9,68.1
2449,29.3,27.1,5.7805,1.9,68.6
2450,30.0,27.0,5.59078,1.8,69.1
2451,30.8,27.1,5.41155,1.8,69.7
2452,25.194117647058825,27.2,5.27438,2.341176470588235,65.2764705882353
2453,25.194117647058825,27.2,5.14311,2.341176470588235,65.2764705882353
2454,25.194117647058825,27.3,5.01679,2.341176470588235,65.2764705882353
2455,1.9,59.9,25.33601,15.6,20.4
2456,1.9,59.9,25.13836,15.4,20.9
2457,2.0,59.9,24.98419,15.2,21.3
2458,2.1,59.9,24.73224,15.1,21.8
2459,2.2,59.8,24.44969,14.9,22.3
2460,2.4,59.7,24.07117,14.7,22.7
2461,2.5,59.6,23.65364,14.5,23.2
2462,2.6,59.4,23.16512,14.3,23.7
2463,2.7,59.2,22.77375,14.1,24.2
2464,2.8,58.9,22.74074,13.9,24.7
2465,3.0,58.7,22.60528,13.8,25.2
2466,3.1,58.4,22.2701,13.6,25.7
2467,3.3,58.1,21.99249,13.4,26.2
2468,3.4,57.8,21.56837,13.2,26.8
2469,3.6,57.5,20.90608,13.0,27.3
2470,3.8,57.3,20.23589,12.8,27.8
2471,4.0,57.0,19.59669,12.7,28.4
2472,2.7823529411764705,56.7,19.75641,14.129411764705882,24.27058823529412
2473,2.7823529411764705,56.4,19.81252,14.129411764705882,24.27058823529412
2474,2.7823529411764705,56.1,19.74843,14.129411764705882,24.27058823529412
2475,13.7,28.4,5.26214,1.1,49.3
2476,14.1,28.1,5.31235,1.0,49.7
2477,14.5,27.9,5.34589,1.0,50.2
2478,15.0,27.6,5.27764,1.0,50.7
2479,15.4,27.3,5.20047,0.9,51.3
2480,15.9,27.0,5.11778,0.9,51.8
2481,16.3,26.7,5.10749,0.9,52.3
2482,16.8,26.4,5.13057,0.8,52.8
2483,17.2,26.1,5.0792,0.8,53.3
2484,17.7,25.8,5.02713,0.8,53.8
2485,18.2,25.5,4.90935,0.8,54.3
2486,18.6,25.3,4.77912,0.8,54.8
2487,19.1,25.2,4.72842,0.7,55.2
2488,19.6,25.0,4.66458,0.7,55.7
2489,20.1,24.9,4.71272,0.7,56.2
2490,20.6,24.8,4.78875,0.7,56.7
2491,21.1,24.9,4.78238,0.7,57.1
2492,17.288235294117644,25.0,4.64797,0.8411764705882353,53.24705882352941
2493,17.288235294117644,25.1,4.5407,0.8411764705882353,53.24705882352941
2494,17.288235294117644,25.1,4.4362,0.8411764705882353,53.24705882352941
2495,1.7,56.6,34.2993,14.1,19.6
2496,1.7,56.5,33.9293,13.9,20.0
2497,1.8,56.4,33.17647,13.7,20.5
2498,1.9,56.2,32.70063,13.5,21.0
2499,2.0,56.0,32.17533,13.3,21.5
2500,2.2,55.9,31.64136,13.1,22.0
2501,2.3,55.7,30.97316,13.0,22.5
2502,2.4,55.5,30.23075,12.8,23.0
2503,2.5,55.3,29.45552,12.6,23.5
2504,2.6,55.1,28.61084,12.4,24.0
2505,2.8,54.9,27.68767,12.2,24.5
2506,2.9,54.8,26.91001,12.0,25.0
2507,3.1,54.7,26.17916,11.8,25.5
2508,3.2,54.6,25.63888,11.6,26.1
2509,3.4,54.5,25.13491,11.4,26.6
2510,3.6,54.5,24.80615,11.2,27.2
2511,3.8,54.4,24.60175,11.1,27.7
2512,2.5823529411764703,54.4,24.34597,12.570588235294116,23.541176470588237
2513,2.5823529411764703,54.4,24.03273,12.570588235294116,23.541176470588237
2514,2.5823529411764703,54.4,23.72398,12.570588235294116,23.541176470588237
2515,3.4,18.8,2.96175,5.6,27.7
2516,3.6,18.4,2.82214,5.4,28.0
2517,3.7,18.1,2.7318,5.3,28.2
2518,3.8,17.9,2.66521,5.2,28.5
2519,3.9,17.7,2.60506,5.1,28.7
2520,4.1,17.5,2.54717,5.0,28.9
2521,4.2,17.3,2.46722,4.9,29.2
2522,4.3,17.2,2.37693,4.8,29.4
2523,4.5,17.0,2.3036,4.8,29.7
2524,4.6,16.9,2.26575,4.7,29.9
2525,4.8,16.8,2.26571,4.6,30.2
2526,4.9,16.8,2.27287,4.5,30.4
2527,5.1,16.8,2.26738,4.4,30.7
2528,5.3,16.8,2.21765,4.3,31.0
2529,5.5,16.9,2.16496,4.2,31.2
2530,5.6,17.0,2.12971,4.2,31.5
2531,5.8,17.1,2.10277,4.1,31.8
2532,4.535294117647059,17.2,2.07118,4.770588235294118,29.705882352941178
2533,4.535294117647059,17.4,2.02621,4.770588235294118,29.705882352941178
2534,4.535294117647059,17.5,1.98168,4.770588235294118,29.705882352941178
2535,13.0,24.1,3.58078,1.1,49.0
2536,13.4,23.8,3.5883,1.0,49.4
2537,13.7,23.6,3.58864,1.0,49.8
2538,14.1,23.5,3.54668,1.0,50.3
2539,14.5,23.3,3.51066,0.9,50.7
2540,14.8,23.2,3.45104,0.9,51.2
2541,15.2,23.0,3.33432,0.9,51.6
2542,15.6,22.8,3.2224,0.9,52.1
2543,16.0,22.6,3.09681,0.8,52.5
2544,16.4,22.5,2.97437,0.8,53.0
2545,16.8,22.4,2.86977,0.8,53.5
2546,17.2,22.3,2.79183,0.8,53.9
2547,17.6,22.3,2.74693,0.7,54.4
2548,18.1,22.3,2.73557,0.7,54.8
2549,18.5,22.4,2.71655,0.7,55.2
2550,18.9,22.5,2.73112,0.7,55.7
2551,19.4,22.6,2.73128,0.7,56.1
2552,16.070588235294117,22.7,2.67668,0.8470588235294118,52.54117647058824
2553,16.070588235294117,22.8,2.61202,0.8470588235294118,52.54117647058824
2554,16.070588235294117,22.9,2.54577,0.8470588235294118,52.54117647058824
2555,9.4,51.5,13.08807,1.9,42.9
2556,9.8,51.6,12.97092,1.9,43.6
2557,10.2,51.6,12.85315,1.8,44.4
2558,10.7,51.6,12.77979,1.7,45.1
2559,11.1,51.5,12.64671,1.7,45.9
2560,11.6,51.5,12.55593,1.6,46.6
2561,12.1,51.4,12.40249,1.6,47.4
2562,12.6,51.3,12.26459,1.5,48.1
2563,13.1,51.1,12.10027,1.5,48.9
2564,13.6,50.9,11.91052,1.4,49.6
2565,14.2,50.8,11.70822,1.4,50.4
2566,14.8,50.6,11.52056,1.3,51.2
2567,15.4,50.5,11.36964,1.3,51.9
2568,16.0,50.4,11.16083,1.2,52.7
2569,16.6,50.2,10.96284,1.2,53.5
2570,17.3,50.1,10.76518,1.2,54.2
2571,17.9,49.9,10.58542,1.1,55.0
2572,13.31764705882353,49.7,10.42215,1.488235294117647,48.90588235294118
2573,13.31764705882353,49.5,10.24593,1.488235294117647,48.90588235294118
2574,13.31764705882353,49.3,10.06249,1.488235294117647,48.90588235294118
2575,7.6,34.0,20.75887,10.0,43.0
2576,8.0,33.6,20.49708,9.8,43.7
2577,8.3,33.3,20.10117,9.5,44.4
2578,8.7,32.9,19.73239,9.3,45.1
2579,9.2,32.5,19.26517,9.1,45.8
2580,9.6,32.0,18.80483,8.9,46.5
2581,10.0,31.5,18.379,8.7,47.2
2582,10.5,30.9,18.00471,8.4,47.9
2583,11.0,30.4,17.71703,8.2,48.6
2584,11.5,29.9,17.51127,8.0,49.2
2585,12.0,29.7,17.25568,7.8,49.9
2586,12.5,29.5,17.08845,7.6,50.6
2587,13.0,29.4,16.97405,7.4,51.2
2588,13.6,29.5,16.81824,7.2,51.9
2589,14.2,29.7,16.72063,7.0,52.5
2590,14.8,29.9,16.70938,6.8,53.2
2591,15.4,30.1,16.66431,6.6,53.8
2592,11.17058823529412,30.3,16.61113,8.25294117647059,48.5
2593,11.17058823529412,30.5,16.50818,8.25294117647059,48.5
2594,11.17058823529412,30.8,16.3789,8.25294117647059,48.5
2595,17.3,19.0,3.25858,0.7,55.3
2596,17.7,18.7,3.20273,0.6,55.7
2597,18.2,18.5,3.05744,0.6,56.2
2598,18.6,18.4,2.94216,0.6,56.6
2599,19.0,18.3,2.84267,0.6,57.0
2600,19.5,18.3,2.82564,0.6,57.4
2601,19.9,18.3,2.80111,0.5,57.9
2602,20.4,18.4,2.71559,0.5,58.3
2603,20.8,18.4,2.69934,0.5,58.7
2604,21.3,18.4,2.70361,0.5,59.0
2605,21.7,18.4,2.70915,0.5,59.4
2606,22.2,18.5,2.73919,0.4,59.8
2607,22.7,18.6,2.74508,0.4,60.2
2608,23.1,18.7,2.64239,0.4,60.5
2609,23.6,18.7,2.39975,0.4,60.9
2610,24.1,18.8,2.31184,0.4,61.3
2611,24.6,19.0,2.29542,0.4,61.6
2612,20.86470588235294,19.1,2.28297,0.5058823529411764,58.57647058823529
2613,20.86470588235294,19.1,2.26385,0.5058823529411764,58.57647058823529
2614,20.86470588235294,19.2,2.24311,0.5058823529411764,58.57647058823529
2615,0.9,36.5,10.26178,20.1,14.5
2616,1.0,35.9,9.64569,19.8,14.9
2617,1.1,35.3,9.00309,19.5,15.4
2618,1.2,34.9,8.57234,19.2,15.9
2619,1.3,34.6,8.54378,19.0,16.3
2620,1.3,34.4,8.36258,18.7,16.8
2621,1.4,34.1,8.39114,18.4,17.4
2622,1.5,33.9,8.36094,18.1,17.9
2623,1.7,33.6,8.15751,17.8,18.4
2624,1.8,33.4,7.80793,17.4,19.0
2625,1.9,33.3,7.44756,17.1,19.6
2626,2.0,33.3,7.12814,16.8,20.1
2627,2.2,33.4,6.86973,16.5,20.7
2628,2.3,33.5,6.62158,16.2,21.3
2629,2.5,33.6,6.48437,15.9,22.0
2630,2.7,33.8,6.33276,15.6,22.6
2631,2.9,34.1,6.14451,15.3,23.3
2632,1.7470588235294118,34.3,6.10194,17.72941176470588,18.594117647058823
2633,1.7470588235294118,34.5,6.04993,17.72941176470588,18.594117647058823
2634,1.7470588235294118,34.6,5.83276,17.72941176470588,18.594117647058823
2635,11.7,29.6,14.43679,5.9,49.7
2636,12.1,29.3,14.37363,5.7,50.3
2637,12.5,28.8,14.26531,5.5,50.9
2638,12.9,28.3,14.16883,5.3,51.5
2639,13.3,27.8,14.09358,5.2,52.1
2640,13.7,27.3,13.96584,5.0,52.7
2641,14.2,26.9,13.75598,4.8,53.3
2642,14.6,26.4,13.52898,4.7,53.9
2643,15.1,25.8,13.34658,4.5,54.5
2644,15.5,25.3,13.12931,4.4,55.0
2645,16.0,24.8,12.92058,4.2,55.6
2646,16.4,24.4,12.7128,4.1,56.2
2647,16.9,24.1,12.45614,4.0,56.7
2648,17.4,23.9,12.2214,3.9,57.3
2649,17.9,24.0,12.00494,3.7,57.8
2650,18.4,23.9,11.85617,3.6,58.4
2651,18.9,24.0,11.6593,3.5,58.9
2652,15.147058823529411,24.0,11.50833,4.588235294117647,54.4
2653,15.147058823529411,24.1,11.36816,4.588235294117647,54.4
2654,15.147058823529411,24.2,11.20393,4.588235294117647,54.4
2655,15.2,18.7,3.73191,0.9,49.6
2656,15.6,18.3,3.6235,0.9,50.1
2657,16.1,18.0,3.47466,0.9,50.5
2658,16.5,17.8,3.32251,0.8,51.0
2659,17.0,17.6,3.15992,0.8,51.4
2660,17.5,17.4,3.03529,0.8,51.8
2661,17.9,17.3,2.98853,0.7,52.3
2662,18.4,17.2,2.98053,0.7,52.7
2663,18.9,17.1,2.96221,0.7,53.1
2664,19.4,17.0,2.92176,0.7,53.5
2665,19.9,16.9,2.88398,0.6,53.9
2666,20.4,16.9,2.89674,0.6,54.4
2667,20.9,17.0,2.89501,0.6,54.8
2668,21.4,17.0,2.89742,0.6,55.2
2669,22.0,17.1,2.89663,0.5,55.6
2670,22.5,17.3,2.81473,0.5,56.0
2671,23.1,17.4,2.72025,0.5,56.4
2672,18.98235294117647,17.6,2.64399,0.6941176470588236,53.07647058823529
2673,18.98235294117647,17.8,2.54644,0.6941176470588236,53.07647058823529
