,Maternal mortality ratio (per 100 000 live births),Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Lower Respiratory Infections
2266,3.0,1.337,17.4,2.835470792725836e-06,1.8573634367029792e-05,120.0,0.0002633866218013
2267,3.0,1.28507,17.1,2.993600151439724e-06,1.8039694825632422e-05,120.0,0.0002784048140838
2268,3.0,1.23629,16.9,3.1002656119997264e-06,1.6908171278889266e-05,120.0,0.0002908778618317
2269,2.0,1.19026,16.9,3.0772215714275284e-06,1.5803358239704087e-05,120.0,0.0002931444719018
2270,2.0,1.14787,16.9,3.133005154524514e-06,1.5665025772622568e-05,120.0,0.0003113162788545
2271,2.0,1.10885,16.9,3.398723732179315e-06,1.5268112766097845e-05,121.0,0.0003133100400495
2272,2.0,1.07344,17.1,3.299404630290189e-06,1.5004435342510148e-05,120.0,0.0003082586611728
2273,3.7222222222222223,1.04063,17.4,3.2732188792561405e-06,1.4847320836305852e-05,120.0,0.0003106415645169
2274,3.7222222222222223,1.00831,17.9,3.2861208032688334e-06,1.4695532232218222e-05,120.0,0.0003131015901354
2275,10.0,2.42959,14.0,1.1223347814354604e-05,4.276482529262702e-05,121.0,0.0004992454717419
2276,10.0,2.26115,13.6,1.0397859658355217e-05,4.01472914586493e-05,122.0,0.0004853297272015
2277,10.0,2.09981,13.2,1.1596850908680358e-05,3.785748850354332e-05,122.0,0.0004796879239499
2278,10.0,1.94734,13.0,1.202295238863144e-05,3.5591755880631164e-05,122.0,0.0004874066730248
2279,10.0,1.80496,12.7,1.1212312259095632e-05,3.211662325062986e-05,122.0,0.0004845049170265
2280,9.0,1.67423,12.6,1.0694466474835069e-05,2.924416053738085e-05,122.0,0.0005131451081996
2281,9.0,1.5555,12.5,1.1031626825522092e-05,2.772049817695296e-05,122.0,0.0005393239781366
2282,9.0,1.44838,12.4,1.1651029857079448e-05,2.8000055624271576e-05,122.0,0.000559343393058
2283,9.0,1.35282,12.4,1.1707507134554848e-05,2.7161416552167247e-05,122.0,0.0005846260762711
2284,9.0,1.26701,12.4,1.195376433377749e-05,2.6522414615568808e-05,122.0,0.0006069337062907
2285,9.0,1.19154,12.5,1.2295351099805184e-05,2.5429021592778906e-05,122.0,0.0006239890683151
2286,9.0,1.12367,12.6,1.2360244435450485e-05,2.453462053352577e-05,122.0,0.0006453348673666
2287,9.0,1.06388,12.7,1.2707000045170138e-05,2.383721906283741e-05,122.0,0.0006757897980226
2288,8.0,1.01056,12.8,1.3149036925644048e-05,2.3057114045671605e-05,122.0,0.0006889354558224
2289,8.0,0.96291,13.0,1.3316276169950457e-05,2.210131947651499e-05,122.0,0.0006979948092415
2290,9.0,0.92023,13.2,1.3856417401110677e-05,2.1431258913717843e-05,122.0,0.000712035102185
2291,9.0,0.88201,13.4,1.449166203302696e-05,2.1229823360485355e-05,122.0,0.0007319673880376
2292,8.0,1.06488,13.6,1.4760809386841511e-05,2.084964325891364e-05,122.0,0.0007406236109847
2293,9.11111111111111,0.81466,13.9,1.4945319504177032e-05,2.075738820024588e-05,121.0,0.0007505871573208
2294,9.11111111111111,0.7848,14.3,1.5216585968039085e-05,2.06576682232773e-05,121.0,0.000763503728663
2295,14.0,2.91547,25.2,1.562731968026504e-06,1.0939123776185527e-05,117.0,4.375649510474211e-05
2296,14.0,2.86054,24.6,1.489340787980424e-06,8.936044727882545e-06,118.0,4.170154206345188e-05
2297,13.0,2.80309,24.2,1.4216924680154737e-06,8.530154808092843e-06,118.0,4.265077404046421e-05
2298,13.0,2.74226,24.0,1.359355013233321e-06,8.156130079399927e-06,118.0,4.214000541023295e-05
2299,13.0,2.68154,23.8,1.2114648184559397e-06,7.268788910735637e-06,118.0,3.876687419059007e-05
2300,12.0,2.62214,23.5,1.0282459152931015e-06,6.169475491758609e-06,118.0,3.496036111996545e-05
2301,11.0,2.56112,23.3,8.929257067953432e-07,5.357554240772059e-06,118.0,3.4824102565018386e-05
2302,11.0,2.49664,23.0,7.884818570324697e-07,5.519372999227288e-06,118.0,3.39047198523962e-05
2303,11.0,2.42382,22.8,7.052400037518768e-07,5.641920030015015e-06,118.0,3.244104017258634e-05
2304,10.0,2.34361,22.6,6.375416394383258e-07,5.100333115506606e-06,118.0,3.187708197191629e-05
2305,10.0,2.25426,22.3,5.815735402649533e-07,4.652588322119626e-06,118.0,3.082339763404252e-05
2306,10.0,2.15785,22.1,5.407577205331654e-07,4.326061764265324e-06,118.0,3.0282432349857263e-05
2307,10.0,2.05745,22.0,5.124024449795065e-07,4.099219559836052e-06,119.0,2.9719341808811376e-05
2308,10.0,1.95281,21.9,4.896095070415639e-07,4.406485563374076e-06,119.0,2.98661799295354e-05
2309,10.0,1.84325,21.8,4.709960624729178e-07,4.238964562256259e-06,119.0,3.0143747998266736e-05
2310,9.0,1.73212,21.8,4.556188511388421e-07,3.644950809110737e-06,119.0,2.915960647288589e-05
2311,9.0,1.62659,21.9,4.428142974109091e-07,3.5425143792872726e-06,119.0,2.878292933170909e-05
2312,9.0,1.53264,22.0,4.320947912269202e-07,3.4567583298153616e-06,118.0,2.851825622097673e-05
2313,11.055555555555555,1.45022,22.2,4.320947912269202e-07,3.4567583298153616e-06,118.0,2.9382445803430573e-05
2314,11.055555555555555,1.38152,22.4,4.155108539745275e-07,3.739597685770748e-06,118.0,2.9085759778216928e-05
2315,54.0,5.23706,36.0,2.405628957927866e-06,9.987815043841252e-05,114.0,0.0003158056237546
2316,49.0,4.6598,35.6,2.542883272735384e-06,0.00010332136245,114.0,0.0003051906047154
2317,47.0,4.14133,35.6,2.5932506092350484e-06,0.0001030593561083,114.0,0.0002980896864098
2318,43.0,3.66445,35.7,2.645185014551656e-06,0.0001001135277541,114.0,0.0002852764787727
2319,39.0,3.2482,35.5,2.562070656514874e-06,9.286382414666192e-05,114.0,0.000274141560247
2320,35.0,2.95789,35.1,2.703048010998162e-06,8.744360315579053e-05,114.0,0.0002652591114792
2321,32.0,2.82968,34.2,2.6184536514291023e-06,8.21652697517408e-05,114.0,0.0002559764173035
2322,30.0,2.80105,33.3,2.5784677496110582e-06,7.780639525142142e-05,115.0,0.0002477590853442
2323,28.0,2.76469,32.5,2.629096812773132e-06,7.715039267827361e-05,115.0,0.0002508067700874
2324,28.0,2.66415,32.0,2.9075290373562056e-06,7.341510819324419e-05,115.0,0.0002545905113335
2325,27.0,2.51974,31.6,3.051102135507369e-06,6.858148979215073e-05,115.0,0.0002568845842745
2326,24.0,2.36315,31.2,3.0587249627383385e-06,6.0352752249852e-05,115.0,0.000249811089494
2327,23.0,2.22301,30.6,3.249650410847352e-06,5.757831291332349e-05,116.0,0.0002598804934195
2328,21.0,2.12975,30.0,3.304195226539296e-06,5.341782282905195e-05,116.0,0.0002581402520733
2329,21.0,2.08279,29.3,3.589528737214835e-06,5.2692441078345976e-05,116.0,0.0002773601243486
2330,21.0,2.0425,28.6,3.692361657593457e-06,4.984688237751167e-05,116.0,0.0002888811451859
2331,21.0,1.9712,28.1,3.796342696040359e-06,4.8195033494853824e-05,116.0,0.0002973647455691
2332,19.0,1.86917,27.6,3.7157509941491786e-06,4.6353993652011e-05,117.0,0.0003028801529105
2333,31.22222222222222,1.75788,27.3,3.5764103318685845e-06,4.496058702920506e-05,117.0,0.0002980032297307
2334,31.22222222222222,1.64835,27.1,3.5077288830511965e-06,4.401030505268235e-05,117.0,0.0002975489487196
2335,56.0,4.63397,29.9,4.253289728752446e-06,0.000162599721922,116.0,0.0002693477514765
2336,53.0,4.59559,29.4,4.253707150304996e-06,0.0001707442159994,116.0,0.0002889506963421
2337,51.0,4.50423,28.8,4.374404254362335e-06,0.0001811898908633,116.0,0.0003112646957938
2338,49.0,4.36396,28.1,4.44882224568564e-06,0.0001885136454386,117.0,0.0003308274498929
2339,45.0,4.18411,27.3,4.229746330057461e-06,0.0001850496598698,117.0,0.0003314880768816
2340,42.0,3.97531,26.5,4.356487170803658e-06,0.0001973376624395,117.0,0.0003546965004884
2341,36.0,3.75142,25.7,3.878383794837073e-06,0.0001732814015631,117.0,0.0003241160410178
2342,32.0,3.5329,25.0,3.5507706445483363e-06,0.0001552436535986,118.0,0.000308853386841
2343,30.0,3.34253,24.4,3.4825351855454945e-06,0.0001477021351551,118.0,0.000313513453275
2344,27.0,3.18779,23.8,3.2347612326334022e-06,0.0001315326752872,118.0,0.0003005328829974
2345,25.0,3.05738,23.4,3.170954447531924e-06,0.0001268955707419,118.0,0.0003032207255189
2346,23.0,2.94093,23.1,2.8975084656259776e-06,0.0001125703662093,118.0,0.0002867524298419
2347,22.0,2.83261,23.0,2.867857470612282e-06,0.0001029821546265,118.0,0.0002828026116853
2348,20.0,2.72833,22.7,2.903718797758533e-06,9.313732624990905e-05,118.0,0.0002793683138053
2349,19.0,2.62437,22.5,3.159768424083053e-06,8.757385958691294e-05,118.0,0.0002831430450571
2350,18.0,2.51376,22.2,3.352695049210505e-06,7.819278914112658e-05,119.0,0.0002710095164778
2351,18.0,2.38944,22.0,3.658915187085138e-06,7.024377984418196e-05,119.0,0.0002611208846443
2352,17.0,2.25072,21.8,3.5898054875416657e-06,6.222329511738886e-05,119.0,0.0002416615433279
2353,32.388888888888886,2.10081,21.8,3.411430059589285e-06,6.046183776635911e-05,119.0,0.0002427912543716
2354,32.388888888888886,1.94443,21.9,3.427890798945725e-06,6.000312359031749e-05,119.0,0.0002478605601378
2355,1160.0,57.54996,61.3,0.0004085295638592,0.0011155679055078,104.0,0.0012003458272414
2356,1100.0,51.80416,59.1,0.000381257240752,0.0009968663279365,105.0,0.0011255391950559
2357,961.0,46.5769,56.8,0.0003566519425902,0.0008897670020745,106.0,0.0010686010245699
2358,870.0,41.89752,54.5,0.0003319240847852,0.0007861764829367,107.0,0.0010184134336491
2359,758.0,37.66618,52.0,0.0003278406931379,0.0007027904594833,108.0,0.0010162100077617
2360,643.0,33.75951,49.7,0.0002994465233561,0.0006285463681704,109.0,0.0009584785869203
2361,541.0,30.04838,47.5,0.0002623457995607,0.0005720680447497,110.0,0.0008790511806626
2362,469.0,26.66102,45.4,0.0002334071387676,0.0005223310579013,111.0,0.0008168756812638
2363,427.0,23.61388,43.5,0.0002035290305668,0.000476018485608,111.0,0.0007498488377917
2364,424.0,22.70777,41.9,0.0001650799050948,0.00043093857976,112.0,0.0006376141542897
2365,373.0,18.62325,40.6,0.0001524062642683,0.000405482066893,112.0,0.0006041981277817
2366,349.0,16.68262,39.3,0.0001385172497949,0.0003859134553018,113.0,0.0005658539588449
2367,329.0,15.07713,38.4,0.0001282325904796,0.0003703261402178,113.0,0.0005397060796106
2368,308.0,13.7709,37.8,0.0001085527857483,0.0003471358255909,113.0,0.000478331523704
2369,291.0,12.67682,37.6,0.0001091014788032,0.0003368690534222,113.0,0.0004755560001031
2370,275.0,11.78816,37.4,0.0001047250009141,0.0003258637660421,113.0,0.0004636806035951
2371,260.0,11.04999,37.5,9.762540071261924e-05,0.000313355978628,113.0,0.0004436258350994
2372,248.0,10.42909,37.6,9.06210447142404e-05,0.0003005435310613,113.0,0.0004226979964715
2373,543.6666666666666,9.91386,37.8,8.926961239870076e-05,0.0003000179740497,113.0,0.0004258513385411
2374,543.6666666666666,9.49138,37.9,8.163195283360091e-05,0.000283067016831,113.0,0.0004032275358444
2375,86.0,3.7062,22.2,3.913843263623437e-05,3.26153605301953e-05,119.0,0.0002348305958174
2376,86.0,3.64928,22.0,3.8860103626943e-05,3.238341968911917e-05,119.0,0.0002525906735751
2377,90.0,3.58718,21.9,3.86356465353484e-05,3.219637211279033e-05,119.0,0.0002511317024797
2378,92.0,3.52335,22.2,3.204963848007794e-05,3.204963848007794e-05,119.0,0.0002563971078406
2379,89.0,3.45919,22.3,3.1916862955373844e-05,3.1916862955373844e-05,119.0,0.0002553349036429
2380,83.0,3.3988,22.5,3.1772054571680935e-05,3.1772054571680935e-05,119.0,0.0002541764365734
2381,82.0,3.34354,22.6,3.161995345542851e-05,3.161995345542851e-05,119.0,0.0002466356369523
2382,87.0,3.29616,22.6,3.147128245476003e-05,3.147128245476003e-05,119.0,0.0002391817466561
2383,93.0,3.25479,22.6,3.133126546981233e-05,3.133126546981233e-05,119.0,0.0002381176175705
2384,100.0,3.22072,22.5,3.119793844022787e-05,2.4958350752182297e-05,119.0,0.0002308647444576
2385,109.0,3.19082,22.3,3.10709536297088e-05,2.4856762903767043e-05,119.0,0.0002237108661339
2386,116.0,3.16748,22.1,2.4759063364632915e-05,2.4759063364632915e-05,120.0,0.0002290213361228
2387,116.0,3.14433,21.9,2.466425779082243e-05,2.466425779082243e-05,120.0,0.0002404765134605
2388,108.0,3.13311,21.8,3.071611551716724e-05,2.457289241373379e-05,120.0,0.0002518721472407
2389,104.0,3.12292,21.8,3.060687307941872e-05,2.448549846353497e-05,120.0,0.0002693404830988
2390,115.0,3.11429,21.8,3.0502312075255303e-05,2.4401849660204243e-05,120.0,0.0002806212710923
2391,117.0,3.10944,21.9,3.648214806887829e-05,2.4321432045918864e-05,120.0,0.0003040179005739
2392,117.0,3.10892,22.0,3.6364958725771846e-05,2.4243305817181232e-05,120.0,0.0003151629756233
2393,99.44444444444444,3.09978,22.2,3.6364958725771846e-05,2.4243305817181232e-05,120.0,0.0003212238020776
2394,99.44444444444444,3.08002,22.5,3.614283648980772e-05,2.409522432653848e-05,120.0,0.0003252855284082
2395,80.0,3.8358,26.7,7.416953301007778e-05,2.781357487877917e-05,117.0,0.0002966781320403
2396,75.0,3.87612,26.4,7.434598763997956e-05,2.787974536499233e-05,117.0,0.0002880907021049
2397,72.0,3.91623,26.3,7.458372955939662e-05,2.796889858477373e-05,117.0,0.0002983349182375
2398,69.0,3.96004,26.1,6.549278643737954e-05,2.806833704459123e-05,117.0,0.0002900394827941
2399,64.0,4.01146,26.0,6.574066247804732e-05,2.8174569633448848e-05,118.0,0.0002911372195456
2400,59.0,4.06966,25.7,6.59941548034317e-05,2.8283209201470725e-05,118.0,0.0002922598284151
2401,62.0,4.12802,25.5,6.623456498083928e-05,2.838624213464541e-05,118.0,0.000293324502058
2402,67.0,4.18927,25.2,6.647231428110193e-05,2.8488134691900824e-05,118.0,0.0002943773918163
2403,70.0,4.2552,24.8,6.670605500390706e-05,2.8588309287388745e-05,118.0,0.0003049419657321
2404,67.0,4.3205,24.4,6.693824468797216e-05,2.8687819151988067e-05,118.0,0.0003060034042878
2405,63.0,4.38371,23.9,6.716754464242878e-05,2.8786090561040904e-05,119.0,0.0003166469961714
2406,64.0,4.45197,23.4,5.776506946249603e-05,1.9255023154165344e-05,119.0,0.0003273353936208
2407,71.0,4.52288,22.8,5.795029796111535e-05,1.931676598703845e-05,119.0,0.0003283850217796
2408,73.0,4.5892,22.3,6.781631466770006e-05,1.937608990505716e-05,119.0,0.0003390815733385
2409,69.0,4.65863,21.9,6.801531316193474e-05,2.914941992654346e-05,119.0,0.0003595095124273
2410,64.0,4.73076,21.5,6.82081713389264e-05,2.923207343096846e-05,120.0,0.0003702729301256
2411,67.0,4.78969,21.0,7.816316560820714e-05,2.9311187103077675e-05,120.0,0.0003712750366389
2412,68.0,4.82225,20.7,7.836299699281999e-05,2.938612387230749e-05,120.0,0.0003820196103399
2413,68.0,4.80837,20.4,7.836299699281999e-05,2.938612387230749e-05,120.0,0.0003820196103399
2414,68.0,4.76957,20.3,7.87308585600126e-05,2.9524071960004725e-05,120.0,0.00038381293548
2415,88.0,4.54156,33.6,2.270031610190172e-05,8.512618538213145e-05,115.0,0.000323479504452
2416,85.0,4.4251,33.7,2.249895942312668e-05,8.437109783672505e-05,115.0,0.0003206101717795
2417,84.0,4.32769,33.9,2.229294038310418e-05,8.359852643664068e-05,115.0,0.0003176744004592
2418,80.0,4.25436,34.3,2.2088708252341404e-05,8.283265594628027e-05,115.0,0.0003147640925958
2419,74.0,4.20748,34.8,2.1885190291729583e-05,7.659816602105355e-05,114.0,0.0003118639616571
