,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)","Mean total cholesterol,  crude",Stillbirth rate (per 1000 total births),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)","Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)"
2609,60.9,5.0,2.39975,0.4,23.6
2610,61.3,5.0,2.31184,0.4,24.1
2611,61.6,4.9,2.29542,0.4,24.6
2612,58.57647058823529,4.9,2.28297,0.5058823529411764,20.86470588235294
2613,58.57647058823529,4.9,2.26385,0.5058823529411764,20.86470588235294
2614,58.57647058823529,5.078947368421052,2.24311,0.5058823529411764,20.86470588235294
2615,14.5,4.3,10.26178,20.1,0.9
2616,14.9,4.3,9.64569,19.8,1.0
2617,15.4,4.3,9.00309,19.5,1.1
2618,15.9,4.3,8.57234,19.2,1.2
2619,16.3,4.3,8.54378,19.0,1.3
2620,16.8,4.3,8.36258,18.7,1.3
2621,17.4,4.3,8.39114,18.4,1.4
2622,17.9,4.3,8.36094,18.1,1.5
2623,18.4,4.4,8.15751,17.8,1.7
2624,19.0,4.4,7.80793,17.4,1.8
2625,19.6,4.4,7.44756,17.1,1.9
2626,20.1,4.4,7.12814,16.8,2.0
2627,20.7,4.4,6.86973,16.5,2.2
2628,21.3,4.4,6.62158,16.2,2.3
2629,22.0,4.4,6.48437,15.9,2.5
2630,22.6,4.4,6.33276,15.6,2.7
2631,23.3,4.4,6.14451,15.3,2.9
2632,18.594117647058823,4.4,6.10194,17.72941176470588,1.7470588235294118
2633,18.594117647058823,4.4,6.04993,17.72941176470588,1.7470588235294118
2634,18.594117647058823,4.3578947368421055,5.83276,17.72941176470588,1.7470588235294118
2635,49.7,4.5,14.43679,5.9,11.7
2636,50.3,4.5,14.37363,5.7,12.1
2637,50.9,4.5,14.26531,5.5,12.5
2638,51.5,4.5,14.16883,5.3,12.9
2639,52.1,4.5,14.09358,5.2,13.3
2640,52.7,4.5,13.96584,5.0,13.7
2641,53.3,4.5,13.75598,4.8,14.2
2642,53.9,4.5,13.52898,4.7,14.6
2643,54.5,4.5,13.34658,4.5,15.1
2644,55.0,4.5,13.12931,4.4,15.5
2645,55.6,4.5,12.92058,4.2,16.0
2646,56.2,4.5,12.7128,4.1,16.4
2647,56.7,4.5,12.45614,4.0,16.9
2648,57.3,4.5,12.2214,3.9,17.4
2649,57.8,4.5,12.00494,3.7,17.9
2650,58.4,4.5,11.85617,3.6,18.4
2651,58.9,4.5,11.6593,3.5,18.9
2652,54.4,4.5,11.50833,4.588235294117647,15.147058823529411
2653,54.4,4.5,11.36816,4.588235294117647,15.147058823529411
2654,54.4,4.5,11.20393,4.588235294117647,15.147058823529411
2655,49.6,5.4,3.73191,0.9,15.2
2656,50.1,5.4,3.6235,0.9,15.6
2657,50.5,5.4,3.47466,0.9,16.1
2658,51.0,5.3,3.32251,0.8,16.5
2659,51.4,5.3,3.15992,0.8,17.0
2660,51.8,5.2,3.03529,0.8,17.5
2661,52.3,5.2,2.98853,0.7,17.9
2662,52.7,5.2,2.98053,0.7,18.4
2663,53.1,5.2,2.96221,0.7,18.9
2664,53.5,5.2,2.92176,0.7,19.4
2665,53.9,5.1,2.88398,0.6,19.9
2666,54.4,5.1,2.89674,0.6,20.4
2667,54.8,5.1,2.89501,0.6,20.9
2668,55.2,5.1,2.89742,0.6,21.4
2669,55.6,5.1,2.89663,0.5,22.0
2670,56.0,5.1,2.81473,0.5,22.5
2671,56.4,5.1,2.72025,0.5,23.1
2672,53.07647058823529,5.1,2.64399,0.6941176470588236,18.98235294117647
2673,53.07647058823529,5.1,2.54644,0.6941176470588236,18.98235294117647
2674,53.07647058823529,5.194736842105264,2.44919,0.6941176470588236,18.98235294117647
2675,48.0,5.6,2.74505,1.1,14.8
2676,48.4,5.6,2.7298,1.1,15.2
2677,48.8,5.5,2.72185,1.0,15.7
2678,49.2,5.5,2.70052,1.0,16.1
2679,49.7,5.4,2.63553,1.0,16.5
2680,50.1,5.4,2.56497,1.0,16.9
2681,50.5,5.3,2.50961,0.9,17.4
2682,50.9,5.3,2.44594,0.9,17.8
2683,51.2,5.3,2.382,0.9,18.3
2684,51.6,5.2,2.31237,0.9,18.7
2685,52.0,5.2,2.25479,0.8,19.2
2686,52.4,5.2,2.23519,0.8,19.7
2687,52.8,5.1,2.23149,0.8,20.2
2688,53.1,5.1,2.25642,0.8,20.6
2689,53.5,5.1,2.27457,0.8,21.2
2690,53.9,5.0,2.26796,0.7,21.7
2691,54.3,5.0,2.26488,0.7,22.2
2692,51.2,5.0,2.25844,0.8941176470588236,18.36470588235294
2693,51.2,4.9,2.24401,0.8941176470588236,18.36470588235294
2694,51.2,5.247368421052632,2.224,0.8941176470588236,18.36470588235294
2695,50.2,4.6,12.74301,4.3,11.7
2696,50.8,4.6,12.44991,4.1,12.1
2697,51.5,4.6,12.19497,4.0,12.6
2698,52.2,4.6,11.94784,3.9,13.1
2699,52.8,4.6,11.69474,3.7,13.6
2700,53.5,4.6,11.47062,3.6,14.1
2701,54.2,4.6,11.24646,3.5,14.6
2702,54.9,4.6,11.05736,3.4,15.1
2703,55.7,4.6,10.88884,3.3,15.7
2704,56.4,4.6,10.77446,3.2,16.3
2705,57.1,4.6,10.67257,3.0,16.9
2706,57.8,4.6,10.62413,2.9,17.5
2707,58.5,4.6,10.64482,2.8,18.1
2708,35.3,4.1,13.82136,4.3,6.1
2709,35.8,4.1,13.49157,4.2,6.4
2710,36.3,4.1,13.13538,4.1,6.6
2711,36.8,4.1,12.73745,4.0,6.8
2712,37.3,4.1,12.39452,3.9,7.1
2713,37.9,4.1,12.11887,3.8,7.4
2714,38.5,4.1,11.88287,3.7,7.7
2715,39.1,4.1,11.68117,3.7,8.0
2716,39.8,4.1,11.42165,3.6,8.3
2717,40.4,4.1,11.16194,3.5,8.7
2718,41.1,4.1,10.85782,3.4,9.0
2719,41.8,4.1,10.4989,3.3,9.4
2720,42.5,4.1,10.13892,3.2,9.8
2721,43.2,4.1,9.83534,3.1,10.2
2722,43.9,4.1,9.59343,3.1,10.6
2723,44.6,4.1,9.41362,3.0,11.1
2724,45.3,4.1,9.26965,2.9,11.6
2725,39.976470588235294,4.1,9.17774,3.576470588235294,8.51764705882353
2726,39.976470588235294,4.1,9.13219,3.576470588235294,8.51764705882353
2727,39.976470588235294,4.1,9.01908,3.576470588235294,8.51764705882353
2728,18.4,4.0,25.28329,15.5,1.6
2729,18.9,4.0,24.63166,15.3,1.6
2730,19.4,4.0,24.01176,15.1,1.7
2731,19.9,4.0,23.55208,15.0,1.8
2732,20.4,4.0,23.15185,14.8,2.0
2733,20.9,4.0,22.78958,14.6,2.1
2734,21.5,4.0,22.49385,14.4,2.2
2735,22.0,4.1,22.26561,14.2,2.3
2736,22.6,4.1,22.12311,14.0,2.5
2737,23.2,4.1,21.97888,13.8,2.6
2738,23.8,4.1,21.77114,13.6,2.8
2739,24.4,4.1,21.63634,13.4,3.0
2740,25.1,4.1,21.46186,13.1,3.1
2741,25.7,4.2,21.03843,12.9,3.3
2742,26.4,4.2,20.57381,12.7,3.5
2743,27.0,4.2,20.13904,12.5,3.7
2744,27.7,4.2,19.74383,12.3,4.0
2745,22.78235294117647,4.2,19.38951,13.952941176470588,2.576470588235294
2746,22.78235294117647,4.2,19.08475,13.952941176470588,2.576470588235294
2747,22.78235294117647,4.094736842105263,18.81076,13.952941176470588,2.576470588235294
2748,18.9,4.9,10.50626,14.8,2.0
2749,19.5,4.9,10.14421,14.5,2.1
2750,20.1,4.9,9.80937,14.2,2.3
2751,20.8,5.0,9.447,13.8,2.5
2752,21.5,5.0,9.15372,13.5,2.7
2753,22.3,5.0,8.84945,13.1,2.9
2754,23.1,5.0,8.54752,12.8,3.1
2755,24.0,5.0,8.26475,12.4,3.4
2756,24.9,5.0,8.00855,12.0,3.7
2757,25.8,5.1,7.74779,11.6,4.0
2758,26.7,5.1,7.49307,11.3,4.4
2759,27.6,5.1,7.21025,10.9,4.8
2760,28.6,5.1,6.95842,10.5,5.2
2761,29.6,5.1,6.71974,10.1,5.6
2762,30.6,5.1,6.51107,9.8,6.0
2763,31.6,5.1,6.33801,9.4,6.5
2764,32.6,5.1,6.17807,9.1,7.0
2765,25.188235294117646,5.1,6.04174,11.988235294117649,4.011764705882353
2766,25.188235294117646,5.1,5.88823,11.988235294117649,4.011764705882353
2767,25.188235294117646,5.036842105263158,5.75912,11.988235294117649,4.011764705882353
2768,19.3,3.9,28.49156,13.8,1.6
2769,19.8,3.9,28.15402,13.6,1.7
2770,20.3,3.9,27.72415,13.4,1.8
2771,20.8,3.9,27.46224,13.2,1.9
2772,21.3,3.9,27.12707,13.0,2.0
2773,21.9,3.9,26.79069,12.8,2.1
2774,22.4,3.9,26.42793,12.6,2.2
2775,23.0,3.9,26.0845,12.4,2.4
2776,23.5,3.9,25.82724,12.2,2.5
2777,24.1,3.9,25.35047,12.0,2.6
2778,24.6,3.9,24.98048,11.8,2.8
2779,25.2,3.9,24.56366,11.7,2.9
2780,25.8,3.9,24.30244,11.5,3.1
2781,26.3,3.9,23.98406,11.3,3.3
2782,26.9,3.9,23.6177,11.1,3.5
2783,27.5,3.9,23.3667,10.9,3.7
2784,28.1,3.9,23.09928,10.7,3.9
2785,23.576470588235296,4.0,22.85013,12.235294117647058,2.588235294117647
2786,23.576470588235296,4.0,22.64025,12.235294117647058,2.588235294117647
2787,23.576470588235296,3.9105263157894736,22.39126,12.235294117647058,2.588235294117647
2788,34.6,4.6,11.88264,6.2,5.4
2789,35.4,4.6,11.81004,6.0,5.7
2790,36.1,4.6,11.71161,5.9,6.0
2791,36.9,4.6,11.57819,5.7,6.3
2792,37.6,4.6,11.49742,5.6,6.5
2793,38.3,4.6,11.35406,5.4,6.8
2794,39.0,4.6,11.18161,5.3,7.1
2795,39.7,4.6,11.02112,5.1,7.4
2796,40.4,4.6,10.86389,5.0,7.8
2797,41.1,4.6,10.67817,4.9,8.1
2798,41.7,4.6,10.37128,4.8,8.4
2799,42.4,4.6,10.22492,4.7,8.8
2800,43.1,4.6,10.07078,4.6,9.2
2801,43.9,4.6,9.93021,4.5,9.5
2802,44.6,4.6,9.78802,4.4,9.9
2803,45.3,4.6,9.6462,4.3,10.4
2804,46.0,4.7,9.50732,4.2,10.8
2805,40.358823529411765,4.7,9.35419,5.094117647058823,7.888235294117647
2806,40.358823529411765,4.7,9.23126,5.094117647058823,7.888235294117647
2807,40.358823529411765,4.6157894736842096,9.0851,5.094117647058823,7.888235294117647
2808,51.1,4.5,16.74283,5.2,10.8
2809,51.8,4.5,16.04655,5.0,11.2
2810,52.5,4.5,15.3746,4.8,11.7
2811,53.2,4.4,14.77067,4.7,12.1
2812,53.8,4.4,14.2462,4.5,12.6
2813,54.5,4.4,13.7825,4.4,13.1
2814,55.2,4.4,13.3379,4.3,13.5
2815,55.9,4.4,12.97958,4.1,14.0
2816,56.5,4.4,12.66036,4.0,14.6
2817,57.2,4.4,12.38418,3.9,15.1
2818,57.8,4.4,12.13866,3.7,15.6
2819,58.5,4.4,11.97929,3.6,16.1
2820,59.1,4.4,11.84562,3.5,16.7
2821,59.7,4.4,11.79327,3.4,17.3
2822,60.4,4.4,11.90591,3.3,17.9
2823,61.0,4.4,11.88998,3.2,18.5
2824,61.6,4.4,11.35833,3.1,19.1
2825,56.45882352941176,4.3,11.09014,4.041176470588235,14.7
2826,56.45882352941176,4.3,10.95093,4.041176470588235,14.7
2827,56.45882352941176,4.405263157894737,10.79415,4.041176470588235,14.7
2828,56.4,4.6,12.11958,2.2,14.4
2829,57.1,4.6,11.59466,2.1,14.9
2830,57.7,4.6,11.03428,2.1,15.4
2831,58.4,4.6,10.44584,2.0,16.0
2832,59.1,4.6,9.82216,1.9,16.5
2833,59.8,4.6,9.12463,1.8,17.1
2834,60.5,4.6,8.48003,1.7,17.7
2835,61.1,4.6,7.82533,1.7,18.3
2836,61.8,4.6,7.23316,1.6,18.9
2837,62.4,4.6,6.68786,1.5,19.6
2838,63.1,4.6,6.17759,1.5,20.2
2839,63.7,4.6,5.74811,1.4,20.9
2840,64.4,4.6,5.48474,1.3,21.5
2841,65.0,4.6,5.36543,1.3,22.2
2842,65.6,4.6,5.05305,1.2,22.9
2843,66.2,4.6,4.79911,1.2,23.6
2844,66.8,4.6,4.75389,1.1,24.4
2845,61.711764705882345,4.5,4.55052,1.623529411764706,19.08823529411765
2846,61.711764705882345,4.5,4.43113,1.623529411764706,19.08823529411765
2847,61.711764705882345,4.5894736842105255,4.43182,1.623529411764706,19.08823529411765
2848,41.0,4.5,10.10829,3.2,8.6
2849,41.6,4.5,10.0062,3.1,9.0
2850,42.2,4.5,9.86051,3.0,9.3
2851,42.8,4.5,9.70885,2.9,9.7
2852,43.5,4.5,9.52041,2.8,10.1
2853,44.1,4.5,9.3424,2.7,10.5
2854,44.8,4.5,9.1876,2.7,10.9
2855,45.5,4.5,9.01589,2.6,11.3
2856,46.1,4.5,8.8704,2.5,11.7
2857,46.8,4.5,8.77947,2.4,12.2
2858,47.5,4.5,8.69466,2.3,12.7
2859,48.2,4.5,8.66425,2.2,13.2
2860,48.9,4.5,8.60283,2.2,13.7
2861,49.6,4.5,8.58526,2.1,14.2
2862,50.4,4.5,8.55537,2.0,14.7
2863,51.1,4.5,8.58222,2.0,15.3
2864,51.8,4.5,8.57576,1.9,15.9
2865,46.22941176470588,4.5,8.62442,2.5058823529411764,11.941176470588236
2866,46.22941176470588,4.5,8.63365,2.5058823529411764,11.941176470588236
2867,46.22941176470588,4.5,8.58308,2.5058823529411764,11.941176470588236
2868,15.4,3.8,23.31527,15.0,0.8
2869,15.7,3.8,22.94397,14.9,0.8
2870,16.1,3.8,22.42827,14.7,0.8
2871,16.5,3.8,21.96439,14.6,0.9
2872,16.9,3.8,21.56225,14.4,0.9
2873,17.3,3.8,21.26993,14.2,1.0
2874,17.7,3.8,21.14739,14.1,1.0
2875,18.1,3.8,21.10789,13.9,1.1
2876,18.5,3.8,21.03704,13.7,1.2
2877,19.0,3.9,21.01032,13.6,1.2
2878,19.4,3.9,20.78,13.4,1.3
2879,19.9,3.9,20.46843,13.2,1.4
2880,20.4,3.9,20.11304,13.0,1.5
2881,20.9,3.9,19.71901,12.9,1.5
2882,21.4,3.9,19.32502,12.7,1.6
2883,21.9,3.9,18.98726,12.5,1.7
2884,22.4,3.9,18.65917,12.3,1.8
2885,18.676470588235293,3.9,18.34858,13.711764705882352,1.2058823529411764
2886,18.676470588235293,3.9,18.09074,13.711764705882352,1.2058823529411764
2887,18.676470588235293,3.852631578947368,17.83072,13.711764705882352,1.2058823529411764
2888,52.2,5.4,6.79603,1.3,14.8
2889,52.6,5.4,6.63156,1.3,15.2
2890,52.9,5.4,6.42512,1.2,15.6
2891,53.3,5.3,6.23208,1.2,16.0
2892,53.7,5.3,6.0518,1.2,16.4
2893,54.0,5.3,5.83812,1.1,16.8
2894,54.4,5.3,5.64009,1.1,17.2
2895,54.8,5.3,5.47706,1.1,17.7
2896,55.2,5.2,5.37183,1.0,18.1
2897,55.6,5.2,5.27902,1.0,18.6
2898,56.0,5.2,5.19212,1.0,19.0
2899,56.4,5.2,5.0845,0.9,19.5
2900,56.8,5.2,4.99469,0.9,20.0
2901,57.2,5.2,4.91347,0.9,20.5
2902,57.6,5.2,4.83008,0.9,21.0
2903,58.0,5.1,4.75243,0.8,21.5
2904,58.4,5.1,4.68263,0.8,22.0
2905,55.24117647058824,5.1,4.63731,1.0411764705882351,18.22941176470588
2906,55.24117647058824,5.1,4.58615,1.0411764705882351,18.22941176470588
2907,55.24117647058824,5.2368421052631575,4.52217,1.0411764705882351,18.22941176470588
2908,57.7,4.8,8.43024,3.0,17.7
2909,58.4,4.8,8.23973,2.9,18.2
2910,59.0,4.8,7.93566,2.8,18.7
2911,59.6,4.8,7.67328,2.7,19.2
2912,60.3,4.8,7.51216,2.6,19.8
2913,60.9,4.8,7.40657,2.5,20.4
2914,61.5,4.7,7.32866,2.4,21.0
2915,62.2,4.7,7.23027,2.3,21.6
2916,62.8,4.7,6.94827,2.2,22.2
2917,63.5,4.6,6.544,2.1,22.8
2918,64.1,4.6,6.11272,2.0,23.5
2919,64.8,4.6,5.66314,2.0,24.1
2920,65.4,4.6,5.4008,1.9,24.8
2921,66.0,4.6,5.27635,1.8,25.4
2922,66.7,4.6,5.20114,1.8,26.1
2923,67.2,4.6,5.15101,1.7,26.8
2924,67.8,4.6,5.06662,1.6,27.5
2925,62.81764705882353,4.6,4.97514,2.252941176470588,22.34117647058824
2926,62.81764705882353,4.6,4.96235,2.252941176470588,22.34117647058824
2927,62.81764705882353,4.678947368421052,4.93337,2.252941176470588,22.34117647058824
2928,54.8,5.6,4.44815,1.0,17.1
2929,55.4,5.5,4.40031,1.0,17.6
2930,56.0,5.5,4.36442,1.0,18.2
2931,56.6,5.5,4.33621,0.9,18.8
2932,57.2,5.4,4.29688,0.9,19.3
2933,57.8,5.4,4.24687,0.9,19.9
2934,58.4,5.4,4.17209,0.9,20.5
2935,58.9,5.3,4.09588,0.8,21.1
2936,59.5,5.3,4.00959,0.8,21.8
2937,60.1,5.2,3.91327,0.8,22.4
2938,60.6,5.2,3.79675,0.8,23.0
2939,61.1,5.2,3.66167,0.7,23.6
2940,61.7,5.1,3.50132,0.7,24.3
2941,62.2,5.1,3.33463,0.7,24.9
2942,62.7,5.0,3.16676,0.7,25.5
2943,63.2,5.0,3.00821,0.7,26.2
2944,63.7,5.0,2.99917,0.6,26.9
2945,59.40588235294118,4.9,3.03253,0.8176470588235294,21.829411764705885
2946,59.40588235294118,4.9,3.04742,0.8176470588235294,21.829411764705885
2947,59.40588235294118,5.2368421052631575,3.04298,0.8176470588235294,21.829411764705885
2948,58.6,5.0,3.31203,0.9,24.0
2949,59.3,5.0,3.27058,0.9,24.8
2950,60.0,5.0,3.18871,0.9,25.5
2951,60.7,5.0,3.11422,0.8,26.3
2952,61.3,5.0,3.0956,0.8,27.0
2953,61.9,4.9,2.98531,0.8,27.7
2954,62.5,4.9,2.9629,0.8,28.4
2955,63.1,4.9,2.99037,0.8,29.1
2956,63.7,4.9,3.08445,0.7,29.8
2957,64.2,4.9,2.96991,0.7,30.5
2958,64.8,4.8,2.97287,0.7,31.2
2959,65.3,4.8,2.96543,0.7,31.9
2960,65.8,4.8,2.97203,0.7,32.6
2961,66.4,4.8,2.97982,0.7,33.3
2962,66.9,4.8,3.00133,0.6,34.0
2963,67.4,4.8,3.01931,0.6,34.7
2964,67.9,4.7,3.03359,0.6,35.5
2965,63.51764705882353,4.7,3.03266,0.7470588235294118,29.78235294117647
2966,63.51764705882353,4.7,3.02089,0.7470588235294118,29.78235294117647
2967,63.51764705882353,4.863157894736842,3.00283,0.7470588235294118,29.78235294117647
2968,54.2,4.9,7.33634,1.5,16.9
2969,54.7,4.9,7.08869,1.5,17.4
2970,55.3,4.9,6.93544,1.4,17.9
2971,55.9,4.9,6.89255,1.3,18.3
2972,56.4,4.9,6.72205,1.3,18.8
2973,57.0,4.9,6.46481,1.2,19.3
2974,57.6,4.9,6.23625,1.1,19.8
2975,58.1,4.9,5.92875,1.1,20.2
2976,58.7,4.9,5.48825,1.0,20.7
2977,59.2,4.9,5.08459,1.0,21.2
2978,59.7,4.9,4.87447,0.9,21.7
2979,60.3,4.9,4.83522,0.9,22.3
2980,60.8,4.9,4.90609,0.8,22.8
2981,61.3,4.9,4.97689,0.8,23.3
2982,61.9,4.9,4.93987,0.8,23.8
2983,62.4,4.9,4.8331,0.7,24.4
2984,62.9,4.9,4.8066,0.7,24.9
2985,58.61176470588235,4.9,4.85474,1.0588235294117647,20.805882352941172
2986,58.61176470588235,4.9,4.79253,1.0588235294117647,20.805882352941172
2987,58.61176470588235,4.9,4.71009,1.0588235294117647,20.805882352941172
2988,38.5,4.3,11.16275,3.4,7.6
2989,39.0,4.3,10.99865,3.4,7.9
2990,39.5,4.3,10.76045,3.3,8.2
2991,40.1,4.3,10.53107,3.2,8.5
2992,40.6,4.3,10.34722,3.1,8.8
2993,41.2,4.3,10.10963,3.0,9.1
2994,41.8,4.4,9.8919,3.0,9.4
2995,42.3,4.4,9.65878,2.9,9.8
2996,42.9,4.4,9.41466,2.8,10.2
2997,43.6,4.4,9.14019,2.7,10.6
2998,44.2,4.5,8.87966,2.7,11.0
2999,44.8,4.5,8.64439,2.6,11.4
3000,45.5,4.5,8.35729,2.5,11.8
3001,46.1,4.5,8.05902,2.5,12.3
3002,46.8,4.6,7.74024,2.4,12.8
3003,47.5,4.6,7.45385,2.3,13.3
3004,48.2,4.6,7.18153,2.3,13.8
3005,43.09411764705882,4.6,6.92159,2.8294117647058825,10.382352941176473
3006,43.09411764705882,4.7,6.74317,2.8294117647058825,10.382352941176473
3007,43.09411764705882,4.447368421052632,6.54713,2.8294117647058825,10.382352941176473
3008,56.2,4.7,9.79084,2.0,15.7
3009,56.8,4.7,9.64838,1.9,16.1
3010,57.3,4.7,9.4193,1.8,16.6
3011,57.8,4.7,9.26864,1.8,17.0
3012,58.3,4.7,9.32593,1.7,17.4
3013,58.8,4.7,9.34857,1.6,17.8
3014,59.2,4.7,9.22852,1.6,18.3
3015,59.7,4.7,8.96441,1.5,18.7
3016,60.1,4.7,8.81808,1.4,19.1
3017,60.6,4.7,8.81399,1.4,19.5
3018,61.0,4.6,8.80297,1.3,19.9
3019,61.4,4.6,8.85454,1.3,20.3
3020,61.8,4.6,8.865,1.2,20.7
3021,62.2,4.6,8.74831,1.2,21.1
3022,62.6,4.5,8.56482,1.2,21.5
3023,63.0,4.5,9.33481,1.1,22.0
3024,63.4,4.5,9.36403,1.1,22.4
3025,60.01176470588236,4.4,9.33251,1.4764705882352942,19.064705882352943
3026,60.01176470588236,4.4,9.33581,1.4764705882352942,19.064705882352943
3027,60.01176470588236,4.61578947368421,9.35423,1.4764705882352942,19.064705882352943
3028,10.1,4.2,13.26348,24.0,0.4
3029,10.5,4.2,12.72469,23.7,0.4
3030,10.9,4.2,12.26503,23.4,0.4
3031,11.3,4.2,11.81737,23.0,0.5
3032,11.7,4.2,11.42347,22.6,0.5
3033,12.2,4.3,11.04202,22.2,0.6
3034,12.7,4.3,10.70143,21.8,0.6
3035,13.1,4.3,10.42019,21.4,0.7
3036,13.6,4.3,10.12715,21.0,0.8
3037,14.2,4.3,9.86676,20.5,0.8
3038,14.7,4.4,9.61847,20.1,0.9
3039,15.3,4.4,9.40247,19.6,1.0
3040,15.9,4.4,9.15135,19.1,1.1
3041,16.4,4.4,8.92878,18.7,1.2
3042,17.1,4.5,8.66957,18.2,1.3
3043,17.7,4.5,8.44716,17.7,1.5
3044,18.3,4.5,8.2835,17.3,1.6
3045,13.86470588235294,4.5,8.11556,20.84117647058824,0.8411764705882353
3046,13.86470588235294,4.6,7.983,20.84117647058824,0.8411764705882353
3047,13.86470588235294,4.352631578947369,7.81243,20.84117647058824,0.8411764705882353
3048,20.2,3.9,20.6585,16.8,1.6
3049,20.5,3.9,20.48292,16.7,1.7
3050,20.8,3.9,20.27709,16.5,1.8
3051,21.2,3.9,19.89038,16.4,1.8
3052,21.6,3.9,19.58096,16.2,1.9
3053,22.0,3.9,19.21923,16.0,2.0
3054,22.5,3.9,18.88584,15.8,2.1
3055,23.0,3.9,18.61397,15.6,2.2
3056,23.5,3.9,18.36476,15.4,2.3
3057,24.0,3.9,17.83811,15.2,2.5
3058,24.5,3.9,17.3069,15.0,2.6
3059,25.0,3.9,16.80535,14.8,2.7
3060,25.6,3.9,16.44981,14.6,2.9
3061,26.1,3.9,16.2115,14.4,3.0
3062,26.7,3.9,15.97505,14.1,3.2
3063,27.3,3.9,15.70936,13.9,3.4
3064,27.8,3.9,15.4053,13.7,3.6
3065,23.66470588235294,3.9,15.12863,15.358823529411763,2.429411764705882
3066,23.66470588235294,3.9,14.88168,15.358823529411763,2.429411764705882
3067,23.66470588235294,3.9,14.75985,15.358823529411763,2.429411764705882
3068,35.7,3.9,23.72957,12.1,3.7
3069,36.2,3.9,23.03257,11.9,3.9
3070,36.6,3.9,22.24707,11.7,4.0
3071,37.0,3.9,21.30467,11.6,4.2
3072,37.3,3.9,19.37633,11.4,4.4
3073,37.7,3.9,17.64418,11.3,4.5
3074,38.2,3.9,16.58867,11.1,4.7
3075,34.59411764705882,3.9,16.02393,12.43529411764706,3.488235294117647
3076,34.59411764705882,3.9,15.94023,12.43529411764706,3.488235294117647
3077,34.59411764705882,3.9,16.04652,12.43529411764706,3.488235294117647
