,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)","Mean total cholesterol,  crude","Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in pregnant women (aged 15-49) (%),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mean BMI (kg/m²) (age-standardized estimate)
2508,26.1,3.9,11.4,107.0,54.6,11.6,21.9
2509,26.6,3.9,12.0,107.0,54.5,11.4,21.9
2510,27.2,4.0,12.6,107.0,54.5,11.2,21.9
2511,27.7,4.0,13.3,107.0,54.4,11.1,21.9
2512,23.541176470588237,4.0,14.0,107.0,54.4,12.570588235294116,21.735294117647054
2513,23.541176470588237,4.0,14.7,107.0,54.4,12.570588235294116,21.735294117647054
2514,23.541176470588237,3.9210526315789473,15.5,107.0,54.4,12.570588235294116,21.735294117647054
2515,27.7,4.9,39.5,119.0,18.8,5.6,23.6
2516,28.0,4.9,40.6,120.0,18.4,5.4,23.6
2517,28.2,4.9,41.8,120.0,18.1,5.3,23.7
2518,28.5,4.9,43.1,120.0,17.9,5.2,23.7
2519,28.7,4.9,44.3,120.0,17.7,5.1,23.8
2520,28.9,4.9,45.6,120.0,17.5,5.0,23.8
2521,29.2,5.0,46.8,120.0,17.3,4.9,23.8
2522,29.4,5.0,48.0,120.0,17.2,4.8,23.9
2523,29.7,5.0,49.2,120.0,17.0,4.8,23.9
2524,29.9,5.0,50.3,120.0,16.9,4.7,24.0
2525,30.2,5.0,51.4,120.0,16.8,4.6,24.0
2526,30.4,5.0,52.5,120.0,16.8,4.5,24.0
2527,30.7,5.1,53.4,120.0,16.8,4.4,24.1
2528,31.0,5.1,54.4,120.0,16.8,4.3,24.1
2529,31.2,5.1,55.2,120.0,16.9,4.2,24.2
2530,31.5,5.1,56.0,120.0,17.0,4.2,24.2
2531,31.8,5.1,56.8,120.0,17.1,4.1,24.3
2532,29.705882352941178,5.1,57.5,120.0,17.2,4.770588235294118,23.923529411764704
2533,29.705882352941178,5.2,58.2,120.0,17.4,4.770588235294118,23.923529411764704
2534,29.705882352941178,5.010526315789474,58.9,120.0,17.5,4.770588235294118,23.923529411764704
2535,49.0,5.3,28.0,119.0,24.1,1.1,25.3
2536,49.4,5.3,28.9,119.0,23.8,1.0,25.4
2537,49.8,5.3,29.9,119.0,23.6,1.0,25.4
2538,50.3,5.3,30.8,119.0,23.5,1.0,25.5
2539,50.7,5.3,31.8,119.0,23.3,0.9,25.6
2540,51.2,5.3,32.7,119.0,23.2,0.9,25.7
2541,51.6,5.2,33.7,119.0,23.0,0.9,25.8
2542,52.1,5.2,34.6,119.0,22.8,0.9,25.8
2543,52.5,5.2,35.5,119.0,22.6,0.8,25.9
2544,53.0,5.2,36.4,119.0,22.5,0.8,26.0
2545,53.5,5.2,37.3,119.0,22.4,0.8,26.1
2546,53.9,5.2,38.3,119.0,22.3,0.8,26.2
2547,54.4,5.2,39.2,119.0,22.3,0.7,26.2
2548,54.8,5.2,40.1,119.0,22.3,0.7,26.3
2549,55.2,5.2,41.0,119.0,22.4,0.7,26.4
2550,55.7,5.1,41.9,119.0,22.5,0.7,26.5
2551,56.1,5.1,42.8,119.0,22.6,0.7,26.6
2552,52.54117647058824,5.1,43.7,119.0,22.7,0.8470588235294118,25.923529411764704
2553,52.54117647058824,5.1,44.5,119.0,22.8,0.8470588235294118,25.923529411764704
2554,52.54117647058824,5.2105263157894735,45.4,119.0,22.9,0.8470588235294118,25.923529411764704
2555,42.9,4.4,10.1,109.0,51.5,1.9,24.3
2556,43.6,4.4,10.3,109.0,51.6,1.9,24.4
2557,44.4,4.4,10.4,109.0,51.6,1.8,24.5
2558,45.1,4.4,10.5,109.0,51.6,1.7,24.5
2559,45.9,4.4,10.6,109.0,51.5,1.7,24.6
2560,46.6,4.4,10.7,109.0,51.5,1.6,24.7
2561,47.4,4.4,10.8,109.0,51.4,1.6,24.8
2562,48.1,4.4,10.9,109.0,51.3,1.5,24.8
2563,48.9,4.4,10.9,109.0,51.1,1.5,24.9
2564,49.6,4.4,11.0,109.0,50.9,1.4,25.0
2565,50.4,4.4,11.0,109.0,50.8,1.4,25.1
2566,51.2,4.4,11.0,109.0,50.6,1.3,25.2
2567,51.9,4.4,11.0,109.0,50.5,1.3,25.3
2568,52.7,4.4,11.0,109.0,50.4,1.2,25.4
2569,53.5,4.4,11.0,109.0,50.2,1.2,25.5
2570,54.2,4.4,11.1,109.0,50.1,1.2,25.6
2571,55.0,4.4,11.1,109.0,49.9,1.1,25.7
2572,48.90588235294118,4.4,11.1,110.0,49.7,1.488235294117647,24.958823529411767
2573,48.90588235294118,4.4,11.2,110.0,49.5,1.488235294117647,24.958823529411767
2574,48.90588235294118,4.4,11.2,110.0,49.3,1.488235294117647,24.958823529411767
2575,43.0,4.3,14.9,116.0,34.0,10.0,24.1
2576,43.7,4.3,16.1,116.0,33.6,9.8,24.1
2577,44.4,4.3,17.2,117.0,33.3,9.5,24.2
2578,45.1,4.3,18.4,117.0,32.9,9.3,24.3
2579,45.8,4.3,19.7,117.0,32.5,9.1,24.4
2580,46.5,4.3,20.9,117.0,32.0,8.9,24.4
2581,47.2,4.3,22.2,117.0,31.5,8.7,24.5
2582,47.9,4.3,23.4,118.0,30.9,8.4,24.6
2583,48.6,4.3,24.6,118.0,30.4,8.2,24.6
2584,49.2,4.3,25.8,118.0,29.9,8.0,24.7
2585,49.9,4.3,27.0,118.0,29.7,7.8,24.7
2586,50.6,4.3,28.2,118.0,29.5,7.6,24.8
2587,51.2,4.3,29.4,118.0,29.4,7.4,24.8
2588,51.9,4.3,30.5,118.0,29.5,7.2,24.8
2589,52.5,4.3,31.7,118.0,29.7,7.0,24.9
2590,53.2,4.3,32.8,118.0,29.9,6.8,24.9
2591,53.8,4.3,33.9,118.0,30.1,6.6,25.0
2592,48.5,4.3,35.0,118.0,30.3,8.25294117647059,24.576470588235296
2593,48.5,4.2,36.1,118.0,30.5,8.25294117647059,24.576470588235296
2594,48.5,4.294736842105263,37.2,118.0,30.8,8.25294117647059,24.576470588235296
2595,55.3,5.3,32.8,120.0,19.0,0.7,26.5
2596,55.7,5.2,33.9,120.0,18.7,0.6,26.6
2597,56.2,5.2,35.0,120.0,18.5,0.6,26.7
2598,56.6,5.2,36.3,120.0,18.4,0.6,26.7
2599,57.0,5.2,37.5,120.0,18.3,0.6,26.8
2600,57.4,5.2,38.8,120.0,18.3,0.6,26.9
2601,57.9,5.1,40.0,120.0,18.3,0.5,26.9
2602,58.3,5.1,41.2,120.0,18.4,0.5,26.9
2603,58.7,5.1,42.3,120.0,18.4,0.5,27.0
2604,59.0,5.1,43.3,120.0,18.4,0.5,27.0
2605,59.4,5.1,44.4,120.0,18.4,0.5,27.0
2606,59.8,5.0,45.3,120.0,18.5,0.4,27.0
2607,60.2,5.0,46.2,119.0,18.6,0.4,27.0
2608,60.5,5.0,47.1,119.0,18.7,0.4,27.0
2609,60.9,5.0,47.9,119.0,18.7,0.4,27.0
2610,61.3,5.0,48.6,119.0,18.8,0.4,27.0
2611,61.6,4.9,49.2,119.0,19.0,0.4,27.0
2612,58.57647058823529,4.9,49.8,119.0,19.1,0.5058823529411764,26.88235294117647
2613,58.57647058823529,4.9,50.4,119.0,19.1,0.5058823529411764,26.88235294117647
2614,58.57647058823529,5.078947368421052,51.0,119.0,19.2,0.5058823529411764,26.88235294117647
2615,14.5,4.3,18.4,114.0,36.5,20.1,21.0
2616,14.9,4.3,19.1,114.0,35.9,19.8,21.1
2617,15.4,4.3,19.8,114.0,35.3,19.5,21.2
2618,15.9,4.3,20.5,114.0,34.9,19.2,21.3
2619,16.3,4.3,21.2,114.0,34.6,19.0,21.4
2620,16.8,4.3,21.9,114.0,34.4,18.7,21.4
2621,17.4,4.3,22.6,114.0,34.1,18.4,21.5
2622,17.9,4.3,23.2,114.0,33.9,18.1,21.6
2623,18.4,4.4,23.8,115.0,33.6,17.8,21.7
2624,19.0,4.4,24.4,115.0,33.4,17.4,21.8
2625,19.6,4.4,24.9,115.0,33.3,17.1,21.9
2626,20.1,4.4,25.4,115.0,33.3,16.8,22.0
2627,20.7,4.4,25.9,115.0,33.4,16.5,22.1
2628,21.3,4.4,26.3,115.0,33.5,16.2,22.2
2629,22.0,4.4,26.7,115.0,33.6,15.9,22.3
2630,22.6,4.4,27.1,115.0,33.8,15.6,22.4
2631,23.3,4.4,27.5,114.0,34.1,15.3,22.5
2632,18.594117647058823,4.4,27.9,114.0,34.3,17.72941176470588,21.72941176470588
2633,18.594117647058823,4.4,28.3,114.0,34.5,17.72941176470588,21.72941176470588
2634,18.594117647058823,4.3578947368421055,28.6,114.0,34.6,17.72941176470588,21.72941176470588
2635,49.7,4.5,26.7,117.0,29.6,5.9,24.3
2636,50.3,4.5,27.7,117.0,29.3,5.7,24.4
2637,50.9,4.5,28.6,117.0,28.8,5.5,24.5
2638,51.5,4.5,29.6,117.0,28.3,5.3,24.5
2639,52.1,4.5,30.6,118.0,27.8,5.2,24.6
2640,52.7,4.5,31.5,118.0,27.3,5.0,24.7
2641,53.3,4.5,32.5,118.0,26.9,4.8,24.7
2642,53.9,4.5,33.4,118.0,26.4,4.7,24.8
2643,54.5,4.5,34.3,118.0,25.8,4.5,24.9
2644,55.0,4.5,35.2,119.0,25.3,4.4,24.9
2645,55.6,4.5,36.0,119.0,24.8,4.2,25.0
2646,56.2,4.5,36.8,119.0,24.4,4.1,25.1
2647,56.7,4.5,37.6,119.0,24.1,4.0,25.1
2648,57.3,4.5,38.3,119.0,23.9,3.9,25.2
2649,57.8,4.5,38.9,119.0,24.0,3.7,25.2
2650,58.4,4.5,39.5,119.0,23.9,3.6,25.3
2651,58.9,4.5,40.1,119.0,24.0,3.5,25.4
2652,54.4,4.5,40.6,119.0,24.0,4.588235294117647,24.858823529411765
2653,54.4,4.5,41.1,119.0,24.1,4.588235294117647,24.858823529411765
2654,54.4,4.5,41.6,119.0,24.2,4.588235294117647,24.858823529411765
2655,49.6,5.4,25.2,119.0,18.7,0.9,25.6
2656,50.1,5.4,26.0,119.0,18.3,0.9,25.7
2657,50.5,5.4,26.8,120.0,18.0,0.9,25.8
2658,51.0,5.3,27.6,120.0,17.8,0.8,25.9
2659,51.4,5.3,28.5,120.0,17.6,0.8,26.0
2660,51.8,5.2,29.4,120.0,17.4,0.8,26.1
2661,52.3,5.2,30.3,120.0,17.3,0.7,26.2
2662,52.7,5.2,31.1,120.0,17.2,0.7,26.2
2663,53.1,5.2,31.9,120.0,17.1,0.7,26.3
2664,53.5,5.2,32.8,120.0,17.0,0.7,26.4
2665,53.9,5.1,33.6,120.0,16.9,0.6,26.4
2666,54.4,5.1,34.4,120.0,16.9,0.6,26.5
2667,54.8,5.1,35.2,120.0,17.0,0.6,26.5
2668,55.2,5.1,35.9,120.0,17.0,0.6,26.6
2669,55.6,5.1,36.6,120.0,17.1,0.5,26.6
2670,56.0,5.1,37.2,120.0,17.3,0.5,26.7
2671,56.4,5.1,37.9,120.0,17.4,0.5,26.7
2672,53.07647058823529,5.1,38.5,120.0,17.6,0.6941176470588236,26.24705882352941
2673,53.07647058823529,5.1,39.1,119.0,17.8,0.6941176470588236,26.24705882352941
2674,53.07647058823529,5.194736842105264,39.6,119.0,18.0,0.6941176470588236,26.24705882352941
2675,48.0,5.6,32.5,121.0,13.4,1.1,25.7
2676,48.4,5.6,33.9,121.0,13.2,1.1,25.8
2677,48.8,5.5,35.3,121.0,13.1,1.0,25.8
2678,49.2,5.5,36.9,121.0,13.1,1.0,25.9
2679,49.7,5.4,38.4,121.0,13.1,1.0,26.0
2680,50.1,5.4,39.9,121.0,13.1,1.0,26.1
2681,50.5,5.3,41.4,121.0,13.1,0.9,26.1
2682,50.9,5.3,42.8,121.0,13.0,0.9,26.2
2683,51.2,5.3,44.2,121.0,13.0,0.9,26.3
2684,51.6,5.2,45.5,121.0,13.1,0.9,26.3
2685,52.0,5.2,46.8,121.0,13.1,0.8,26.4
2686,52.4,5.2,48.0,121.0,13.2,0.8,26.4
2687,52.8,5.1,49.2,121.0,13.3,0.8,26.5
2688,53.1,5.1,50.3,121.0,13.5,0.8,26.5
2689,53.5,5.1,51.3,121.0,13.7,0.8,26.6
2690,53.9,5.0,52.3,121.0,13.9,0.7,26.6
2691,54.3,5.0,53.2,121.0,14.1,0.7,26.7
2692,51.2,5.0,54.1,121.0,14.4,0.8941176470588236,26.22941176470588
2693,51.2,4.9,55.0,120.0,14.6,0.8941176470588236,26.22941176470588
2694,51.2,5.247368421052632,55.8,120.0,14.9,0.8941176470588236,26.22941176470588
2695,50.2,4.6,21.9,114.0,37.2,4.3,26.0
2696,50.8,4.6,22.7,114.0,36.8,4.1,26.1
2697,51.5,4.6,23.7,114.0,36.5,4.0,26.2
2698,52.2,4.6,24.7,114.0,36.2,3.9,26.2
2699,52.8,4.6,25.8,114.0,35.9,3.7,26.3
2700,53.5,4.6,26.9,114.0,35.5,3.6,26.4
2701,54.2,4.6,28.0,115.0,35.0,3.5,26.5
2702,54.9,4.6,29.1,115.0,34.8,3.4,26.6
2703,55.7,4.6,30.2,115.0,34.4,3.3,26.6
2704,56.4,4.6,31.2,115.0,33.9,3.2,26.7
2705,57.1,4.6,32.2,115.0,33.5,3.0,26.8
2706,57.8,4.6,33.1,115.0,33.2,2.9,26.9
2707,58.5,4.6,34.0,115.0,33.1,2.8,27.0
2708,35.3,4.1,15.1,112.0,40.7,4.3,24.2
2709,35.8,4.1,15.6,112.0,40.5,4.2,24.3
2710,36.3,4.1,16.2,113.0,40.2,4.1,24.4
2711,36.8,4.1,16.7,113.0,39.6,4.0,24.4
2712,37.3,4.1,17.3,113.0,38.6,3.9,24.5
2713,37.9,4.1,17.9,113.0,38.0,3.8,24.6
2714,38.5,4.1,18.5,113.0,38.1,3.7,24.7
2715,39.1,4.1,19.0,114.0,37.7,3.7,24.8
2716,39.8,4.1,19.5,114.0,37.3,3.6,24.9
2717,40.4,4.1,20.0,114.0,37.0,3.5,25.0
2718,41.1,4.1,20.5,114.0,36.6,3.4,25.1
2719,41.8,4.1,20.9,114.0,36.3,3.3,25.3
2720,42.5,4.1,21.3,114.0,36.4,3.2,25.4
2721,43.2,4.1,21.6,114.0,36.7,3.1,25.5
2722,43.9,4.1,22.0,114.0,36.9,3.1,25.6
2723,44.6,4.1,22.2,114.0,37.0,3.0,25.7
2724,45.3,4.1,22.5,113.0,37.5,2.9,25.8
2725,39.976470588235294,4.1,22.8,113.0,38.0,3.576470588235294,24.95294117647059
2726,39.976470588235294,4.1,23.1,113.0,38.3,3.576470588235294,24.95294117647059
2727,39.976470588235294,4.1,23.3,113.0,38.6,3.576470588235294,24.95294117647059
2728,18.4,4.0,5.6,107.0,54.0,15.5,21.7
2729,18.9,4.0,5.8,107.0,53.9,15.3,21.8
2730,19.4,4.0,6.0,107.0,53.8,15.1,21.8
2731,19.9,4.0,6.3,107.0,53.6,15.0,21.9
2732,20.4,4.0,6.5,107.0,53.5,14.8,21.9
2733,20.9,4.0,6.8,107.0,53.2,14.6,22.0
2734,21.5,4.0,7.1,108.0,52.9,14.4,22.0
2735,22.0,4.1,7.4,108.0,52.5,14.2,22.0
2736,22.6,4.1,7.7,108.0,52.1,14.0,22.1
2737,23.2,4.1,8.0,108.0,51.6,13.8,22.1
2738,23.8,4.1,8.4,108.0,51.1,13.6,22.1
2739,24.4,4.1,8.8,109.0,50.7,13.4,22.2
2740,25.1,4.1,9.3,109.0,50.3,13.1,22.2
2741,25.7,4.2,9.8,109.0,50.0,12.9,22.2
2742,26.4,4.2,10.3,109.0,49.8,12.7,22.2
2743,27.0,4.2,11.0,109.0,49.6,12.5,22.3
2744,27.7,4.2,11.6,109.0,49.3,12.3,22.3
2745,22.78235294117647,4.2,12.3,109.0,48.9,13.952941176470588,22.04705882352941
2746,22.78235294117647,4.2,13.0,109.0,48.5,13.952941176470588,22.04705882352941
2747,22.78235294117647,4.094736842105263,13.7,110.0,48.1,13.952941176470588,22.04705882352941
2748,18.9,4.9,20.7,116.0,31.1,14.8,22.3
2749,19.5,4.9,21.6,116.0,31.1,14.5,22.3
2750,20.1,4.9,22.6,116.0,31.0,14.2,22.4
2751,20.8,5.0,23.6,116.0,31.0,13.8,22.5
2752,21.5,5.0,24.7,116.0,31.0,13.5,22.6
2753,22.3,5.0,25.8,116.0,31.0,13.1,22.7
2754,23.1,5.0,26.9,116.0,31.1,12.8,22.8
2755,24.0,5.0,28.0,116.0,31.1,12.4,22.9
2756,24.9,5.0,29.0,116.0,31.1,12.0,23.0
2757,25.8,5.1,30.0,116.0,31.1,11.6,23.1
2758,26.7,5.1,30.9,116.0,31.1,11.3,23.2
2759,27.6,5.1,31.7,116.0,31.2,10.9,23.3
2760,28.6,5.1,32.5,116.0,31.3,10.5,23.5
2761,29.6,5.1,33.2,116.0,31.4,10.1,23.6
2762,30.6,5.1,33.9,116.0,31.6,9.8,23.7
2763,31.6,5.1,34.5,116.0,31.7,9.4,23.8
2764,32.6,5.1,35.2,116.0,31.9,9.1,23.9
2765,25.188235294117646,5.1,35.8,116.0,32.0,11.988235294117649,23.03529411764706
2766,25.188235294117646,5.1,36.4,116.0,32.1,11.988235294117649,23.03529411764706
2767,25.188235294117646,5.036842105263158,37.0,116.0,32.2,11.988235294117649,23.03529411764706
2768,19.3,3.9,5.3,107.0,55.7,13.8,21.6
2769,19.8,3.9,5.5,107.0,55.8,13.6,21.7
2770,20.3,3.9,5.8,107.0,55.9,13.4,21.7
2771,20.8,3.9,6.1,106.0,55.9,13.2,21.8
2772,21.3,3.9,6.4,106.0,56.0,13.0,21.9
2773,21.9,3.9,6.7,107.0,56.0,12.8,22.0
2774,22.4,3.9,7.0,107.0,55.9,12.6,22.1
2775,23.0,3.9,7.3,107.0,55.9,12.4,22.1
2776,23.5,3.9,7.7,107.0,55.7,12.2,22.2
2777,24.1,3.9,8.1,107.0,55.6,12.0,22.2
2778,24.6,3.9,8.5,107.0,55.4,11.8,22.3
2779,25.2,3.9,9.0,107.0,55.3,11.7,22.3
2780,25.8,3.9,9.4,107.0,55.1,11.5,22.4
2781,26.3,3.9,10.0,107.0,55.0,11.3,22.4
2782,26.9,3.9,10.5,107.0,54.8,11.1,22.4
2783,27.5,3.9,11.1,107.0,54.6,10.9,22.5
2784,28.1,3.9,11.7,107.0,54.4,10.7,22.5
2785,23.576470588235296,4.0,12.3,108.0,54.2,12.235294117647058,22.123529411764707
2786,23.576470588235296,4.0,13.0,108.0,54.0,12.235294117647058,22.123529411764707
2787,23.576470588235296,3.9105263157894736,13.7,108.0,53.7,12.235294117647058,22.123529411764707
2788,34.6,4.6,26.3,118.0,25.5,6.2,25.2
2789,35.4,4.6,27.2,118.0,24.9,6.0,25.3
2790,36.1,4.6,28.0,119.0,24.4,5.9,25.4
2791,36.9,4.6,28.9,119.0,23.9,5.7,25.4
2792,37.6,4.6,29.8,119.0,23.3,5.6,25.5
2793,38.3,4.6,30.7,119.0,22.8,5.4,25.6
2794,39.0,4.6,31.5,120.0,22.3,5.3,25.7
2795,39.7,4.6,32.4,120.0,21.8,5.1,25.8
2796,40.4,4.6,33.2,120.0,21.3,5.0,25.9
2797,41.1,4.6,33.9,120.0,20.8,4.9,26.0
2798,41.7,4.6,34.7,120.0,20.3,4.8,26.1
2799,42.4,4.6,35.4,121.0,20.0,4.7,26.1
2800,43.1,4.6,36.0,121.0,19.7,4.6,26.2
2801,43.9,4.6,36.7,121.0,19.5,4.5,26.3
2802,44.6,4.6,37.2,121.0,19.3,4.4,26.4
2803,45.3,4.6,37.7,121.0,19.2,4.3,26.5
2804,46.0,4.7,38.2,121.0,19.2,4.2,26.6
2805,40.358823529411765,4.7,38.6,121.0,19.2,5.094117647058823,25.88235294117647
2806,40.358823529411765,4.7,39.1,121.0,19.3,5.094117647058823,25.88235294117647
2807,40.358823529411765,4.6157894736842096,39.5,121.0,19.4,5.094117647058823,25.88235294117647
2808,51.1,4.5,15.3,115.0,33.5,5.2,24.0
2809,51.8,4.5,16.1,115.0,33.2,5.0,24.1
2810,52.5,4.5,16.9,115.0,32.9,4.8,24.2
2811,53.2,4.4,17.8,115.0,32.8,4.7,24.3
2812,53.8,4.4,18.8,115.0,32.6,4.5,24.4
2813,54.5,4.4,19.8,115.0,32.4,4.4,24.5
2814,55.2,4.4,20.8,115.0,32.2,4.3,24.6
2815,55.9,4.4,21.7,116.0,32.0,4.1,24.7
2816,56.5,4.4,22.7,116.0,31.7,4.0,24.7
2817,57.2,4.4,23.6,116.0,31.5,3.9,24.8
2818,57.8,4.4,24.5,116.0,31.2,3.7,24.9
2819,58.5,4.4,25.4,116.0,31.1,3.6,25.0
2820,59.1,4.4,26.1,116.0,31.0,3.5,25.1
2821,59.7,4.4,26.8,116.0,30.9,3.4,25.2
2822,60.4,4.4,27.4,116.0,30.8,3.3,25.3
2823,61.0,4.4,28.0,116.0,30.7,3.2,25.4
2824,61.6,4.4,28.5,116.0,30.7,3.1,25.5
2825,56.45882352941176,4.3,28.9,116.0,30.6,4.041176470588235,24.74705882352941
2826,56.45882352941176,4.3,29.2,116.0,30.5,4.041176470588235,24.74705882352941
2827,56.45882352941176,4.405263157894737,29.6,116.0,30.5,4.041176470588235,24.74705882352941
2828,56.4,4.6,31.3,115.0,35.0,2.2,25.7
2829,57.1,4.6,32.7,115.0,34.6,2.1,25.8
2830,57.7,4.6,34.1,115.0,34.3,2.1,25.9
2831,58.4,4.6,35.6,115.0,34.0,2.0,26.0
2832,59.1,4.6,37.2,115.0,33.7,1.9,26.1
2833,59.8,4.6,38.8,115.0,33.3,1.8,26.2
2834,60.5,4.6,40.4,115.0,32.9,1.7,26.3
2835,61.1,4.6,41.9,115.0,32.5,1.7,26.3
2836,61.8,4.6,43.3,116.0,32.1,1.6,26.4
2837,62.4,4.6,44.6,116.0,31.7,1.5,26.5
2838,63.1,4.6,45.8,116.0,31.3,1.5,26.6
2839,63.7,4.6,46.9,116.0,31.0,1.4,26.7
2840,64.4,4.6,47.8,116.0,30.7,1.3,26.7
2841,65.0,4.6,48.5,116.0,30.4,1.3,26.8
2842,65.6,4.6,49.1,116.0,30.1,1.2,26.9
2843,66.2,4.6,49.6,116.0,30.0,1.2,27.0
2844,66.8,4.6,50.0,116.0,29.8,1.1,27.1
2845,61.711764705882345,4.5,50.2,116.0,29.7,1.623529411764706,26.41176470588235
2846,61.711764705882345,4.5,50.4,116.0,29.6,1.623529411764706,26.41176470588235
2847,61.711764705882345,4.5894736842105255,50.6,116.0,29.5,1.623529411764706,26.41176470588235
2848,41.0,4.5,24.3,115.0,33.0,3.2,24.8
2849,41.6,4.5,25.2,116.0,32.6,3.1,24.9
2850,42.2,4.5,26.1,116.0,32.3,3.0,25.0
2851,42.8,4.5,27.1,116.0,31.9,2.9,25.1
2852,43.5,4.5,28.0,116.0,31.3,2.8,25.1
2853,44.1,4.5,28.9,116.0,30.6,2.7,25.2
2854,44.8,4.5,29.8,117.0,30.1,2.7,25.3
2855,45.5,4.5,30.7,117.0,29.6,2.6,25.5
2856,46.1,4.5,31.6,117.0,29.1,2.5,25.6
2857,46.8,4.5,32.4,117.0,28.7,2.4,25.7
2858,47.5,4.5,33.2,117.0,28.3,2.3,25.8
2859,48.2,4.5,33.9,117.0,28.1,2.2,25.9
2860,48.9,4.5,34.6,117.0,27.9,2.2,26.0
2861,49.6,4.5,35.3,117.0,27.9,2.1,26.1
2862,50.4,4.5,35.8,117.0,27.7,2.0,26.3
2863,51.1,4.5,36.4,117.0,27.5,2.0,26.4
2864,51.8,4.5,36.9,117.0,27.6,1.9,26.5
2865,46.22941176470588,4.5,37.3,117.0,27.6,2.5058823529411764,25.6
2866,46.22941176470588,4.5,37.8,117.0,27.7,2.5058823529411764,25.6
2867,46.22941176470588,4.5,38.2,117.0,27.7,2.5058823529411764,25.6
2868,15.4,3.8,6.4,111.0,45.4,15.0,20.5
2869,15.7,3.8,6.7,111.0,44.9,14.9,20.6
2870,16.1,3.8,6.9,111.0,44.5,14.7,20.6
2871,16.5,3.8,7.2,112.0,43.9,14.6,20.7
2872,16.9,3.8,7.4,112.0,43.5,14.4,20.8
2873,17.3,3.8,7.7,112.0,42.9,14.2,20.8
2874,17.7,3.8,8.0,112.0,42.2,14.1,20.9
2875,18.1,3.8,8.2,113.0,41.5,13.9,21.0
2876,18.5,3.8,8.5,113.0,40.8,13.7,21.0
2877,19.0,3.9,8.8,113.0,40.2,13.6,21.1
2878,19.4,3.9,9.1,114.0,39.6,13.4,21.2
2879,19.9,3.9,9.5,114.0,39.2,13.2,21.2
2880,20.4,3.9,9.8,114.0,39.0,13.0,21.3
2881,20.9,3.9,10.2,114.0,38.8,12.9,21.4
2882,21.4,3.9,10.6,114.0,38.8,12.7,21.4
2883,21.9,3.9,11.0,114.0,38.8,12.5,21.5
2884,22.4,3.9,11.5,114.0,38.8,12.3,21.6
2885,18.676470588235293,3.9,12.0,114.0,38.8,13.711764705882352,21.03529411764706
2886,18.676470588235293,3.9,12.5,114.0,38.8,13.711764705882352,21.03529411764706
2887,18.676470588235293,3.852631578947368,13.0,114.0,38.9,13.711764705882352,21.03529411764706
2888,52.2,5.4,19.8,119.0,24.6,1.3,25.6
2889,52.6,5.4,20.6,119.0,24.4,1.3,25.7
2890,52.9,5.4,21.5,119.0,24.2,1.2,25.8
2891,53.3,5.3,22.3,119.0,24.0,1.2,25.9
2892,53.7,5.3,23.2,119.0,23.7,1.2,26.0
2893,54.0,5.3,24.0,119.0,23.3,1.1,26.1
2894,54.4,5.3,24.9,120.0,23.0,1.1,26.1
2895,54.8,5.3,25.7,120.0,22.7,1.1,26.2
2896,55.2,5.2,26.5,120.0,22.4,1.0,26.3
2897,55.6,5.2,27.4,120.0,22.1,1.0,26.4
2898,56.0,5.2,28.2,120.0,21.9,1.0,26.5
2899,56.4,5.2,29.1,120.0,21.9,0.9,26.5
2900,56.8,5.2,30.0,120.0,21.9,0.9,26.6
2901,57.2,5.2,30.8,120.0,22.0,0.9,26.7
2902,57.6,5.2,31.7,120.0,22.1,0.9,26.8
2903,58.0,5.1,32.5,120.0,22.2,0.8,26.8
2904,58.4,5.1,33.4,119.0,22.5,0.8,26.9
2905,55.24117647058824,5.1,34.2,119.0,22.7,1.0411764705882351,26.288235294117644
2906,55.24117647058824,5.1,35.1,119.0,23.0,1.0411764705882351,26.288235294117644
2907,55.24117647058824,5.2368421052631575,36.0,119.0,23.2,1.0411764705882351,26.288235294117644
2908,57.7,4.8,20.0,119.0,25.3,3.0,26.7
2909,58.4,4.8,20.9,119.0,24.9,2.9,26.8
2910,59.0,4.8,21.7,119.0,24.7,2.8,26.9
2911,59.6,4.8,22.7,119.0,24.7,2.7,27.0
2912,60.3,4.8,23.7,119.0,24.4,2.6,27.1
2913,60.9,4.8,24.7,119.0,24.1,2.5,27.1
2914,61.5,4.7,25.8,119.0,24.1,2.4,27.2
2915,62.2,4.7,26.9,119.0,24.1,2.3,27.3
2916,62.8,4.7,27.9,119.0,24.0,2.2,27.4
2917,63.5,4.6,28.9,119.0,23.8,2.1,27.4
2918,64.1,4.6,29.8,119.0,23.7,2.0,27.5
2919,64.8,4.6,30.7,119.0,23.7,2.0,27.6
2920,65.4,4.6,31.5,119.0,23.8,1.9,27.7
2921,66.0,4.6,32.3,119.0,23.7,1.8,27.8
2922,66.7,4.6,32.9,119.0,23.6,1.8,27.9
2923,67.2,4.6,33.5,119.0,23.6,1.7,28.0
2924,67.8,4.6,34.0,119.0,23.5,1.6,28.0
2925,62.81764705882353,4.6,34.3,119.0,23.5,2.252941176470588,27.376470588235293
2926,62.81764705882353,4.6,34.7,118.0,23.6,2.252941176470588,27.376470588235293
