,Mean hemoglobin level of non-pregnant women (aged 15-49 years),per_capita-Maternal Disorders,Stillbirth rate (per 1000 total births),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of women of reproductive age (aged 15-49 years)
2277,132.0,1.0542591735163962e-06,3.65047,12.4,131.0
2278,132.0,9.542025705263049e-07,3.41581,12.3,131.0
2279,132.0,8.551763587445821e-07,3.20161,12.2,131.0
2280,132.0,2.839238887124355e-07,3.10434,12.1,131.0
2281,132.0,2.828622262954383e-07,3.03559,12.0,131.0
2282,132.0,6.577194274157753e-07,2.91783,11.9,131.0
2283,132.0,6.556203995350715e-07,2.81588,11.8,131.0
2284,132.0,7.471102708610932e-07,2.77141,11.8,131.0
2285,132.0,8.383193931685352e-07,2.65831,11.8,131.0
2286,132.0,6.505391808131833e-07,2.6016,11.8,131.0
2287,132.0,5.565109508833638e-07,2.59761,11.9,131.0
2288,132.0,5.555931095342556e-07,2.56173,12.0,131.0
2289,132.0,6.473189804837027e-07,2.57215,12.1,131.0
2290,132.0,5.54256696044427e-07,2.56174,12.2,131.0
2291,131.0,5.538214789691831e-07,2.51465,12.4,131.0
2292,131.0,4.612752933387973e-07,2.47801,12.6,131.0
2293,131.0,4.612752933387973e-07,2.4988,12.8,131.0
2294,131.0,4.611086656981541e-07,2.47917,13.1,131.0
2295,125.0,7.81365984013252e-06,6.3301,31.5,124.0
2296,125.0,7.446703939902121e-06,6.14648,30.9,125.0
2297,125.0,7.108462340077369e-06,6.01827,30.4,125.0
2298,125.0,5.437420052933284e-06,6.00294,30.0,125.0
2299,126.0,6.057324092279698e-06,6.04016,29.6,125.0
2300,126.0,5.141229576465508e-06,6.14761,29.3,125.0
2301,126.0,5.357554240772059e-06,6.22116,28.9,125.0
2302,126.0,6.307854856259758e-06,6.37017,28.5,126.0
2303,126.0,4.936680026263137e-06,6.54599,28.1,126.0
2304,126.0,4.462791476068281e-06,6.59592,27.7,126.0
2305,126.0,4.652588322119626e-06,6.58767,27.4,126.0
2306,126.0,3.7853040437321583e-06,6.51494,27.2,126.0
2307,126.0,3.5868171148565453e-06,6.36612,27.1,126.0
2308,126.0,3.427266549290948e-06,6.21575,27.1,126.0
2309,126.0,3.296972437310424e-06,6.05577,27.1,126.0
2310,126.0,3.644950809110737e-06,5.90527,27.2,126.0
2311,126.0,2.6568857844654544e-06,5.78115,27.4,126.0
2312,126.0,2.592568747361521e-06,5.64451,27.7,126.0
2313,126.0,2.592568747361521e-06,5.52317,27.9,126.0
2314,126.0,2.493065123847165e-06,5.39784,28.2,126.0
2315,128.0,3.6975408057039423e-06,6.71377,23.3,128.0
2316,128.0,3.435123017554817e-06,6.46462,23.0,128.0
2317,128.0,2.5932506092350484e-06,6.27965,22.8,128.0
2318,128.0,3.0935214576960043e-06,6.11119,22.6,128.0
2319,128.0,2.517122048505841e-06,5.90844,22.4,128.0
2320,129.0,2.117387608615227e-06,5.60846,22.2,128.0
2321,129.0,1.941267362266404e-06,5.17761,22.0,128.0
2322,129.0,1.854687328667604e-06,4.75102,22.0,128.0
2323,129.0,1.7225117049203277e-06,4.45775,22.0,128.0
2324,128.0,2.3623673428519173e-06,4.25447,22.0,128.0
2325,128.0,2.322480730013072e-06,4.10143,22.0,128.0
2326,128.0,2.1000201236710983e-06,4.0952,22.0,128.0
2327,128.0,1.46463117108613e-06,4.10846,22.0,128.0
2328,128.0,1.4226396114266411e-06,3.99284,22.0,128.0
2329,128.0,1.4266075750469217e-06,3.82193,22.0,128.0
2330,129.0,1.523099183757301e-06,3.62379,22.0,128.0
2331,129.0,1.1111246915240075e-06,3.46836,22.0,128.0
2332,129.0,1.2540659605253478e-06,3.35565,22.0,128.0
2333,128.0,1.2540659605253478e-06,3.28136,22.2,128.0
2334,128.0,1.216012679457748e-06,3.22499,22.6,128.0
2335,129.0,3.851135731963352e-06,6.68848,22.0,128.0
2336,129.0,3.746824172651904e-06,6.58743,21.9,128.0
2337,129.0,3.671744043425393e-06,6.3766,21.9,128.0
2338,129.0,3.644985204409107e-06,6.07946,21.7,128.0
2339,129.0,3.031202065197686e-06,5.8156,21.4,129.0
2340,129.0,3.151799400099109e-06,5.63736,21.2,129.0
2341,129.0,2.9281445710566648e-06,5.39614,21.0,129.0
2342,129.0,2.8717388081406864e-06,5.25771,20.8,129.0
2343,129.0,2.970815729710238e-06,4.99578,20.6,129.0
2344,129.0,2.934849595170703e-06,4.7437,20.3,129.0
2345,129.0,2.5539814102293326e-06,4.59536,20.1,129.0
2346,129.0,2.38575945801542e-06,4.55262,20.0,129.0
2347,129.0,2.071230395442204e-06,4.60416,19.9,129.0
2348,129.0,1.9721999854450186e-06,4.25438,19.9,129.0
2349,129.0,1.960226707533005e-06,4.09839,20.0,129.0
2350,129.0,1.7866335459608613e-06,4.43578,20.0,129.0
2351,129.0,1.663143266856881e-06,4.37512,20.2,129.0
2352,129.0,1.434435733117063e-06,4.16126,20.5,129.0
2353,129.0,1.5384880660892852e-06,3.95852,20.8,129.0
2354,129.0,1.5485647030324986e-06,3.75316,21.1,129.0
2355,129.0,0.0001868210101122,28.66508,25.1,128.0
2356,129.0,0.0001783768266205,27.97839,24.5,128.0
2357,130.0,0.0001730761088923,27.09871,23.9,129.0
2358,130.0,0.0001677205805901,26.05614,23.4,129.0
2359,130.0,0.0001606622360636,24.93478,22.7,129.0
2360,130.0,0.0001481625605487,23.84354,22.0,129.0
2361,131.0,0.0001357380819072,22.71678,21.3,130.0
2362,131.0,0.0001251346257271,21.59352,20.6,130.0
2363,131.0,0.0001155087109946,20.5847,19.8,130.0
2364,132.0,0.0001034773700481,19.7583,19.2,131.0
2365,132.0,9.596619963719167e-05,18.9438,18.6,131.0
2366,132.0,8.662824828447486e-05,18.28341,18.2,131.0
2367,132.0,8.143924358683066e-05,17.94728,17.9,131.0
2368,132.0,7.308998917718736e-05,18.18723,17.6,131.0
2369,132.0,6.833027238570242e-05,18.53618,17.4,131.0
2370,132.0,6.673652019040363e-05,18.31302,17.3,131.0
2371,132.0,6.528891151758762e-05,17.92305,17.1,131.0
2372,132.0,6.321700053802022e-05,17.56094,16.9,131.0
2373,132.0,6.314192096493468e-05,17.23915,16.8,131.0
2374,132.0,5.997303715183114e-05,16.9361,16.6,131.0
2375,131.0,6.52307210603906e-06,13.39873,18.8,131.0
2376,131.0,6.476683937823834e-06,13.41603,18.2,131.0
2377,132.0,6.439274422558066e-06,13.38006,17.6,131.0
2378,132.0,6.409927696015589e-06,13.24563,17.4,131.0
2379,132.0,6.383372591074768e-06,13.17933,17.1,132.0
2380,132.0,6.354410914336187e-06,13.10511,16.8,132.0
2381,132.0,1.2647981382171406e-05,13.04924,16.5,132.0
2382,132.0,1.2588512981904012e-05,12.85377,16.1,132.0
2383,133.0,1.253250618792493e-05,12.58039,15.7,132.0
2384,133.0,1.2479175376091149e-05,12.32443,15.3,132.0
2385,133.0,1.242838145188352e-05,12.15417,14.8,133.0
2386,133.0,1.2379531682316458e-05,12.05818,14.4,133.0
2387,133.0,1.2332128895411215e-05,12.01747,14.0,133.0
2388,133.0,1.2286446206866897e-05,11.89777,13.7,133.0
2389,133.0,1.2242749231767486e-05,11.75872,13.6,133.0
2390,133.0,1.2200924830102122e-05,11.54794,13.6,133.0
2391,133.0,1.2160716022959432e-05,11.35663,13.6,133.0
2392,133.0,1.2121652908590616e-05,11.25903,13.7,133.0
2393,133.0,1.2121652908590616e-05,11.21663,13.9,133.0
2394,133.0,1.204761216326924e-05,11.18453,14.2,133.0
2395,128.0,9.271191626259724e-06,10.88382,24.5,128.0
2396,129.0,9.293248454997443e-06,10.90064,23.6,128.0
2397,129.0,9.322966194924576e-06,11.03011,22.8,129.0
2398,129.0,9.356112348197075e-06,11.28329,22.1,129.0
2399,130.0,9.391523211149616e-06,11.58144,21.3,129.0
2400,130.0,9.427736400490242e-06,11.83638,20.5,130.0
2401,130.0,9.46208071154847e-06,12.15164,19.9,130.0
2402,131.0,9.496044897300274e-06,12.43133,19.3,130.0
2403,131.0,9.52943642912958e-06,12.77891,18.7,130.0
2404,131.0,9.562606383996022e-06,13.15535,18.2,131.0
2405,131.0,9.595363520346968e-06,13.4515,17.8,131.0
2406,131.0,9.627511577082672e-06,13.5446,17.4,131.0
2407,132.0,9.658382993519225e-06,13.51163,17.1,131.0
2408,132.0,9.68804495252858e-06,13.50634,16.9,131.0
2409,132.0,9.71647330884782e-06,13.50834,16.8,131.0
2410,132.0,9.744024476989488e-06,13.40916,16.7,131.0
2411,132.0,9.770395701025892e-06,13.08802,16.6,131.0
2412,132.0,9.795374624102498e-06,12.74076,16.5,131.0
2413,132.0,9.795374624102498e-06,12.40066,16.6,131.0
2414,132.0,9.841357320001574e-06,12.09531,16.8,131.0
2415,129.0,1.702523707642629e-05,10.78295,23.2,128.0
2416,129.0,1.124947971156334e-05,10.57688,23.0,128.0
2417,129.0,1.114647019155209e-05,10.38739,22.9,128.0
2418,129.0,1.1044354126170702e-05,10.22654,23.0,128.0
2419,129.0,1.0942595145864792e-05,10.16226,23.1,128.0
2420,129.0,1.084063721265536e-05,10.05281,23.3,128.0
2421,129.0,1.0738139724674098e-05,10.00228,23.4,128.0
2422,129.0,5.320394134797506e-06,9.92235,23.4,128.0
2423,129.0,5.276961314596603e-06,9.85651,23.3,128.0
2424,129.0,5.238427005138897e-06,9.84258,23.2,128.0
2425,129.0,5.2083062067385065e-06,9.7157,23.2,128.0
2426,129.0,5.177028489187776e-06,9.65192,23.2,128.0
2427,129.0,5.1461506792918895e-06,9.59995,23.3,128.0
2428,129.0,5.115717530540834e-06,9.51278,23.6,128.0
2429,129.0,5.085745672030433e-06,9.41027,23.8,128.0
2430,129.0,5.05630192190036e-06,9.29877,24.0,128.0
2431,129.0,5.026994962951047e-06,9.14231,24.4,128.0
2432,129.0,4.997301457213105e-06,9.01991,24.8,128.0
2433,129.0,4.997301457213105e-06,8.8929,25.3,128.0
2434,128.0,4.937271959751359e-06,8.75406,25.8,127.0
2435,125.0,1.168361118743778e-05,9.26927,31.6,125.0
2436,126.0,1.110291188086814e-05,9.00393,30.9,125.0
2437,126.0,1.0640189206807568e-05,8.72724,30.3,125.0
2438,126.0,1.072862771617855e-05,8.451,29.9,125.0
2439,126.0,1.0517223246166815e-05,8.17326,29.5,125.0
2440,126.0,1.1124172496917377e-05,7.89934,29.1,125.0
2441,126.0,1.1589653488469084e-05,7.64596,28.6,126.0
2442,126.0,1.1796630980157169e-05,7.39567,28.0,126.0
2443,127.0,1.1919375896662142e-05,7.16828,27.3,126.0
2444,127.0,1.1804710450587772e-05,6.90451,26.8,126.0
2445,127.0,1.17364615640988e-05,6.67766,26.3,126.0
2446,127.0,1.1327236830786082e-05,6.46086,26.0,127.0
2447,127.0,1.089147926036228e-05,6.22487,25.7,127.0
2448,127.0,1.0579227949473904e-05,6.004,25.6,127.0
2449,127.0,1.0239162705634384e-05,5.7805,25.8,127.0
2450,127.0,9.76495078825133e-06,5.59078,26.0,127.0
2451,127.0,9.410420467529576e-06,5.41155,26.3,126.0
2452,127.0,8.959892929279496e-06,5.27438,26.7,126.0
2453,127.0,8.714895856994509e-06,5.14311,27.1,126.0
2454,126.0,8.33279481938242e-06,5.01679,27.5,126.0
2455,114.0,0.0001324282170948,25.33601,59.7,113.0
2456,114.0,0.0001565427457412,25.13836,59.7,113.0
2457,114.0,0.0001546261651738,24.98419,59.6,113.0
2458,114.0,0.0001488260321339,24.73224,59.5,113.0
2459,114.0,0.0001555263177908,24.44969,59.4,113.0
2460,114.0,0.0001577175822338,24.07117,59.2,113.0
2461,114.0,0.0001520352491066,23.65364,58.9,113.0
2462,115.0,0.0001513037485942,23.16512,58.5,114.0
2463,115.0,0.0001510470329003,22.77375,58.0,114.0
2464,115.0,0.0001529804794576,22.74074,57.4,114.0
2465,115.0,0.0001383563364605,22.60528,56.8,114.0
2466,116.0,0.0001380123173422,22.2701,56.2,115.0
2467,116.0,0.0001350079562941,21.99249,55.6,115.0
2468,116.0,0.0001354845452132,21.56837,55.1,115.0
2469,117.0,0.0001370643888017,20.90608,54.6,116.0
2470,117.0,0.0001334446302095,20.23589,54.2,116.0
2471,117.0,0.0001314939083683,19.59669,53.7,116.0
2472,117.0,0.0001263249289873,19.75641,53.3,116.0
2473,117.0,0.0001217573249711,19.81252,52.8,116.0
2474,118.0,0.0001149118141245,19.74843,52.3,117.0
2475,128.0,1.841055134998656e-06,5.26214,23.8,128.0
2476,128.0,1.8547035812736407e-06,5.31235,23.5,128.0
2477,129.0,1.85570095856233e-06,5.34589,23.3,128.0
2478,129.0,1.857939306431257e-06,5.27764,23.1,128.0
2479,129.0,1.7281351029436786e-06,5.20047,22.9,128.0
2480,129.0,1.7328257309158905e-06,5.11778,22.7,128.0
2481,129.0,1.471354992213857e-06,5.10749,22.6,128.0
2482,129.0,1.3428058438373202e-06,5.13057,22.4,128.0
2483,129.0,1.348821035997066e-06,5.0792,22.2,128.0
2484,129.0,1.3551349246863438e-06,5.02713,22.0,128.0
2485,129.0,1.361498748714575e-06,4.90935,21.8,128.0
2486,129.0,1.3678852016023409e-06,4.77912,21.8,128.0
2487,129.0,1.2368407020637649e-06,4.72842,21.8,128.0
2488,129.0,1.2425778409436854e-06,4.66458,21.8,128.0
2489,129.0,1.2483071567945911e-06,4.71272,21.8,128.0
2490,129.0,1.254041846540391e-06,4.78875,21.9,128.0
2491,129.0,1.2598123635465737e-06,4.78238,22.1,128.0
2492,129.0,1.1250137814188224e-06,4.64797,22.3,128.0
2493,128.0,1.1250137814188224e-06,4.5407,22.5,128.0
2494,128.0,9.93589643502875e-07,4.4362,22.8,128.0
2495,117.0,0.0002441548540347,34.2993,53.7,116.0
2496,117.0,0.0002500363554344,33.9293,53.0,116.0
2497,118.0,0.000250068348905,33.17647,52.3,116.0
2498,118.0,0.0002552800993711,32.70063,51.6,117.0
2499,118.0,0.0002616138969997,32.17533,51.0,117.0
2500,119.0,0.0002672016930986,31.64136,50.4,117.0
2501,119.0,0.0002663140168145,30.97316,49.8,117.0
2502,119.0,0.0002730604423253,30.23075,49.1,118.0
2503,119.0,0.000269560292216,29.45552,48.5,118.0
2504,120.0,0.000272595943445,28.61084,47.9,118.0
2505,120.0,0.0002766077707529,27.68767,47.5,118.0
2506,120.0,0.0002688458217686,26.91001,47.3,119.0
2507,120.0,0.0002615750133339,26.17916,47.1,119.0
2508,120.0,0.0002531765099947,25.63888,47.0,119.0
2509,120.0,0.0002465299087264,25.13491,47.0,119.0
2510,120.0,0.0002355803560342,24.80615,47.1,119.0
2511,120.0,0.000230275094004,24.60175,47.3,119.0
2512,120.0,0.0002248833600105,24.34597,47.4,119.0
2513,120.0,0.00022537012053,24.03273,47.6,119.0
2514,120.0,0.0002149684877848,23.72398,47.8,119.0
2515,131.0,1.7227236852111309e-06,2.96175,12.1,131.0
2516,131.0,9.593520152748029e-07,2.82214,11.9,131.0
2517,131.0,9.343150804760616e-07,2.7318,11.8,131.0
2518,131.0,9.110322359646374e-07,2.66521,11.7,131.0
2519,131.0,6.669295851297823e-07,2.60506,11.6,131.0
2520,131.0,8.684813149501894e-07,2.54717,11.5,131.0
2521,131.0,8.486153038010965e-07,2.46722,11.5,131.0
2522,131.0,8.295454215521707e-07,2.37693,11.4,131.0
2523,132.0,6.084436154287509e-07,2.3036,11.3,131.0
2524,132.0,3.971487105474953e-07,2.26575,11.3,131.0
2525,132.0,3.890971098839421e-07,2.26571,11.3,131.0
2526,131.0,5.717784998704922e-07,2.27287,11.3,131.0
2527,131.0,3.735877914498457e-07,2.26738,11.4,131.0
2528,131.0,1.831400534256164e-07,2.21765,11.5,131.0
2529,131.0,3.592405009177697e-07,2.16496,11.7,131.0
2530,131.0,3.524556998430867e-07,2.12971,11.8,131.0
2531,131.0,3.459173451258862e-07,2.10277,12.0,131.0
2532,131.0,1.6981025062974133e-07,2.07118,12.3,131.0
2533,131.0,3.3962050125948265e-07,2.02621,12.6,131.0
2534,131.0,3.277110676384174e-07,1.98168,12.9,131.0
2535,129.0,9.947492162619612e-07,3.58078,20.2,129.0
2536,129.0,9.94441568850908e-07,3.5883,20.1,129.0
2537,129.0,4.971421781886824e-07,3.58864,20.0,129.0
2538,129.0,0.0,3.54668,20.0,129.0
2539,129.0,9.942962197354873e-07,3.51066,20.0,129.0
2540,129.0,4.972477337934533e-07,3.45104,20.0,129.0
2541,129.0,9.948531273456772e-07,3.33432,20.0,129.0
2542,129.0,9.95398769189422e-07,3.2224,20.0,129.0
2543,129.0,9.961593077888202e-07,3.09681,20.0,129.0
2544,129.0,4.985810383648137e-07,2.97437,20.0,129.0
2545,129.0,4.992172273874564e-07,2.86977,20.0,129.0
2546,129.0,4.999770010579513e-07,2.79183,20.0,129.0
2547,129.0,5.008471830100615e-07,2.74693,20.1,129.0
2548,129.0,5.018342040156773e-07,2.73557,20.2,129.0
2549,129.0,1.0058884711098773e-06,2.71655,20.4,129.0
2550,129.0,1.0083633657555768e-06,2.73112,20.6,129.0
2551,129.0,5.055537608397046e-07,2.73128,20.8,129.0
2552,129.0,5.070669926769385e-07,2.67668,21.1,129.0
2553,129.0,5.070669926769385e-07,2.61202,21.4,128.0
2554,129.0,5.105223767062934e-07,2.54577,21.7,128.0
2555,122.0,0.0001314181633735,13.08807,39.8,121.0
2556,122.0,0.0001345575076361,12.97092,39.7,121.0
2557,122.0,0.0001353052989483,12.85315,39.6,121.0
2558,122.0,0.0001359809966557,12.77979,39.4,121.0
2559,122.0,0.0001365970366721,12.64671,39.3,121.0
2560,122.0,0.000135148491884,12.55593,39.1,121.0
2561,122.0,0.0001337576861493,12.40249,38.9,121.0
2562,123.0,0.0001305019527314,12.26459,38.6,121.0
2563,123.0,0.00012177392764,12.10027,38.3,121.0
2564,123.0,0.0001207698529169,11.91052,38.0,122.0
2565,123.0,0.000118026173198,11.70822,37.7,122.0
2566,123.0,0.0001154068090017,11.52056,37.4,122.0
2567,123.0,0.0001129019566251,11.36964,37.2,122.0
2568,123.0,0.0001088325117873,11.16083,37.1,122.0
2569,123.0,0.00010493816027,10.96284,36.9,122.0
2570,123.0,0.0001012098594468,10.76518,36.9,122.0
2571,123.0,9.763364392380168e-05,10.58542,36.8,122.0
2572,123.0,9.26525021580312e-05,10.42215,36.8,122.0
2573,123.0,9.110829378873068e-05,10.24593,36.7,122.0
2574,123.0,8.77152554669648e-05,10.06249,36.7,122.0
2575,124.0,3.725804241141329e-05,20.75887,35.3,124.0
2576,124.0,4.103017240395736e-05,20.49708,34.8,124.0
2577,124.0,5.015522728152678e-05,20.10117,34.3,124.0
2578,125.0,5.862568005788867e-05,19.73239,33.7,124.0
2579,125.0,6.346626052795764e-05,19.26517,33.1,124.0
2580,125.0,6.650738590002983e-05,18.80483,32.4,125.0
2581,126.0,6.894009281206054e-05,18.379,31.7,125.0
2582,126.0,6.388635985280252e-05,18.00471,30.9,125.0
2583,126.0,6.051318625786538e-05,17.71703,30.2,126.0
2584,127.0,5.481882998472983e-05,17.51127,29.5,126.0
2585,127.0,4.606070222248793e-05,17.25568,29.0,126.0
2586,127.0,3.591541202160671e-05,17.08845,28.7,127.0
2587,127.0,3.1857946420793525e-05,16.97405,28.5,127.0
2588,127.0,2.888823741752655e-05,16.81824,28.5,127.0
2589,127.0,2.7141757534018566e-05,16.72063,28.6,127.0
2590,127.0,2.3174286623387563e-05,16.70938,28.8,127.0
2591,127.0,1.979756094049213e-05,16.66431,29.1,127.0
2592,127.0,1.9879944970989747e-05,16.61113,29.4,127.0
2593,127.0,2.5438890082420352e-05,16.50818,29.9,126.0
2594,127.0,2.844087338354161e-05,16.3789,30.5,126.0
2595,132.0,4.681070764880065e-07,3.25858,11.3,132.0
2596,132.0,5.359723181017147e-07,3.20273,11.1,132.0
2597,132.0,4.80311826122508e-07,3.05744,11.1,132.0
2598,132.0,5.907228907577576e-07,2.94216,11.0,132.0
2599,132.0,5.813932395966192e-07,2.84267,11.0,132.0
2600,132.0,5.720252035219912e-07,2.82564,11.1,132.0
2601,132.0,4.72634975096188e-07,2.80111,11.2,132.0
2602,132.0,4.644821965743509e-07,2.71559,11.3,131.0
2603,132.0,5.445393549918272e-07,2.69934,11.4,131.0
2604,132.0,4.752108424105805e-07,2.70361,11.5,131.0
2605,132.0,4.945602245767876e-07,2.70915,11.6,131.0
2606,132.0,4.063755272615525e-07,2.73919,11.7,131.0
2607,132.0,3.18857324186748e-07,2.74508,11.8,131.0
2608,131.0,4.010931350081181e-07,2.64239,11.9,131.0
2609,131.0,3.142154856284121e-07,2.39975,12.1,131.0
2610,131.0,3.530916790497996e-07,2.31184,12.2,131.0
2611,131.0,3.706489214239936e-07,2.29542,12.4,131.0
2612,131.0,3.0638406345336506e-07,2.28297,12.7,131.0
2613,131.0,3.0638406345336506e-07,2.26385,12.9,131.0
2614,131.0,3.01912579964566e-07,2.24311,13.3,131.0
2615,122.0,1.1028735212041614e-05,10.26178,38.9,122.0
2616,123.0,9.396224565821746e-06,9.64569,38.3,122.0
2617,123.0,8.93281965171039e-06,9.00309,37.7,122.0
2618,123.0,8.879320195186738e-06,8.57234,37.1,123.0
2619,123.0,8.478151702728912e-06,8.54378,36.6,123.0
2620,123.0,9.302099767457455e-06,8.36258,36.0,123.0
2621,123.0,7.975954761172343e-06,8.39114,35.6,123.0
2622,124.0,7.168075673033544e-06,8.36094,35.0,123.0
2623,124.0,7.0056743062981305e-06,8.15751,34.6,123.0
2624,124.0,7.471552065510568e-06,7.80793,34.2,124.0
2625,124.0,7.067028536471512e-06,7.44756,33.8,124.0
2626,124.0,6.718689684490332e-06,7.12814,33.6,124.0
2627,124.0,5.772453423981956e-06,6.86973,33.5,124.0
2628,124.0,5.4900319473724615e-06,6.62158,33.5,124.0
2629,124.0,5.213467722506686e-06,6.48437,33.6,124.0
2630,124.0,5.169250324483819e-06,6.33276,33.8,124.0
2631,124.0,4.992129525522825e-06,6.14451,33.9,124.0
2632,124.0,4.730162101762744e-06,6.10194,34.1,124.0
2633,124.0,4.819410443305437e-06,6.04993,34.4,124.0
2634,124.0,4.574142093261128e-06,5.83276,34.6,124.0
2635,127.0,1.7240041720900966e-05,14.43679,27.4,126.0
2636,127.0,1.4835191617692872e-05,14.37363,26.9,127.0
2637,127.0,1.4583090281828636e-05,14.26531,26.2,127.0
2638,128.0,1.6389043105231998e-05,14.16883,25.6,127.0
2639,128.0,1.6132382329395015e-05,14.09358,24.9,127.0
2640,128.0,1.786994255806242e-05,13.96584,24.3,128.0
2641,128.0,1.9535256253723907e-05,13.75598,23.8,128.0
2642,129.0,2.1116283534098e-05,13.52898,23.0,128.0
2643,129.0,2.076161140303195e-05,13.34658,22.3,128.0
2644,129.0,1.858304297328688e-05,13.12931,21.6,129.0
2645,129.0,1.831974923927241e-05,12.92058,20.9,129.0
2646,130.0,1.988578329196488e-05,12.7128,20.4,129.0
2647,130.0,1.963735167104937e-05,12.45614,20.1,129.0
2648,130.0,1.940562339683089e-05,12.2214,19.9,129.0
2649,130.0,1.918679390418115e-05,12.00494,19.9,129.0
2650,130.0,1.897752543419716e-05,11.85617,20.0,129.0
2651,130.0,2.048396788113836e-05,11.6593,20.1,129.0
2652,130.0,1.8583623772847297e-05,11.50833,20.3,129.0
2653,129.0,1.8583623772847297e-05,11.36816,20.5,129.0
2654,129.0,1.8217259031206165e-05,11.20393,20.8,129.0
2655,131.0,5.603139282051833e-07,3.73191,12.4,131.0
2656,131.0,5.592894339599425e-07,3.6235,12.2,131.0
2657,131.0,4.467189886282098e-07,3.47466,12.0,131.0
2658,131.0,3.344367516559636e-07,3.32251,11.9,131.0
2659,131.0,2.2255853289415122e-07,3.15992,11.8,131.0
2660,131.0,5.554460709633457e-07,3.03529,11.7,131.0
2661,131.0,4.436263973676984e-07,2.98853,11.6,131.0
2662,131.0,2.2145725963471962e-07,2.98053,11.5,131.0
2663,131.0,5.527678245789097e-07,2.96221,11.5,131.0
2664,131.0,5.518976393240755e-07,2.92176,11.4,131.0
2665,131.0,3.306129398598532e-07,2.88398,11.4,131.0
2666,131.0,2.2005279506659242e-07,2.89674,11.4,131.0
2667,131.0,4.39377542622917e-07,2.89501,11.5,131.0
2668,131.0,5.482803023831662e-07,2.89742,11.6,131.0
2669,131.0,4.378386750563854e-07,2.89663,11.8,131.0
2670,131.0,3.277633234152152e-07,2.81473,12.0,131.0
2671,131.0,3.271251521949771e-07,2.72025,12.3,131.0
2672,131.0,4.352953108683227e-07,2.64399,12.7,131.0
2673,131.0,3.264714831512421e-07,2.54644,13.0,131.0
2674,131.0,3.251489371802499e-07,2.44919,13.4,130.0
2675,132.0,6.880494074518504e-07,2.74505,9.5,132.0
2676,132.0,4.103272811427122e-07,2.7298,9.4,132.0
2677,132.0,5.433485511678801e-07,2.72185,9.4,132.0
2678,132.0,6.749169413466132e-07,2.70052,9.3,132.0
2679,132.0,6.710628440958616e-07,2.63553,9.3,132.0
2680,132.0,5.340903173431143e-07,2.56497,9.3,132.0
2681,132.0,7.974551610899298e-07,2.50961,9.3,132.0
2682,132.0,2.6473722646191536e-07,2.44594,9.3,132.0
2683,132.0,6.594983591680824e-07,2.382,9.3,132.0
2684,132.0,5.260066221603697e-07,2.31237,9.3,132.0
2685,132.0,5.246976495381742e-07,2.25479,9.3,132.0
2686,132.0,5.235628820618325e-07,2.23519,9.4,132.0
2687,132.0,7.837371408328618e-07,2.23149,9.5,132.0
2688,132.0,3.911099151839038e-07,2.25642,9.6,132.0
2689,132.0,6.506573721562368e-07,2.27457,9.8,132.0
2690,132.0,6.495352185789937e-07,2.26796,10.0,132.0
2691,132.0,5.187896533629112e-07,2.26488,10.3,132.0
2692,132.0,5.180139345748401e-07,2.25844,10.5,132.0
2693,132.0,5.180139345748401e-07,2.24401,10.9,131.0
2694,132.0,5.166560213998924e-07,2.224,11.2,131.0
2695,123.0,1.4935120561332256e-05,12.74301,36.8,123.0
2696,123.0,1.2437022766266294e-05,12.44991,36.1,123.0
2697,124.0,1.1503011187747756e-05,12.19497,35.6,123.0
2698,124.0,1.0104230500189892e-05,11.94784,35.2,123.0
2699,124.0,9.097515440964844e-06,11.69474,34.8,123.0
2700,124.0,8.134605635934917e-06,11.47062,34.3,123.0
2701,124.0,7.193616126286364e-06,11.24646,33.7,124.0
2702,124.0,6.101215157058457e-06,11.05736,33.3,124.0
2703,125.0,5.439661585522547e-06,10.88884,32.9,124.0
2704,125.0,4.778757760082282e-06,10.77446,32.4,124.0
2705,125.0,4.099448106167597e-06,10.67257,32.0,124.0
2706,125.0,3.819209290448647e-06,10.62413,31.8,124.0
2707,125.0,3.50631976411256e-06,10.64482,31.6,124.0
2708,122.0,1.396536621283507e-05,13.82136,39.1,122.0
2709,123.0,1.2620080061787913e-05,13.49157,38.4,122.0
2710,123.0,1.0849330542058902e-05,13.13538,37.5,122.0
2711,123.0,9.287669263965912e-06,12.73745,36.5,123.0
2712,124.0,8.671687374307256e-06,12.39452,35.1,123.0
2713,124.0,8.364159663884043e-06,12.11887,34.1,123.0
2714,124.0,8.064444125066856e-06,11.88287,33.7,124.0
2715,125.0,8.054717817798892e-06,11.68117,32.9,124.0
2716,125.0,7.903621300619922e-06,11.42165,32.2,124.0
2717,125.0,7.892074520233307e-06,11.16194,31.5,124.0
2718,125.0,7.74625511970702e-06,10.85782,30.7,125.0
2719,125.0,7.604363331235578e-06,10.4989,30.4,125.0
2720,125.0,7.208705541756748e-06,10.13892,30.5,124.0
2721,125.0,6.826766131806396e-06,9.83534,30.8,124.0
2722,125.0,6.458414270512172e-06,9.59343,31.2,124.0
2723,125.0,6.225617855950922e-06,9.41362,31.6,124.0
2724,125.0,6.001719372565853e-06,9.26965,32.5,124.0
2725,124.0,6.258446688956971e-06,9.17774,33.4,123.0
