,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Prevalence of anaemia in children aged 6–59 months (%),per_capita-Nutritional Deficiencies,Stillbirth rate (per 1000 total births),per_capita-Tuberculosis,Mean hemoglobin level of children aged 6-59 months,per_capita-Diarrheal Diseases
60,38.96964,0.0015234778666127,68.9,0.0005960585438785,28.19836,0.0012948259006003,102.0,0.0020017723241658
61,37.20527,0.0014930925086559,67.5,0.0005830144136447,27.53192,0.001273466661963,102.0,0.0018558523756649
62,35.35193,0.0014093179239782,66.2,0.000538946465283,26.7738,0.0012032860026394,103.0,0.0016827858603197
63,33.42133,0.0013349979091939,64.9,0.0004961758674082,25.93826,0.0011559457136371,104.0,0.0016757364738465
64,31.49849,0.0012665670697545,63.7,0.0004579677540355,25.18395,0.0011078628424911,104.0,0.0015014288811153
65,29.55372,0.0011921455272092,62.6,0.000418455749236,24.60049,0.0010571317547486,104.0,0.0013950388090071
66,27.73341,0.0011007798845892,61.7,0.0003761425533795,24.03018,0.0009840917838537,105.0,0.0013027655985369
67,26.01003,0.0010371491377744,61.0,0.0003478286992943,23.39098,0.000924492069177,105.0,0.0012408706701546
68,24.35412,0.0009611434272449,60.6,0.000311318590975,22.79138,0.0008621963247307,105.0,0.0011870802442762
69,22.83246,0.0008994758106857,60.5,0.0002810135006107,22.21481,0.0008116383231081,105.0,0.0011212294678488
70,21.49714,0.0008335457371259,60.7,0.0002500367891268,21.79696,0.0007675084464172,105.0,0.0010460931670902
71,20.319,0.0007713704020713,61.1,0.0002223374073886,21.34208,0.000711333015439,105.0,0.0009457721997143
72,19.31237,0.0007264583076013,61.4,0.0002022893653066,21.00354,0.0006700007215157,105.0,0.0008691818623176
73,18.47286,0.0006765702646575,61.9,0.000183320401429,20.6829,0.0006250640729093,105.0,0.0007784424725906
74,17.71616,0.0006352982085642,62.1,0.0001615140407223,20.4029,0.0005904814392,105.0,0.0007270543929889
75,17.0933,0.0006197643014218,62.3,0.000149935973287,20.06602,0.0005719565313036,105.0,0.0006564764235812
76,16.46195,0.0005840966159681,62.4,0.0001377651018652,19.83011,0.0005369868912507,105.0,0.0005910876808389
77,2.80069,0.0004787381240857,21.7,4.764882638181864e-05,7.81906,2.7989333091062662e-05,120.0,2.035587861168194e-05
78,2.74467,0.0005141113606752,21.1,4.791192101653497e-05,7.58481,2.671500800866596e-05,120.0,1.976433065189289e-05
79,2.7028,0.0005513764305207,20.7,5.007967484159244e-05,7.30905,2.6342487922456137e-05,120.0,1.997397435878542e-05
80,2.68667,0.000588076024966,20.4,4.919544835156121e-05,6.85732,2.5275922297276147e-05,120.0,1.919822374695072e-05
81,2.69609,0.0005992230826874,20.1,4.5196623639274464e-05,6.25141,2.338557453865372e-05,120.0,1.7706958204764296e-05
82,2.72475,0.0006068207096964,19.9,4.11931622413368e-05,5.83896,2.197479100978376e-05,120.0,1.6615085885446256e-05
83,2.75596,0.0006255548482936,19.6,3.879899123632519e-05,5.64864,2.105293343597606e-05,120.0,1.6231458272581064e-05
84,2.76186,0.0006618422876721,19.4,3.780386416417404e-05,5.52054,2.0849555202830467e-05,120.0,1.623019267286204e-05
85,2.72734,0.0006611333432142,19.2,3.5003211303789336e-05,5.38129,1.9663060125487872e-05,120.0,1.6031816609851293e-05
86,2.65441,0.0006834893760468,19.1,3.343632765098261e-05,5.23754,1.913789806339137e-05,121.0,1.6131561586000385e-05
87,2.55598,0.0007181350258325,18.8,3.270187116623774e-05,4.85241,1.8382708643743107e-05,121.0,1.661700110296252e-05
88,2.44874,0.0007434091981637,18.7,3.1601833749073014e-05,4.87683,1.807529127314404e-05,121.0,1.6997956031698363e-05
89,2.35087,0.0007586420106551,18.5,3.057415707285959e-05,5.0823,1.7657168232000305e-05,121.0,1.7135748498974794e-05
90,2.27051,0.0007880363230322,18.4,2.978105643193374e-05,5.17482,1.7671501570721914e-05,121.0,1.748375653411398e-05
91,2.20843,0.0008057757769688,18.3,2.893708441000981e-05,5.19337,1.7292522731764897e-05,121.0,1.7803860769532138e-05
92,2.15906,0.0008313937446145,18.3,2.908001604719556e-05,5.09639,1.703817250587863e-05,121.0,1.798217936093407e-05
93,2.10777,0.000870867026113,18.3,2.97262393583257e-05,5.20547,1.736121884242967e-05,121.0,1.831939386395667e-05
94,2.03671,0.000850147876577,18.5,3.00257009147167e-05,5.23692,1.6979895622705002e-05,121.0,1.7771235631752503e-05
95,1.93891,0.000824847606002,18.6,2.97091649110977e-05,5.32572,1.6595530475453355e-05,121.0,1.7205992768147145e-05
96,1.84033,0.0008058381579033,19.0,2.955450998266906e-05,5.33443,1.6154984028120606e-05,121.0,1.682162711043645e-05
97,1.87779,0.0001544753818828,28.9,1.4461525112438356e-05,20.67671,4.502793046372852e-05,116.0,3.582514175581321e-05
98,1.84612,0.0001492936626161,28.5,1.2881532836348383e-05,20.10868,4.7232287066610735e-05,116.0,2.873572709646947e-05
99,1.82987,0.0001476532424983,28.3,1.09495662976331e-05,19.45541,5.109797605562114e-05,117.0,2.256274267391064e-05
100,1.82607,0.0001512470216996,27.9,8.661723709669682e-06,18.72933,5.163719903841541e-05,117.0,1.865602029775008e-05
101,1.83259,0.0001614650192554,27.6,5.348737697903295e-06,18.04719,5.148160034231921e-05,117.0,1.5711916987590928e-05
102,1.84806,0.0001743267634493,26.9,3.6876815345046313e-06,17.37245,5.229802903479294e-05,117.0,1.3074507258698235e-05
103,1.86962,0.0001905003810007,26.3,2.351856555564963e-06,16.72719,5.5436618809745554e-05,117.0,1.108732376194911e-05
104,1.89665,0.0001928221695017,25.5,2.0190803089192874e-06,16.16016,5.417865495600088e-05,117.0,9.422374774956676e-06
105,1.92647,0.0001943686320692,24.6,1.6843035707909422e-06,15.70173,5.423457497946834e-05,118.0,8.421517853954711e-06
106,1.95587,0.0001927870673581,23.6,1.6852016377463596e-06,15.27704,5.055604913239079e-05,118.0,7.751927533633254e-06
107,1.98247,0.000192126067058,22.5,1.6853163777023203e-06,15.08267,4.6514732024584045e-05,119.0,6.741265510809282e-06
108,2.00402,0.0001910393450079,21.6,1.3477202469697352e-06,14.88892,4.27901178412891e-05,119.0,6.401671173106242e-06
109,2.01882,0.0001881841241947,21.0,1.3465769173151276e-06,14.581,3.938737483146748e-05,119.0,5.38630766926051e-06
110,2.02726,0.0001876144851831,20.3,1.008680027866467e-06,14.23683,3.4295120947459875e-05,119.0,5.379626815287823e-06
111,2.02747,0.0001900126529627,19.8,1.0071342029825271e-06,14.03153,3.0549737490469994e-05,119.0,5.0356710149126365e-06
112,2.02097,0.0001994001908209,19.3,1.3405054845106267e-06,13.88276,2.815061517472316e-05,120.0,4.691769195787193e-06
113,2.00835,0.0002050397636657,19.1,1.3379429929249577e-06,13.69299,2.608988836203667e-05,120.0,4.682800475237351e-06
114,1.99133,0.0001942663391509,19.1,1.3351638429620345e-06,13.42429,2.5368113016278653e-05,120.0,4.67307345036712e-06
115,1.97039,0.0001885918928183,19.3,1.3351638429620345e-06,13.15354,2.470053109479764e-05,119.0,4.67307345036712e-06
116,1.94495,0.0001814069805804,19.6,1.3289888687214827e-06,12.87654,2.425404685416706e-05,119.0,4.319213823344819e-06
