,per_capita-Meningitis,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),Maternal mortality ratio (per 100 000 live births),Mean hemoglobin level of children aged 6-59 months,per_capita-Malaria
0,0.0001266944428342,9.59386,48.3,1300.0,108.0,0.0001221605614351
1,0.0001319715574899,9.41968,47.1,1240.0,109.0,8.75011417539292e-05
2,0.0001303621858446,9.4241,46.2,1180.0,109.0,3.008058795758489e-05
3,0.0001229556347362,9.55693,45.5,1140.0,110.0,2.0695126908973565e-05
4,0.0001140883833646,9.78268,44.9,1120.0,110.0,1.524615581438667e-05
5,0.0001070942784562,10.04326,44.5,1090.0,110.0,1.4349830014761704e-05
6,9.857168865177465e-05,10.23361,44.2,1030.0,110.0,9.203874260784525e-06
7,8.636539048110157e-05,10.19123,43.9,993.0,110.0,8.390783871944421e-06
8,8.275892003798807e-05,9.82583,43.7,954.0,110.0,1.2946104918805602e-05
9,7.819859997958167e-05,9.21902,43.5,905.0,110.0,1.3105910611103072e-05
10,7.409616485614298e-05,8.45282,43.5,858.0,111.0,3.0900796346395034e-06
11,7.332501052138358e-05,7.59035,43.5,810.0,111.0,4.596877029617647e-06
12,6.080536852012742e-05,6.70168,43.6,786.0,111.0,7.164663577565402e-06
13,5.592006127438411e-05,5.91332,43.7,701.0,111.0,8.721195717696368e-06
14,5.385211531108942e-05,5.29697,43.9,673.0,110.0,1.1640457237160276e-05
15,4.879147759114395e-05,4.86943,44.2,638.0,110.0,1.1692372107427288e-05
16,4.618340461480052e-05,4.55533,44.5,1014.3333333333334,110.0,1.365575288737122e-05
17,4.368306541425855e-05,4.29955,44.9,1014.3333333333334,110.0,1.4812555770669888e-05
18,1.5197799358652868e-05,3.89859,34.9,23.0,114.0,0.0
19,1.3427101389321362e-05,3.78719,33.4,23.0,115.0,0.0
20,1.258865316904818e-05,3.67789,32.1,21.0,115.0,0.0
21,1.1727664093638882e-05,3.57194,30.9,21.0,116.0,0.0
22,1.0835161082728096e-05,3.46361,29.6,18.0,116.0,0.0
23,9.918886651261532e-06,3.35452,28.3,22.0,116.0,0.0
24,9.315388789395362e-06,3.24281,27.1,18.0,117.0,0.0
25,8.022529938243233e-06,3.13393,25.9,19.0,117.0,0.0
26,7.037248154481671e-06,3.02643,24.8,20.0,118.0,0.0
27,5.699839733918069e-06,2.91963,23.8,20.0,118.0,0.0
28,5.356631107563831e-06,2.81678,23.0,21.0,118.0,0.0
29,4.34105027370322e-06,2.71469,22.9,22.0,118.0,0.0
30,4.32920759849197e-06,2.61688,23.1,17.0,118.0,0.0
31,4.316921835488751e-06,2.52107,23.6,16.0,118.0,0.0
32,4.304337878603765e-06,2.42743,24.4,16.0,118.0,0.0
33,4.621563289998475e-06,2.33726,25.5,15.0,117.0,0.0
34,4.607394077655652e-06,2.25042,26.9,16.0,117.0,0.0
35,4.265110054603251e-06,2.16659,28.4,15.0,116.0,0.0
36,4.265110054603251e-06,2.08356,29.6,19.05555555555556,116.0,0.0
37,1.925780042793067e-05,6.38065,39.9,161.0,112.0,0.0
38,1.849434163836158e-05,6.08547,39.3,155.0,113.0,0.0
39,1.775649836742411e-05,5.79904,38.8,148.0,113.0,0.0
40,1.6949742061471735e-05,6.37498,38.3,145.0,113.0,0.0
41,1.648129562636791e-05,5.29619,37.9,134.0,113.0,0.0
42,1.587801946491627e-05,5.08933,37.4,127.0,113.0,0.0
43,1.526126867199535e-05,4.90858,36.9,122.0,113.0,0.0
44,1.4657068654608784e-05,4.74624,36.3,119.0,114.0,0.0
45,1.2318747107611482e-05,4.5879,35.8,117.0,114.0,0.0
46,1.1878921141167578e-05,4.4312,35.2,117.0,114.0,0.0
47,1.1536398464774256e-05,4.27568,34.7,115.0,114.0,0.0
48,1.1287347403635772e-05,4.12504,34.3,116.0,114.0,0.0
49,1.1014987613505211e-05,3.98061,34.1,116.0,114.0,0.0
50,1.0916017466074638e-05,3.84461,33.9,115.0,114.0,0.0
51,1.0791860938564008e-05,3.72176,33.9,114.0,114.0,0.0
52,1.0562153277531684e-05,3.61643,33.9,114.0,114.0,0.0
53,8.206261355819066e-06,3.53372,34.0,113.0,114.0,0.0
54,8.012027013991242e-06,3.4667,34.0,112.0,114.0,0.0
55,7.905199987138027e-06,3.40788,34.1,125.55555555555556,114.0,0.0
56,7.640119797078419e-06,3.34704,34.3,125.55555555555556,114.0,0.0
57,0.0003251724304872,43.17231,72.8,827.0,99.0,0.0008703329989618
58,0.0003216656139381,41.93447,71.5,766.0,100.0,0.0009488404727815
59,0.0003241326160315,40.53535,70.3,690.0,101.0,0.0010019528765647
60,0.0003044350012815,38.96964,68.9,628.0,102.0,0.0010770311029645
61,0.0003074342720405,37.20527,67.5,574.0,102.0,0.0011844008367297
62,0.0002951341259006,35.35193,66.2,519.0,103.0,0.001208296308975
63,0.0002718014959738,33.42133,64.9,473.0,104.0,0.001155551035763
64,0.0002611847347233,31.49849,63.7,431.0,104.0,0.0010432055647171
65,0.0002497195855859,29.55372,62.6,395.0,104.0,0.0008573436655096
66,0.0002354890227465,27.73341,61.7,359.0,105.0,0.0006841918953624
67,0.0002265463238825,26.01003,61.0,326.0,105.0,0.0005893959656564
68,0.0002131694489649,24.35412,60.6,300.0,105.0,0.0005113786888004
69,0.0002017049998471,22.83246,60.5,281.0,105.0,0.0004735249172688
70,0.0001746810226493,21.49714,60.7,269.0,105.0,0.0004616146666991
71,0.0001584756497056,20.319,61.1,258.0,105.0,0.0004609152945818
72,0.0001482775952247,19.31237,61.4,251.0,105.0,0.0004865645212376
73,0.0001364740576349,18.47286,61.9,246.0,105.0,0.0005052464930678
74,0.0001287095163223,17.71616,62.1,241.0,105.0,0.0005111234353206
75,0.0001237405957147,17.0933,62.3,435.22222222222223,105.0,0.0005206753409547
76,0.0001151469508127,16.46195,62.4,435.22222222222223,105.0,0.0004927558403036
77,1.582937402566319e-05,2.80069,21.7,66.0,120.0,1.6070430482906793e-07
78,1.5280878463745373e-05,2.74467,21.1,67.0,120.0,1.5917581733068097e-07
79,1.5421276645913382e-05,2.7028,20.7,65.0,120.0,1.3158085875352716e-07
80,1.541596499245635e-05,2.68667,20.4,65.0,120.0,1.3042271567221956e-07
81,1.4893461930246356e-05,2.69609,20.1,61.0,120.0,1.2905946213385058e-07
82,1.4318069403587328e-05,2.72475,19.9,59.0,120.0,1.0208962141595245e-07
83,1.3934315655466167e-05,2.75596,19.6,57.0,120.0,1.0097330185120413e-07
84,1.383311806271626e-05,2.76186,19.4,56.0,120.0,9.987810875607409e-08
85,1.363568993626797e-05,2.72734,19.2,53.0,120.0,9.880934736426069e-08
86,1.3589618548206383e-05,2.65441,19.1,56.0,121.0,9.776703991515385e-08
87,1.349677818843244e-05,2.55598,18.8,51.0,121.0,0.0
88,1.326319386135337e-05,2.44874,18.7,48.0,121.0,0.0
89,1.1613439508295505e-05,2.35087,18.5,47.0,121.0,0.0
90,1.1170829678172153e-05,2.27051,18.4,44.0,121.0,0.0
91,1.0970525173915364e-05,2.20843,18.3,42.0,121.0,0.0
92,1.079851743953659e-05,2.15906,18.3,41.0,121.0,0.0
93,1.0904944292616796e-05,2.10777,18.3,40.0,121.0,0.0
94,1.062656583578076e-05,2.03671,18.5,39.0,121.0,0.0
95,1.0355249261250188e-05,1.93891,18.6,53.16666666666666,121.0,0.0
96,1.0066310542969235e-05,1.84033,19.0,53.16666666666666,121.0,0.0
97,6.902091530936489e-06,1.87779,28.9,43.0,116.0,0.0
98,6.27561856129793e-06,1.84612,28.5,42.0,116.0,0.0
99,5.640685668477659e-06,1.82987,28.3,39.0,117.0,0.0
100,5.3302915136428815e-06,1.82607,27.9,38.0,117.0,0.0
101,4.680145485665383e-06,1.83259,27.6,36.0,117.0,0.0
102,4.358169086232745e-06,1.84806,26.9,35.0,117.0,0.0
103,4.031754095254223e-06,1.86962,26.3,36.0,117.0,0.0
104,3.365133848198812e-06,1.89665,25.5,32.0,117.0,0.0
105,3.3686071415818843e-06,1.92647,24.6,36.0,118.0,0.0
106,3.033362947943448e-06,1.95587,23.6,32.0,118.0,0.0
107,2.6965062043237127e-06,1.98247,22.5,32.0,119.0,0.0
108,2.358510432197037e-06,2.00402,21.6,30.0,119.0,0.0
109,2.356509605301473e-06,2.01882,21.0,30.0,119.0,0.0
110,2.017360055732934e-06,2.02726,20.3,26.0,119.0,0.0
111,2.0142684059650543e-06,2.02747,19.8,27.0,119.0,0.0
112,2.01075822676594e-06,2.02097,19.3,28.0,120.0,0.0
113,1.6724287411561967e-06,2.00835,19.1,26.0,120.0,0.0
114,1.6689548037025428e-06,1.99133,19.1,26.0,120.0,0.0
115,1.6689548037025428e-06,1.97039,19.3,33.0,119.0,0.0
116,1.6612360859018536e-06,1.94495,19.6,33.0,119.0,0.0
117,4.146288185083586e-06,1.3364,11.8,7.0,122.0,0.0
118,4.042653938042493e-06,1.28316,11.7,6.0,122.0,0.0
119,3.839275046585763e-06,1.23227,11.6,6.0,122.0,0.0
120,3.693109669168201e-06,1.18539,11.6,6.0,122.0,0.0
121,3.5008619122027845e-06,1.14345,11.6,5.0,122.0,0.0
122,2.71841930738037e-06,1.10662,11.6,5.0,122.0,0.0
123,2.5866942788960104e-06,1.07512,11.6,5.0,122.0,0.0
124,2.4578758631963643e-06,1.04846,11.7,5.0,122.0,0.0
125,2.380123871166751e-06,1.02598,11.6,5.0,122.0,0.0
126,2.3045115752324266e-06,1.00666,11.6,5.0,122.0,0.0
127,2.2774010150887576e-06,0.98782,11.6,5.0,122.0,0.0
128,2.2052021453676603e-06,0.96931,11.6,6.0,122.0,0.0
129,2.180274547438595e-06,0.94981,11.5,6.0,122.0,0.0
130,2.021336327905671e-06,0.92962,11.5,6.0,122.0,0.0
131,1.99932325129414e-06,0.90781,11.6,6.0,122.0,0.0
132,2.0218879035457496e-06,0.88522,11.8,6.0,122.0,0.0
133,1.9136546829261205e-06,0.86088,12.1,6.0,122.0,0.0
134,1.936949120909185e-06,0.83582,12.4,6.0,122.0,0.0
135,1.979992434707167e-06,0.81149,12.8,5.666666666666667,122.0,0.0
136,1.940467306711528e-06,0.78793,13.3,5.666666666666667,122.0,0.0
137,4.437096940584684e-06,1.29499,12.1,6.0,122.0,0.0
138,4.550099671777946e-06,1.25411,12.1,6.0,122.0,0.0
139,4.786267388877598e-06,1.21572,12.0,6.0,122.0,0.0
140,4.777856619218058e-06,1.17904,12.1,6.0,122.0,0.0
141,4.403797933199768e-06,1.14406,12.1,5.0,122.0,0.0
142,4.520634926840854e-06,1.11079,12.1,6.0,122.0,0.0
143,4.516116432805069e-06,1.07933,12.2,5.0,122.0,0.0
144,4.390360086358383e-06,1.04912,12.2,5.0,122.0,0.0
145,4.631021531447135e-06,1.02072,12.3,5.0,122.0,0.0
146,4.506544903883314e-06,0.99352,12.4,5.0,122.0,0.0
147,4.504416763247855e-06,0.96827,12.4,5.0,122.0,0.0
148,4.2593169515946885e-06,0.94419,12.5,5.0,122.0,0.0
149,4.136382366212666e-06,0.92059,12.6,5.0,122.0,0.0
150,4.013794804592657e-06,0.89763,12.7,5.0,122.0,0.0
151,3.7698852325326015e-06,0.87495,12.9,5.0,122.0,0.0
152,3.891032604664521e-06,0.85223,13.2,5.0,122.0,0.0
153,3.8908017313095005e-06,0.82975,13.5,5.0,122.0,0.0
154,3.647663877987104e-06,0.80725,13.8,5.0,121.0,0.0
155,3.769252673920006e-06,0.78604,14.2,5.277777777777778,121.0,0.0
156,3.770280001668653e-06,0.76506,14.6,5.277777777777778,121.0,0.0
157,2.481367294822828e-05,5.57218,43.4,47.0,111.0,1.1816034737251565e-07
158,2.2854303230895263e-05,5.36583,42.2,44.0,112.0,1.1720155503023217e-07
159,2.0819635312102034e-05,5.18385,41.2,43.0,112.0,1.1631081179945273e-07
160,1.9623886286735915e-05,5.01191,40.3,44.0,112.0,1.1543462521609365e-07
161,1.7510110372062377e-05,4.83395,39.5,39.0,113.0,1.1444516583047309e-07
162,1.665639522294585e-05,4.64797,38.5,42.0,113.0,1.1330881104044797e-07
163,1.4799585028605243e-05,4.4539,37.4,35.0,113.0,1.1211806839852457e-07
164,1.3089240444688089e-05,4.25446,36.1,34.0,114.0,1.1092576648040753e-07
165,1.2731738214828107e-05,4.06439,34.6,32.0,114.0,1.0975636392093197e-07
166,1.2273567612205662e-05,3.88745,33.2,32.0,115.0,1.0861564258589081e-07
167,1.1933337153434656e-05,3.73206,31.8,31.0,115.0,1.0750754192283477e-07
168,1.053496442959712e-05,3.59781,30.4,30.0,116.0,1.0641378211714265e-07
169,9.796073144012808e-06,3.48666,29.1,29.0,116.0,0.0
170,7.820516844402684e-06,3.39407,28.0,28.0,117.0,0.0
171,7.536487439359667e-06,3.3194,27.1,28.0,117.0,0.0
172,7.054652082962709e-06,3.25781,26.3,27.0,117.0,0.0
173,6.786346074276051e-06,3.20475,25.7,26.0,117.0,0.0
174,6.525189842869413e-06,3.15686,25.2,26.0,118.0,0.0
175,6.324414770781124e-06,3.10593,24.9,34.27777777777778,118.0,0.0
176,6.121627859330916e-06,3.04867,24.8,34.27777777777778,118.0,0.0
177,6.108166465860694e-06,3.22129,26.2,27.0,117.0,0.0
178,5.951619286817461e-06,3.11012,25.6,19.0,117.0,0.0
179,4.196796165807023e-06,2.9884,25.1,25.0,117.0,0.0
180,5.121612693404899e-06,2.8695,24.9,21.0,118.0,0.0
181,4.716297046536882e-06,2.75851,24.7,21.0,118.0,0.0
182,4.366974320007511e-06,2.65438,24.4,19.0,118.0,0.0
183,4.063417760995863e-06,2.55805,24.1,24.0,118.0,0.0
184,3.796572075073416e-06,2.46928,23.7,16.0,118.0,0.0
185,3.612416598331786e-06,2.38774,23.3,18.0,118.0,0.0
186,2.621541204073875e-06,2.30981,23.0,19.0,118.0,0.0
187,2.54220052877771e-06,2.23899,22.6,18.0,118.0,0.0
188,2.469735450171029e-06,2.17661,22.4,15.0,118.0,0.0
189,2.403176037451096e-06,2.12138,22.3,18.0,118.0,0.0
190,2.34131357056563e-06,2.07305,22.3,17.0,118.0,0.0
191,2.282950393770894e-06,2.02679,22.4,15.0,118.0,0.0
192,2.2278115538762805e-06,1.97868,22.5,15.0,118.0,0.0
193,2.17564094382205e-06,1.92984,22.7,15.0,118.0,0.0
194,2.126239065815604e-06,1.87817,22.9,14.0,118.0,0.0
195,2.126239065815604e-06,1.8241,23.1,18.666666666666668,118.0,0.0
196,2.0352560623493912e-06,1.77521,23.4,18.666666666666668,118.0,0.0
197,2.604600829864265e-05,11.05353,56.6,434.0,106.0,6.785431621555162e-05
198,2.563253389770616e-05,9.90312,55.2,423.0,107.0,6.371324352641322e-05
199,2.590782600461869e-05,9.57311,53.9,410.0,107.0,6.322795438352234e-05
200,2.7866905934419134e-05,9.88471,52.7,395.0,108.0,7.931515808073082e-05
201,2.899084484782805e-05,10.48471,51.7,372.0,108.0,8.478534498329269e-05
202,3.0574709632530705e-05,11.06643,50.6,343.0,109.0,4.907771634683962e-05
203,3.069266233927201e-05,11.40156,49.6,315.0,109.0,2.400402344834771e-05
204,3.111614951397824e-05,11.30811,48.6,297.0,109.0,2.546111003831028e-05
205,3.0656358586170515e-05,10.78096,47.7,280.0,110.0,4.347280517922456e-05
206,2.502271693147112e-05,9.9876,46.8,269.0,110.0,2.6707814093522863e-05
207,2.346295182612097e-05,9.09261,46.1,258.0,110.0,3.198212352383892e-05
208,2.098750658129864e-05,8.2027,45.4,248.0,110.0,3.221279555807495e-05
209,1.8654885536353848e-05,7.42757,44.9,238.0,111.0,6.748040125795884e-06
210,1.7640783350013966e-05,6.81463,44.4,227.0,111.0,2.9391121549555656e-06
211,1.708556634448697e-05,6.37554,44.0,214.0,111.0,7.872230322046268e-06
212,1.4003501372508856e-05,6.13991,43.8,200.0,111.0,5.3326943096494e-06
213,1.3593726542959018e-05,6.0953,43.5,186.0,111.0,3.378046870144057e-06
214,1.3501891961207345e-05,6.27736,43.3,173.0,111.0,3.209278225074751e-06
215,1.3398736589687083e-05,6.57575,43.1,293.44444444444446,111.0,8.882823658689043e-07
216,1.2890949250657943e-05,6.87555,43.1,293.44444444444446,111.0,6.104194651624511e-07
217,1.826951183864367e-05,2.51807,21.4,50.0,119.0,0.0
218,1.4550428146348208e-05,2.48861,21.8,48.0,119.0,0.0
219,1.4481315482698448e-05,2.45726,22.1,47.0,119.0,0.0
220,1.4411973467556849e-05,2.42537,22.4,45.0,119.0,0.0
221,1.4346276065390326e-05,2.3914,22.5,43.0,119.0,0.0
222,1.428382678003264e-05,2.35676,22.5,42.0,119.0,0.0
223,1.0668297730853072e-05,2.31891,22.5,41.0,119.0,0.0
224,1.0624772010100616e-05,2.27802,22.4,40.0,119.0,0.0
225,1.0582085235169208e-05,2.24151,22.2,39.0,119.0,0.0
226,1.0541517767728195e-05,2.20175,22.1,38.0,119.0,0.0
227,1.0502252733211272e-05,2.16253,21.9,36.0,119.0,0.0
228,1.0463717061090668e-05,2.12073,21.8,35.0,119.0,0.0
229,1.0426332745983256e-05,2.07741,21.5,34.0,119.0,0.0
230,1.0390510000865877e-05,2.03076,21.3,32.0,119.0,0.0
231,1.035625517812759e-05,1.98654,21.1,31.0,119.0,0.0
232,1.0323326588759962e-05,1.94044,20.8,31.0,119.0,0.0
233,1.0291771728503062e-05,1.89087,20.6,30.0,120.0,0.0
234,1.026216408516228e-05,1.84165,20.3,27.0,120.0,0.0
235,1.026216408516228e-05,1.78923,20.1,38.27777777777778,120.0,0.0
236,1.0208456685518284e-05,1.73912,20.0,38.27777777777778,120.0,0.0
237,1.2757012694323936e-05,2.93903,24.8,22.0,118.0,0.0
238,1.2600265865609763e-05,2.84075,24.0,19.0,118.0,0.0
239,1.2656716010112917e-05,2.74458,23.4,18.0,118.0,0.0
240,1.181196562213219e-05,2.64935,22.8,15.0,118.0,0.0
241,1.10593082291095e-05,2.55761,22.2,13.0,119.0,0.0
242,1.070431322655526e-05,2.46777,21.4,11.0,119.0,0.0
243,9.932687101105334e-06,2.38013,20.7,9.0,119.0,0.0
244,9.151931628283911e-06,2.29337,19.8,7.0,119.0,0.0
245,8.156296950329597e-06,2.20747,18.9,6.0,120.0,0.0
246,7.980487810944938e-06,2.12033,18.1,6.0,120.0,0.0
247,7.698203780192563e-06,2.0296,17.5,5.0,120.0,0.0
248,7.517578604637177e-06,1.93723,17.1,5.0,120.0,0.0
249,6.49698838390872e-06,1.84443,16.9,4.0,120.0,0.0
250,6.099901665378325e-06,1.75111,16.8,3.0,120.0,0.0
251,5.9111374485124095e-06,1.6584,16.8,3.0,120.0,0.0
252,5.615283572879918e-06,1.56676,16.9,3.0,120.0,0.0
253,5.530308750756429e-06,1.47714,17.1,3.0,120.0,0.0
254,5.4452314880013255e-06,1.39157,17.3,2.0,120.0,0.0
255,5.338462243138554e-06,1.31263,17.5,8.555555555555555,120.0,0.0
256,5.274938969494382e-06,1.24272,17.8,8.555555555555555,120.0,0.0
257,6.625344006372802e-06,1.44741,13.8,8.0,121.0,0.0
258,6.607279531357322e-06,1.39615,13.6,8.0,121.0,0.0
259,6.497303618998116e-06,1.3473,13.6,7.0,121.0,0.0
260,6.388648185275444e-06,1.29992,13.6,7.0,121.0,0.0
261,5.9913361414017175e-06,1.2548,13.6,7.0,121.0,0.0
262,6.271474977586714e-06,1.21207,13.8,7.0,121.0,0.0
263,5.491823108955747e-06,1.172,14.0,7.0,121.0,0.0
264,5.388643395553561e-06,1.13423,14.2,7.0,121.0,0.0
265,5.094218532940034e-06,1.09818,14.3,7.0,121.0,0.0
266,4.897095695779356e-06,1.06459,14.5,6.0,121.0,0.0
267,4.892793615345643e-06,1.03313,14.6,6.0,121.0,0.0
268,4.793185087787664e-06,1.0035,14.9,6.0,121.0,0.0
269,4.694227144837888e-06,0.975,15.2,6.0,121.0,0.0
270,4.78731491761797e-06,0.94759,15.3,6.0,121.0,0.0
271,4.402183061720233e-06,0.92159,15.6,6.0,121.0,0.0
272,4.400330177818299e-06,0.89669,15.9,5.0,121.0,0.0
273,4.398764444442744e-06,0.87278,16.4,5.0,120.0,0.0
274,4.301901316104569e-06,0.84899,16.8,5.0,120.0,0.0
275,4.301901316104569e-06,0.82556,17.1,6.444444444444445,120.0,0.0
276,4.300327207119048e-06,0.8024,17.4,6.444444444444445,120.0,0.0
277,1.6128772116578765e-05,4.65727,26.1,89.0,117.0,0.0
278,1.570851283581855e-05,4.56903,25.7,88.0,117.0,0.0
279,1.1481144134283462e-05,4.47075,25.4,82.0,117.0,0.0
280,1.1195784413975323e-05,4.36967,25.1,80.0,117.0,0.0
281,1.0924186148131964e-05,4.26881,24.8,75.0,118.0,0.0
282,1.0665187760630528e-05,4.16039,24.6,70.0,118.0,0.0
283,1.0418366886262687e-05,4.04954,24.5,65.0,118.0,0.0
284,1.0182953735446862e-05,3.93611,24.3,61.0,118.0,0.0
285,6.63856341487702e-06,3.82448,24.0,59.0,118.0,0.0
286,6.4956365561434105e-06,3.71089,23.6,57.0,118.0,0.0
287,6.358855660335366e-06,3.59975,23.1,54.0,118.0,0.0
288,6.228298273204304e-06,3.48921,22.7,52.0,118.0,0.0
289,6.102789279840351e-06,3.37966,22.3,50.0,118.0,0.0
290,5.982704002728113e-06,3.27089,22.0,48.0,119.0,0.0
291,5.86778702280222e-06,3.16477,21.7,46.0,119.0,0.0
292,5.757566161632155e-06,3.06458,21.3,43.0,119.0,0.0
293,5.651984694425448e-06,2.97212,21.0,39.0,119.0,0.0
294,5.550221176313876e-06,2.87925,20.7,36.0,119.0,0.0
295,5.550221176313876e-06,2.78927,20.4,60.77777777777778,119.0,0.0
296,5.358238425535221e-06,2.70182,20.2,60.77777777777778,119.0,0.0
297,0.0003958230097052,31.59064,80.3,520.0,95.0,0.0011493975029913
298,0.0003867521098826,30.82878,79.9,516.0,95.0,0.0013096932507443
299,0.0003650654322104,30.10883,79.4,511.0,96.0,0.0013866541194003
300,0.000357842579428,29.41039,78.8,510.0,96.0,0.0015140442929592
301,0.0003619052958675,28.71803,78.0,505.0,97.0,0.0016896885289439
302,0.0003331315172629,28.01818,77.3,500.0,97.0,0.001767744203338
303,0.0003174916219563,27.33413,76.4,493.0,98.0,0.001796380047681
304,0.0003117843365637,26.68257,75.6,486.0,98.0,0.0018006421235255
305,0.0002962773014903,26.02756,74.7,480.0,99.0,0.001707110432559
306,0.00029891381,25.38597,73.9,471.0,99.0,0.0015708898896157
307,0.0002943901342865,24.77743,73.2,464.0,100.0,0.0014545036942317
308,0.0002333504056608,24.16993,72.7,458.0,100.0,0.0013549551358107
309,0.0002355505961326,23.56383,72.3,450.0,100.0,0.0013532959945876
310,0.0002228343558133,22.96156,72.2,441.0,100.0,0.0013281980526646
311,0.0002153425462149,22.39787,72.1,432.0,100.0,0.0012578051831021
312,0.0002098836337374,21.82784,72.0,421.0,100.0,0.001277390268807
313,0.0002064896590388,21.2638,71.9,408.0,100.0,0.0012687290682512
314,0.0001969416073569,20.7082,71.7,397.0,101.0,0.0011772107578673
315,0.000184440254176,20.1741,71.4,470.1666666666667,101.0,0.0012573824793535
316,0.0001695804159777,19.59666,71.0,470.1666666666667,101.0,0.0011388934873564
317,0.0001122349275094,13.65592,67.5,423.0,101.0,0.0001733039321836
318,0.0001055229065878,13.22951,66.5,384.0,102.0,0.0001915646611902
319,9.42577838557185e-05,12.82887,65.4,365.0,102.0,0.000193308336382
320,8.965689721072674e-05,12.42515,64.2,348.0,103.0,8.965689721072674e-05
321,8.211770721163902e-05,12.02248,62.8,332.0,103.0,5.112989316951109e-05
322,7.329396836449091e-05,11.635,61.4,310.0,104.0,4.275481487928636e-05
323,6.1727930382939e-05,11.23392,59.9,291.0,105.0,3.011118555265317e-05
324,6.831483634883932e-05,10.84631,58.3,275.0,105.0,1.6336156518200707e-05
325,6.302019137619976e-05,10.46147,56.6,264.0,106.0,7.32792922979067e-06
326,5.78753105372131e-05,10.07834,55.0,255.0,107.0,2.315012421488524e-05
327,5.4297582185820615e-05,9.71376,53.4,247.0,107.0,5.715534966928486e-06
328,4.5170497454218994e-05,9.33943,51.9,239.0,108.0,4.234734136333031e-06
329,4.045217158416284e-05,8.97942,50.5,231.0,109.0,1.3949024684194082e-06
330,3.860492819483356e-05,8.63985,49.2,223.0,109.0,0.0
331,3.68026410665678e-05,8.34299,48.1,214.0,109.0,1.363060780243252e-06
332,3.504425685283703e-05,8.06443,47.2,203.0,110.0,0.0
333,3.1994667555407435e-05,7.81116,46.4,193.0,110.0,0.0
334,3.0331483552423354e-05,7.55906,45.7,183.0,110.0,0.0
335,3.0331483552423354e-05,7.3357,45.2,276.6666666666667,110.0,0.0
336,2.8408724060897973e-05,7.10912,44.7,276.6666666666667,111.0,0.0
337,3.843759826755033e-05,8.07139,57.0,331.0,106.0,4.270844251950037e-06
338,3.609224700290937e-05,7.79144,56.9,320.0,106.0,1.0755967649873654e-06
339,3.383089329478719e-05,7.52006,56.8,309.0,106.0,8.194334016038419e-07
340,3.1540082742826526e-05,7.26373,56.7,297.0,106.0,6.881472598434878e-07
341,2.967637575012941e-05,7.0051,56.6,283.0,106.0,5.620525710251783e-07
342,2.7995323237969948e-05,6.74611,56.4,271.0,106.0,7.715246561645261e-07
343,2.648731689966496e-05,6.50168,56.2,258.0,107.0,1.2973379705958349e-06
344,2.546166237496202e-05,6.25112,55.6,246.0,107.0,1.166992858852426e-06
345,2.4267655787153703e-05,6.00259,54.8,234.0,107.0,6.249181747764903e-07
346,2.311962276959577e-05,5.7634,53.8,222.0,108.0,5.114960789733578e-07
347,2.221682048547673e-05,5.53305,52.5,212.0,108.0,1.3068717932633372e-06
348,2.124782444513777e-05,5.32753,51.1,202.0,109.0,3.95308361770005e-07
349,2.040815731540603e-05,5.13637,49.5,192.0,109.0,4.859085075096674e-07
350,1.9692090270453653e-05,4.9632,47.7,184.0,110.0,7.647413697263554e-07
351,1.551993766440552e-05,4.79301,46.2,175.0,110.0,3.762409130764976e-07
352,1.4165509816698303e-05,4.64419,44.3,168.0,111.0,9.258503148168829e-08
353,1.3218289846831016e-05,4.4972,42.0,161.0,112.0,0.0
354,1.2748879220889056e-05,4.3617,40.1,155.0,113.0,0.0
355,1.2389755862554152e-05,4.24583,38.3,234.44444444444449,114.0,0.0
356,1.1678907439952111e-05,4.116,36.9,234.44444444444449,114.0,0.0
357,4.212657946795122e-06,1.67756,25.3,17.0,117.0,0.0
358,3.891719709590146e-06,1.61774,25.0,16.0,118.0,0.0
359,3.841152960472616e-06,1.56584,24.8,14.0,118.0,0.0
360,3.063739208862408e-06,1.5211,24.8,14.0,118.0,0.0
361,2.991537859867622e-06,1.48211,24.8,14.0,118.0,0.0
362,2.934210045200377e-06,1.44821,24.8,13.0,118.0,0.0
363,2.6672736195969926e-06,1.41634,24.7,13.0,118.0,0.0
364,2.6360892035012537e-06,1.38647,24.5,13.0,118.0,0.0
365,2.3963523160745134e-06,1.35888,24.2,11.0,118.0,0.0
366,2.16759215626432e-06,1.33306,23.9,11.0,118.0,0.0
367,2.163753749244309e-06,1.31018,23.6,11.0,118.0,0.0
368,1.947140332350893e-06,1.29052,23.4,10.0,118.0,0.0
369,1.947085991105711e-06,1.27455,23.2,10.0,118.0,0.0
370,2.1636535627152296e-06,1.26212,23.1,10.0,118.0,0.0
371,2.164269341588145e-06,1.25343,23.1,10.0,118.0,0.0
372,2.1653326773818874e-06,1.24521,23.2,10.0,118.0,0.0
373,2.1668627316295005e-06,1.23789,23.4,10.0,118.0,0.0
374,2.1688539558811727e-06,1.22846,23.6,10.0,118.0,0.0
375,1.951968560293056e-06,1.213,23.9,12.055555555555555,118.0,0.0
376,1.956806752287833e-06,1.1959,24.3,12.055555555555555,118.0,0.0
377,8.215850638216803e-05,12.74119,44.2,262.0,111.0,3.333968374928558e-05
