,per_capita-Meningitis,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Prevalence of anaemia in children aged 6–59 months (%),Maternal mortality ratio (per 100 000 live births),Mean hemoglobin level of children aged 6-59 months,per_capita-Malaria
2307,2.5620122248975323e-06,2.05745,22.0,10.0,119.0,0.0
2308,2.44804753520782e-06,1.95281,21.9,10.0,119.0,0.0
2309,2.3549803123645884e-06,1.84325,21.8,10.0,119.0,0.0
2310,2.2780942556942107e-06,1.73212,21.8,9.0,119.0,0.0
2311,2.214071487054545e-06,1.62659,21.9,9.0,119.0,0.0
2312,2.160473956134601e-06,1.53264,22.0,9.0,118.0,0.0
2313,2.160473956134601e-06,1.45022,22.2,11.055555555555555,118.0,0.0
2314,2.0775542698726377e-06,1.38152,22.4,11.055555555555555,118.0,0.0
2315,9.266126356462891e-06,5.23706,36.0,54.0,114.0,0.0
2316,8.833173473712386e-06,4.6598,35.6,49.0,114.0,0.0
2317,8.13744156690998e-06,4.14133,35.6,47.0,114.0,0.0
2318,7.442384956196185e-06,3.66445,35.7,43.0,114.0,0.0
2319,6.922085633391063e-06,3.2482,35.5,39.0,114.0,0.0
2320,6.487315226395588e-06,2.95789,35.1,35.0,114.0,0.0
2321,6.004385097242597e-06,2.82968,34.2,32.0,114.0,0.0
2322,5.56406198600281e-06,2.80105,33.3,30.0,115.0,0.0
2323,5.258193625546263e-06,2.76469,32.5,28.0,115.0,0.0
2324,5.08817581537336e-06,2.66415,32.0,28.0,115.0,0.0
2325,4.32618959512239e-06,2.51974,31.6,27.0,115.0,0.0
2326,3.92612457903727e-06,2.36315,31.2,24.0,115.0,0.0
2327,3.79888710000465e-06,2.22301,30.6,23.0,116.0,0.0
2328,3.395978427276498e-06,2.12975,30.0,21.0,116.0,0.0
2329,3.405450340434587e-06,2.08279,29.3,21.0,116.0,0.0
2330,3.461589053993866e-06,2.0425,28.6,21.0,116.0,0.0
2331,3.472264661012524e-06,1.9712,28.1,21.0,116.0,0.0
2332,3.0190476827462074e-06,1.86917,27.6,19.0,117.0,0.0
2333,2.8797070204656134e-06,1.75788,27.3,31.22222222222222,117.0,0.0
2334,2.806183106440957e-06,1.64835,27.1,31.22222222222222,117.0,0.0
2335,1.577943224689409e-05,4.63397,29.9,56.0,116.0,0.0
2336,1.6179156665089212e-05,4.59559,29.4,53.0,116.0,0.0
2337,1.639540492186198e-05,4.50423,28.8,51.0,116.0,0.0
2338,1.664497045815718e-05,4.36396,28.1,49.0,117.0,0.0
2339,1.6096728208291163e-05,4.18411,27.3,45.0,117.0,0.0
2340,1.6368344884514708e-05,3.97531,26.5,42.0,117.0,0.0
2341,1.4929314026949969e-05,3.75142,25.7,36.0,117.0,0.0
2342,1.4019178122499608e-05,3.5329,25.0,32.0,118.0,0.0
2343,1.3709817087586244e-05,3.34253,24.4,30.0,118.0,0.0
2344,1.299617095671698e-05,3.18779,23.8,27.0,118.0,0.0
2345,1.2934911468099682e-05,3.05738,23.4,25.0,118.0,0.0
2346,1.2332430310164298e-05,2.94093,23.1,23.0,118.0,0.0
2347,1.2412898244013769e-05,2.83261,23.0,22.0,118.0,0.0
2348,1.2087912087912089e-05,2.72833,22.7,20.0,118.0,0.0
2349,1.1541931882414484e-05,2.62437,22.5,19.0,118.0,0.0
2350,1.0778620487154825e-05,2.51376,22.2,18.0,119.0,0.0
2351,1.0163653297458717e-05,2.38944,22.0,18.0,119.0,0.0
2352,9.1789022300496e-06,2.25072,21.8,17.0,119.0,0.0
2353,8.770125207658727e-06,2.10081,21.8,32.388888888888886,119.0,0.0
2354,8.592278910515272e-06,1.94443,21.9,32.388888888888886,119.0,0.0
2355,0.0002680268284019,57.54996,61.3,1160.0,104.0,0.0012744074386434
2356,0.0002563005575204,51.80416,59.1,1100.0,105.0,0.0012112436859713
2357,0.0002348325547919,46.5769,56.8,961.0,106.0,0.0009675552858493
2358,0.0002217956301644,41.89752,54.5,870.0,107.0,0.0007358383270322
2359,0.0002289223217316,37.66618,52.0,758.0,108.0,0.0005031377206515
2360,0.0002208912331775,33.75951,49.7,643.0,109.0,0.0003169263760051
2361,0.0002072592685624,30.04838,47.5,541.0,110.0,0.0002359691917162
2362,0.0001939636003194,26.66102,45.4,469.0,111.0,0.0002343932272289
2363,0.0001778604281235,23.61388,43.5,427.0,111.0,0.0002987327276884
2364,0.0001152953790375,22.70777,41.9,424.0,112.0,0.0003548194352461
2365,0.0001070914046846,18.62325,40.6,373.0,112.0,0.0003863069167299
2366,0.0001004359995338,16.68262,39.3,349.0,113.0,0.0003520536831296
2367,9.598196565590756e-05,15.07713,38.4,329.0,113.0,0.0002849518071299
2368,8.566013537964214e-05,13.7709,37.8,308.0,113.0,0.0002159401274779
2369,8.616260918861408e-05,12.67682,37.6,291.0,113.0,0.0002152038827805
2370,8.403273074862659e-05,11.78816,37.4,275.0,113.0,0.0002378821287733
2371,8.030228150099515e-05,11.04999,37.5,260.0,113.0,0.0002997284581815
2372,7.605560753564666e-05,10.42909,37.6,248.0,113.0,0.0003172111962863
2373,7.61306871087322e-05,9.91386,37.8,543.6666666666666,113.0,0.0002555708667831
2374,7.112416205729677e-05,9.49138,37.9,543.6666666666666,113.0,0.0002420365957045
2375,1.9569216318117185e-05,3.7062,22.2,86.0,119.0,0.0
2376,1.2953367875647668e-05,3.64928,22.0,86.0,119.0,0.0
2377,1.2878548845116132e-05,3.58718,21.9,90.0,119.0,0.0
2378,1.2819855392031176e-05,3.52335,22.2,92.0,119.0,0.0
2379,1.2766745182149537e-05,3.45919,22.3,89.0,119.0,0.0
2380,1.2708821828672372e-05,3.3988,22.5,83.0,119.0,0.0
2381,1.2647981382171406e-05,3.34354,22.6,82.0,119.0,0.0
2382,1.2588512981904012e-05,3.29616,22.6,87.0,119.0,0.0
2383,1.253250618792493e-05,3.25479,22.6,93.0,119.0,0.0
2384,1.2479175376091149e-05,3.22072,22.5,100.0,119.0,0.0
2385,6.214190725941761e-06,3.19082,22.3,109.0,119.0,0.0
2386,6.189765841158229e-06,3.16748,22.1,116.0,120.0,0.0
2387,1.2332128895411215e-05,3.14433,21.9,116.0,120.0,0.0
2388,6.143223103433448e-06,3.13311,21.8,108.0,120.0,0.0
2389,6.121374615883743e-06,3.12292,21.8,104.0,120.0,0.0
2390,1.2200924830102122e-05,3.11429,21.8,115.0,120.0,0.0
2391,1.2160716022959432e-05,3.10944,21.9,117.0,120.0,0.0
2392,1.2121652908590616e-05,3.10892,22.0,117.0,120.0,0.0
2393,1.2121652908590616e-05,3.09978,22.2,99.44444444444444,120.0,0.0
2394,1.204761216326924e-05,3.08002,22.5,99.44444444444444,120.0,0.0
2395,2.781357487877917e-05,3.8358,26.7,80.0,117.0,0.0
2396,1.858649690999489e-05,3.87612,26.4,75.0,117.0,0.0
2397,1.8645932389849155e-05,3.91623,26.3,72.0,117.0,0.0
2398,1.871222469639416e-05,3.96004,26.1,69.0,117.0,0.0
2399,1.8783046422299232e-05,4.01146,26.0,64.0,118.0,0.0
2400,1.8855472800980484e-05,4.06966,25.7,59.0,118.0,0.0
2401,1.892416142309694e-05,4.12802,25.5,62.0,118.0,0.0
2402,1.8992089794600548e-05,4.18927,25.2,67.0,118.0,0.0
2403,9.52943642912958e-06,4.2552,24.8,70.0,118.0,0.0
2404,9.562606383996022e-06,4.3205,24.4,67.0,118.0,0.0
2405,9.595363520346968e-06,4.38371,23.9,63.0,119.0,0.0
2406,9.627511577082672e-06,4.45197,23.4,64.0,119.0,0.0
2407,9.658382993519225e-06,4.52288,22.8,71.0,119.0,0.0
2408,9.68804495252858e-06,4.5892,22.3,73.0,119.0,0.0
2409,9.71647330884782e-06,4.65863,21.9,69.0,119.0,0.0
2410,9.744024476989488e-06,4.73076,21.5,64.0,120.0,0.0
2411,9.770395701025892e-06,4.78969,21.0,67.0,120.0,0.0
2412,9.795374624102498e-06,4.82225,20.7,68.0,120.0,0.0
2413,9.795374624102498e-06,4.80837,20.4,68.0,120.0,0.0
2414,9.841357320001574e-06,4.76957,20.3,68.0,120.0,0.0
2415,1.702523707642629e-05,4.54156,33.6,88.0,115.0,0.0
2416,1.687421956734501e-05,4.4251,33.7,85.0,115.0,0.0
2417,1.6719705287328137e-05,4.32769,33.9,84.0,115.0,0.0
2418,1.6566531189256054e-05,4.25436,34.3,80.0,115.0,0.0
2419,1.641389271879719e-05,4.20748,34.8,74.0,114.0,0.0
2420,1.626095581898304e-05,4.1808,35.4,72.0,114.0,0.0
2421,1.6107209587011148e-05,4.16726,36.0,66.0,114.0,0.0
2422,1.5961182404392516e-05,4.16284,36.4,62.0,114.0,0.0
2423,1.5830883943789807e-05,4.15946,36.6,60.0,114.0,0.0
2424,1.571528101541669e-05,10.28149,36.8,58.0,114.0,0.0
2425,1.562491862021552e-05,4.13453,36.8,58.0,114.0,0.0
2426,1.553108546756333e-05,4.1029,36.9,54.0,114.0,0.0
2427,1.5438452037875668e-05,4.05903,36.8,52.0,114.0,0.0
2428,1.53471525916225e-05,4.00343,36.7,48.0,114.0,0.0
2429,1.52572370160913e-05,3.93447,36.6,47.0,114.0,0.0
2430,1.011260384380072e-05,3.85444,36.2,45.0,114.0,0.0
2431,1.0053989925902096e-05,3.77289,36.1,44.0,114.0,0.0
2432,9.99460291442621e-06,3.6876,35.8,43.0,114.0,0.0
2433,9.99460291442621e-06,3.59975,35.6,62.22222222222222,114.0,0.0
2434,9.874543919502716e-06,3.51247,35.5,62.22222222222222,114.0,0.0
2435,1.4639705584259388e-05,3.96198,29.4,24.0,116.0,1.0322869322234184e-06
2436,1.280046452381079e-05,3.80407,28.4,24.0,116.0,2.752788069636729e-07
2437,8.979062621778538e-06,3.65308,27.7,23.0,117.0,2.2447656554446345e-07
2438,8.662047787242519e-06,3.51081,27.1,23.0,117.0,1.3190935716612973e-07
2439,8.232744426302713e-06,3.37459,26.6,22.0,117.0,8.620674791940014e-08
2440,8.078771661259388e-06,3.2408,26.2,22.0,117.0,4.229723382858318e-08
2441,7.851055588962929e-06,3.10784,25.6,21.0,117.0,4.153997666117951e-08
2442,7.79638933290664e-06,2.97957,24.8,21.0,118.0,8.163758463776589e-08
2443,7.74558770389156e-06,2.85256,24.0,20.0,118.0,0.0
2444,6.6722276459843925e-06,2.72802,23.4,20.0,118.0,0.0
2445,6.723204803275141e-06,2.60546,22.6,19.0,118.0,0.0
2446,6.505507639302818e-06,2.48882,22.0,18.0,119.0,0.0
2447,6.44443928554308e-06,2.37412,21.5,18.0,119.0,0.0
2448,6.384656867752672e-06,2.26575,21.1,17.0,119.0,0.0
2449,6.3263398145526734e-06,2.15967,20.9,17.0,119.0,0.0
2450,6.161647914357851e-06,2.05556,20.9,17.0,119.0,0.0
2451,6.178917590000551e-06,1.95876,20.9,17.0,119.0,3.551102063218708e-08
2452,6.159926388879653e-06,1.87713,21.2,17.0,119.0,3.499958175499803e-08
2453,6.194925970634651e-06,1.80577,21.4,20.0,119.0,3.499958175499803e-08
2454,6.122053336689125e-06,1.74638,21.8,20.0,119.0,3.40114074260507e-08
2455,0.0002610546671917,32.71293,82.7,553.0,94.0,0.0021437741682816
2456,0.0003338755208314,31.52151,82.6,545.0,94.0,0.0007885802221363
2457,0.0003000269041505,30.03761,82.4,537.0,94.0,0.0007666128617081
2458,0.0002680626366191,28.40001,82.1,532.0,94.0,0.0011067227179617
2459,0.0002822479446949,26.7021,81.6,526.0,94.0,0.0009374358311341
2460,0.0002514780932684,25.08354,81.0,519.0,95.0,0.0009090974722425
2461,0.0002305312194515,23.55702,80.3,514.0,95.0,0.0009553797722463
2462,0.0002199345672721,22.15189,79.5,504.0,96.0,0.0008638531307501
2463,0.000210542638389,20.81041,78.6,492.0,96.0,0.0007319840083334
2464,0.0002039462134957,19.55795,77.6,472.0,97.0,0.0004940011998599
2465,0.0001748726715967,18.39194,76.5,447.0,98.0,0.000919319023907
2466,0.0001689365672453,17.2626,75.5,423.0,98.0,0.000786867934234
2467,0.0001576763395896,16.18409,74.5,400.0,99.0,0.000786222804301
2468,0.0001227781699962,15.14862,73.5,381.0,99.0,0.0006587766843277
2469,0.0001286307854244,14.16979,72.6,364.0,100.0,0.000501982740154
2470,0.0001237850993364,13.22253,71.7,346.0,101.0,0.00047982825211
2471,0.0001227648916152,12.35832,70.8,330.0,101.0,0.0003753477203823
2472,0.0001165079890121,11.5808,69.9,315.0,102.0,0.0004228783240738
2473,0.0001096224963905,10.92642,68.9,455.55555555555554,102.0,0.0004896198812668
2474,0.0001016452549387,10.3929,67.9,455.55555555555554,103.0,0.0004383167103563
2475,6.7067008489236735e-06,2.43355,21.0,13.0,119.0,0.0
2476,6.491462534457743e-06,2.32261,20.5,13.0,119.0,0.0
2477,6.22985321803068e-06,2.18076,20.1,13.0,120.0,0.0
2478,6.104657721131273e-06,2.03443,19.5,13.0,120.0,0.0
2479,5.982006125574273e-06,1.90063,19.0,13.0,120.0,0.0
2480,5.731654340721791e-06,1.78511,18.6,12.0,120.0,0.0
2481,5.082862700375142e-06,1.69056,18.4,12.0,120.0,0.0
2482,4.565539869046889e-06,1.61599,18.3,12.0,120.0,0.0
2483,4.1813452115909045e-06,1.55603,18.2,12.0,120.0,0.0
2484,4.3364317589963e-06,1.50548,18.1,12.0,120.0,0.0
2485,4.084496246143725e-06,1.46071,18.1,12.0,120.0,0.0
2486,4.240444124967256e-06,1.41959,18.0,12.0,120.0,0.0
2487,3.847948850865047e-06,1.37896,18.0,12.0,120.0,0.0
2488,4.141926136478952e-06,1.34185,18.0,12.0,120.0,0.0
2489,4.161023855981972e-06,1.30988,18.1,12.0,120.0,0.0
2490,4.040801505519038e-06,1.28294,18.2,13.0,120.0,0.0
2491,3.919416242144895e-06,1.26078,18.4,12.0,120.0,0.0
2492,3.937548234965879e-06,1.24004,18.7,12.0,120.0,0.0
2493,3.796921512288525e-06,1.21847,19.1,12.333333333333334,120.0,0.0
2494,3.832417196368232e-06,1.19461,19.5,12.333333333333334,120.0,0.0
2495,0.0006004109152446,44.38249,82.2,2480.0,94.0,0.0032543479253925
2496,0.0005898483755798,43.3236,81.7,2250.0,95.0,0.0034077655208027
2497,0.0005743174207129,42.20528,81.2,2080.0,95.0,0.0034757634316095
2498,0.0005687819757918,41.04254,80.7,1960.0,96.0,0.0034942023426203
2499,0.0005845028097419,39.8349,80.2,1850.0,96.0,0.0035198368085538
2500,0.0005862294697554,38.56259,79.7,1760.0,96.0,0.0033869620017102
2501,0.0005780861549715,37.2254,79.2,1680.0,97.0,0.0033095172907956
2502,0.0005272120081531,35.85347,78.8,1610.0,97.0,0.0032883146193063
2503,0.0004957201828789,34.40238,78.4,1530.0,97.0,0.0034107141257357
2504,0.0004746559815811,32.93728,78.1,1450.0,98.0,0.0032512765634906
2505,0.0004708622975601,31.48466,77.9,1360.0,98.0,0.0030028432838737
2506,0.0003538622536178,30.06596,77.7,1270.0,98.0,0.0028542029718836
2507,0.0003326650866442,28.7343,77.6,1210.0,98.0,0.0026635080800248
2508,0.0003164260955318,27.48995,77.4,1180.0,98.0,0.0024877576418416
2509,0.0003071177676507,31.99023,77.1,1190.0,98.0,0.0022910219413359
2510,0.0002918815097145,25.29271,76.8,1180.0,98.0,0.0022700761239224
2511,0.0002804504752372,24.28171,76.2,1120.0,99.0,0.0022233342770292
2512,0.0002716123698828,23.31154,75.4,1120.0,99.0,0.0020695434754214
2513,0.0002691785672853,22.40518,74.5,1571.111111111111,100.0,0.0019449327824285
2514,0.0002520853489851,21.56988,73.4,1571.111111111111,100.0,0.0018120760945143
2515,4.183757521227032e-06,1.40141,11.4,13.0,122.0,0.0
2516,3.5975700572805104e-06,1.33557,11.2,13.0,122.0,0.0
2517,3.0365240115472003e-06,1.27535,11.1,14.0,122.0,0.0
2518,2.505338648902753e-06,1.22125,11.1,13.0,122.0,0.0
2519,2.445408478809202e-06,1.17286,11.1,14.0,122.0,0.0
2520,2.171203287375473e-06,1.12971,11.1,13.0,122.0,0.0
2521,1.909384433552467e-06,1.08933,11.1,13.0,122.0,0.0
2522,1.866477198492384e-06,1.05201,11.2,12.0,122.0,0.0
2523,1.8253308462862529e-06,1.01694,11.3,11.0,122.0,0.0
2524,1.5885948421899813e-06,0.9835,11.3,10.0,122.0,0.0
2525,1.3618398845937973e-06,0.95017,11.4,10.0,122.0,0.0
2526,1.3341498330311485e-06,0.91816,11.6,10.0,122.0,0.0
2527,1.1207633743495369e-06,0.88643,11.7,10.0,122.0,0.0
2528,9.15700267128082e-07,0.855,11.9,9.0,122.0,0.0
2529,8.981012522944242e-07,0.82497,12.1,8.0,122.0,0.0
2530,8.811392496077168e-07,0.79524,12.3,9.0,122.0,0.0
2531,8.647933628147156e-07,0.76665,12.6,8.0,122.0,0.0
2532,6.792410025189653e-07,0.73969,12.9,8.0,122.0,0.0
2533,8.490512531487065e-07,0.71298,13.2,11.0,122.0,0.0
2534,8.192776690960434e-07,0.68693,13.5,11.0,122.0,0.0
2535,5.471120689440787e-06,1.56829,18.3,12.0,120.0,0.0
2536,5.469428628679994e-06,1.50213,18.0,10.0,120.0,0.0
2537,5.4685639600755055e-06,1.43856,17.8,11.0,120.0,0.0
2538,4.971157345083824e-06,1.37821,17.7,10.0,120.0,0.0
2539,4.971481098677437e-06,1.32119,17.6,11.0,120.0,0.0
2540,4.972477337934532e-06,1.26576,17.4,10.0,120.0,0.0
2541,4.476839073055547e-06,1.21279,17.3,8.0,120.0,0.0
2542,4.479294461352399e-06,1.16272,17.2,8.0,120.0,0.0
2543,3.984637231155281e-06,1.11425,17.0,8.0,120.0,0.0
2544,3.98864830691851e-06,1.06839,16.8,8.0,120.0,0.0
2545,3.993737819099651e-06,1.02404,16.7,8.0,120.0,0.0
2546,3.999816008463611e-06,0.98189,16.7,8.0,120.0,0.0
2547,3.5059302810704306e-06,0.94272,16.7,7.0,120.0,0.0
2548,3.512839428109741e-06,0.90492,16.7,7.0,120.0,0.0
2549,3.0176654133296315e-06,0.86934,16.8,7.0,120.0,0.0
2550,3.0250900972667303e-06,0.83484,17.0,7.0,120.0,0.0
2551,3.033322565038228e-06,0.80184,17.2,7.0,120.0,0.0
2552,3.042401956061631e-06,0.76988,17.5,7.0,120.0,0.0
2553,3.042401956061631e-06,0.73933,17.9,8.555555555555555,120.0,0.0
2554,3.063134260237761e-06,0.71043,18.2,8.555555555555555,120.0,0.0
2555,5.763954533926636e-05,6.16904,44.4,245.0,111.0,0.000246697254052
2556,5.60656281817244e-05,6.10132,44.7,233.0,111.0,0.0002915412665449
2557,5.455858828561639e-05,6.04612,45.1,222.0,111.0,0.0003666337132793
2558,5.311757681863959e-05,5.99813,45.4,210.0,110.0,0.0003909453653851
2559,4.967164969896911e-05,5.95158,45.7,199.0,110.0,0.0004263483265828
2560,4.841140007786167e-05,5.8978,45.9,188.0,110.0,0.0004437711673803
2561,4.720859511154998e-05,5.83209,46.0,177.0,110.0,0.0004366795047818
2562,4.7978659092435685e-05,6.54856,45.9,172.0,110.0,0.0005028163472887
2563,4.1215790893558345e-05,5.65509,45.5,159.0,110.0,0.0008186954827493
2564,3.842677138266843e-05,5.54458,45.0,152.0,111.0,0.0006441058822237
2565,3.7553782381195926e-05,5.42366,44.5,141.0,111.0,0.00067417980751
2566,3.672034831873262e-05,5.3009,43.8,134.0,111.0,0.0004266554757033
2567,3.592334983526578e-05,5.17562,43.1,127.0,111.0,0.0003369952341689
2568,3.5161273039005574e-05,5.05278,42.4,122.0,111.0,0.0002762671453064
2569,4.0991468855501794e-05,4.93599,41.7,120.0,112.0,0.000186921097981
2570,3.052360840459525e-05,4.81386,41.0,112.0,112.0,0.0001799286390165
2571,2.834525146174887e-05,4.69831,40.2,108.0,112.0,0.0002456588460018
2572,2.625154227810884e-05,4.57963,39.5,104.0,112.0,0.0002239102135485
2573,2.625154227810884e-05,4.46142,38.7,162.5,113.0,0.0001482440034528
2574,2.5273887168447484e-05,4.35439,38.1,162.5,113.0,0.0001293428343326
2575,5.536558416704953e-05,10.37668,41.3,160.0,112.0,5.547653724153259e-07
2576,5.8254068306153365e-05,10.92025,41.0,168.0,112.0,6.494615524904481e-06
2577,6.215688919701113e-05,11.52192,40.7,177.0,112.0,3.5375603837684403e-06
2578,6.670013269589825e-05,12.12615,40.6,186.0,112.0,2.7058006180564e-06
2579,7.007865819100448e-05,12.61029,40.8,195.0,112.0,2.59393091605053e-06
2580,7.139329898704913e-05,12.87944,40.8,201.0,112.0,1.4110180035788472e-06
2581,7.313408756243106e-05,12.88724,40.9,201.0,112.0,2.107430197947372e-06
2582,7.089525175898377e-05,12.65146,40.1,199.0,112.0,8.8903348662476e-07
2583,6.891779546034668e-05,12.18873,38.9,191.0,113.0,9.83954248095372e-07
2584,6.535856040574333e-05,11.56458,37.2,179.0,113.0,7.339077275754086e-07
2585,6.131245552250715e-05,10.86759,35.6,171.0,114.0,9.16326967290874e-07
2586,5.703612306840384e-05,10.12006,34.6,161.0,114.0,1.0407306892624672e-06
2587,5.5479947850488014e-05,9.33592,34.5,143.0,114.0,5.736479098277934e-07
2588,5.3393857620001e-05,8.5589,35.3,133.0,114.0,1.2756913959306596e-06
2589,5.271247655121656e-05,7.83583,36.6,128.0,114.0,1.1989504470472786e-06
2590,5.049053689706781e-05,7.20157,38.0,125.0,113.0,8.28392730058537e-08
2591,4.716660286763016e-05,6.66344,39.6,122.0,113.0,1.2412263912534253e-07
2592,4.668273980193954e-05,6.19816,41.2,119.0,112.0,2.5418224858957785e-06
2593,4.618677443883792e-05,5.80872,42.9,164.38888888888889,111.0,2.934461731684557e-06
2594,4.580651180917037e-05,5.46481,44.4,164.38888888888889,111.0,9.569662980393987e-06
2595,6.652047929040092e-06,1.56998,12.0,5.0,122.0,0.0
2596,6.382943061029511e-06,1.50767,11.8,5.0,122.0,0.0
2597,6.340116104817105e-06,1.44602,11.8,5.0,122.0,0.0
2598,6.261662642032231e-06,1.38584,11.8,5.0,122.0,0.0
2599,6.069745421388704e-06,1.32713,11.8,5.0,122.0,0.0
2600,5.880419092206069e-06,1.27051,11.9,5.0,122.0,0.0
2601,5.604100418997657e-06,1.21571,12.0,4.0,122.0,0.0
2602,5.4853135595447154e-06,1.16318,12.2,4.0,122.0,0.0
2603,5.227577807921541e-06,1.11312,12.3,4.0,122.0,0.0
2604,4.924912366800561e-06,1.06526,12.4,4.0,122.0,0.0
2605,4.623062968869971e-06,1.0198,12.5,4.0,122.0,0.0
2606,4.512907171167768e-06,0.97675,12.7,4.0,122.0,0.0
2607,4.293945299048207e-06,0.93614,12.9,4.0,122.0,0.0
2608,4.032041515081609e-06,0.89773,13.0,4.0,122.0,0.0
2609,3.9172197208342045e-06,0.86144,13.2,4.0,122.0,0.0
2610,3.904778568315431e-06,0.82729,13.4,4.0,122.0,0.0
2611,3.377023506307497e-06,0.79506,13.6,4.0,121.0,0.0
2612,3.24767107260567e-06,0.76409,13.9,4.0,121.0,0.0
2613,3.2068198641452213e-06,0.73447,14.2,4.333333333333333,121.0,0.0
2614,3.1197633263005145e-06,0.70691,14.6,4.333333333333333,121.0,0.0
2615,2.142725698339513e-05,4.53217,32.6,56.0,115.0,2.7991980323896096e-05
2616,1.9674967461030066e-05,4.34045,31.8,53.0,115.0,5.918064091180548e-06
2617,1.84303577871496e-05,4.14967,31.1,50.0,115.0,3.0802826385208235e-06
2618,1.846898600598841e-05,3.98101,30.5,50.0,115.0,9.13301505790636e-07
2619,1.826063443664689e-05,24.88472,29.9,48.0,116.0,4.514992031039066e-07
2620,2.0593953495868376e-05,3.77297,29.3,45.0,116.0,9.948769804767333e-08
2621,1.9644481171035586e-05,3.74633,28.6,47.0,116.0,4.9234288649212e-08
2622,1.857848184643388e-05,3.75433,27.9,43.0,116.0,0.0
2623,1.6572043359036268e-05,7.7226,27.1,42.0,117.0,4.8314995215849176e-08
2624,1.7242043228101314e-05,8.58267,26.5,41.0,117.0,0.0
2625,1.7027270097941427e-05,3.64038,26.0,38.0,117.0,0.0
2626,1.620942616188227e-05,3.43491,25.5,38.0,117.0,0.0
2627,1.522251830356532e-05,3.14925,25.1,37.0,117.0,0.0
2628,1.407109028528236e-05,2.83082,24.9,37.0,117.0,0.0
2629,1.3994044939360054e-05,2.52224,24.7,36.0,117.0,0.0
2630,1.3603290327588996e-05,2.25441,24.6,36.0,117.0,0.0
2631,1.3447267821002924e-05,2.04606,24.6,36.0,117.0,0.0
2632,1.32980028898613e-05,1.88769,24.7,36.0,117.0,0.0
2633,1.316413037754726e-05,1.76325,24.9,42.72222222222222,117.0,0.0
2634,1.306269424710149e-05,1.6646,25.1,42.72222222222222,117.0,0.0
2635,2.5860062581351447e-05,4.11698,33.1,221.0,115.0,0.0001982604797903
2636,2.331244397066023e-05,4.06245,32.9,218.0,115.0,0.0002416016920595
2637,2.2916284728587857e-05,4.01105,32.7,207.0,115.0,0.000154164097265
2638,2.2534934269694e-05,3.95982,32.5,189.0,115.0,0.000106528780184
2639,2.2182025702918145e-05,3.90909,32.2,176.0,115.0,7.259572048227756e-05
2640,1.786994255806242e-05,3.85274,31.9,164.0,115.0,6.155202436665946e-05
2641,1.7581730628351517e-05,3.79797,31.6,165.0,115.0,1.9535256253723907e-05
2642,1.5357297115707636e-05,3.74024,31.0,167.0,116.0,7.678648557853818e-06
2643,1.50993537476596e-05,3.6798,30.4,169.0,116.0,1.321193452920215e-05
2644,1.48664343786295e-05,3.61783,29.7,159.0,116.0,1.1149825783972123e-05
2645,1.465579939141793e-05,3.55217,29.0,148.0,116.0,7.327899695708965e-06
2646,1.446238784870173e-05,3.48589,28.4,139.0,117.0,3.615596962175432e-06
2647,1.2496496517940504e-05,3.42037,27.8,134.0,117.0,1.7852137882772152e-06
2648,1.2349033070710565e-05,3.35518,27.3,129.0,117.0,1.7641475815300803e-06
2649,1.220977793902437e-05,3.2908,27.0,124.0,117.0,3.488507982578391e-06
2650,1.20766070944891e-05,3.22598,26.7,122.0,117.0,0.0
2651,1.1948981263997378e-05,3.15719,26.4,121.0,117.0,0.0
2652,1.1825942400902826e-05,3.08264,26.2,120.0,117.0,0.0
2653,1.1825942400902826e-05,3.01136,26.0,159.55555555555554,117.0,0.0
2654,1.159280120167665e-05,2.93336,25.9,159.55555555555554,118.0,0.0
2655,4.818699782564577e-06,1.15385,12.4,5.0,122.0,0.0
2656,4.586173358471529e-06,1.12824,12.3,5.0,122.0,0.0
2657,4.355510139125045e-06,1.10292,12.2,5.0,122.0,0.0
2658,4.347677771527527e-06,1.07721,12.2,5.0,122.0,0.0
2659,4.339891391435948e-06,1.05136,12.1,5.0,122.0,0.0
2660,4.110300925128758e-06,1.02489,12.1,5.0,122.0,0.0
2661,3.881730976967361e-06,0.99829,12.1,5.0,122.0,0.0
2662,3.654044783972872e-06,0.97203,12.1,5.0,122.0,0.0
2663,3.648267642220805e-06,0.94567,12.1,5.0,122.0,0.0
2664,3.311385835944453e-06,0.92038,12.1,5.0,122.0,0.0
2665,3.195925085311914e-06,0.896,12.1,4.0,122.0,0.0
2666,3.080739130932293e-06,0.87229,12.2,5.0,122.0,0.0
2667,3.185487184016148e-06,0.84987,12.4,5.0,122.0,0.0
2668,3.180025753822364e-06,0.82807,12.6,5.0,122.0,0.0
2669,3.064870725394698e-06,0.80695,12.9,5.0,122.0,0.0
2670,3.2776332341521515e-06,0.78651,13.2,4.0,122.0,0.0
2671,3.3802932393480964e-06,0.7666,13.5,4.0,121.0,0.0
2672,3.4823624869465817e-06,0.74681,13.9,4.0,121.0,0.0
2673,3.373538659229501e-06,0.72752,14.2,4.777777777777778,121.0,0.0
2674,3.359872350862582e-06,0.70873,14.6,4.777777777777778,121.0,0.0
2675,7.155713837499243e-06,1.3155,11.1,7.0,123.0,0.0
2676,6.291684977521588e-06,1.26294,11.0,7.0,123.0,0.0
