,"Mean HDL cholesterol, age-standardized","Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Prevalence of hypertension among adults aged 30-79 years, crude","Mean total cholesterol,  age-standardized",per_capita-Neoplasms
838,1.1,3.0755,18.3,34.4,4.1,0.0005396120722882
839,1.1,3.0755,18.7,34.3,4.1,0.0005299905523423
840,1.1,3.0755,19.1,34.2,4.1,0.0005373866216854
841,1.1,2.134,19.4,34.0,4.1,0.0005531224214067
842,1.1,3.0755,19.8,33.8,4.1,0.000565906013765
843,1.1,3.0755,20.2,33.7,4.1,0.0005828354946816
844,1.1,3.0755,20.6,33.4,4.1,0.0005902331420911
845,1.1,3.0755,21.0,33.1,4.1,0.0005985799542224
846,1.1,3.0755,21.4,32.8,4.1,0.0006141061282739
847,1.1,3.0755,21.9,32.4,4.1,0.0006254783295579
848,1.1,3.0755,22.5,32.0,4.1,0.0006509783381346
849,1.1,3.0755,23.0,31.6,4.1,0.0006603585178231
850,1.1,3.0755,23.6,31.2,4.1,0.0006605104254113
851,1.1,3.0755,24.2,30.8,4.1,0.0006673552517535
852,1.2,3.0755,24.8,30.3,4.1,0.0006803979247863
853,1.2,3.0755,25.6,30.0,4.1,0.0007031395047211
854,1.2,4.017,26.3,29.7,4.1,0.0007181785245349
855,1.2,3.0755,27.0,29.3,4.1,0.000750297420981
856,1.1210526315789473,3.0755,27.7,28.9,4.1,0.0007370802805312
857,1.1,0.436,20.2,25.9,4.0,0.0004731601906935
858,1.1,0.4,20.7,25.8,4.0,0.0004734910699445
859,1.1,0.532,21.1,25.6,4.1,0.0004920733355735
860,1.1,0.4,21.5,25.3,4.1,0.0004919125910474
861,1.1,0.522,21.9,25.1,4.1,0.0004915089385546
862,1.1,0.432,22.3,24.8,4.1,0.0004891941355091
863,1.1,0.463,22.8,24.6,4.1,0.0004882698256535
864,1.1,0.414,23.3,24.4,4.1,0.0004875248148637
865,1.1,0.411,23.8,24.2,4.1,0.0004878203047386
866,1.1,0.41,24.3,23.9,4.1,0.0004846677130908
867,1.1,0.407,24.9,23.5,4.1,0.0004819623185563
868,1.1,0.423,25.6,23.2,4.1,0.0004805131220153
869,1.1,0.471,26.3,22.8,4.2,0.0004827080281837
870,1.1,0.524,27.0,22.5,4.2,0.0004852669738366
871,1.1,0.616,27.8,22.2,4.2,0.0004866158695073
872,1.1,0.634,28.6,21.9,4.2,0.000491444981524
873,1.1,0.669,29.5,21.5,4.2,0.0004953188176652
874,1.1,0.656,30.3,21.1,4.2,0.0004999052965332
875,1.1,0.811,31.2,20.8,4.2,0.0005185234703337
876,1.1,0.709,32.0,20.5,4.126315789473684,0.00051643032787
877,1.4,29.376,33.7,52.6,5.3,0.0024923269811245
878,1.4,27.757,34.3,52.7,5.3,0.0026102513680826
879,1.4,29.573,34.9,52.7,5.3,0.0026093247517502
880,1.4,29.915,35.5,52.7,5.2,0.002624522292522
881,1.4,30.214,36.0,52.6,5.2,0.0026750363727431
882,1.4,31.401,36.6,52.5,5.2,0.0027173974204981
883,1.4,31.762,37.2,52.3,5.2,0.0028021653164272
884,1.4,32.508,37.8,52.1,5.2,0.0029409261409577
885,1.4,33.348,38.5,51.9,5.1,0.00290225259157
886,1.4,32.767,39.2,51.7,5.1,0.0029491192276878
887,1.4,32.422,40.0,51.4,5.1,0.0028617455486109
888,1.4,32.929,40.8,51.1,5.1,0.0029689086902739
889,1.4,32.822,41.7,50.8,5.1,0.0029857794994779
890,1.4,33.318,42.6,50.5,5.1,0.0029533116178067
891,1.4,33.564,43.5,50.1,5.1,0.0030510660049398
892,1.4,34.152,44.4,49.8,5.0,0.0030208626828206
893,1.4,34.546,45.4,49.4,5.0,0.0031293681771793
894,1.4,34.629,46.3,49.0,5.0,0.0031360995756277
895,1.4,34.81,47.2,48.6,5.0,0.0031214828505212
896,1.4,34.724,48.1,48.2,5.136842105263158,0.003160198650483
897,1.1,0.327875,18.4,25.6,3.9,0.0004591446509655
898,1.1,0.327875,18.8,25.7,3.9,0.0004418611614973
899,1.1,0.327875,19.2,25.7,3.9,0.0004300362683522
900,1.1,0.268,19.6,25.7,3.9,0.0004170334154259
901,1.1,0.269,20.0,25.8,3.9,0.0004048613762797
902,1.1,0.321,20.3,25.8,3.9,0.0003966642116216
903,1.1,0.269,20.7,25.8,3.9,0.0003840907153209
904,1.1,0.224,21.1,25.8,3.9,0.000373574793772
905,1.0,0.251,21.5,25.8,3.9,0.0003642989676883
906,1.0,0.252,22.0,25.7,3.9,0.0003560880879712
907,1.0,0.327875,22.4,25.5,3.9,0.0003475376410488
908,1.0,0.327875,22.9,25.2,3.9,0.0003436306393301
909,1.0,0.327875,23.4,24.8,3.9,0.0003371919789538
910,1.0,0.327875,23.9,24.4,3.9,0.0003350115371521
911,1.0,0.327875,24.4,24.0,4.0,0.0003360702426429
912,1.0,0.327875,25.0,23.7,4.0,0.0003340792869872
913,1.0,0.327875,25.6,23.3,4.0,0.0003348578687022
914,1.0,0.327875,26.2,22.9,4.0,0.0003372014377641
915,1.0,0.769,26.9,22.6,4.0,0.0003497359267385
916,1.0421052631578949,0.327875,27.5,22.2,3.926315789473684,0.0003391097540022
917,1.1,5.9512,33.4,27.2,4.9,0.000583899529526
918,1.1,5.9512,34.0,27.5,4.9,0.0005760254980708
919,1.1,5.9512,34.7,27.9,4.9,0.0005791820186636
920,1.1,4.656,35.4,28.3,4.9,0.0006037576320066
921,1.1,5.9512,36.0,28.8,4.9,0.0006061540908773
922,1.1,5.9512,36.7,29.4,4.9,0.0006311576722713
923,1.1,5.9512,37.3,29.9,4.9,0.000662365438506
924,1.1,5.9512,37.9,30.4,4.8,0.0006923956184266
925,1.1,3.986,38.5,30.9,4.8,0.0007181578901497
926,1.1,4.358,39.1,31.4,4.8,0.0007242388583508
927,1.1,5.9512,39.6,31.9,4.8,0.0007431651070854
928,1.1,5.9512,40.1,32.3,4.8,0.0007609341825902
929,1.1,5.9512,40.5,32.6,4.8,0.0007752312492345
930,1.0,8.156,40.9,32.9,4.8,0.000789510659509
931,1.0,5.9512,41.4,33.2,4.7,0.000803802450601
932,1.0,8.6,41.9,33.5,4.7,0.0008181317346042
933,1.0,5.9512,42.4,34.0,4.7,0.0008325112012087
934,1.0,5.9512,43.0,34.4,4.7,0.0008458767039692
935,1.0,5.9512,43.6,34.8,4.7,0.0008632502948081
936,1.068421052631579,5.9512,44.1,35.3,4.810526315789474,0.0008697566292098
937,1.4,24.934,52.3,49.4,5.3,0.0021056012320562
938,1.4,24.936,53.3,49.3,5.3,0.0021185994889494
939,1.4,25.206,54.2,49.3,5.2,0.0021444090830051
940,1.4,25.569,55.2,49.3,5.2,0.0021683554604224
941,1.4,25.835,56.2,49.4,5.1,0.0021877406744868
942,1.4,29.913,57.1,49.4,5.1,0.0022081225368253
943,1.4,30.262,58.1,49.4,5.1,0.0022351689002426
944,1.4,30.351,59.0,49.4,5.1,0.0022733780538555
945,1.4,30.618,60.0,49.4,5.0,0.0023049720777867
946,1.4,30.861,61.0,49.4,5.0,0.0023503530767435
947,1.4,32.653,62.0,49.3,5.0,0.002397114556843
948,1.4,32.635,63.0,49.2,5.0,0.0024309549840756
949,1.4,32.854,63.9,49.0,5.0,0.0024756171942245
950,1.4,32.966,64.9,48.8,5.0,0.0025215937216702
951,1.4,33.922,65.8,48.6,5.0,0.0025535231083971
952,1.5,33.309,66.7,48.5,5.0,0.0025866226418459
953,1.5,45.343,67.6,48.3,5.0,0.0026376256627492
954,1.5,45.885,68.5,48.1,4.9,0.0026720571768277
955,1.5,46.404,69.3,48.0,4.9,0.0027086555044927
956,1.4210526315789471,32.33978947368421,70.1,47.8,5.063157894736842,0.0027487922476283
957,1.4,33.547,45.9,42.5,5.4,0.0026176659961891
958,1.4,33.871,46.7,42.5,5.4,0.0026297304862137
959,1.4,34.105,47.5,42.6,5.4,0.0026553238972422
960,1.4,34.238,48.5,42.6,5.3,0.0026683977093515
961,1.4,34.395,49.5,42.7,5.3,0.0026156104119732
962,1.4,34.41,50.5,42.7,5.3,0.0026241138269039
963,1.4,34.357,51.6,42.8,5.3,0.0026262188723861
964,1.4,34.189,52.7,42.8,5.3,0.0026454677497525
965,1.4,34.156,53.9,42.7,5.2,0.0026876980086981
966,1.4,33.693,55.1,42.7,5.2,0.0027270227204961
967,1.4,33.736,56.3,42.6,5.2,0.0027425725031167
968,1.4,31.491,57.5,42.5,5.2,0.0027653836890378
969,1.4,31.636,58.7,42.4,5.2,0.0027942609317478
970,1.4,31.811,59.8,42.2,5.2,0.0028005763272066
971,1.5,31.941,61.0,42.1,5.1,0.0027914894220304
972,1.5,32.071,62.1,42.0,5.1,0.0028472285862992
973,1.5,32.206,63.2,41.9,5.1,0.0028215395006216
974,1.5,32.392,64.2,41.9,5.1,0.0028635176602295
975,1.5,32.4,65.2,41.9,5.1,0.0028972939574039
976,1.4263157894736842,32.735,66.2,41.9,5.231578947368422,0.0029319934089921
977,1.1,4.1442,17.6,35.9,4.3,0.0007934139364249
978,1.1,4.1442,18.0,35.8,4.3,0.0007910781512724
979,1.1,4.1442,18.3,35.7,4.3,0.000775132399227
980,1.1,4.1442,18.7,35.5,4.3,0.0007759133678467
981,1.1,2.918,19.1,35.4,4.3,0.0007695622729791
982,1.1,4.1442,19.4,35.3,4.3,0.0007580479905996
983,1.1,4.1442,19.8,35.0,4.3,0.0007599593940515
984,1.1,4.1442,20.1,34.7,4.3,0.0007573203629919
985,1.1,0.968,20.5,34.4,4.3,0.0007618627139542
986,1.2,4.1442,20.9,34.1,4.3,0.0007518186552677
987,1.2,4.1442,21.4,33.8,4.3,0.0007358008872322
988,1.2,4.1442,21.9,33.4,4.2,0.0007376329150453
989,1.2,4.1442,22.5,33.1,4.2,0.0007330626162314
990,1.2,4.1442,23.1,32.7,4.2,0.0007273121882403
991,1.2,4.1442,23.8,32.3,4.2,0.0007306003777359
992,1.2,4.1442,24.4,32.0,4.2,0.0007394437225274
993,1.2,3.561,25.2,31.7,4.2,0.0007500542121238
994,1.2,6.819,26.0,31.5,4.2,0.0007617413972594
995,1.2,6.455,26.9,31.4,4.2,0.000787132777168
996,1.1526315789473685,4.1442,27.8,31.3,4.257894736842106,0.000779873612683
997,1.0,38.371,47.3,44.7,4.3,0.0013399036969075
998,1.0,37.156,48.3,45.0,4.3,0.0013592029268268
999,1.0,38.069,49.3,45.3,4.3,0.0014387661506946
1000,1.0,38.267,50.3,45.6,4.3,0.0014901544729788
1001,1.0,38.009,51.3,46.0,4.3,0.0015377430925125
1002,1.0,38.164,52.3,46.4,4.3,0.0015275577184851
1003,1.0,38.683,53.2,46.7,4.3,0.001531704677899
1004,1.0,39.027,54.1,47.0,4.3,0.0015327153254098
1005,1.0,40.001,55.0,47.2,4.3,0.001601436974407
1006,1.0,42.219,55.9,47.5,4.3,0.0016772798342738
1007,1.0,44.466,56.7,47.8,4.3,0.0017438176848717
1008,1.0,45.004,57.5,48.0,4.3,0.0018031459215844
1009,1.0,44.868,58.3,48.2,4.3,0.0018455746681094
1010,1.0,45.145,59.0,48.4,4.3,0.0018365152436033
1011,1.0,47.754,59.7,48.6,4.3,0.0018398303673758
1012,1.0,50.055,60.3,48.7,4.3,0.0018835517292741
1013,1.0,59.973,60.8,48.7,4.3,0.0018934067659627
1014,1.0,61.297,61.2,48.8,4.3,0.0018892827337099
1015,1.0,71.201,61.7,48.8,4.3,0.0018739227114846
1016,1.0,70.784,62.1,48.9,4.3,0.0018680015837746
1017,1.4,32.785,54.7,47.9,5.5,0.0029632285108896
1018,1.4,33.29,56.3,47.5,5.5,0.003028170718173
1019,1.4,33.6,57.8,47.3,5.5,0.0031007871895089
1020,1.5,33.896,59.3,47.1,5.4,0.0031399722042003
1021,1.5,34.104,60.8,47.0,5.4,0.0031501369278979
1022,1.5,34.314,62.2,46.8,5.3,0.0031778488096034
1023,1.5,34.748,63.6,46.7,5.3,0.0031887745188713
1024,1.5,35.287,64.9,46.5,5.3,0.003206445226316
1025,1.5,35.863,66.1,46.3,5.2,0.0032267204358359
1026,1.5,36.638,67.4,46.1,5.2,0.0032325201335091
1027,1.5,37.567,68.6,45.9,5.2,0.0031720953594203
1028,1.5,38.491,69.7,45.6,5.1,0.0031238035742218
1029,1.5,39.197,70.7,45.2,5.1,0.003120193458144
1030,1.5,40.087,71.6,44.8,5.1,0.003148005088625
1031,1.5,40.846,72.5,44.3,5.0,0.0031459681413146
1032,1.5,41.342,73.2,43.9,5.0,0.0032162748628374
1033,1.5,41.944,73.9,43.3,5.0,0.0032561931207731
1034,1.5,42.488,74.5,42.7,4.9,0.0032900209365419
1035,1.5,42.996,75.0,42.1,4.9,0.003337232878431
1036,1.4842105263157894,43.716,75.6,41.5,5.205263157894737,0.0034127360668358
1037,1.1,1.0563571428571428,15.6,32.5,4.1,0.0005502839767067
1038,1.1,1.0563571428571428,16.0,32.6,4.1,0.0005464863999306
1039,1.1,1.0563571428571428,16.3,32.7,4.1,0.0005410557183331
1040,1.1,1.0563571428571428,16.7,32.8,4.2,0.0005334196519085
1041,1.1,1.523,17.2,33.0,4.2,0.0005279391079366
1042,1.1,1.0563571428571428,17.7,33.1,4.2,0.0005262350614512
1043,1.1,1.0563571428571428,18.3,33.1,4.2,0.0005243652476765
1044,1.1,0.725,19.0,33.0,4.2,0.0005227429063966
1045,1.1,0.787,19.8,32.9,4.2,0.0005283646742086
1046,1.1,0.841,20.7,32.7,4.3,0.000535879970924
1047,1.1,0.938,21.8,32.4,4.3,0.0005461005944246
1048,1.1,0.979,22.9,32.0,4.3,0.0005599596499901
1049,1.2,0.956,24.1,31.6,4.3,0.0005677838972968
1050,1.2,1.026,25.4,31.1,4.3,0.0005751619109776
1051,1.2,1.108,26.8,30.6,4.3,0.0005870354567885
1052,1.2,1.172,28.3,30.2,4.4,0.0006001203851874
1053,1.2,1.27,29.8,29.7,4.4,0.0006188466823069
1054,1.2,0.92,31.3,29.2,4.4,0.0006359990226488
1055,1.2,1.48,32.9,28.8,4.4,0.0006516159639067
1056,1.136842105263158,1.064,34.5,28.4,4.257894736842106,0.0006528839913085
1057,1.4,58.67586666666667,46.5,43.3,5.1,0.0027863143768745
1058,1.4,58.67586666666667,47.5,43.5,5.1,0.0028146253159401
1059,1.4,58.67586666666667,48.6,43.7,5.1,0.0028291576381173
1060,1.4,58.67586666666667,49.7,44.0,5.1,0.0028521698540694
1061,1.4,58.67586666666667,50.8,44.2,5.0,0.0028697738226399
1062,1.4,49.494,51.9,44.3,5.0,0.002873357970686
1063,1.4,53.284,53.0,44.4,5.0,0.0028795689544349
1064,1.4,55.94,54.1,44.4,5.0,0.0029311741041948
1065,1.4,57.285,55.2,44.3,5.0,0.0029468005419471
1066,1.4,58.695,56.3,44.1,5.0,0.0029283549095742
1067,1.4,58.812,57.4,43.9,5.0,0.0029162945329105
1068,1.4,59.234,58.3,43.6,5.0,0.002969850938687
1069,1.4,59.213,59.1,43.3,5.0,0.0030308807895966
1070,1.4,59.342,59.9,42.9,4.9,0.0030229369494959
1071,1.4,59.717,60.7,42.7,4.9,0.0030335322805122
1072,1.4,59.914,61.5,42.5,4.9,0.0030777745699258
1073,1.4,62.149,62.2,42.4,4.9,0.0031170715103413
1074,1.4,61.725,63.0,42.3,4.9,0.0031448272583021
1075,1.4,62.262,63.7,42.3,4.9,0.0032225541271992
1076,1.4,63.072,64.4,42.3,4.989473684210526,0.0032767809463474
1077,1.2,5.642,40.0,42.8,4.4,0.0012990975208888
1078,1.2,5.62,40.7,43.3,4.5,0.0013197254970966
1079,1.2,5.598,41.4,43.8,4.5,0.0013516798755287
1080,1.2,5.577,42.2,44.3,4.5,0.0013550135501355
1081,1.2,8.206428571428571,42.9,44.8,4.5,0.0013754099779742
1082,1.2,8.206428571428571,43.7,45.3,4.5,0.0013672173780021
1083,1.2,6.578,44.6,45.9,4.5,0.0013878063154692
1084,1.2,8.206428571428571,45.5,46.5,4.5,0.0014071604635129
1085,1.2,8.206428571428571,46.4,47.1,4.5,0.0014264933602364
1086,1.2,8.206428571428571,47.3,47.6,4.5,0.0014459090103452
1087,1.2,8.206428571428571,48.2,48.0,4.5,0.0014654324880817
1088,1.2,8.206428571428571,48.9,48.1,4.5,0.0014757560944114
1089,1.2,8.206428571428571,49.6,48.2,4.5,0.0014218748566658
1090,1.2,8.206428571428571,50.2,48.1,4.5,0.0014508623049548
1091,1.2,8.206428571428571,50.8,48.1,4.5,0.0014797734040235
1092,1.2,8.206428571428571,51.4,48.0,4.5,0.0015176974361754
1093,1.2,8.206428571428571,51.9,48.0,4.5,0.0015914546974887
1094,1.2,14.067,52.5,48.0,4.5,0.0016111131001396
1095,1.2,14.363,53.0,48.0,4.6,0.001646915613476
1096,1.2,8.206428571428571,53.6,48.1,4.5,0.0016686637376292
1097,1.0,5.129333333333333,31.6,26.9,4.5,0.000627874091398
1098,1.0,5.129333333333333,32.1,27.1,4.5,0.0006475339740436
1099,1.0,5.129333333333333,32.7,27.2,4.5,0.0006628330057986
1100,1.0,5.129333333333333,33.3,27.4,4.5,0.0006850198307782
1101,1.0,5.129333333333333,33.9,27.5,4.5,0.0007067009961318
1102,1.0,5.129333333333333,34.6,27.6,4.5,0.0007155317590376
1103,1.0,5.129333333333333,35.3,27.7,4.5,0.0007262291237228
1104,1.0,5.129333333333333,36.1,27.8,4.5,0.0007214739092077
1105,1.0,5.129333333333333,36.9,27.9,4.5,0.0007194932921382
1106,1.0,9.039,37.7,28.0,4.5,0.0007330235783978
1107,1.0,5.129333333333333,38.6,28.1,4.5,0.0007455846452218
1108,1.0,5.129333333333333,39.4,28.1,4.5,0.0007482388285172
1109,1.0,5.129333333333333,40.2,28.0,4.5,0.00074607958901
1110,1.0,5.129333333333333,41.1,28.0,4.5,0.0007452618267875
1111,1.0,5.129333333333333,41.9,28.0,4.5,0.0007468381246969
1112,1.0,5.129333333333333,42.7,28.0,4.5,0.0007514579228807
1113,1.0,5.129333333333333,43.6,28.0,4.5,0.0007583957769995
1114,1.0,2.8,44.3,28.1,4.5,0.0007605073291484
1115,1.0,3.549,45.1,28.2,4.5,0.0007858618854527
1116,1.0,5.129333333333333,45.9,28.3,4.5,0.0007878744466283
1117,1.1,0.927,14.7,38.3,4.0,0.0007522981198654
1118,1.1,1.2358571428571428,15.0,38.4,4.0,0.0007620361072524
1119,1.1,1.2358571428571428,15.3,38.6,4.0,0.0007709818804587
1120,1.1,1.2358571428571428,15.7,38.8,4.0,0.0007634025459086
1121,1.1,1.106,16.1,39.0,4.0,0.0007618163172249
1122,1.1,1.032,16.5,39.2,4.0,0.0007603457825389
1123,1.1,1.2358571428571428,17.0,39.2,4.0,0.0007589563104173
1124,1.1,1.2358571428571428,17.5,39.2,4.0,0.0007514722209217
1125,1.1,1.2358571428571428,18.0,39.1,4.0,0.0007425680229325
1126,1.1,1.2358571428571428,18.6,38.9,4.0,0.0007329507182111
1127,1.1,1.2358571428571428,19.3,38.6,4.0,0.0007285918040686
1128,1.1,1.2358571428571428,20.1,38.3,4.0,0.0007195541481004
1129,1.1,1.2358571428571428,20.9,37.8,4.0,0.0007119917228895
1130,1.1,1.2358571428571428,21.7,37.4,4.0,0.0007050806789461
1131,1.1,1.654,22.6,36.9,4.0,0.0006996454624183
1132,1.1,0.855,23.5,36.4,4.0,0.0006912468606119
1133,1.1,0.832,24.4,35.9,4.0,0.0006789682494071
1134,1.1,1.2358571428571428,25.3,35.3,4.1,0.0006673182498249
1135,1.1,2.245,26.3,34.8,4.1,0.0006768237487964
1136,1.1,1.2358571428571428,27.3,34.3,4.010526315789474,0.000644329207108
1137,1.1,1.207857142857143,16.7,34.8,3.9,0.0004894988423274
1138,1.1,1.207857142857143,17.1,34.9,4.0,0.0004898752731628
1139,1.1,1.207857142857143,17.4,35.0,4.0,0.0004943290926548
1140,1.1,1.207857142857143,17.8,35.1,4.0,0.0004978244995834
1141,1.1,1.431,18.2,35.2,4.0,0.0005061553392178
1142,1.1,1.207857142857143,18.7,35.2,4.0,0.0005041865872225
1143,1.1,1.207857142857143,19.2,35.2,4.0,0.0005066723410272
1144,1.1,1.207857142857143,19.7,35.2,4.0,0.0005153519194991
1145,1.1,0.539,20.3,35.1,4.0,0.0005155729645511
1146,1.1,0.836,21.0,34.9,4.0,0.000516309378838
1147,1.1,1.207857142857143,21.7,34.6,4.0,0.0005162523656242
1148,1.1,0.64,22.5,34.3,4.0,0.0005160718166542
1149,1.1,1.207857142857143,23.3,33.9,4.0,0.0005145514284328
1150,1.1,1.207857142857143,24.2,33.5,4.0,0.0005178009115704
1151,1.1,1.207857142857143,25.1,33.1,4.0,0.0005202557225176
1152,1.1,2.038,26.1,32.7,4.0,0.0005213854950555
1153,1.1,1.274,27.1,32.4,4.0,0.0005258194398573
1154,1.1,1.207857142857143,28.2,32.0,4.0,0.0005266863727712
1155,1.1,1.697,29.3,31.7,4.0,0.0005333815385267
1156,1.1,1.207857142857143,30.4,31.4,3.994736842105264,0.0005249866198338
1157,1.2,4.902,39.2,32.4,4.5,0.0007688743374187
1158,1.2,8.029250000000001,39.9,32.8,4.5,0.0007478432734168
1159,1.2,8.029250000000001,40.6,33.1,4.5,0.0007614414239465
1160,1.2,8.029250000000001,41.3,33.5,4.6,0.0007642897170973
1161,1.2,8.029250000000001,42.1,33.9,4.6,0.0007710278275617
1162,1.2,8.029250000000001,42.9,34.3,4.6,0.0007778523291139
1163,1.2,8.029250000000001,43.6,34.6,4.6,0.0007854959790395
1164,1.3,8.029250000000001,44.4,35.0,4.6,0.000814339710582
1165,1.3,8.029250000000001,45.3,35.3,4.6,0.0008363465112873
1166,1.3,2.153,46.1,35.6,4.7,0.0008420325656758
1167,1.3,6.872,47.0,35.9,4.7,0.0008750998682674
1168,1.3,8.029250000000001,47.9,36.2,4.7,0.0008928955057145
1169,1.3,8.029250000000001,48.8,36.5,4.7,0.0009219471956091
1170,1.3,8.029250000000001,49.7,36.7,4.8,0.0009366092582406
1171,1.3,8.029250000000001,50.6,36.9,4.8,0.0009704940044585
1172,1.3,8.029250000000001,51.4,37.2,4.8,0.0009775184300133
1173,1.3,8.029250000000001,52.2,37.4,4.8,0.0009926457661088
1174,1.3,8.029250000000001,53.0,37.7,4.9,0.0010102467888584
1175,1.3,18.19,53.8,38.0,4.9,0.0010345250828496
1176,1.263157894736842,8.029250000000001,54.5,38.3,4.678947368421053,0.0010416346720119
1177,1.2,1.7182499999999998,32.2,34.1,4.4,0.000765967826023
1178,1.2,1.7182499999999998,32.8,34.3,4.4,0.000776208140954
1179,1.2,1.7182499999999998,33.4,34.6,4.5,0.0007818242596628
1180,1.2,1.7182499999999998,34.0,34.8,4.5,0.0007925782883528
1181,1.2,1.7182499999999998,34.6,35.1,4.5,0.0008044714328623
1182,1.2,1.7182499999999998,35.1,35.3,4.5,0.0008130656300623
1183,1.2,1.7182499999999998,35.7,35.5,4.5,0.000820192355679
1184,1.2,1.7182499999999998,36.2,35.6,4.5,0.0008306937334725
1185,1.2,1.7182499999999998,36.7,35.7,4.5,0.0008374244922595
1186,1.2,1.7182499999999998,37.3,35.7,4.5,0.0008443467782126
1187,1.2,1.7182499999999998,37.8,35.7,4.5,0.0008620650344017
1188,1.2,1.378,38.2,35.6,4.5,0.0008735657821474
1189,1.2,1.7182499999999998,38.6,35.4,4.6,0.0008912772361917
1190,1.2,2.3,39.0,35.2,4.6,0.0009092439872754
1191,1.2,1.7182499999999998,39.3,35.0,4.6,0.000924702285177
1192,1.2,0.852,39.7,34.8,4.6,0.0009403543158524
1193,1.2,1.7182499999999998,40.0,34.7,4.6,0.0009521518984866
1194,1.2,1.7182499999999998,40.3,34.6,4.6,0.0009645965985501
1195,1.2,2.343,40.7,34.5,4.6,0.0009910795111756
1196,1.2,1.7182499999999998,41.0,34.5,4.526315789473684,0.0009941552143143
1197,1.2,5.591,37.2,27.9,4.9,0.0005313397687453
1198,1.2,4.2410000000000005,37.7,28.1,4.9,0.0005388402386953
1199,1.2,4.2410000000000005,38.3,28.2,4.9,0.0005482778026519
1200,1.2,4.2410000000000005,39.0,28.4,4.9,0.0005595995365816
1201,1.2,4.2410000000000005,39.7,28.5,4.9,0.0005703157819564
1202,1.2,3.593,40.4,28.7,4.9,0.0005786128722596
1203,1.2,4.2410000000000005,41.2,28.8,4.9,0.0005888385523245
1204,1.2,4.2410000000000005,42.1,28.9,4.9,0.0005999030895075
1205,1.2,4.2410000000000005,43.0,29.1,4.9,0.0006168698732869
1206,1.2,4.2410000000000005,44.0,29.2,4.9,0.0006381406682107
1207,1.2,2.95,45.0,29.2,4.9,0.0006647545533684
1208,1.2,4.2410000000000005,45.9,29.3,4.8,0.000705956261902
1209,1.2,4.2410000000000005,46.9,29.2,4.8,0.0007576512714162
1210,1.1,4.2410000000000005,47.9,29.2,4.8,0.0007684236130468
1211,1.1,4.2410000000000005,48.9,29.2,4.8,0.0007779208637352
1212,1.1,4.2410000000000005,49.9,29.2,4.8,0.0007864704671136
1213,1.1,5.982,50.8,29.3,4.8,0.0007974579397721
1214,1.1,3.089,51.8,29.3,4.8,0.0008084090472334
1215,1.1,4.2410000000000005,52.7,29.4,4.7,0.000833301894589
1216,1.1684210526315788,4.2410000000000005,53.6,29.5,4.852631578947369,0.0008303480802423
1217,1.3,26.799,39.7,58.2,5.4,0.0034025380823213
1218,1.4,28.889,40.4,58.4,5.3,0.0034266775216292
1219,1.4,31.918,41.1,58.5,5.3,0.0034974567322111
1220,1.4,32.431,41.7,58.7,5.3,0.0035771944613087
1221,1.4,33.345,42.4,58.8,5.3,0.0035692841417039
1222,1.4,27.816,43.0,58.9,5.2,0.0036328659731165
1223,1.4,30.406,43.6,58.9,5.2,0.0035999434217817
1224,1.4,28.121,44.2,58.9,5.2,0.0036562852667888
1225,1.4,31.049,44.9,58.9,5.2,0.0035951368003192
1226,1.4,30.399,45.7,58.9,5.2,0.003616607615661
1227,1.4,28.896,46.6,59.0,5.1,0.0035806431307024
1228,1.4,29.811,47.5,59.0,5.1,0.003555511182669
1229,1.4,31.062,48.4,59.1,5.1,0.0035006441261509
1230,1.4,32.284,49.4,59.2,5.1,0.0034094373241229
1231,1.4,33.443,50.3,59.3,5.1,0.0034329630588495
1232,1.4,31.178,51.3,59.4,5.0,0.0034914732861424
1233,1.4,32.313,52.3,59.5,5.0,0.0034401765142407
1234,1.4,33.447,53.2,59.6,5.0,0.0034795999734032
1235,1.4,34.075,54.1,59.7,5.0,0.0035359403178102
1236,1.394736842105263,35.248,55.0,59.8,5.163157894736842,0.0034995174680445
1237,1.4,34.522,66.0,37.7,5.4,0.0017862035346904
1238,1.4,34.995,67.2,37.8,5.4,0.0017941659761526
1239,1.4,36.067,68.4,37.9,5.3,0.0018157830781515
1240,1.4,36.354,69.5,38.0,5.3,0.0018105983563752
1241,1.4,36.276,70.7,38.1,5.2,0.0018165366062741
1242,1.4,36.339,71.8,38.2,5.2,0.0018400132103512
1243,1.4,36.537,72.9,38.2,5.1,0.0018738225981001
1244,1.4,36.894,74.0,38.1,5.1,0.0018977845931686
1245,1.4,37.182,75.1,38.1,5.0,0.00189902321868
1246,1.4,36.761,76.2,37.9,5.0,0.001917220421658
1247,1.4,35.654,77.2,37.7,5.0,0.0019228901621831
1248,1.4,34.56,78.3,37.5,4.9,0.0019289007194799
1249,1.4,35.074,79.3,37.3,4.9,0.0019445499915384
1250,1.4,35.697,80.2,37.2,4.8,0.0019379537618822
1251,1.4,36.306,81.1,37.0,4.8,0.0018717445352307
1252,1.4,37.826,81.9,36.9,4.8,0.0018942062336605
1253,1.4,38.892,82.6,36.6,4.7,0.0019196664696182
1254,1.5,39.773,83.3,36.5,4.7,0.0019326390263209
1255,1.5,40.778,84.0,36.3,4.7,0.0019666534731842
