,"Mean HDL cholesterol, age-standardized","Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Prevalence of hypertension among adults aged 30-79 years, crude","Mean total cholesterol,  age-standardized",per_capita-Neoplasms
408,1.2,18.491,52.9,45.8,4.8,0.0010834746236952
409,1.2,20.51725,53.9,46.0,4.8,0.0010924090552095
410,1.2,18.82,55.0,46.1,4.8,0.0011079437547157
411,1.2,20.51725,56.1,46.3,4.7,0.0011193675915205
412,1.2,20.51725,57.2,46.5,4.7,0.001138792005111
413,1.2,20.51725,58.2,46.7,4.7,0.0011684104485472
414,1.2,21.652,59.3,46.9,4.7,0.0011672201643367
415,1.2,20.51725,60.3,47.2,4.7,0.0011929899062031
416,1.2,23.106,61.4,47.5,4.773684210526316,0.0012056856781507
417,1.2,10.084,39.6,34.6,4.9,0.0007408614281717
418,1.2,13.532866666666669,40.6,35.3,4.9,0.0007395071155013
419,1.2,11.534,41.7,35.9,4.9,0.0007559068087496
420,1.2,13.532866666666669,42.8,36.6,4.9,0.000786154466394
421,1.2,12.883,43.9,37.3,4.9,0.0008100365504297
422,1.2,10.682,45.0,38.0,4.9,0.0008280025477001
423,1.2,10.775,46.0,38.6,4.9,0.0008428058365663
424,1.2,10.48,47.2,39.1,4.9,0.0008542969803271
425,1.2,14.866,48.3,39.6,4.9,0.0008626770257832
426,1.2,11.592,49.3,40.1,4.9,0.0008887400499755
427,1.2,14.488,50.4,40.5,4.9,0.0009189245292093
428,1.2,15.443,51.5,40.9,4.9,0.0009380676304461
429,1.2,14.937,52.5,41.3,4.9,0.0009638294853541
430,1.2,16.222,53.6,41.7,5.0,0.0010006807515689
431,1.2,15.105,54.6,42.1,5.0,0.0010267936357721
432,1.2,17.812,55.6,42.5,5.0,0.0010543563771104
433,1.3,13.532866666666669,56.6,43.0,5.0,0.0010833218817278
434,1.3,16.09,57.6,43.5,5.0,0.0011068704871357
435,1.3,13.532866666666669,58.5,44.0,5.0,0.001149702542646
436,1.2157894736842103,13.532866666666669,59.5,44.5,4.931578947368421,0.0011540151202208
437,1.4,34.416,45.1,51.4,5.4,0.0018327056549885
438,1.4,34.279,45.9,51.5,5.4,0.0019056871587156
439,1.4,35.199,46.6,51.6,5.3,0.0020094497388929
440,1.4,36.042,47.3,51.8,5.3,0.0021493334760072
441,1.4,35.387,48.1,51.9,5.3,0.002376704465419
442,1.4,36.651,48.8,52.1,5.3,0.002582697803821
443,1.4,36.805,49.5,52.3,5.3,0.0027549071021115
444,1.4,36.8,50.2,52.5,5.2,0.0028782478098032
445,1.4,36.488,50.9,52.6,5.2,0.0029697046886994
446,1.4,37.401,51.7,52.8,5.2,0.0030391327201306
447,1.4,37.661,52.6,52.9,5.2,0.0031075210682654
448,1.4,38.467,53.4,53.0,5.2,0.0031655138726478
449,1.4,38.995,54.2,53.1,5.1,0.0031880089827484
450,1.4,39.63,55.1,53.3,5.1,0.0032006797254857
451,1.4,39.75,55.9,53.4,5.1,0.0033091609821976
452,1.4,40.332,56.8,53.6,5.1,0.0033120076002594
453,1.4,37.43376470588235,57.6,53.7,5.1,0.0032962996524962
454,1.4,37.43376470588235,58.4,53.8,5.1,0.00329208583809
455,1.4,42.071,59.1,53.9,5.0,0.0032858634536248
456,1.4,37.43376470588235,59.9,54.0,5.205263157894737,0.0033197064829829
457,1.0,0.5790769230769232,13.4,29.2,3.7,0.0004433992794114
458,1.0,0.5790769230769232,13.6,29.2,3.7,0.0004285110789093
459,1.0,0.5790769230769232,13.9,29.1,3.7,0.0004180387743875
460,1.0,0.5790769230769232,14.2,29.1,3.7,0.0004161374697158
461,1.0,0.543,14.5,29.1,3.7,0.0004195697418024
462,1.0,0.5790769230769232,14.8,29.0,3.7,0.0004216806725831
463,1.0,0.5790769230769232,15.2,28.9,3.7,0.0004182373807728
464,1.0,0.5790769230769232,15.6,28.8,3.7,0.0004129167384146
465,1.0,0.322,16.1,28.6,3.8,0.000409636983544
466,1.0,0.446,16.7,28.4,3.8,0.000407780096216
467,1.0,0.457,17.3,28.1,3.8,0.0004154709102328
468,1.0,0.386,17.9,27.7,3.8,0.0004174562746937
469,1.0,0.475,18.7,27.3,3.8,0.0004264515503108
470,1.0,0.47,19.5,26.9,3.8,0.0004374343174856
471,1.0,0.487,20.3,26.6,3.8,0.0004445926964609
472,1.0,0.657,21.2,26.2,3.8,0.0004529971604219
473,1.0,0.645,22.2,25.9,3.8,0.0004621132716143
474,1.0,0.847,23.2,25.6,3.8,0.0004713164853645
475,1.0,0.853,24.2,25.2,3.8,0.0004911598195062
476,1.0,0.94,25.3,25.0,3.7578947368421054,0.0004744597719031
477,1.1,0.5967777777777777,17.9,32.2,3.8,0.0005203218667096
478,1.1,0.5967777777777777,18.4,32.4,3.8,0.0004926863060609
479,1.1,0.5967777777777777,18.9,32.7,3.8,0.0004790859298459
480,1.1,0.5967777777777777,19.3,32.9,3.8,0.0004695042678414
481,1.1,0.28,19.8,33.1,3.8,0.0004610162003357
482,1.1,0.5967777777777777,20.2,33.2,3.8,0.0004532011882472
483,1.0,0.5967777777777777,20.7,33.3,3.8,0.0004401908155119
484,1.0,0.5967777777777777,21.2,33.3,3.9,0.0004281028576321
485,1.0,0.5967777777777777,21.7,33.2,3.9,0.0004164426345347
486,1.0,0.5967777777777777,22.2,33.0,3.9,0.0004078293992533
487,1.0,0.482,22.8,32.7,3.9,0.0004085929427786
488,1.0,0.399,23.3,32.3,3.9,0.0004068052767225
489,1.0,0.539,23.9,31.8,3.9,0.0004074921340851
490,1.0,0.581,24.5,31.3,3.9,0.0004073171612041
491,1.0,0.619,25.2,30.7,3.9,0.0004041133159746
492,1.0,0.5,25.9,30.2,3.9,0.0003995076655533
493,1.0,0.5967777777777777,26.5,29.7,3.9,0.0003938895566877
494,1.0,1.001,27.2,29.1,4.0,0.0003939648137277
495,1.0,0.97,27.9,28.6,4.0,0.0004147897140611
496,1.0315789473684212,0.5967777777777777,28.7,28.2,3.8736842105263154,0.000404454597767
497,1.1,1.684,24.2,21.4,4.2,0.0006196183157652
498,1.1,2.092714285714286,24.7,21.4,4.2,0.0006237831563236
499,1.1,2.092714285714286,25.3,21.5,4.2,0.0006316184421272
500,1.1,2.092714285714286,25.9,21.6,4.2,0.0006388196309721
501,1.1,2.092714285714286,26.6,21.7,4.2,0.0006492023034439
502,1.1,2.092714285714286,27.3,21.9,4.3,0.0006593770706587
503,1.1,2.092714285714286,28.1,22.2,4.3,0.0006666562459185
504,1.1,2.092714285714286,29.0,22.5,4.3,0.0006792192229974
505,1.1,2.444,30.0,22.9,4.3,0.0006899040647164
506,1.1,2.378,30.9,23.1,4.3,0.0006999745886135
507,1.1,2.302,31.7,23.2,4.3,0.0007157346779505
508,1.1,2.263,32.3,23.0,4.3,0.0007293705898433
509,1.1,1.651,32.8,22.7,4.3,0.0007432788736991
510,1.1,2.092714285714286,33.3,22.4,4.4,0.0007580132476724
511,1.1,1.927,33.7,22.2,4.4,0.0007738868592031
512,1.1,2.092714285714286,34.3,22.2,4.4,0.0007916603962783
513,1.1,2.092714285714286,35.0,22.3,4.4,0.0008101033619696
514,1.1,2.092714285714286,35.7,22.5,4.4,0.0008284125766161
515,1.1,2.092714285714286,36.4,22.8,4.4,0.0008638348664684
516,1.1,2.092714285714286,37.2,23.2,4.3052631578947365,0.0008719142769207
517,1.1,0.9715714285714286,16.1,30.8,4.0,0.0004539518775814
518,1.1,0.9715714285714286,16.4,30.8,4.0,0.0004597355740534
519,1.1,0.9715714285714286,16.7,30.9,4.0,0.0004713430449717
520,1.1,0.9715714285714286,17.0,31.0,4.0,0.0004795922228917
521,1.1,1.81,17.3,31.2,4.0,0.000487709472374
522,1.1,0.592,17.7,31.3,4.0,0.0004974084475318
523,1.1,0.9715714285714286,18.1,31.4,4.0,0.0005070264476049
524,1.1,0.704,18.5,31.4,4.0,0.0005094576626341
525,1.1,0.9715714285714286,18.9,31.4,4.0,0.0005171734508026
526,1.1,0.68,19.4,31.4,4.0,0.0005280386455006
527,1.1,0.842,20.0,31.3,4.0,0.0005414076848586
528,1.1,0.881,20.6,31.2,4.1,0.0005550118175916
529,1.1,0.9715714285714286,21.2,31.0,4.1,0.0005648320372334
530,1.1,0.9715714285714286,21.9,30.8,4.1,0.0005758369417428
531,1.1,0.9715714285714286,22.6,30.6,4.1,0.0005833484909196
532,1.1,0.9715714285714286,23.3,30.4,4.1,0.0005859552164134
533,1.1,0.9715714285714286,24.1,30.2,4.1,0.0005929703162636
534,1.1,0.9715714285714286,25.0,30.1,4.1,0.0005991418434903
535,1.1,1.292,25.8,29.9,4.1,0.0006220905735076
536,1.1,0.9715714285714286,26.7,29.8,4.042105263157895,0.0006183821443782
537,1.3,24.338,67.2,31.5,5.2,0.002046524130888
538,1.3,24.338,68.7,31.2,5.1,0.0020464525054486
539,1.3,24.338,70.1,30.9,5.1,0.0020553104548464
540,1.3,24.338,71.4,30.7,5.1,0.0020942756111233
541,1.3,24.338,72.7,30.6,5.0,0.0021187023498912
542,1.3,24.338,73.9,30.4,5.0,0.0021471372933398
543,1.4,24.338,75.0,30.3,5.0,0.0021686527840552
544,1.4,24.338,76.1,30.2,5.0,0.0022153597466113
545,1.4,24.338,77.0,30.1,4.9,0.0022456472669367
546,1.4,24.338,77.9,30.1,4.9,0.0022584146161125
547,1.4,24.338,78.7,30.0,4.9,0.0022553784768036
548,1.4,24.338,79.3,30.0,4.8,0.002273572234485
549,1.4,24.338,79.9,29.9,4.8,0.0023074870603815
550,1.4,24.338,80.4,29.9,4.8,0.0023339650890824
551,1.4,24.338,80.8,29.8,4.7,0.0023733423205044
552,1.4,24.338,81.2,29.9,4.7,0.0023814926086834
553,1.4,24.338,81.5,29.9,4.7,0.0024033094114668
554,1.4,24.338,81.7,29.9,4.7,0.0024306865545614
555,1.4,24.251,81.9,30.0,4.6,0.0025402765800725
556,1.368421052631579,24.425,82.1,30.0,4.894736842105263,0.002575576477287
557,1.1,6.488875,20.7,44.1,4.0,0.0008904243348553
558,1.1,6.488875,21.0,44.2,4.0,0.0008940504591131
559,1.1,6.488875,21.5,44.5,4.0,0.0008954475446828
560,1.1,6.488875,21.9,44.7,4.0,0.000897048315286
561,1.1,6.488875,22.4,44.9,4.0,0.0009010468998152
562,1.1,6.488875,23.0,45.1,4.0,0.0009052331400327
563,1.1,6.488875,23.4,45.0,4.0,0.0008509143670723
564,1.1,6.488875,23.9,44.8,4.0,0.0008395165372412
565,1.1,6.488875,24.4,44.6,4.0,0.0008488328042478
566,1.1,5.157,25.1,44.4,4.0,0.0008599670379223
567,1.1,5.928,25.9,44.1,4.1,0.0008709174515736
568,1.1,5.853,26.8,43.8,4.1,0.0008932377446231
569,1.1,5.146,27.8,43.5,4.1,0.0009186963297986
570,1.1,6.019,28.8,43.1,4.1,0.0009283564888917
571,1.1,6.488875,29.9,42.8,4.1,0.0009470136574224
572,1.1,7.814,31.1,42.4,4.1,0.0009707084156756
573,1.1,7.682,32.3,42.1,4.1,0.0010136746700588
574,1.1,6.488875,33.6,41.8,4.1,0.0010429685201792
575,1.1,8.312,34.9,41.5,4.1,0.0012711735980987
576,1.1,6.488875,36.3,41.3,4.047368421052632,0.0012451397005065
577,1.1,0.281,16.3,34.3,3.9,0.0004273119572436
578,1.1,0.4212727272727273,16.6,34.4,3.9,0.0004285151199206
579,1.1,0.4212727272727273,17.0,34.5,3.9,0.000430051801802
580,1.1,0.4212727272727273,17.4,34.6,3.9,0.0004310670109104
581,1.1,0.354,17.8,34.7,3.9,0.0004273628753783
582,1.1,0.4212727272727273,18.3,34.7,3.9,0.0004240128722904
583,1.1,0.352,18.7,34.7,3.9,0.0004265746912489
584,1.1,0.4212727272727273,19.3,34.6,3.9,0.0004333549370143
585,1.1,0.4212727272727273,19.9,34.5,3.9,0.0004388143724217
586,1.1,0.4212727272727273,20.5,34.4,3.9,0.0004449518298014
587,1.1,0.4212727272727273,21.3,34.1,3.9,0.0004520336011011
588,1.1,0.4212727272727273,22.1,33.8,3.9,0.0004578515830316
589,1.1,0.413,22.9,33.5,3.9,0.0004631161640752
590,1.1,0.433,23.8,33.1,3.9,0.0004671481148085
591,1.1,0.445,24.8,32.7,3.9,0.0004716044109996
592,1.1,0.493,25.8,32.4,4.0,0.0004754348896647
593,1.1,0.371,26.8,32.0,4.0,0.0004806596300414
594,1.1,0.434,27.9,31.7,4.0,0.0004870824201918
595,1.0,0.519,29.0,31.3,4.0,0.0005033957892461
596,1.0947368421052632,0.539,30.1,31.0,3.9210526315789473,0.0004988688050072
597,1.2,15.976166666666668,49.4,39.8,5.0,0.0013212814866656
598,1.2,15.976166666666668,50.3,40.1,5.0,0.0013440615626765
599,1.2,8.921,51.2,40.5,4.9,0.0013517853299364
600,1.2,9.466,52.1,40.8,4.9,0.0013766670912054
601,1.2,9.842,53.0,41.1,4.9,0.0013931873002092
602,1.2,9.804,53.9,41.3,4.9,0.0013949321674221
603,1.2,10.404,54.8,41.5,4.9,0.0013999895361447
604,1.2,10.365,55.6,41.6,4.9,0.0014156778052007
605,1.2,10.389,56.5,41.7,4.9,0.0014210402814658
606,1.2,10.294,57.3,41.7,4.9,0.0014757518609381
607,1.2,14.333,58.2,41.7,4.8,0.0015173925092725
608,1.2,15.854,59.0,41.6,4.8,0.0015346893436818
609,1.2,17.471,59.8,41.5,4.8,0.001557836561522
610,1.2,18.806,60.5,41.4,4.8,0.0015846687161008
611,1.2,20.278,61.3,41.3,4.7,0.001599380037943
612,1.2,21.47,62.1,41.2,4.7,0.001626298474925
613,1.2,22.937,62.7,41.0,4.7,0.0016337923224399
614,1.2,24.411,63.4,40.8,4.7,0.001685339025622
615,1.2,25.912,64.0,40.7,4.6,0.0017378451443652
616,1.2,26.614,64.6,40.5,4.8315789473684205,0.0017641338347023
617,1.3,12.356,29.6,26.2,4.4,0.0014774972997319
618,1.3,12.535,30.4,26.7,4.4,0.0015051762676087
619,1.3,11.134,31.3,27.2,4.4,0.0015317188779435
620,1.3,11.6,32.2,27.8,4.5,0.0015650624786966
621,1.3,11.895,33.3,28.3,4.5,0.0016133733583106
622,1.3,12.127,34.4,28.9,4.5,0.0016285224117429
623,1.3,12.47,35.6,29.4,4.5,0.0016147723240073
624,1.3,12.676,36.8,30.0,4.5,0.0016225291373105
625,1.3,13.166,38.0,30.5,4.5,0.0016461342466881
626,1.3,13.922,39.2,30.9,4.5,0.0016733160593639
627,1.3,14.334,40.5,31.2,4.5,0.0017034295375678
628,1.3,14.596,41.7,31.4,4.6,0.0017178852102376
629,1.3,15.367,42.8,31.6,4.6,0.0017260289378412
630,1.3,16.332,43.8,31.7,4.6,0.0017319780734621
631,1.3,16.877,44.7,31.8,4.6,0.0017541993651327
632,1.3,17.732,45.6,31.8,4.6,0.0017736655852968
633,1.3,18.647,46.5,31.8,4.6,0.0018125303732148
634,1.3,19.798,47.3,31.7,4.6,0.001853589306306
635,1.3,20.969,48.0,31.7,4.6,0.0019104617438468
636,1.3,22.266,48.8,31.6,4.526315789473684,0.0019672120448997
637,1.0,12.467,38.7,28.5,4.9,0.0007667112889055
638,1.0,12.721,39.3,28.8,4.9,0.0007816862485897
639,1.0,13.031,40.1,29.2,4.9,0.0008558232509184
640,1.0,13.338,41.0,29.5,4.9,0.0008307597508821
641,1.0,13.731,41.9,29.8,4.9,0.0008354154981878
642,1.0,14.146,42.9,30.1,4.9,0.0008167224967662
643,1.0,14.521,44.0,30.4,4.9,0.0008361982738626
644,1.0,14.94,45.1,30.6,4.9,0.0008309677698033
645,1.0,15.45,46.3,30.8,4.9,0.0008501172477999
646,1.0,15.999,47.6,30.9,4.9,0.0008878739316092
647,1.0,16.493,49.0,31.0,4.9,0.0008953000468812
648,1.0,17.13,50.3,31.0,4.8,0.0008787819327586
649,1.0,17.74,51.6,31.0,4.8,0.0008912648090986
650,1.0,18.431,52.9,31.0,4.8,0.0008989899484507
651,1.0,19.18,54.2,31.0,4.8,0.000907703131579
652,1.0,19.742,55.4,30.9,4.8,0.0009340833615909
653,1.0,20.335,56.6,30.9,4.8,0.0009563147266961
654,1.0,21.064,57.8,30.8,4.8,0.00097441170297
655,1.0,21.848,58.9,30.8,4.8,0.0010070122924558
656,1.0,22.522,60.0,30.8,4.8578947368421055,0.0010170370359403
657,1.1,2.0132,16.8,30.1,4.0,0.0006438677557998
658,1.1,2.0132,17.2,30.2,4.0,0.0006362892184724
659,1.1,2.0132,17.6,30.3,4.0,0.000628405312723
660,1.1,2.0132,18.0,30.4,4.0,0.0006118011527621
661,1.1,1.926,18.4,30.5,4.0,0.0005855573516313
662,1.1,1.897,18.8,30.6,4.0,0.0005970542115594
663,1.1,2.0132,19.2,30.6,4.0,0.0005671166104236
664,1.1,2.0132,19.6,30.6,4.0,0.0006012753125489
665,1.1,2.0132,20.1,30.5,4.0,0.0006101553001117
666,1.1,1.901,20.7,30.3,4.0,0.0005825977191734
667,1.1,2.0132,21.2,30.1,4.1,0.0005678905344968
668,1.1,2.0132,21.9,29.7,4.1,0.0005804240558758
669,1.1,1.699,22.5,29.3,4.1,0.0005872906505498
670,1.1,2.0132,23.2,28.9,4.1,0.0005941873325109
671,1.1,2.0132,23.9,28.5,4.1,0.0006441811792166
672,1.1,2.0132,24.7,28.1,4.1,0.0006479113821127
673,1.1,2.0132,25.5,27.6,4.1,0.0006518363412602
674,1.1,2.0132,26.4,27.2,4.1,0.0006595881595881
675,1.1,2.643,27.2,26.8,4.1,0.0006620631620631
676,1.1,2.0132,28.1,26.4,4.047368421052632,0.0006523493570641
677,1.1,13.133,49.0,31.8,4.9,0.0008458291018268
678,1.1,23.975142857142856,49.8,32.3,5.0,0.000863705851664
679,1.1,23.975142857142856,50.7,32.8,5.0,0.0008445775806433
680,1.1,23.975142857142856,51.8,33.2,5.0,0.0008722234302426
681,1.1,23.975142857142856,52.9,33.7,5.0,0.0008963762957303
682,1.1,23.975142857142856,54.1,34.2,5.0,0.0008625009533843
683,1.1,20.415,55.4,34.6,5.0,0.0009166778694663
684,1.1,20.905,56.7,35.0,5.0,0.0008494319034524
685,1.1,21.577,58.1,35.3,5.0,0.0008888654184917
686,1.1,22.178,59.6,35.6,4.9,0.0009079591995234
687,1.1,23.057,61.0,35.8,4.9,0.0010156723985988
688,1.0,23.721,62.4,36.0,4.9,0.0009924480428758
689,1.0,24.578,63.8,36.1,4.9,0.0010029445589502
690,1.0,25.421,65.1,36.2,4.9,0.0010253533795775
691,1.0,26.434,66.5,36.2,4.9,0.0010354905773301
692,1.0,27.318,67.7,36.2,4.8,0.0010762037861767
693,1.0,28.443,68.9,36.3,4.8,0.0011314420416607
694,1.0,29.533,70.0,36.3,4.8,0.0011545034762886
695,1.0,28.939,71.1,36.4,4.8,0.0011950693046895
696,1.0578947368421054,23.975142857142856,72.1,36.4,4.921052631578948,0.0011994644546868
697,1.4,23.574,60.0,51.0,5.4,0.0025541678096866
698,1.4,23.938,60.9,51.3,5.4,0.0025117647456359
699,1.4,24.089,61.8,51.6,5.4,0.0025576766004168
700,1.4,24.653,62.7,52.0,5.3,0.0027011109260815
701,1.4,25.304,63.5,52.4,5.3,0.002696098107372
702,1.4,25.353,64.3,52.8,5.3,0.0028085564104571
703,1.4,25.739,65.0,53.2,5.3,0.0028039385514074
704,1.4,27.047,65.7,53.7,5.3,0.0028876249857566
705,1.4,27.113,66.4,54.1,5.3,0.0030590823687984
706,1.4,27.211,67.1,54.5,5.3,0.0030580862648067
707,1.4,28.428,67.9,54.8,5.2,0.0030841022973419
708,1.4,28.958,68.5,55.1,5.2,0.0031105284709144
709,1.4,29.731,69.2,55.4,5.2,0.0031571125545
710,1.4,30.178,69.9,55.6,5.2,0.0031092961385607
711,1.4,31.258,70.6,55.9,5.2,0.0031763543236669
712,1.4,31.728,71.2,56.2,5.2,0.0032908204631561
713,1.4,32.087,71.8,56.5,5.2,0.0031476721154693
714,1.4,33.195,72.4,56.7,5.1,0.0031476436252803
715,1.4,33.863,72.9,57.0,5.1,0.0031379841422738
716,1.4,34.651,73.4,57.3,5.257894736842106,0.0031614601238749
717,1.4,19.082,45.9,40.9,5.3,0.0012819676409185
718,1.4,19.15,46.7,41.0,5.2,0.0012963312431913
719,1.4,18.782,47.7,41.2,5.2,0.0013307788013273
720,1.4,18.619,48.6,41.3,5.2,0.0013559293921538
721,1.4,19.121,49.7,41.3,5.2,0.0013989187502722
722,1.4,18.965,50.7,41.4,5.1,0.0014563587074816
723,1.4,18.374,51.7,41.3,5.1,0.0015062607295617
724,1.4,20.147,52.8,41.2,5.1,0.0015597203181219
725,1.4,20.507,53.8,41.1,5.1,0.0015954001482916
726,1.4,21.064,54.9,40.8,5.1,0.0016261841459951
727,1.4,21.562,56.0,40.5,5.0,0.0016369254097074
728,1.4,22.484,57.0,40.3,5.0,0.0016448175751836
729,1.4,22.96,58.0,40.0,5.0,0.001662462183818
730,1.4,24.076,59.0,39.8,5.0,0.0016894538096231
731,1.4,24.993,60.0,39.6,5.0,0.0017254349409531
732,1.4,26.236,60.9,39.4,4.9,0.00175244303509
733,1.4,19.509,61.7,39.1,4.9,0.001756008543641
734,1.4,28.185,62.5,38.8,4.9,0.0017559672186707
735,1.4,29.799,63.3,38.6,4.9,0.0018124528774531
736,1.4,31.437,64.0,38.4,5.063157894736842,0.0018296573804832
737,1.4,29.119,36.8,49.4,5.4,0.003069650182785
738,1.4,29.333,37.8,49.8,5.3,0.0030942005957624
739,1.5,30.383,38.8,50.3,5.3,0.0031095729560739
740,1.5,30.83,39.8,50.7,5.3,0.0030983634456515
741,1.5,32.276,40.9,51.1,5.2,0.003095840833252
742,1.5,33.333,42.1,51.5,5.2,0.0030839408836163
743,1.5,34.192,43.3,51.8,5.2,0.0031174200707033
744,1.4,34.527,44.5,52.1,5.1,0.0031403846294521
745,1.4,35.768,45.8,52.2,5.1,0.0031514809407877
746,1.4,36.488,47.2,52.4,5.0,0.0031840683863859
747,1.4,37.211,48.6,52.4,5.0,0.0031967655230868
748,1.4,37.808,50.0,52.3,5.0,0.0031552176101939
749,1.4,38.243,51.4,52.2,4.9,0.0031503829833138
750,1.4,38.335,52.8,52.0,4.9,0.0031430128434475
751,1.4,38.632,54.1,51.7,4.9,0.0031315781771377
752,1.4,39.257,55.4,51.5,4.8,0.0031280105018307
753,1.4,40.099,56.7,51.1,4.8,0.0031509970440408
754,1.4,41.324,57.9,50.7,4.7,0.003187150505142
755,1.4,42.247,59.0,50.3,4.7,0.0032444111147659
756,1.4263157894736842,35.75815789473684,60.1,49.9,5.042105263157895,0.0032837211053678
757,1.1,2.00625,18.2,32.2,4.3,0.0004391887854488
758,1.1,2.00625,18.6,32.4,4.3,0.000441564813345
759,1.1,2.00625,19.0,32.6,4.3,0.0004508962785003
760,1.1,2.00625,19.5,32.9,4.3,0.0004849611379649
761,1.1,1.672,20.0,33.1,4.3,0.0005567276582604
762,1.1,1.788,20.5,33.3,4.2,0.0005777310924369
763,1.1,2.328,20.9,33.3,4.2,0.000588979313574
764,1.1,2.00625,21.3,33.3,4.2,0.000609177408879
765,1.1,2.00625,21.8,33.2,4.2,0.00062465101326
766,1.1,2.00625,22.4,33.0,4.2,0.0006348137373692
767,1.1,2.00625,22.9,32.8,4.2,0.0006576388738845
768,1.1,2.00625,23.6,32.6,4.2,0.0006749670441726
769,1.1,2.00625,24.3,32.3,4.2,0.0006934499327857
770,1.1,2.00625,25.1,32.0,4.2,0.0007106809156296
771,1.1,2.237,25.9,31.7,4.2,0.0007097197039172
772,1.1,2.00625,26.7,31.3,4.2,0.0007291832664512
773,1.1,2.00625,27.6,31.0,4.2,0.0007452576926302
774,1.1,2.00625,28.4,30.6,4.2,0.0007731717492981
775,1.1,2.00625,29.3,30.3,4.2,0.0008228673923771
776,1.1,2.00625,30.3,29.9,4.226315789473684,0.0008306641325872
777,1.2,14.459,39.6,20.3,4.9,0.0006969398123292
778,1.2,15.439,40.4,20.4,4.9,0.0006969608405718
779,1.2,15.667,41.1,20.6,4.9,0.0007787310153618
780,1.2,14.974,41.8,20.9,4.9,0.0008231490752652
781,1.2,17.743100000000002,42.6,21.1,4.9,0.0008459502776622
782,1.2,17.743100000000002,43.3,21.5,4.9,0.0008808900510147
783,1.2,17.743100000000002,43.9,21.8,4.9,0.0009065134963519
784,1.2,17.743100000000002,44.5,22.1,4.9,0.0009250824693051
785,1.2,17.743100000000002,45.1,22.5,4.9,0.0009416579603188
786,1.2,15.983,45.7,22.9,4.9,0.0009466070399155
787,1.2,21.111,46.3,23.4,4.9,0.0009575671263818
788,1.2,16.582,46.8,23.8,4.9,0.0009559320394023
789,1.2,17.743100000000002,47.3,24.2,4.9,0.0009894453903392
790,1.2,17.743100000000002,47.8,24.7,4.9,0.0010021095987422
791,1.2,17.743100000000002,48.2,25.2,4.9,0.0009995904668658
792,1.2,20.648,48.6,25.8,4.9,0.0009904592751529
793,1.2,20.368,48.9,26.4,4.8,0.0010132594330945
794,1.2,22.2,49.2,27.0,4.8,0.0010317408238568
795,1.2,17.743100000000002,49.5,27.6,4.8,0.0010606526472764
796,1.2,17.743100000000002,49.8,28.3,4.8842105263157904,0.001055303355861
797,1.0,7.534,35.3,31.4,4.6,0.0004693474753304
798,1.0,7.534,35.9,31.5,4.6,0.0004931798986524
799,1.0,7.534,36.6,31.6,4.6,0.00050759212456
800,1.0,5.285,37.3,31.7,4.6,0.0005222882105479
801,1.0,7.534,38.0,31.8,4.6,0.0005269579277488
802,1.0,7.534,38.7,31.8,4.6,0.0005271594791275
803,1.0,7.534,39.3,31.7,4.6,0.0005350294637322
804,1.0,7.534,39.9,31.7,4.6,0.0005349742752495
805,1.0,7.534,40.4,31.6,4.6,0.0005453190901621
806,1.1,7.534,40.8,31.7,4.6,0.0005688844427894
807,1.1,7.534,41.2,31.7,4.5,0.0005737532736904
808,1.1,7.534,41.5,31.8,4.5,0.0005770006376246
809,1.1,7.534,41.7,31.8,4.5,0.000583272472474
810,1.1,7.534,41.9,31.9,4.5,0.0005701313230657
811,1.1,7.876,41.9,32.0,4.5,0.0005775124524863
812,1.1,8.217,42.0,32.2,4.4,0.0005976557654676
813,1.1,8.214,41.9,32.4,4.4,0.0006041449311869
814,1.1,7.993,41.8,32.6,4.4,0.0006033814592186
815,1.1,7.69,41.7,32.8,4.4,0.0006179610043438
816,1.0526315789473684,7.463,41.6,33.1,4.531578947368421,0.0006115570711299
817,1.0,18.7216,45.2,28.8,4.8,0.0006754051661742
818,1.0,18.7216,45.8,29.0,4.8,0.0006864730310767
819,1.0,13.314,46.5,29.3,4.8,0.000681991856763
820,1.0,18.7216,47.2,29.5,4.8,0.0007096469586619
821,1.0,18.7216,48.1,29.8,4.8,0.0007426975793753
822,1.0,17.11,48.9,30.0,4.8,0.000759206214813
823,1.0,18.7216,49.8,30.3,4.8,0.0007720788163512
824,1.0,18.7216,50.7,30.5,4.7,0.0007745222469938
825,1.0,18.823,51.6,30.7,4.7,0.000762680245849
826,1.0,18.7216,52.6,30.9,4.7,0.0007997551154147
827,1.0,18.7216,53.5,31.0,4.7,0.0007716375768663
828,1.0,18.7216,54.5,31.1,4.7,0.0007969664220045
829,1.0,18.7216,55.4,31.2,4.7,0.0007688839574652
830,0.9,18.7216,56.4,31.2,4.7,0.0008072239256522
831,0.9,18.7216,57.3,31.2,4.6,0.0008647440409879
832,0.9,18.7216,58.1,31.3,4.6,0.0008805881443005
833,0.9,15.662,59.0,31.3,4.6,0.0008922030903069
834,0.9,18.7216,59.8,31.3,4.6,0.0009086179528844
835,0.9,28.699,60.5,31.3,4.6,0.0009290326929099
836,0.9684210526315788,18.7216,61.3,31.3,4.7105263157894735,0.0009520615639606
837,1.1,3.0755,18.0,34.5,4.1,0.0005493577600852
