,per_capita-Nutritional Deficiencies,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition
78,4.791192101653497e-05,2.74467,0.0005141113606752,67.0,4.557734236235165e-05
79,5.007967484159244e-05,2.7028,0.0005513764305207,65.0,4.763227086877683e-05
80,4.919544835156121e-05,2.68667,0.000588076024966,65.0,4.674350129692348e-05
81,4.5196623639274464e-05,2.69609,0.0005992230826874,61.0,4.2950988998145465e-05
82,4.11931622413368e-05,2.72475,0.0006068207096964,59.0,3.920241462372573e-05
83,3.879899123632519e-05,2.75596,0.0006255548482936,57.0,3.688049850115231e-05
84,3.780386416417404e-05,2.76186,0.0006618422876721,56.0,3.595611915218667e-05
85,3.5003211303789336e-05,2.72734,0.0006611333432142,53.0,3.332345239859691e-05
86,3.343632765098261e-05,2.65441,0.0006834893760468,56.0,3.187205501234016e-05
87,3.270187116623774e-05,2.55598,0.0007181350258325,51.0,3.1057102498113354e-05
88,3.1601833749073014e-05,2.44874,0.0007434091981637,48.0,2.992597892904641e-05
89,3.057415707285959e-05,2.35087,0.0007586420106551,47.0,2.8867692492048825e-05
90,2.978105643193374e-05,2.27051,0.0007880363230322,44.0,2.8138287361614305e-05
91,2.893708441000981e-05,2.20843,0.0008057757769688,42.0,2.733334238246709e-05
92,2.908001604719556e-05,2.15906,0.0008313937446145,41.0,2.737619879660769e-05
93,2.97262393583257e-05,2.10777,0.000870867026113,40.0,2.7923957770215395e-05
94,3.00257009147167e-05,2.03671,0.000850147876577,39.0,2.8239533465723763e-05
95,2.97091649110977e-05,1.93891,0.000824847606002,53.16666666666666,2.801343632028162e-05
96,2.955450998266906e-05,1.84033,0.0008058381579033,53.16666666666666,2.7887902276879448e-05
97,1.4461525112438356e-05,1.87779,0.0001544753818828,43.0,5.916078455088419e-06
98,1.2881532836348383e-05,1.84612,0.0001492936626161,42.0,5.284731420040362e-06
99,1.09495662976331e-05,1.82987,0.0001476532424983,39.0,4.313465511188798e-06
100,8.661723709669682e-06,1.82607,0.0001512470216996,38.0,3.331432196026801e-06
101,5.348737697903295e-06,1.83259,0.0001614650192554,36.0,2.005776636713736e-06
102,3.6876815345046313e-06,1.84806,0.0001743267634493,35.0,1.3409751034562293e-06
103,2.351856555564963e-06,1.86962,0.0001905003810007,36.0,1.0079385238135557e-06
104,2.0190803089192874e-06,1.89665,0.0001928221695017,32.0,6.730267696397625e-07
105,1.6843035707909422e-06,1.92647,0.0001943686320692,36.0,6.737214283163769e-07
106,1.6852016377463596e-06,1.95587,0.0001927870673581,32.0,6.740806550985439e-07
107,1.6853163777023203e-06,1.98247,0.000192126067058,32.0,6.741265510809282e-07
108,1.3477202469697352e-06,2.00402,0.0001910393450079,30.0,6.738601234848676e-07
109,1.3465769173151276e-06,2.01882,0.0001881841241947,30.0,3.366442293287819e-07
110,1.008680027866467e-06,2.02726,0.0001876144851831,26.0,3.3622667595548895e-07
111,1.0071342029825271e-06,2.02747,0.0001900126529627,27.0,3.3571140099417573e-07
112,1.3405054845106267e-06,2.02097,0.0001994001908209,28.0,3.351263711276567e-07
113,1.3379429929249577e-06,2.00835,0.0002050397636657,26.0,3.3448574823123937e-07
114,1.3351638429620345e-06,1.99133,0.0001942663391509,26.0,3.3379096074050856e-07
115,1.3351638429620345e-06,1.97039,0.0001885918928183,33.0,3.3379096074050856e-07
116,1.3289888687214827e-06,1.94495,0.0001814069805804,33.0,3.322472171803707e-07
117,6.508097910764111e-06,1.3364,0.0001489514666995,7.0,4.933558093643761e-06
118,6.478612080196303e-06,1.28316,0.0001523769561262,6.0,5.027402974232331e-06
119,6.757124081990944e-06,1.23227,0.000158536464257,6.0,5.221414063356639e-06
120,6.779132817377245e-06,1.18539,0.0001609285185975,6.0,5.261416514979354e-06
121,6.851686885311163e-06,1.14345,0.0001556883304669,5.0,5.401329807398581e-06
122,6.771335365656558e-06,1.10662,0.000148178565155,5.0,5.239135392405804e-06
123,6.686360683184027e-06,1.07512,0.0001433907130452,5.0,5.173388557792021e-06
124,6.650722923943103e-06,1.04846,0.0001402435051353,5.0,5.156719948274725e-06
125,6.569141884420233e-06,1.02598,0.0001346198061531,5.0,5.141067561720182e-06
126,6.443226240955968e-06,1.00666,0.0001318274682729,5.0,5.032300786732033e-06
127,6.460382471374232e-06,0.98782,0.0001352962113249,5.0,5.112532891015578e-06
128,6.339956167932024e-06,0.96931,0.0001403519282103,6.0,5.0535882498008885e-06
