,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Mean total cholesterol,  age-standardized","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in non-pregnant women (aged 15-49) (%)
2333,22.3,3.43839,1.2540659605253478e-06,4.9,61.1,118.0,22.2
2334,22.7,3.40921,1.216012679457748e-06,5.021052631578947,61.9,118.0,22.6
2335,22.1,9.00184,3.851135731963352e-06,5.1,51.0,118.0,22.0
2336,22.0,8.58311,3.746824172651904e-06,5.1,52.0,118.0,21.9
2337,22.0,7.99816,3.671744043425393e-06,5.1,52.9,118.0,21.9
2338,21.8,7.33798,3.644985204409107e-06,5.1,53.9,118.0,21.7
2339,21.5,6.79066,3.031202065197686e-06,5.1,54.8,118.0,21.4
2340,21.3,6.38038,3.151799400099109e-06,5.1,55.6,118.0,21.2
2341,21.1,5.95178,2.9281445710566648e-06,5.1,56.5,118.0,21.0
2342,20.9,5.39951,2.8717388081406864e-06,5.1,57.3,119.0,20.8
2343,20.7,4.87019,2.970815729710238e-06,5.1,58.2,119.0,20.6
2344,20.4,4.56744,2.934849595170703e-06,5.1,59.0,119.0,20.3
2345,20.2,4.55707,2.5539814102293326e-06,5.1,59.9,119.0,20.1
2346,20.1,4.66891,2.38575945801542e-06,5.1,60.8,119.0,20.0
2347,20.0,4.72594,2.071230395442204e-06,5.1,61.6,119.0,19.9
2348,20.0,4.64628,1.9721999854450186e-06,5.1,62.5,119.0,19.9
2349,20.1,4.37326,1.960226707533005e-06,5.1,63.3,119.0,20.0
2350,20.1,3.95242,1.7866335459608613e-06,5.1,64.1,119.0,20.0
2351,20.3,3.52573,1.663143266856881e-06,5.1,64.8,119.0,20.2
2352,20.6,3.1995,1.434435733117063e-06,5.1,65.6,119.0,20.5
2353,20.8,2.93146,1.5384880660892852e-06,5.1,66.3,119.0,20.8
2354,21.1,2.64412,1.5485647030324986e-06,5.1,67.0,119.0,21.1
2355,25.1,43.16365,0.0001868210101122,3.7,9.8,120.0,25.1
2356,24.6,40.22008,0.0001783768266205,3.7,10.1,120.0,24.5
2357,24.0,37.31342,0.0001730761088923,3.7,10.3,120.0,23.9
2358,23.5,34.58714,0.0001677205805901,3.7,10.5,120.0,23.4
2359,22.9,32.12739,0.0001606622360636,3.7,10.8,120.0,22.7
2360,22.2,29.97693,0.0001481625605487,3.7,11.0,120.0,22.0
2361,21.6,28.09247,0.0001357380819072,3.7,11.3,120.0,21.3
2362,20.8,26.46388,0.0001251346257271,3.7,11.6,120.0,20.6
2363,20.1,25.1003,0.0001155087109946,3.7,11.9,120.0,19.8
2364,19.5,23.98356,0.0001034773700481,3.7,12.2,120.0,19.2
2365,19.0,22.98949,9.596619963719167e-05,3.7,12.6,120.0,18.6
2366,18.6,22.09675,8.662824828447486e-05,3.7,13.0,120.0,18.2
2367,18.3,21.34145,8.143924358683066e-05,3.7,13.4,120.0,17.9
2368,18.0,20.69653,7.308998917718736e-05,3.7,13.9,120.0,17.6
2369,17.9,20.19384,6.833027238570242e-05,3.7,14.5,120.0,17.4
2370,17.8,19.7449,6.673652019040363e-05,3.7,15.0,120.0,17.3
2371,17.6,19.33148,6.528891151758762e-05,3.7,15.7,120.0,17.1
2372,17.4,18.96258,6.321700053802022e-05,3.8,16.3,119.0,16.9
2373,17.3,18.58392,6.314192096493468e-05,3.8,17.0,119.0,16.8
2374,17.2,18.23402,5.997303715183114e-05,3.710526315789474,17.7,119.0,16.6
2375,19.0,11.3958,6.52307210603906e-06,4.4,44.7,121.0,18.8
2376,18.3,11.62929,6.476683937823834e-06,4.4,45.4,121.0,18.2
2377,17.8,11.83904,6.439274422558066e-06,4.4,46.1,121.0,17.6
2378,17.6,12.01308,6.409927696015589e-06,4.4,46.8,121.0,17.4
2379,17.3,12.16,6.383372591074768e-06,4.4,47.6,121.0,17.1
2380,17.0,12.26695,6.354410914336187e-06,4.4,48.3,121.0,16.8
2381,16.6,12.33316,1.2647981382171406e-05,4.4,49.0,121.0,16.5
2382,16.2,12.39483,1.2588512981904012e-05,4.4,49.8,121.0,16.1
2383,15.8,12.4707,1.253250618792493e-05,4.4,50.5,122.0,15.7
2384,15.4,12.56468,1.2479175376091149e-05,4.4,51.3,122.0,15.3
2385,14.9,12.67562,1.242838145188352e-05,4.4,52.0,122.0,14.8
2386,14.5,12.76323,1.2379531682316458e-05,4.4,52.7,122.0,14.4
2387,14.1,12.79948,1.2332128895411215e-05,4.4,53.4,122.0,14.0
2388,13.8,12.72556,1.2286446206866897e-05,4.4,54.0,122.0,13.7
2389,13.7,12.57288,1.2242749231767486e-05,4.5,54.6,122.0,13.6
2390,13.7,12.42491,1.2200924830102122e-05,4.5,55.2,122.0,13.6
2391,13.8,12.35233,1.2160716022959432e-05,4.5,55.8,122.0,13.6
2392,13.9,12.37593,1.2121652908590616e-05,4.5,56.3,122.0,13.7
2393,14.1,12.49386,1.2121652908590616e-05,4.5,56.8,122.0,13.9
2394,14.3,12.70023,1.204761216326924e-05,4.426315789473684,57.3,122.0,14.2
2395,24.6,13.13963,9.271191626259724e-06,4.4,36.8,118.0,24.5
2396,23.8,13.13553,9.293248454997443e-06,4.4,37.5,118.0,23.6
2397,23.0,13.11901,9.322966194924576e-06,4.4,38.2,119.0,22.8
2398,22.3,13.05874,9.356112348197075e-06,4.4,38.8,119.0,22.1
2399,21.5,12.98444,9.391523211149616e-06,4.4,39.5,119.0,21.3
2400,20.7,12.92648,9.427736400490242e-06,4.4,40.2,119.0,20.5
2401,20.1,12.89122,9.46208071154847e-06,4.4,40.8,120.0,19.9
2402,19.5,12.85569,9.496044897300274e-06,4.4,41.5,120.0,19.3
2403,18.9,12.81317,9.52943642912958e-06,4.4,42.2,120.0,18.7
2404,18.4,12.73082,9.562606383996022e-06,4.4,42.9,120.0,18.2
2405,18.0,12.55238,9.595363520346968e-06,4.4,43.6,120.0,17.8
2406,17.6,12.27952,9.627511577082672e-06,4.4,44.3,120.0,17.4
2407,17.3,11.92342,9.658382993519225e-06,4.4,44.9,121.0,17.1
2408,17.1,11.50701,9.68804495252858e-06,4.4,45.6,121.0,16.9
2409,17.0,11.04266,9.71647330884782e-06,4.4,46.2,121.0,16.8
2410,16.9,10.59028,9.744024476989488e-06,4.4,46.8,121.0,16.7
2411,16.7,10.152,9.770395701025892e-06,4.4,47.4,121.0,16.6
2412,16.7,9.76566,9.795374624102498e-06,4.4,48.0,121.0,16.5
2413,16.8,9.39756,9.795374624102498e-06,4.4,48.6,121.0,16.6
2414,17.0,9.07954,9.841357320001574e-06,4.4,49.1,121.0,16.8
2415,24.7,8.74035,1.702523707642629e-05,4.7,20.8,114.0,23.2
2416,24.5,8.44008,1.124947971156334e-05,4.7,21.1,114.0,23.0
2417,24.4,8.19526,1.114647019155209e-05,4.7,21.5,114.0,22.9
2418,24.4,8.00089,1.1044354126170702e-05,4.7,21.9,114.0,23.0
2419,24.5,7.84799,1.0942595145864792e-05,4.6,22.4,114.0,23.1
2420,24.7,7.75095,1.084063721265536e-05,4.6,22.8,114.0,23.3
2421,24.8,7.71658,1.0738139724674098e-05,4.6,23.3,114.0,23.4
2422,24.8,7.72643,5.320394134797506e-06,4.6,23.8,114.0,23.4
2423,24.7,7.76998,5.276961314596603e-06,4.6,24.3,114.0,23.3
2424,24.6,7.89985,5.238427005138897e-06,4.6,24.8,114.0,23.2
2425,24.5,7.79637,5.2083062067385065e-06,4.6,25.3,114.0,23.2
2426,24.5,7.75166,5.177028489187776e-06,4.6,25.8,114.0,23.2
2427,24.5,7.66476,5.1461506792918895e-06,4.5,26.3,114.0,23.3
2428,24.8,7.57862,5.115717530540834e-06,4.5,26.8,114.0,23.6
2429,25.0,7.48761,5.085745672030433e-06,4.5,27.3,114.0,23.8
2430,25.1,7.39518,5.05630192190036e-06,4.5,27.9,114.0,24.0
2431,25.5,7.30497,5.026994962951047e-06,4.5,28.4,114.0,24.4
2432,25.9,7.19089,4.997301457213105e-06,4.5,29.0,114.0,24.8
2433,26.3,7.04891,4.997301457213105e-06,4.5,29.6,114.0,25.3
2434,26.8,6.90322,4.937271959751359e-06,4.584210526315789,30.2,114.0,25.8
2435,31.7,11.49244,1.168361118743778e-05,4.6,30.5,116.0,31.6
2436,31.0,10.80175,1.110291188086814e-05,4.6,31.2,116.0,30.9
2437,30.4,10.16794,1.0640189206807568e-05,4.6,32.1,116.0,30.3
2438,30.0,9.59809,1.072862771617855e-05,4.6,32.9,116.0,29.9
2439,29.6,9.04815,1.0517223246166815e-05,4.6,33.9,116.0,29.5
2440,29.2,8.54812,1.1124172496917377e-05,4.6,34.8,116.0,29.1
2441,28.7,8.06377,1.1589653488469084e-05,4.6,35.8,116.0,28.6
2442,28.1,7.5868,1.1796630980157169e-05,4.6,36.8,117.0,28.0
2443,27.4,7.13728,1.1919375896662142e-05,4.6,37.9,117.0,27.3
2444,26.9,6.71201,1.1804710450587772e-05,4.6,38.9,117.0,26.8
2445,26.4,6.30216,1.17364615640988e-05,4.6,39.9,117.0,26.3
2446,26.1,5.92714,1.1327236830786082e-05,4.6,40.9,117.0,26.0
2447,25.8,5.57043,1.089147926036228e-05,4.6,41.8,117.0,25.7
2448,25.7,5.22921,1.0579227949473904e-05,4.6,42.7,117.0,25.6
2449,25.8,4.91021,1.0239162705634384e-05,4.6,43.5,117.0,25.8
2450,26.0,4.61293,9.76495078825133e-06,4.6,44.3,117.0,26.0
2451,26.3,4.32413,9.410420467529576e-06,4.6,45.0,117.0,26.3
2452,26.8,4.05468,8.959892929279496e-06,4.6,45.6,117.0,26.7
2453,27.1,3.82107,8.714895856994509e-06,4.6,46.2,117.0,27.1
2454,27.5,3.62506,8.33279481938242e-06,4.6,46.8,117.0,27.5
2455,59.8,38.24274,0.0001324282170948,4.0,15.8,104.0,59.7
2456,59.7,37.18232,0.0001565427457412,4.0,16.1,104.0,59.7
2457,59.6,36.00412,0.0001546261651738,4.0,16.5,104.0,59.6
2458,59.5,34.7489,0.0001488260321339,4.0,16.9,105.0,59.5
2459,59.4,33.42059,0.0001555263177908,4.0,17.3,105.0,59.4
2460,59.2,32.08273,0.0001577175822338,4.0,17.8,105.0,59.2
2461,59.0,30.83148,0.0001520352491066,4.0,18.3,105.0,58.9
2462,58.6,29.62819,0.0001513037485942,4.0,18.9,105.0,58.5
2463,58.1,28.56547,0.0001510470329003,4.0,19.5,105.0,58.0
2464,57.5,27.60277,0.0001529804794576,4.0,20.2,105.0,57.4
2465,56.9,26.76478,0.0001383563364605,4.0,21.0,105.0,56.8
2466,56.4,25.99594,0.0001380123173422,4.0,21.8,105.0,56.2
2467,55.9,25.33263,0.0001350079562941,4.0,22.7,106.0,55.6
2468,55.4,24.72123,0.0001354845452132,4.0,23.6,106.0,55.1
2469,54.9,24.19266,0.0001370643888017,4.0,24.6,106.0,54.6
2470,54.5,23.66669,0.0001334446302095,4.0,25.6,106.0,54.2
2471,54.0,23.05192,0.0001314939083683,4.0,26.7,106.0,53.7
2472,53.6,22.42101,0.0001263249289873,4.1,27.8,106.0,53.3
2473,53.1,21.77106,0.0001217573249711,4.1,28.9,107.0,52.8
2474,52.7,21.14474,0.0001149118141245,4.010526315789474,30.1,107.0,52.3
2475,23.9,7.77907,1.841055134998656e-06,5.5,44.9,118.0,23.8
2476,23.6,7.49751,1.8547035812736407e-06,5.5,45.6,118.0,23.5
2477,23.4,7.06364,1.85570095856233e-06,5.5,46.2,118.0,23.3
2478,23.2,6.51471,1.857939306431257e-06,5.4,46.8,118.0,23.1
2479,23.0,5.9884,1.7281351029436786e-06,5.4,47.5,118.0,22.9
2480,22.8,5.56118,1.7328257309158905e-06,5.4,48.1,118.0,22.7
2481,22.7,5.24959,1.471354992213857e-06,5.4,48.8,118.0,22.6
2482,22.5,5.06482,1.3428058438373202e-06,5.3,49.4,118.0,22.4
2483,22.3,4.95926,1.348821035997066e-06,5.3,50.2,118.0,22.2
2484,22.1,4.8723,1.3551349246863438e-06,5.3,50.9,118.0,22.0
2485,21.9,4.77095,1.361498748714575e-06,5.3,51.7,118.0,21.8
2486,21.8,4.65068,1.3678852016023409e-06,5.3,52.5,118.0,21.8
2487,21.8,4.51351,1.2368407020637649e-06,5.2,53.3,118.0,21.8
2488,21.9,4.35525,1.2425778409436854e-06,5.2,54.1,118.0,21.8
2489,21.9,4.17248,1.2483071567945911e-06,5.2,54.9,118.0,21.8
2490,22.0,3.97728,1.254041846540391e-06,5.2,55.6,118.0,21.9
2491,22.2,3.8097,1.2598123635465737e-06,5.1,56.4,118.0,22.1
2492,22.4,3.697,1.1250137814188224e-06,5.1,57.2,118.0,22.3
2493,22.6,3.63337,1.1250137814188224e-06,5.1,57.9,118.0,22.5
2494,22.8,3.59508,9.93589643502875e-07,5.3,58.6,118.0,22.8
2495,54.0,48.38744,0.0002441548540347,3.9,15.0,106.0,53.7
2496,53.5,47.82549,0.0002500363554344,3.9,15.3,106.0,53.0
2497,52.8,47.18626,0.000250068348905,3.9,15.7,106.0,52.3
2498,52.2,46.48194,0.0002552800993711,3.9,16.1,106.0,51.6
2499,51.6,45.73469,0.0002616138969997,3.9,16.5,106.0,51.0
2500,51.0,44.91954,0.0002672016930986,4.0,16.9,107.0,50.4
2501,50.5,44.06671,0.0002663140168145,4.0,17.4,107.0,49.8
2502,49.8,43.05563,0.0002730604423253,4.0,18.0,107.0,49.1
2503,49.2,41.9224,0.000269560292216,4.0,18.6,107.0,48.5
2504,48.7,40.7212,0.000272595943445,4.0,19.3,107.0,47.9
2505,48.3,39.52777,0.0002766077707529,4.0,20.1,107.0,47.5
2506,48.0,38.41748,0.0002688458217686,4.0,21.0,107.0,47.3
2507,47.9,37.43369,0.0002615750133339,4.0,21.9,107.0,47.1
2508,47.7,36.48702,0.0002531765099947,4.0,22.9,107.0,47.0
2509,47.7,35.71004,0.0002465299087264,4.0,23.9,107.0,47.0
2510,47.8,35.01571,0.0002355803560342,4.0,25.0,107.0,47.1
2511,47.9,34.08728,0.000230275094004,4.0,26.1,107.0,47.3
2512,48.1,33.36518,0.0002248833600105,4.0,27.3,107.0,47.4
2513,48.2,32.66786,0.00022537012053,4.0,28.5,107.0,47.6
2514,48.4,32.04499,0.0002149684877848,3.973684210526316,29.7,107.0,47.8
2515,12.3,1.61153,1.7227236852111309e-06,4.8,46.6,119.0,12.1
2516,12.1,1.48547,9.593520152748029e-07,4.8,47.7,120.0,11.9
2517,11.9,1.39285,9.343150804760616e-07,4.8,48.7,120.0,11.8
2518,11.8,1.32473,9.110322359646374e-07,4.8,49.8,120.0,11.7
2519,11.7,1.27944,6.669295851297823e-07,4.9,50.9,120.0,11.6
2520,11.7,1.249,8.684813149501894e-07,4.9,52.0,120.0,11.5
2521,11.6,1.22732,8.486153038010965e-07,4.9,53.1,120.0,11.5
2522,11.5,1.20942,8.295454215521707e-07,4.9,54.2,120.0,11.4
2523,11.5,1.18585,6.084436154287509e-07,4.9,55.3,120.0,11.3
2524,11.4,1.15649,3.971487105474953e-07,4.9,56.3,120.0,11.3
2525,11.4,1.12114,3.890971098839421e-07,5.0,57.4,120.0,11.3
2526,11.5,1.08615,5.717784998704922e-07,5.0,58.4,120.0,11.3
2527,11.5,1.05275,3.735877914498457e-07,5.0,59.3,120.0,11.4
2528,11.6,1.02917,1.831400534256164e-07,5.0,60.2,120.0,11.5
2529,11.8,1.01806,3.592405009177697e-07,5.0,61.1,120.0,11.7
2530,11.9,1.01051,3.524556998430867e-07,5.0,61.9,120.0,11.8
2531,12.1,0.99496,3.459173451258862e-07,5.0,62.7,120.0,12.0
2532,12.4,0.96226,1.6981025062974133e-07,5.1,63.4,120.0,12.3
2533,12.7,0.91375,3.3962050125948265e-07,5.1,64.2,120.0,12.6
2534,13.0,0.84962,3.277110676384174e-07,4.936842105263158,64.9,120.0,12.9
2535,20.3,3.24519,9.947492162619612e-07,5.2,42.9,119.0,20.2
2536,20.2,3.09581,9.94441568850908e-07,5.2,43.6,119.0,20.1
2537,20.1,2.93223,4.971421781886824e-07,5.2,44.3,119.0,20.0
2538,20.1,2.76313,0.0,5.2,45.0,119.0,20.0
2539,20.1,2.59473,9.942962197354873e-07,5.2,45.7,119.0,20.0
2540,20.1,2.43494,4.972477337934533e-07,5.2,46.4,119.0,20.0
2541,20.1,2.28457,9.948531273456772e-07,5.1,47.1,119.0,20.0
2542,20.1,2.14554,9.95398769189422e-07,5.1,47.8,119.0,20.0
2543,20.1,2.01634,9.961593077888202e-07,5.1,48.5,119.0,20.0
2544,20.1,1.89454,4.985810383648137e-07,5.1,49.2,119.0,20.0
2545,20.1,1.78356,4.992172273874564e-07,5.1,50.0,119.0,20.0
2546,20.1,1.68531,4.999770010579513e-07,5.1,50.8,119.0,20.0
2547,20.2,1.60136,5.008471830100615e-07,5.1,51.6,119.0,20.1
2548,20.3,1.53315,5.018342040156773e-07,5.0,52.4,119.0,20.2
2549,20.4,1.47436,1.0058884711098773e-06,5.0,53.2,119.0,20.4
2550,20.6,1.42485,1.0083633657555768e-06,5.0,54.0,119.0,20.6
2551,20.9,1.38224,5.055537608397046e-07,5.0,54.8,119.0,20.8
2552,21.1,1.34468,5.070669926769385e-07,5.0,55.5,119.0,21.1
2553,21.4,1.30716,5.070669926769385e-07,5.0,56.2,119.0,21.4
2554,21.8,1.26775,5.105223767062934e-07,5.1000000000000005,57.0,119.0,21.7
2555,41.0,12.80705,0.0001314181633735,4.5,18.9,109.0,39.8
2556,40.8,12.70521,0.0001345575076361,4.5,19.3,109.0,39.7
2557,40.7,12.60992,0.0001353052989483,4.5,19.6,109.0,39.6
2558,40.5,12.47004,0.0001359809966557,4.5,19.9,109.0,39.4
2559,40.4,12.32688,0.0001365970366721,4.5,20.3,109.0,39.3
2560,40.2,12.14141,0.000135148491884,4.5,20.6,109.0,39.1
2561,40.0,11.93195,0.0001337576861493,4.5,20.8,109.0,38.9
2562,39.8,11.68906,0.0001305019527314,4.5,21.1,109.0,38.6
2563,39.4,11.41172,0.00012177392764,4.5,21.4,109.0,38.3
2564,39.1,11.09645,0.0001207698529169,4.5,21.6,109.0,38.0
2565,38.8,10.77741,0.000118026173198,4.5,21.9,109.0,37.7
2566,38.6,10.46236,0.0001154068090017,4.5,22.2,109.0,37.4
2567,38.4,10.13369,0.0001129019566251,4.5,22.4,109.0,37.2
2568,38.2,9.82068,0.0001088325117873,4.5,22.7,109.0,37.1
2569,38.1,9.52407,0.00010493816027,4.5,23.0,109.0,36.9
2570,38.0,9.21763,0.0001012098594468,4.5,23.3,109.0,36.9
2571,37.9,8.93221,9.763364392380168e-05,4.5,23.6,109.0,36.8
2572,37.9,8.64784,9.26525021580312e-05,4.5,24.0,110.0,36.8
2573,37.8,8.37273,9.110829378873068e-05,4.5,24.3,110.0,36.7
2574,37.7,8.08609,8.77152554669648e-05,4.5,24.7,110.0,36.7
2575,35.2,16.94323,3.725804241141329e-05,4.4,27.7,116.0,35.3
2576,34.7,16.39307,4.103017240395736e-05,4.4,28.4,116.0,34.8
2577,34.2,15.89053,5.015522728152678e-05,4.4,29.0,117.0,34.3
2578,33.7,15.37152,5.862568005788867e-05,4.4,29.6,117.0,33.7
2579,33.1,14.84939,6.346626052795764e-05,4.4,30.2,117.0,33.1
2580,32.4,14.35128,6.650738590002983e-05,4.4,30.8,117.0,32.4
2581,31.7,13.89004,6.894009281206054e-05,4.4,31.5,117.0,31.7
2582,30.9,13.44928,6.388635985280252e-05,4.4,32.1,118.0,30.9
2583,30.2,12.95416,6.051318625786538e-05,4.4,32.8,118.0,30.2
2584,29.6,12.45426,5.481882998472983e-05,4.4,33.6,118.0,29.5
2585,29.1,12.01408,4.606070222248793e-05,4.4,34.4,118.0,29.0
2586,28.7,11.60719,3.591541202160671e-05,4.4,35.2,118.0,28.7
2587,28.6,11.28419,3.1857946420793525e-05,4.4,36.1,118.0,28.5
2588,28.6,11.10713,2.888823741752655e-05,4.4,37.0,118.0,28.5
2589,28.7,11.04179,2.7141757534018566e-05,4.4,37.9,118.0,28.6
2590,28.9,11.07458,2.3174286623387563e-05,4.3,38.8,118.0,28.8
2591,29.1,11.10919,1.979756094049213e-05,4.3,39.8,118.0,29.1
2592,29.5,11.07668,1.9879944970989747e-05,4.3,40.7,118.0,29.4
2593,29.9,10.97099,2.5438890082420352e-05,4.3,41.6,118.0,29.9
2594,30.5,10.79773,2.844087338354161e-05,4.378947368421053,42.5,118.0,30.5
2595,11.5,2.8151,4.681070764880065e-07,5.2,43.9,120.0,11.3
2596,11.3,2.7481,5.359723181017147e-07,5.2,44.4,120.0,11.1
2597,11.2,2.68312,4.80311826122508e-07,5.2,45.0,120.0,11.1
2598,11.2,2.61127,5.907228907577576e-07,5.1,45.7,120.0,11.0
2599,11.2,2.52578,5.813932395966192e-07,5.1,46.5,120.0,11.0
2600,11.3,2.42998,5.720252035219912e-07,5.1,47.4,120.0,11.1
2601,11.4,2.32624,4.72634975096188e-07,5.1,48.3,120.0,11.2
2602,11.5,2.23237,4.644821965743509e-07,5.0,49.3,120.0,11.3
2603,11.6,2.16762,5.445393549918272e-07,5.0,50.3,120.0,11.4
2604,11.7,2.1378,4.752108424105805e-07,5.0,51.4,120.0,11.5
2605,11.8,2.12107,4.945602245767876e-07,5.0,52.5,120.0,11.6
2606,11.9,2.09792,4.063755272615525e-07,4.9,53.6,120.0,11.7
2607,12.0,2.06664,3.18857324186748e-07,4.9,54.6,119.0,11.8
2608,12.1,2.02797,4.010931350081181e-07,4.9,55.7,119.0,11.9
2609,12.2,1.98634,3.142154856284121e-07,4.9,56.7,119.0,12.1
2610,12.4,1.94267,3.530916790497996e-07,4.8,57.7,119.0,12.2
2611,12.6,1.89849,3.706489214239936e-07,4.8,58.7,119.0,12.4
2612,12.8,1.85377,3.0638406345336506e-07,4.8,59.6,119.0,12.7
2613,13.1,1.80472,3.0638406345336506e-07,4.8,60.5,119.0,12.9
2614,13.4,1.75014,3.01912579964566e-07,4.989473684210526,61.4,119.0,13.3
2615,38.8,9.73833,1.1028735212041614e-05,4.3,25.3,114.0,38.9
2616,38.2,9.07867,9.396224565821746e-06,4.3,26.0,114.0,38.3
2617,37.6,8.47354,8.93281965171039e-06,4.3,26.7,114.0,37.7
2618,37.0,7.8887,8.879320195186738e-06,4.3,27.3,114.0,37.1
2619,36.5,7.58794,8.478151702728912e-06,4.3,28.0,114.0,36.6
2620,36.0,6.98456,9.302099767457455e-06,4.3,28.7,114.0,36.0
2621,35.5,6.88042,7.975954761172343e-06,4.3,29.4,114.0,35.6
2622,35.0,6.90692,7.168075673033544e-06,4.3,30.1,114.0,35.0
2623,34.5,6.84683,7.0056743062981305e-06,4.4,30.8,115.0,34.6
2624,34.1,6.80413,7.471552065510568e-06,4.4,31.5,115.0,34.2
2625,33.8,6.41564,7.067028536471512e-06,4.4,32.3,115.0,33.8
2626,33.6,6.27009,6.718689684490332e-06,4.4,33.0,115.0,33.6
2627,33.5,6.13922,5.772453423981956e-06,4.4,33.8,115.0,33.5
2628,33.5,5.89949,5.4900319473724615e-06,4.4,34.5,115.0,33.5
2629,33.6,5.52921,5.213467722506686e-06,4.4,35.2,115.0,33.6
2630,33.8,5.13667,5.169250324483819e-06,4.4,35.9,115.0,33.8
2631,33.9,4.81583,4.992129525522825e-06,4.4,36.6,114.0,33.9
2632,34.1,4.56278,4.730162101762744e-06,4.4,37.3,114.0,34.1
2633,34.4,4.35755,4.819410443305437e-06,4.4,38.0,114.0,34.4
2634,34.6,4.18282,4.574142093261128e-06,4.3578947368421055,38.7,114.0,34.6
2635,27.6,17.09332,1.7240041720900966e-05,4.6,41.5,117.0,27.4
2636,27.0,17.00196,1.4835191617692872e-05,4.6,42.2,117.0,26.9
2637,26.4,16.97425,1.4583090281828636e-05,4.6,42.9,117.0,26.2
2638,25.8,17.03615,1.6389043105231998e-05,4.6,43.6,117.0,25.6
2639,25.1,16.97188,1.6132382329395015e-05,4.6,44.4,118.0,24.9
2640,24.5,16.82169,1.786994255806242e-05,4.6,45.1,118.0,24.3
2641,23.9,16.50554,1.9535256253723907e-05,4.6,45.8,118.0,23.8
2642,23.2,16.11361,2.1116283534098e-05,4.6,46.6,118.0,23.0
2643,22.5,15.66974,2.076161140303195e-05,4.6,47.3,118.0,22.3
2644,21.7,15.2161,1.858304297328688e-05,4.6,48.1,119.0,21.6
2645,21.1,14.76631,1.831974923927241e-05,4.6,48.8,119.0,20.9
2646,20.6,14.30719,1.988578329196488e-05,4.6,49.6,119.0,20.4
2647,20.3,13.87477,1.963735167104937e-05,4.6,50.3,119.0,20.1
2648,20.1,13.44746,1.940562339683089e-05,4.6,50.9,119.0,19.9
2649,20.1,13.06706,1.918679390418115e-05,4.5,51.6,119.0,19.9
2650,20.2,12.68169,1.897752543419716e-05,4.5,52.2,119.0,20.0
2651,20.3,12.35995,2.048396788113836e-05,4.5,52.8,119.0,20.1
2652,20.5,11.97643,1.8583623772847297e-05,4.5,53.4,119.0,20.3
2653,20.7,11.60248,1.8583623772847297e-05,4.5,54.0,119.0,20.5
2654,21.0,11.24164,1.8217259031206165e-05,4.573684210526316,54.6,119.0,20.8
2655,12.6,2.31611,5.603139282051833e-07,5.3,35.2,119.0,12.4
2656,12.3,2.28989,5.592894339599425e-07,5.2,35.9,119.0,12.2
2657,12.2,2.22862,4.467189886282098e-07,5.2,36.6,120.0,12.0
2658,12.0,2.13512,3.344367516559636e-07,5.1,37.3,120.0,11.9
2659,11.9,2.02861,2.2255853289415122e-07,5.1,38.1,120.0,11.8
2660,11.8,1.92554,5.554460709633457e-07,5.1,38.9,120.0,11.7
2661,11.8,1.83243,4.436263973676984e-07,5.1,39.8,120.0,11.6
2662,11.7,1.75799,2.2145725963471962e-07,5.0,40.8,120.0,11.5
2663,11.7,1.69999,5.527678245789097e-07,5.0,41.8,120.0,11.5
2664,11.6,1.65512,5.518976393240755e-07,5.0,42.9,120.0,11.4
2665,11.6,1.62231,3.306129398598532e-07,5.0,44.0,120.0,11.4
2666,11.6,1.60231,2.2005279506659242e-07,5.0,45.0,120.0,11.4
2667,11.7,1.59387,4.39377542622917e-07,5.0,46.1,120.0,11.5
2668,11.8,1.59029,5.482803023831662e-07,4.9,47.2,120.0,11.6
2669,12.0,1.58073,4.378386750563854e-07,4.9,48.2,120.0,11.8
2670,12.2,1.55954,3.277633234152152e-07,4.9,49.2,120.0,12.0
2671,12.5,1.5318,3.271251521949771e-07,4.9,50.2,120.0,12.3
2672,12.8,1.50253,4.352953108683227e-07,4.9,51.2,120.0,12.7
2673,13.2,1.47619,3.264714831512421e-07,4.9,52.2,119.0,13.0
2674,13.6,1.45711,3.251489371802499e-07,5.026315789473684,53.1,119.0,13.4
2675,9.6,3.46702,6.880494074518504e-07,5.5,53.2,121.0,9.5
2676,9.5,3.45538,4.103272811427122e-07,5.4,54.2,121.0,9.4
2677,9.5,3.41839,5.433485511678801e-07,5.4,55.3,121.0,9.4
2678,9.4,3.36766,6.749169413466132e-07,5.3,56.4,121.0,9.3
2679,9.4,3.31964,6.710628440958616e-07,5.3,57.5,121.0,9.3
2680,9.4,3.28461,5.340903173431143e-07,5.3,58.7,121.0,9.3
2681,9.4,3.26033,7.974551610899298e-07,5.2,59.8,121.0,9.3
2682,9.4,3.2449,2.6473722646191536e-07,5.2,60.9,121.0,9.3
2683,9.3,3.22917,6.594983591680824e-07,5.2,62.1,121.0,9.3
2684,9.4,3.19805,5.260066221603697e-07,5.1,63.2,121.0,9.3
2685,9.4,3.15185,5.246976495381742e-07,5.1,64.4,121.0,9.3
2686,9.5,3.10167,5.235628820618325e-07,5.1,65.5,121.0,9.4
2687,9.6,3.06456,7.837371408328618e-07,5.0,66.5,121.0,9.5
