,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Mean total cholesterol,  age-standardized","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in non-pregnant women (aged 15-49) (%)
769,31.0,36.25825,0.0001859530546017,4.2,26.8,114.0,30.6
770,31.0,35.40615,0.0001805104279485,4.2,27.6,114.0,30.7
771,31.2,34.73593,0.0001616926629794,4.2,28.4,114.0,30.8
772,31.3,34.01805,0.0001605651894669,4.2,29.3,114.0,31.0
773,31.5,33.22192,0.0001535396197177,4.2,30.2,114.0,31.2
774,31.8,32.47105,0.0001525540671261,4.2,31.1,114.0,31.5
775,32.0,31.76629,0.000157176917645,4.2,32.0,114.0,31.7
776,32.3,31.07988,0.0001484119916889,4.226315789473684,32.9,114.0,32.1
777,25.1,14.14415,2.0328080760813373e-05,4.9,41.3,117.0,24.8
778,24.3,13.35471,1.670742301302617e-05,4.9,42.0,117.0,23.9
779,23.4,12.68286,1.948971406952324e-05,4.9,42.8,117.0,23.1
780,22.7,12.0939,2.0115982790814967e-05,4.9,43.5,118.0,22.4
781,22.0,11.57149,1.9224442599629365e-05,4.9,44.3,118.0,21.7
782,21.4,11.08249,1.9542803790689105e-05,4.9,45.0,118.0,21.1
783,20.7,10.62919,1.9831779089501467e-05,4.9,45.6,118.0,20.4
784,20.0,10.1794,1.9879793046402125e-05,4.9,46.2,119.0,19.7
785,19.3,9.73081,1.9924108652155647e-05,4.9,46.8,119.0,19.0
786,18.8,9.29735,2.044863341028104e-05,4.9,47.3,119.0,18.5
787,18.3,8.8848,2.0959246570526377e-05,4.9,47.8,119.0,18.0
788,17.7,8.5037,1.9790311982607448e-05,4.9,48.3,120.0,17.5
789,17.3,8.14233,2.0494387690755456e-05,4.9,48.7,120.0,17.0
790,17.0,7.82122,1.949553963427016e-05,4.9,49.1,120.0,16.8
791,17.0,7.52892,1.858900983243637e-05,4.9,49.5,120.0,16.7
792,17.0,7.28502,1.651080550296325e-05,4.9,49.8,120.0,16.7
793,16.9,7.08285,1.6230557999121683e-05,4.8,50.0,119.0,16.7
794,17.0,6.94413,1.6389504995821905e-05,4.8,50.3,119.0,16.7
795,17.1,6.85273,1.6082585426611755e-05,4.8,50.5,119.0,16.8
796,17.2,6.7967,1.5745434991289722e-05,4.8842105263157904,50.7,119.0,17.0
797,35.5,22.41017,1.7986895595033824e-05,4.6,36.6,116.0,35.9
798,35.3,21.66622,1.724394735945597e-05,4.6,37.3,116.0,35.6
799,35.2,20.9595,1.617097245759971e-05,4.6,38.0,116.0,35.5
800,35.1,20.31497,1.5265779377172317e-05,4.6,38.8,116.0,35.4
801,34.8,19.71474,1.4209373556178372e-05,4.6,39.5,116.0,35.1
802,34.5,19.02823,1.3688336456608276e-05,4.6,40.2,116.0,34.8
803,34.1,18.23447,1.3292741304954756e-05,4.6,40.9,116.0,34.4
804,33.7,17.45525,1.2540214578531976e-05,4.6,41.5,116.0,34.0
805,33.2,16.70439,1.238567388833853e-05,4.6,42.1,116.0,33.5
806,32.5,15.95105,1.2628915103157949e-05,4.6,42.7,116.0,32.8
807,31.9,15.24393,1.26379562786858e-05,4.5,43.1,116.0,32.2
808,31.4,14.57874,1.1635042418318837e-05,4.5,43.5,117.0,31.7
809,31.0,13.94973,1.1518953218710986e-05,4.5,43.7,117.0,31.2
810,30.7,13.35667,1.0446174275670953e-05,4.5,43.9,117.0,30.9
811,30.3,12.82862,9.931515582881685e-06,4.5,44.0,117.0,30.5
812,29.7,12.33199,9.831909160572842e-06,4.4,44.1,117.0,29.9
813,29.2,11.8851,9.082047886773996e-06,4.4,44.1,117.0,29.4
814,28.8,11.46891,8.632051043423997e-06,4.4,44.0,117.0,29.0
815,28.5,11.06072,8.3919687135184e-06,4.4,43.9,117.0,28.7
816,28.3,10.67713,7.927630759460693e-06,4.531578947368421,43.8,117.0,28.4
817,11.4,14.95385,1.3333739043683724e-05,4.8,45.6,122.0,11.1
818,11.1,14.13566,9.177901381070204e-06,4.8,46.2,122.0,10.8
819,10.9,13.40681,9.658021325588844e-06,4.8,46.9,122.0,10.7
820,10.8,12.76031,9.96647716283112e-06,4.8,47.6,122.0,10.5
821,10.6,12.14418,1.0783267940114448e-05,4.8,48.4,122.0,10.4
822,10.5,11.57515,1.1416634809218798e-05,4.8,49.2,122.0,10.3
823,10.5,11.06167,1.17235395107566e-05,4.8,50.1,122.0,10.2
824,10.3,10.57461,1.1200731825725977e-05,4.7,51.0,122.0,10.1
825,10.2,10.12802,1.0655214087391736e-05,4.7,51.9,122.0,10.0
826,10.1,9.71901,1.2104939544947132e-05,4.7,52.8,122.0,9.9
827,10.0,9.30668,1.140106912286453e-05,4.7,53.7,122.0,9.8
828,9.9,8.8942,1.1693452358404644e-05,4.7,54.7,122.0,9.7
829,9.9,8.52399,9.358613191441433e-06,4.7,55.6,122.0,9.7
830,9.9,8.17248,8.840010542531092e-06,4.7,56.4,122.0,9.6
831,9.9,7.83494,8.652337959667699e-06,4.6,57.3,122.0,9.7
832,9.9,7.51832,8.304363047212746e-06,4.6,58.1,121.0,9.7
833,10.0,7.22242,8.121273350691202e-06,4.6,59.0,121.0,9.8
834,10.1,6.96089,7.615022073032598e-06,4.6,59.7,121.0,9.9
835,10.4,6.71226,7.290978580563126e-06,4.6,60.5,121.0,10.1
836,10.6,6.48991,7.09410818192518e-06,4.7105263157894735,61.2,121.0,10.4
837,56.3,44.27707,0.000174980619879,4.1,19.9,106.0,56.3
838,55.5,43.65983,0.0001601046807888,4.1,20.4,106.0,55.4
839,54.8,42.86731,0.0001420989162077,4.1,20.9,106.0,54.6
840,54.1,42.07843,0.0001399444327305,4.1,21.4,107.0,53.9
841,53.4,41.1755,0.0001378272263177,4.1,22.0,107.0,53.1
842,52.7,40.15091,0.0001339839783369,4.1,22.6,107.0,52.4
843,51.9,39.07197,0.0001285666532385,4.1,23.2,107.0,51.6
844,51.2,37.90564,0.0001217147439905,4.1,23.9,107.0,50.8
845,50.3,36.86584,0.0001167960886287,4.1,24.6,108.0,49.9
846,49.5,35.90829,0.0001136648874954,4.1,25.3,108.0,49.1
847,48.7,35.08938,0.0001106497290618,4.1,26.1,108.0,48.3
848,48.0,34.34763,0.0001107411425792,4.1,26.9,108.0,47.6
849,47.4,33.67497,0.0001034999001444,4.1,27.7,109.0,46.9
850,46.8,33.00739,9.090896177704293e-05,4.1,28.6,109.0,46.4
851,46.3,32.45048,8.44578223173565e-05,4.1,29.5,109.0,45.8
852,45.8,31.76893,8.234974883326606e-05,4.1,30.4,109.0,45.4
853,45.4,31.23732,7.900443873271614e-05,4.1,31.3,110.0,45.0
854,45.0,30.49003,7.323108389712703e-05,4.1,32.3,110.0,44.6
855,44.7,29.8516,7.19463280392827e-05,4.1,33.2,110.0,44.3
856,44.5,29.22689,6.856560749128237e-05,4.1,34.2,110.0,44.2
857,41.2,27.04405,0.0001891687771453,4.0,19.9,111.0,40.8
858,40.7,26.52927,0.0001802677783333,4.0,20.4,111.0,40.3
859,40.3,26.07346,0.0001919907240735,4.1,20.9,111.0,39.9
860,40.0,25.59764,0.0001882969909502,4.1,21.4,111.0,39.5
861,39.6,25.15808,0.0001858441757719,4.1,21.9,111.0,39.1
862,39.1,24.67596,0.0001810807324183,4.1,22.5,112.0,38.7
863,38.6,24.21692,0.0001775875328182,4.1,23.0,112.0,38.2
864,38.1,23.68364,0.0001732094288643,4.1,23.6,112.0,37.6
865,37.6,23.17136,0.0001710279086285,4.1,24.2,112.0,37.1
866,37.1,22.59209,0.0001664551152011,4.1,24.8,112.0,36.6
867,36.7,22.05328,0.0001598485340197,4.1,25.5,112.0,36.2
868,36.4,21.54953,0.0001533803273146,4.1,26.2,112.0,35.9
869,36.2,21.0929,0.0001490184416482,4.2,27.0,113.0,35.7
870,36.2,20.61185,0.0001446977885622,4.2,27.8,113.0,35.7
871,36.2,20.18351,0.0001390107169896,4.2,28.6,113.0,35.7
872,36.3,19.72989,0.0001352699247773,4.2,29.5,113.0,35.9
873,36.5,19.32506,0.0001304968814841,4.2,30.5,113.0,36.1
874,36.6,18.87522,0.0001268088215546,4.2,31.4,113.0,36.2
875,36.8,18.45992,0.0001260758225861,4.2,32.3,113.0,36.4
876,37.0,18.09187,0.0001217279978049,4.126315789473684,33.3,113.0,36.7
877,21.7,5.30174,2.898897331927368e-06,5.3,33.2,118.0,21.6
878,21.4,4.84398,7.299360649000754e-07,5.3,33.8,118.0,21.3
879,21.3,4.42466,7.352281633559342e-07,5.3,34.4,118.0,21.2
880,21.2,4.0431,2.2210343801315148e-06,5.2,34.9,118.0,21.1
881,21.0,3.69712,2.2360292890023134e-06,5.2,35.5,118.0,20.9
882,20.9,3.38204,1.5004955386516398e-06,5.2,36.0,119.0,20.8
883,20.9,3.0851,7.550970941598525e-07,5.2,36.6,119.0,20.8
884,20.7,2.80738,0.0,5.2,37.2,119.0,20.6
885,20.5,2.54597,0.0,5.1,37.8,119.0,20.4
886,20.5,2.30609,0.0,5.1,38.5,119.0,20.4
887,20.5,2.09006,7.74491352804046e-07,5.1,39.3,119.0,20.5
888,20.7,1.9003,7.794457049813595e-07,5.1,40.1,119.0,20.6
889,20.7,1.73779,7.844927744293011e-07,5.1,40.9,119.0,20.7
890,20.8,1.59229,7.896555127825487e-07,5.1,41.8,119.0,20.7
891,21.0,1.46626,0.0,5.1,42.7,119.0,21.0
892,21.2,1.35495,0.0,5.0,43.5,119.0,21.1
893,21.2,1.25314,8.061226628488698e-07,5.0,44.5,119.0,21.2
894,21.3,1.16232,8.120402836943935e-07,5.0,45.3,119.0,21.3
895,21.5,1.07795,0.0,5.0,46.2,119.0,21.4
896,21.7,0.99959,0.0,5.136842105263158,47.1,119.0,21.7
897,33.0,48.62721,0.000239585578198,3.9,19.5,115.0,32.4
898,32.2,47.76636,0.000222057276047,3.9,19.9,115.0,31.5
899,31.2,46.80664,0.0002094379138675,3.9,20.4,115.0,30.6
900,30.4,45.79602,0.0001989879666994,3.9,20.8,115.0,29.7
901,29.4,44.75795,0.0001893244575149,3.9,21.3,116.0,28.7
902,28.3,43.70865,0.0001797005442603,3.9,21.7,116.0,27.6
903,27.3,42.56819,0.0001658928788266,3.9,22.2,117.0,26.5
904,26.1,41.39109,0.0001509211141941,3.9,22.6,117.0,25.4
905,25.0,40.23684,0.0001376706284729,3.9,23.1,117.0,24.3
906,24.0,39.08348,0.0001254379888174,3.9,23.6,118.0,23.3
907,23.2,37.88085,0.0001133008158931,3.9,24.1,118.0,22.6
908,22.7,36.68384,0.0001034842454369,3.9,24.7,118.0,22.0
909,22.4,35.46916,9.230835612759922e-05,3.9,25.3,118.0,21.8
910,22.2,34.27332,8.401620942820484e-05,3.9,25.9,118.0,21.6
911,22.3,33.08687,7.862450776135355e-05,4.0,26.5,118.0,21.7
912,22.5,31.91234,7.511572300943818e-05,4.0,27.2,118.0,21.9
913,22.7,30.73141,7.24916116849336e-05,4.0,27.9,118.0,22.2
914,23.0,29.65447,6.969576681886111e-05,4.0,28.6,118.0,22.5
915,23.4,28.67552,6.9531798213092e-05,4.0,29.3,117.0,22.9
916,23.9,27.79205,6.537282479932238e-05,3.926315789473684,30.1,117.0,23.5
917,34.8,10.0829,2.608912791499417e-05,4.9,35.8,111.0,34.1
918,34.3,10.21701,2.466918621288521e-05,4.9,36.4,111.0,33.6
919,33.9,10.54456,2.4489725947721785e-05,4.9,37.0,111.0,33.1
920,33.5,10.96879,2.551088585943745e-05,4.9,37.5,111.0,32.7
921,33.2,11.36359,2.41015543092374e-05,4.9,38.1,111.0,32.5
922,32.9,11.59021,2.5102861965338923e-05,4.9,38.6,111.0,32.2
923,32.7,11.4747,2.369822678018117e-05,4.9,39.1,111.0,31.9
924,32.4,10.97674,2.347103791276754e-05,4.8,39.6,111.0,31.7
925,32.1,10.31283,2.324135566827613e-05,4.8,40.1,111.0,31.4
926,31.8,9.70968,2.187684945733899e-05,4.8,40.6,112.0,31.1
927,31.7,9.282,2.054834397471184e-05,4.8,41.1,112.0,31.0
928,31.6,9.04645,1.8117480537862705e-05,4.8,41.6,112.0,30.9
929,31.5,8.99517,1.7976376793845787e-05,4.8,42.0,112.0,30.9
930,31.5,9.11148,1.7842048802463985e-05,4.8,42.5,112.0,30.8
931,31.4,9.38123,1.7714654558700275e-05,4.7,43.0,112.0,30.8
932,31.5,9.76597,1.7594230851703728e-05,4.7,43.4,112.0,30.8
933,31.6,10.1893,1.7480550156614803e-05,4.7,43.9,112.0,31.0
934,31.7,10.61272,1.737359083890555e-05,4.7,44.4,112.0,31.1
935,31.8,11.01063,1.6287741411473954e-05,4.7,44.8,112.0,31.2
936,32.0,11.35662,1.6106604244627107e-05,4.810526315789474,45.3,113.0,31.5
937,10.5,2.4838,7.739047071786433e-07,5.3,51.2,120.0,10.3
938,10.3,2.38656,5.791160334258053e-07,5.3,52.0,121.0,10.1
939,10.2,2.29793,5.776964124475091e-07,5.2,52.8,121.0,10.0
940,10.1,2.21654,5.764347701610463e-07,5.2,53.5,121.0,9.9
941,9.9,2.14449,9.588624975836663e-07,5.1,54.3,121.0,9.8
942,9.9,2.07563,5.743339353629274e-07,5.1,55.1,121.0,9.7
943,9.8,2.00486,7.646177713991664e-07,5.1,55.9,121.0,9.6
944,9.7,1.92904,3.817915952398224e-07,5.1,56.7,121.0,9.5
945,9.6,1.84602,7.626675747495257e-07,5.0,57.5,121.0,9.5
946,9.6,1.75483,3.809324273490436e-07,5.0,58.3,121.0,9.4
947,9.6,1.65893,3.8058498957577713e-07,5.0,59.1,121.0,9.4
948,9.6,1.57066,1.901411798260208e-07,5.0,59.9,121.0,9.4
949,9.7,1.49801,3.8001645471248905e-07,5.0,60.7,121.0,9.5
950,9.7,1.44586,1.898933445041259e-07,5.0,61.5,121.0,9.6
951,9.9,1.41238,3.795931482677551e-07,5.0,62.3,121.0,9.7
952,10.0,1.39558,3.794370898996504e-07,5.0,63.1,121.0,9.8
953,10.2,1.38631,3.793234576471135e-07,5.0,63.8,121.0,10.0
954,10.4,1.38071,3.7925728150276906e-07,4.9,64.5,120.0,10.2
955,10.6,1.37489,3.7925728150276906e-07,4.9,65.2,120.0,10.5
956,10.9,1.36579,3.792745426186064e-07,5.063157894736842,65.9,120.0,10.7
957,8.4,2.7502,1.2104057469803157e-06,5.4,44.2,121.0,8.2
958,8.3,2.71727,1.187391451276026e-06,5.4,44.9,121.0,8.1
959,8.3,2.69314,1.3424123103931567e-06,5.4,45.7,121.0,8.1
960,8.4,2.63329,1.158088916522892e-06,5.3,46.5,121.0,8.2
961,8.5,2.52629,1.1033969273753735e-06,5.3,47.5,121.0,8.2
962,8.5,2.42623,1.0173016949962937e-06,5.3,48.4,121.0,8.3
963,8.6,2.37829,1.1059759419265303e-06,5.3,49.4,121.0,8.3
964,8.6,2.37213,1.1620284771095465e-06,5.3,50.5,121.0,8.4
965,8.6,2.36972,1.0303196213818922e-06,5.2,51.5,121.0,8.4
966,8.6,2.35158,1.1487102963809168e-06,5.2,52.6,121.0,8.4
967,8.6,2.32664,1.20429120453021e-06,5.2,53.7,121.0,8.4
968,8.7,2.30795,9.830618444206326e-07,5.2,54.7,121.0,8.5
969,8.8,2.30504,9.323934644170528e-07,5.2,55.8,121.0,8.6
970,8.9,2.32587,8.215510738220235e-07,5.2,56.8,121.0,8.7
971,9.1,2.37171,7.573262529993149e-07,5.1,57.8,121.0,8.9
972,9.4,2.43506,7.088886369736646e-07,5.1,58.7,121.0,9.2
973,9.7,2.50266,7.060496133552138e-07,5.1,59.7,120.0,9.5
974,10.0,2.55858,6.8839595481776e-07,5.1,60.5,120.0,9.8
975,10.3,2.58808,6.8839595481776e-07,5.1,61.4,120.0,10.1
976,10.6,2.5837,6.835418690792643e-07,5.231578947368422,62.2,120.0,10.4
977,58.5,26.94142,0.0001027151579265,4.3,18.4,106.0,58.6
978,58.4,26.64646,0.0001032183643592,4.3,18.9,106.0,58.5
979,58.3,26.33664,0.0001038123748964,4.3,19.4,106.0,58.4
980,58.2,26.01254,0.0001050559685672,4.3,19.9,106.0,58.3
981,58.1,25.73337,0.0001033412195143,4.3,20.5,106.0,58.2
982,57.9,25.43066,9.67263504073254e-05,4.3,21.0,106.0,58.0
983,57.7,25.12967,9.394331992888352e-05,4.3,21.6,106.0,57.8
984,57.3,24.84433,8.85714658440277e-05,4.3,22.3,106.0,57.4
985,57.0,24.54496,8.614702065913239e-05,4.3,22.9,106.0,57.1
986,56.7,24.18633,8.052842488381135e-05,4.3,23.7,107.0,56.7
987,56.3,23.83517,7.053851953237492e-05,4.3,24.4,107.0,56.3
988,55.8,23.48497,6.659626490091427e-05,4.2,25.2,107.0,55.9
989,55.3,23.06181,6.342017545005008e-05,4.2,26.1,107.0,55.4
990,54.9,22.69729,5.669742959459509e-05,4.2,27.0,107.0,54.9
991,54.4,22.24078,5.440641110799553e-05,4.2,27.9,107.0,54.4
992,54.0,21.81688,5.160273400667082e-05,4.2,28.8,108.0,54.0
993,53.6,21.34013,4.889157057555732e-05,4.2,29.7,108.0,53.6
994,53.2,20.91434,4.683298960928309e-05,4.2,30.7,108.0,53.2
995,52.8,20.49485,4.570448383556543e-05,4.2,31.6,108.0,52.8
996,52.4,20.06535,4.344699792106115e-05,4.257894736842106,32.6,108.0,52.4
997,31.5,22.82593,2.302599697857054e-06,4.3,46.2,116.0,31.6
998,30.9,21.66535,2.1069646982278743e-06,4.3,47.2,116.0,31.0
999,30.4,20.336,3.383839249024556e-06,4.3,48.2,116.0,30.4
1000,29.9,18.87963,4.0331816220225305e-06,4.3,49.1,117.0,29.9
1001,29.3,17.39723,5.965199028865598e-06,4.3,50.0,117.0,29.3
1002,28.9,15.93955,4.703466732914283e-06,4.3,50.9,117.0,28.9
1003,28.7,14.50452,5.363111617293503e-06,4.3,51.8,117.0,28.7
1004,28.3,13.1997,5.811446957739804e-06,4.3,52.7,117.0,28.3
1005,27.9,12.02765,6.910191906826428e-06,4.3,53.6,117.0,27.9
1006,27.7,10.99161,8.882520434671553e-06,4.3,54.4,117.0,27.7
1007,27.4,10.09481,6.085865035075231e-06,4.3,55.2,117.0,27.4
1008,27.1,9.32329,5.669584467431944e-06,4.3,55.9,117.0,27.1
1009,26.9,8.63708,5.03179437725419e-06,4.3,56.6,117.0,26.9
1010,26.8,7.98215,5.487376728825476e-06,4.3,57.2,117.0,26.8
1011,26.8,7.33143,4.845136232016836e-06,4.3,57.8,117.0,26.8
1012,26.8,6.71639,5.082915613434986e-06,4.3,58.4,117.0,26.8
1013,26.8,6.18807,4.8793427259202216e-06,4.3,58.9,117.0,26.8
1014,26.9,5.76356,4.674789372912624e-06,4.3,59.3,117.0,26.9
1015,27.2,5.43122,4.45218035515488e-06,4.3,59.7,117.0,27.2
1016,27.5,5.18822,4.262282946045106e-06,4.3,60.1,117.0,27.5
1017,9.9,2.76821,6.205612229154229e-07,5.5,53.5,120.0,9.7
1018,9.7,2.7467,5.102000158988043e-07,5.5,54.9,120.0,9.6
1019,9.7,2.7139,4.2445637083302693e-07,5.5,56.3,120.0,9.5
1020,9.6,2.67492,4.848217344419978e-07,5.4,57.6,120.0,9.5
1021,9.5,2.64216,5.45539133776961e-07,5.4,58.9,120.0,9.4
1022,9.5,2.62044,4.488144360459807e-07,5.3,60.2,121.0,9.4
1023,9.5,2.58471,5.464721892773705e-07,5.3,61.4,121.0,9.3
1024,9.4,2.51639,4.620798769758536e-07,5.3,62.5,121.0,9.3
1025,9.4,2.42983,4.996017321216424e-07,5.2,63.6,121.0,9.3
1026,9.4,2.35718,4.643336977619703e-07,5.2,64.7,121.0,9.3
1027,9.4,2.31281,5.144256212571249e-07,5.2,65.8,121.0,9.3
1028,9.5,2.29173,4.418705105342421e-07,5.1,66.7,121.0,9.4
1029,9.6,2.28573,4.058748240717126e-07,5.1,67.6,121.0,9.5
1030,9.7,2.28731,4.1899132914696914e-07,5.1,68.4,120.0,9.6
1031,10.0,2.29175,4.3211643419296354e-07,5.0,69.1,120.0,9.8
1032,10.2,2.29509,4.081410131652934e-07,5.0,69.8,120.0,10.1
1033,10.5,2.29488,4.088064743845829e-07,5.0,70.5,120.0,10.4
1034,10.9,2.28971,4.342754181650409e-07,4.9,71.1,120.0,10.7
1035,11.3,2.28063,4.342754181650409e-07,4.9,71.7,120.0,11.1
1036,11.7,2.26739,4.357934763260548e-07,5.205263157894737,72.2,120.0,11.6
1037,49.0,35.7517,5.655232330310121e-05,4.1,17.7,107.0,48.4
1038,49.1,34.92904,5.857510293720224e-05,4.1,18.1,107.0,48.4
1039,49.2,34.16321,5.909553914346219e-05,4.1,18.6,107.0,48.6
1040,49.4,33.51413,5.975246300314838e-05,4.2,19.1,107.0,48.8
1041,49.5,32.986,6.078429048761501e-05,4.2,19.6,107.0,48.9
1042,49.3,32.57734,6.155273156337049e-05,4.2,20.2,107.0,48.8
1043,49.1,32.18251,6.219928134746108e-05,4.2,20.9,107.0,48.6
1044,48.7,31.73984,6.387967923001837e-05,4.2,21.7,107.0,48.1
1045,48.1,31.18394,6.17037085208981e-05,4.2,22.6,107.0,47.5
1046,47.3,30.49453,6.02817872143334e-05,4.3,23.6,108.0,46.7
1047,46.3,29.76954,5.949094648863317e-05,4.3,24.7,108.0,45.7
1048,45.2,28.99057,5.8569472106732615e-05,4.3,25.9,108.0,44.5
1049,44.2,28.20377,5.744394718674805e-05,4.3,27.2,108.0,43.4
1050,43.1,27.48152,5.690510346141834e-05,4.3,28.6,109.0,42.4
1051,41.9,26.76223,5.768976662347076e-05,4.3,30.0,109.0,41.1
1052,40.7,26.04802,5.766482076547435e-05,4.4,31.5,109.0,39.8
1053,39.2,25.39269,5.7866567686716616e-05,4.4,33.0,109.0,38.4
1054,37.8,24.7485,5.758974608382446e-05,4.4,34.6,110.0,36.9
1055,36.6,24.12866,5.5733186633587386e-05,4.4,36.2,110.0,35.6
1056,35.4,23.47862,5.354572904026865e-05,4.257894736842106,37.8,111.0,34.5
1057,13.0,3.93713,4.735247572948857e-07,5.1,43.2,119.0,12.8
1058,12.8,3.58688,5.670265552711498e-07,5.1,44.1,119.0,12.6
1059,12.6,3.25001,4.71526273019559e-07,5.1,45.0,119.0,12.4
1060,12.5,2.9614,5.64655661214132e-07,5.1,45.9,119.0,12.3
1061,12.5,2.73066,7.513480357743097e-07,5.0,46.9,119.0,12.3
1062,12.5,2.53249,4.686758613371847e-07,5.0,47.9,119.0,12.4
1063,12.5,2.35464,4.678118326079443e-07,5.0,48.8,119.0,12.3
1064,12.5,2.20878,5.604182214380519e-07,5.0,49.8,119.0,12.3
1065,12.5,2.12211,2.797772525426157e-07,5.0,50.7,119.0,12.3
1066,12.5,2.1046,6.519252096498342e-07,5.0,51.7,119.0,12.3
1067,12.6,2.14196,7.441899924492623e-07,5.0,52.6,119.0,12.4
1068,12.6,2.21773,6.505493982603937e-07,5.0,53.5,119.0,12.5
1069,12.8,2.32115,4.643462418183353e-07,5.0,54.4,119.0,12.7
1070,13.1,2.43948,3.712997542831051e-07,4.9,55.2,119.0,12.9
1071,13.3,2.55692,4.640131363974968e-07,4.9,56.0,119.0,13.2
1072,13.6,2.63555,4.640094331261717e-07,4.9,56.7,119.0,13.5
1073,14.0,2.64318,5.569348459559987e-07,4.9,57.4,119.0,13.8
1074,14.3,2.59374,4.643182132440827e-07,4.9,58.1,119.0,14.2
1075,14.7,2.5311,4.643182132440827e-07,4.9,58.7,119.0,14.6
1076,15.1,2.48003,3.720021509164366e-07,4.989473684210526,59.3,119.0,14.9
1077,24.6,7.954,9.841647885521953e-06,4.4,40.6,118.0,24.5
1078,24.0,7.98946,9.775744422937808e-06,4.5,41.2,118.0,23.8
1079,23.3,7.99991,9.72431565128604e-06,4.5,41.9,118.0,23.2
1080,22.6,7.98805,9.67866821525358e-06,4.5,42.6,119.0,22.4
1081,22.1,7.96652,9.618251594225202e-06,4.5,43.3,119.0,22.0
1082,21.6,7.96043,9.560960685329664e-06,4.5,44.0,119.0,21.4
1083,21.1,7.98771,9.505522708693752e-06,4.5,44.7,119.0,21.0
1084,20.7,8.08841,9.444029956463022e-06,4.5,45.4,119.0,20.5
1085,20.2,8.27329,9.38482473839801e-06,4.5,46.1,119.0,20.0
1086,19.8,8.5585,9.328445228033845e-06,4.5,46.8,119.0,19.6
1087,19.6,8.92782,9.274889165074477e-06,4.5,47.5,120.0,19.4
1088,19.2,9.34036,9.223475590071853e-06,4.5,48.2,120.0,19.0
1089,18.9,9.74695,9.173386172037683e-06,4.5,48.9,120.0,18.7
1090,18.8,10.13607,9.124920156948626e-06,4.5,49.6,120.0,18.6
1091,18.7,10.46456,9.078364441862154e-06,4.5,50.2,120.0,18.5
1092,18.7,10.73156,9.033913310567871e-06,4.5,50.8,120.0,18.5
1093,18.8,10.93513,8.991269477337506e-06,4.5,51.4,120.0,18.6
1094,18.8,11.08443,8.950628334109055e-06,4.5,51.9,120.0,18.7
1095,19.0,11.13047,8.950628334109055e-06,4.6,52.5,120.0,18.8
1096,19.2,11.07044,8.875870944836462e-06,4.5,53.0,119.0,19.0
1097,22.4,21.31441,6.33286799082546e-05,4.5,32.4,118.0,22.0
1098,21.3,20.74993,9.748013842179656e-05,4.5,32.9,119.0,20.8
1099,20.3,20.18718,0.0001101969649079,4.5,33.5,119.0,19.8
1100,19.5,19.65079,9.108580419213031e-05,4.5,34.1,119.0,19.0
1101,18.6,19.13625,6.030157824305656e-05,4.5,34.9,119.0,18.2
1102,17.7,18.63626,7.748789497894858e-05,4.5,35.6,120.0,17.2
1103,16.8,18.16468,5.1626901774881496e-05,4.5,36.4,120.0,16.4
1104,15.9,17.71891,6.945256841333329e-05,4.5,37.3,120.0,15.5
1105,14.9,17.28423,6.537352200080509e-05,4.5,38.2,120.0,14.5
1106,14.0,16.80576,6.477602521805982e-05,4.5,39.2,121.0,13.5
1107,12.9,16.19025,3.173328688957702e-05,4.5,40.1,121.0,12.5
1108,11.9,15.58917,2.546211017382737e-05,4.5,41.1,122.0,11.5
1109,11.0,14.996,3.6598257242057467e-05,4.5,42.1,122.0,10.6
1110,10.2,14.42734,4.98139906627988e-05,4.5,43.0,122.0,9.8
1111,9.5,13.86788,3.9939693111590886e-05,4.5,44.0,123.0,9.1
1112,8.9,13.35216,3.505597124847317e-05,4.5,44.9,123.0,8.5
1113,8.4,12.86187,2.936150317202984e-05,4.5,45.8,123.0,8.0
1114,7.9,12.39829,2.6906876078053743e-05,4.5,46.7,124.0,7.6
1115,7.6,11.95732,3.059363554067168e-05,4.5,47.6,124.0,7.3
1116,7.4,11.53599,3.156498179669377e-05,4.5,48.5,124.0,7.0
1117,52.4,45.52565,0.0002269348833405,4.0,15.9,105.0,51.6
1118,52.5,43.43782,0.0002251416313132,4.0,16.3,105.0,51.7
1119,52.6,41.90558,0.0002266351059774,4.0,16.7,105.0,51.8
1120,52.7,40.74825,0.0002231730363114,4.0,17.1,105.0,51.9
1121,52.7,39.61859,0.0002212443876651,4.0,17.5,105.0,51.9
1122,52.6,38.47756,0.0002152128148852,4.0,18.0,105.0,51.9
1123,52.5,37.41048,0.000215178505604,4.0,18.5,106.0,51.8
1124,52.3,36.52598,0.000211407078699,4.0,19.1,106.0,51.7
1125,52.1,35.82184,0.000206699448295,4.0,19.8,106.0,51.4
1126,51.8,35.28299,0.00020898838981,4.0,20.5,106.0,51.1
1127,51.4,34.7454,0.0002102862013604,4.0,21.3,106.0,50.8
1128,51.2,34.19482,0.0002094140284193,4.0,22.2,106.0,50.6
1129,50.9,33.62346,0.0002050536161921,4.0,23.1,107.0,50.3
1130,50.6,32.97622,0.0002023080476011,4.0,24.1,107.0,50.1
