,Deaths per 1 000 live births,per_capita-Neonatal Disorders,per_capita-Diarrheal Diseases,Maternal mortality ratio (per 100 000 live births),Mean hemoglobin level of children aged 6-59 months,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10)
0,5.03069,0.0010159284151821,0.0004827524371943,1300.0,108.0,4.67688
1,5.05688,0.0009849077326854,0.0004938135732986,1240.0,109.0,4.55469
2,5.07586,0.000964291034397,0.0004770088579354,1180.0,109.0,4.47444
3,5.03886,0.0009388752528887,0.0004379012908518,1140.0,110.0,4.43099
4,4.9393,0.0008922683797748,0.0003813748541395,1120.0,110.0,4.44194
5,4.84366,0.000872309005223,0.0003403064013678,1090.0,110.0,4.45823
6,4.79075,0.0008587395153434,0.0002986747431685,1030.0,110.0,4.44936
7,4.76776,0.0008310737900279,0.0002583589059148,993.0,110.0,4.3568
8,4.69122,0.0008180083959439,0.0002365668880256,954.0,110.0,4.19799
9,4.5559,0.0008048709360167,0.0002154746124061,905.0,110.0,3.98301
10,4.38693,0.0007908302741544,0.0001975021111161,858.0,111.0,3.72923
11,4.22303,0.0007790259995507,0.0001924259153796,810.0,111.0,3.43614
12,4.2486,0.0007592972194066,0.0001807192115551,786.0,111.0,3.13687
13,4.20933,0.0007355591585421,0.0001691727718619,701.0,111.0,2.88431
14,4.06065,0.0007187082308593,0.0001612863353272,673.0,110.0,2.68362
15,3.92363,0.0007020111934975,0.0001561327282916,638.0,110.0,2.53144
16,4.659594444444444,0.0006986412115618,0.0001347113648567,1014.3333333333334,110.0,2.40851
17,4.659594444444444,0.0006624007251332,0.0001207363036401,1014.3333333333334,110.0,2.3167
18,2.62898,0.000225117403,4.749312299579021e-06,23.0,114.0,1.74888
19,2.47453,0.0002119563862171,4.156007572885184e-06,23.0,115.0,1.71246
20,2.31433,0.0001991589488539,3.5506457656289743e-06,21.0,115.0,1.677
21,2.16419,0.0001853622463689,3.257684470455245e-06,21.0,116.0,1.64106
22,2.01909,0.0001694225187481,3.283382146281241e-06,18.0,116.0,1.60437
23,1.87393,0.0001553958908697,2.97566599537846e-06,22.0,116.0,1.56735
24,1.73391,0.0001430577564085,2.66153965411296e-06,18.0,117.0,1.52899
25,1.61682,0.0001310346556579,2.674176646081077e-06,19.0,117.0,1.49114
26,1.50202,0.0001223140750659,2.345749384827224e-06,20.0,118.0,1.45245
27,1.29699,0.0001123203712272,2.346992831613323e-06,20.0,118.0,1.41424
28,1.21584,0.0001031151488206,2.3435261095591763e-06,21.0,118.0,1.37642
29,1.14989,9.784059463038796e-05,2.3374886089171184e-06,22.0,118.0,1.3398
30,1.075,8.958129569187231e-05,2.331111783803369e-06,17.0,118.0,1.30292
31,0.96207,8.069323123259741e-05,2.324496372955481e-06,16.0,118.0,1.2662
32,0.84415,7.218043519504775e-05,2.3177203961712583e-06,16.0,118.0,1.23036
33,0.75512,6.569222105069261e-05,2.310781644999237e-06,15.0,117.0,1.19465
34,0.6695,6.12125213174251e-05,2.303697038827826e-06,16.0,117.0,1.15943
35,0.61839,5.774302843155171e-05,2.296597721709443e-06,15.0,116.0,1.12625
36,1.495263888888889,5.511834532102663e-05,2.296597721709443e-06,19.05555555555556,116.0,1.09347
37,2.16266,0.000441023347684,4.098033640551117e-05,161.0,112.0,2.77721
38,2.07396,0.0004269893271777,3.715063022627098e-05,155.0,113.0,2.67061
39,1.96115,0.0004154892873384,3.3213594068563075e-05,148.0,113.0,2.56366
40,1.84775,0.0004081485286363,2.989833683333955e-05,145.0,113.0,2.75779
41,1.74229,0.0004011485161889,2.733407331241017e-05,134.0,113.0,2.37171
42,1.63745,0.0003945242515402,2.48765875562518e-05,127.0,113.0,2.29133
43,1.55879,0.0003883886685292,2.3119456715825955e-05,122.0,113.0,2.22145
44,1.50411,0.0003812336527974,2.1580959982246064e-05,119.0,114.0,2.1605
45,1.48525,0.0003748926403422,2.0225250659852504e-05,117.0,114.0,2.106
46,1.47436,0.0003676028699941,1.901797719645056e-05,117.0,114.0,2.05618
47,1.47605,0.0003581487914364,1.795514648276896e-05,115.0,114.0,2.01303
48,1.48215,0.0003481646601668,1.7202488954401858e-05,116.0,114.0,1.97799
49,1.50067,0.0003360700964438,1.6578968536224508e-05,116.0,114.0,1.94743
50,1.51404,0.0003282622336729,1.610880326835055e-05,115.0,114.0,1.91658
51,1.52583,0.00032163057677,1.581518239845825e-05,114.0,114.0,1.88141
52,1.53451,0.0003096048237217,1.550207509467183e-05,114.0,114.0,1.8415
53,1.53466,0.0002919971351509,1.5089802953627822e-05,113.0,114.0,1.79623
54,1.52627,0.0002675749955105,1.458188916546406e-05,112.0,114.0,1.74692
55,1.6412194444444443,0.0002493609874321,1.431482159833102e-05,125.55555555555556,114.0,1.69623
56,1.6412194444444443,0.000229098934737,1.3788846346097008e-05,125.55555555555556,114.0,1.64634
57,6.9953,0.0014601219853937,0.0026919767093275,827.0,99.0,14.68302
58,6.90101,0.0014545348235147,0.0024627691862652,766.0,100.0,14.35067
59,6.96144,0.0014409385779167,0.0022324895809171,690.0,101.0,13.96747
60,6.86886,0.0014223614384647,0.0020017723241658,628.0,102.0,13.53085
61,6.76636,0.0013976698284452,0.0018558523756649,574.0,102.0,13.02919
62,6.71455,0.0013669334406531,0.0016827858603197,519.0,103.0,12.50484
63,6.68344,0.0013317089269096,0.0016757364738465,473.0,104.0,11.93424
64,6.66952,0.0012937844613866,0.0015014288811153,431.0,104.0,11.37239
65,6.59256,0.0012556156631129,0.0013950388090071,395.0,104.0,10.80357
66,6.42773,0.0012239875481179,0.0013027655985369,359.0,105.0,10.24709
67,6.21239,0.0011951624115935,0.0012408706701546,326.0,105.0,9.71983
68,5.96755,0.0011584676604846,0.0011870802442762,300.0,105.0,9.21619
69,5.7166,0.0011245524497243,0.0011212294678488,281.0,105.0,8.73152
70,5.51147,0.0010889689284313,0.0010460931670902,269.0,105.0,8.29709
71,5.50086,0.0010502875455532,0.0009457721997143,258.0,105.0,7.91582
72,5.39173,0.001006606149026,0.0008691818623176,251.0,105.0,7.58647
73,5.17359,0.0009591850857897,0.0007784424725906,246.0,105.0,7.31203
74,4.9557,0.0009123517139013,0.0007270543929889,241.0,105.0,7.0708
75,6.222814444444444,0.0008980238554501,0.0006564764235812,435.22222222222223,105.0,6.83732
76,6.222814444444444,0.0008311142414022,0.0005910876808389,435.22222222222223,105.0,6.61655
77,1.75862,0.0001652040253642,2.035587861168194e-05,66.0,120.0,1.49906
78,1.52653,0.0001592288759364,1.976433065189289e-05,67.0,120.0,1.47597
79,1.2756,0.0001636339559458,1.997397435878542e-05,65.0,120.0,1.45844
80,1.11165,0.0001613589838296,1.919822374695072e-05,65.0,120.0,1.45492
81,1.166,0.0001487539360554,1.7706958204764296e-05,61.0,120.0,1.46763
82,1.19584,0.0001312106859248,1.6615085885446256e-05,59.0,120.0,1.48649
83,1.2633,0.0001229854816547,1.6231458272581064e-05,57.0,120.0,1.50169
84,1.20251,0.0001262209599404,1.623019267286204e-05,56.0,120.0,1.50529
85,1.00435,0.0001248703127315,1.6031816609851293e-05,53.0,120.0,1.49164
86,1.00795,0.0001185180941371,1.6131561586000385e-05,56.0,121.0,1.45888
87,1.02576,0.0001159561911027,1.661700110296252e-05,51.0,121.0,1.4127
88,0.94431,0.000110654299688,1.6997956031698363e-05,48.0,121.0,1.36031
89,0.98149,0.0001026722856121,1.7135748498974794e-05,47.0,121.0,1.3092
90,0.85681,0.0001004670627148,1.748375653411398e-05,44.0,121.0,1.26692
91,0.77422,9.799096214666776e-05,1.7803860769532138e-05,42.0,121.0,1.23595
92,0.72475,8.820707955408247e-05,1.798217936093407e-05,41.0,121.0,1.21003
93,0.65385,8.244867923329937e-05,1.831939386395667e-05,40.0,121.0,1.18256
94,0.67494,7.773219860300905e-05,1.7771235631752503e-05,39.0,121.0,1.15118
95,1.0638044444444443,7.542600771949917e-05,1.7205992768147145e-05,53.16666666666666,121.0,1.1163
96,1.0638044444444443,7.270853884458132e-05,1.682162711043645e-05,53.16666666666666,121.0,1.07791
97,2.64589,0.0001656501967424,3.582514175581321e-05,43.0,116.0,0.89514
98,2.50389,0.0001572207597462,2.873572709646947e-05,42.0,116.0,0.88067
99,2.37185,0.000148316852577,2.256274267391064e-05,39.0,117.0,0.87331
100,2.26736,0.0001422521547703,1.865602029775008e-05,38.0,117.0,0.8713
101,2.1941,0.0001380642918271,1.5711916987590928e-05,36.0,117.0,0.87456
102,2.13697,0.0001327565352421,1.3074507258698235e-05,35.0,117.0,0.88209
103,2.08881,0.0001263282949846,1.108732376194911e-05,36.0,117.0,0.89253
104,2.04318,0.0001174431713021,9.422374774956676e-06,32.0,117.0,0.90559
105,1.98077,0.0001128483392429,8.421517853954711e-06,36.0,118.0,0.92016
106,1.91056,0.0001081899451433,7.751927533633254e-06,32.0,118.0,0.93533
107,1.73721,0.0001017931092132,6.741265510809282e-06,32.0,119.0,0.94996
108,1.61277,9.56881375348512e-05,6.401671173106242e-06,30.0,119.0,0.96222
109,1.53153,8.685421116682573e-05,5.38630766926051e-06,30.0,119.0,0.97159
110,1.46454,8.002194887740637e-05,5.379626815287823e-06,26.0,119.0,0.97886
111,1.36715,7.519935382269537e-05,5.0356710149126365e-06,27.0,119.0,0.98237
112,1.27472,7.03765379368079e-05,4.691769195787193e-06,28.0,120.0,0.98349
113,1.2066,6.923854988386655e-05,4.682800475237351e-06,26.0,120.0,0.98223
114,1.15614,6.20851186977346e-05,4.67307345036712e-06,26.0,120.0,0.9795
115,1.86078,5.674446332588646e-05,4.67307345036712e-06,33.0,119.0,0.9752
116,1.86078,5.183056588013783e-05,4.319213823344819e-06,33.0,119.0,0.97059
117,0.66609,3.416751403151158e-05,4.198772845654265e-06,7.0,122.0,0.71028
118,0.57512,3.317049385060507e-05,4.509114007816627e-06,6.0,122.0,0.68092
119,0.51412,3.235229105922937e-05,4.965462393584254e-06,6.0,122.0,0.65291
120,0.56029,3.1366136916223074e-05,5.36259760180588e-06,6.0,122.0,0.62684
121,0.48852,3.1057646392541846e-05,5.851440624681797e-06,5.0,122.0,0.60357
122,0.49775,3.2176199438265834e-05,6.079374087414282e-06,5.0,122.0,0.58273
123,0.48544,3.211405350025613e-05,6.637555130752028e-06,5.0,122.0,0.5652
124,0.46339,3.142225613341234e-05,7.132659367707097e-06,5.0,122.0,0.55
125,0.40774,3.0846405370321094e-05,7.425986478040263e-06,5.0,122.0,0.53679
126,0.39961,3.052302065971112e-05,7.854151695179902e-06,5.0,122.0,0.52528
127,0.34473,2.965269076789036e-05,8.319485340834441e-06,5.0,122.0,0.51513
128,0.32968,2.793256050799037e-05,9.050517138279773e-06,6.0,122.0,0.50585
129,0.34574,2.6117872182858173e-05,9.402433985828942e-06,6.0,122.0,0.4971
130,0.30943,2.5693430656934308e-05,9.253228523301517e-06,6.0,122.0,0.48863
131,0.26661,2.3858590798776733e-05,9.463463389458928e-06,6.0,122.0,0.48009
132,0.25486,2.382311399395209e-05,9.581990499412466e-06,6.0,122.0,0.47176
133,0.24925,2.3007348346998133e-05,9.52478126274592e-06,6.0,122.0,0.46324
134,0.23918,2.1995133350768747e-05,9.469529035556016e-06,6.0,122.0,0.45504
135,0.410975,2.1349483643799016e-05,9.684745604545924e-06,5.666666666666667,122.0,0.44603
136,0.410975,2.054364300801118e-05,9.617968389787572e-06,5.666666666666667,122.0,0.43668
137,0.54968,2.20622320101294e-05,9.86021542352152e-07,6.0,122.0,0.67905
138,0.36686,2.213562002486568e-05,1.3527323348529026e-06,6.0,122.0,0.66143
139,0.38563,2.123139123784165e-05,1.9635968774882456e-06,6.0,122.0,0.64427
140,0.51,2.241917336710012e-05,2.5726920257328005e-06,6.0,122.0,0.62807
141,0.23485,2.165200650489886e-05,3.1805207295331657e-06,5.0,122.0,0.61225
142,0.35376,2.052612615430442e-05,4.031917637452654e-06,6.0,122.0,0.59745
143,0.36455,1.9040923338313266e-05,5.0043452363515634e-06,5.0,122.0,0.58326
144,0.33167,1.817121257964997e-05,6.341631235850997e-06,5.0,122.0,0.56973
145,0.32868,1.8036610175109893e-05,7.190270272510025e-06,5.0,122.0,0.55699
146,0.26732,1.802617961553325e-05,8.160500231356271e-06,5.0,122.0,0.54475
147,0.23722,1.813940804659272e-05,8.887092532894417e-06,5.0,122.0,0.53297
148,0.13132,1.691557303633319e-05,9.735581603645e-06,5.0,122.0,0.52193
149,0.26053,1.55722630257418e-05,1.1314222354640528e-05,5.0,122.0,0.51095
150,0.15626,1.5325398344808328e-05,1.2406274850559122e-05,5.0,122.0,0.50062
151,0.1584,1.5322759332229283e-05,1.3498621316487702e-05,5.0,122.0,0.49033
152,0.21638,1.5564130418658083e-05,1.4956156574179253e-05,5.0,122.0,0.48033
153,0.1939,1.604955714165169e-05,1.6535907358065375e-05,5.0,122.0,0.47028
154,0.17699,1.568495467534454e-05,1.7265609022472283e-05,5.0,121.0,0.46053
155,0.2902222222222222,1.459065551194841e-05,1.568495467534454e-05,5.277777777777778,121.0,0.45104
156,0.2902222222222222,1.3986522586835325e-05,1.520274194221231e-05,5.277777777777778,121.0,0.44169
157,4.01744,0.0003249409552744,9.488275894013004e-05,47.0,111.0,2.26159
158,3.71927,0.0003232418887733,7.80562356501346e-05,44.0,112.0,2.19726
159,3.41692,0.0003313695028166,6.304045999530337e-05,43.0,112.0,2.13195
160,3.16584,0.0003457267025222,5.1252973595945566e-05,44.0,112.0,2.06212
161,2.94881,0.0003568400270594,4.29169371864274e-05,39.0,113.0,1.98578
162,2.75051,0.0003579425340767,3.444587855629618e-05,42.0,113.0,1.90546
163,2.56341,0.000359562645354,2.8253753236428192e-05,35.0,113.0,1.82375
164,2.39732,0.0003546296754378,2.3738114026807208e-05,34.0,114.0,1.74443
165,2.23612,0.0003460618154426,2.074395278105614e-05,32.0,114.0,1.67346
166,2.11174,0.0003350792573774,1.868189052477322e-05,32.0,115.0,1.61358
167,2.02539,0.0003258553595681,1.7093699165730723e-05,31.0,115.0,1.56678
168,2.01191,0.0003131757607707,1.6281308663922823e-05,30.0,116.0,1.53327
169,2.01045,0.0002984115614729,1.537878149490183e-05,29.0,116.0,1.51381
170,1.99318,0.0002834155304411,1.5015392341253154e-05,28.0,117.0,1.5082
171,2.06846,0.000265428893241,1.4453537554936349e-05,28.0,117.0,1.51653
172,2.05793,0.0002489576495944,1.3904821496854037e-05,27.0,117.0,1.53587
173,1.99706,0.0002302293227884,1.3471403401174847e-05,26.0,117.0,1.56573
174,1.92916,0.0002107134381566,1.2749217077606392e-05,26.0,118.0,1.60427
175,2.5233844444444444,0.0001961572454302,1.2046504325297376e-05,34.27777777777778,118.0,1.64949
176,2.5233844444444444,0.0001801930781174,1.1255896386511684e-05,34.27777777777778,118.0,1.69863
177,1.90887,9.009545537144523e-05,1.2216332931721388e-05,27.0,117.0,1.38409
178,1.28927,8.629847965885318e-05,1.1903238573634922e-05,19.0,117.0,1.34877
179,0.81477,7.973912715033344e-05,1.1191456442152062e-05,25.0,117.0,1.31255
180,0.66013,7.298298088101981e-05,1.0243225386809798e-05,21.0,118.0,1.27674
181,0.41956,6.9565381436419e-05,1.0611668354707984e-05,21.0,118.0,1.24436
182,0.70363,6.441287122011079e-05,9.8256922200169e-06,19.0,118.0,1.21291
183,0.47399,5.8919557534440005e-05,9.14268996224069e-06,24.0,118.0,1.18411
184,0.64695,5.315200905102783e-05,8.542287168915187e-06,16.0,118.0,1.15798
185,0.60886,4.967072822706206e-05,8.127937346246518e-06,18.0,118.0,1.13474
186,0.56691,4.718774167332976e-05,7.864623612221625e-06,19.0,118.0,1.11514
187,0.51105,4.4064809165480304e-05,7.62660158633313e-06,18.0,118.0,1.09598
188,0.45055,4.1985502652907495e-05,7.409206350513087e-06,15.0,118.0,1.077
189,0.31666,4.1655051315818985e-05,7.209528112353286e-06,18.0,118.0,1.06021
190,0.38512,4.0582768556470925e-05,7.02394071169689e-06,17.0,118.0,1.04535
191,0.32457,3.957114015869549e-05,6.848851181312681e-06,15.0,118.0,1.03202
192,0.32562,3.713019256460468e-05,7.426038512920935e-06,15.0,118.0,1.01907
193,0.31934,3.263461415733075e-05,7.252136479406834e-06,15.0,118.0,1.00594
194,0.31708,2.905860056614659e-05,7.796209907990549e-06,14.0,118.0,0.99427
195,0.6134961111111111,2.622361514505912e-05,7.796209907990549e-06,18.666666666666668,118.0,0.98345
196,0.6134961111111111,2.2387816685843306e-05,7.462605561947767e-06,18.666666666666668,118.0,0.97024
197,4.35221,0.0007985878674575,0.0003979999571398,434.0,106.0,4.16966
198,4.24139,0.0007642317301233,0.0003623653544633,423.0,107.0,3.8312
199,3.98622,0.0007379127498066,0.0003366117765608,410.0,107.0,3.75876
200,3.86024,0.0007109434904515,0.0003096227168375,395.0,108.0,3.90332
201,3.72662,0.0006823325882777,0.0002862466698275,372.0,108.0,4.14671
202,3.70977,0.0006492356086708,0.0002704200208887,343.0,109.0,4.37565
203,3.54462,0.0006142491050055,0.0002559905906958,315.0,109.0,4.52081
204,3.4266,0.0005818780404904,0.000239163842908,297.0,109.0,4.50513
205,3.34954,0.0005491903548618,0.0002203582756674,280.0,110.0,4.34586
206,3.31438,0.00051481995459,0.0002102272567575,269.0,110.0,4.09613
207,3.23533,0.000483274034774,0.0002020773148267,258.0,110.0,3.80721
208,3.11826,0.0004552674504558,0.0001909875711582,248.0,110.0,3.52244
209,2.97234,0.0004210913613365,0.0001835069605506,238.0,111.0,3.26452
210,2.835,0.0003871440081365,0.0001837708899382,227.0,111.0,3.05457
211,2.69345,0.0003560846121988,0.0001853732829998,214.0,111.0,2.897
212,2.66991,0.0003270107583822,0.0001853777119561,200.0,111.0,2.80433
213,2.7319,0.0003002151792559,0.0001875107223867,186.0,111.0,2.77719
214,2.62246,0.0002716654017525,0.0001921956497041,173.0,111.0,2.8225
215,3.3550133333333334,0.0002493265329644,0.0001897485750575,293.44444444444446,111.0,2.90462
216,3.3550133333333334,0.0002229418364809,0.0001827207429945,293.44444444444446,111.0,2.97179
217,0.64558,0.0001242326805027,1.826951183864367e-05,50.0,119.0,1.52093
218,0.67603,0.0001164034251707,1.818803518293526e-05,48.0,119.0,1.51845
219,1.07385,0.0001158505238615,1.8101644353373065e-05,47.0,119.0,1.51385
220,1.00616,0.0001152957877404,1.801496683444605e-05,45.0,119.0,1.50692
221,1.04185,0.0001075970704904,1.793284508173791e-05,43.0,119.0,1.49875
222,0.61437,0.0001071287008502,1.7854783475040797e-05,42.0,119.0,1.48942
223,0.65061,0.0001031268780649,1.7780496218088456e-05,41.0,119.0,1.48047
224,0.40549,9.916453876093907e-05,1.7707953350167695e-05,40.0,119.0,1.46674
225,0.4514,9.523876711652286e-05,1.7636808725282012e-05,39.0,119.0,1.45304
226,0.20096,9.487365990955376e-05,1.4055357023637596e-05,38.0,119.0,1.43932
227,0.42987,9.101952368783105e-05,1.40030036442817e-05,36.0,119.0,1.42492
228,0.84151,8.719764217575556e-05,1.395162274812089e-05,35.0,119.0,1.40965
229,0.95763,7.993521771920496e-05,1.390177699464434e-05,34.0,119.0,1.3925
230,1.07052,7.966057667330505e-05,1.3854013334487834e-05,32.0,119.0,1.37265
231,0.8433,7.594587130626899e-05,1.3808340237503452e-05,31.0,119.0,1.34583
232,0.95605,7.570439498423972e-05,1.3764435451679949e-05,31.0,119.0,1.31988
233,0.90381,7.204240209952143e-05,1.7152952880838437e-05,30.0,120.0,1.29206
234,0.90436,7.183514859613596e-05,1.7103606808603797e-05,27.0,120.0,1.265
235,0.7596305555555555,6.841442723441519e-05,1.7103606808603797e-05,38.27777777777778,120.0,1.23563
236,0.7596305555555555,6.805637790345522e-05,1.7014094475863805e-05,38.27777777777778,120.0,1.20767
237,1.0249,4.375256697506413e-05,3.3885814969297955e-06,22.0,118.0,1.42327
238,0.94085,3.9900841907764256e-05,3.1000654113801803e-06,19.0,118.0,1.38038
239,0.86356,3.7166547013823645e-05,2.5112531766097057e-06,18.0,118.0,1.3383
240,0.79697,3.563781080865524e-05,2.1200963937160344e-06,15.0,118.0,1.29648
241,0.75446,3.459838629473706e-05,1.8263077809538625e-06,13.0,119.0,1.25511
242,0.72338,3.466158568598846e-05,1.6311334440465158e-06,11.0,119.0,1.21464
243,0.70338,3.502040194410334e-05,1.433583705314172e-06,9.0,119.0,1.17485
244,0.68463,3.527092751125148e-05,1.2339683094315386e-06,7.0,119.0,1.1354
245,0.64622,3.376087471845289e-05,1.1356869171345009e-06,6.0,120.0,1.09543
246,0.59337,3.223287934031008e-05,1.243712386121289e-06,6.0,120.0,1.05516
247,0.54086,3.016863643588977e-05,1.2483573697609562e-06,5.0,120.0,1.01361
248,0.48641,2.8817384651109177e-05,1.3573405813928236e-06,5.0,120.0,0.9709
249,0.43255,2.7664595699224227e-05,1.3622717579163446e-06,4.0,120.0,0.92766
250,0.38631,2.671336246562232e-05,1.4723900571602854e-06,3.0,120.0,0.88445
251,0.34985,2.5227890182044032e-05,1.4777843621281024e-06,3.0,120.0,0.84195
252,0.32831,2.341467301144268e-05,1.3773337065554516e-06,3.0,120.0,0.80051
253,0.31019,2.2227587094386418e-05,1.3825771876891073e-06,3.0,120.0,0.76061
254,0.29895,2.049969501365205e-05,1.388000183216024e-06,2.0,120.0,0.72158
255,0.6036194444444445,1.8684617850984943e-05,1.388000183216024e-06,8.555555555555555,120.0,0.68478
256,0.6036194444444445,1.7224290512634717e-05,1.399473604151571e-06,8.555555555555555,120.0,0.64973
257,0.5874,2.455274543538156e-05,2.54296292009309e-05,8.0,121.0,0.76137
258,0.74264,2.3319810110672905e-05,3.0024255517491364e-05,8.0,121.0,0.73516
259,0.50068,2.2110227240769702e-05,3.588063192581049e-05,7.0,121.0,0.70972
260,0.48984,2.1779482449802648e-05,4.249419020205939e-05,7.0,121.0,0.6853
261,0.47625,2.087304204101244e-05,4.822059249289447e-05,7.0,121.0,0.66181
262,0.48889,2.161246761506806e-05,5.383820057682132e-05,7.0,121.0,0.63961
263,0.41325,2.196729243582299e-05,5.790501207863867e-05,7.0,121.0,0.61863
264,0.43702,2.222815400665844e-05,6.216185059870715e-05,7.0,121.0,0.59856
265,0.43148,2.133804743986203e-05,6.785883555199366e-05,7.0,121.0,0.5793
266,0.45984,2.102870504658194e-05,7.249622059438067e-05,6.0,121.0,0.56096
267,0.37772,2.1202105666497787e-05,7.473502404616188e-05,6.0,121.0,0.54348
268,0.43655,2.070655957924271e-05,7.611577919406811e-05,6.0,121.0,0.52694
269,0.46382,2.1171922428758635e-05,7.779004982874214e-05,6.0,121.0,0.51115
270,0.27005,2.020246895234784e-05,8.186308509126728e-05,6.0,121.0,0.49598
271,0.2592,1.9427025250634946e-05,8.153608627360084e-05,6.0,121.0,0.48119
272,0.36919,1.8749232931573623e-05,8.590209781914854e-05,5.0,121.0,0.46696
273,0.27866,1.7977559033809476e-05,8.510652946856614e-05,5.0,120.0,0.4535
274,0.26891,1.7398800878467367e-05,8.450846140969864e-05,5.0,120.0,0.44031
275,0.4306327777777777,1.6825214036320093e-05,8.517764605887047e-05,6.444444444444445,120.0,0.42751
276,0.4306327777777777,1.6341243387052383e-05,8.581541848873124e-05,6.444444444444445,120.0,0.41496
277,2.53979,0.0003064466702149,6.451508846631506e-05,89.0,117.0,2.37419
278,2.29946,0.0002984617438805,5.497979492536493e-05,88.0,117.0,2.36175
279,2.15815,0.000287028603357,4.9751624581895e-05,82.0,117.0,2.34577
280,2.06949,0.0002724307540733,4.851506579389307e-05,80.0,117.0,2.32361
281,2.18123,0.0002621804675551,4.733813997523851e-05,75.0,118.0,2.29752
282,2.36331,0.0002524094436682,4.266075104252211e-05,70.0,118.0,2.26733
283,2.3151,0.0002430952273461,4.167346754505076e-05,65.0,118.0,2.2317
284,2.22782,0.0002342079359152,4.073181494178745e-05,61.0,118.0,2.19346
285,1.6054,0.0002257111561058,3.9831380489262126e-05,59.0,118.0,2.15038
286,1.47693,0.0002176038246308,3.572600105878876e-05,57.0,118.0,2.10607
287,1.06759,0.000209842236791,3.497370613184451e-05,54.0,118.0,2.06054
288,1.10079,0.0002055338430157,3.425564050262367e-05,52.0,118.0,2.01503
289,1.08213,0.0001922378623149,3.356534103912193e-05,50.0,118.0,1.96775
290,1.33317,0.0001854638240845,2.9913520013640567e-05,48.0,119.0,1.91928
291,1.13428,0.000176033610684,3.2272828625412215e-05,46.0,119.0,1.87135
292,1.14122,0.0001727269848489,3.1666613888976855e-05,43.0,119.0,1.82534
293,0.99465,0.0001695595408327,3.108591581933996e-05,39.0,119.0,1.78125
294,1.11966,0.0001609564141131,3.052621646972632e-05,36.0,119.0,1.73694
295,1.6783427777777775,0.0001581813035249,3.052621646972632e-05,60.77777777777778,119.0,1.69549
296,1.6783427777777775,0.0001527097951277,2.9470311340443715e-05,60.77777777777778,119.0,1.65646
297,4.88169,0.001479350729402,0.0010808083249737,520.0,95.0,11.07482
298,4.76222,0.001456351990333,0.001007310126647,516.0,95.0,10.87845
299,4.68853,0.0014322342160159,0.0009765748029545,511.0,96.0,10.66603
300,4.545,0.0014075141457502,0.0009122929208866,510.0,96.0,10.45636
301,4.35985,0.0013888979306164,0.0008731430265937,505.0,97.0,10.27046
302,4.17081,0.0013728978546253,0.0008109071707362,500.0,97.0,10.07211
303,4.11465,0.0013566230246418,0.0007669601534318,493.0,98.0,9.86607
304,4.10591,0.0013457099997366,0.000720208529482,486.0,98.0,9.67491
305,4.21968,0.0013400453580859,0.0006839692767001,480.0,99.0,9.47519
306,4.44117,0.0013356715642428,0.0006597032336377,471.0,99.0,9.28056
307,4.6941,0.0013289517127299,0.0006359312765776,464.0,100.0,9.08951
308,5.04529,0.00132289090268,0.0006115796707185,458.0,100.0,8.89609
309,5.2475,0.0013040189348925,0.0006015343397035,450.0,100.0,8.69276
310,5.31882,0.0012774756481837,0.0005873067233407,441.0,100.0,8.51373
311,5.35745,0.0012457979661742,0.0005674886295592,432.0,100.0,8.3328
312,5.2612,0.00121881809195,0.0005705044873274,421.0,100.0,8.16304
313,5.1415,0.0011926686302734,0.0005597005546174,408.0,100.0,7.98864
314,5.00846,0.0011665211950025,0.0005481571601273,397.0,101.0,7.81032
315,4.742435,0.00115383866279,0.0004981517474038,470.1666666666667,101.0,7.66443
316,4.742435,0.001082652893703,0.0004523289272763,470.1666666666667,101.0,7.48527
317,5.24729,0.0010447751340217,0.0003994243008424,423.0,101.0,4.54194
318,5.00039,0.0009854216045975,0.0003733887463878,384.0,102.0,4.06604
319,4.74748,0.0009266019429884,0.0003402865756147,365.0,102.0,4.21047
320,4.48052,0.0008698291957461,0.0003177314602906,348.0,103.0,4.34693
321,4.21933,0.0008118807279037,0.0002928348426981,332.0,103.0,4.50789
322,3.97455,0.0007604249217815,0.0002687445506698,310.0,104.0,4.66318
323,3.73394,0.0007166462161531,0.0002454061622541,291.0,105.0,4.80652
324,3.55928,0.0006816632583503,0.000248012558049,275.0,105.0,4.93445
325,3.30607,0.0006477889439134,0.0002344937353533,264.0,106.0,5.06073
326,3.10287,0.0006149251744578,0.0002228199455682,255.0,107.0,5.18886
327,2.95871,0.0005801267991432,0.000212903677518,247.0,107.0,5.31492
328,2.83504,0.0005476922816324,0.0002032672385439,239.0,108.0,5.42202
329,2.75873,0.0005147190108467,0.0001938914431102,231.0,109.0,5.50507
330,2.67401,0.0004839403498709,0.000187509651232,223.0,109.0,5.54867
331,2.60395,0.0004525361790407,0.0001812870837723,214.0,109.0,5.54866
332,2.50872,0.0004218789382668,0.0001752212842641,203.0,110.0,5.49797
333,2.41359,0.0003906015664055,0.000169305115814,193.0,110.0,5.42803
334,2.34208,0.0003587027620112,0.0001661637794611,183.0,110.0,5.3323
335,3.4703638888888886,0.0003323275589222,0.0001608887388432,276.6666666666667,110.0,5.22609
336,3.4703638888888886,0.0003034568251959,0.0001536653710566,276.6666666666667,111.0,5.12354
