,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Medical doctors (per 10,000)","Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)","Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)"
2307,6.36612,22.0,0.29,27.117875,29.7,1.4
2308,6.21575,21.9,0.3,27.117875,30.4,1.4
2309,6.05577,21.8,0.32,17.351,31.1,1.3
2310,5.90527,21.8,0.3,27.117875,31.8,1.3
2311,5.78115,21.9,0.3,26.944,32.5,1.2
2312,5.64451,22.0,0.29,27.117875,27.18235294117647,1.7176470588235293
2313,5.52317,22.2,0.29,24.852,27.18235294117647,1.7176470588235293
2314,5.39784,22.4,0.28,27.117875,27.18235294117647,1.7176470588235293
2315,6.71377,36.0,9.6,19.531,15.0,1.6
2316,6.46462,35.6,11.0,19.816,15.4,1.6
2317,6.27965,35.6,11.0,20.96,15.8,1.5
2318,6.11119,35.7,11.0,23.517933333333332,16.3,1.5
2319,5.90844,35.5,10.0,22.314,16.7,1.4
2320,5.60846,35.1,8.6,22.126,17.2,1.4
2321,5.17761,34.2,8.4,22.104,17.7,1.4
2322,4.75102,33.3,8.0,22.915,18.2,1.3
2323,4.45775,32.5,8.2,24.133,18.7,1.3
2324,4.25447,32.0,7.6,24.414,19.2,1.2
2325,4.10143,31.6,7.4,24.804,19.8,1.2
2326,4.0952,31.2,6.5,25.153,20.3,1.2
2327,4.10846,30.6,6.3,25.887,20.9,1.1
2328,3.99284,30.0,5.7,26.24,21.5,1.1
2329,3.82193,29.3,5.7,23.517933333333332,22.1,1.1
2330,3.62379,28.6,5.4,23.517933333333332,22.7,1.0
2331,3.46836,28.1,5.0,22.565,23.4,1.0
2332,3.35565,27.6,4.8,29.807,18.876470588235293,1.288235294117647
2333,3.28136,27.3,4.8,23.517933333333332,18.876470588235293,1.288235294117647
2334,3.22499,27.1,4.7,23.517933333333332,18.876470588235293,1.288235294117647
2335,6.68848,29.9,21.0,46.46,12.0,1.7
2336,6.58743,29.4,21.0,46.479,12.3,1.7
2337,6.3766,28.8,23.0,46.992,12.6,1.6
2338,6.07946,28.1,23.0,47.438,13.0,1.6
2339,5.8156,27.3,23.0,47.765,13.3,1.5
2340,5.63736,26.5,24.0,48.047,13.7,1.5
2341,5.39614,25.7,21.0,48.967,14.1,1.4
2342,5.25771,25.0,19.0,49.37,14.4,1.4
2343,4.99578,24.4,19.0,49.131,14.8,1.4
2344,4.7437,23.8,18.0,49.628,15.2,1.3
2345,4.59536,23.4,16.0,49.889,15.6,1.3
2346,4.55262,23.1,15.0,42.296,16.0,1.2
2347,4.60416,23.0,13.0,40.116,16.4,1.2
2348,4.25438,22.7,12.0,39.95,16.8,1.2
2349,4.09839,22.5,11.0,41.272,17.2,1.1
2350,4.43578,22.2,9.9,39.332,17.6,1.1
2351,4.37512,22.0,8.5,39.777,18.1,1.1
2352,4.16126,21.8,7.1,40.762,14.888235294117647,1.3705882352941177
2353,3.95852,21.8,6.3,41.165,14.888235294117647,1.3705882352941177
2354,3.75316,21.9,5.5,41.834,14.888235294117647,1.3705882352941177
2355,28.66508,61.3,5.5,1.169,0.6,15.5
2356,27.97839,59.1,5.2,1.169,0.7,15.3
2357,27.09871,56.8,5.8,1.169,0.7,15.1
2358,26.05614,54.5,6.7,1.169,0.8,14.9
2359,24.93478,52.0,6.4,1.169,0.8,14.7
2360,23.84354,49.7,6.1,1.169,0.9,14.4
2361,22.71678,47.5,7.3,1.169,1.0,14.2
2362,21.59352,45.4,7.3,1.169,1.0,14.0
2363,20.5847,43.5,7.3,1.169,1.1,13.8
2364,19.7583,41.9,6.9,1.169,1.2,13.5
2365,18.9438,40.6,6.3,1.169,1.3,13.3
2366,18.28341,39.3,6.3,1.169,1.4,13.1
2367,17.94728,38.4,5.9,1.169,1.5,12.8
2368,18.18723,37.8,5.5,1.021,1.6,12.6
2369,18.53618,37.6,5.3,0.909,1.7,12.4
2370,18.31302,37.4,4.9,1.129,1.8,12.1
2371,17.92305,37.5,5.4,1.226,1.9,11.9
2372,17.56094,37.6,5.0,1.376,1.1764705882352942,13.741176470588234
2373,17.23915,37.8,5.2,1.34,1.1764705882352942,13.741176470588234
2374,16.9361,37.9,4.9,1.182,1.1764705882352942,13.741176470588234
2375,13.39873,22.2,0.87,17.551166666666667,6.9,7.6
2376,13.41603,22.0,0.78,17.551166666666667,7.1,7.4
2377,13.38006,21.9,1.2,17.551166666666667,7.4,7.2
2378,13.24563,22.2,1.4,17.551166666666667,7.7,7.1
2379,13.17933,22.3,4.1,17.551166666666667,7.9,6.9
2380,13.10511,22.5,3.7,17.551166666666667,8.2,6.7
2381,13.04924,22.6,2.1,17.551166666666667,8.4,6.6
2382,12.85377,22.6,1.8,17.551166666666667,8.7,6.4
2383,12.58039,22.6,1.4,17.551166666666667,8.9,6.3
2384,12.32443,22.5,0.7,17.551166666666667,9.2,6.2
2385,12.15417,22.3,0.62,16.485,9.5,6.0
2386,12.05818,22.1,0.71,18.063,9.8,5.9
2387,12.01747,21.9,0.6,21.392,10.2,5.8
2388,11.89777,21.8,3.2,24.394,10.6,5.6
2389,11.75872,21.8,1.7,18.564,11.0,5.5
2390,11.54794,21.8,1.4,17.551166666666667,11.5,5.3
2391,11.35663,21.9,1.3,17.551166666666667,12.0,5.2
2392,11.25903,22.0,1.3,6.409,9.117647058823527,6.335294117647059
2393,11.21663,22.2,1.3,17.551166666666667,9.117647058823527,6.335294117647059
2394,11.18453,22.5,1.3,17.551166666666667,9.117647058823527,6.335294117647059
2395,10.88382,26.7,3.2,8.256,8.4,6.5
2396,10.90064,26.4,2.0,5.746,8.8,6.2
2397,11.03011,26.3,0.96,7.8738,9.2,6.0
2398,11.28329,26.1,5.6,7.8738,9.7,5.8
2399,11.58144,26.0,3.3,9.309,10.1,5.6
2400,11.83638,25.7,0.85,7.8738,10.5,5.4
2401,12.15164,25.5,2.8,7.8738,11.0,5.2
2402,12.43133,25.2,2.8,7.8738,11.5,5.1
2403,12.77891,24.8,0.89,7.8738,12.0,4.9
2404,13.15535,24.4,0.97,7.8738,12.5,4.7
2405,13.4515,23.9,5.7,6.648,13.0,4.6
2406,13.5446,23.4,4.7,7.8738,13.6,4.4
2407,13.51163,22.8,3.9,9.41,14.1,4.2
2408,13.50634,22.3,0.95,7.8738,14.7,4.1
2409,13.50834,21.9,2.6,7.8738,15.3,3.9
2410,13.40916,21.5,1.0,7.8738,15.9,3.8
2411,13.08802,21.0,0.96,7.8738,16.6,3.7
2412,12.74076,20.7,0.98,7.8738,12.17058823529412,4.947058823529411
2413,12.40066,20.4,0.98,7.8738,12.17058823529412,4.947058823529411
2414,12.09531,20.3,0.98,7.8738,12.17058823529412,4.947058823529411
2415,10.78295,33.6,2.3,3.658,28.3,0.2
2416,10.57688,33.7,1.2,3.658,29.1,0.2
2417,10.38739,33.9,1.7,3.658,29.8,0.2
2418,10.22654,34.3,1.4,2.817,30.5,0.2
2419,10.16226,34.8,1.8,3.658,31.3,0.2
2420,10.05281,35.4,1.3,2.782,32.0,0.2
2421,10.00228,36.0,1.3,3.658,32.7,0.2
2422,9.92235,36.4,1.1,3.658,33.4,0.2
2423,9.85651,36.6,0.62,4.637,34.1,0.2
2424,9.84258,36.8,0.82,3.658,34.8,0.2
2425,9.7157,36.8,0.71,3.443,35.5,0.2
2426,9.65192,36.9,1.0,3.658,36.3,0.2
2427,9.59995,36.8,1.1,3.658,37.0,0.2
2428,9.51278,36.7,1.1,4.824,37.7,0.2
2429,9.41027,36.6,1.1,3.658,38.5,0.1
2430,9.29877,36.2,0.93,3.658,39.2,0.1
2431,9.14231,36.1,0.63,3.445,39.9,0.1
2432,9.01991,35.8,1.5,3.658,34.12352941176471,0.1823529411764706
2433,8.8929,35.6,0.53,3.658,34.12352941176471,0.1823529411764706
2434,8.75406,35.5,0.86,3.658,34.12352941176471,0.1823529411764706
2435,9.26927,29.4,5.1,7.235,20.1,3.0
2436,9.00393,28.4,4.9,6.822,20.7,2.9
2437,8.72724,27.7,4.9,21.42458333333333,21.3,2.8
2438,8.451,27.1,4.8,21.42458333333333,21.9,2.7
2439,8.17326,26.6,4.6,21.42458333333333,22.5,2.7
2440,7.89934,26.2,4.5,21.42458333333333,23.1,2.6
2441,7.64596,25.6,4.2,21.42458333333333,23.7,2.5
2442,7.39567,24.8,4.1,21.42458333333333,24.4,2.4
2443,7.16828,24.0,4.0,20.626,25.0,2.3
2444,6.90451,23.4,3.8,20.76,25.7,2.2
2445,6.67766,22.6,3.6,24.074,26.4,2.2
2446,6.46086,22.0,3.4,24.607,27.1,2.1
2447,6.22487,21.5,3.2,24.53,27.8,2.0
2448,6.004,21.1,3.0,21.42458333333333,28.5,1.9
2449,5.7805,20.9,2.9,25.654,29.3,1.9
2450,5.59078,20.9,2.6,21.42458333333333,30.0,1.8
2451,5.41155,20.9,2.6,23.776,30.8,1.8
2452,5.27438,21.2,2.4,25.366,25.194117647058825,2.341176470588235
2453,5.14311,21.4,2.3,26.117,25.194117647058825,2.341176470588235
2454,5.01679,21.8,2.2,27.528,25.194117647058825,2.341176470588235
2455,25.33601,82.7,28.0,1.2515714285714286,1.9,15.6
2456,25.13836,82.6,28.0,1.2515714285714286,1.9,15.4
2457,24.98419,82.4,29.0,1.2515714285714286,2.0,15.2
2458,24.73224,82.1,25.0,1.2515714285714286,2.1,15.1
2459,24.44969,81.6,25.0,0.549,2.2,14.9
2460,24.07117,81.0,23.0,1.2515714285714286,2.4,14.7
2461,23.65364,80.3,22.0,1.2515714285714286,2.5,14.5
2462,23.16512,79.5,21.0,1.2515714285714286,2.6,14.3
2463,22.77375,78.6,19.0,0.617,2.7,14.1
2464,22.74074,77.6,19.0,1.2515714285714286,2.8,13.9
2465,22.60528,76.5,20.0,1.2515714285714286,3.0,13.8
2466,22.2701,75.5,20.0,1.2515714285714286,3.1,13.6
2467,21.99249,74.5,17.0,1.2515714285714286,3.3,13.4
2468,21.56837,73.5,15.0,3.179,3.4,13.2
2469,20.90608,72.6,15.0,1.2515714285714286,3.6,13.0
2470,20.23589,71.7,15.0,2.074,3.8,12.8
2471,19.59669,70.8,17.0,0.77,4.0,12.7
2472,19.75641,69.9,16.0,0.691,2.7823529411764705,14.129411764705882
2473,19.81252,68.9,17.0,1.2515714285714286,2.7823529411764705,14.129411764705882
2474,19.74843,67.9,16.0,0.881,2.7823529411764705,14.129411764705882
2475,5.26214,21.0,1.7160000000000002,24.462642857142857,13.7,1.1
2476,5.31235,20.5,1.7160000000000002,24.462642857142857,14.1,1.0
2477,5.34589,20.1,1.7160000000000002,24.462642857142857,14.5,1.0
2478,5.27764,19.5,1.7160000000000002,22.114,15.0,1.0
2479,5.20047,19.0,1.7160000000000002,22.693,15.4,0.9
2480,5.11778,18.6,3.1,22.609,15.9,0.9
2481,5.10749,18.4,2.5,22.858,16.3,0.9
2482,5.13057,18.3,2.7,23.447,16.8,0.8
2483,5.0792,18.2,2.1,24.215,17.2,0.8
2484,5.02713,18.1,2.0,24.467,17.7,0.8
2485,4.90935,18.1,1.9,24.82,18.2,0.8
2486,4.77912,18.0,1.7,25.003,18.6,0.8
2487,4.72842,18.0,1.8,24.961,19.1,0.7
2488,4.66458,18.0,1.6,24.945,19.6,0.7
2489,4.71272,18.1,1.3,24.611,20.1,0.7
2490,4.78875,18.2,1.0,24.603,20.6,0.7
2491,4.78238,18.4,1.1,31.131,21.1,0.7
2492,4.64797,18.7,1.1,24.462642857142857,17.288235294117644,0.8411764705882353
2493,4.5407,19.1,1.1,24.462642857142857,17.288235294117644,0.8411764705882353
2494,4.4362,19.5,0.74,24.462642857142857,17.288235294117644,0.8411764705882353
2495,34.2993,82.2,73.0,0.3334,1.7,14.1
2496,33.9293,81.7,72.0,0.3334,1.7,13.9
2497,33.17647,81.2,75.0,0.3334,1.8,13.7
2498,32.70063,80.7,74.0,0.3334,1.9,13.5
2499,32.17533,80.2,74.0,0.309,2.0,13.3
2500,31.64136,79.7,78.0,0.3334,2.2,13.1
2501,30.97316,79.2,62.0,0.3334,2.3,13.0
2502,30.23075,78.8,66.0,0.3334,2.4,12.8
2503,29.45552,78.4,59.0,0.155,2.5,12.6
2504,28.61084,78.1,56.0,0.3334,2.6,12.4
2505,27.68767,77.9,51.0,0.212,2.8,12.2
2506,26.91001,77.7,53.0,0.251,2.9,12.0
2507,26.17916,77.6,51.0,0.3334,3.1,11.8
2508,25.63888,77.4,56.0,0.3334,3.2,11.6
2509,25.13491,77.1,55.0,0.3334,3.4,11.4
2510,24.80615,76.8,57.0,0.3334,3.6,11.2
2511,24.60175,76.2,46.0,0.3334,3.8,11.1
2512,24.34597,75.4,39.0,0.3334,2.5823529411764703,12.570588235294116
2513,24.03273,74.5,33.0,0.74,2.5823529411764703,12.570588235294116
2514,23.72398,73.4,31.0,0.3334,2.5823529411764703,12.570588235294116
2515,2.96175,11.4,2.9,13.842,3.4,5.6
2516,2.82214,11.2,2.7,14.525,3.6,5.4
2517,2.7318,11.1,2.4,14.689,3.7,5.3
2518,2.66521,11.1,2.1,15.238,3.8,5.2
2519,2.60506,11.1,2.0,15.542,3.9,5.1
2520,2.54717,11.1,1.6,15.819,4.1,5.0
2521,2.46722,11.1,1.5,15.744,4.2,4.9
2522,2.37693,11.2,2.0,16.127,4.3,4.8
2523,2.3036,11.3,1.9,16.418,4.5,4.8
2524,2.26575,11.3,1.6,16.758,4.6,4.7
2525,2.26571,11.4,1.7,17.598,4.8,4.6
2526,2.27287,11.6,1.5,18.326,4.9,4.5
2527,2.26738,11.7,1.3,19.043,5.1,4.4
2528,2.21765,11.9,1.0,20.084,5.3,4.3
2529,2.16496,12.1,1.2,21.234,5.5,4.2
2530,2.12971,12.3,0.84,22.28,5.6,4.2
2531,2.10277,12.6,0.84,22.936,5.8,4.1
2532,2.07118,12.9,0.65,23.451,4.535294117647059,4.770588235294118
2533,2.02621,13.2,0.59,23.91,4.535294117647059,4.770588235294118
2534,1.98168,13.5,0.43,24.601,4.535294117647059,4.770588235294118
2535,3.58078,18.3,1.1,21.527,13.0,1.1
2536,3.5883,18.0,1.4,21.761,13.4,1.0
2537,3.58864,17.8,1.2,22.342,13.7,1.0
2538,3.54668,17.7,1.5,22.561,14.1,1.0
2539,3.51066,17.6,0.63,23.058,14.5,0.9
2540,3.45104,17.4,0.92,23.519,14.8,0.9
2541,3.33432,17.3,0.91,23.672,15.2,0.9
2542,3.2224,17.2,1.5,23.925,15.6,0.9
2543,3.09681,17.0,1.7,23.994,16.0,0.8
2544,2.97437,16.8,1.2,24.167,16.4,0.8
2545,2.86977,16.7,0.98,24.367,16.8,0.8
2546,2.79183,16.7,0.69,24.965,17.2,0.8
2547,2.74693,16.7,0.54,25.406,17.6,0.7
2548,2.73557,16.7,0.44,26.252,18.1,0.7
2549,2.71655,16.8,1.0,27.628,18.5,0.7
2550,2.73112,17.0,0.54,28.148,18.9,0.7
2551,2.73128,17.2,0.35,30.007,19.4,0.7
2552,2.67668,17.5,0.35,30.861,16.070588235294117,0.8470588235294118
2553,2.61202,17.9,0.3,31.721,16.070588235294117,0.8470588235294118
2554,2.54577,18.2,0.68,32.77,16.070588235294117,0.8470588235294118
2555,13.08807,44.4,10.0,1.7675714285714286,9.4,1.9
2556,12.97092,44.7,9.5,1.7675714285714286,9.8,1.9
2557,12.85315,45.1,8.1,1.7675714285714286,10.2,1.8
2558,12.77979,45.4,9.0,1.342,10.7,1.7
2559,12.64671,45.7,10.0,1.7675714285714286,11.1,1.7
2560,12.55593,45.9,12.0,1.894,11.6,1.6
2561,12.40249,46.0,11.0,1.7675714285714286,12.1,1.6
2562,12.26459,45.9,11.0,1.7675714285714286,12.6,1.5
2563,12.10027,45.5,11.0,1.768,13.1,1.5
2564,11.91052,45.0,9.8,1.7675714285714286,13.6,1.4
2565,11.70822,44.5,8.8,1.7675714285714286,14.2,1.4
2566,11.52056,43.8,10.0,2.013,14.8,1.3
2567,11.36964,43.1,8.9,1.546,15.4,1.3
2568,11.16083,42.4,8.7,1.873,16.0,1.2
2569,10.96284,41.7,8.1,1.7675714285714286,16.6,1.2
2570,10.76518,41.0,9.5,1.7675714285714286,17.3,1.2
2571,10.58542,40.2,8.9,1.937,17.9,1.1
2572,10.42215,39.5,8.1,1.7675714285714286,13.31764705882353,1.488235294117647
2573,10.24593,38.7,8.2,1.7675714285714286,13.31764705882353,1.488235294117647
2574,10.06249,38.1,7.3,1.7675714285714286,13.31764705882353,1.488235294117647
2575,20.75887,41.3,58.0,7.6646,7.6,10.0
2576,20.49708,41.0,60.0,7.6646,8.0,9.8
2577,20.10117,40.7,63.0,7.6646,8.3,9.5
2578,19.73239,40.6,67.0,7.6646,8.7,9.3
2579,19.26517,40.8,70.0,7.365,9.2,9.1
2580,18.80483,40.8,71.0,7.6646,9.6,8.9
2581,18.379,40.9,71.0,7.6646,10.0,8.7
2582,18.00471,40.1,67.0,7.6646,10.5,8.4
2583,17.71703,38.9,63.0,7.6646,11.0,8.2
2584,17.51127,37.2,57.0,7.6646,11.5,8.0
2585,17.25568,35.6,51.0,7.6646,12.0,7.8
2586,17.08845,34.6,47.0,7.6646,12.5,7.6
2587,16.97405,34.5,42.0,7.6646,13.0,7.4
2588,16.81824,35.3,39.0,7.6646,13.6,7.2
2589,16.72063,36.6,37.0,7.6646,14.2,7.0
2590,16.70938,38.0,36.0,7.6646,14.8,6.8
2591,16.66431,39.6,36.0,7.675,15.4,6.6
2592,16.61113,41.2,37.0,7.833,11.17058823529412,8.25294117647059
2593,16.50818,42.9,37.0,7.527,11.17058823529412,8.25294117647059
2594,16.3789,44.4,38.0,7.923,11.17058823529412,8.25294117647059
2595,3.25858,12.0,1.3,31.158,17.3,0.7
2596,3.20273,11.8,1.2,31.002,17.7,0.6
2597,3.05744,11.8,1.2,30.932,18.2,0.6
2598,2.94216,11.8,1.2,31.928,18.6,0.6
2599,2.84267,11.8,1.1,34.135,19.0,0.6
2600,2.82564,11.9,1.1,35.159,19.5,0.6
2601,2.80111,12.0,0.93,35.98,19.9,0.5
2602,2.71559,12.2,0.95,35.447,20.4,0.5
2603,2.69934,12.3,0.8,35.36,20.8,0.5
2604,2.70361,12.4,0.89,35.807,21.3,0.5
2605,2.70915,12.5,0.88,37.296,21.7,0.5
2606,2.73919,12.7,0.65,38.074,22.2,0.4
2607,2.74508,12.9,0.71,37.999,22.7,0.4
2608,2.64239,13.0,0.65,37.857,23.1,0.4
2609,2.39975,13.2,0.62,37.767,23.6,0.4
2610,2.31184,13.4,0.54,38.267,24.1,0.4
2611,2.29542,13.6,0.55,38.112,24.6,0.4
2612,2.28297,13.9,0.54,38.723,20.86470588235294,0.5058823529411764
2613,2.26385,14.2,0.54,40.299,20.86470588235294,0.5058823529411764
2614,2.24311,14.6,0.48,44.411,20.86470588235294,0.5058823529411764
2615,10.26178,32.6,7.2,4.241,0.9,20.1
2616,9.64569,31.8,7.3,4.433,1.0,19.8
2617,9.00309,31.1,6.8,7.231611111111111,1.1,19.5
2618,8.57234,30.5,7.1,7.231611111111111,1.2,19.2
2619,8.54378,29.9,9.2,5.405,1.3,19.0
2620,8.36258,29.3,5.1,5.218,1.3,18.7
2621,8.39114,28.6,5.0,5.219,1.4,18.4
2622,8.36094,27.9,5.0,5.555,1.5,18.1
2623,8.15751,27.1,5.3,6.244,1.7,17.8
2624,7.80793,26.5,5.4,6.826,1.8,17.4
2625,7.44756,26.0,4.6,7.239,1.9,17.1
2626,7.12814,25.5,4.2,7.391,2.0,16.8
2627,6.86973,25.1,3.6,7.645,2.2,16.5
2628,6.62158,24.9,3.7,7.983,2.3,16.2
2629,6.48437,24.7,3.4,8.364,2.5,15.9
2630,6.33276,24.6,3.5,8.624,2.7,15.6
2631,6.14451,24.6,3.5,8.925,2.9,15.3
2632,6.10194,24.7,3.5,9.277,1.7470588235294118,17.72941176470588
2633,6.04993,24.9,3.5,10.041,1.7470588235294118,17.72941176470588
2634,5.83276,25.1,3.5,11.539,1.7470588235294118,17.72941176470588
2635,14.43679,33.1,1.1,4.056,11.7,5.9
2636,14.37363,32.9,2.2,8.718571428571428,12.1,5.7
2637,14.26531,32.7,1.3,8.718571428571428,12.5,5.5
2638,14.16883,32.5,2.4,8.718571428571428,12.9,5.3
2639,14.09358,32.2,1.3,8.102,13.3,5.2
2640,13.96584,31.9,1.7,8.718571428571428,13.7,5.0
2641,13.75598,31.6,1.5,8.718571428571428,14.2,4.8
2642,13.52898,31.0,1.7,8.718571428571428,14.6,4.7
2643,13.34658,30.4,3.0,8.718571428571428,15.1,4.5
2644,13.12931,29.7,2.9,7.054,15.5,4.4
2645,12.92058,29.0,3.4,8.718571428571428,16.0,4.2
2646,12.7128,28.4,2.7,8.718571428571428,16.4,4.1
2647,12.45614,27.8,2.9,8.718571428571428,16.9,4.0
2648,12.2214,27.3,1.1,8.718571428571428,17.4,3.9
2649,12.00494,27.0,2.2,8.718571428571428,17.9,3.7
2650,11.85617,26.7,2.3,10.463,18.4,3.6
2651,11.6593,26.4,2.3,11.312,18.9,3.5
2652,11.50833,26.2,2.3,11.849,15.147058823529411,4.588235294117647
2653,11.36816,26.0,2.3,8.194,15.147058823529411,4.588235294117647
2654,11.20393,25.9,2.3,8.718571428571428,15.147058823529411,4.588235294117647
2655,3.73191,12.4,0.8,30.232,15.2,0.9
2656,3.6235,12.3,1.0,31.22,15.6,0.9
2657,3.47466,12.2,1.1,32.149,16.1,0.9
2658,3.32251,12.2,0.67,32.865,16.5,0.8
2659,3.15992,12.1,0.56,33.746,17.0,0.8
2660,3.03529,12.1,0.66,34.518,17.5,0.8
2661,2.98853,12.1,0.73,35.377,17.9,0.7
2662,2.98053,12.1,0.69,36.209,18.4,0.7
2663,2.96221,12.1,0.7,36.757,18.9,0.7
2664,2.92176,12.1,0.66,37.446,19.4,0.7
2665,2.88398,12.1,0.38,38.033,19.9,0.6
2666,2.89674,12.2,0.5,38.821,20.4,0.6
2667,2.89501,12.4,0.42,39.586,20.9,0.6
2668,2.89742,12.6,0.46,40.365,21.4,0.6
2669,2.89663,12.9,0.31,41.115,22.0,0.5
2670,2.81473,13.2,0.25,41.899,22.5,0.5
2671,2.72025,13.5,0.26,42.707,23.1,0.5
2672,2.64399,13.9,0.23,43.338,18.98235294117647,0.6941176470588236
2673,2.54644,14.2,0.21,44.055,18.98235294117647,0.6941176470588236
2674,2.44919,14.6,0.22,70.921,18.98235294117647,0.6941176470588236
2675,2.74505,11.1,0.64,35.298,14.8,1.1
2676,2.7298,11.0,0.55,35.373,15.2,1.1
2677,2.72185,11.0,0.47,35.9,15.7,1.0
2678,2.70052,11.0,0.38,36.905,16.1,1.0
2679,2.63553,11.0,0.39,37.264,16.5,1.0
2680,2.56497,11.0,0.4,37.623,16.9,1.0
2681,2.50961,11.1,0.45,38.003,17.4,0.9
2682,2.44594,11.1,0.38,37.918,17.8,0.9
2683,2.382,11.1,0.44,38.298,18.3,0.9
2684,2.31237,11.2,0.34,38.476,18.7,0.9
2685,2.25479,11.3,0.35,38.166,19.2,0.8
2686,2.23519,11.4,0.32,38.355,19.7,0.8
2687,2.23149,11.6,0.29,39.102,20.2,0.8
2688,2.25642,11.8,0.25,40.303,20.6,0.8
2689,2.27457,12.1,0.15,41.171,21.2,0.8
2690,2.26796,12.4,0.2,41.898,21.7,0.7
2691,2.26488,12.8,0.3,42.473,22.2,0.7
2692,2.25844,13.2,0.2,42.957,18.36470588235294,0.8941176470588236
2693,2.24401,13.6,0.2,43.328,18.36470588235294,0.8941176470588236
2694,2.224,14.0,0.2,43.416,18.36470588235294,0.8941176470588236
2695,12.74301,33.3,0.49,13.654,11.7,4.3
2696,12.44991,32.6,0.51,14.466454545454546,12.1,4.1
2697,12.19497,32.1,0.44,14.676,12.6,4.0
2698,11.94784,31.8,0.38,14.053,13.1,3.9
2699,11.69474,31.6,0.28,14.522,13.6,3.7
2700,11.47062,31.4,0.36,15.384,14.1,3.6
2701,11.24646,31.1,0.33,14.466454545454546,14.6,3.5
2702,11.05736,31.0,0.24,14.882,15.1,3.4
2703,10.88884,30.8,0.26,14.858,15.7,3.3
2704,10.77446,30.6,0.25,14.113,16.3,3.2
2705,10.67257,30.5,0.13,14.602,16.9,3.0
2706,10.62413,30.5,0.13,14.466454545454546,17.5,2.9
2707,10.64482,30.6,0.13,14.466454545454546,18.1,2.8
2708,13.82136,46.1,15.0,21.717,6.1,4.3
2709,13.49157,44.1,15.0,21.241,6.4,4.2
2710,13.13538,42.2,15.0,20.41,6.6,4.1
2711,12.73745,40.4,14.0,19.396,6.8,4.0
2712,12.39452,38.5,13.0,19.512,7.1,3.9
2713,12.11887,37.0,14.0,19.548,7.4,3.8
2714,11.88287,36.0,13.0,19.166,7.7,3.7
2715,11.68117,35.0,12.0,18.962,8.0,3.7
2716,11.42165,34.1,12.0,19.292,8.3,3.6
2717,11.16194,33.4,11.0,16.439,8.7,3.5
2718,10.85782,32.7,11.0,16.975,9.0,3.4
2719,10.4989,32.5,10.0,17.209,9.4,3.3
2720,10.13892,32.6,10.0,17.269,9.8,3.2
2721,9.83534,32.9,9.7,17.095,10.2,3.1
2722,9.59343,33.3,9.5,17.229,10.6,3.1
2723,9.41362,33.8,9.0,18.764,11.1,3.0
2724,9.26965,34.6,8.8,18.764,11.6,2.9
2725,9.17774,35.6,8.5,18.764,8.51764705882353,3.576470588235294
2726,9.13219,36.3,8.2,18.764,8.51764705882353,3.576470588235294
2727,9.01908,37.0,7.9,18.764,8.51764705882353,3.576470588235294
2728,25.28329,72.1,66.0,0.41575,1.6,15.5
2729,24.63166,71.3,71.0,0.41575,1.6,15.3
2730,24.01176,70.4,78.0,0.233,1.7,15.1
2731,23.55208,69.5,80.0,0.41575,1.8,15.0
2732,23.15185,68.6,83.0,0.41575,2.0,14.8
2733,22.78958,67.8,83.0,0.41575,2.1,14.6
2734,22.49385,66.8,81.0,0.41575,2.2,14.4
2735,22.26561,65.7,81.0,0.41575,2.3,14.2
2736,22.12311,64.6,77.0,0.41575,2.5,14.0
2737,21.97888,63.4,73.0,0.41575,2.6,13.8
2738,21.77114,62.2,79.0,0.41575,2.8,13.6
2739,21.63634,61.0,74.0,0.41575,3.0,13.4
2740,21.46186,60.1,67.0,0.315,3.1,13.1
2741,21.03843,59.3,57.0,0.41575,3.3,12.9
2742,20.57381,58.7,59.0,0.603,3.5,12.7
2743,20.13904,58.3,54.0,0.41575,3.7,12.5
2744,19.74383,57.7,49.0,0.41575,4.0,12.3
2745,19.38951,57.2,45.0,0.41575,2.576470588235294,13.952941176470588
2746,19.08475,56.6,40.0,0.512,2.576470588235294,13.952941176470588
2747,18.81076,56.1,35.0,0.41575,2.576470588235294,13.952941176470588
2748,10.50626,26.5,20.0,4.581692307692308,2.0,14.8
2749,10.14421,26.2,20.0,2.982,2.1,14.5
2750,9.80937,26.0,20.0,2.964,2.3,14.2
2751,9.447,25.7,19.0,4.581692307692308,2.5,13.8
2752,9.15372,25.4,18.0,2.911,2.7,13.5
2753,8.84945,25.2,16.0,4.581692307692308,2.9,13.1
2754,8.54752,25.1,15.0,2.875,3.1,12.8
2755,8.26475,24.9,14.0,2.959,3.4,12.4
2756,8.00855,24.7,14.0,3.164,3.7,12.0
2757,7.74779,24.5,14.0,3.387,4.0,11.6
2758,7.49307,24.4,13.0,3.906,4.4,11.3
2759,7.21025,24.3,13.0,4.581692307692308,4.8,10.9
2760,6.95842,24.3,14.0,4.581692307692308,5.2,10.5
2761,6.71974,24.2,14.0,4.581692307692308,5.6,10.1
2762,6.51107,24.3,14.0,4.581692307692308,6.0,9.8
2763,6.33801,24.4,14.0,4.651,6.5,9.4
