,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Maternal mortality ratio (per 100 000 live births),per_capita-Lower Respiratory Infections,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Mean Non-HDL cholesterol, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),per_capita-Tuberculosis
2384,3.22072,100.0,0.0002308647444576,0.7,3.3,28.0,2.4958350752182297e-05
2385,3.19082,109.0,0.0002237108661339,0.62,3.3,28.2,2.4856762903767043e-05
2386,3.16748,116.0,0.0002290213361228,0.71,3.4,28.5,2.4759063364632915e-05
2387,3.14433,116.0,0.0002404765134605,0.6,3.4,28.7,2.466425779082243e-05
2388,3.13311,108.0,0.0002518721472407,3.2,3.4,28.9,2.457289241373379e-05
2389,3.12292,104.0,0.0002693404830988,1.7,3.4,29.2,2.448549846353497e-05
2390,3.11429,115.0,0.0002806212710923,1.4,3.4,29.4,2.4401849660204243e-05
2391,3.10944,117.0,0.0003040179005739,1.3,3.5,29.6,2.4321432045918864e-05
2392,3.10892,117.0,0.0003151629756233,1.3,3.5,27.83529411764706,2.4243305817181232e-05
2393,3.09978,99.44444444444444,0.0003212238020776,1.3,3.5,27.83529411764706,2.4243305817181232e-05
2394,3.08002,99.44444444444444,0.0003252855284082,1.3,3.3421052631578947,27.83529411764706,2.409522432653848e-05
2395,3.8358,80.0,0.0002966781320403,3.2,3.1,24.6,2.781357487877917e-05
2396,3.87612,75.0,0.0002880907021049,2.0,3.1,24.8,2.787974536499233e-05
2397,3.91623,72.0,0.0002983349182375,0.96,3.1,24.9,2.796889858477373e-05
2398,3.96004,69.0,0.0002900394827941,5.6,3.1,25.0,2.806833704459123e-05
2399,4.01146,64.0,0.0002911372195456,3.3,3.2,25.1,2.8174569633448848e-05
2400,4.06966,59.0,0.0002922598284151,0.85,3.2,25.2,2.8283209201470725e-05
2401,4.12802,62.0,0.000293324502058,2.8,3.2,25.3,2.838624213464541e-05
2402,4.18927,67.0,0.0002943773918163,2.8,3.2,25.4,2.8488134691900824e-05
2403,4.2552,70.0,0.0003049419657321,0.89,3.2,25.5,2.8588309287388745e-05
2404,4.3205,67.0,0.0003060034042878,0.97,3.2,25.6,2.8687819151988067e-05
2405,4.38371,63.0,0.0003166469961714,5.7,3.2,25.7,2.8786090561040904e-05
2406,4.45197,64.0,0.0003273353936208,4.7,3.2,25.8,1.9255023154165344e-05
2407,4.52288,71.0,0.0003283850217796,3.9,3.2,25.9,1.931676598703845e-05
2408,4.5892,73.0,0.0003390815733385,0.95,3.2,26.0,1.937608990505716e-05
2409,4.65863,69.0,0.0003595095124273,2.6,3.2,26.1,2.914941992654346e-05
2410,4.73076,64.0,0.0003702729301256,1.0,3.2,26.2,2.923207343096846e-05
2411,4.78969,67.0,0.0003712750366389,0.96,3.2,26.3,2.9311187103077675e-05
2412,4.82225,68.0,0.0003820196103399,0.98,3.2,25.49411764705882,2.938612387230749e-05
2413,4.80837,68.0,0.0003820196103399,0.98,3.2,25.49411764705882,2.938612387230749e-05
2414,4.76957,68.0,0.00038381293548,0.98,3.1789473684210527,25.49411764705882,2.9524071960004725e-05
2415,4.54156,88.0,0.000323479504452,2.3,3.7,29.0,8.512618538213145e-05
2416,4.4251,85.0,0.0003206101717795,1.2,3.7,29.1,8.437109783672505e-05
2417,4.32769,84.0,0.0003176744004592,1.7,3.7,29.2,8.359852643664068e-05
2418,4.25436,80.0,0.0003147640925958,1.4,3.7,29.3,8.283265594628027e-05
2419,4.20748,74.0,0.0003118639616571,1.8,3.7,29.4,7.659816602105355e-05
2420,4.1808,72.0,0.000314378479167,1.3,3.7,29.4,7.588446048858752e-05
2421,4.16726,66.0,0.0003167751218778,1.3,3.7,29.5,7.516697807271869e-05
2422,4.16284,62.0,0.000313903253953,1.1,3.7,29.6,7.448551788716508e-05
2423,4.15946,60.0,0.0003113407175611,0.62,3.7,29.7,6.860049708975583e-05
2424,10.28149,58.0,0.0003143056203083,0.82,3.7,29.8,6.809955106680566e-05
2425,4.13453,58.0,0.000317706678611,0.71,3.7,29.9,7.291628689433909e-05
2426,4.1029,54.0,0.0003157987378404,1.0,3.7,29.9,7.247839884862887e-05
2427,4.05903,52.0,0.000319061342116,1.1,3.7,30.0,7.204610951008646e-05
2428,4.00343,48.0,0.0003171744868935,1.1,3.7,30.1,7.162004542757167e-05
2429,3.93447,47.0,0.0003204019773379,1.1,3.7,30.2,7.62861850804565e-05
2430,3.85444,45.0,0.0003185470210797,0.93,3.7,30.3,7.078822690660505e-05
2431,3.77289,44.0,0.0003167006826659,0.63,3.7,30.4,7.037792948131466e-05
2432,3.6876,43.0,0.0003198272932616,1.5,3.7,29.694117647058825,6.996222040098347e-05
2433,3.59975,62.22222222222222,0.0003198272932616,0.53,3.7,29.694117647058825,6.496491894377036e-05
2434,3.51247,62.22222222222222,0.0003110481334643,0.86,3.7,29.694117647058825,6.418453547676767e-05
2435,3.96198,24.0,0.0001498223715722,5.1,3.5,26.8,7.249469592205371e-05
2436,3.80407,24.0,0.0001458518878895,4.9,3.5,26.9,6.918674015020313e-05
2437,3.65308,23.0,0.0001435752113222,4.9,3.5,27.0,6.842045717795245e-05
2438,3.51081,23.0,0.0001424621057394,4.8,3.5,27.0,6.978004994088262e-05
2439,3.37459,22.0,0.0001414221699617,4.6,3.5,27.1,6.91809152053186e-05
2440,3.2408,22.0,0.0001441489728878,4.5,3.4,27.2,6.979043581716226e-05
2441,3.10784,21.0,0.0001478407769371,4.2,3.4,27.2,6.841634156096266e-05
2442,2.97957,21.0,0.0001531929275727,4.1,3.4,27.3,6.906539660354993e-05
2443,2.85256,20.0,0.0001584434210101,4.0,3.4,27.3,6.971028933502403e-05
2444,2.72802,20.0,0.0001593438507644,3.8,3.4,27.4,6.924903722518713e-05
2445,2.60546,19.0,0.000161318052823,3.6,3.4,27.5,6.750408522132324e-05
2446,2.48882,18.0,0.0001598824171588,3.4,3.4,27.6,6.314169179323324e-05
2447,2.37412,18.0,0.0001579829794444,3.2,3.4,27.7,5.924361729165919e-05
2448,2.26575,17.0,0.0001576490564961,3.0,3.4,27.7,5.660814955420247e-05
2449,2.15967,17.0,0.0001576099687903,2.9,3.4,27.8,5.40847201486902e-05
2450,2.05556,17.0,0.0001564554107844,2.6,3.4,27.9,5.1419132010459954e-05
2451,1.95876,17.0,0.0001570297332355,2.6,3.4,28.0,4.950236276126879e-05
2452,1.87713,17.0,0.0001575331174792,2.4,3.4,27.376470588235293,4.770442993206231e-05
2453,1.80577,20.0,0.0001607180794189,2.3,3.4,27.376470588235293,4.637444582537239e-05
2454,1.74638,20.0,0.000159819603495,2.2,3.426315789473684,27.376470588235293,4.424884106129196e-05
2455,32.71293,553.0,0.0008188583695002,28.0,2.7,21.1,0.0003942221167583
2456,31.52151,545.0,0.0009479018331865,28.0,2.7,21.2,0.0004542930175554
2457,30.03761,537.0,0.0009100080732506,29.0,2.7,21.3,0.0004324919911768
2458,28.40001,532.0,0.000823035301066,25.0,2.7,21.3,0.0003901312325295
2459,26.7021,526.0,0.0008503563035691,25.0,2.7,21.4,0.0003890059244499
2460,25.08354,519.0,0.0008126528004774,23.0,2.7,21.4,0.0003719876543415
2461,23.55702,514.0,0.0007615280705104,22.0,2.7,21.5,0.0003539979007059
2462,22.15189,504.0,0.0007277324149324,21.0,2.7,21.5,0.0003446460677086
2463,20.81041,492.0,0.0006986459535337,19.0,2.8,21.6,0.0003373982110115
2464,19.55795,472.0,0.0006758789174078,19.0,2.8,21.6,0.0003364404665263
2465,18.39194,447.0,0.000595378557543,20.0,2.8,21.7,0.0003000019799968
2466,17.2626,423.0,0.0005767253971689,20.0,2.8,21.7,0.0002956389926793
2467,16.18409,400.0,0.0005397234117983,17.0,2.8,21.7,0.0002831234811604
2468,15.14862,381.0,0.0005229913965058,15.0,2.8,21.7,0.0002821717526001
2469,14.16979,364.0,0.0005409973227342,15.0,2.8,21.7,0.000289235928001
2470,13.22253,346.0,0.0005281974585559,15.0,2.8,21.8,0.0002850634888765
2471,12.35832,330.0,0.0005223443625041,17.0,2.8,21.8,0.0002834486320059
2472,11.5808,315.0,0.0004973234522196,16.0,2.8,21.529411764705884,0.0002704430616799
2473,10.92642,455.55555555555554,0.0004712131188131,17.0,2.9,21.529411764705884,0.0002583764062936
2474,10.3929,455.55555555555554,0.0004417634144585,16.0,2.763157894736842,21.529411764705884,0.0002426999945177
2475,2.43355,13.0,0.0001480734344291,1.7160000000000002,4.2,25.6,4.983999258317788e-05
2476,2.32261,13.0,0.000143342091067,1.7160000000000002,4.2,25.6,4.729494132247784e-05
2477,2.18076,13.0,0.0001401054223714,1.7160000000000002,4.2,25.7,4.58623236901833e-05
2478,2.03443,13.0,0.0001422650668924,1.7160000000000002,4.1,25.8,4.4855963255268914e-05
2479,1.90063,13.0,0.0001437010804832,1.7160000000000002,4.1,25.8,4.2405776756848734e-05
2480,1.78511,12.0,0.0001476900699888,3.1,4.1,25.9,4.052146324603313e-05
2481,1.69056,12.0,0.0001479380564898,2.5,4.1,26.0,3.731891298433328e-05
2482,1.61599,12.0,0.0001497228515878,2.7,4.0,26.0,3.4510110186619126e-05
2483,1.55603,12.0,0.0001559237117612,2.1,4.0,26.1,3.210194065673017e-05
2484,1.50548,12.0,0.0001641068393795,2.0,4.0,26.2,2.967745485063093e-05
2485,1.46071,12.0,0.0001696427440898,1.9,4.0,26.2,2.72299749742915e-05
2486,1.41959,12.0,0.0001776882876881,1.7,3.9,26.3,2.5305876229643302e-05
2487,1.37896,12.0,0.0001866255192669,1.8,3.9,26.4,2.363740008388529e-05
2488,1.34185,12.0,0.0002011595460283,1.6,3.9,26.4,2.1814144318789143e-05
2489,1.30988,12.0,0.0002126283190406,1.3,3.9,26.5,2.0527717689511057e-05
2490,1.28294,13.0,0.0002198753370934,1.0,3.8,26.6,1.9507317612850528e-05
2491,1.26078,12.0,0.0002168277056815,1.1,3.8,26.6,1.8477247998683075e-05
2492,1.24004,12.0,0.0002195183140993,1.1,3.8,26.1,1.8281473948055864e-05
2493,1.21847,12.333333333333334,0.0002220495951075,1.1,3.7,26.1,1.8140847225378512e-05
2494,1.19461,12.333333333333334,0.0002229899042775,0.74,3.9842105263157896,26.1,1.816849633833828e-05
2495,44.38249,2480.0,0.0023483496444527,73.0,2.6,21.4,0.0007537296622944
2496,43.3236,2250.0,0.0022523057259561,72.0,2.7,21.5,0.0007216677400175
2497,42.20528,2080.0,0.002159405509155,75.0,2.7,21.5,0.0006823226870777
2498,41.04254,1960.0,0.0020854592679328,74.0,2.7,21.6,0.0006505163935729
2499,39.8349,1850.0,0.0020850888335627,74.0,2.7,21.6,0.0006323060135126
2500,38.56259,1760.0,0.0020577503996343,78.0,2.7,21.7,0.0006236122185514
2501,37.2254,1680.0,0.0020115737622365,62.0,2.7,21.7,0.0006169019937433
2502,35.85347,1610.0,0.0019447677817143,66.0,2.7,21.8,0.0006117936492606
2503,34.40238,1530.0,0.0018369518584032,59.0,2.7,21.8,0.0005898871091848
2504,32.93728,1450.0,0.0017542396560653,56.0,2.7,21.8,0.0005781216327386
2505,31.48466,1360.0,0.0017189333348583,51.0,2.8,21.8,0.0005713256298736
2506,30.06596,1270.0,0.0016378713899012,53.0,2.8,21.8,0.0005501830929537
2507,28.7343,1210.0,0.0015617942259548,51.0,2.8,21.9,0.0005295299050418
2508,27.48995,1180.0,0.0014898395331289,56.0,2.8,21.9,0.0005013643202852
2509,31.99023,1190.0,0.0014234664786353,55.0,2.8,21.9,0.0004773905435932
2510,25.29271,1180.0,0.0013517379706887,57.0,2.8,21.9,0.0004568728059984
2511,24.28171,1120.0,0.0012861179673055,46.0,2.8,21.9,0.0004369577902097
2512,23.31154,1120.0,0.0012420505922658,39.0,2.8,21.735294117647054,0.0004202365818378
2513,22.40518,1571.111111111111,0.0012305305933042,33.0,2.8,21.735294117647054,0.0004145577091102
2514,21.56988,1571.111111111111,0.0011537157689747,31.0,2.7421052631578946,21.735294117647054,0.000388025853131
2515,1.40141,13.0,0.0003900738630085,2.9,3.8,23.6,2.4856441743760603e-05
2516,1.33557,13.0,0.0003837408061099,2.7,3.8,23.6,2.2544772358957867e-05
2517,1.27535,14.0,0.0004031569572254,2.4,3.8,23.7,2.055493177047336e-05
2518,1.22125,13.0,0.0004167972479538,2.1,3.8,23.7,1.9131676955257384e-05
2519,1.17286,14.0,0.0004241672161425,2.0,3.8,23.8,1.8007098798504123e-05
2520,1.12971,13.0,0.0004162196701898,1.6,3.8,23.8,1.628402465531605e-05
2521,1.08933,13.0,0.0004173065756441,1.5,3.8,23.8,1.612369077222083e-05
2522,1.05201,12.0,0.0004253494149008,2.0,3.8,23.9,1.55539766541032e-05
2523,1.01694,11.0,0.0004332118541852,1.9,3.8,23.9,1.4399832231813773e-05
2524,0.9835,10.0,0.000439643622576,1.6,3.8,24.0,1.350305615861484e-05
2525,0.95017,10.0,0.0004511580989104,1.7,3.8,24.0,1.2645656071228116e-05
2526,0.91816,10.0,0.0004597099138958,1.5,3.8,24.0,1.1816755663990171e-05
2527,0.88643,10.0,0.0004763244340985,1.3,3.8,24.1,1.120763374349537e-05
2528,0.855,9.0,0.0004920973235546,1.0,3.8,24.1,1.0438983045260136e-05
2529,0.82497,8.0,0.0005054513847913,1.2,3.8,24.2,1.005873402569755e-05
2530,0.79524,9.0,0.0005161713724202,0.84,3.8,24.2,9.340076045841796e-06
2531,0.76665,8.0,0.0005266591579541,0.84,3.8,24.3,8.993850973273042e-06
2532,0.73969,8.0,0.0005376192534937,0.65,3.8,23.923529411764704,8.660322782116807e-06
2533,0.71298,11.0,0.0005656379448476,0.59,3.8,23.923529411764704,9.339563784635772e-06
2534,0.68693,11.0,0.0005687425578864,0.43,3.8,23.923529411764704,9.503620961514103e-06
2535,1.56829,12.0,0.0003446806034347,1.1,3.9,25.3,1.2434365203274516e-05
2536,1.50213,10.0,0.0003391045749781,1.4,3.9,25.4,1.2430519610636347e-05
2537,1.43856,11.0,0.0003340795437427,1.2,3.9,25.4,1.1434270098339696e-05
2538,1.37821,10.0,0.0003335646578551,1.5,3.9,25.5,1.1433661893692794e-05
2539,1.32119,11.0,0.0003301063449521,0.63,3.9,25.6,1.0440110307222617e-05
2540,1.26576,10.0,0.0003112770813547,0.92,3.8,25.7,1.0442202409662518e-05
2541,1.21279,8.0,0.0002989533647673,0.91,3.8,25.8,1.044595783712961e-05
2542,1.16272,8.0,0.0002846840479881,1.5,3.8,25.8,1.045168707648893e-05
2543,1.11425,8.0,0.0002774303672191,1.7,3.8,25.9,1.0459672731782611e-05
2544,1.06839,8.0,0.0002787068004459,1.2,3.8,26.0,9.47303972893146e-06
2545,1.02404,8.0,0.0002785632128822,0.98,3.8,26.1,8.48669286558676e-06
2546,0.98189,8.0,0.0002864868216062,0.69,3.8,26.2,7.999632016927221e-06
2547,0.94272,7.0,0.0002970023795249,0.54,3.7,26.2,7.512707745150923e-06
2548,0.90492,7.0,0.0002980895171853,0.44,3.7,26.3,7.025678856219482e-06
2549,0.86934,7.0,0.000284666437324,1.0,3.7,26.4,6.538275062214202e-06
2550,0.83484,7.0,0.0003030131914095,0.54,3.7,26.5,6.554361877411249e-06
2551,0.80184,7.0,0.0003139488854814,0.35,3.7,26.6,6.57219889091616e-06
2552,0.76988,7.0,0.0003290864782473,0.35,3.7,25.923529411764704,6.5918709048002e-06
2553,0.73933,8.555555555555555,0.0003407490190789,0.3,3.6,25.923529411764704,6.5918709048002e-06
2554,0.71043,8.555555555555555,0.0003537920070574,0.68,3.78421052631579,25.923529411764704,6.636790897181814e-06
2555,6.16904,245.0,0.0012588476702095,10.0,3.5,24.3,9.22232725428262e-05
2556,6.10132,233.0,0.0011818634420707,9.5,3.5,24.4,9.1947630218028e-05
2557,6.04612,222.0,0.0011304539492779,8.1,3.5,24.5,9.38407718512602e-05
2558,5.99813,210.0,0.0010814738640275,9.0,3.5,24.5,9.561163827355128e-05
2559,5.95158,199.0,0.0010348260353951,10.0,3.5,24.6,9.727364732714785e-05
2560,5.8978,188.0,0.0010146222599651,12.0,3.5,24.7,9.682280015572334e-05
2561,5.83209,177.0,0.0009933475221388,11.0,3.5,24.8,9.638421501941454e-05
2562,6.54856,172.0,0.0009787646454856,11.0,3.5,24.8,9.403817182117394e-05
2563,5.65509,159.0,0.0009329756302269,11.0,3.6,24.9,8.992536194958184e-05
2564,5.54458,152.0,0.0009185828206714,9.8,3.6,25.0,8.966246655955966e-05
2565,5.42366,141.0,0.0008977142264457,8.8,3.6,25.1,8.76254922227905e-05
2566,5.3009,134.0,0.0008882827117102,10.0,3.6,25.2,8.568081274370946e-05
2567,5.17562,127.0,0.0008638710317528,8.9,3.6,25.3,8.211051390917892e-05
2568,5.05278,122.0,0.000852242284612,8.7,3.6,25.4,8.03686240891556e-05
2569,4.93599,120.0,0.0008362259646522,8.1,3.6,25.5,7.706396144834337e-05
2570,4.81386,112.0,0.000820924415513,9.5,3.6,25.6,7.550576815873561e-05
2571,4.69831,108.0,0.0007968165133136,8.9,3.6,25.7,7.243786484669156e-05
2572,4.57963,104.0,0.0007551178925879,8.1,3.7,24.958823529411767,6.94893766185234e-05
2573,4.46142,162.5,0.000735043183787,8.2,3.7,24.958823529411767,6.794516824922288e-05
2574,4.35439,162.5,0.0007121289384521,7.3,3.568421052631579,24.958823529411767,6.54147667889229e-05
2575,10.37668,160.0,0.0007635568679775,58.0,3.2,24.1,0.0006407983863694
2576,10.92025,168.0,0.0007736271918669,60.0,3.2,24.1,0.0006473332494299
2577,11.52192,177.0,0.0008039594285663,63.0,3.2,24.2,0.0006947508159827
2578,12.12615,186.0,0.0008358776448986,67.0,3.2,24.3,0.0007484115661895
2579,12.61029,195.0,0.0008446009156491,70.0,3.2,24.4,0.0007757766994584
2580,12.87944,201.0,0.0008456631034881,71.0,3.2,24.4,0.0007894961629576
2581,12.88724,201.0,0.0008509844870602,71.0,3.2,24.5,0.0008018667574962
2582,12.65146,199.0,0.0008200196778258,67.0,3.2,24.6,0.0007542725502103
2583,12.18873,191.0,0.0007954245143509,63.0,3.2,24.6,0.0007137358127121
2584,11.56458,179.0,0.0007623670383447,57.0,3.2,24.7,0.000672606045997
2585,10.86759,171.0,0.0007224321810121,51.0,3.2,24.7,0.0006318583510007
2586,10.12006,161.0,0.000680515431873,47.0,3.2,24.8,0.0005730752930697
2587,9.33592,143.0,0.0006588346244372,42.0,3.2,24.8,0.0005318740495371
2588,8.5589,133.0,0.0006438537929268,39.0,3.1,24.8,0.0005007500242381
2589,7.83583,128.0,0.0006465236927905,37.0,3.1,24.9,0.0004863191071936
2590,7.20157,125.0,0.0006419008167041,36.0,3.1,24.9,0.0004695951288519
2591,6.66344,122.0,0.0006317014847219,36.0,3.1,25.0,0.0004456209615665
2592,6.19816,119.0,0.0006254949837649,37.0,3.0,24.576470588235296,0.0004316138572391
2593,5.80872,164.38888888888889,0.0006027632379561,37.0,3.0,24.576470588235296,0.0004161356048657
2594,5.46481,164.38888888888889,0.0005968871041284,38.0,3.1578947368421053,24.576470588235296,0.0004080512544549
2595,1.56998,5.0,0.0002574835292829,1.3,3.8,26.5,1.7196775757296237e-05
2596,1.50767,5.0,0.0002539047045116,1.2,3.8,26.6,1.6298430945911232e-05
2597,1.44602,5.0,0.0002604971188975,1.2,3.7,26.7,1.570619671420601e-05
2598,1.38584,5.0,0.0002650928044564,1.2,3.7,26.7,1.5027990340877353e-05
2599,1.32713,5.0,0.0002600223124771,1.1,3.7,26.8,1.4092972127822048e-05
2600,1.27051,5.0,0.0002634976897503,1.1,3.7,26.9,1.3545556819400751e-05
2601,1.21571,4.0,0.0002540750587552,0.93,3.6,26.9,1.262610576328388e-05
2602,1.16318,4.0,0.0002537621067284,0.95,3.6,26.9,1.1988064311585628e-05
2603,1.11312,4.0,0.0002522741923806,0.8,3.6,27.0,1.115216599023262e-05
2604,1.06526,4.0,0.0002464184222827,0.89,3.6,27.0,1.0454638533032767e-05
2605,1.0198,4.0,0.0002409368398427,0.88,3.5,27.0,9.848199254616033e-06
2606,0.97675,4.0,0.000245686088508,0.65,3.5,27.0,9.346637127015708e-06
2607,0.93614,4.0,0.0002529176295449,0.71,3.5,27.0,9.055548006903643e-06
2608,0.89773,4.0,0.00025144317532,0.65,3.4,27.0,8.486286330171763e-06
2609,0.86144,4.0,0.0002586412400702,0.62,3.4,27.0,8.19055032538061e-06
2610,0.82729,4.0,0.0002726075463252,0.54,3.4,27.0,8.03802822307485e-06
2611,0.79506,4.0,0.0002716444761902,0.55,3.4,27.0,7.742444136412311e-06
2612,0.76409,4.0,0.0002749899097515,0.54,3.3,26.88235294117647,7.639175982103902e-06
2613,0.73447,4.333333333333333,0.0002827720649632,0.54,3.3,26.88235294117647,7.700452794794576e-06
2614,0.70691,4.333333333333333,0.0002854885356144,0.48,3.5526315789473686,26.88235294117647,7.608197015107062e-06
2615,4.53217,56.0,0.0002238308070177,7.2,3.0,21.0,8.917520185736505e-05
2616,4.34045,53.0,0.000211129532095,7.3,3.1,21.1,8.269715874781239e-05
2617,4.14967,50.0,0.0002042227389339,6.8,3.1,21.2,7.700706596302058e-05
2618,3.98101,50.0,0.0002064061403086,7.1,3.1,21.3,7.565180806299102e-05
2619,24.88472,48.0,0.0002025726424592,9.2,3.1,21.4,7.158770698103051e-05
2620,3.77297,45.0,0.0002138488069534,5.1,3.1,21.4,7.003933942556201e-05
2621,3.74633,47.0,0.0002009251319774,5.0,3.2,21.5,6.597394678994408e-05
2622,3.75433,43.0,0.0001953910151145,5.0,3.2,21.6,6.270847153415739e-05
2623,7.7226,42.0,0.0001974150704519,5.3,3.2,21.7,6.136004392412845e-05
2624,8.58267,41.0,0.000195984558026,5.4,3.2,21.8,5.742558286248187e-05
2625,3.64038,38.0,0.000196027039874,4.6,3.2,21.9,5.459160970119939e-05
2626,3.43491,38.0,0.0002016546582226,4.2,3.2,22.0,5.379650131987014e-05
2627,3.14925,37.0,0.000204084159764,3.6,3.3,22.1,5.153311242216149e-05
2628,2.83082,37.0,0.0002037309334419,3.7,3.3,22.2,4.821078474793464e-05
2629,2.52224,36.0,0.000206755154153,3.4,3.3,22.3,4.605229821547573e-05
2630,2.25441,36.0,0.0002040493549138,3.5,3.3,22.4,4.353052904828479e-05
2631,2.04606,36.0,0.0002055318192039,3.5,3.3,22.5,4.218574319766135e-05
2632,1.88769,36.0,0.0002065652865005,3.5,3.3,21.72941176470588,4.0786492085010833e-05
2633,1.76325,42.72222222222222,0.0002053604338897,3.5,3.3,21.72941176470588,3.9447766961870434e-05
2634,1.6646,42.72222222222222,0.0002066720547714,3.5,3.2,21.72941176470588,3.83964043020862e-05
2635,4.11698,221.0,0.0002607556310286,1.1,3.4,24.3,2.5860062581351447e-05
2636,4.06245,218.0,0.0002670334491184,2.2,3.4,24.4,2.543175705890207e-05
2637,4.01105,207.0,0.0002666622222962,1.3,3.4,24.5,2.4999583340277665e-05
2638,3.95982,189.0,0.0002622246896837,2.4,3.4,24.5,2.4583564657848e-05
2639,3.90909,176.0,0.0002581181172703,1.3,3.4,24.6,2.4198573494092524e-05
2640,3.85274,164.0,0.0002501791958128,1.7,3.4,24.7,2.184104090429852e-05
2641,3.79797,165.0,0.0002461442287969,1.5,3.4,24.7,2.14887818790963e-05
2642,3.74024,167.0,0.0002418774295723,1.7,3.4,24.8,2.1116283534098e-05
2643,3.6798,169.0,0.0002415896599625,3.0,3.4,24.9,2.076161140303195e-05
2644,3.61783,159.0,0.0002397212543554,2.9,3.4,24.9,1.858304297328688e-05
2645,3.55217,148.0,0.0002363247651866,3.4,3.4,25.0,1.831974923927241e-05
2646,3.48589,139.0,0.0002332060040603,2.7,3.4,25.1,1.807798481087716e-05
2647,3.42037,134.0,0.0002338630062643,2.9,3.4,25.1,1.6066924094494937e-05
2648,3.35518,129.0,0.0002452165138326,1.1,3.4,25.2,1.5877328233770724e-05
2649,3.2908,124.0,0.0002564053367195,2.2,3.3,25.2,1.7442539912891956e-05
2650,3.22598,122.0,0.0002639601264938,2.3,3.3,25.3,1.725229584927014e-05
2651,3.15719,121.0,0.0002679985797782,2.3,3.3,25.4,1.7069973234281968e-05
2652,3.08264,120.0,0.0002686178345347,2.3,3.3,24.858823529411765,1.689420342986118e-05
2653,3.01136,159.55555555555554,0.0002719966752207,2.3,3.3,24.858823529411765,1.689420342986118e-05
2654,2.93336,159.55555555555554,0.0002699466565533,2.3,3.3736842105263154,24.858823529411765,1.6561144573823785e-05
2655,1.15385,5.0,0.000387401049961,0.8,3.8,25.6,1.7369731774360684e-05
2656,1.12824,5.0,0.0003666701529041,1.0,3.8,25.7,1.733797245275822e-05
2657,1.10292,5.0,0.0003584919883741,1.1,3.7,25.8,1.731036080934313e-05
2658,1.07721,5.0,0.0003406795710202,0.67,3.7,25.9,1.583000624504894e-05
2659,1.05136,5.0,0.0003249354580254,0.56,3.7,26.0,1.4911421703908128e-05
2660,1.02489,5.0,0.0003164931712349,0.66,3.6,26.1,1.4663776273432326e-05
2661,0.99829,5.0,0.0003074330933758,0.73,3.6,26.2,1.44178579144502e-05
2662,0.97203,5.0,0.0003029535311802,0.69,3.6,26.2,1.384107872716997e-05
2663,0.94567,5.0,0.0002970574289287,0.7,3.5,26.3,1.304532066006227e-05
2664,0.92038,5.0,0.00028897360395,0.66,3.5,26.4,1.2031368537264844e-05
2665,0.896,4.0,0.0002813516118207,0.38,3.5,26.4,1.0910227015375156e-05
2666,0.87229,5.0,0.0002891493727175,0.5,3.5,26.5,1.0562534163196434e-05
2667,0.84987,5.0,0.0002929549765438,0.42,3.5,26.5,1.0105683480327093e-05
2668,0.82807,5.0,0.0002922334011702,0.46,3.5,26.6,9.540077261467091e-06
2669,0.80695,5.0,0.0002878789288495,0.31,3.5,26.6,8.866233169891804e-06
2670,0.78651,4.0,0.0002980461154255,0.25,3.4,26.7,8.521846408795594e-06
2671,0.7666,4.0,0.0003022636406281,0.26,3.4,26.7,8.396212239671078e-06
2672,0.74681,4.0,0.000308842023061,0.23,3.4,26.24705882352941,8.270610906498132e-06
2673,0.72752,4.777777777777778,0.0003093861421996,0.21,3.4,26.24705882352941,8.488258561932294e-06
2674,0.70873,4.777777777777778,0.0003084579584049,0.22,3.5578947368421048,26.24705882352941,8.56225534574658e-06
2675,1.3155,7.0,0.0002939347068634,0.64,4.1,25.7,9.632691704325904e-06
2676,1.26294,7.0,0.0002701321267522,0.55,4.1,25.8,8.753648664377861e-06
2677,1.21308,7.0,0.0002665124643478,0.47,4.0,25.8,8.150228267518203e-06
2678,1.16583,7.0,0.0002598430224184,0.38,4.0,25.9,7.289102966543423e-06
2679,1.12157,7.0,0.0002477564020401,0.39,3.9,26.0,6.710628440958616e-06
2680,1.0791,7.0,0.0002424770040737,0.4,3.9,26.1,6.54260638745315e-06
2681,1.03837,7.0,0.0002300658139744,0.45,3.8,26.1,6.512550482234427e-06
2682,0.99912,6.0,0.0002229087446809,0.38,3.8,26.2,6.088956208624053e-06
2683,0.96186,6.0,0.0002160516624634,0.44,3.8,26.3,5.935485232512741e-06
2684,0.92608,6.0,0.0002146107018414,0.34,3.7,26.3,5.654571188223974e-06
2685,0.89241,6.0,0.0002077802692171,0.35,3.7,26.4,5.50932532015083e-06
2686,0.86079,6.0,0.000207985354899,0.32,3.7,26.4,5.235628820618325e-06
2687,0.83128,6.0,0.0002131765023065,0.29,3.6,26.5,5.0942914154136015e-06
2688,0.80339,6.0,0.0002175874828139,0.25,3.6,26.5,4.823688953934814e-06
2689,0.7775,5.0,0.0002205728491609,0.15,3.6,26.6,4.554601605093658e-06
2690,0.75349,5.0,0.0002357812843441,0.2,3.5,26.6,4.676653573768754e-06
2691,0.73092,5.0,0.0002333256465999,0.3,3.5,26.7,4.7988042936069295e-06
