,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),Maternal mortality ratio (per 100 000 live births),per_capita-Lower Respiratory Infections,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),"Mean Non-HDL cholesterol, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),per_capita-Tuberculosis
736,0.88628,8.5,0.0001349681786563,0.39,3.710526315789474,27.235294117647054,3.993141380365085e-06
737,1.33029,8.0,0.0003151337651028,0.75,4.0,25.5,9.180472348417289e-06
738,1.27459,8.0,0.0003355224758982,0.75,3.9,25.6,9.148915592104749e-06
739,1.21944,8.0,0.0003665325628831,0.7,3.9,25.7,9.116799787448324e-06
740,1.16604,7.0,0.0003828229830234,0.52,3.8,25.7,8.527775893015715e-06
741,1.11362,7.0,0.000389035192722,0.75,3.8,25.8,8.312717793206183e-06
742,1.06283,6.0,0.0003932010820393,0.5,3.8,25.9,7.731481950211096e-06
743,1.01405,6.0,0.0004063727316741,0.41,3.7,25.9,7.338559488473049e-06
744,0.96758,6.0,0.0004198883711403,0.5,3.7,26.0,7.315128417079362e-06
745,0.92364,6.0,0.0004277335427878,0.32,3.6,26.0,6.56368607858592e-06
746,0.88226,6.0,0.0004365049786292,0.52,3.6,26.1,6.363046335703417e-06
747,0.84291,5.0,0.0004313240233339,0.65,3.6,26.1,6.164361829908939e-06
748,0.80567,5.0,0.0004251442343859,0.3,3.5,26.1,5.425064666770828e-06
749,0.77089,5.0,0.0004215783916631,0.41,3.5,26.1,5.2313963877749125e-06
750,0.73882,4.0,0.0004218519299725,0.3,3.4,26.1,5.039186876805559e-06
751,0.7088,4.0,0.0004122765765314,0.23,3.4,26.1,4.668637190687074e-06
752,0.68097,4.0,0.000414404507173,0.31,3.3,26.1,4.837406698518302e-06
753,0.65507,4.0,0.0004222543412018,0.41,3.3,26.2,4.648015610181657e-06
754,0.63052,4.0,0.0004284734713914,0.24,3.2,25.94117647058824,4.637930997576146e-06
755,0.60725,5.722222222222222,0.0004336465482733,0.17,3.2,25.94117647058824,4.816312959021383e-06
756,0.58391,5.722222222222222,0.0004392385489817,0.17,3.5894736842105264,25.94117647058824,4.795568468462388e-06
757,22.0221,507.0,0.000942612665368,45.0,3.0,22.9,0.0006707338934235
758,21.54359,490.0,0.0009220912278676,49.0,3.0,23.0,0.0006666762868151
759,21.02992,470.0,0.0009059804481322,39.0,3.0,23.0,0.0006505190891057
760,20.49218,449.0,0.00096268404999,39.0,3.0,23.0,0.0006586785605195
761,19.96225,426.0,0.0010723852433706,36.0,3.0,23.1,0.0007210079508619
762,19.42509,393.0,0.0010519207683073,37.0,3.0,23.1,0.0006932773109243
763,18.89018,361.0,0.00104396583331,35.0,2.9,23.1,0.0006684915209065
764,18.36033,335.0,0.0010239364957753,47.0,2.9,23.2,0.0006754236519249
765,17.84358,320.0,0.0009898532986649,54.0,2.9,23.2,0.0006584921516759
766,17.33358,299.0,0.0009536006359177,55.0,2.9,23.2,0.0006306736477777
767,16.8357,283.0,0.0009331179914871,49.0,2.9,23.2,0.0006238791780999
768,16.34423,272.0,0.0008942322679156,43.0,2.9,23.3,0.0006128859266069
769,15.85203,262.0,0.00086132421819,41.0,2.9,23.3,0.0006017647461417
770,15.39426,256.0,0.0008331250520703,37.0,2.9,23.3,0.000586974468504
771,14.94714,256.0,0.0007788402316031,34.0,2.9,23.3,0.0005529642214868
772,14.47546,247.0,0.0007484993794698,38.0,2.9,23.4,0.0005408511645201
773,14.03497,246.0,0.0007228172866714,35.0,2.9,23.4,0.0005220347070405
774,13.61768,248.0,0.0007003618536243,29.0,2.9,23.176470588235293,0.0005119806949762
775,13.19898,340.0,0.0006911161525864,28.0,2.9,23.176470588235293,0.0005108249823464
776,12.80593,340.0,0.0006567784408323,25.0,2.9315789473684206,23.176470588235293,0.0004840003012541
777,5.08175,122.0,0.00035931690578,12.0,3.9,24.8,0.0001083092998639
778,4.99541,117.0,0.0003508558832735,10.0,3.9,24.9,9.707725409464492e-05
779,4.91119,110.0,0.0003706943616023,9.3,3.9,25.0,9.807224119784096e-05
780,4.82921,100.0,0.0003746314969939,8.3,3.9,25.1,9.51493634668206e-05
781,4.74838,94.0,0.0003738667864317,7.7,3.9,25.2,9.051196710331335e-05
782,4.67043,94.0,0.0003748265850641,8.1,3.9,25.3,8.951628852439242e-05
783,4.59364,90.0,0.00037400148609,7.5,3.9,25.4,8.34228098656203e-05
784,4.51193,85.0,0.0003716318607571,6.7,3.9,25.5,7.612333565099177e-05
785,4.42215,82.0,0.0003678296981936,6.2,3.9,25.6,7.112767459388432e-05
786,4.32333,80.0,0.0003590176174583,5.2,3.9,25.8,6.738442284864422e-05
787,4.21676,78.0,0.0003531971099497,4.9,3.9,25.9,6.341862349404433e-05
788,4.11575,76.0,0.000337035010128,4.3,3.9,26.0,5.563942931137111e-05
789,4.00312,71.0,0.0003399966368184,3.8,3.8,26.1,5.071047210661286e-05
790,3.89188,67.0,0.000343341712961,3.5,3.8,26.2,4.721677207103967e-05
791,3.78814,65.0,0.000337540645892,3.7,3.8,26.4,4.624894542503069e-05
792,3.68944,63.0,0.0003261829361959,3.8,3.8,26.5,4.524716927911303e-05
793,3.58707,61.0,0.0003272851599593,3.5,3.8,26.6,4.421427868726252e-05
794,3.49067,59.0,0.0003307365277808,3.8,3.8,25.66470588235294,4.4319185793945374e-05
795,3.39661,84.11111111111111,0.0003338671073867,3.6,3.8,25.66470588235294,4.481025710468161e-05
796,3.29368,84.11111111111111,0.0003254455688693,3.3,3.8631578947368417,25.66470588235294,4.40034019718553e-05
797,5.82564,64.0,0.0004750259321309,1.5,3.6,26.4,1.6574954985184753e-05
798,5.5314,63.0,0.000456423854063,1.5,3.6,26.5,1.6417800055649283e-05
799,5.28409,60.0,0.0004357783059642,1.4,3.6,26.5,1.6494391906751705e-05
800,5.09761,57.0,0.000424549813461,1.5,3.6,26.6,1.6416827775074092e-05
801,4.98438,54.0,0.0004032842720795,1.2,3.6,26.7,1.529373605749228e-05
802,4.94672,52.0,0.0003833423449363,1.2,3.6,26.8,1.451542627271754e-05
803,4.9867,50.0,0.0003686070416279,1.1,3.6,26.8,1.4331869305443604e-05
804,5.07738,47.0,0.0003578916455689,1.1,3.6,26.9,1.4258052192029508e-05
805,5.17385,45.0,0.000345659956332,1.1,3.5,27.0,1.4068158324580962e-05
806,5.24028,45.0,0.0003380897513158,0.87,3.5,27.1,1.3364333854145058e-05
807,5.2619,45.0,0.0003214042292939,0.72,3.5,27.2,1.291134373014213e-05
808,5.23136,42.0,0.000314158328585,0.86,3.5,27.3,1.2536605914607416e-05
809,5.15097,42.0,0.0003039378569202,0.67,3.5,27.4,1.2893102202270906e-05
810,5.03318,40.0,0.0002902887486707,0.33,3.4,27.5,1.3470992416100924e-05
811,4.89104,39.0,0.0002751593714793,0.31,3.4,27.6,1.31768080444954e-05
812,4.74289,39.0,0.0002816220417028,0.43,3.4,27.7,1.221642965813706e-05
813,4.60546,38.0,0.0002590826252296,0.43,3.4,27.8,1.1402522224592785e-05
814,4.48413,37.0,0.0002443710733443,0.43,3.3,27.04705882352941,1.0672750847621578e-05
815,4.38338,47.72222222222222,0.0002377688092719,0.43,3.3,27.04705882352941,1.0105283522390163e-05
816,4.29934,47.72222222222222,0.0002255944034093,0.43,3.5,27.04705882352941,9.416040795524552e-06
817,3.7795,73.0,0.0003740284747125,2.2,3.7,25.5,2.6667478087367445e-05
818,5.26583,75.0,0.0003620172211422,1.9,3.7,25.6,2.3454636862734965e-05
819,3.55134,68.0,0.000344130549338,1.9,3.7,25.7,2.067155441617261e-05
820,3.46603,66.0,0.0003479820839903,1.3,3.7,25.8,1.993295432566224e-05
821,3.39771,64.0,0.0003555108649006,1.7,3.7,25.9,1.9544673141457435e-05
822,3.34312,62.0,0.0003540835707741,1.5,3.7,26.0,1.846808572079512e-05
823,3.2987,60.0,0.000352543581002,0.97,3.7,26.1,1.7417830130266945e-05
824,3.25995,58.0,0.0003450494102731,1.6,3.7,26.1,1.65503350857742e-05
825,3.22434,57.0,0.0003358057314729,1.3,3.7,26.2,1.564984569085661e-05
826,3.19059,57.0,0.0003505457835344,1.1,3.7,26.3,1.6084645696710574e-05
827,3.15908,54.0,0.0003283177441613,1.4,3.7,26.4,1.4870959725475474e-05
828,3.13288,53.0,0.000334169223031,1.1,3.7,26.5,1.5152079112298975e-05
829,3.11831,52.0,0.0003190137794907,1.3,3.6,26.5,1.3955826688991613e-05
830,3.12049,50.0,0.000338703366898,1.2,3.6,26.6,1.4405943106346963e-05
831,3.13788,49.0,0.0003653572142214,1.3,3.6,26.7,1.5998662642404423e-05
832,3.16677,48.0,0.0003675087725011,0.99,3.6,26.8,1.6120234150471803e-05
833,3.2001,47.0,0.0003631833442429,1.1,3.5,26.8,1.559284483332711e-05
834,3.22273,46.0,0.000365197016013,0.97,3.5,26.205882352941178,1.5392065892299932e-05
835,3.22294,57.72222222222222,0.000368599472684,1.7,3.5,26.205882352941178,1.4906000653595724e-05
836,3.2014,57.72222222222222,0.0003714733011626,0.97,3.647368421052632,26.205882352941178,1.434944609525775e-05
837,30.62983,454.0,0.0012248643391531,28.0,2.8,21.4,0.000901353658214
838,29.82101,421.0,0.0010673645385921,29.0,2.8,21.4,0.0007590147829988
839,28.96256,392.0,0.0009505265340922,30.0,2.8,21.5,0.000645205889808
840,28.12889,370.0,0.000871387334469,31.0,2.8,21.6,0.0005803029143894
841,27.24702,357.0,0.0008251498417707,30.0,2.8,21.6,0.0005259196793703
842,26.37883,344.0,0.0007915632404377,30.0,2.8,21.7,0.0004742327654293
843,25.49938,331.0,0.0007508292549133,30.0,2.8,21.8,0.0004388408430544
844,24.5706,322.0,0.0007019439345208,29.0,2.8,21.8,0.000405160038215
845,23.68444,314.0,0.000647244991151,28.0,2.9,21.9,0.0003763429522482
846,22.81229,310.0,0.0006125274492809,26.0,2.9,21.9,0.0003552027734232
847,22.00941,308.0,0.0005839846811597,42.0,2.9,22.0,0.0003319491871855
848,21.27993,308.0,0.0005806427475775,28.0,2.9,22.0,0.0003172584084702
849,20.57331,305.0,0.0005554008726062,29.0,2.9,22.1,0.0002959222497088
850,19.8818,300.0,0.0005255674352735,31.0,2.9,22.1,0.0002755677903866
851,19.24676,295.0,0.0004956704981903,42.0,2.9,22.2,0.0002699881205226
852,18.58378,296.0,0.000490048505352,37.0,2.8,22.3,0.0002672991847374
853,17.96602,301.0,0.0004753433730418,39.0,2.8,22.3,0.0002659816104001
854,17.35659,301.0,0.0004625121088239,47.0,2.8,21.858823529411765,0.000255666415711
855,16.77065,334.94444444444446,0.0004637968646818,44.0,2.8,21.858823529411765,0.0002492426364218
856,16.22273,334.94444444444446,0.0004444520628452,53.0,2.8368421052631576,21.858823529411765,0.0002363064686753
857,19.58374,1280.0,0.0011064229232532,6.6,2.7,20.2,0.0010990372405183
858,18.23672,1180.0,0.0010772267623422,23.0,2.8,20.2,0.0010640870393691
859,16.99123,1130.0,0.001072928508869,24.0,2.8,20.2,0.0010764797823779
860,15.84801,1060.0,0.0010333994181303,46.0,2.8,20.2,0.0010353143027841
861,14.84232,938.0,0.0010241807318307,40.0,2.8,20.2,0.0010025804219274
862,13.92821,804.0,0.0009923934257042,33.0,2.8,20.3,0.0009691172531275
863,13.09648,705.0,0.0009596630823135,26.0,2.8,20.3,0.0009485398891132
864,12.37292,635.0,0.0009323072167857,31.0,2.9,20.3,0.0009283876068653
865,11.67564,605.0,0.0009022131120427,20.0,2.9,20.3,0.0009172984642384
866,11.04054,583.0,0.0008549418044584,24.0,2.9,20.3,0.0008962014234391
867,10.47852,567.0,0.0008303147393467,24.0,2.9,20.3,0.0008736430136869
868,10.00196,558.0,0.0007972072994893,24.0,2.9,20.3,0.0008505789391805
869,9.57686,549.0,0.0007672724614084,25.0,2.9,20.3,0.0008293771702761
870,9.21532,540.0,0.0007473913491256,25.0,3.0,20.3,0.0008028962658024
871,8.86537,530.0,0.000723263200572,21.0,3.0,20.2,0.0007710628270454
872,8.56973,518.0,0.0006898306582926,18.0,3.0,20.2,0.0007455931187898
873,8.26857,498.0,0.0006727106749295,19.0,3.0,20.2,0.0007202049475248
874,8.00051,480.0,0.0006494370861121,18.0,3.0,20.25294117647059,0.0006972286188598
875,7.74577,731.1111111111111,0.0006453322918883,16.0,3.0,20.25294117647059,0.0006891656302061
876,7.48987,731.1111111111111,0.0006225557763027,16.0,2.889473684210526,20.25294117647059,0.0006569938357279
877,3.11875,29.0,0.0002297376135552,7.9,4.0,25.6,7.682077929607526e-05
878,2.9412,27.0,0.0002386890932223,7.3,3.9,25.7,7.810315894430807e-05
879,2.77089,25.0,0.0002271855024769,6.8,3.9,25.8,7.205236000888156e-05
880,2.61075,20.0,0.0002095175765257,7.2,3.9,25.9,6.51503418171911e-05
881,2.4595,18.0,0.0001967705774322,7.5,3.9,26.0,6.111813389939657e-05
882,2.3207,18.0,0.0001800594646381,3.8,3.8,26.1,5.326759162213321e-05
883,2.19172,16.0,0.0001729172345626,5.2,3.8,26.2,5.210169949702983e-05
884,2.07175,17.0,0.000171744007198,4.8,3.8,26.3,5.015532953571364e-05
885,1.96042,14.0,0.0001583046868129,4.2,3.8,26.4,4.206163176188528e-05
886,1.85822,14.0,0.0001539206277498,3.8,3.8,26.4,3.694095065997317e-05
887,1.76268,11.0,0.0001456043743271,3.1,3.7,26.5,3.1754145464965886e-05
888,1.67305,13.0,0.0001535508038813,3.5,3.7,26.6,3.0398382494273023e-05
889,1.58893,12.0,0.0001616055115324,2.7,3.7,26.6,2.824173987945484e-05
890,1.50862,10.0,0.0001642483466587,1.9,3.7,26.7,2.4479320896259008e-05
891,1.43365,11.0,0.0001772766334292,2.2,3.7,26.8,2.3053911970624548e-05
892,1.36386,10.0,0.0001768973643093,1.6,3.6,26.8,2.0811454624625395e-05
893,1.29688,11.0,0.0001837959671295,2.1,3.6,26.9,2.0959189234070613e-05
894,1.23175,9.0,0.0001835211041149,1.8,3.6,26.311764705882357,2.030100709235984e-05
895,1.17072,15.833333333333334,0.0001827090638312,1.0,3.6,26.311764705882357,2.030100709235984e-05
896,1.11526,15.833333333333334,0.000184729774976,1.2,3.763157894736842,26.311764705882357,1.9792475890290306e-05
897,42.25764,1030.0,0.0014391187065888,85.0,2.5,19.7,0.0011315053492432
898,39.74553,988.0,0.0013390433343647,86.0,2.6,19.7,0.0010632373993876
899,37.313,985.0,0.0012528291203672,80.0,2.6,19.8,0.0009820014503586
900,34.93324,972.0,0.0011587545951127,75.0,2.6,19.8,0.0009116468415797
901,32.62172,929.0,0.0010639726130442,69.0,2.6,19.8,0.0008379176688619
902,30.30475,865.0,0.0010109856061384,64.0,2.6,19.9,0.0007697488950963
903,28.03334,795.0,0.0009366837442547,60.0,2.6,19.9,0.0007055937497577
904,25.87052,731.0,0.0008808568876523,54.0,2.6,19.9,0.0006432662211424
905,23.8208,681.0,0.0008204025836139,46.0,2.7,19.9,0.0005819745970795
906,21.89475,638.0,0.0007517011090069,41.0,2.7,19.9,0.0005218957101146
907,20.0838,597.0,0.0006847359577432,36.0,2.7,20.0,0.0004724275897348
908,18.46037,558.0,0.0006372688363995,33.0,2.7,20.0,0.0004357254553724
909,16.94151,527.0,0.000585646421561,36.0,2.7,20.0,0.000401114982614
910,15.56515,498.0,0.0005406013495299,37.0,2.8,20.0,0.000368376381383
911,14.31815,472.0,0.0005236564314327,36.0,2.8,20.0,0.0003470564617218
912,13.2655,446.0,0.0004867250630731,26.0,2.8,20.0,0.0003262545305049
913,12.41915,422.0,0.0004565167233656,26.0,2.8,20.1,0.0003055473505734
914,11.74034,401.0,0.0004407931591423,25.0,2.8,19.905882352941177,0.0002877011375558
915,11.16447,696.3888888888889,0.0004326129475878,22.0,2.9,19.905882352941177,0.0002795938009373
916,10.65239,696.3888888888889,0.0003964929474762,19.0,2.6894736842105265,19.905882352941177,0.0002558223432086
917,8.03507,51.0,0.0002857380676404,1.9,4.0,25.1,5.963229237712953e-05
918,7.64848,49.0,0.0002762948855843,1.8,4.0,25.2,5.550566897899172e-05
919,7.27287,48.0,0.0002657135265327,2.0,4.0,25.3,5.387739708498792e-05
920,6.91943,48.0,0.0002623976831256,2.9,4.0,25.3,5.4666183984508816e-05
921,6.59095,47.0,0.0002542713979624,3.9,4.0,25.4,5.302341948032229e-05
922,6.29563,46.0,0.0002546147427912,3.3,3.9,25.5,5.259647268928156e-05
923,6.03474,44.0,0.0002559408492259,2.9,3.9,25.6,5.213609891639858e-05
924,5.80571,43.0,0.0002558343132491,4.1,3.9,25.7,5.163628340808859e-05
925,5.60784,42.0,0.0002533307767842,2.6,3.9,25.8,4.996891468679368e-05
926,5.44113,40.0,0.000245250996548,2.1,3.9,25.9,4.835935143201251e-05
927,5.29957,39.0,0.0002431554037007,2.9,3.9,26.0,4.9087710606256055e-05
928,5.18714,38.0,0.0002400566171266,3.3,3.9,26.1,4.75583864118896e-05
929,5.09819,38.0,0.0002348164218696,3.7,3.9,26.2,4.831151263346056e-05
930,5.02992,37.0,0.0002330617624821,3.7,3.9,26.3,4.7950506156621966e-05
931,4.97572,36.0,0.000231397675173,3.8,3.8,26.4,4.760813412650699e-05
932,4.93705,35.0,0.0002320239193568,3.9,3.8,26.5,4.728449541395377e-05
933,4.9058,34.0,0.0002327098239599,4.1,3.8,26.6,4.588644416111386e-05
934,4.87321,34.0,0.0002323717774703,4.2,3.8,25.81764705882353,4.560567595212707e-05
935,4.83227,41.61111111111112,0.0002334576268977,4.3,3.8,25.81764705882353,4.3433977097263873e-05
936,4.77097,41.61111111111112,0.0002319351011226,4.4,3.9,25.81764705882353,4.2950944652338944e-05
937,1.42337,6.0,0.0005496658182736,2.5,3.9,26.1,2.283018886176998e-05
938,1.37824,5.0,0.0004953372472568,1.9,3.9,26.2,2.1234254558946195e-05
939,1.33364,5.0,0.0004459816304094,1.9,3.8,26.2,2.021937443566281e-05
940,1.28973,5.0,0.0003812155279998,1.6,3.8,26.3,1.8638057568540497e-05
941,1.24642,5.0,0.0003072195442258,1.3,3.8,26.3,1.745129745602273e-05
942,1.20423,5.0,0.0002417945867877,1.5,3.7,26.3,1.646423948040392e-05
943,1.16223,4.0,0.0001944040683782,1.2,3.7,26.4,1.548350987083312e-05
944,1.12132,4.0,0.000167224718715,1.1,3.7,26.4,1.469897641673316e-05
945,1.08124,4.0,0.0001447161723087,1.2,3.6,26.4,1.3918683239178844e-05
946,1.04218,4.0,0.0001329454171448,1.0,3.6,26.4,1.3332634957216528e-05
947,1.00431,4.0,0.0001229289516329,0.9,3.6,26.4,1.2749597150788532e-05
948,0.96786,4.0,0.000116936825593,1.1,3.6,26.4,1.2359176688691354e-05
949,0.93277,4.0,0.0001140049364137,0.92,3.6,26.4,1.1590501868730916e-05
950,0.89924,4.0,0.0001129865399799,0.58,3.6,26.4,1.0823920636735173e-05
951,0.86666,3.0,0.0001131187581837,0.75,3.6,26.4,1.0628608151497144e-05
952,0.83548,3.0,0.0001151591567845,0.61,3.5,26.4,9.865364337390908e-06
953,0.80592,3.0,0.0001198662126164,0.48,3.5,26.4,9.483086441177838e-06
954,0.77681,3.0,0.0001302748761962,0.64,3.5,26.34117647058824,1.005031795982338e-05
955,0.74896,4.166666666666667,0.00013880816503,0.55,3.5,26.34117647058824,1.0239946600574763e-05
956,0.72272,4.166666666666667,0.0001469688852647,0.54,3.657894736842105,26.34117647058824,1.0430049922011673e-05
957,1.38907,10.0,0.0003225894884046,2.0,4.0,25.3,3.299173502242293e-05
958,1.33491,10.0,0.0003070464167909,1.9,4.0,25.4,3.132761555010447e-05
959,1.27442,10.0,0.0003035792658563,1.7,3.9,25.4,2.969480725158838e-05
960,1.20892,9.0,0.000298175726868,1.7,3.9,25.5,2.816407906710533e-05
961,1.14475,9.0,0.0002785677460127,1.5,3.9,25.5,2.525019925109732e-05
962,1.08697,9.0,0.0002789631991747,1.5,3.9,25.6,2.3811217798506995e-05
963,1.03702,9.0,0.0002705217153952,1.3,3.9,25.6,2.232491437060268e-05
964,0.99582,9.0,0.0002703914641533,1.2,3.8,25.7,2.0932215675500343e-05
965,0.96358,9.0,0.0002734874158634,1.1,3.8,25.7,1.9950734486758456e-05
966,0.93748,9.0,0.0002763113956159,1.1,3.8,25.8,1.920208968409722e-05
967,0.91413,9.0,0.0002753194969125,1.0,3.8,25.8,1.835772105367205e-05
968,0.89227,9.0,0.0002791434827915,1.0,3.8,25.8,1.7572230469018805e-05
969,0.87041,9.0,0.0002888432671653,0.88,3.8,25.8,1.6935933747116306e-05
970,0.84828,9.0,0.0002907377966803,0.88,3.8,25.8,1.6172385027274278e-05
971,0.82617,8.0,0.000288874525944,0.75,3.7,25.9,1.522225768528623e-05
972,0.80579,8.0,0.0003061946429617,0.74,3.7,25.9,1.5097819693843366e-05
973,0.78737,8.0,0.0003099708025951,0.68,3.7,25.9,1.488713120925568e-05
974,0.77086,8.0,0.0003220196555601,0.68,3.7,25.670588235294115,1.505492022927536e-05
975,0.75591,8.944444444444445,0.00033405161964,0.68,3.7,25.670588235294115,1.539911820668424e-05
976,0.7411,8.944444444444445,0.0003431974567011,0.68,3.8210526315789473,25.670588235294115,1.5647164959575335e-05
977,17.4283,380.0,0.0006494509591735,75.0,3.0,22.9,0.0005548236089577
978,17.32511,370.0,0.0006295532299468,88.0,3.0,23.0,0.0005444571738339
979,17.24283,361.0,0.000607494638283,106.0,3.0,23.1,0.0005290586216946
980,17.12203,356.0,0.0005973182212823,111.0,3.0,23.2,0.0005252798428362
981,17.04234,354.0,0.0005848673274641,121.0,3.0,23.2,0.0005086440166166
982,16.93772,348.0,0.0005739096790834,105.0,3.0,23.3,0.0004872142094591
983,16.81278,340.0,0.0005615567109181,90.0,3.0,23.4,0.0004725208778512
984,16.64972,336.0,0.0005465340062933,96.0,3.0,23.5,0.0004586491409597
985,16.3968,332.0,0.0005330346903283,72.0,3.0,23.5,0.000448233716867
986,16.10012,324.0,0.0005115535187291,88.0,3.0,23.6,0.000429044886676
987,15.77214,314.0,0.000482768216249,79.0,2.9,23.7,0.0003966982795719
988,15.38103,304.0,0.0004642711038806,73.0,2.9,23.7,0.0003729390834451
989,14.98738,292.0,0.0004408323960204,104.0,2.9,23.8,0.0003500544978272
990,14.60635,277.0,0.0004218776481662,107.0,2.9,23.8,0.0003316494806393
991,14.23438,267.0,0.0004101406375833,65.0,2.9,23.9,0.0003204597401525
992,13.8185,261.0,0.0004022667673701,67.0,2.9,23.9,0.0003102027987446
993,13.4206,256.0,0.000395734124188,72.0,2.9,24.0,0.0002979509830369
994,13.08054,252.0,0.0003904629977063,80.0,2.9,23.5,0.0002849477078637
995,12.69159,318.0,0.0003921557563668,77.0,2.8,23.5,0.0002747911559002
996,12.33839,318.0,0.0003785319693872,84.0,2.9473684210526314,23.5,0.0002574234626822
997,2.30983,31.0,0.0001978142467704,7.8,3.1,25.6,7.99630076892177e-05
998,2.28381,33.0,0.0001860449828535,7.0,3.1,25.7,7.669351501549461e-05
999,2.27453,42.0,0.0001749021911839,7.3,3.0,25.8,7.465595343160425e-05
1000,2.27974,37.0,0.0001626009011825,6.6,3.0,25.9,6.77149967065888e-05
1001,2.29575,38.0,0.0001536038749932,6.8,3.0,26.0,6.327371827046724e-05
1002,2.32046,39.0,0.0001445247050659,5.3,3.0,26.1,5.836574627661815e-05
1003,2.3546,33.0,0.0001402989999083,5.1,3.0,26.2,5.491826296108548e-05
1004,2.3934,36.0,0.0001323718473707,4.7,3.0,26.3,5.230302261965823e-05
1005,2.85602,39.0,0.0001364762901598,4.9,3.0,26.5,5.506559175752309e-05
1006,2.47917,43.0,0.0001410370927553,5.2,3.1,26.6,5.37284162877694e-05
1007,2.51619,32.0,0.0001517119212315,5.5,3.1,26.7,5.303396673422701e-05
1008,2.54496,32.0,0.0001589664260291,5.6,3.1,26.8,5.037207738372227e-05
1009,2.56437,30.0,0.0001642990251007,5.7,3.1,27.0,5.031794377254189e-05
1010,2.57143,30.0,0.0001705476687318,5.1,3.1,27.1,4.697194479874607e-05
1011,2.56746,29.0,0.0001783891067242,4.6,3.1,27.2,4.3165759157968176e-05
1012,2.55146,27.0,0.0001929297969795,4.0,3.1,27.4,3.91163505903475e-05
1013,2.52441,26.0,0.0001860803885021,4.4,3.1,27.5,4.191798978176918e-05
1014,2.49414,25.0,0.0001816489584903,4.2,3.1,26.49411764705882,4.140527730294038e-05
1015,2.45726,33.44444444444444,0.0001758611240286,4.0,3.1,26.49411764705882,4.0292232214151655e-05
1016,2.41668,33.44444444444444,0.0001716129712486,3.8,3.0631578947368423,26.49411764705882,3.9257869239889134e-05
1017,1.24092,7.0,0.000216210830784,0.76,4.1,26.3,9.965483167994733e-06
1018,1.20154,7.0,0.0002162033305468,0.67,4.1,26.4,8.9527955170814e-06
1019,1.16298,7.0,0.0002240159452007,0.63,4.0,26.5,8.29509021856544e-06
1020,1.12475,6.0,0.0002319629588437,0.64,4.0,26.6,7.757147751071966e-06
1021,1.08674,6.0,0.0002320602244168,0.55,3.9,26.6,6.99502400420681e-06
1022,1.04995,6.0,0.0002404311064018,0.55,3.9,26.7,6.647305701437769e-06
1023,1.01457,6.0,0.0002436537334591,0.53,3.8,26.8,6.314789742760725e-06
1024,0.98239,6.0,0.0002497055335183,0.55,3.8,26.9,6.0678383844987085e-06
1025,0.95378,6.0,0.0002549065520549,0.45,3.8,26.9,5.800254255851262e-06
1026,0.92839,6.0,0.0002606133975228,0.43,3.7,27.0,5.7186360671737386e-06
1027,0.90492,6.0,0.0002619283788234,0.43,3.7,27.0,5.634185375673273e-06
1028,0.88366,6.0,0.0002618205516723,0.42,3.7,27.1,5.511107200829852e-06
1029,0.86436,5.0,0.0002667581533118,0.44,3.6,27.1,5.522357454793908e-06
1030,0.84757,5.0,0.0002743653809449,0.47,3.6,27.2,5.545473474004004e-06
1031,0.83385,5.0,0.0002753816304192,0.39,3.6,27.2,5.382936151660917e-06
1032,0.82336,5.0,0.0002927978892628,0.39,3.5,27.3,5.4789839040068165e-06
1033,0.81572,5.0,0.0002971403665026,0.36,3.5,27.3,5.50030529171984e-06
1034,0.81021,7.0,0.0002985953696611,0.37,3.4,26.876470588235293,5.546317483422094e-06
1035,0.80485,5.944444444444445,0.0003033475835228,0.37,3.4,26.876470588235293,5.620764697964673e-06
1036,0.79788,5.944444444444445,0.0003124763737679,0.32,3.742105263157895,26.876470588235293,5.752473887503923e-06
1037,19.09887,484.0,0.0007171563648956,46.0,2.9,22.0,0.0005239063935008
1038,18.53218,445.0,0.0007162700245896,47.0,2.9,22.1,0.0005157381844411
1039,17.96836,415.0,0.0007219238835904,49.0,2.9,22.1,0.0005139521131567
1040,17.4059,398.0,0.000735385815456,49.0,3.0,22.2,0.0005188481882466
1041,16.85438,384.0,0.0007364944991374,49.0,3.0,22.3,0.0005131712567061
1042,16.30524,371.0,0.0007330576786262,48.0,3.0,22.3,0.0004981782567106
1043,15.78212,359.0,0.0007298315389514,46.0,3.0,22.4,0.0004940869394117
1044,15.28673,349.0,0.0007213007921776,44.0,3.0,22.4,0.0004870607967449
1045,14.80814,342.0,0.000698796632599,42.0,3.1,22.5,0.0004823215888047
1046,14.34154,339.0,0.0006862076777898,43.0,3.1,22.5,0.0004861474964722
1047,13.91299,339.0,0.0006706289499543,40.0,3.1,22.5,0.0004725996943775
1048,13.49071,339.0,0.0006594712806287,40.0,3.2,22.5,0.0004476611580168
1049,13.08746,336.0,0.000639885955145,39.0,3.2,22.5,0.0004412091309095
1050,12.70075,331.0,0.0006325730105711,38.0,3.2,22.5,0.0004469113529028
1051,12.33313,325.0,0.0006331337119485,38.0,3.2,22.5,0.000449161505256
1052,11.99161,320.0,0.000634877263457,37.0,3.2,22.5,0.0004512751824679
