,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),"Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude","Nursing and midwifery personnel (per 10,000)",Out-of-pocket expenditure (OOP) per capita in PPP int$,per_capita-Parkinson's Disease
2108,0.49,3.828,28.4,10.258,126.77,1.671561049374968e-05
2109,0.45,3.601,30.1,13.883545454545454,132.5,1.6454801091905958e-05
2110,0.59,3.601,31.8,13.883545454545454,139.73,1.648242673629425e-05
2111,0.47,4.494,33.6,17.551,143.57,1.622449592143913e-05
2112,0.53,3.601,35.5,13.883545454545454,150.53,1.6225283657355184e-05
2113,0.5,3.806,37.5,9.258,123.95,1.6764398513701812e-05
2114,0.48,3.601,39.4,15.007,114.47,1.6450339277639254e-05
2115,6.3,33.738,45.6,166.40755555555558,512.73,8.391950850324993e-05
2116,6.64,35.325,46.6,166.40755555555558,515.1,8.526763517411762e-05
2117,7.46,32.123,47.5,141.991,576.96,8.664802448016146e-05
2118,7.66,32.266,48.5,146.581,591.33,8.649075822101243e-05
2119,7.32,33.959,49.5,150.65,630.61,8.678430275261446e-05
2120,6.92,35.56,50.6,154.807,667.8,8.75237125033284e-05
2121,6.59,37.216,51.7,157.948,707.25,8.935503880003991e-05
2122,6.74,38.357,52.7,159.461,727.16,9.183379336661822e-05
2123,6.7,39.526,53.8,160.872,774.28,9.258348177192726e-05
2124,7.66,40.495,55.0,164.531,771.65,9.312227620024207e-05
2125,7.54,41.167,56.1,166.659,781.66,9.387753792791532e-05
2126,7.42,41.921,57.3,169.533,835.34,9.633728621701168e-05
2127,7.44,42.36,58.4,170.854,854.61,9.793362182326486e-05
2128,7.59,43.063,59.5,172.115,877.53,9.93075784386943e-05
2129,7.97,44.249,60.5,174.255,890.45,9.940355754991124e-05
2130,8.66,44.432,61.6,178.355,868.71,0.0001009666505049
2131,9.04,45.679,62.6,179.832,894.94,0.0001025138965028
2132,8.78,47.176,63.6,181.532,962.26,0.0001023738404334
2133,8.59,48.34,64.6,182.079,979.1,0.0001038363238682
2134,9.03,49.4,65.5,183.281,1000.31,0.0001043647496127
2135,2.5,14.365,16.0,34.519,129.43,1.3978102069745795e-05
2136,2.53,14.802,16.5,41.40417647058823,131.79,1.407147747699213e-05
2137,2.65,15.144,17.0,41.40417647058823,120.93,1.416721564627296e-05
2138,2.63,15.615,17.6,41.40417647058823,121.96,1.4264840253065978e-05
2139,2.44,15.829,18.2,35.764,122.39,1.3985411326066465e-05
2140,2.13,16.653,18.9,36.941,103.58,1.4461106853118538e-05
2141,1.86,17.743,19.4,37.256,106.36,1.5646587970393746e-05
2142,1.97,18.471,19.9,39.116,114.2,1.6426911137195777e-05
2143,1.59,18.88,20.4,40.832,111.5,1.7169583627085053e-05
2144,2.3,19.341,20.9,42.076,148.1,1.7871663583804698e-05
2145,2.33,19.274,21.3,42.3,130.33,1.819580505823163e-05
2146,2.08,19.464,21.6,43.794,120.18,1.849430590044317e-05
2147,2.1,20.169,21.9,44.674,118.61,1.8445706519101016e-05
2148,2.44,20.381,22.1,44.969,84.13,1.997378678267949e-05
2149,3.17,21.481,22.3,46.669,79.14,2.0498326746434145e-05
2150,3.85,20.889,22.5,45.3,77.41,2.09921945544422e-05
2151,3.87,19.249,23.1,44.115,76.81,2.1160791616273184e-05
2152,3.46,19.572,23.5,42.731,81.8,1.9857574467364367e-05
2153,3.6,20.031,24.0,41.965,71.54,1.7813412389841565e-05
2154,3.52,19.301,24.4,40.85,76.1,1.6833713214128198e-05
2155,1.01,6.451,25.6,4.219,45.96,1.82970384121031e-05
2156,0.96,6.593,26.2,4.297,43.85,1.8093638437444355e-05
2157,1.07,8.48894117647059,26.8,5.198,42.26,1.7926085775465622e-05
2158,0.61,8.48894117647059,27.3,5.198,45.81,1.7803994409803164e-05
2159,0.65,7.423,27.8,4.581,48.17,1.7735145407978612e-05
2160,0.59,7.882,28.3,5.198,64.4,1.7722259583370943e-05
2161,0.49,8.48894117647059,28.7,5.198,83.99,1.770487792359048e-05
2162,0.67,7.619,29.1,5.198,85.63,1.763582284521357e-05
2163,0.56,7.806,29.5,5.297,81.59,1.7649096429015177e-05
2164,0.57,7.951,29.9,5.443,73.14,1.7684603230027475e-05
2165,0.57,8.076,30.2,5.595,71.11,1.7770688638967198e-05
2166,0.61,8.311,30.5,4.237,62.86,1.7828288176877116e-05
2167,0.68,8.59,30.7,4.385,60.87,1.800924663143532e-05
2168,0.7,8.771,31.0,5.279,69.6,1.8303771440097065e-05
2169,0.7,8.972,31.3,4.622,76.75,1.8565115005025325e-05
2170,0.74,9.262,31.5,4.752,77.77,1.8851164904545697e-05
2171,0.86,9.62,31.8,4.873,79.38,1.916378983741502e-05
2172,0.92,10.005,32.1,5.986,79.92,1.951934929672565e-05
2173,1.14,9.801,32.3,9.572,87.43,2.019276684746269e-05
2174,1.08,11.179,32.6,4.832,89.08,2.0270606188374607e-05
2175,4.67,14.43511111111111,40.6,25.16013333333333,161.28,2.9660153274015327e-05
2176,4.55,12.439,41.2,18.413,167.22,3.0823582411589665e-05
2177,4.58,13.346,41.8,19.164,177.64,3.2296504552641804e-05
2178,4.31,13.403,42.6,21.984,178.48,3.405810509217793e-05
2179,4.64,13.216,43.3,19.909,199.71,3.446968391299852e-05
2180,3.82,13.477,44.2,20.044,210.17,3.549884755527044e-05
2181,4.21,13.489,45.1,20.031,226.93,3.648859918396523e-05
2182,4.69,13.032,46.1,25.16013333333333,254.49,3.621488192260512e-05
2183,4.65,13.808,47.1,25.16013333333333,277.83,3.716372494130096e-05
2184,4.75,13.092,48.2,25.16013333333333,287.02,3.838744177160722e-05
2185,4.74,14.058,49.3,24.765,308.24,3.9581596141058256e-05
2186,4.31,14.976,50.3,23.146,340.48,4.0168046925526127e-05
2187,3.98,15.979,51.4,25.16013333333333,418.88,4.1594908327386114e-05
2188,4.15,15.821,52.5,29.306,447.27,4.3265621698889255e-05
2189,4.32,14.43511111111111,53.6,29.495,482.45,4.434060121975452e-05
2190,4.3,15.759,54.6,27.62,522.06,4.511865385625033e-05
2191,4.8,15.699,55.6,29.863,573.43,4.615078189140478e-05
2192,4.42,15.859,56.6,30.866,613.77,4.769337264617219e-05
2193,4.69,16.055,57.6,30.741,662.6,4.902558975919376e-05
2194,5.01,16.324,58.5,32.055,686.76,4.938082937442026e-05
2195,2.32,12.602,29.8,9.807125,196.62,2.0301791670027227e-05
2196,1.95,12.602,30.4,9.807125,194.28,2.0277361719708564e-05
2197,1.47,11.488,31.0,18.548,175.8,2.043757015418103e-05
2198,1.63,12.602,31.7,9.807125,184.34,2.1122277211908287e-05
2199,1.6,12.602,32.3,9.807125,202.93,2.23054845926581e-05
2200,1.59,12.602,33.0,9.807125,209.39,2.261396891861857e-05
2201,1.76,12.602,33.7,9.807125,226.64,2.3087909957815564e-05
2202,1.74,12.602,34.3,9.807125,247.19,2.290203083758452e-05
2203,1.62,12.602,35.0,9.807125,277.2,2.321383634922444e-05
2204,2.12,12.602,35.7,9.807125,276.14,2.447988977055349e-05
2205,2.13,12.602,36.4,9.807125,294.81,2.5565298949313265e-05
2206,2.46,12.602,37.1,9.807125,305.81,2.570034206226357e-05
2207,3.03,12.774,37.8,10.417,303.17,2.5987561741478488e-05
2208,2.65,12.602,38.5,5.654,318.69,2.702599870879139e-05
2209,3.17,12.602,39.2,6.143,336.94,2.6701034926147024e-05
2210,3.16,12.602,39.8,6.666,336.72,2.7272973868658075e-05
2211,3.15,12.602,40.5,7.038,345.03,2.8996860179180195e-05
2212,3.03,12.602,41.2,7.387,364.25,2.9522999064336952e-05
2213,3.02,13.544,41.8,16.604,388.03,3.009905758266548e-05
2214,3.3,12.602,42.5,9.807125,395.5,3.01047024670663e-05
2215,2.34,12.8546,30.9,22.38688888888889,87.34,2.798779825030519e-05
2216,2.48,12.8546,31.5,22.38688888888889,96.36,2.826838362988997e-05
2217,2.52,12.8546,32.1,22.38688888888889,105.35,2.9380686843419067e-05
2218,2.34,12.8546,32.7,22.38688888888889,97.63,3.0996653182065686e-05
2219,2.3,12.8546,33.3,22.38688888888889,97.93,3.125728676282656e-05
2220,2.57,12.8546,33.8,22.38688888888889,102.39,3.155702047504029e-05
2221,2.22,12.8546,34.2,22.38688888888889,127.39,3.192891283421211e-05
2222,2.15,16.648,34.5,35.87,151.14,3.2371080389799146e-05
2223,2.17,12.8546,34.8,22.38688888888889,175.03,3.372386224296138e-05
2224,2.51,9.472,35.1,13.084,180.34,3.857247359373837e-05
2225,2.45,12.8546,35.3,22.38688888888889,183.02,4.097005482802042e-05
2226,2.31,12.8546,35.4,22.38688888888889,190.71,4.184766465414956e-05
2227,2.49,11.411,35.5,15.259,198.6,4.2741816820282266e-05
2228,2.66,12.8546,35.6,22.121,189.58,4.328409131415594e-05
2229,2.96,12.8546,35.7,20.824,182.21,4.282216865526051e-05
2230,3.03,12.8546,35.7,20.661,173.9,4.273279684677287e-05
2231,3.07,13.048,35.5,21.761,178.05,4.342725700237682e-05
2232,3.06,12.8546,35.2,22.13,178.72,4.439911310032885e-05
2233,3.2,13.694,35.0,29.772,202.97,4.578457163684129e-05
2234,3.28,12.8546,34.8,22.38688888888889,200.2,4.629364947258126e-05
2235,1.36,12.185,30.6,43.165,43.29,1.5008234214144724e-05
2236,1.16,12.201,31.3,42.981,45.05,1.5067041112323108e-05
2237,0.98,11.107,32.1,42.675,46.09,1.5258474316455672e-05
2238,1.11,12.256,32.8,42.366,56.29,1.4996824961208829e-05
2239,1.09,11.08,33.5,42.386,59.92,1.4962461148378598e-05
2240,1.24,12.289,34.3,42.752,85.23,1.5491655382785203e-05
2241,1.21,12.361,35.0,44.048,95.08,1.585616621267959e-05
2242,1.18,12.441,35.8,46.536,105.2,1.5994483453802453e-05
2243,1.16,12.558,36.5,51.221,116.29,1.6520635491696586e-05
2244,1.28,12.632,37.3,56.47,121.94,1.6861168891347525e-05
2245,1.32,12.717,38.1,47.01030769230769,127.48,1.709706697613826e-05
2246,1.06,11.652583333333332,38.8,47.01030769230769,139.04,1.7479438288627085e-05
2247,1.1,11.652583333333332,39.5,47.01030769230769,153.38,1.8048662972777643e-05
2248,1.12,11.652583333333332,40.1,47.01030769230769,162.77,1.8492131716190897e-05
2249,1.26,11.652583333333332,40.8,47.01030769230769,135.01,1.88635028389804e-05
2250,1.47,11.652583333333332,41.5,47.01030769230769,143.38,1.945885374743769e-05
2251,1.47,11.652583333333332,42.1,47.01030769230769,153.84,1.9836267344050548e-05
2252,1.48,6.004,42.7,52.744,161.29,2.0059905202367705e-05
2253,1.54,11.652583333333332,43.3,49.351,173.96,2.070302030108217e-05
2254,1.66,11.652583333333332,44.0,54.439,184.16,2.069091470368464e-05
2255,3.61,22.053,49.5,54.888,176.84,5.663038010600876e-05
2256,3.99,22.504,50.4,54.071,184.02,5.752563681889181e-05
2257,4.24,22.882,51.3,53.947,190.9,5.866518427909757e-05
2258,4.08,24.188,52.2,52.656,204.94,6.033232984961837e-05
2259,3.96,22.771,53.0,54.757,233.24,6.228544181606619e-05
2260,3.98,21.267,53.9,56.09,226.3,6.431871541831647e-05
2261,4.0,21.671,54.7,56.126,239.75,6.645584171500393e-05
2262,4.09,21.776,55.5,57.181,262.86,6.879857438969174e-05
2263,4.54,21.482,56.4,57.402,285.21,7.082988837396602e-05
2264,4.73,21.593,57.3,58.059,311.14,7.312334926767511e-05
2265,4.58,21.707,58.2,58.28,322.89,7.341989670881274e-05
2266,4.43,21.997,59.2,58.392,341.36,7.49969017929228e-05
2267,4.35,22.242,60.2,83.839,358.74,7.783360393743282e-05
2268,4.51,22.34,61.2,58.551,374.89,7.9382431258514e-05
2269,4.47,23.02,62.2,58.168,374.34,7.96948230701909e-05
2270,4.43,23.252,63.2,57.802,400.26,8.286798633717339e-05
2271,4.5,24.146,64.2,57.575,427.2,8.363474784032022e-05
2272,4.51,23.788,65.2,57.029,454.77,8.536554837100015e-05
2273,4.5,22.482166666666664,66.1,85.4,420.75,8.803649497647315e-05
2274,4.6,22.482166666666664,67.0,59.4848947368421,451.12,9.025002174097524e-05
