,Mean BMI (kg/m²) (age-standardized estimate),Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),Maternal mortality ratio (per 100 000 live births),per_capita-Tuberculosis,Stillbirth rate (per 1000 total births),Prevalence of anaemia in children aged 6–59 months (%),"Mean Non-HDL cholesterol, age-standardized"
2346,25.6,1.36318,23.0,0.0001125703662093,4.55262,23.1,3.6
2347,25.6,1.30249,22.0,0.0001029821546265,4.60416,23.0,3.6
2348,25.7,1.2436,20.0,9.313732624990905e-05,4.25438,22.7,3.6
2349,25.7,1.18355,19.0,8.757385958691294e-05,4.09839,22.5,3.6
2350,25.8,1.12039,18.0,7.819278914112658e-05,4.43578,22.2,3.6
2351,25.8,1.0539,18.0,7.024377984418196e-05,4.37512,22.0,3.6
2352,25.394117647058824,0.98434,17.0,6.222329511738886e-05,4.16126,21.8,3.6
2353,25.394117647058824,0.9153,32.388888888888886,6.046183776635911e-05,3.95852,21.8,3.6
2354,25.394117647058824,0.85042,32.388888888888886,6.000312359031749e-05,3.75316,21.9,3.621052631578947
2355,20.4,34.92493,1160.0,0.0011155679055078,28.66508,61.3,2.4
2356,20.5,31.18535,1100.0,0.0009968663279365,27.97839,59.1,2.4
2357,20.6,28.12105,961.0,0.0008897670020745,27.09871,56.8,2.4
2358,20.6,25.46058,870.0,0.0007861764829367,26.05614,54.5,2.4
2359,20.7,22.92256,758.0,0.0007027904594833,24.93478,52.0,2.4
2360,20.8,20.36069,643.0,0.0006285463681704,23.84354,49.7,2.4
2361,20.8,17.87878,541.0,0.0005720680447497,22.71678,47.5,2.4
2362,20.9,15.59447,469.0,0.0005223310579013,21.59352,45.4,2.5
2363,20.9,13.58345,427.0,0.000476018485608,20.5847,43.5,2.5
2364,21.0,11.84852,424.0,0.00043093857976,19.7583,41.9,2.5
2365,21.0,10.40404,373.0,0.000405482066893,18.9438,40.6,2.5
2366,21.1,9.28683,349.0,0.0003859134553018,18.28341,39.3,2.5
2367,21.1,8.54231,329.0,0.0003703261402178,17.94728,38.4,2.5
2368,21.1,8.10084,308.0,0.0003471358255909,18.18723,37.8,2.5
2369,21.2,7.89308,291.0,0.0003368690534222,18.53618,37.6,2.5
2370,21.2,7.89982,275.0,0.0003258637660421,18.31302,37.4,2.5
2371,21.3,8.04247,260.0,0.000313355978628,17.92305,37.5,2.5
2372,20.894117647058824,8.30553,248.0,0.0003005435310613,17.56094,37.6,2.6
2373,20.894117647058824,8.63374,543.6666666666666,0.0003000179740497,17.23915,37.8,2.6
2374,20.894117647058824,8.94904,543.6666666666666,0.000283067016831,16.9361,37.9,2.473684210526316
2375,26.1,1.99495,86.0,3.26153605301953e-05,13.39873,22.2,3.2
2376,26.3,1.9779,86.0,3.238341968911917e-05,13.41603,22.0,3.2
2377,26.5,1.9583,90.0,3.219637211279033e-05,13.38006,21.9,3.2
2378,26.8,1.93679,92.0,3.204963848007794e-05,13.24563,22.2,3.3
2379,27.0,1.91357,89.0,3.1916862955373844e-05,13.17933,22.3,3.3
2380,27.2,1.89015,83.0,3.1772054571680935e-05,13.10511,22.5,3.3
2381,27.4,1.86951,82.0,3.161995345542851e-05,13.04924,22.6,3.3
2382,27.6,1.84822,87.0,3.147128245476003e-05,12.85377,22.6,3.3
2383,27.8,1.83255,93.0,3.133126546981233e-05,12.58039,22.6,3.3
2384,28.0,1.81795,100.0,2.4958350752182297e-05,12.32443,22.5,3.3
2385,28.2,1.80757,109.0,2.4856762903767043e-05,12.15417,22.3,3.3
2386,28.5,1.79658,116.0,2.4759063364632915e-05,12.05818,22.1,3.4
2387,28.7,1.78852,116.0,2.466425779082243e-05,12.01747,21.9,3.4
2388,28.9,1.78162,108.0,2.457289241373379e-05,11.89777,21.8,3.4
2389,29.2,1.77921,104.0,2.448549846353497e-05,11.75872,21.8,3.4
2390,29.4,1.77631,115.0,2.4401849660204243e-05,11.54794,21.8,3.4
2391,29.6,1.77165,117.0,2.4321432045918864e-05,11.35663,21.9,3.5
2392,27.83529411764706,1.76581,117.0,2.4243305817181232e-05,11.25903,22.0,3.5
2393,27.83529411764706,1.75831,99.44444444444444,2.4243305817181232e-05,11.21663,22.2,3.5
2394,27.83529411764706,1.74103,99.44444444444444,2.409522432653848e-05,11.18453,22.5,3.3421052631578947
2395,24.6,2.0071,80.0,2.781357487877917e-05,10.88382,26.7,3.1
2396,24.8,1.98665,75.0,2.787974536499233e-05,10.90064,26.4,3.1
2397,24.9,1.9657,72.0,2.796889858477373e-05,11.03011,26.3,3.1
2398,25.0,1.94675,69.0,2.806833704459123e-05,11.28329,26.1,3.1
2399,25.1,1.92901,64.0,2.8174569633448848e-05,11.58144,26.0,3.2
2400,25.2,1.91047,59.0,2.8283209201470725e-05,11.83638,25.7,3.2
2401,25.3,1.89332,62.0,2.838624213464541e-05,12.15164,25.5,3.2
2402,25.4,1.87273,67.0,2.8488134691900824e-05,12.43133,25.2,3.2
2403,25.5,1.85413,70.0,2.8588309287388745e-05,12.77891,24.8,3.2
2404,25.6,1.83653,67.0,2.8687819151988067e-05,13.15535,24.4,3.2
2405,25.7,1.81676,63.0,2.8786090561040904e-05,13.4515,23.9,3.2
2406,25.8,1.7985,64.0,1.9255023154165344e-05,13.5446,23.4,3.2
2407,25.9,1.77552,71.0,1.931676598703845e-05,13.51163,22.8,3.2
2408,26.0,1.7532,73.0,1.937608990505716e-05,13.50634,22.3,3.2
2409,26.1,1.72952,69.0,2.914941992654346e-05,13.50834,21.9,3.2
2410,26.2,1.70651,64.0,2.923207343096846e-05,13.40916,21.5,3.2
2411,26.3,1.68054,67.0,2.9311187103077675e-05,13.08802,21.0,3.2
2412,25.49411764705882,1.65091,68.0,2.938612387230749e-05,12.74076,20.7,3.2
2413,25.49411764705882,1.61562,68.0,2.938612387230749e-05,12.40066,20.4,3.2
2414,25.49411764705882,1.57473,68.0,2.9524071960004725e-05,12.09531,20.3,3.1789473684210527
2415,29.0,3.10148,88.0,8.512618538213145e-05,10.78295,33.6,3.7
2416,29.1,3.00961,85.0,8.437109783672505e-05,10.57688,33.7,3.7
2417,29.2,2.92013,84.0,8.359852643664068e-05,10.38739,33.9,3.7
2418,29.3,2.83196,80.0,8.283265594628027e-05,10.22654,34.3,3.7
2419,29.4,2.74063,74.0,7.659816602105355e-05,10.16226,34.8,3.7
2420,29.4,2.64352,72.0,7.588446048858752e-05,10.05281,35.4,3.7
2421,29.5,2.54784,66.0,7.516697807271869e-05,10.00228,36.0,3.7
2422,29.6,2.44749,62.0,7.448551788716508e-05,9.92235,36.4,3.7
2423,29.7,2.34594,60.0,6.860049708975583e-05,9.85651,36.6,3.7
2424,29.8,6.39698,58.0,6.809955106680566e-05,9.84258,36.8,3.7
2425,29.9,2.13571,58.0,7.291628689433909e-05,9.7157,36.8,3.7
2426,29.9,2.03036,54.0,7.247839884862887e-05,9.65192,36.9,3.7
2427,30.0,1.92877,52.0,7.204610951008646e-05,9.59995,36.8,3.7
2428,30.1,1.83092,48.0,7.162004542757167e-05,9.51278,36.7,3.7
2429,30.2,1.73331,47.0,7.62861850804565e-05,9.41027,36.6,3.7
2430,30.3,1.64369,45.0,7.078822690660505e-05,9.29877,36.2,3.7
2431,30.4,1.55966,44.0,7.037792948131466e-05,9.14231,36.1,3.7
2432,29.694117647058825,1.47976,43.0,6.996222040098347e-05,9.01991,35.8,3.7
2433,29.694117647058825,1.41384,62.22222222222222,6.496491894377036e-05,8.8929,35.6,3.7
2434,29.694117647058825,1.35711,62.22222222222222,6.418453547676767e-05,8.75406,35.5,3.7
2435,26.8,2.1667,24.0,7.249469592205371e-05,9.26927,29.4,3.5
2436,26.9,2.06846,24.0,6.918674015020313e-05,9.00393,28.4,3.5
2437,27.0,1.97643,23.0,6.842045717795245e-05,8.72724,27.7,3.5
2438,27.0,1.89013,23.0,6.978004994088262e-05,8.451,27.1,3.5
2439,27.1,1.80765,22.0,6.91809152053186e-05,8.17326,26.6,3.5
2440,27.2,1.72841,22.0,6.979043581716226e-05,7.89934,26.2,3.4
2441,27.2,1.65297,21.0,6.841634156096266e-05,7.64596,25.6,3.4
2442,27.3,1.57897,21.0,6.906539660354993e-05,7.39567,24.8,3.4
2443,27.3,1.50813,20.0,6.971028933502403e-05,7.16828,24.0,3.4
2444,27.4,1.43943,20.0,6.924903722518713e-05,6.90451,23.4,3.4
2445,27.5,1.37366,19.0,6.750408522132324e-05,6.67766,22.6,3.4
2446,27.6,1.31046,18.0,6.314169179323324e-05,6.46086,22.0,3.4
2447,27.7,1.24987,18.0,5.924361729165919e-05,6.22487,21.5,3.4
2448,27.7,1.19292,17.0,5.660814955420247e-05,6.004,21.1,3.4
2449,27.8,1.14036,17.0,5.40847201486902e-05,5.7805,20.9,3.4
2450,27.9,1.0897,17.0,5.1419132010459954e-05,5.59078,20.9,3.4
2451,28.0,1.04044,17.0,4.950236276126879e-05,5.41155,20.9,3.4
2452,27.376470588235293,0.99527,17.0,4.770442993206231e-05,5.27438,21.2,3.4
2453,27.376470588235293,0.95507,20.0,4.637444582537239e-05,5.14311,21.4,3.4
2454,27.376470588235293,0.91955,20.0,4.424884106129196e-05,5.01679,21.8,3.426315789473684
2455,21.1,21.76168,553.0,0.0003942221167583,25.33601,82.7,2.7
2456,21.2,20.79385,545.0,0.0004542930175554,25.13836,82.6,2.7
2457,21.3,19.63119,537.0,0.0004324919911768,24.98419,82.4,2.7
2458,21.3,18.37851,532.0,0.0003901312325295,24.73224,82.1,2.7
2459,21.4,17.13069,526.0,0.0003890059244499,24.44969,81.6,2.7
2460,21.4,15.92171,519.0,0.0003719876543415,24.07117,81.0,2.7
2461,21.5,14.80646,514.0,0.0003539979007059,23.65364,80.3,2.7
2462,21.5,13.75175,504.0,0.0003446460677086,23.16512,79.5,2.7
2463,21.6,12.77844,492.0,0.0003373982110115,22.77375,78.6,2.8
2464,21.6,11.85365,472.0,0.0003364404665263,22.74074,77.6,2.8
2465,21.7,10.98186,447.0,0.0003000019799968,22.60528,76.5,2.8
2466,21.7,10.14746,423.0,0.0002956389926793,22.2701,75.5,2.8
2467,21.7,9.35281,400.0,0.0002831234811604,21.99249,74.5,2.8
2468,21.7,8.59015,381.0,0.0002821717526001,21.56837,73.5,2.8
2469,21.7,7.8592,364.0,0.000289235928001,20.90608,72.6,2.8
2470,21.8,7.16296,346.0,0.0002850634888765,20.23589,71.7,2.8
2471,21.8,6.51208,330.0,0.0002834486320059,19.59669,70.8,2.8
2472,21.529411764705884,5.94294,315.0,0.0002704430616799,19.75641,69.9,2.8
2473,21.529411764705884,5.44313,455.55555555555554,0.0002583764062936,19.81252,68.9,2.9
2474,21.529411764705884,5.05303,455.55555555555554,0.0002426999945177,19.74843,67.9,2.763157894736842
2475,25.6,1.17201,13.0,4.983999258317788e-05,5.26214,21.0,4.2
2476,25.6,1.11667,13.0,4.729494132247784e-05,5.31235,20.5,4.2
2477,25.7,1.05251,13.0,4.58623236901833e-05,5.34589,20.1,4.2
2478,25.8,0.98624,13.0,4.4855963255268914e-05,5.27764,19.5,4.1
2479,25.8,0.92478,13.0,4.2405776756848734e-05,5.20047,19.0,4.1
2480,25.9,0.86925,12.0,4.052146324603313e-05,5.11778,18.6,4.1
2481,26.0,0.81949,12.0,3.731891298433328e-05,5.10749,18.4,4.1
2482,26.0,0.7768,12.0,3.4510110186619126e-05,5.13057,18.3,4.0
2483,26.1,0.73999,12.0,3.210194065673017e-05,5.0792,18.2,4.0
2484,26.2,0.70836,12.0,2.967745485063093e-05,5.02713,18.1,4.0
2485,26.2,0.67979,12.0,2.72299749742915e-05,4.90935,18.1,4.0
2486,26.3,0.65455,12.0,2.5305876229643302e-05,4.77912,18.0,3.9
2487,26.4,0.63088,12.0,2.363740008388529e-05,4.72842,18.0,3.9
2488,26.4,0.60905,12.0,2.1814144318789143e-05,4.66458,18.0,3.9
2489,26.5,0.58863,12.0,2.0527717689511057e-05,4.71272,18.1,3.9
2490,26.6,0.5692,13.0,1.9507317612850528e-05,4.78875,18.2,3.8
2491,26.6,0.55034,12.0,1.8477247998683075e-05,4.78238,18.4,3.8
2492,26.1,0.53223,12.0,1.8281473948055864e-05,4.64797,18.7,3.8
2493,26.1,0.51455,12.333333333333334,1.8140847225378512e-05,4.5407,19.1,3.7
2494,26.1,0.49643,12.333333333333334,1.816849633833828e-05,4.4362,19.5,3.9842105263157896
2495,21.4,21.28187,2480.0,0.0007537296622944,34.2993,82.2,2.6
2496,21.5,20.72818,2250.0,0.0007216677400175,33.9293,81.7,2.7
2497,21.5,20.23173,2080.0,0.0006823226870777,33.17647,81.2,2.7
2498,21.6,19.76237,1960.0,0.0006505163935729,32.70063,80.7,2.7
2499,21.6,19.2944,1850.0,0.0006323060135126,32.17533,80.2,2.7
2500,21.7,18.84668,1760.0,0.0006236122185514,31.64136,79.7,2.7
2501,21.7,18.43749,1680.0,0.0006169019937433,30.97316,79.2,2.7
2502,21.8,18.05903,1610.0,0.0006117936492606,30.23075,78.8,2.7
2503,21.8,17.70497,1530.0,0.0005898871091848,29.45552,78.4,2.7
2504,21.8,17.39758,1450.0,0.0005781216327386,28.61084,78.1,2.7
2505,21.8,17.17146,1360.0,0.0005713256298736,27.68767,77.9,2.8
2506,21.8,17.01832,1270.0,0.0005501830929537,26.91001,77.7,2.8
2507,21.9,16.94195,1210.0,0.0005295299050418,26.17916,77.6,2.8
2508,21.9,16.90495,1180.0,0.0005013643202852,25.63888,77.4,2.8
2509,21.9,16.87274,1190.0,0.0004773905435932,25.13491,77.1,2.8
2510,21.9,16.84127,1180.0,0.0004568728059984,24.80615,76.8,2.8
2511,21.9,16.74784,1120.0,0.0004369577902097,24.60175,76.2,2.8
2512,21.735294117647054,16.62939,1120.0,0.0004202365818378,24.34597,75.4,2.8
2513,21.735294117647054,16.47731,1571.111111111111,0.0004145577091102,24.03273,74.5,2.8
2514,21.735294117647054,16.24771,1571.111111111111,0.000388025853131,23.72398,73.4,2.7421052631578946
2515,23.6,0.60423,13.0,2.4856441743760603e-05,2.96175,11.4,3.8
2516,23.6,0.57659,13.0,2.2544772358957867e-05,2.82214,11.2,3.8
2517,23.7,0.55142,14.0,2.055493177047336e-05,2.7318,11.1,3.8
2518,23.7,0.52821,13.0,1.9131676955257384e-05,2.66521,11.1,3.8
2519,23.8,0.50753,14.0,1.8007098798504123e-05,2.60506,11.1,3.8
2520,23.8,0.4886,13.0,1.628402465531605e-05,2.54717,11.1,3.8
2521,23.8,0.47139,13.0,1.612369077222083e-05,2.46722,11.1,3.8
2522,23.9,0.455,12.0,1.55539766541032e-05,2.37693,11.2,3.8
2523,23.9,0.43961,11.0,1.4399832231813773e-05,2.3036,11.3,3.8
2524,24.0,0.4251,10.0,1.350305615861484e-05,2.26575,11.3,3.8
2525,24.0,0.41105,10.0,1.2645656071228116e-05,2.26571,11.4,3.8
2526,24.0,0.3969,10.0,1.1816755663990171e-05,2.27287,11.6,3.8
2527,24.1,0.38321,10.0,1.120763374349537e-05,2.26738,11.7,3.8
2528,24.1,0.36998,9.0,1.0438983045260136e-05,2.21765,11.9,3.8
2529,24.2,0.35707,8.0,1.005873402569755e-05,2.16496,12.1,3.8
2530,24.2,0.34449,9.0,9.340076045841796e-06,2.12971,12.3,3.8
2531,24.3,0.33221,8.0,8.993850973273042e-06,2.10277,12.6,3.8
2532,23.923529411764704,0.32015,8.0,8.660322782116807e-06,2.07118,12.9,3.8
2533,23.923529411764704,0.3085,11.0,9.339563784635772e-06,2.02621,13.2,3.8
2534,23.923529411764704,0.29693,11.0,9.503620961514103e-06,1.98168,13.5,3.8
2535,25.3,0.77922,12.0,1.2434365203274516e-05,3.58078,18.3,3.9
2536,25.4,0.74521,10.0,1.2430519610636347e-05,3.5883,18.0,3.9
2537,25.4,0.71248,11.0,1.1434270098339696e-05,3.58864,17.8,3.9
2538,25.5,0.68079,10.0,1.1433661893692794e-05,3.54668,17.7,3.9
2539,25.6,0.65094,11.0,1.0440110307222617e-05,3.51066,17.6,3.9
2540,25.7,0.62249,10.0,1.0442202409662518e-05,3.45104,17.4,3.8
2541,25.8,0.59536,8.0,1.044595783712961e-05,3.33432,17.3,3.8
2542,25.8,0.56945,8.0,1.045168707648893e-05,3.2224,17.2,3.8
2543,25.9,0.5446,8.0,1.0459672731782611e-05,3.09681,17.0,3.8
2544,26.0,0.52079,8.0,9.47303972893146e-06,2.97437,16.8,3.8
2545,26.1,0.49819,8.0,8.48669286558676e-06,2.86977,16.7,3.8
2546,26.2,0.47707,8.0,7.999632016927221e-06,2.79183,16.7,3.8
2547,26.2,0.45704,7.0,7.512707745150923e-06,2.74693,16.7,3.7
2548,26.3,0.43822,7.0,7.025678856219482e-06,2.73557,16.7,3.7
2549,26.4,0.42008,7.0,6.538275062214202e-06,2.71655,16.8,3.7
2550,26.5,0.40278,7.0,6.554361877411249e-06,2.73112,17.0,3.7
2551,26.6,0.38641,7.0,6.57219889091616e-06,2.73128,17.2,3.7
2552,25.923529411764704,0.37087,7.0,6.5918709048002e-06,2.67668,17.5,3.7
2553,25.923529411764704,0.35602,8.555555555555555,6.5918709048002e-06,2.61202,17.9,3.6
2554,25.923529411764704,0.34154,8.555555555555555,6.636790897181814e-06,2.54577,18.2,3.78421052631579
2555,24.3,3.44434,245.0,9.22232725428262e-05,13.08807,44.4,3.5
2556,24.4,3.40625,233.0,9.1947630218028e-05,12.97092,44.7,3.5
2557,24.5,3.37651,222.0,9.38407718512602e-05,12.85315,45.1,3.5
2558,24.5,3.35006,210.0,9.561163827355128e-05,12.77979,45.4,3.5
2559,24.6,3.32324,199.0,9.727364732714785e-05,12.64671,45.7,3.5
2560,24.7,3.28995,188.0,9.682280015572334e-05,12.55593,45.9,3.5
2561,24.8,3.25028,177.0,9.638421501941454e-05,12.40249,46.0,3.5
2562,24.8,3.76125,172.0,9.403817182117394e-05,12.26459,45.9,3.5
2563,24.9,3.13491,159.0,8.992536194958184e-05,12.10027,45.5,3.6
2564,25.0,3.0637,152.0,8.966246655955966e-05,11.91052,45.0,3.6
2565,25.1,2.99049,141.0,8.76254922227905e-05,11.70822,44.5,3.6
2566,25.2,2.91338,134.0,8.568081274370946e-05,11.52056,43.8,3.6
2567,25.3,2.83432,127.0,8.211051390917892e-05,11.36964,43.1,3.6
2568,25.4,2.75904,122.0,8.03686240891556e-05,11.16083,42.4,3.6
2569,25.5,2.68246,120.0,7.706396144834337e-05,10.96284,41.7,3.6
2570,25.6,2.60709,112.0,7.550576815873561e-05,10.76518,41.0,3.6
2571,25.7,2.53175,108.0,7.243786484669156e-05,10.58542,40.2,3.6
2572,24.958823529411767,2.46139,104.0,6.94893766185234e-05,10.42215,39.5,3.7
2573,24.958823529411767,2.39158,162.5,6.794516824922288e-05,10.24593,38.7,3.7
2574,24.958823529411767,2.3213,162.5,6.54147667889229e-05,10.06249,38.1,3.568421052631579
2575,24.1,6.54829,160.0,0.0006407983863694,20.75887,41.3,3.2
2576,24.1,6.82996,168.0,0.0006473332494299,20.49708,41.0,3.2
2577,24.2,7.15436,177.0,0.0006947508159827,20.10117,40.7,3.2
2578,24.3,7.46801,186.0,0.0007484115661895,19.73239,40.6,3.2
2579,24.4,7.68389,195.0,0.0007757766994584,19.26517,40.8,3.2
2580,24.4,7.76043,201.0,0.0007894961629576,18.80483,40.8,3.2
2581,24.5,7.66548,201.0,0.0008018667574962,18.379,40.9,3.2
2582,24.6,7.40715,199.0,0.0007542725502103,18.00471,40.1,3.2
2583,24.6,7.02096,191.0,0.0007137358127121,17.71703,38.9,3.2
2584,24.7,6.54674,179.0,0.000672606045997,17.51127,37.2,3.2
2585,24.7,6.03602,171.0,0.0006318583510007,17.25568,35.6,3.2
2586,24.8,5.507,161.0,0.0005730752930697,17.08845,34.6,3.2
2587,24.8,4.9791,143.0,0.0005318740495371,16.97405,34.5,3.2
2588,24.8,4.48226,133.0,0.0005007500242381,16.81824,35.3,3.1
2589,24.9,4.03644,128.0,0.0004863191071936,16.72063,36.6,3.1
2590,24.9,3.65099,125.0,0.0004695951288519,16.70938,38.0,3.1
2591,25.0,3.32347,122.0,0.0004456209615665,16.66431,39.6,3.1
2592,24.576470588235296,3.04576,119.0,0.0004316138572391,16.61113,41.2,3.0
2593,24.576470588235296,2.81115,164.38888888888889,0.0004161356048657,16.50818,42.9,3.0
2594,24.576470588235296,2.6012,164.38888888888889,0.0004080512544549,16.3789,44.4,3.1578947368421053
2595,26.5,0.74642,5.0,1.7196775757296237e-05,3.25858,12.0,3.8
2596,26.6,0.71548,5.0,1.6298430945911232e-05,3.20273,11.8,3.8
2597,26.7,0.68501,5.0,1.570619671420601e-05,3.05744,11.8,3.7
2598,26.7,0.65529,5.0,1.5027990340877353e-05,2.94216,11.8,3.7
2599,26.8,0.62652,5.0,1.4092972127822048e-05,2.84267,11.8,3.7
2600,26.9,0.59869,5.0,1.3545556819400751e-05,2.82564,11.9,3.7
2601,26.9,0.57193,4.0,1.262610576328388e-05,2.80111,12.0,3.6
2602,26.9,0.54642,4.0,1.1988064311585628e-05,2.71559,12.2,3.6
2603,27.0,0.52207,4.0,1.115216599023262e-05,2.69934,12.3,3.6
2604,27.0,0.49897,4.0,1.0454638533032767e-05,2.70361,12.4,3.6
2605,27.0,0.47721,4.0,9.848199254616033e-06,2.70915,12.5,3.5
2606,27.0,0.45671,4.0,9.346637127015708e-06,2.73919,12.7,3.5
2607,27.0,0.43741,4.0,9.055548006903643e-06,2.74508,12.9,3.5
2608,27.0,0.41917,4.0,8.486286330171763e-06,2.64239,13.0,3.4
2609,27.0,0.40218,4.0,8.19055032538061e-06,2.39975,13.2,3.4
2610,27.0,0.38612,4.0,8.03802822307485e-06,2.31184,13.4,3.4
2611,27.0,0.37104,4.0,7.742444136412311e-06,2.29542,13.6,3.4
2612,26.88235294117647,0.35653,4.0,7.639175982103902e-06,2.28297,13.9,3.3
2613,26.88235294117647,0.34269,4.333333333333333,7.700452794794576e-06,2.26385,14.2,3.3
2614,26.88235294117647,0.32928,4.333333333333333,7.608197015107062e-06,2.24311,14.6,3.5526315789473686
2615,21.0,2.27277,56.0,8.917520185736505e-05,10.26178,32.6,3.0
2616,21.1,2.17066,53.0,8.269715874781239e-05,9.64569,31.8,3.1
2617,21.2,2.06978,50.0,7.700706596302058e-05,9.00309,31.1,3.1
2618,21.3,1.97931,50.0,7.565180806299102e-05,8.57234,30.5,3.1
2619,21.4,11.22523,48.0,7.158770698103051e-05,8.54378,29.9,3.1
2620,21.4,1.8491,45.0,7.003933942556201e-05,8.36258,29.3,3.1
2621,21.5,1.81304,47.0,6.597394678994408e-05,8.39114,28.6,3.2
2622,21.6,1.78745,43.0,6.270847153415739e-05,8.36094,27.9,3.2
2623,21.7,1.75897,42.0,6.136004392412845e-05,8.15751,27.1,3.2
2624,21.8,4.82482,41.0,5.742558286248187e-05,7.80793,26.5,3.2
2625,21.9,1.6399,38.0,5.459160970119939e-05,7.44756,26.0,3.2
2626,22.0,1.52981,38.0,5.379650131987014e-05,7.12814,25.5,3.2
2627,22.1,1.39463,37.0,5.153311242216149e-05,6.86973,25.1,3.3
2628,22.2,1.2541,37.0,4.821078474793464e-05,6.62158,24.9,3.3
2629,22.3,1.12167,36.0,4.605229821547573e-05,6.48437,24.7,3.3
2630,22.4,1.00743,36.0,4.353052904828479e-05,6.33276,24.6,3.3
2631,22.5,0.91717,36.0,4.218574319766135e-05,6.14451,24.6,3.3
2632,21.72941176470588,0.8479,36.0,4.0786492085010833e-05,6.10194,24.7,3.3
2633,21.72941176470588,0.79255,42.72222222222222,3.9447766961870434e-05,6.04993,24.9,3.3
2634,21.72941176470588,0.74768,42.72222222222222,3.83964043020862e-05,5.83276,25.1,3.2
2635,24.3,1.93083,221.0,2.5860062581351447e-05,14.43679,33.1,3.4
2636,24.4,1.90712,218.0,2.543175705890207e-05,14.37363,32.9,3.4
2637,24.5,1.88568,207.0,2.4999583340277665e-05,14.26531,32.7,3.4
2638,24.5,1.86546,189.0,2.4583564657848e-05,14.16883,32.5,3.4
2639,24.6,1.84643,176.0,2.4198573494092524e-05,14.09358,32.2,3.4
2640,24.7,1.83001,164.0,2.184104090429852e-05,13.96584,31.9,3.4
2641,24.7,1.81408,165.0,2.14887818790963e-05,13.75598,31.6,3.4
2642,24.8,1.80013,167.0,2.1116283534098e-05,13.52898,31.0,3.4
2643,24.9,1.78703,169.0,2.076161140303195e-05,13.34658,30.4,3.4
2644,24.9,1.77642,159.0,1.858304297328688e-05,13.12931,29.7,3.4
2645,25.0,1.7672,148.0,1.831974923927241e-05,12.92058,29.0,3.4
2646,25.1,1.76045,139.0,1.807798481087716e-05,12.7128,28.4,3.4
2647,25.1,1.75858,134.0,1.6066924094494937e-05,12.45614,27.8,3.4
2648,25.2,1.7601,129.0,1.5877328233770724e-05,12.2214,27.3,3.4
2649,25.2,1.7652,124.0,1.7442539912891956e-05,12.00494,27.0,3.3
2650,25.3,1.77375,122.0,1.725229584927014e-05,11.85617,26.7,3.3
2651,25.4,1.78644,121.0,1.7069973234281968e-05,11.6593,26.4,3.3
2652,24.858823529411765,1.80112,120.0,1.689420342986118e-05,11.50833,26.2,3.3
2653,24.858823529411765,1.81663,159.55555555555554,1.689420342986118e-05,11.36816,26.0,3.3
2654,24.858823529411765,1.83089,159.55555555555554,1.6561144573823785e-05,11.20393,25.9,3.3736842105263154
2655,25.6,0.53406,5.0,1.7369731774360684e-05,3.73191,12.4,3.8
2656,25.7,0.52024,5.0,1.733797245275822e-05,3.6235,12.3,3.8
2657,25.8,0.50641,5.0,1.731036080934313e-05,3.47466,12.2,3.7
2658,25.9,0.49296,5.0,1.583000624504894e-05,3.32251,12.2,3.7
2659,26.0,0.47922,5.0,1.4911421703908128e-05,3.15992,12.1,3.7
2660,26.1,0.46547,5.0,1.4663776273432326e-05,3.03529,12.1,3.6
2661,26.2,0.45171,5.0,1.44178579144502e-05,2.98853,12.1,3.6
2662,26.2,0.43795,5.0,1.384107872716997e-05,2.98053,12.1,3.6
2663,26.3,0.42472,5.0,1.304532066006227e-05,2.96221,12.1,3.5
2664,26.4,0.41159,5.0,1.2031368537264844e-05,2.92176,12.1,3.5
2665,26.4,0.3989,4.0,1.0910227015375156e-05,2.88398,12.1,3.5
2666,26.5,0.38665,5.0,1.0562534163196434e-05,2.89674,12.2,3.5
2667,26.5,0.37473,5.0,1.0105683480327093e-05,2.89501,12.4,3.5
2668,26.6,0.36306,5.0,9.540077261467091e-06,2.89742,12.6,3.5
2669,26.6,0.35203,5.0,8.866233169891804e-06,2.89663,12.9,3.5
2670,26.7,0.34145,4.0,8.521846408795594e-06,2.81473,13.2,3.4
2671,26.7,0.33117,4.0,8.396212239671078e-06,2.72025,13.5,3.4
2672,26.24705882352941,0.32096,4.0,8.270610906498132e-06,2.64399,13.9,3.4
2673,26.24705882352941,0.31101,4.777777777777778,8.488258561932294e-06,2.54644,14.2,3.4
2674,26.24705882352941,0.30154,4.777777777777778,8.56225534574658e-06,2.44919,14.6,3.5578947368421048
2675,25.7,0.6184,7.0,9.632691704325904e-06,2.74505,11.1,4.1
2676,25.8,0.59214,7.0,8.753648664377861e-06,2.7298,11.0,4.1
2677,25.8,0.56765,7.0,8.150228267518203e-06,2.72185,11.0,4.0
2678,25.9,0.54481,7.0,7.289102966543423e-06,2.70052,11.0,4.0
2679,26.0,0.52341,7.0,6.710628440958616e-06,2.63553,11.0,3.9
2680,26.1,0.50346,7.0,6.54260638745315e-06,2.56497,11.0,3.9
2681,26.1,0.48423,7.0,6.512550482234427e-06,2.50961,11.1,3.8
2682,26.2,0.46582,6.0,6.088956208624053e-06,2.44594,11.1,3.8
2683,26.3,0.44836,6.0,5.935485232512741e-06,2.382,11.1,3.8
2684,26.3,0.43207,6.0,5.654571188223974e-06,2.31237,11.2,3.7
