,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Lower Respiratory Infections,per_capita-Malaria,Maternal mortality ratio (per 100 000 live births),per_capita-Protein-Energy Malnutrition,Mean hemoglobin level of children aged 6-59 months,per_capita-Meningitis
255,1.31263,0.0001223575546127,0.0,8.555555555555555,2.669231121569277e-06,120.0,5.338462243138554e-06
256,1.24272,0.000124337847138,0.0,8.555555555555555,2.583643576895208e-06,120.0,5.274938969494382e-06
257,1.44741,0.0005132692974348,0.0,8.0,1.5101887073349768e-05,121.0,6.625344006372802e-06
258,1.39615,0.0005133273200611,0.0,8.0,1.6809696454776718e-05,121.0,6.607279531357322e-06
259,1.3473,0.0005294817576079,0.0,7.0,1.852216404818865e-05,121.0,6.497303618998116e-06
260,1.29992,0.0005378080199604,0.0,7.0,2.003712385381844e-05,121.0,6.388648185275444e-06
261,1.2548,0.0005210529753941,0.0,7.0,2.0679773133225283e-05,121.0,5.9913361414017175e-06
262,1.21207,0.000526514445426,0.0,7.0,2.170895184549247e-05,121.0,6.271474977586714e-06
263,1.172,0.0005152678945034,0.0,7.0,2.2352683531188304e-05,121.0,5.491823108955747e-06
264,1.13423,0.0005146154442753,0.0,7.0,2.338286330570563e-05,121.0,5.388643395553561e-06
265,1.09818,0.0005224938102841,0.0,7.0,2.4606036687408467e-05,121.0,5.094218532940034e-06
266,1.06459,0.0005149632199306,0.0,6.0,2.5253650352744525e-05,121.0,4.897095695779356e-06
267,1.03313,0.0005094261587742,0.0,6.0,2.6286773541268748e-05,121.0,4.892793615345643e-06
268,1.0035,0.0005119121673757,0.0,6.0,2.7321155000389685e-05,121.0,4.793185087787664e-06
269,0.975,0.0005269030468695,0.0,6.0,2.8644365638908743e-05,121.0,4.694227144837888e-06
270,0.94759,0.0005338813596127,0.0,6.0,2.9394113594174337e-05,121.0,4.78731491761797e-06
271,0.92159,0.0005300802604101,0.0,6.0,2.976258548249984e-05,121.0,4.402183061720233e-06
272,0.89669,0.000558172317121,0.0,5.0,3.11849486514949e-05,121.0,4.400330177818299e-06
273,0.87278,0.0005623724716906,0.0,5.0,3.069572579708959e-05,120.0,4.398764444442744e-06
274,0.84899,0.0005760723851299,0.0,5.0,3.126048289702653e-05,120.0,4.301901316104569e-06
275,0.82556,0.0005915592298678,0.0,6.444444444444445,3.1834069739173814e-05,120.0,4.301901316104569e-06
276,0.8024,0.0006058683220696,0.0,6.444444444444445,3.2300235466805294e-05,120.0,4.300327207119048e-06
277,4.65727,0.0003709617586813,0.0,89.0,5.2418509378880986e-05,117.0,1.6128772116578765e-05
278,4.56903,0.0003534415388059,0.0,88.0,4.7125538507455655e-05,117.0,1.570851283581855e-05
279,4.47075,0.0003329531798942,0.0,82.0,4.5924576537133846e-05,117.0,1.1481144134283462e-05
280,4.36967,0.0003246777480052,0.0,80.0,4.105120951790952e-05,117.0,1.1195784413975323e-05
281,4.26881,0.0003204427936785,0.0,75.0,4.00553492098172e-05,118.0,1.0924186148131964e-05
282,4.16039,0.0003057353824714,0.0,70.0,3.910568845564526e-05,118.0,1.0665187760630528e-05
283,4.04954,0.0002986598507395,0.0,65.0,3.472788962087563e-05,118.0,1.0418366886262687e-05
284,3.93611,0.0002885170225043,0.0,61.0,3.3943179118156203e-05,118.0,1.0182953735446862e-05
285,3.82448,0.0002755003817173,0.0,59.0,3.3192817074385103e-05,118.0,6.63856341487702e-06
286,3.71089,0.000272816735358,0.0,57.0,3.247818278071705e-05,118.0,6.4956365561434105e-06
287,3.59975,0.0002734307933944,0.0,54.0,3.179427830167683e-05,118.0,6.358855660335366e-06
288,3.48921,0.0002740451240209,0.0,52.0,2.802734222941937e-05,118.0,6.228298273204304e-06
289,3.37966,0.000265471333673,0.0,50.0,2.746255175928158e-05,118.0,6.102789279840351e-06
290,3.27089,0.0002692216801227,0.0,48.0,2.692216801227651e-05,119.0,5.982704002728113e-06
291,3.16477,0.0002728520965603,0.0,46.0,2.9338935114011103e-05,119.0,5.86778702280222e-06
292,3.06458,0.0002821207419199,0.0,43.0,3.1666613888976855e-05,119.0,5.757566161632155e-06
293,2.97212,0.000279773242374,0.0,39.0,3.108591581933996e-05,119.0,5.651984694425448e-06
294,2.87925,0.000283061279992,0.0,36.0,3.052621646972632e-05,119.0,5.550221176313876e-06
295,2.78927,0.0002997119435209,0.0,60.77777777777778,3.3301327057883256e-05,119.0,5.550221176313876e-06
296,2.70182,0.0003000613518299,0.0,60.77777777777778,3.214943055321133e-05,119.0,5.358238425535221e-06
297,31.59064,0.0013163381234967,0.0011493975029913,520.0,0.000244292292631,95.0,0.0003958230097052
298,30.82878,0.00125661536194,0.0013096932507443,516.0,0.0002057316516464,95.0,0.0003867521098826
299,30.10883,0.0012534526569303,0.0013866541194003,511.0,0.0001889733819313,96.0,0.0003650654322104
300,29.41039,0.0012061077284399,0.0015140442929592,510.0,0.0001680900392255,96.0,0.000357842579428
301,28.71803,0.0011882822930393,0.0016896885289439,505.0,0.0001575696332227,97.0,0.0003619052958675
302,28.01818,0.0011396672207715,0.001767744203338,500.0,0.0001443869910792,97.0,0.0003331315172629
303,27.33413,0.0011071119617396,0.001796380047681,493.0,0.000134965065961,98.0,0.0003174916219563
304,26.68257,0.0010694408103831,0.0018006421235255,486.0,0.0001255110134404,98.0,0.0003117843365637
305,26.02756,0.0010493935749782,0.001707110432559,480.0,0.0001189562741347,99.0,0.0002962773014903
306,25.38597,0.0010396013026636,0.0015708898896157,471.0,0.0001152205820129,99.0,0.00029891381
307,24.77743,0.0010325739481294,0.0014545036942317,464.0,0.0001126323844607,100.0,0.0002943901342865
308,24.16993,0.0010068598156017,0.0013549551358107,458.0,0.0001091685261777,100.0,0.0002333504056608
309,23.56383,0.0010017932474176,0.0013532959945876,450.0,0.0001069926856382,100.0,0.0002355505961326
310,22.96156,0.000977899610541,0.0013281980526646,441.0,0.0001013435666374,100.0,0.0002228343558133
311,22.39787,0.0009439444061919,0.0012578051831021,432.0,9.408933920545292e-05,100.0,0.0002153425462149
312,21.82784,0.0009431843185055,0.001277390268807,421.0,9.283498619486332e-05,100.0,0.0002098836337374
313,21.2638,0.000916542242217,0.0012687290682512,408.0,8.825617527899843e-05,100.0,0.0002064896590388
314,20.7082,0.000879895967,0.0011772107578673,397.0,8.243645938124643e-05,101.0,0.0001969416073569
315,20.1741,0.0008381342002146,0.0012573824793535,470.1666666666667,7.50081190853539e-05,101.0,0.000184440254176
316,19.59666,0.0007773222814413,0.0011388934873564,470.1666666666667,6.723112187877585e-05,101.0,0.0001695804159777
317,13.65592,0.0005463200147886,0.0001733039321836,423.0,4.456386827580744e-05,101.0,0.0001122349275094
318,13.22951,0.0005162505276145,0.0001915646611902,384.0,3.896230397090815e-05,102.0,0.0001055229065878
319,12.82887,0.0004728865088354,0.000193308336382,365.0,3.195179113753169e-05,102.0,9.42577838557185e-05
320,12.42515,0.0004514303420961,8.965689721072674e-05,348.0,2.831270438233476e-05,103.0,8.965689721072674e-05
321,12.02248,0.0004183354895687,5.112989316951109e-05,332.0,2.4790251233702348e-05,103.0,8.211770721163902e-05
322,11.635,0.0003802124608907,4.275481487928636e-05,310.0,1.9850449765382952e-05,104.0,7.329396836449091e-05
323,11.23392,0.0003327286003568,3.011118555265317e-05,291.0,1.5055592776326586e-05,105.0,6.1727930382939e-05
324,10.84631,0.0003489997074342,1.6336156518200707e-05,275.0,1.7821261656218954e-05,105.0,6.831483634883932e-05
325,10.46147,0.0003297568153405,7.32792922979067e-06,264.0,1.465585845958134e-05,106.0,6.302019137619976e-05
326,10.07834,0.0003081860286106,2.315012421488524e-05,255.0,1.3021944870872947e-05,107.0,5.78753105372131e-05
327,9.71376,0.000292921167055,5.715534966928486e-06,247.0,1.1431069933856972e-05,107.0,5.4297582185820615e-05
328,9.33943,0.0002780808749525,4.234734136333031e-06,239.0,9.881046318110404e-06,108.0,4.5170497454218994e-05
329,8.97942,0.0002622416640628,1.3949024684194082e-06,231.0,8.369414810516449e-06,109.0,4.045217158416284e-05
330,8.63985,0.0002523107807019,0.0,223.0,8.27248461317862e-06,109.0,3.860492819483356e-05
331,8.34299,0.0002439878796635,1.363060780243252e-06,214.0,6.815303901216259e-06,109.0,3.68026410665678e-05
332,8.06443,0.0002358748057402,0.0,203.0,6.739280164007122e-06,110.0,3.504425685283703e-05
333,7.81116,0.0002266288951841,0.0,193.0,5.332444592567905e-06,110.0,3.1994667555407435e-05
334,7.55906,0.0002189141856392,0.0,183.0,5.2750406178127575e-06,110.0,3.0331483552423354e-05
335,7.3357,0.0002162766653303,0.0,276.6666666666667,5.2750406178127575e-06,110.0,3.0331483552423354e-05
336,7.10912,0.0002079002079002,0.0,276.6666666666667,3.873916917395178e-06,111.0,2.8408724060897973e-05
337,8.07139,0.0009255529614583,4.270844251950037e-06,331.0,0.0001691254323772,106.0,3.843759826755033e-05
338,7.79144,0.0008819893472896,1.0755967649873654e-06,320.0,0.0001557225094198,106.0,3.609224700290937e-05
339,7.52006,0.0008413239796181,8.194334016038419e-07,309.0,0.0001436349691097,106.0,3.383089329478719e-05
340,7.26373,0.0008031825434473,6.881472598434878e-07,297.0,0.0001328124211497,106.0,3.1540082742826526e-05
341,7.0051,0.0007715857695033,5.620525710251783e-07,283.0,0.0001236515656255,106.0,2.967637575012941e-05
342,6.74611,0.0007452928178549,7.715246561645261e-07,271.0,0.0001156184806166,106.0,2.7995323237969948e-05
343,6.50168,0.0007215361346463,1.2973379705958349e-06,258.0,0.00010897638953,107.0,2.648731689966496e-05
344,6.25112,0.000704651506227,1.166992858852426e-06,246.0,0.0001043928157373,107.0,2.546166237496202e-05
345,6.00259,0.0006887639816328,6.249181747764903e-07,234.0,9.97786019059796e-05,107.0,2.4267655787153703e-05
346,5.7634,0.0006735380367921,5.114960789733578e-07,222.0,9.544516833642856e-05,108.0,2.311962276959577e-05
347,5.53305,0.0006610760701922,1.3068717932633372e-06,212.0,9.20841971253244e-05,108.0,2.221682048547673e-05
348,5.32753,0.0006511716989256,3.95308361770005e-07,202.0,8.884555430780863e-05,109.0,2.124782444513777e-05
349,5.13637,0.0006406217763007,4.859085075096674e-07,192.0,8.581144242620726e-05,109.0,2.040815731540603e-05
350,4.9632,0.0006325367054349,7.647413697263554e-07,184.0,8.316562395774115e-05,110.0,1.9692090270453653e-05
351,4.79301,0.0006194806633804,3.762409130764976e-07,175.0,8.051555539837047e-05,110.0,1.551993766440552e-05
352,4.64419,0.0006079133167087,9.258503148168829e-08,168.0,7.823435160202657e-05,111.0,1.4165509816698303e-05
353,4.4972,0.0005968285767393,0.0,161.0,7.67572417312532e-05,112.0,1.3218289846831016e-05
354,4.3617,0.0005895009927067,0.0,155.0,7.451809685449237e-05,113.0,1.2748879220889056e-05
355,4.24583,0.0005886031843109,0.0,234.44444444444449,7.344072677948767e-05,114.0,1.2389755862554152e-05
356,4.116,0.0005726150886603,0.0,234.44444444444449,7.059638079374038e-05,114.0,1.1678907439952111e-05
357,1.67756,9.936916686263786e-05,0.0,17.0,2.478034086350072e-07,117.0,4.212657946795122e-06
358,1.61774,9.972531755824748e-05,0.0,16.0,2.4323248184938414e-07,118.0,3.891719709590146e-06
359,1.56584,9.818947255208124e-05,0.0,14.0,2.400720600295385e-07,118.0,3.841152960472616e-06
360,1.5211,9.261919300637892e-05,0.0,14.0,2.3567224683556985e-07,118.0,3.063739208862408e-06
361,1.48211,8.698471623307394e-05,0.0,14.0,4.60236593825788e-07,118.0,2.991537859867622e-06
362,1.44821,8.554350824084176e-05,0.0,13.0,4.514169300308273e-07,118.0,2.934210045200377e-06
363,1.41634,8.11295725960752e-05,0.0,13.0,4.445456032661656e-07,118.0,2.6672736195969926e-06
364,1.38647,8.171876530853886e-05,0.0,13.0,4.393482005835423e-07,118.0,2.6360892035012537e-06
365,1.35888,7.581187327217552e-05,0.0,11.0,4.35700421104457e-07,118.0,2.3963523160745134e-06
366,1.33306,7.478192939111902e-05,0.0,11.0,4.335184312528639e-07,118.0,2.16759215626432e-06
367,1.31018,7.443312897400423e-05,0.0,11.0,4.327507498488618e-07,118.0,2.163753749244309e-06
368,1.29052,7.593847296168482e-05,0.0,10.0,6.490467774502977e-07,118.0,1.947140332350893e-06
369,1.27455,7.658538231682464e-05,0.0,10.0,4.326857758012693e-07,118.0,1.947085991105711e-06
370,1.26212,7.854062432656282e-05,0.0,10.0,4.3273071254304587e-07,118.0,2.1636535627152296e-06
371,1.25343,8.072724644123782e-05,0.0,10.0,4.3285386831762906e-07,118.0,2.164269341588145e-06
372,1.24521,8.618024055979912e-05,0.0,10.0,4.330665354763775e-07,118.0,2.1653326773818874e-06
373,1.23789,8.754125435783182e-05,0.0,10.0,4.333725463259001e-07,118.0,2.1668627316295005e-06
374,1.22846,8.805547060877562e-05,0.0,10.0,4.337707911762346e-07,118.0,2.1688539558811727e-06
375,1.213,8.935678298230432e-05,0.0,12.055555555555555,4.337707911762346e-07,118.0,1.951968560293056e-06
376,1.1959,9.001311060524033e-05,0.0,12.055555555555555,4.348459449528519e-07,118.0,1.956806752287833e-06
377,12.74119,0.0008233711183082,3.333968374928558e-05,262.0,9.704229377024196e-05,111.0,8.215850638216803e-05
378,12.17722,0.00084013561189,1.8669680264222648e-05,271.0,9.801582138716892e-05,111.0,8.518041620551585e-05
379,11.62592,0.0008475658538624,9.7355537267986e-06,278.0,9.850089652996232e-05,111.0,8.704730391019925e-05
380,11.10118,0.0008322585437332,6.752604817308276e-06,278.0,9.397375037420684e-05,112.0,8.609571142068053e-05
381,10.5953,0.000803171976157,4.978338695188491e-06,264.0,9.016324525730266e-05,112.0,8.352546033038469e-05
382,10.11277,0.000772233924383,2.173776001078193e-06,239.0,9.12985920452841e-05,112.0,8.097315604016268e-05
383,9.65569,0.0007596847814613,4.798009146071657e-06,221.0,9.96919678128222e-05,113.0,8.156615548321816e-05
384,9.22611,0.000732196034121,4.180990915751988e-06,209.0,0.0001024342774359,113.0,7.996145126375677e-05
385,8.81293,0.0007233428686179,6.659672303140087e-06,203.0,9.98950845471013e-05,113.0,7.889150266796719e-05
386,8.42725,0.0007142584470353,6.027497443336501e-06,189.0,9.744454200060676e-05,113.0,7.735288385615176e-05
387,8.06282,0.0007160079771074,5.420569682162433e-06,179.0,9.904859146496809e-05,113.0,7.884464992236267e-05
388,7.71709,0.0007093063903422,1.4525045536017756e-06,176.0,9.634946872225113e-05,113.0,6.681520946568167e-05
389,7.4094,0.0006939883261249,4.766403338770211e-07,170.0,9.437478610765015e-05,113.0,5.767348039911955e-05
390,7.11894,0.0006861466520977,1.4098903810228754e-06,164.0,9.211283822682786e-05,113.0,5.592565178057406e-05
391,6.85923,0.0006818864969774,3.2470785570353986e-06,160.0,9.138206796228192e-05,112.0,5.520033546960178e-05
392,6.62644,0.0006775952378661,4.5814417705623124e-07,156.0,8.933811452596509e-05,112.0,5.543544542380398e-05
393,6.41231,0.0006667547827094,1.8106036190345136e-06,151.0,8.509837009462215e-05,112.0,5.477075947579404e-05
394,6.20108,0.0006700862836737,4.9205267826509386e-06,144.0,8.409627592167058e-05,111.0,5.546775645897421e-05
395,6.00765,0.000677690734156,5.367847399255569e-06,206.33333333333331,8.275431407185668e-05,111.0,5.546775645897421e-05
396,5.8162,0.0006680780252173,6.121133738902166e-06,206.33333333333331,7.913751476723514e-05,111.0,5.3778532134640455e-05
397,3.35617,0.0003036417683668,1.0089631774152685e-05,69.0,6.713943841619982e-05,118.0,2.8187447958144374e-05
398,3.29959,0.000300302459337,5.2999484585603065e-06,68.0,6.540516562942725e-05,119.0,2.624257179797688e-05
399,3.24846,0.0003007536469011,4.608153088401839e-06,69.0,6.270064758441497e-05,119.0,2.445738666655378e-05
400,3.20197,0.0003023430321126,4.240054029160265e-06,70.0,6.021420318077981e-05,119.0,2.292890755768974e-05
401,3.15782,0.0003050320633017,4.568644070195994e-06,71.0,5.674877957146033e-05,120.0,2.219974935517772e-05
402,3.11767,0.0003020110705433,5.613962399637591e-06,71.0,5.243578452441897e-05,120.0,2.120712657657631e-05
403,3.08047,0.0003089899541339,5.0974307027276185e-06,72.0,4.902621107223786e-05,120.0,1.942873177678969e-05
404,3.04684,0.0003156273177253,3.7644665872546415e-06,71.0,4.644217271892508e-05,120.0,1.930707246942655e-05
405,3.01343,0.0003240662117774,2.062721062580248e-06,70.0,4.406583366282544e-05,121.0,1.880896020767618e-05
406,2.97675,0.0003377490620071,1.942243280120027e-06,69.0,4.2387195315365565e-05,121.0,1.862742130312005e-05
407,2.93433,0.0003475675947043,1.8497953450079155e-06,65.0,4.100379681434213e-05,122.0,1.5787903818279926e-05
408,2.88451,0.0003574648777079,1.5091202774563346e-06,61.0,3.961072050730666e-05,122.0,1.4073652620056958e-05
409,2.82635,0.0003635627479037,1.3951211863511688e-06,60.0,3.794535184897987e-05,122.0,1.30616398178592e-05
410,2.76139,0.0003742320901956,1.0290216416138044e-06,61.0,3.681397050558545e-05,123.0,1.1824131853870772e-05
411,2.69249,0.0003818264284904,7.184522205864138e-07,62.0,3.539447727776379e-05,123.0,1.1128872476500808e-05
412,2.62185,0.0003927551018793,5.368594917775354e-07,63.0,3.462743721965103e-05,123.0,1.0567655259199907e-05
413,2.55255,0.000406080911519,4.522578352317843e-07,62.0,3.42923337951523e-05,123.0,1.0229419489675616e-05
414,2.48576,0.000401529609872,5.633235097101089e-07,60.0,3.342078330558827e-05,124.0,9.72887405704262e-06
415,2.42188,0.0004029102142114,5.587061038928129e-07,66.33333333333333,3.442276036794149e-05,124.0,9.470299331274044e-06
416,2.35665,0.0004017577428141,5.348248965159149e-07,66.33333333333333,3.4663905157234894e-05,124.0,9.10108806952506e-06
417,3.44442,0.0001014457557247,0.0,28.0,3.074113809841468e-06,120.0,6.148227619682936e-06
418,3.36143,9.920217403067452e-05,0.0,28.0,3.006126485778016e-06,120.0,6.012252971556031e-06
419,3.28478,0.0001058857786575,0.0,29.0,0.0,120.0,5.882543258752489e-06
420,3.21254,0.0001094280942233,0.0,30.0,0.0,120.0,5.759373380176237e-06
421,3.14601,0.0001157195072042,0.0,30.0,0.0,120.0,5.644854009963167e-06
422,3.08434,0.0001190772894685,0.0,29.0,0.0,120.0,2.769239289967046e-06
423,3.02522,0.0001223427827273,0.0,28.0,0.0,120.0,2.718728505052757e-06
424,2.9684,0.000122805190922,0.0,27.0,0.0,120.0,2.66967806352232e-06
425,2.9158,0.0001258616937313,0.0,27.0,0.0,120.0,2.6221186194021045e-06
426,2.86415,0.0001313789639094,0.0,27.0,0.0,120.0,2.576058115871094e-06
427,2.81596,0.0001392309892741,0.0,28.0,0.0,120.0,2.531472532257289e-06
428,2.76859,0.0001468063400432,0.0,28.0,0.0,120.0,2.4882430515812782e-06
429,2.72449,0.0001516685992181,0.0,29.0,0.0,120.0,2.446267729325368e-06
430,2.68345,0.0001611673325844,0.0,28.0,0.0,120.0,2.4054825758869618e-06
431,2.64213,0.0001679777606908,0.0,29.0,0.0,120.0,2.3658839533920863e-06
432,2.59926,0.0001722348165699,0.0,30.0,0.0,120.0,2.32749752121514e-06
433,2.55879,0.0001740644038294,0.0,31.0,0.0,120.0,2.290321103018643e-06
434,2.51486,0.0001758368594635,0.0,31.0,0.0,120.0,2.2543187110707336e-06
435,2.47302,0.0001803454968856,0.0,28.72222222222222,0.0,120.0,4.508637422141467e-06
436,2.42883,0.0001792220451858,0.0,28.72222222222222,0.0,119.0,4.371269394775896e-06
437,3.13214,0.0003693805521395,0.0,19.0,6.395092661695122e-07,116.0,1.0104246405478292e-05
438,2.94456,0.0003407674128658,0.0,18.0,6.46127062696035e-07,116.0,1.033803300313656e-05
439,2.83294,0.0003215954895188,0.0,17.0,6.525882498353194e-07,116.0,9.658306097562729e-06
440,2.79591,0.0003112646027179,0.0,16.0,6.589005137974427e-07,117.0,1.0015287809721127e-05
441,2.81544,0.0003035392651716,0.0,16.0,6.650728860026499e-07,117.0,9.84307871283922e-06
442,2.84639,0.0003076365952789,0.0,15.0,8.053314012538204e-07,117.0,9.529754914836877e-06
443,2.85972,0.0003072291465,0.0,14.0,8.124173111505495e-07,117.0,9.613604848614835e-06
444,2.8358,0.0003047990279205,0.0,13.0,8.193522255927945e-07,117.0,9.285991890051671e-06
445,2.75654,0.0003001648841508,0.0,13.0,8.261418829838868e-07,117.0,9.225251026653402e-06
446,2.62669,0.0002952244837284,0.0,12.0,8.327912093891102e-07,117.0,9.160703303280211e-06
447,2.47242,0.0002873215518441,0.0,12.0,8.39303462056839e-07,117.0,6.854311606797519e-06
448,2.31658,0.000281379010902,0.0,12.0,7.048572417385445e-07,118.0,6.484686623994609e-06
449,2.1666,0.0002756490362585,0.0,11.0,7.104356604600639e-07,118.0,6.251833812048562e-06
450,2.03453,0.0002705667234154,0.0,10.0,5.729311242255045e-07,118.0,6.30224236648055e-06
451,1.92475,0.0002817444065576,0.0,11.0,5.776410180576358e-07,118.0,6.498461453148403e-06
452,1.84087,0.0002794470007429,0.0,10.0,4.368634717190608e-07,118.0,6.261709761306536e-06
453,1.78064,0.0002846296884039,0.0,10.0,5.874709770978846e-07,118.0,6.168445259527788e-06
454,1.74112,0.0002890445736066,0.0,10.0,5.926080442986365e-07,118.0,6.074232454061024e-06
455,1.71554,0.000293785437961,0.0,13.27777777777778,5.926080442986365e-07,118.0,5.9260804429863655e-06
456,1.69872,0.0003001597483364,0.0,13.27777777777778,6.033361775606304e-07,118.0,5.882527731216147e-06
457,34.48074,0.0017243209423744,0.0026591012060149,516.0,0.0004461608163793,90.0,0.0005099350607322
458,33.51459,0.0016511672296256,0.0027934204486915,501.0,0.0004403057238415,89.0,0.0005797649410325
459,32.42333,0.0016181223344664,0.0028592072265324,486.0,0.0004461675951693,89.0,0.0005278524193606
460,31.2321,0.0015462985655082,0.0028799743811782,471.0,0.0004448392448019,89.0,0.0005058400841183
461,30.01324,0.0014952412036331,0.0027736861587169,454.0,0.0004473926689777,90.0,0.0004631218971407
