,"Mean HDL cholesterol, age-standardized","Medical doctors (per 10,000)","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude",Out-of-pocket expenditure (OOP) per capita in US$,"Nursing and midwifery personnel (per 10,000)",per_capita-Alzheimer's Disease and Other Dementias
2719,1.1,17.209,33.1,31.05,40.568,6.306377176421229e-05
2720,1.1,17.269,33.6,37.07,43.959,6.153145087428081e-05
2721,1.1,17.095,34.1,42.68,44.721,6.017667923592305e-05
2722,1.1,17.229,34.5,46.39,47.534,5.899513035564003e-05
2723,1.1,18.764,35.0,40.16,38.869400000000006,5.725127008707808e-05
2724,1.1,18.764,35.3,37.09,38.869400000000006,5.605605893976506e-05
2725,1.1,18.764,35.7,36.73,38.869400000000006,5.361009050540499e-05
2726,1.1,18.764,36.0,40.94,38.869400000000006,5.278350320686351e-05
2727,1.1,18.764,36.4,44.07,38.869400000000006,5.102932206630311e-05
2728,1.1,0.41575,13.9,4.85,4.3998333333333335,5.345258619155366e-05
2729,1.1,0.41575,14.2,6.35,4.3998333333333335,5.354779761466692e-05
2730,1.1,0.233,14.4,7.4,3.762,5.474364261541328e-05
2731,1.1,0.41575,14.7,8.33,4.3998333333333335,5.588585517126763e-05
2732,1.1,0.41575,14.9,8.93,4.3998333333333335,5.693435582317887e-05
2733,1.1,0.41575,15.1,9.52,4.3998333333333335,5.795517822236616e-05
2734,1.1,0.41575,15.4,9.35,2.387,5.888219350612634e-05
2735,1.1,0.41575,15.7,10.51,4.3998333333333335,5.96939525836538e-05
2736,1.1,0.41575,16.0,12.02,4.3998333333333335,6.050258174189743e-05
2737,1.1,0.41575,16.3,11.8,4.3998333333333335,6.112277048056188e-05
2738,1.1,0.41575,16.7,11.97,4.3998333333333335,6.227786209862407e-05
2739,1.1,0.41575,17.2,10.63,4.3998333333333335,6.346700628026263e-05
2740,1.1,0.315,17.7,10.44,4.421,6.472210456651832e-05
2741,1.1,0.41575,18.2,10.55,4.3998333333333335,6.59989985428033e-05
2742,1.1,0.603,18.8,10.43,4.314,6.67346596377829e-05
2743,1.1,0.41575,19.4,8.68,4.3998333333333335,6.76237512479715e-05
2744,1.1,0.41575,20.1,8.14,4.3998333333333335,6.876210901378983e-05
2745,1.1,0.41575,20.8,8.5,5.843,7.034395322372277e-05
2746,1.1,0.512,21.5,8.78,5.672,7.359188672079665e-05
2747,1.1,0.41575,22.3,8.94,4.3998333333333335,7.398306380677865e-05
2748,1.2,4.581692307692308,29.3,21.29,20.31607692307692,0.0001338356745395
2749,1.2,2.982,30.2,19.47,12.282,0.0001366141417727
2750,1.2,2.964,31.0,19.5,13.217,0.0001420686312716
2751,1.2,4.581692307692308,31.9,20.79,20.31607692307692,0.0001467374139346
2752,1.2,2.911,32.8,22.05,14.879,0.0001542394237346
2753,1.2,4.581692307692308,33.8,25.22,20.31607692307692,0.0001612353834216
2754,1.2,2.875,34.8,18.44,15.448,0.0001677090489352
2755,1.2,2.959,35.8,18.79,15.283,0.0001748428533813
2756,1.2,3.164,36.8,22.27,15.842,0.0001822647598899
2757,1.2,3.387,37.9,24.25,16.42,0.0001893390455237
2758,1.2,3.906,39.0,24.95,20.643,0.0001979611270192
2759,1.2,4.581692307692308,40.1,25.49,20.31607692307692,0.000205814878839
2760,1.2,4.581692307692308,41.2,27.71,20.31607692307692,0.0002146484790945
2761,1.2,4.581692307692308,42.3,26.71,20.31607692307692,0.0002252397842964
2762,1.2,4.581692307692308,43.4,28.19,20.31607692307692,0.0002372452257993
2763,1.2,4.651,44.5,26.8,23.683,0.0002502982145413
2764,1.2,4.45,45.6,25.53,27.724,0.0002651343429169
2765,1.2,8.075,46.7,30.07,29.573,0.0002797428251522
2766,1.2,8.05,47.8,28.56,27.593,0.0002965029528086
2767,1.2,9.188,48.9,25.68,31.522,0.0003110217699365
2768,1.1,0.5864444444444445,13.8,8.77,3.7295,3.886347182217998e-05
2769,1.1,0.5864444444444445,14.1,8.61,3.7295,3.8756934618609366e-05
2770,1.1,0.5864444444444445,14.4,9.6,3.7295,3.903043104184915e-05
2771,1.1,0.5864444444444445,14.7,11.48,3.7295,3.8894267316796944e-05
2772,1.1,0.446,15.0,12.12,3.543,3.908066500233229e-05
2773,1.1,0.5864444444444445,15.4,12.46,3.7295,3.954840619923017e-05
2774,1.1,0.5864444444444445,15.8,12.62,3.7295,3.972447242320305e-05
2775,1.1,0.49,16.2,15.65,4.175,3.955397023389967e-05
2776,1.1,0.574,16.7,18.68,2.985,4.0029914725028245e-05
2777,1.1,0.5864444444444445,17.3,19.4,3.7295,4.028098013304589e-05
2778,1.1,0.506,18.0,19.94,3.7295,4.083653257457335e-05
2779,1.1,0.5864444444444445,18.7,22.42,3.7295,4.105143050206933e-05
2780,1.1,0.5864444444444445,19.5,21.99,3.7295,4.151673117083359e-05
2781,1.1,0.5864444444444445,20.3,23.98,3.7295,4.207297018536009e-05
2782,1.1,0.5864444444444445,21.2,25.17,3.7295,4.2441045714719454e-05
2783,1.1,0.493,22.2,21.96,3.018,4.343037462140763e-05
2784,1.1,0.462,23.2,23.5,3.169,4.3960650963131454e-05
2785,1.1,0.757,24.2,33.16,4.201,4.532297642640258e-05
2786,1.1,0.774,25.3,35.5,4.102,4.7833944649471975e-05
2787,1.1,0.776,26.4,33.87,4.643,4.767038976383255e-05
2788,1.2,10.062,39.9,158.97,25.994,0.0001437958099498
2789,1.2,9.704,40.6,145.88,27.776,0.0001505140294286
2790,1.2,8.252,41.3,176.88,29.87,0.0001557177303097
2791,1.2,8.087,42.1,181.7,31.007,0.0001617802589449
2792,1.2,20.80430769230769,42.8,238.16,35.656,0.0001678328900823
2793,1.2,20.80430769230769,43.5,255.78,35.656,0.0001738511672286
2794,1.2,12.222,44.3,292.61,35.537,0.0001798212965115
2795,1.2,11.792,45.0,343.2,35.743,0.0001865654994966
2796,1.2,20.80430769230769,45.8,366.52,35.656,0.000194100167056
2797,1.2,15.081,46.6,385.22,34.719,0.000199194603371
2798,1.2,18.086,47.3,401.19,29.403,0.0002059101922289
2799,1.2,18.193,48.0,408.45,32.772,0.0002109971038814
2800,1.2,20.80430769230769,48.7,417.52,35.656,0.0002177133896996
2801,1.2,20.80430769230769,49.4,437.42,35.656,0.0002277132771531
2802,1.2,20.80430769230769,50.0,451.63,35.656,0.0002361273159269
2803,1.2,26.498,50.7,457.33,34.832,0.000243790101631
2804,1.2,20.80430769230769,51.3,478.76,42.639,0.0002523599340914
2805,1.2,33.646,51.9,461.63,56.781,0.0002602182878457
2806,1.2,54.073,52.5,513.17,41.416,0.0002667853108828
2807,1.2,44.76,53.1,547.91,40.695,0.0002763112204625
2808,1.1,7.668,21.7,43.13,24.432111111111112,0.0001299959844282
2809,1.1,7.93,22.2,45.32,24.432111111111112,0.0001345533671121
2810,1.1,8.068,22.8,50.62,24.432111111111112,0.0001391317458171
2811,1.1,8.234,23.5,61.68,20.788,0.0001435029205596
2812,1.2,13.3,24.2,70.45,28.474,0.0001479773254757
2813,1.2,9.322,25.0,72.58,24.432111111111112,0.000152403323511
2814,1.2,10.753384615384617,25.7,77.4,24.432111111111112,0.0001566459878799
2815,1.2,10.242,26.5,87.88,24.432111111111112,0.0001608756491939
2816,1.2,11.074,27.3,99.85,21.757,0.0001650859901223
2817,1.2,10.753384615384617,28.2,99.55,21.528,0.0001690889474078
2818,1.2,12.22,29.0,102.62,22.412,0.0001734910106288
2819,1.2,10.753384615384617,29.8,114.07,24.432111111111112,0.0001780945408237
2820,1.2,10.753384615384617,30.6,112.42,24.432111111111112,0.0001832682685946
2821,1.2,10.753384615384617,31.3,113.11,24.432111111111112,0.0001880789854218
2822,1.2,12.769,32.1,111.39,26.511,0.0001934624856948
2823,1.2,13.108,32.9,100.99,26.7,0.0001991442595398
2824,1.2,12.834,33.7,97.38,26.583,0.0002049469634619
2825,1.2,13.025,34.4,92.15,25.136,0.0002110544064419
2826,1.2,10.753384615384617,35.2,91.6,24.432111111111112,0.0002188019732607
2827,1.1789473684210523,10.753384615384617,36.0,88.42,24.432111111111112,0.0002232342603851
2828,1.1,13.479,37.9,57.06,17.575,0.0001459097389047
2829,1.1,13.99,39.0,36.0,17.806,0.0001511148966746
2830,1.1,14.114,40.2,37.94,17.48,0.0001560182754396
2831,1.1,14.294,41.3,45.18,17.574,0.0001588266091396
2832,1.2,14.492,42.5,60.45,17.756,0.0001604026188118
2833,1.2,14.852,43.7,88.22,17.926,0.0001635802543882
2834,1.2,15.195,44.8,98.6,18.487,0.0001706315025793
2835,1.2,15.579,45.9,122.49,20.384,0.0001768674874117
2836,1.2,16.068,46.9,109.5,20.958,0.0001830095955027
2837,1.2,16.635,47.8,72.57,21.667,0.0001893223299575
2838,1.2,17.068,48.6,91.0,22.829,0.0001928818165413
2839,1.2,17.16,49.3,84.47,24.085,0.0001961654086018
2840,1.2,17.384,49.9,83.52,25.234,0.0001992364487866
2841,1.2,17.619,50.4,93.33,25.416,0.0002030745891838
2842,1.2,17.56,50.8,93.21,25.284,0.0002065072966973
2843,1.2,17.988,51.2,76.8,26.218,0.000210498748374
2844,1.2,18.142,51.6,76.86,25.731,0.0002176074678758
2845,1.2,18.492,51.8,76.95,27.107,0.0002247096561858
2846,1.2,18.597,52.0,68.19,29.979,0.0002301206295828
2847,1.1789473684210523,19.275,52.3,66.96,30.454,0.0002294505993243
2848,1.2,27.475,36.5,38.32,80.118,6.886353504800495e-05
2849,1.2,27.681,37.3,75.84,79.645,6.952281698354672e-05
2850,1.2,70.946,38.1,81.02,67.833,7.062559396013473e-05
2851,1.2,26.651,39.0,133.05,72.106,7.133246856432982e-05
2852,1.2,26.13,39.8,230.47,52.332,7.225823922945376e-05
2853,1.2,25.038,40.6,254.81,49.465,7.332517894452479e-05
2854,1.2,23.923,41.4,285.96,47.87,7.41601783573478e-05
2855,1.3,23.414,42.1,194.53,46.034,7.498588254613517e-05
2856,1.3,23.026,42.9,200.5,45.411,7.620101496438845e-05
2857,1.3,22.911,43.6,137.4,45.03,7.779094992371369e-05
2858,1.3,22.743,44.4,157.47,45.135,8.014708203903891e-05
2859,1.3,22.841,45.1,190.81,45.136,8.304147091057274e-05
2860,1.3,22.375,45.8,217.7,44.963,8.585850992358197e-05
2861,1.3,22.125,46.5,251.49,44.453,8.87925774099166e-05
2862,1.3,22.247,47.0,298.58,44.273,9.164834183207357e-05
2863,1.3,27.30173333333333,47.5,287.93,53.98693333333333,9.519400270136876e-05
2864,1.3,27.30173333333333,48.0,322.19,53.98693333333333,9.789623263924652e-05
2865,1.3,27.30173333333333,48.4,332.25,53.98693333333333,0.0001005367503868
2866,1.3,27.30173333333333,48.7,351.43,53.98693333333333,0.0001050216611847
2867,1.263157894736842,27.30173333333333,49.1,383.95,53.98693333333333,0.0001063940055204
2868,1.1,1.6115000000000002,13.4,7.17,13.001444444444443,3.911366514578377e-05
2869,1.1,1.6115000000000002,13.7,7.04,13.001444444444443,3.8922637592333935e-05
2870,1.1,1.6115000000000002,13.9,7.03,13.001444444444443,3.898768648717411e-05
2871,1.1,1.6115000000000002,14.2,6.56,13.001444444444443,3.863693747449373e-05
2872,1.1,0.824,14.4,7.23,7.072,3.8481790548901616e-05
2873,1.1,1.214,14.7,12.7,13.591,3.833416254748773e-05
2874,1.1,1.6115000000000002,15.0,17.22,13.001444444444443,3.83818617935238e-05
2875,1.1,1.6115000000000002,15.2,19.78,13.001444444444443,3.800068797767278e-05
2876,1.1,1.6115000000000002,15.6,21.19,13.001444444444443,3.787302539035676e-05
2877,1.0,1.6115000000000002,15.9,19.04,13.001444444444443,3.802955851297073e-05
2878,1.0,1.6115000000000002,16.3,19.38,13.001444444444443,3.8294924332642826e-05
2879,1.0,1.6115000000000002,16.7,18.16,13.001444444444443,3.857016163757985e-05
2880,1.0,0.975,17.1,20.51,11.811,3.87475325627016e-05
2881,1.0,1.6115000000000002,17.6,22.27,13.209,3.902491817676873e-05
2882,1.0,1.6115000000000002,18.1,20.17,12.296,3.907919250451746e-05
2883,1.0,0.954,18.6,15.54,15.565,3.905732834654706e-05
2884,1.0,1.6115000000000002,19.2,15.53,16.401,3.920884617280109e-05
2885,1.0,1.68,19.8,11.69,14.686,3.953907878422555e-05
2886,1.0,4.022,20.4,11.42,12.382,4.149738221457634e-05
2887,1.0473684210526315,1.6115000000000002,21.1,12.4,13.001444444444443,4.026764474328703e-05
2888,1.4,30.295,34.2,17.0,65.953,0.0002160790041486
2889,1.4,30.279,35.0,21.12,65.732,0.0002167893229155
2890,1.4,30.188,35.7,23.86,65.594,0.0002190115783774
2891,1.4,30.096,36.4,28.27,65.799,0.0002243057472788
2892,1.4,30.161,37.2,35.03,66.006,0.0002313689933163
2893,1.4,30.181,37.9,44.16,66.407,0.000240995310419
2894,1.4,30.838,38.8,53.61,66.503,0.0002502770464803
2895,1.4,30.885,39.7,67.79,66.468,0.0002606703121201
2896,1.4,31.177,40.7,81.55,66.081,0.0002714250082531
2897,1.4,34.904,41.8,62.95,75.44,0.0002808947213498
2898,1.4,34.83,42.9,84.68,74.719,0.0002929610347951
2899,1.4,34.842,44.1,112.9,74.711,0.000303868145109
2900,1.4,34.91,45.4,120.93,75.132,0.0003160917592662
2901,1.4,34.965,46.7,135.34,75.702,0.000326720959974
2902,1.4,29.923,48.0,102.49,66.61,0.0003354374884232
2903,1.4,31.898266666666665,49.3,76.09,69.1238,0.0003509094196058
2904,1.4,31.898266666666665,50.7,76.25,69.1238,0.0003591170632887
2905,1.4,31.898266666666665,52.1,92.26,69.1238,0.0003679784355059
2906,1.4,31.898266666666665,53.5,112.7,69.1238,0.0003735957239358
2907,1.4,31.898266666666665,54.9,126.84,69.1238,0.0003819746422971
2908,1.1,18.015,19.0,173.8,34.01,1.1803819281041792e-05
2909,1.1,19.829,19.5,117.24,37.182,1.1513503125030444e-05
2910,1.1,20.027,19.9,240.57,37.976,1.1523010327427744e-05
2911,1.1,20.763,20.4,243.41,39.548,1.1522898410911918e-05
2912,1.1,19.176,20.8,272.02,33.515,1.1514991623483317e-05
2913,1.1,15.193,21.3,275.28,29.999,1.125629557270319e-05
2914,1.1,13.298,21.6,289.53,27.999,1.1017568567955192e-05
2915,1.1,14.053,22.0,309.76,29.802,1.1026075317995389e-05
2916,1.1,16.405,22.4,327.56,28.181,1.1035619300562448e-05
2917,1.1,15.177,23.0,208.82,29.243,1.1253537830955607e-05
2918,1.1,14.195,23.6,235.92,26.529,1.165690200142978e-05
2919,1.1,14.369,24.6,242.87,28.558,1.2041958846022968e-05
2920,1.1,14.767,25.5,234.93,30.099,1.2607452660426542e-05
2921,1.1,17.413,26.3,261.43,33.402,1.333583730424635e-05
2922,1.1,19.953,27.1,282.84,39.589,1.4212608182376189e-05
2923,1.1,22.111,27.7,246.48,49.828,1.5398563262142373e-05
2924,1.1,23.71,28.7,248.53,55.311,1.6701864299208332e-05
2925,1.2,24.356,29.6,188.38,56.829,1.8279202466868943e-05
2926,1.2,25.278,30.3,230.73,57.271,2.042000996298873e-05
2927,1.1105263157894738,26.011,31.0,230.47,57.461,2.1711426818332e-05
2928,1.4,19.913,45.1,359.49,85.965,0.0003873015284688
2929,1.4,20.416,46.7,376.1,88.136,0.0003929786423611
2930,1.4,21.146,48.4,412.01,91.258,0.0003997716836751
2931,1.4,22.04,49.9,461.65,93.744,0.0004057093168216
2932,1.4,23.357,51.4,514.9,95.31,0.0004093006410835
2933,1.4,24.12,52.8,495.36,96.49,0.0004158390280228
2934,1.4,24.59,54.2,510.72,94.788,0.0004237691482517
2935,1.4,24.844,55.4,667.46,91.17,0.0004318582787775
2936,1.4,25.543,56.6,593.07,91.06,0.0004404421617517
2937,1.5,26.279,57.7,497.07,89.107,0.0004477324395588
2938,1.5,26.265,58.7,530.8,87.953,0.0004579103556835
2939,1.5,26.603,59.6,575.31,85.826,0.0004653550746781
2940,1.5,26.667,60.3,614.65,83.211,0.0004707745757302
2941,1.5,26.774,61.0,693.91,83.189,0.0004717994832951
2942,1.5,27.149,61.6,755.02,83.224,0.0004708910986521
2943,1.5,27.465,62.1,720.05,82.991,0.0004735971463337
2944,1.5,27.563,62.5,662.47,82.751,0.0004761570107837
2945,1.5,27.828,63.0,663.75,82.245,0.0004811681902141
2946,1.5,28.044,63.3,725.93,84.475,0.0004918522392315
2947,1.4526315789473685,29.093,63.7,736.37,85.912,0.0004955184652873
2948,1.3,25.942,73.0,686.62,142.86300000000003,0.000341727779281
2949,1.3,26.39633333333333,73.7,705.29,142.86300000000003,0.0003457185979838
2950,1.3,26.39633333333333,74.3,762.6,142.86300000000003,0.0003515240710563
2951,1.3,26.39633333333333,75.0,811.12,142.86300000000003,0.0003583001357589
2952,1.3,27.147,75.7,852.26,142.86300000000003,0.0003636702050814
2953,1.3,26.39633333333333,76.3,898.34,142.86300000000003,0.0003715936728207
2954,1.3,26.39633333333333,77.0,933.97,142.86300000000003,0.0003760668159319
2955,1.3,26.39633333333333,77.5,976.17,142.86300000000003,0.0003799490565525
2956,1.4,26.39633333333333,78.1,988.04,142.86300000000003,0.0003846047095192
2957,1.4,26.39633333333333,78.6,968.02,142.86300000000003,0.0003874998631951
2958,1.4,26.39633333333333,79.1,975.36,125.927,0.0003950311112504
2959,1.4,26.39633333333333,79.5,995.65,142.86300000000003,0.0004007574629825
2960,1.4,26.39633333333333,79.8,1028.72,142.86300000000003,0.0004050375351775
2961,1.4,26.39633333333333,80.0,1044.28,142.86300000000003,0.000409387005296
2962,1.4,26.39633333333333,80.2,1066.67,142.86300000000003,0.0004119296757022
2963,1.4,26.39633333333333,80.4,1102.62,142.86300000000003,0.0004169453933587
2964,1.4,26.39633333333333,80.5,1137.02,142.86300000000003,0.0004202154574795
2965,1.4,26.39633333333333,80.5,1151.94,145.812,0.0004228493179701
2966,1.4,26.1,80.5,1188.61,156.85,0.0004317817241032
2967,1.3578947368421053,26.39633333333333,80.5,1235.34,142.86300000000003,0.0004309872498759
2968,1.2,41.425,46.1,173.13,53.8648,0.0003071626033102
2969,1.2,41.425,46.9,160.97,53.8648,0.0003122687578666
2970,1.2,37.234,47.8,93.35,8.659,0.0003189788727397
2971,1.2,41.425,48.6,80.87,53.8648,0.0003260883274837
2972,1.2,41.425,49.5,90.28,53.8648,0.0003311375141362
2973,1.2,41.425,50.4,114.26,53.8648,0.0003347717594752
2974,1.2,41.425,51.3,117.72,29.915,0.0003393139194823
2975,1.2,41.425,52.1,133.64,53.8648,0.0003488998370784
2976,1.2,39.51,53.1,170.87,58.664,0.0003544942568887
2977,1.2,41.425,54.0,169.39,53.8648,0.0003640211126173
2978,1.2,41.425,54.9,211.0,53.8648,0.0003759380274795
2979,1.2,41.425,55.9,238.87,53.8648,0.0003920164060528
2980,1.2,41.425,56.8,245.52,53.8648,0.0003983321312005
2981,1.2,41.425,57.8,264.89,53.8648,0.000403373781005
2982,1.2,41.425,58.7,252.36,53.8648,0.0004089443295653
2983,1.2,41.425,59.7,238.0,53.8648,0.0004174280864168
2984,1.2,39.558,60.5,238.39,53.8648,0.000424945747797
2985,1.2,49.398,61.4,272.03,53.8648,0.0004315286112397
2986,1.2,41.425,62.2,273.93,99.913,0.0004383735478318
2987,1.2,41.425,63.0,256.81,72.173,0.0004430998519744
2988,1.1,29.628,34.7,21.66,109.024,5.981993321571675e-05
2989,1.1,29.09,35.4,18.52,108.773,5.557224912637271e-05
2990,1.1,28.456,36.0,15.19,108.396,5.164165192265723e-05
2991,1.1,27.816,36.6,15.17,107.753,4.809145409474494e-05
2992,1.1,27.21,37.2,16.66,106.905,4.514982737995171e-05
2993,1.1,26.701,37.8,18.69,109.794,4.261510071180406e-05
2994,1.1,26.515,38.2,21.52,107.864,4.04319746200588e-05
2995,1.1,26.329,38.7,27.13,108.724,3.903355430682648e-05
2996,1.1,26.048,39.1,34.96,111.342,3.821535953193096e-05
2997,1.1,25.706,39.5,40.42,111.73,3.749183873307579e-05
2998,1.1,25.432,39.9,46.66,113.794,3.681940883819406e-05
2999,1.1,25.036,40.3,54.62,114.244,3.6190923117396526e-05
3000,1.2,24.451,40.6,62.22,113.964,3.567632521875962e-05
3001,1.2,24.044,40.8,69.02,113.259,3.530852181640992e-05
3002,1.2,23.742,41.0,53.43,112.804,3.5085031598651024e-05
3003,1.2,26.4136,41.2,63.83,110.558,3.4931576233952794e-05
3004,1.2,26.4136,41.3,70.6,110.558,3.504829777576649e-05
3005,1.2,26.4136,41.4,52.72,110.558,3.546354381310746e-05
3006,1.2,26.4136,41.5,49.64,110.558,3.643837108379951e-05
3007,1.136842105263158,26.4136,41.6,56.86,110.558,3.693537886456618e-05
3008,1.0,18.387500000000003,43.1,146.5,17.374666666666666,0.0001200370224825
3009,1.0,19.475,43.7,162.39,11.361,0.0001239731429548
3010,1.0,18.387500000000003,44.5,117.62,17.374666666666666,0.0001291348469557
3011,1.0,18.387500000000003,45.3,84.56,17.374666666666666,0.0001338741861317
3012,1.1,18.387500000000003,46.2,91.95,17.374666666666666,0.0001371231742741
3013,1.1,18.387500000000003,47.2,121.86,17.374666666666666,0.0001413975667429
3014,1.1,18.387500000000003,48.2,152.1,17.374666666666666,0.0001453505264247
3015,1.1,18.387500000000003,49.3,204.96,17.374666666666666,0.0001489805686607
3016,1.1,18.387500000000003,50.5,279.08,17.374666666666666,0.0001534366167835
3017,1.1,18.387500000000003,51.8,350.57,17.374666666666666,0.0001568534204413
3018,1.1,18.387500000000003,53.1,363.78,17.374666666666666,0.0001605246813493
3019,1.0,18.387500000000003,54.4,273.06,17.374666666666666,0.0001647865894256
3020,1.0,18.387500000000003,55.7,243.46,17.374666666666666,0.0001680693960461
3021,1.0,18.387500000000003,57.0,218.18,17.374666666666666,0.0001706309310587
3022,1.0,18.387500000000003,58.3,208.16,17.374666666666666,0.0001757625945468
3023,1.0,18.387500000000003,59.6,165.71,17.374666666666666,0.0001802192006547
3024,1.0,18.387500000000003,60.8,140.11,17.374666666666666,0.0001864873082162
3025,1.0,17.3,62.1,143.13,20.1,0.0001924319879736
3026,1.0,18.387500000000003,63.3,94.03,20.663,0.0002006425081031
3027,1.0368421052631578,18.387500000000003,64.5,62.56,17.374666666666666,0.0002044248773385
3028,1.1,6.880166666666667,20.9,7.04,11.054083333333333,0.00012175101604
3029,1.1,5.242,21.5,7.33,7.332,0.0001245488812094
3030,1.1,5.514,22.0,7.3,7.581,0.0001276059475176
3031,1.1,6.880166666666667,22.7,8.31,11.054083333333333,0.0001310260818576
3032,1.1,6.880166666666667,23.4,10.72,11.054083333333333,0.000134753090875
3033,1.1,6.139,24.2,13.06,8.31,0.0001386794194245
3034,1.1,6.239,25.2,15.79,8.797,0.0001427392475928
3035,1.1,6.415,26.2,18.47,9.5,0.0001467657082073
3036,1.1,6.648,27.2,22.0,10.207,0.0001508022763331
3037,1.1,6.982,28.3,24.01,11.081,0.000155029377909
3038,1.1,7.1,29.5,29.43,12.327,0.0001594598652369
3039,1.1,6.880166666666667,30.7,33.51,11.054083333333333,0.0001642749848613
3040,1.1,8.209,31.8,44.42,14.524,0.0001691337458831
3041,1.1,6.880166666666667,33.0,49.33,11.054083333333333,0.0001735334348581
3042,1.1,7.83,34.2,48.99,14.299,0.0001784486521309
3043,1.1,7.963,35.4,51.25,14.228,0.0001825459800074
3044,1.1,8.281,36.6,55.3,14.463,0.0001871384460448
3045,1.1,6.880166666666667,37.8,63.21,11.054083333333333,0.0001913994319477
3046,1.1,6.880166666666667,39.0,72.73,11.054083333333333,0.0001971606536428
3047,1.1,6.880166666666667,40.3,77.62,11.054083333333333,0.0001987849479465
3048,1.1,0.7885,18.8,6.57,7.861857142857143,3.373553697598513e-05
3049,1.1,0.7885,19.2,6.71,7.861857142857143,3.353341919892513e-05
3050,1.1,0.7885,19.5,6.33,7.861857142857143,3.398381967141036e-05
3051,1.1,0.7885,19.9,7.42,7.861857142857143,3.43700897873843e-05
3052,1.1,1.298,20.2,9.5,7.861857142857143,3.507174927739952e-05
3053,1.1,0.545,20.5,15.17,7.059,3.569488592196261e-05
3054,1.1,0.533,20.9,20.05,6.875,3.6293217230554494e-05
3055,1.1,0.7885,21.2,16.23,7.861857142857143,3.6625640817040256e-05
3056,1.1,0.619,21.6,19.62,7.076,3.710348018827771e-05
3057,1.1,0.606,22.1,13.32,7.186,3.759376332482612e-05
3058,1.1,0.614,22.5,13.55,7.3,3.803777106090836e-05
3059,1.1,0.7885,23.1,12.49,7.861857142857143,3.8468919706287634e-05
3060,1.1,0.7885,23.6,12.08,7.861857142857143,3.8855398237781896e-05
3061,1.1,0.7885,24.3,10.06,7.861857142857143,3.926413983730134e-05
3062,1.1,0.7885,24.9,9.33,7.861857142857143,3.9628265801919104e-05
3063,1.1,0.7885,25.6,7.27,7.861857142857143,4.0015576670484126e-05
3064,1.1,0.925,26.4,6.98,7.861857142857143,4.041113331067992e-05
3065,1.1,0.7885,27.2,7.96,9.31,4.153697665067282e-05
3066,1.1,1.168,28.0,7.89,10.227,4.376755449693537e-05
3067,1.1,0.7885,28.8,7.09,7.861857142857143,4.3436875915134704e-05
3068,1.3,1.272,26.3,34.21,8.289,6.205018976372695e-05
