,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Neonatal mortality rate (per 1000 live births),per_capita-Maternal Disorders,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized","Mean total cholesterol,  age-standardized",Mean hemoglobin level of pregnant women (aged 15-49 years),Prevalence of anaemia in women of reproductive age (aged 15-49) (%)
2672,12.7,1.50253,4.352953108683227e-07,38.5,4.9,120.0,12.8
2673,13.0,1.47619,3.264714831512421e-07,39.1,4.9,119.0,13.2
2674,13.4,1.45711,3.251489371802499e-07,39.6,5.026315789473684,119.0,13.6
2675,9.5,3.46702,6.880494074518504e-07,32.5,5.5,121.0,9.6
2676,9.4,3.45538,4.103272811427122e-07,33.9,5.4,121.0,9.5
2677,9.4,3.41839,5.433485511678801e-07,35.3,5.4,121.0,9.5
2678,9.3,3.36766,6.749169413466132e-07,36.9,5.3,121.0,9.4
2679,9.3,3.31964,6.710628440958616e-07,38.4,5.3,121.0,9.4
2680,9.3,3.28461,5.340903173431143e-07,39.9,5.3,121.0,9.4
2681,9.3,3.26033,7.974551610899298e-07,41.4,5.2,121.0,9.4
2682,9.3,3.2449,2.6473722646191536e-07,42.8,5.2,121.0,9.4
2683,9.3,3.22917,6.594983591680824e-07,44.2,5.2,121.0,9.3
2684,9.3,3.19805,5.260066221603697e-07,45.5,5.1,121.0,9.4
2685,9.3,3.15185,5.246976495381742e-07,46.8,5.1,121.0,9.4
2686,9.4,3.10167,5.235628820618325e-07,48.0,5.1,121.0,9.5
2687,9.5,3.06456,7.837371408328618e-07,49.2,5.0,121.0,9.6
2688,9.6,3.03635,3.911099151839038e-07,50.3,5.0,121.0,9.7
2689,9.8,3.00574,6.506573721562368e-07,51.3,5.0,121.0,9.9
2690,10.0,2.96881,6.495352185789937e-07,52.3,4.9,121.0,10.1
2691,10.3,2.92812,5.187896533629112e-07,53.2,4.9,121.0,10.4
2692,10.5,2.88806,5.180139345748401e-07,54.1,4.9,121.0,10.7
2693,10.9,2.85298,5.180139345748401e-07,55.0,4.8,120.0,11.0
2694,11.2,2.82702,5.166560213998924e-07,55.8,5.136842105263158,120.0,11.3
2695,36.8,12.1397,1.4935120561332256e-05,21.9,4.8,114.0,36.8
2696,36.1,11.82201,1.2437022766266294e-05,22.7,4.8,114.0,36.2
2697,35.6,11.51287,1.1503011187747756e-05,23.7,4.8,114.0,35.7
2698,35.2,11.22031,1.0104230500189892e-05,24.7,4.8,114.0,35.3
2699,34.8,10.9613,9.097515440964844e-06,25.8,4.8,114.0,34.9
2700,34.3,10.73238,8.134605635934917e-06,26.9,4.7,114.0,34.4
2701,33.7,10.52795,7.193616126286364e-06,28.0,4.7,115.0,33.8
2702,33.3,10.35397,6.101215157058457e-06,29.1,4.7,115.0,33.4
2703,32.9,10.20474,5.439661585522547e-06,30.2,4.7,115.0,33.0
2704,32.4,10.12075,4.778757760082282e-06,31.2,4.7,115.0,32.5
2705,32.0,10.07379,4.099448106167597e-06,32.2,4.7,115.0,32.1
2706,31.8,10.08845,3.819209290448647e-06,33.1,4.7,115.0,31.8
2707,31.6,10.41364,3.50631976411256e-06,34.0,4.6,115.0,31.7
2708,39.1,28.37685,1.396536621283507e-05,15.1,4.2,112.0,39.2
2709,38.4,27.22635,1.2620080061787913e-05,15.6,4.2,112.0,38.5
2710,37.5,25.99757,1.0849330542058902e-05,16.2,4.2,113.0,37.7
2711,36.5,24.81805,9.287669263965912e-06,16.7,4.2,113.0,36.7
2712,35.1,23.83854,8.671687374307256e-06,17.3,4.2,113.0,35.4
2713,34.1,23.06458,8.364159663884043e-06,17.9,4.2,113.0,34.4
2714,33.7,22.50186,8.064444125066856e-06,18.5,4.2,113.0,34.0
2715,32.9,21.96803,8.054717817798892e-06,19.0,4.2,114.0,33.3
2716,32.2,21.46098,7.903621300619922e-06,19.5,4.2,114.0,32.6
2717,31.5,20.84322,7.892074520233307e-06,20.0,4.2,114.0,31.9
2718,30.7,20.06559,7.74625511970702e-06,20.5,4.2,114.0,31.2
2719,30.4,19.19558,7.604363331235578e-06,20.9,4.2,114.0,30.9
2720,30.5,18.30716,7.208705541756748e-06,21.3,4.2,114.0,31.0
2721,30.8,17.48275,6.826766131806396e-06,21.6,4.2,114.0,31.3
2722,31.2,16.80719,6.458414270512172e-06,22.0,4.2,114.0,31.6
2723,31.6,16.27204,6.225617855950922e-06,22.2,4.2,114.0,32.0
2724,32.5,15.8605,6.001719372565853e-06,22.5,4.2,113.0,32.8
2725,33.4,15.39542,6.258446688956971e-06,22.8,4.2,113.0,33.8
2726,34.2,14.96004,6.376530588748611e-06,23.1,4.2,113.0,34.5
2727,35.0,14.46322,6.292853618041863e-06,23.3,4.2,113.0,35.2
2728,45.6,33.70379,0.0001044431498226,5.6,4.1,107.0,46.5
2729,45.4,32.53206,0.0001005576145373,5.8,4.1,107.0,46.3
2730,45.1,31.31689,9.982165499103751e-05,6.0,4.1,107.0,46.1
2731,44.8,30.15757,0.0001027382577271,6.3,4.1,107.0,45.8
2732,44.5,29.09353,0.0001062450229748,6.5,4.1,107.0,45.5
2733,44.0,28.1443,0.0001092649705453,6.8,4.1,107.0,45.1
2734,43.5,27.35832,0.0001130714424835,7.1,4.1,108.0,44.6
2735,42.7,26.64082,0.0001171535079629,7.4,4.2,108.0,43.8
2736,41.9,25.99431,0.0001207067537094,7.7,4.2,108.0,43.0
2737,41.0,25.43793,0.0001234148885031,8.0,4.2,108.0,42.2
2738,40.3,24.87465,0.0001254866696253,8.4,4.2,108.0,41.4
2739,39.6,24.34177,0.0001270041935479,8.8,4.2,109.0,40.8
2740,39.1,23.83446,0.0001283662718847,9.3,4.2,109.0,40.3
2741,38.8,23.30903,0.0001275890660309,9.8,4.3,109.0,40.0
2742,38.6,22.81979,0.0001243300043268,10.3,4.3,109.0,39.8
2743,38.6,22.34707,0.0001189648999992,11.0,4.3,109.0,39.7
2744,38.4,21.89461,0.0001177074342089,11.6,4.3,109.0,39.5
2745,38.1,21.45717,0.000116045520689,12.3,4.3,109.0,39.1
2746,37.9,21.02984,0.0001155426148571,13.0,4.3,109.0,39.0
2747,37.9,20.55766,0.0001117867039846,13.7,4.194736842105264,110.0,38.9
2748,20.6,12.38128,1.4813194152416492e-05,20.7,4.9,116.0,21.0
2749,20.7,11.77217,1.336965433448041e-05,21.6,4.9,116.0,21.0
2750,20.7,11.20097,1.320458722905778e-05,22.6,5.0,116.0,21.0
2751,20.8,10.66512,1.2191270292464152e-05,23.6,5.0,116.0,21.1
2752,20.9,10.15658,9.97116014385562e-06,24.7,5.0,116.0,21.1
2753,21.0,9.68123,8.141943181379454e-06,25.8,5.0,116.0,21.3
2754,21.2,9.23588,8.024430386040967e-06,26.9,5.0,116.0,21.4
2755,21.3,8.81099,7.971138519404177e-06,28.0,5.0,116.0,21.6
2756,21.4,8.41291,7.52315192780997e-06,29.0,5.0,116.0,21.6
2757,21.5,8.03416,6.960882811005268e-06,30.0,5.0,116.0,21.7
2758,21.5,7.6829,6.60272415735974e-06,30.9,5.0,116.0,21.8
2759,21.7,7.3405,6.130081957846859e-06,31.7,5.0,116.0,22.0
2760,21.9,7.0221,5.932233503203883e-06,32.5,5.0,116.0,22.1
2761,22.0,6.71656,5.396740487355319e-06,33.2,5.0,116.0,22.3
2762,22.2,6.42787,5.192459086077636e-06,33.9,5.0,116.0,22.5
2763,22.5,6.14497,4.727039594270852e-06,34.5,5.0,116.0,22.7
2764,22.8,5.87249,4.617639570201799e-06,35.2,5.0,116.0,23.0
2765,23.1,5.61479,4.3209704113913e-06,35.8,5.0,116.0,23.3
2766,23.4,5.3664,4.190031914076413e-06,36.4,5.0,116.0,23.7
2767,23.8,5.12791,4.069416745794214e-06,37.0,4.989473684210526,116.0,24.0
2768,48.9,36.65868,0.0001223999035224,5.3,3.9,107.0,49.7
2769,48.8,35.84424,0.0001267877609885,5.5,3.9,107.0,49.5
2770,48.7,35.04669,0.0001299751247315,5.8,3.9,107.0,49.5
2771,48.6,34.29347,0.0001290331143211,6.1,3.9,106.0,49.4
2772,48.6,33.60339,0.0001254883738607,6.4,3.9,106.0,49.4
2773,48.6,32.89359,0.0001259949224046,6.7,3.9,107.0,49.3
2774,48.4,32.213,0.000121389804143,7.0,3.9,107.0,49.2
2775,48.2,31.47942,0.0001196548974021,7.3,3.9,107.0,49.0
2776,47.9,30.76372,0.0001136592357855,7.7,4.0,107.0,48.7
2777,47.5,30.08494,0.0001085088418312,8.1,4.0,107.0,48.3
2778,47.2,29.45489,0.0001024708531146,8.5,4.0,107.0,48.0
2779,46.9,28.89585,9.406388931589268e-05,9.0,4.0,107.0,47.7
2780,46.6,28.36914,8.130958423076751e-05,9.4,4.0,107.0,47.4
2781,46.4,27.84539,7.93935118447991e-05,10.0,4.0,107.0,47.2
2782,46.1,27.37981,7.726446783961747e-05,10.5,4.0,107.0,46.9
2783,45.9,26.8998,7.42818297640539e-05,11.1,4.0,107.0,46.7
2784,45.6,26.41129,7.283802872190402e-05,11.7,4.0,107.0,46.4
2785,45.3,25.88925,7.106040071286388e-05,12.3,4.0,108.0,46.1
2786,45.1,25.42105,6.967936819017572e-05,13.0,4.0,108.0,45.9
2787,44.9,24.95172,6.566596189967934e-05,13.7,3.9578947368421056,108.0,45.7
2788,25.5,17.96133,9.586387329991412e-06,26.3,4.6,118.0,25.5
2789,24.6,17.83461,8.00606539514336e-06,27.2,4.6,118.0,24.6
2790,23.8,17.63178,6.421349703494177e-06,28.0,4.6,119.0,23.9
2791,23.2,17.36855,8.048769101741271e-06,28.9,4.6,119.0,23.2
2792,22.4,17.00541,9.682666735521183e-06,29.8,4.6,119.0,22.4
2793,21.8,16.56878,8.08610080133259e-06,30.7,4.6,119.0,21.8
2794,21.2,16.16005,1.0530075921847396e-05,31.5,4.6,120.0,21.2
2795,20.5,15.73991,8.111543456377337e-06,32.4,4.6,120.0,20.6
2796,20.0,15.33453,9.7456150823139e-06,33.2,4.6,120.0,20.0
2797,19.3,14.8874,8.130391974327474e-06,33.9,4.6,120.0,19.4
2798,18.7,14.43273,1.0580365608602977e-05,34.7,4.6,120.0,18.8
2799,18.2,13.97351,7.331945694722221e-06,35.4,4.6,121.0,18.3
2800,17.8,13.59471,6.523247631449555e-06,36.0,4.6,121.0,17.8
2801,17.5,13.17073,6.529412964965619e-06,36.7,4.6,121.0,17.6
2802,17.4,12.79665,6.536396288634187e-06,37.2,4.6,121.0,17.5
2803,17.3,12.40925,6.544700714926745e-06,37.7,4.6,121.0,17.4
2804,17.3,12.02726,6.554803482894831e-06,38.2,4.6,121.0,17.3
2805,17.3,11.66983,6.567023037116814e-06,38.6,4.6,121.0,17.4
2806,17.5,11.31951,5.746145157477213e-06,39.1,4.6,121.0,17.5
2807,17.7,10.96267,5.7736672932470364e-06,39.5,4.6,121.0,17.7
2808,31.4,18.34343,1.293649359601497e-05,15.3,4.5,115.0,31.5
2809,31.1,17.23123,1.2279425614257454e-05,16.1,4.5,115.0,31.2
2810,30.9,16.28223,1.1637222263015436e-05,16.9,4.5,115.0,31.0
2811,30.9,15.46191,1.1313085356617495e-05,17.8,4.5,115.0,31.0
2812,30.9,14.74741,1.0692294819653767e-05,18.8,4.5,115.0,31.0
2813,30.9,14.11915,1.0286724981411489e-05,19.8,4.5,115.0,30.9
2814,30.8,13.6017,9.790374242494515e-06,20.8,4.5,115.0,30.9
2815,30.7,13.16878,9.302000409875511e-06,21.7,4.5,116.0,30.7
2816,30.5,12.80975,8.821388785164867e-06,22.7,4.5,116.0,30.6
2817,30.4,12.52972,8.540815164188535e-06,23.6,4.4,116.0,30.4
2818,30.2,12.3329,8.266001054057652e-06,24.5,4.4,116.0,30.3
2819,30.3,12.1957,7.808688266439217e-06,25.4,4.4,116.0,30.3
2820,30.3,12.10676,7.453717075534106e-06,26.1,4.4,116.0,30.4
2821,30.5,12.06549,7.106026436448637e-06,26.8,4.4,116.0,30.5
2822,30.6,12.0475,6.765701295567798e-06,27.4,4.4,116.0,30.6
2823,30.8,12.05144,6.3421738706966654e-06,28.0,4.4,116.0,30.8
2824,31.1,12.06837,5.927475718005911e-06,28.5,4.4,116.0,31.1
2825,31.4,12.08854,5.610307006685705e-06,28.9,4.3,116.0,31.4
2826,31.8,12.06508,5.254097038007247e-06,29.2,4.3,116.0,31.7
2827,32.1,11.95231,4.820527805724666e-06,29.6,4.436842105263158,116.0,32.1
2828,35.6,18.17065,1.4867228078546968e-05,31.3,4.7,115.0,35.6
2829,35.0,17.07646,1.2469866195558143e-05,32.7,4.7,115.0,35.0
2830,34.5,15.92273,1.1154443124142188e-05,34.1,4.7,115.0,34.5
2831,34.1,14.90698,8.674867005217054e-06,35.6,4.7,115.0,34.1
2832,33.7,13.95412,6.981919509527416e-06,37.2,4.7,115.0,33.7
2833,33.3,13.04031,5.903089597286549e-06,38.8,4.7,115.0,33.3
2834,32.8,12.12928,4.923627618149159e-06,40.4,4.7,115.0,32.8
2835,32.3,11.26499,4.17291712586588e-06,41.9,4.7,115.0,32.3
2836,31.7,10.43222,3.641456878289845e-06,43.3,4.7,116.0,31.7
2837,31.2,9.65759,3.502352435085395e-06,44.6,4.7,116.0,31.2
2838,30.7,8.95445,3.3031669788180884e-06,45.8,4.7,116.0,30.7
2839,30.3,8.30718,3.122399903982396e-06,46.9,4.6,116.0,30.3
2840,29.9,7.71283,3.197513653508693e-06,47.8,4.6,116.0,30.0
2841,29.7,7.19083,3.569017006465176e-06,48.5,4.6,116.0,29.7
2842,29.5,6.72442,3.85937694806646e-06,49.1,4.6,116.0,29.5
2843,29.4,6.34044,3.938293317688089e-06,49.6,4.6,116.0,29.4
2844,29.4,6.03305,3.944510023755302e-06,50.0,4.6,116.0,29.4
2845,29.5,5.77549,3.773441974287624e-06,50.2,4.5,116.0,29.5
2846,29.6,5.52934,3.547984749408804e-06,50.4,4.5,116.0,29.6
2847,29.8,5.28133,3.3042934033831123e-06,50.6,4.647368421052631,116.0,29.8
2848,32.7,29.60215,1.231334732646446e-05,24.3,4.5,115.0,32.7
2849,31.9,29.02502,1.1924625566757203e-05,25.2,4.5,116.0,31.9
2850,31.2,28.32694,1.243721151499228e-05,26.1,4.5,116.0,31.2
2851,30.5,27.5234,1.20716485262712e-05,27.1,4.5,116.0,30.6
2852,29.6,26.66487,1.2802510854467785e-05,28.0,4.5,116.0,29.7
2853,28.6,25.77525,1.3721670913595282e-05,28.9,4.5,116.0,28.7
2854,27.9,24.96771,1.3984490775957016e-05,29.8,4.5,117.0,28.0
2855,27.2,24.24737,1.3614755210890464e-05,30.7,4.5,117.0,27.3
2856,26.5,23.68399,1.366648637948271e-05,31.6,4.5,117.0,26.7
2857,25.9,23.31398,1.2487494593017198e-05,32.4,4.5,117.0,26.1
2858,25.4,23.01796,1.1941105657331555e-05,33.2,4.6,117.0,25.5
2859,25.2,22.86521,1.2606295584014656e-05,33.9,4.6,117.0,25.4
2860,25.1,22.79833,1.2858993421734627e-05,34.6,4.6,117.0,25.3
2861,25.2,22.84986,1.290817204637554e-05,35.3,4.6,117.0,25.3
2862,25.2,23.03145,1.2761161520921636e-05,35.8,4.6,117.0,25.3
2863,25.3,23.34127,1.223376741543695e-05,36.4,4.5,117.0,25.4
2864,25.5,23.54786,1.1717309698133754e-05,36.9,4.5,117.0,25.7
2865,25.8,23.79896,1.1212276994818249e-05,37.3,4.5,117.0,25.9
2866,26.1,23.87826,1.0464791861830364e-05,37.8,4.5,117.0,26.2
2867,26.5,23.77074,1.0054416329249594e-05,38.2,4.526315789473684,117.0,26.6
2868,38.2,32.31509,7.88117393759229e-05,6.4,3.9,111.0,39.3
2869,37.5,31.41433,8.120695980502553e-05,6.7,3.9,111.0,38.6
2870,36.9,30.46322,8.139121257594354e-05,6.9,3.9,111.0,37.9
2871,36.2,29.53365,8.061709077765555e-05,7.2,3.9,112.0,37.3
2872,35.6,28.70923,8.221443610590717e-05,7.4,3.9,112.0,36.7
2873,34.9,27.94585,8.042727165374854e-05,7.7,3.9,112.0,36.0
2874,34.1,27.32312,7.823599839268677e-05,8.0,3.9,112.0,35.1
2875,33.2,26.69195,7.514222996628513e-05,8.2,3.9,113.0,34.3
2876,32.4,26.10049,6.917884267430485e-05,8.5,3.9,113.0,33.4
2877,31.6,25.52337,6.676025665843198e-05,8.8,3.9,113.0,32.6
2878,30.9,25.01068,6.452350425085637e-05,9.1,3.9,114.0,32.0
2879,30.4,24.52065,6.269456985284515e-05,9.5,3.9,114.0,31.5
2880,30.2,23.96646,6.113189849640618e-05,9.8,4.0,114.0,31.3
2881,30.2,23.36486,6.153619075702747e-05,10.2,4.0,114.0,31.2
2882,30.3,22.72619,5.986434070911141e-05,10.6,4.0,114.0,31.3
2883,30.6,22.0819,5.59320971321706e-05,11.0,4.0,114.0,31.5
2884,30.9,21.45094,5.302736743641306e-05,11.5,4.0,114.0,31.7
2885,31.2,20.83832,4.97269192492648e-05,12.0,4.0,114.0,32.0
2886,31.6,20.29017,4.97269192492648e-05,12.5,4.0,114.0,32.4
2887,32.1,19.75923,4.606670685032999e-05,13.0,3.9368421052631577,114.0,32.8
2888,13.3,10.99673,2.3875005652458605e-06,19.8,5.3,119.0,13.5
2889,13.2,10.46137,2.3089011189182206e-06,20.6,5.3,119.0,13.4
2890,13.2,9.91224,2.330574515750314e-06,21.5,5.3,119.0,13.4
2891,13.2,9.40028,2.139841584590455e-06,22.3,5.3,119.0,13.4
2892,13.2,8.97233,1.9870886589071e-06,23.2,5.2,119.0,13.5
2893,13.2,8.61538,1.9165483730420863e-06,24.0,5.2,119.0,13.4
2894,13.2,8.27899,1.866138416505621e-06,24.9,5.2,120.0,13.4
2895,13.3,7.95813,2.2678252359445377e-06,25.7,5.2,120.0,13.5
2896,13.4,7.63908,2.217666680697394e-06,26.5,5.2,120.0,13.6
2897,13.5,7.30241,2.5601528704477742e-06,27.4,5.1,120.0,13.7
2898,13.6,6.9568,2.3339999765719246e-06,28.2,5.1,120.0,13.8
2899,13.8,6.6271,1.9497190499160866e-06,29.1,5.1,120.0,14.0
2900,14.1,6.31387,1.716678337106756e-06,30.0,5.1,120.0,14.4
2901,14.5,6.03532,1.525580256694134e-06,30.8,5.1,120.0,14.7
2902,14.9,5.79741,1.9191079299978063e-06,31.7,5.1,120.0,15.1
2903,15.3,5.58955,2.226842136979513e-06,32.5,5.0,120.0,15.5
2904,15.8,5.42285,1.8754043554756684e-06,33.4,5.0,119.0,16.0
2905,16.4,5.26265,2.117993998157529e-06,34.2,5.0,119.0,16.5
2906,16.9,5.10892,1.933820607013397e-06,35.1,5.0,119.0,17.1
2907,17.5,4.95839,1.8900394640240088e-06,36.0,5.147368421052631,119.0,17.7
2908,24.3,5.86693,2.795641408667793e-06,20.0,4.9,119.0,24.3
2909,24.0,5.71949,2.65696225962241e-06,20.9,4.9,119.0,24.0
2910,23.9,5.59172,2.529441291386578e-06,21.7,4.9,119.0,23.9
2911,23.9,5.46159,2.411769434842029e-06,22.7,4.8,119.0,23.9
2912,23.6,5.33911,2.0471096219525893e-06,23.7,4.8,119.0,23.7
2913,23.3,5.22583,1.957616621339685e-06,24.7,4.8,119.0,23.4
2914,23.5,5.11583,1.6409144675677945e-06,25.8,4.8,119.0,23.5
2915,23.9,5.01048,1.800175562121696e-06,26.9,4.8,119.0,23.9
2916,23.9,4.89453,1.7310775373431292e-06,27.9,4.8,119.0,23.9
2917,23.8,4.76605,1.6671907897712009e-06,28.9,4.8,119.0,23.8
2918,23.8,4.63346,1.6078485519213488e-06,29.8,4.7,119.0,23.8
2919,23.8,4.50498,1.5538011414223184e-06,30.7,4.7,119.0,23.8
2920,24.0,4.38945,1.5053674818419752e-06,31.5,4.7,119.0,24.0
2921,23.9,4.28553,1.644144325181057e-06,32.3,4.7,119.0,23.9
2922,23.8,4.18819,2.1318912273564284e-06,32.9,4.7,119.0,23.8
2923,23.7,4.09437,2.076210776918073e-06,33.5,4.7,119.0,23.7
2924,23.6,3.99408,2.02446839990404e-06,34.0,4.6,119.0,23.6
2925,23.7,3.89316,1.9761299964182644e-06,34.3,4.6,119.0,23.7
2926,24.0,3.79536,1.9761299964182644e-06,34.7,4.6,118.0,24.0
2927,24.3,3.69601,1.8879501581158256e-06,35.0,4.752631578947368,118.0,24.3
2928,9.2,3.784,1.0483603914023085e-06,28.6,5.5,121.0,9.4
2929,9.0,3.69432,1.044215309921083e-06,30.1,5.4,121.0,9.2
2930,8.9,3.61552,9.395733531628052e-07,31.7,5.4,121.0,9.1
2931,8.8,3.5671,1.0196641393483042e-06,33.3,5.4,121.0,9.0
2932,8.8,3.52667,9.812571240930357e-07,34.9,5.3,121.0,9.0
2933,8.8,3.47543,1.008475359177592e-06,36.5,5.3,121.0,9.0
2934,8.8,3.40722,9.86082951138538e-07,37.9,5.3,121.0,9.0
2935,8.8,3.3249,1.0449105834094976e-06,39.2,5.2,121.0,9.0
2936,8.9,3.23122,9.89575391044505e-07,40.5,5.2,121.0,9.1
2937,8.9,3.135,1.1290896595259166e-06,41.6,5.1,121.0,9.1
2938,9.0,3.04211,8.500612557348661e-07,42.6,5.1,121.0,9.2
2939,9.1,2.95272,8.772159271789565e-07,43.6,5.1,121.0,9.3
2940,9.2,2.86611,8.565017044383919e-07,44.4,5.0,121.0,9.4
2941,9.3,2.78979,8.360204819339444e-07,45.1,5.0,121.0,9.5
2942,9.5,2.7375,6.902721328856689e-07,45.7,5.0,121.0,9.7
2943,9.7,2.72663,5.617256611760688e-07,46.1,4.9,120.0,9.9
2944,9.9,2.74508,6.518659165200641e-07,46.5,4.9,120.0,10.1
2945,10.2,2.76782,5.249388245557489e-07,46.8,4.8,120.0,10.4
2946,10.5,2.78085,6.175750877126457e-07,47.1,4.8,120.0,10.7
2947,10.9,2.77244,6.11279525412357e-07,47.4,5.142105263157895,120.0,11.1
2948,7.8,4.62285,2.186609833617491e-06,62.6,5.0,124.0,7.8
2949,7.7,4.62168,2.2590025883399096e-06,63.5,5.0,124.0,7.7
2950,7.7,4.64458,2.202888811404032e-06,64.5,4.9,124.0,7.7
2951,7.8,4.63376,2.731408210190108e-06,65.4,4.9,124.0,7.8
2952,7.9,4.56433,3.142854210111536e-06,66.3,4.9,124.0,7.9
2953,8.1,4.47195,3.404866501642559e-06,67.1,4.9,124.0,8.1
2954,8.4,4.39613,3.489697502035679e-06,67.8,4.9,124.0,8.4
2955,8.6,4.33427,3.521454798261359e-06,68.3,4.8,124.0,8.7
2956,8.9,4.26095,3.623821111526272e-06,68.7,4.8,124.0,8.9
2957,9.2,4.17347,3.517840139963133e-06,69.0,4.8,123.0,9.2
2958,9.4,4.10225,3.214588739205469e-06,69.1,4.8,123.0,9.5
2959,9.8,4.07679,3.3756524846911265e-06,69.2,4.8,123.0,9.8
2960,10.0,4.07263,3.473024806038256e-06,69.1,4.8,123.0,10.0
2961,10.3,4.04835,3.7010303163140494e-06,69.0,4.7,123.0,10.3
2962,10.5,3.98457,3.7181836154746144e-06,68.7,4.7,123.0,10.5
2963,10.7,3.90734,3.7224220638974096e-06,68.3,4.7,123.0,10.7
2964,11.0,3.84343,3.849405169743764e-06,67.9,4.7,123.0,11.0
2965,11.2,3.77669,3.355366479892523e-06,67.4,4.7,122.0,11.2
2966,11.5,3.6766,3.1938456593345725e-06,66.8,4.6,122.0,11.5
2967,11.8,3.53207,2.964704989453556e-06,66.3,4.810526315789474,122.0,11.8
2968,12.8,8.52102,4.348105608031324e-06,27.4,4.9,118.0,13.4
2969,13.0,8.37709,5.880184736835427e-06,28.4,4.9,118.0,13.5
2970,13.2,8.22813,6.169804114889156e-06,29.5,4.9,118.0,13.7
2971,13.5,8.04258,3.9991964691402e-06,30.6,4.9,118.0,14.0
2972,13.7,7.75277,3.989608604051294e-06,31.8,4.9,118.0,14.2
2973,13.8,7.32622,3.675444751786496e-06,32.9,4.9,118.0,14.2
2974,13.8,6.76157,3.0568821574985165e-06,34.1,4.9,118.0,14.3
2975,13.6,6.06643,4.269753250959627e-06,35.2,4.9,118.0,14.0
2976,13.3,5.40163,3.3471560736276964e-06,36.4,4.9,118.0,13.8
2977,13.1,4.9527,4.250455026390771e-06,37.5,4.9,118.0,13.6
2978,12.8,4.78771,2.42345223193892e-06,38.7,4.9,118.0,13.3
2979,12.7,4.81412,3.324734361280748e-06,39.8,4.9,118.0,13.1
2980,12.8,4.96152,3.01538327933787e-06,40.9,4.9,118.0,13.2
2981,13.0,5.11606,3.609608778568549e-06,41.9,4.9,118.0,13.4
2982,13.1,5.16744,3.600390282306602e-06,42.9,4.9,118.0,13.5
2983,13.4,5.04164,3.5907792379947533e-06,43.9,4.9,118.0,13.8
2984,13.6,4.76648,3.5810034926720733e-06,44.8,4.9,118.0,14.0
2985,14.0,4.37153,3.2736653266463263e-06,45.6,4.9,118.0,14.4
2986,14.3,4.04298,3.2736653266463263e-06,46.4,4.8,118.0,14.7
2987,14.7,3.96073,2.959918850864785e-06,47.3,4.894736842105263,118.0,15.0
2988,46.7,27.82425,1.0422565133045442e-05,22.9,4.3,112.0,46.5
2989,45.0,26.88469,1.0326190972418191e-05,23.6,4.3,112.0,44.9
2990,43.5,25.84967,9.534442140957815e-06,24.4,4.4,112.0,43.4
2991,41.8,24.72417,1.0195388268085926e-05,25.1,4.4,112.0,41.8
2992,40.2,23.55466,1.0316697487324547e-05,25.9,4.4,112.0,40.2
2993,38.5,22.36229,1.043712015664874e-05,26.6,4.4,112.0,38.6
2994,36.9,21.18309,9.4366140026521e-06,27.4,4.4,113.0,37.0
2995,35.3,19.97266,9.379870192936544e-06,28.0,4.4,113.0,35.5
2996,33.6,18.42823,8.996151621870829e-06,28.7,4.4,113.0,33.9
2997,32.1,16.92135,9.635583674394356e-06,29.3,4.5,113.0,32.4
2998,30.6,15.49864,7.464363585130959e-06,29.9,4.5,113.0,31.0
2999,29.4,14.26044,8.638894221539643e-06,30.4,4.5,114.0,29.8
3000,28.3,13.10777,7.184570922632737e-06,30.9,4.6,114.0,28.7
3001,27.3,12.09356,7.675765612263027e-06,31.4,4.6,114.0,27.8
3002,26.5,11.21793,7.846603126003725e-06,31.8,4.6,114.0,26.9
3003,25.8,10.43879,7.94522126105593e-06,32.2,4.6,114.0,26.3
3004,25.2,9.76195,7.905375974592054e-06,32.6,4.7,114.0,25.7
3005,24.8,9.16679,7.865847632480707e-06,32.9,4.7,114.0,25.3
3006,24.5,8.62658,7.697773965120008e-06,33.3,4.7,114.0,25.0
3007,24.3,8.10055,7.525707221734665e-06,33.6,4.494736842105263,114.0,24.8
3008,27.3,11.05112,1.4429982489918591e-05,29.2,4.8,117.0,27.4
3009,26.6,10.58876,1.4804641225666602e-05,30.2,4.8,117.0,26.7
3010,26.1,10.06591,1.4137041504121692e-05,31.4,4.8,117.0,26.3
3011,25.9,9.90925,1.4585197393535596e-05,32.7,4.8,117.0,26.0
3012,25.5,10.22488,1.4214232413782248e-05,34.0,4.8,117.0,25.7
3013,24.9,10.5528,1.46027713764786e-05,35.4,4.8,117.0,25.0
3014,24.1,10.51063,1.423475775289256e-05,36.8,4.8,118.0,24.2
3015,23.1,10.23688,1.3372514287839837e-05,38.3,4.7,118.0,23.3
3016,22.3,10.06394,1.49915865399176e-05,39.8,4.7,118.0,22.5
3017,21.7,10.17553,1.5961308594597828e-05,41.3,4.7,119.0,21.9
3018,21.1,10.50203,1.550146808453428e-05,42.8,4.7,119.0,21.3
3019,20.7,10.94449,1.584903956267651e-05,44.3,4.7,119.0,20.9
3020,20.7,11.34167,1.5437855003815254e-05,45.7,4.6,119.0,20.9
3021,20.9,11.50561,1.7182562868151342e-05,47.1,4.6,119.0,21.1
3022,21.3,11.34612,2.410933500288169e-05,48.4,4.5,119.0,21.5
3023,21.8,14.46348,2.5516251495279664e-05,49.7,4.5,118.0,21.9
