,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,Mortality rate attributed to unintentional poisoning (per 100 000 population)
2487,-0.35997100761216305,0.5033201742857991,1.208277276014723,-0.5319819616579617,-0.6331823397016716
2488,-0.35978290550320424,0.48344669980321997,1.2006070946711014,-0.5307126371017845,-0.6355510876502247
2489,-0.3602380639354888,0.4829482291759132,1.2246994736325032,-0.530645799967161,-0.6197290660964279
2490,-0.3610862953387489,0.482403059013482,1.257269615022348,-0.5305789001416776,-0.6244908568442885
2491,-0.36233268503145477,0.4479046129820957,1.215951629529413,-0.5317363104496108,-0.6262643809493589
2492,-0.36385189073511887,0.4500217711064575,1.2383934279282398,-0.5316739862781737,-0.81951169756247
2493,-0.36541983283884355,0.4443400689767795,1.2785581986814218,-0.5316739862781737,-0.6717929312630868
2494,-0.36653715751983434,0.4543258086865252,1.3113916644072339,-0.5315474599826923,-0.6825191078711503
2495,0.044738793670879864,-0.4859287880635884,-0.37675381746560527,4.618420814867798,0.4843079104480308
2496,0.08211852780160396,-0.4889247679201037,-0.39444772857401783,4.366744456722315,1.1678131678593662
2497,0.11415371837298562,-0.4918720009352322,-0.40202027605384827,4.116406246955383,0.6787821170242387
2498,0.1479119408341601,-0.4926329566504628,-0.401671276128622,3.917948533433908,1.1648795646307737
2499,0.18051348749317622,-0.49213496775377846,-0.3927870321582331,3.926237387707105,1.7590951718070351
2500,0.20379226850070703,-0.4865140459391969,-0.37868074175185945,3.7866790806485753,0.624252324506009
2501,0.21497801538183536,-0.4854435661007208,-0.3743784968507236,3.562847069922004,1.60402113944176
2502,0.22221093061247035,-0.48416949279098065,-0.368926485630621,3.2563671813530046,0.5278260618618331
2503,0.21868949177676608,-0.4870795517119005,-0.37529141887423995,2.8218096133446986,1.4612403015582067
2504,0.19977258163875522,-0.48605130484053694,-0.3730593405152556,2.5030060775981187,0.9093827666722253
2505,0.17604031662035088,-0.4851826366896096,-0.3627641131124155,2.3536237521887053,0.5121315882744968
2506,0.15495920380779393,-0.4844656342243164,-0.3595443789501744,2.183834143511315,1.342153016872873
2507,0.15030286576886023,-0.4802083143373132,-0.3545458454228163,1.9842286356871772,0.9802326251847168
2508,0.16514648644395324,-0.4798506183021114,-0.3536421704340341,1.8102212163605917,0.6754476487581986
2509,0.16079851972429823,-0.476100964302957,-0.3573658282900494,1.6513763247696844,0.6999064897551813
2510,0.13444458024259096,-0.47606623102086065,-0.34972528215955007,1.468346316474348,1.3932754565727992
