,HIV/AIDS,Acute Hepatitis,per_capita-Malaria,per_capita-HIV/AIDS,Crude suicide rates (per 100 000 population)
0,-0.29996759967153414,0.8127980941622929,-0.15536261404965254,-0.3684974688787183,-0.4628782833105032
1,-0.2996990447913617,0.840522951892835,-0.22394526324863198,-0.3684829643865709,-0.496175616172573
2,-0.29943048991118926,0.8341598697907433,-0.33756671836968266,-0.36834798113689804,-0.4595485500242962
3,-0.29916193503101685,0.799844677025892,-0.35613828675105647,-0.36821034115856316,-0.5303053823561947
4,-0.29885501516796265,0.7262147269874032,-0.3669204890069832,-0.3680771888213276,-0.5386297155717121
5,-0.29854809530490845,0.6278142073372004,-0.3686941020232758,-0.36784648128541303,-0.5511162153949883
6,-0.29820281045897246,0.5296409406192153,-0.3788767098544224,-0.3676024039381836,-0.5627702818967129
7,-0.2978191606301547,0.45192043780081037,-0.3804856200271215,-0.3674199977897345,-0.5777540816846443
8,-0.2974738757842187,0.4107876570694323,-0.37147173611851897,-0.3672520199584366,-0.5219810491406772
9,-0.2971669559211645,0.384199063999978,-0.3711555191178982,-0.36712240828100856,-0.5944027481156793
10,-0.2968984010409921,0.3612465178460046,-0.39097443785958286,-0.3670336964434035,-0.5744243483984374
11,-0.2965531161950561,0.3476113419129511,-0.38799284849356525,-0.3668939354565418,-0.5744243483984374
12,-0.296054371417593,0.331703636657722,-0.38291181696863663,-0.3666485446162198,-0.5552783820027472
13,-0.2954021667086028,0.3160231843347105,-0.3798318145128675,-0.36630510115232195,-0.6110514145467142
14,-0.2945965020680855,0.3112508727581418,-0.37405529861758724,-0.36587086261014906,-0.5744243483984374
15,-0.29379083742756823,0.3117053786225769,-0.37395257158498013,-0.3654616286086058,-0.5219810491406772
16,-0.29306190275281446,0.2948886616384776,-0.37006751359746665,-0.36494430267023936,-0.5702621817906787
17,-0.29202604821500655,0.2876165678075157,-0.36777847912812317,-0.3646097994857447,-0.522813482462229
18,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37227918801450255,-0.3288565185406717
19,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722734792509062,-0.6651595804475778
20,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722677314295903,-0.6593325471967156
21,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722621891713183,-0.37963495115532836
22,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722574138262146,-0.37131061793981085
23,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722531558764682,-0.10160222175704464
24,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.372249322429543,-0.42708365048377794
25,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722463870474617,-0.42375391719757094
26,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722448354324218,-0.22729965331135854
27,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37224450533655956,-0.06245288264446595
28,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37224542564180974,-0.11575358822342434
29,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37224702840760765,-0.2506077863148074
30,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722487212533393,-0.3355159851130857
31,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37225047743605044,-0.6135487145113695
32,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37225227624394813,-0.6401865808010253
33,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.3722541182633065,-0.38546198440619056
34,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37225599900256207,-0.5178188825329184
35,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37225788364710966,-0.6634947138044743
36,-0.3041493828056477,-0.1530268677623298,-0.3970889616897243,-0.37225788364710966,-0.39378631762170807
37,-0.29950721987695283,-0.05303557758660414,-0.3970889616897243,-0.3691118214788252,-0.6260352143346456
38,-0.29897011011660796,-0.05894415382426066,-0.3970889616897243,-0.3687446440255622,-0.5361324156070569
39,-0.298279540424736,-0.06826152404518054,-0.3970889616897243,-0.3682682216691374,-0.5436243155010226
40,-0.2975122407671005,-0.07757889426610044,-0.3970889616897243,-0.3677448476382874,-0.6526730806243016
41,-0.2967065761265832,-0.08439648223262719,-0.3970889616897243,-0.367204480764317,-0.5769216483630926
42,-0.2959009114860659,-0.08803252914810812,-0.3970889616897243,-0.36667533692357707,-0.5053323827096423
43,-0.29486505694825793,-0.09007780553806614,-0.3970889616897243,-0.3659890632412864,-0.6010622146880933
44,-0.29356064753027755,-0.09144132313137149,-0.3970889616897243,-0.3651253650770287,-0.6951271800234408
45,-0.29283171285552384,-0.09257758779245928,-0.3970889616897243,-0.36469589236617295,-0.628532514299301
46,-0.29202604821500655,-0.09348659952132951,-0.3970889616897243,-0.3642226770920942,-0.5719270484337821
47,-0.291604033403307,-0.09416835831798219,-0.3970889616897243,-0.3640291472804838,-0.7234299129562001
48,-0.29137384350601636,-0.0946228641824173,-0.3970889616897243,-0.3639730786259923,-0.7292569462070624
49,-0.29106692364296216,-0.0946228641824173,-0.3970889616897243,-0.363866481455284,-0.6035595146527485
50,-0.2909901936771986,-0.0946228641824173,-0.3970889616897243,-0.3639182905254281,-0.7359164127794764
51,-0.29060654384838086,-0.0946228641824173,-0.3970889616897243,-0.3637636289418128,-0.7400785793872352
52,-0.2916423983861888,-0.09439561125019975,-0.3970889616897243,-0.3645499916526302,-0.6851379801648197
53,-0.29237133306094254,-0.0946228641824173,-0.3970889616897243,-0.3651173890443271,-0.6959596133449925
54,-0.29313863271857804,-0.09416835831798219,-0.3970889616897243,-0.3656962244310375,-0.7034515132389582
55,-0.2936757424789229,-0.0946228641824173,-0.3970889616897243,-0.3660436246649717,-0.6510082139811981
56,-0.29409775729062243,-0.09439561125019975,-0.3970889616897243,-0.3664495216001952,-0.700954213274303
57,-0.12068803466499578,-0.006675979414222251,1.325090558428442,-0.02238440078799887,-0.1831806872691158
58,-0.08612118508851578,-0.008494002871962718,1.4804379527588674,0.033515748517807656,0.26793157834620734
59,-0.049866276265237645,-0.013266314448531442,1.5855346159542016,0.08805581955500867,-0.19649962041394378
60,-0.012652242869915115,-0.015084337906271908,1.7340963550434556,0.13824885481169918,-0.605224381295852
61,0.024063045747944333,-0.013720820312966559,1.9465552148035037,0.18252923054024792,-0.19566718709239206
62,0.056327996351517785,-0.020765661211710865,1.9938386028555453,0.21835217594596168,-0.23728885316997944
63,0.07662307229597719,-0.03349182541589413,1.889468402694112,0.23385546129858636,-0.19649962041394378
64,0.0924678102261506,-0.05235381878995147,1.667163756490792,0.24094866547499927,-0.2930618857139466
65,0.11353018582824552,-0.06894328284183322,1.2993877939945424,0.25546194310367115,-0.2805753858906704
66,0.13440073651593154,-0.07916966479162335,0.9567621176437319,0.26839493841938433,-0.3513322182225689
67,0.15753482119364237,-0.08348747050375695,0.769183789664696,0.28330840546770614,-0.32802408521912
68,0.18676893814955553,-0.08530549396149742,0.61480637713746,0.3048931487780585,-0.36048898475963814
69,0.21496720056766075,-0.08689626448702033,0.5399028744910954,0.32352115698849,-0.331353818505327
70,0.21462191572172476,-0.08894154087697835,0.5163353553517764,0.3039706391355077,-0.6893001467725786
71,0.20127090167886677,-0.09166857606358905,0.5149514662670324,0.2684921441396653,-0.03914474964101691
72,0.2153892153793603,-0.09280484072467685,0.5657051121774829,0.2683573898389332,-0.3696457512967074
73,0.26453475845091506,-0.09485011711463487,0.60267223777168,0.3099733254764543,-0.07912652207514734
74,0.3153299957863862,-0.0946228641824173,0.6143012919391798,0.3509871248580417,-0.7059488132036135
75,0.33754332087493444,-0.09666814057237533,0.633202214092851,0.3769399306836677,-0.09244545521997531
76,0.3403823296081858,-0.097349899369028,0.5779562423893692,0.3404678838453591,-0.7167704463837862
77,-0.23697229777965825,-0.14075520942258163,-0.3967709665511951,-0.32924219049355863,-0.6268676476561974
78,-0.2364351880193134,-0.14120971528701676,-0.396773991060055,-0.3293120272724996,-0.5752567817199891
79,-0.2340565590806433,-0.142118727015887,-0.3968285948411098,-0.3281459572740542,-0.05559363207487956
80,-0.23217667491943628,-0.142118727015887,-0.3968308865275085,-0.32735201326776947,-0.1007697884354929
81,-0.2372024876769489,-0.14234597994810455,-0.3968335840781325,-0.33096952119925205,-0.6127162811898177
82,-0.24207484050293443,-0.14302773874475722,-0.39688695090140663,-0.33445108065401424,0.2495348019399137
83,-0.23931256173544657,-0.14348224460919234,-0.3968891598291327,-0.3331824242883433,-0.19233745380618514
84,-0.23796978733458443,-0.14393675047362745,-0.39689132695266044,-0.3328008575711805,-0.22147262006049628
85,-0.23846853211204752,-0.14439125633806257,-0.39689344177420927,-0.3335279725089296,0.28191645814827665
86,-0.23819997723187508,-0.1448457622024977,-0.3968955042497728,-0.33378398428078004,-0.6401865808010253
87,-0.2408855260335994,-0.1453002680669328,-0.3970889616897243,-0.3357632866358806,0.27610607356384537
88,-0.24242012534887042,-0.1453002680669328,-0.3970889616897243,-0.3370319468089098,-0.1981644870570474
89,-0.23773959743729378,-0.14552752099915037,-0.3970889616897243,-0.334704403335551,-0.6210406144053352
90,-0.2372024876769489,-0.14552752099915037,-0.3970889616897243,-0.33477393275326295,0.27642239822603504
91,-0.23647355300219516,-0.1453002680669328,-0.3970889616897243,-0.33472963465219063,0.35011772018301135
92,-0.23651191798507695,-0.1453002680669328,-0.3970889616897243,-0.33510886755233177,-0.6360244141932667
93,-0.2345169388752246,-0.1453002680669328,-0.3970889616897243,-0.3343524247590345,0.23054699787531824
94,-0.23478549375539703,-0.14507301513471524,-0.3970889616897243,-0.3348438403207615,0.2955683646217253
95,-0.23532260351574188,-0.14507301513471524,-0.3970889616897243,-0.3351379464230548,-0.6118838478682659
96,-0.23605153819049562,-0.14507301513471524,-0.3970889616897243,-0.33617816957248764,-0.21148342020187536
97,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.3725621766013518,-0.48618641631395204
98,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.3725606670391288,-0.7975164785743057
99,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.37255926466513245,-0.6210406144053352
100,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.3725580213089835,-0.5469540487872296
101,-0.3041493828056477,-0.151890603101242,-0.3970889616897243,-0.3722463424016422,-0.38879171769239756
102,-0.30407265283988416,-0.151890603101242,-0.3970889616897243,-0.3716216049021983,-0.5552783820027472
103,-0.3038424629425935,-0.15166335016902444,-0.3970889616897243,-0.3697458395309232,-0.6426838807656807
104,-0.3039575578912388,-0.151890603101242,-0.3970889616897243,-0.3706788826984341,-0.6476784806949911
105,-0.30376573297682996,-0.15166335016902444,-0.3970889616897243,-0.3691116707087787,-0.6859704134863716
106,-0.30376573297682996,-0.15143609723680687,-0.3970889616897243,-0.36910966807803464,-0.5111594159605045
107,-0.3038424629425935,-0.15166335016902444,-0.3970889616897243,-0.3697357698181022,-0.03797101865762902
108,-0.3038424629425935,-0.151890603101242,-0.3970889616897243,-0.3697370075601114,-0.1174184548665278
109,-0.3034588131137757,-0.1523451089656771,-0.3970889616897243,-0.36661176885237196,-0.004398982799447055
110,-0.30361227304530286,-0.15257236189789466,-0.3970889616897243,-0.3678691340934856,-0.47203504984757233
111,-0.3031518932507215,-0.15279961483011223,-0.3970889616897243,-0.36413372163482177,-0.23395911988377252
112,-0.3030367983020762,-0.15279961483011223,-0.3970889616897243,-0.36321480427587016,-0.5993973480449898
113,-0.3031902582336033,-0.15279961483011223,-0.3970889616897243,-0.3644763920206144,-0.4329106837346402
114,-0.3033820831480122,-0.15279961483011223,-0.3970889616897243,-0.3660445138141789,-0.4470620502010199
115,-0.3034588131137757,-0.15279961483011223,-0.3970889616897243,-0.3666647905430295,-0.7350839794579246
116,-0.3034971780966575,-0.15279961483011223,-0.3970889616897243,-0.3670021816165565,-0.4437323169148129
117,-0.29801098554456357,-0.15098159137237177,-0.3970889616897243,-0.3649675353335842,0.14898518102967806
118,-0.29862482527067197,-0.15098159137237177,-0.3970889616897243,-0.365836741709332,-0.44955935016567516
119,-0.29912357004813506,-0.1507543384401542,-0.3970889616897243,-0.366541684018865,0.5360583512180253
120,-0.29908520506525327,-0.1507543384401542,-0.3970889616897243,-0.36656879779459806,-0.5069972493527457
121,-0.29866319025355376,-0.1507543384401542,-0.3970889616897243,-0.3661296376227532,-0.05471125275403469
122,-0.29973740977424346,-0.1507543384401542,-0.3970889616897243,-0.36749451207503187,0.02207239682589864
123,-0.29916193503101685,-0.1507543384401542,-0.3970889616897243,-0.3668817318799366,-0.022046569216344087
124,-0.29950721987695283,-0.1507543384401542,-0.3970889616897243,-0.36735978777341244,-0.0026092511581106803
125,-0.30058143939764254,-0.15052708550793664,-0.3970889616897243,-0.3686657703610128,0.5817006702387074
126,-0.3003512495003519,-0.15052708550793664,-0.3970889616897243,-0.36845403773654806,0.49772479676056736
127,-0.30104181919222384,-0.1507543384401542,-0.3970889616897243,-0.36928327358952434,0.5650936254737503
128,-0.30027451953458834,-0.1507543384401542,-0.3970889616897243,-0.3684708732105027,-0.43540798369929545
129,-0.3013871040381598,-0.15098159137237177,-0.3970889616897243,-0.36974448157999695,0.06923806882502061
130,-0.3015789289525687,-0.15098159137237177,-0.3970889616897243,-0.36998779926450004,0.5062322653068262
131,-0.3016556589183323,-0.15098159137237177,-0.3970889616897243,-0.3701017230976277,0.6646692993977702
132,-0.3017707538669776,-0.15098159137237177,-0.3970889616897243,-0.37025383135641177,-0.34550518497170674
133,-0.30150219898680514,-0.15120884430458933,-0.3970889616897243,-0.36999842823531787,0.5913985184347854
134,-0.30150219898680514,-0.15120884430458933,-0.3970889616897243,-0.3700280375920101,0.7115602684007802
135,-0.30150219898680514,-0.15098159137237177,-0.3970889616897243,-0.3700280375920101,-0.3912890176570528
136,-0.30150219898680514,-0.15098159137237177,-0.3970889616897243,-0.37008472083935295,0.13210343326860863
137,-0.302384593593086,-0.1523451089656771,-0.3970889616897243,-0.36737064848884765,0.7483621455465831
138,-0.3023078636273225,-0.1523451089656771,-0.3970889616897243,-0.3671544803889435,-0.0734326781557335
139,-0.3021927686786771,-0.1523451089656771,-0.3970889616897243,-0.36682404928747137,-0.1665320208380809
140,-0.3023078636273225,-0.15257236189789466,-0.3970889616897243,-0.3671761536232544,0.6078474008686479
141,-0.3020776737300318,-0.15257236189789466,-0.3970889616897243,-0.3665026249228772,0.5459559834112756
142,-0.3017323888840958,-0.15257236189789466,-0.3970889616897243,-0.36548865163679994,-0.19483475377084034
143,-0.3025764185074949,-0.15257236189789466,-0.3970889616897243,-0.36799100669812823,1.2341785563373984
144,-0.3019625787813865,-0.15257236189789466,-0.3970889616897243,-0.36618210894138825,-0.24811048635015223
145,-0.3024229585759678,-0.15257236189789466,-0.3970889616897243,-0.36754559322221614,0.4094702160096509
146,-0.3026915134561402,-0.15257236189789466,-0.3970889616897243,-0.36834084555855473,1.1599421527214135
147,-0.3024996885417313,-0.15257236189789466,-0.3970889616897243,-0.3677774113968135,-0.2789105192475669
148,-0.3026531484732584,-0.15257236189789466,-0.3970889616897243,-0.36823162973105655,0.46134746060875587
149,-0.302729878439022,-0.15257236189789466,-0.3970889616897243,-0.3684590939327083,0.4476539324692296
150,-0.3023078636273225,-0.15257236189789466,-0.3970889616897243,-0.36721698923381785,-0.24894291967170395
151,-0.3025764185074949,-0.15257236189789466,-0.3970889616897243,-0.36800890563483923,0.4662171955398335
152,-0.3025380535246131,-0.15257236189789466,-0.3970889616897243,-0.3678965037405825,1.152308739162784
153,-0.3028833383705491,-0.15257236189789466,-0.3970889616897243,-0.3689135448833844,-0.2647591527811871
154,-0.3028066084047855,-0.15257236189789466,-0.3970889616897243,-0.368687558594533,-0.3613214180811899
155,-0.3028449733876673,-0.15257236189789466,-0.3970889616897243,-0.3688005315468844,-0.33718085175618917
156,-0.3028833383705491,-0.15257236189789466,-0.3970889616897243,-0.3689124268031886,0.306839511795536
157,-0.3024229585759678,-0.14189147408366942,-0.3968551508028825,-0.36770754789819665,-0.8050083784682714
158,-0.3022694986444407,-0.14143696821923432,-0.39685704802215127,-0.36731383156006464,-0.44789448352257166
159,-0.3021544036957953,-0.1409824623547992,-0.3968588105886075,-0.36703183351399404,-0.7850299787510294
160,-0.30203930874715,-0.14030070355814653,-0.39686054435096224,-0.3667540302823197,-0.5944027481156793
161,-0.3019242137985047,-0.1398461976937114,-0.3968625022529284,-0.36648742642205046,-0.7600569791044771
162,-0.3018091188498594,-0.14075520942258163,-0.39686475082554296,-0.3662349372748096,-0.3105429854665333
163,-0.3017707538669776,-0.14189147408366942,-0.3968671070186255,-0.3662004650084582,-0.7442407459949938
164,-0.30203930874715,-0.14302773874475722,-0.39686946629714026,-0.36699282372964576,-0.7334191128148212
165,-0.3025380535246131,-0.1437094975414099,-0.3968717802633361,-0.36838048304343357,-0.5136567159251597
166,-0.3026915134561402,-0.14461850927028014,-0.3968740374762922,-0.36883079450303086,-0.2930618857139466
167,-0.3026147834903767,-0.14507301513471524,-0.39687623014079004,-0.3686721987003677,-0.7500677792458561
168,-0.3028449733876673,-0.14552752099915037,-0.39687839442818296,-0.3693081209146803,-0.3097105521449815
169,-0.303075163284958,-0.14620927979580303,-0.3970889616897243,-0.36993145510701686,-0.5436243155010226
170,-0.3031518932507215,-0.1464365327280206,-0.3970889616897243,-0.3701547867672472,-0.33385111846998217
171,-0.30311352826783977,-0.14689103859245572,-0.3970889616897243,-0.37008576336999616,-0.3471700516148102
172,-0.303075163284958,-0.14711829152467326,-0.3970889616897243,-0.37001766397588287,-0.7742083455708568
173,-0.3029984333191944,-0.14734554445689083,-0.3970889616897243,-0.36985599381539047,-0.7758732122139603
174,-0.30296006833631267,-0.1475727973891084,-0.3970889616897243,-0.3697895150242785,-0.3763052178691214
175,-0.3028833383705491,-0.14780005032132595,-0.3970889616897243,-0.3696029669753538,-0.3663160180105004
176,-0.3028066084047855,-0.14780005032132595,-0.3970889616897243,-0.3694731979948674,-0.7783705121786155
177,-0.3038424629425935,-0.1523451089656771,-0.3970889616897243,-0.35867921108034656,-0.7151055797406827
178,-0.30388082792547527,-0.1523451089656771,-0.3970889616897243,-0.3604253176306575,-0.6634947138044743
179,-0.30391919290835706,-0.15211785603345956,-0.3970889616897243,-0.3624691336537029,-0.6393541474794736
180,-0.30388082792547527,-0.15211785603345956,-0.3970889616897243,-0.3621604994199944,0.3168037386545104
181,-0.30388082792547527,-0.15211785603345956,-0.3970889616897243,-0.3630078376640041,-0.5977324814018862
182,-0.3038424629425935,-0.15211785603345956,-0.3970889616897243,-0.36272373705453037,-0.05143978980033626
183,-0.3038424629425935,-0.1523451089656771,-0.3970889616897243,-0.3634288530237704,-0.621873047726887
184,-0.3038040979597117,-0.1523451089656771,-0.3970889616897243,-0.3631668089235119,-0.6093865479036108
185,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.36279824103867836,-0.14322388783463202
186,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.3631244479582028,-0.6368568475148184
187,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.3634193221778541,-0.6518406473027498
188,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.3636886428437843,-0.24894291967170395
189,-0.30376573297682996,-0.15257236189789466,-0.3970889616897243,-0.36393601476005516,-0.05416184676181049
190,-0.30376573297682996,-0.15257236189789466,-0.3970889616897243,-0.3641659302048187,-0.3163700187173955
191,-0.30376573297682996,-0.15257236189789466,-0.3970889616897243,-0.3643828403350826,-0.29056458574929134
192,-0.3038040979597117,-0.15257236189789466,-0.3970889616897243,-0.3652777495970886,-0.2930618857139466
193,-0.3038040979597117,-0.15257236189789466,-0.3970889616897243,-0.36545548676929096,-0.7084461131682687
194,-0.3038424629425935,-0.15257236189789466,-0.3970889616897243,-0.36628231553112184,-0.7117758464544758
195,-0.3038424629425935,-0.1523451089656771,-0.3970889616897243,-0.36628231553112184,0.09893096540477146
196,-0.3039575578912388,-0.1523451089656771,-0.3970889616897243,-0.3684551386588257,0.12981424163434133
197,-0.3034971780966575,1.099818547553069,-0.26282160209582023,-0.37273397063672287,-0.1873428538768746
198,-0.3031902582336033,1.0075538570727403,-0.2710157882120102,-0.37268100796537107,-0.4362404170208472
199,-0.3027682434219038,0.9232430192200262,-0.2719760586191065,-0.37260959522429543,-0.4637107166320549
200,-0.3021927686786771,0.8484768045204495,-0.24014335461230632,-0.3725140573490857,-0.48618641631395204
201,-0.3014254690210416,0.7905273068049722,-0.22931917137893662,-0.3723890065195368,-0.5036675160665387
202,-0.3004663444489972,0.7723470722275675,-0.2999759738017338,-0.37223583541633465,-0.3321862518268787
203,-0.29943048991118926,0.7603026668200369,-0.34959077693458657,-0.37207486924022365,-0.49367831620791774
204,-0.298279540424736,0.748940020209159,-0.34670755328655106,-0.37190031355565545,-0.32802408521912
205,-0.2970518609725192,0.7268964857840559,-0.31106674392818273,-0.37171910714882406,-0.34633761829325843
206,-0.2960160064347112,0.729396268038449,-0.3442406260367552,-0.3715738986442508,-0.5269756490699877
207,-0.2947883269824944,0.7423496851748498,-0.33380403717422596,-0.3714034881134975,-0.707613679846717
208,-0.29325372766722335,0.721215162478617,-0.333347592740085,-0.37119174897419016,-0.7234299129562001
