per_capita-Interpersonal Violence,per_capita-HIV/AIDS,per_capita-Environmental Heat and Cold Exposure,per_capita-Road Injuries,Mortality rate attributed to unintentional poisoning (per 100 000 population)
-0.3215821207968315,0.2338554612985863,-0.0749811315515,3.961785108133789,0.5881380288596076
-0.3157115624956287,0.2409486654749992,-0.0829047409117736,3.8508681185156526,1.941707417502412
-0.310190034485941,0.2554619431036711,-0.0904044465791053,3.736812677765775,0.5080561270604478
-0.3053056407475423,0.2683949384193843,-0.1033953203344048,3.5885037816663488,0.4104697852927494
-0.2999950518792458,0.2833084054677061,-0.1159548445827193,3.5255181793787296,0.9881770413814024
-0.3021501502379013,0.3048931487780585,-0.1282862107726818,3.3856492613706504,0.3421040752698944
-0.3039173700702454,0.32352115698849,-0.1375209278241213,3.245977456136768,0.3137094684507004
-0.3064935497596964,0.3039706391355077,-0.1487167314278077,2.9961608742293437,1.2892570530678762
-0.3143421870798296,0.2684921441396653,-0.1643991775099448,2.7527699480176966,0.1389080172728603
-0.3198119485499447,0.2683573898389332,-0.1747073020953988,2.62344217908948,0.6375962712828581
-0.3326578238870423,0.3099733254764543,-0.1915136945425219,2.417220660667914,0.9529920237763564
-0.3300299475027735,0.3509871248580417,-0.1963269154453853,2.4044766380239397,0.8481293742077182
-0.3227577823443319,0.3769399306836677,-0.2008146799959664,2.4453901790533967,0.0274736105751594
-0.3340759489281373,0.3404678838453591,-0.2120853310643608,2.291478952674668,0.0197478480352632
-0.1245120555221552,-0.3292421904935586,-0.3372673227150098,-0.235658109251658,-0.3697289781210604
-0.1215547718223494,-0.3293120272724996,-0.3729320187337205,-0.2369229194463411,-0.6025951226018939
-0.1007637931154264,-0.3281459572740542,-0.3784824887389896,-0.2432657827347573,-0.3803822701768606
-0.1666598386269278,-0.3273520132677694,-0.3815770077366623,-0.2484692400679385,-0.5898706945192819
-0.2569918763590623,-0.330969521199252,-0.3847390994156707,-0.268105987332683,-0.3636491917197741
-0.2858190462606256,-0.3344510806540142,-0.3843329398577991,-0.2556428568270072,-0.4101373886383005
-0.226867758284234,-0.3331824242883433,-0.3886212467083403,-0.2287449975949914,-0.5349947003778022
-0.3093622073435413,-0.3328008575711805,-0.3463622489061884,-0.1765120322765833,-0.3600110378193041
-0.2161566933321407,-0.3335279725089296,-0.3923283420468045,-0.1670317074468075,-0.505834805759845
-0.2087763397444945,-0.33378398428078,-0.3952565585931432,-0.164160954246885,-0.5833050111029078
-0.2028118500849133,-0.3357632866358806,-0.395870868349071,-0.1637096782119433,-0.5278884565321429
-0.1905620511777682,-0.3370319468089098,-0.4009225013525634,-0.1561778132635394,-0.3335235767843298
-0.1522405872604232,-0.334704403335551,-0.4014580781015568,-0.1482398180372945,-0.3098846870003078
-0.1362599511732209,-0.3347739327532629,-0.4019777611970326,-0.1433123543724859,-0.5052031396402308
-0.1188694489448823,-0.3347296346521906,-0.4046433739943494,-0.1834586622272445,-0.4811451636806955
-0.1356164137593248,-0.3351088675523317,-0.4061809232632537,-0.2216092796554283,-0.4959589489281851
-0.1386206695444656,-0.3343524247590345,-0.4076834209354391,-0.2314080615971707,-0.4692042445349125
-0.1473049593595203,-0.3348438403207615,-0.4070492264728221,-0.2381693518894583,-0.4663981892727804
-0.1491093375448129,-0.3351379464230548,-0.4081008742646215,-0.2464167006064192,-0.5145080674791623
-0.1610333998376214,-0.3361781695724876,-0.4078619279611167,-0.2838389480742067,-0.4921507310724344
-0.3119543578677154,-0.3725621766013518,1.915190129773544,-0.5600633213946045,-0.5164273606887592
-0.3626130093984047,-0.3725606670391288,1.926903369493561,-0.5641361304996045,-0.373719407357469
-0.3609400595505688,-0.3725592646651324,1.922351617775224,-0.5989020935985186,-0.1585338405131432
-0.4008138053802149,-0.3725580213089835,1.900945981111621,-0.6193134108512715,0.1302104607027885
-0.3315002916562217,-0.3722463424016422,1.8779985848662557,-0.6800628729047212,-0.1431491262729254
-0.2828110985720693,-0.3716216049021983,1.9002036682094705,-0.6989568919013301,-0.1156109129428237
-0.2490610735782226,-0.3697458395309232,2.0772729787722275,-0.7246330929402157,0.5494363316078635
-0.1498283676300011,-0.3706788826984341,1.705641112081011,-0.7447803638570364,-0.2908193028707999
-0.2507900718183635,-0.3691116707087787,1.942897066131437,-0.7531504269696836,0.0810801987647221
-0.2684670103601932,-0.3691096680780346,1.7874073990117711,-0.7650122355112586,-0.392286747046512
-0.2684356735076112,-0.3697357698181022,1.5367143382299968,-0.7741791220285602,0.2685210460475339
-0.2775805353542474,-0.3697370075601114,1.2538375454843924,-0.7560560244814966,-0.4641205470145563
-0.1525883978858611,-0.3666117688523719,0.7513207194384128,-0.7444617783243092,-0.197302348604462
-0.2099498394620996,-0.3678691340934856,0.5308800439040057,-0.7700075445263815,-0.3141909492965235
-0.2196753917152533,-0.3641337216348217,0.4044503115626658,-0.7681631282185686,-0.1391161810476965
-0.2473073814781596,-0.3632148042758701,0.309427088690085,-0.7267648049450807,-0.2770684173438148
-0.2571255621983586,-0.3644763920206144,0.2612931166098824,-0.7649686375114834,-0.3331348591722596
-0.2729042148116951,-0.3660445138141789,0.2753321981987445,-0.8001118228038117,-0.3289743659805702
-0.2729042148116951,-0.3666647905430295,0.2908578487370964,-0.8183753690749336,-0.4262752432519044
-0.2779584149439603,-0.3670021816165565,0.2719573965559111,-0.8369736602854551,-0.3168147931779977
-0.5704811678614257,-0.3649675353335842,-0.3640480897354535,-0.5829639491057497,-0.5970376754918271
-0.5733773739906479,-0.365836741709332,-0.3724088164133342,-0.6316164530828867,-0.722435547660614
-0.5816460940775143,-0.366541684018865,-0.3710376474739554,-0.6631788144072182,-0.6527336208462675
-0.5923412908986108,-0.366568797794598,-0.3649547132735621,-0.6921891429749281,-0.4764623311977867
-0.6178475252953037,-0.3661296376227532,-0.3566718242912717,-0.7304318160573526,-0.6090211106264303
-0.6173946173570728,-0.3674945120750318,-0.3578175958906615,-0.7600408561727676,-0.6045083420988021
-0.5954219142674673,-0.3668817318799366,-0.3544890968727963,-0.7830386345033536,-0.6822883067889836
-0.6005118770850455,-0.3673597877734124,-0.3512581422319735,-0.7941502585622592,-0.6817052303708782
-0.5906876785861165,-0.3686657703610128,-0.3525230044353294,-0.8092385805730781,-0.6769738081864606
-0.5873407491974326,-0.368454037736548,-0.2859320036286235,-0.8303125050871938,-0.7313517578874752
-0.5943615816395156,-0.3692832735895243,-0.361415302363825,-0.8584419804937773,-0.715371819803775
-0.6020212735179171,-0.3684708732105027,-0.366760839243689,-0.8866880443819393,-0.6662111893022656
-0.600634018742515,-0.3697444815799969,-0.3740894183580938,-0.91464261789747,-0.7265170825873515
-0.607630907518177,-0.3699877992645,-0.3791584908098897,-0.9435565379827862,-0.6790449442132723
-0.60579782374422,-0.3701017230976277,-0.3489793706779728,-0.94707357568046,-0.7297786663011285
-0.604774323932876,-0.3702538313564117,-0.3848623998396923,-0.9432535865806594,-0.72483466417261
-0.6130186994272406,-0.3699984282353178,-0.3876158761091342,-0.9513651879509304,-0.7565515918324668
-0.6084875392134838,-0.3700280375920101,-0.3843006566517097,-0.9525861808903128,-0.7532231972791154
-0.6065791555826848,-0.3700280375920101,-0.3822985789245072,-0.9423805857786476,-0.7058239434572994
-0.6082691622660783,-0.3700847208393529,-0.3817752432118691,-0.95056068745691,-0.7425091680964291
-0.6522116563657989,-0.3673706484888476,-0.3339832297142548,-0.5390738789354274,-0.6429853119810682
-0.6491122332067767,-0.3671544803889435,-0.3228138641205166,-0.5862356884436334,-0.666296221279906
-0.6492746188588289,-0.3668240492874713,-0.3230822365422904,-0.6195669808945473,-0.7039532399492112
-0.6667953667905384,-0.3671761536232544,-0.2378387595299479,-0.6424534930919766,-0.6814744292887114
-0.6549552211285141,-0.3665026249228772,-0.295057833825232,-0.6850933004862453,-0.7505386162707551
-0.6496277155585316,-0.3654886516367999,-0.2725193489357775,-0.727384500225091,-0.7272398543972947
-0.6464598232802192,-0.3679910066981282,-0.2613466005747476,-0.7749698195338234,-0.6258027787850255
-0.6530174892684083,-0.3661821089413882,-0.2444916642910929,-0.8089981864055507,-0.5302754256187618
-0.6563124705470536,-0.3675455932222161,-0.2503072419583895,-0.845090681366638,-0.6957051381180958
-0.6498742189029841,-0.3683408455585547,-0.1767773196600637,-0.8666100236628452,-0.7205709178652144
-0.6542294919860319,-0.3677774113968135,-0.2278713629507165,-0.8991348414519768,-0.6422503927457479
-0.652099572485651,-0.3682316297310565,-0.2279573629755614,-0.9348998290668652,-0.6999506632874255
-0.6553588615413456,-0.3684590939327083,-0.1827555733001014,-0.9617147664867582,-0.6920183945161169
-0.6575328957900389,-0.3672169892338178,-0.2224202038353226,-0.9973478404960614,-0.7197084506634336
-0.6521534446922909,-0.3680089056348392,-0.2394294066768582,-1.012971232593817,-0.72548455143029
-0.6435368207352158,-0.3678965037405825,-0.2337991664835061,-1.015254350033666,-0.7171028279200252
-0.6456981743746684,-0.3689135448833844,-0.2451230810098345,-1.0274835828036153,-0.7458557837878464
-0.6489318088736464,-0.368687558594533,-0.2507764150098213,-1.0352396950661114,-0.7411061404653632
-0.6521662912687882,-0.3688005315468844,-0.2564318861790984,-1.0263693026678506,-0.8097390938465164
-0.6532238820173193,-0.3689124268031886,-0.2563779362840323,-1.0195681240171737,-0.6575925909971456
-0.1985492410338427,-0.3677075478981966,0.3040750944431961,-0.8335686824607238,0.3050544278694488
-0.2704029544025323,-0.3673138315600646,0.3033721984086294,-0.8587349877739638,-0.3882295069705287
-0.3202973526921902,-0.367031833513994,0.308433209836757,-0.8683387816519912,-0.4153607815504944
-0.3489637811714232,-0.3667540302823197,0.3402714262752465,-0.8567374898478651,-0.4430265428470567
-0.3654114744602825,-0.3664874264220504,0.3866920374725426,-0.8544517980305403,-0.0053183642305792
-0.377056732855324,-0.3662349372748096,0.3678002008729006,-0.8304996859768331,-0.4403480355513852
-0.4006358818539671,-0.3662004650084582,0.3174404547599065,-0.8443439501077202,0.0149070990224509
-0.4296986245318341,-0.3669928237296457,0.2627972162315203,-0.8590793953778324,-0.2211234497691419
-0.4211720519612342,-0.3683804830434335,0.2552366542986437,-0.8464943359294663,-0.2304162301826963
-0.4157002998788305,-0.3688307945030308,0.2428094760038693,-0.8460289991787436,-0.4461545048816845
-0.4045942166903933,-0.3686721987003677,0.2306962831789983,-0.8386493331461581,-0.0282527033427239
-0.405060963121447,-0.3693081209146803,0.2237265241731204,-0.8363261525752317,-0.0207273733215513
-0.3990044660231333,-0.3699314551070168,0.2364442622141873,-0.8485132808269986,-0.2425697292725802
-0.395851827066772,-0.3701547867672472,0.1955381288815027,-0.8500131907427402,-0.2523119644250908
-0.3945753271620937,-0.3700857633699961,0.1794894535698815,-0.8599190312348077,-0.0423983801944677
-0.3987127197590469,-0.3700176639758828,0.159093974708279,-0.8406218771282585,-0.2679214060347867
-0.4044818368937057,-0.3698559938153904,0.1439557653428969,-0.8565996765362656,-0.0728944916039165
-0.4046962003591339,-0.3697895150242785,0.1386321630863263,-0.8546558169832733,-0.4776102628959316
-0.3993552194647162,-0.3696029669753538,0.1433014980484533,-0.8400084667932524,-0.2715413387971909
-0.4030229105427438,-0.3694731979948674,0.138060903543863,-0.8411172461758034,-0.4848744232714944
-0.484983256100382,-0.3586792110803465,-0.4543733771037964,0.5943124910410695,-0.6578173183666236
-0.4780362590348583,-0.3604253176306575,-0.4543733771037964,0.4575817592504186,-0.6213932633731036
-0.4806215163769232,-0.3624691336537029,-0.4543733771037964,0.285659479018406,-0.6869650655592038
-0.4902883887441103,-0.3621604994199944,-0.3948178631571436,0.1756350002191156,-0.7543407604138174
-0.4777916051162298,-0.3630078376640041,-0.39953098441501,0.1239706561688924,-0.6908947576687264
-0.4673344823081183,-0.3627237370545303,-0.4035930046725144,0.0686285335760171,-0.6844930644949445
-0.4674878674107633,-0.3634288530237704,-0.4071228434100465,-0.0356042097163036,-0.7156086945986302
-0.4762264583380741,-0.3631668089235119,-0.4102257980692346,-0.127327863696006,-0.6870683186749099
-0.464449424581844,-0.3627982410386783,-0.4123672083475951,-0.1558431449786929,-0.6459249889223494
-0.4575133526271261,-0.3631244479582028,-0.4137280457502583,-0.2014664139723996,-0.7715354410352372
-0.465721264057277,-0.3634193221778541,-0.4149581725291984,-0.2658904655235874,-0.6948426709163149
-0.480517822540919,-0.3636886428437843,-0.4160816975483556,-0.3104041822311536,-0.7743354225846807
-0.4943099641648098,-0.3639360147600551,-0.4171136589687959,-0.3222771274699765,-0.7785627266159447
-0.5072643819160961,-0.3641659302048187,-0.418072797227237,-0.3115429695544714,-0.7794677098065458
-0.5127846176741137,-0.3643828403350826,-0.4189776812153203,-0.321948244273564,-0.6971567554506706
-0.5245847515902512,-0.3652777495970886,-0.4198325739076357,-0.3384061538565378,-0.6961667402824292
-0.5357957305016842,-0.3654554867692909,-0.4206414460814833,-0.3935637888639907,-0.7833366647891824
-0.5464609748494789,-0.3662823155311218,-0.4214073908234308,-0.420143775476208,-0.7840047731849282
-0.5527456208185937,-0.3662823155311218,-0.4214073908234308,-0.426607013139382,-0.7831787482592789
-0.5662912052823454,-0.3684551386588257,-0.4228180245062726,-0.4690959026349452,-0.6115052591160666
-0.4827954720412982,-0.3727339706367228,-0.4100251677811435,-0.9951097730367956,-0.6132787832211372
-0.49687531588573,-0.372681007965371,-0.4256653343493953,-1.0017002403694248,-0.6504316837372889
-0.5134960941534571,-0.3726095952242954,-0.3092640425685533,-1.0130633146690229,-0.6586554907176502
-0.5245148514428544,-0.3725140573490857,-0.2660572302107967,-1.0266898145867374,-0.6634112077528221
-0.5285779871287836,-0.3723890065195368,-0.4051477537395409,-1.0384754576500803,-0.6544403341117633
-0.5282252857561301,-0.3722358354163346,-0.4140362894606874,-1.0279473667141417,-0.6826284346995449
-0.5236121368406105,-0.3720748692402236,-0.4143736107870028,-1.0267549775105602,-0.6407927017004845
-0.5267668886570773,-0.3719003135556554,-0.3897083997412884,-1.017387370809226,-0.6646138028651644
-0.5297896665951909,-0.371719107148824,-0.4310076849592737,-1.0226114146186625,-0.6636116402715457
-0.5255823782689998,-0.3715738986442508,-0.4104931950911378,-1.021670008700247,-0.651458141181662
-0.5256048130902362,-0.3714034881134975,-0.4105769885592897,-1.0277358133140828,-0.6569730723029087
-0.5230417849599481,-0.3711917489741901,-0.4130142013266355,-1.0629447537651913,-0.6796705366201979
-0.5287829617579162,-0.3710217817611154,-0.424632034353305,-1.0889935275182054,-0.6850761409130498
-0.5205997565067472,-0.3709201983781387,-0.4171412701834344,-1.0976840339336886,-0.6583578787959088
-0.5140740524455235,-0.3708615458867479,-0.4297574581931664,-1.093533144672214,-0.6535657194846053
-0.5142210329732624,-0.3708438368361881,-0.4284957180498686,-1.1070346347876745,-0.6624819297114667
-0.5194504691337407,-0.3708274179373717,-0.4275540358027565,-1.116504464286982,-0.6773017886716449
-0.524380410325396,-0.3708281736936769,-0.4266511627831033,-1.113018940216177,-0.671155191430784
-0.5263622746893621,-0.3708814213212972,-0.4162553324128435,-1.112653112446115,-0.6357818887323914
-0.5341517765923959,-0.371016538058053,-0.4252065379024772,-1.1283250294100553,-0.5965639259021165
0.1784882772943836,-0.1386135929871589,-0.4543733771037964,-0.4312275384802745,-0.816553799483123
0.1421867668185915,-0.1599373630249099,-0.4543733771037964,-0.5357967629777994,-0.58844944575015
0.1701525290275539,-0.1979504499765161,-0.4543733771037964,-0.5406812461874979,-0.8154605311991754
0.2616945632486891,-0.2423079038878134,-0.4543733771037964,-0.5127253288549358,-0.6572706842246498
0.3525889868665462,-0.2429030638852184,-0.4543733771037964,-0.5502250509231422,-0.7148555542252442
0.3795467122021277,-0.2467867157322665,-0.4543733771037964,-0.5872030643556877,-0.7173518501402576
0.4064685310810783,-0.2506154044898394,-0.4543733771037964,-0.6236967006952364,-0.819602803252799
0.3076243465423957,-0.2609860778637892,-0.4543733771037964,-0.659830277160395,-0.8216860867049879
0.366016824033134,-0.2745452246035514,-0.4543733771037964,-0.6956303838691926,-0.8215524650258389
0.1748710702966088,-0.2716573061364589,-0.4543733771037964,-0.6989598890349442,-0.5216143113248216
0.2335896049306712,-0.272034293977656,-0.4543733771037964,-0.70218249925698,-0.3766894528621932
0.3228432547444196,-0.2756450300573791,-0.4543733771037964,-0.6417310562036117,-0.3260164679012231
0.2574508787582342,-0.2824507275161904,-0.4543733771037964,-0.6767200446825072,-0.4982973283132952
0.2847744347336887,-0.289197536708463,-0.4543733771037964,-0.6481844623403396,-0.4089469409513354
0.2202120728438578,-0.2862659065510117,-0.4543733771037964,-0.6512041203156883,-0.4325979781607346
0.2477081213618712,-0.2865412638268344,-0.4543733771037964,-0.6541068671280613,-0.4297433331970937
0.2447235294066444,-0.289992630821607,-0.4543733771037964,-0.625604090864088,-0.4092020368842565
0.2419231134516601,-0.2902310476215063,-0.4543733771037964,-0.6283040869081158,-0.4447393298252412
0.2419231134516601,-0.2934093749372767,-0.4543733771037964,-0.6283040869081158,-0.4207056487164604
0.267016957908118,-0.2938252221551025,-0.4543733771037964,-0.6021706327833511,-0.3905678863556389
0.5279755490276794,-0.3570326314324925,3.439605031461752,0.588959019195004,1.0917763587108125
0.5278030986259391,-0.358465591790215,3.652819539117511,0.633649618857711,4.296856323345722
0.6946524453593765,-0.3538277930602851,3.839420939671692,0.699373708888009,1.2325042817056198
0.5460673442986251,-0.3492291743410163,3.7812573003054855,0.6242534607761022,3.999129001063354
0.4966579812942337,-0.3497709356917903,4.22716266720693,0.5565442536759719,3.6714400540881336
0.4907551845239007,-0.3480504183425129,4.761624787441482,0.574104061463829,3.5417176984850656
0.4144540572091158,-0.346037287449496,4.780039162943154,0.4444689840922032,0.7688188339200102
0.2852365968762487,-0.3433444440418102,4.46730658829823,0.2841470217401381,2.480105605070461
0.4595966382565608,-0.3415949240967949,5.096981701216183,0.2077861527476532,0.4085565657958411
0.3989315166839134,-0.3368519095641297,5.200357760018931,0.1021521034291389,1.9821644177211608
0.2075814494998399,-0.3362341083979805,4.989217040291816,0.0438654867309603,3.990686540426202
0.385994421247479,-0.3328985269556486,5.324826004023766,0.0078606254468436,1.98130195051938
0.1084957645762785,-0.3368426361335827,3.995692224972588,-0.2530429336996505,3.2549716487436817
0.0070877471021567,-0.3399365014926666,3.4884299756545265,-0.361452479421748,1.570202707191649
-0.0445041801580564,-0.3392273963704224,3.1395544130464565,-0.445604756952839,1.477359935033745
0.0031362859223368,-0.3399882087618677,2.83753334672295,-0.5187371406830149,1.3288758809355985
-0.0242552585037783,-0.340851197038946,2.701662621375562,-0.5516116892803247,2.779976947931904
-0.0158115847524553,-0.34171765187138,2.887857678961004,-0.5525084581376049,2.676432294016691
-0.0025570592214872,-0.3428088906152071,2.6345831115623333,-0.5427719000659136,0.0010894026558913
0.0120366791437095,-0.3434606330757611,2.645095239141743,-0.5343291418825992,1.174099460492065
-0.544693980627307,-0.3654443043040749,-0.2866952249422011,-0.0687866058881997,-0.5236672262135675
-0.5408877483231063,-0.3642908958556434,-0.2961913825523043,-0.1340033224921355,-0.4651166358954863
-0.5403974391170003,-0.3644879782789358,-0.2874814543448581,-0.2243667480280804,-0.4935112427146803
-0.5724993874127007,-0.3647730869087444,-0.1031892527858773,-0.3168495819004314,-0.6528550951000395
-0.5581958146268424,-0.3637990821827911,-0.2835722122192418,-0.3991453888003313,-0.4814184807516824
-0.5635942078787173,-0.3656061257982283,-0.2613988311471188,-0.4502288234293493,-0.5339986114968721
-0.5732254973753654,-0.3667801623455592,0.0430656992792218,-0.4913421009680727,-0.5455811815940278
-0.5708626044611944,-0.3666090560829388,-0.2619157584551221,-0.5111281630645954,-0.5896216722990493
-0.5872341709693982,-0.365990964405433,-0.2576619390132836,-0.5456225737740265,-0.5359361258445348
-0.5856723569330231,-0.3668899951611682,-0.2533918399565774,-0.6000525184799562,-0.5977118576002614
-0.5926036241760612,-0.3654690228090443,-0.2446437359099659,-0.6455180881649637,-0.4980422323803741
-0.5731566644558719,-0.3658309684741071,-0.258181010190345,-0.6776925709544698,-0.4764258889216551
-0.5792055613128546,-0.3663696761182651,-0.2182064248496665,-0.7210843408114034,-0.5900103899111195
-0.5937233770867906,-0.3660175094555178,-0.2406074586602257,-0.7547409156501494,-0.582697639834048
-0.5853032264585901,-0.3677102959987196,-0.2540655058715153,-0.7917892001705916,-0.640950618230388
-0.5913012506710495,-0.3674458240512085,-0.1740603911165839,-0.8060717521838525,-0.6128718444710012
-0.5862625323139746,-0.3674477532222458,-0.2408775717568883,-0.8255261807584877,-0.6740402049578679
-0.5905419677984346,-0.3676269596457717,-0.2409389846368658,-0.8109183741470242,-0.5681268030941022
-0.5905419677984346,-0.3677157833438355,-0.2409389846368658,-0.7969698840050725,-0.5720929374797566
-0.5905925269605259,-0.3678952508231251,-0.2410170824290545,-0.7902789049911193,-0.6097560298617505
0.915993505751622,-0.1330934911725264,-0.4543733771037964,0.7524103465364328,-0.1075510962050547
1.11689851652238,-0.1648831125249247,-0.4543733771037964,0.7278617223261115,-0.5499603284425068
1.3752835537435268,-0.1132896694613735,-0.4543733771037964,0.6345518925031073,-0.3182967790740155
1.2237133526612982,-0.1058714575020893,-0.4543733771037964,0.511839475184572,-0.5977300787383272
1.1117709438501755,-0.0954316881825997,-0.4543733771037964,0.4282716079560953,-0.3310697968581364
1.3518487040738336,-0.1449502731221105,-0.4543733771037964,0.3486146522056528,-0.5337860315527713
1.365287218915483,-0.1437714758772182,-0.4543733771037964,0.2726792411113122,-0.6248795744563586
