Interpersonal Violence,Drug Use Disorders,gdp/percap,Domestic private health expenditure (PVT-D) per capita in US$,Deaths due to tuberculosis among HIV-negative people (per 100 000 population)
-0.1814840227674352,-0.0808808109657377,-0.3916285638185575,-0.3223289624965441,-0.2902826885221936
-0.2084977255300265,-0.0642226055216886,-0.356034207438722,-0.3124087169235313,-0.2813823695588126
-0.1844147546709239,-0.0696796038568081,-0.3322867636661294,-0.2992532498325309,-0.2902826885221936
-0.2230239619212312,-0.0742749708758561,-0.3075431781430826,-0.2869726130499659,-0.3258839643757171
-0.2372953520599586,-0.0748493917532372,-0.2522851880578741,-0.212793605387537,-0.3792858781560025
-0.2446858933817996,-0.0794447587722852,-0.2329128440712101,-0.215385083848374,-0.4460382703813593
-0.238569583322345,-0.0889227032490718,-0.3552301179525259,-0.2586314123031055,-0.4682890677898115
-0.2426471233619814,-0.0952413329002628,-0.4019354539133075,-0.3499438890250808,-0.4949900246799543
-0.2418825846045496,-0.1009855416740729,-0.3617688297387076,-0.3231212616438064,-0.5261411410517874
-0.2400986608372086,-0.1041448564996684,-0.3322947862010401,-0.3217512443683321,-0.5572922574236205
-0.2389518527010609,-0.1067297504478829,-0.3047857387117087,-0.2967608087651017,-0.5528420979419302
-0.310691072773414,-0.1279833229109801,0.5381465383974663,0.2866024508712046,-0.6329449686123583
-0.3100539571422208,-0.1274089020335991,0.5341054234941899,0.2743548265531088,-0.6329449686123583
-0.3099265340159822,-0.1276961124722896,0.6403420281962732,0.4131062147174116,-0.640955255679401
-0.3146411896868117,-0.1276961124722896,0.9401585232964694,0.7336077260172295,-0.6360600802495415
-0.3124749965407549,-0.1279833229109801,1.194944359719606,0.8990001730082255,-0.6454054151610915
-0.3132395352981867,-0.1262600602788371,1.277072121155474,0.9492781563949098,-0.6387301759385559
-0.3146411896868117,-0.1256856394014561,1.3867573054860416,1.0176139578462793,-0.6511906224872891
-0.3142589203080959,-0.1219519036984796,1.699106076837857,1.2642995985928305,-0.640955255679401
-0.31667995970663,-0.118218167995503,1.928718672769536,1.398412735499202,-0.6445153832647534
-0.3164251134541527,-0.1167821158020505,1.7529923024085348,1.348167764576987,-0.6525256703317962
-0.3174444984640618,-0.11649490536336,1.7462789530700091,1.3071167650094615,-0.6520806543836272
-0.3145137665605731,-0.117643747118122,1.951741369239502,1.458858557942418,-0.6551957660208105
-0.3154057284442436,-0.117643747118122,1.816125620952917,1.3302089839057094,-0.6529706862799652
-0.3175719215903004,-0.1173565366794315,1.9413369064081016,1.4596013383929765,-0.6543057341244725
-0.316297690327914,-0.1167821158020505,2.008659205129338,1.491243785586763,-0.660535957398839
-0.3171896522115845,-0.115920484485979,1.6422579672322624,1.2155071761072629,-0.6534157022281343
-0.3164251134541527,-0.115346063608598,1.7090680389936528,1.212998228807599,-0.6645411009323605
-0.3170622290853458,-0.113622800976455,1.84141321436184,1.2967673573983485,-0.6645411009323605
-0.3170622290853458,-0.111899538344312,2.046056471876181,1.4730209051997312,-0.6645411009323605
-0.3170622290853458,-0.1098890652734785,2.004375632950795,1.410330235172605,-0.6645411009323605
-0.3319707348552665,-0.1739369931014606,-0.4390252584760492,-0.3894102902980819,-0.5439417789785492
-0.331078772971596,-0.1739369931014606,-0.4353242759177957,-0.382395141598364,-0.3258839643757171
-0.3299319648354483,-0.1739369931014606,-0.4272377583739388,-0.3778064090371368,-0.4015366755644547
-0.3303142342141642,-0.1739369931014606,-0.4199437212476488,-0.3752314368085345,-0.4415881108996689
