Interpersonal Violence,Acute Hepatitis,per_capita-Malaria,per_capita-HIV/AIDS,gdp/percap
-0.3132395352981867,-0.1523451089656771,-0.3970889616897243,-0.3666117688523719,-0.4801622580171971
-0.3156605746967209,-0.1525723618978946,-0.3970889616897243,-0.3678691340934856,-0.4715824702129219
-0.3160428440754368,-0.1527996148301122,-0.3970889616897243,-0.3641337216348217,-0.4633116918203973
-0.3171896522115845,-0.1527996148301122,-0.3970889616897243,-0.3632148042758701,-0.4821583473365521
-0.3175719215903004,-0.1527996148301122,-0.3970889616897243,-0.3644763920206144,-0.4826335007575877
-0.3182090372214936,-0.1527996148301122,-0.3970889616897243,-0.3660445138141789,-0.4659219319081915
-0.3182090372214936,-0.1527996148301122,-0.3970889616897243,-0.3666647905430295,-0.4496991116799123
-0.3183364603477323,-0.1527996148301122,-0.3970889616897243,-0.3670021816165565,-0.4305660509431802
-0.294508335741107,-0.1509815913723717,-0.3970889616897243,-0.3649675353335842,0.4282187843425213
-0.2947631819935842,-0.1509815913723717,-0.3970889616897243,-0.365836741709332,0.3546772805006747
-0.2965471057609252,-0.1507543384401542,-0.3970889616897243,-0.366541684018865,0.4692658072802469
-0.2990955682856979,-0.1507543384401542,-0.3970889616897243,-0.366568797794598,0.7618772658927999
-0.3059764171025844,-0.1507543384401542,-0.3970889616897243,-0.3661296376227532,1.0521357187736198
-0.3054667245976298,-0.1507543384401542,-0.3970889616897243,-0.3674945120750318,1.231309438785245
-0.2985858757807434,-0.1507543384401542,-0.3970889616897243,-0.3668817318799366,1.3266394719093295
-0.2996052607906525,-0.1507543384401542,-0.3970889616897243,-0.3673597877734124,1.7208922179018775
-0.2961648363822093,-0.1505270855079366,-0.3970889616897243,-0.3686657703610128,1.9572510707431012
-0.2946357588673456,-0.1505270855079366,-0.3970889616897243,-0.368454037736548,1.788392491864262
-0.2962922595084479,-0.1507543384401542,-0.3970889616897243,-0.3692832735895243,2.374849779624234
-0.2982036064020275,-0.1507543384401542,-0.3970889616897243,-0.3684708732105027,2.965870793818432
-0.297311644518357,-0.1509815913723717,-0.3970889616897243,-0.3697444815799969,3.054188238505597
-0.2990955682856979,-0.1509815913723717,-0.3970889616897243,-0.3699877992645,2.895073194537882
-0.2980761832757889,-0.1509815913723717,-0.3970889616897243,-0.3701017230976277,2.711242976846832
-0.297311644518357,-0.1509815913723717,-0.3970889616897243,-0.3702538313564117,2.162680319825112
-0.2996052607906525,-0.1512088443045893,-0.3970889616897243,-0.3699984282353178,2.2026949124924724
-0.2976939138970729,-0.1512088443045893,-0.3970889616897243,-0.3700280375920101,2.4385746569927296
-0.2970567982658798,-0.1509815913723717,-0.3970889616897243,-0.3700280375920101,2.5168430134028434
-0.2968019520134025,-0.1509815913723717,-0.3970889616897243,-0.3700847208393529,2.3869591364143
-0.3289125798255392,-0.1523451089656771,-0.3970889616897243,-0.3673706484888476,0.6031929774847355
-0.3285303104468233,-0.1523451089656771,-0.3970889616897243,-0.3671544803889435,0.601192382024605
-0.3285303104468233,-0.1523451089656771,-0.3970889616897243,-0.3668240492874713,0.705809128636866
-0.3305690804666415,-0.1525723618978946,-0.3970889616897243,-0.3671761536232544,1.0101545209883809
-0.3291674260780164,-0.1525723618978946,-0.3970889616897243,-0.3665026249228772,1.2574456559828056
-0.3285303104468233,-0.1525723618978946,-0.3970889616897243,-0.3654886516367999,1.3504402865744551
-0.3281480410681074,-0.1525723618978946,-0.3970889616897243,-0.3679910066981282,1.4760585371809452
-0.3289125798255392,-0.1525723618978946,-0.3970889616897243,-0.3661821089413882,1.8112517526200973
-0.3292948492042551,-0.1525723618978946,-0.3970889616897243,-0.3675455932222161,2.081644495720085
-0.3285303104468233,-0.1525723618978946,-0.3970889616897243,-0.3683408455585547,1.8849683445258252
-0.3290400029517778,-0.1525723618978946,-0.3970889616897243,-0.3677774113968135,1.8282938957594232
-0.3287851566993006,-0.1525723618978946,-0.3970889616897243,-0.3682316297310565,2.0751997272918064
-0.3291674260780164,-0.1525723618978946,-0.3970889616897243,-0.3684590939327083,1.9349857977877645
-0.3294222723304937,-0.1525723618978946,-0.3970889616897243,-0.3672169892338178,2.0647780606151898
-0.3287851566993006,-0.1525723618978946,-0.3970889616897243,-0.3680089056348392,2.143676164244356
-0.3277657716893914,-0.1525723618978946,-0.3970889616897243,-0.3678965037405825,1.7581065301513974
-0.3280206179418687,-0.1525723618978946,-0.3970889616897243,-0.3689135448833844,1.845035352522146
-0.3284028873205846,-0.1525723618978946,-0.3970889616897243,-0.368687558594533,1.9808064386650104
-0.3287851566993006,-0.1525723618978946,-0.3970889616897243,-0.3688005315468844,2.2236578470990693
-0.3289125798255392,-0.1525723618978946,-0.3970889616897243,-0.3689124268031886,2.15896710347464
-0.2733560967854931,-0.1418914740836694,-0.3968551508028825,-0.3677075478981966,-0.6342556319418474
-0.2816385999910046,-0.1414369682192343,-0.3968570480221512,-0.3673138315600646,-0.6332836493117612
-0.2873726406717433,-0.1409824623547992,-0.3968588105886075,-0.367031833513994,-0.628941835113734
-0.2905582188277092,-0.1403007035581465,-0.3968605443509622,-0.3667540302823197,-0.6229356130300294
-0.2922147194688115,-0.1398461976937114,-0.3968625022529284,-0.3664874264220504,-0.6149113360436966
-0.2932341044787206,-0.1407552094225816,-0.3968647508255429,-0.3662349372748096,-0.5882699148519973
-0.2957825670034933,-0.1418914740836694,-0.3968671070186255,-0.3662004650084582,-0.5437109047030205
-0.2990955682856979,-0.1430277387447572,-0.3968694662971402,-0.3669928237296457,-0.4751659086154023
-0.2975664907708343,-0.1437094975414099,-0.3968717802633361,-0.3683804830434335,-0.3861467735303118
-0.2964196826346865,-0.1446185092702801,-0.3968740374762922,-0.3688307945030308,-0.4156564715920565
-0.294508335741107,-0.1450730151347152,-0.39687623014079,-0.3686721987003677,-0.3698179674368448
-0.2941260663623911,-0.1455275209991503,-0.3968783944281829,-0.3693081209146803,-0.300193818213991
-0.2928518351000047,-0.146209279795803,-0.3970889616897243,-0.3699314551070168,-0.2835839620476117
-0.2919598732163342,-0.1464365327280206,-0.3970889616897243,-0.3701547867672472,-0.2630935406719155
-0.291322757585141,-0.1468910385924557,-0.3970889616897243,-0.3700857633699961,-0.2612759618357175
-0.2914501807113797,-0.1471182915246732,-0.3970889616897243,-0.3700176639758828,-0.3954076508899842
-0.2918324500900956,-0.1473455444568908,-0.3970889616897243,-0.3698559938153904,-0.4667496278900181
-0.2914501807113797,-0.1475727973891084,-0.3970889616897243,-0.3697895150242785,-0.4499514379600913
-0.2906856419539478,-0.1478000503213259,-0.3970889616897243,-0.3696029669753538,-0.4198808138533571
-0.2904307957014705,-0.1478000503213259,-0.3970889616897243,-0.3694731979948674,-0.4184740853539335
-0.3355385823899484,-0.1523451089656771,-0.3970889616897243,-0.3586792110803465,0.0556968424384192
-0.3354111592637097,-0.1523451089656771,-0.3970889616897243,-0.3604253176306575,0.0469672834338036
-0.3352837361374711,-0.1521178560334595,-0.3970889616897243,-0.3624691336537029,0.0338639594359622
-0.3351563130112324,-0.1521178560334595,-0.3970889616897243,-0.3621604994199944,0.07349243731902
-0.3347740436325165,-0.1521178560334595,-0.3970889616897243,-0.3630078376640041,0.1426291325038361
-0.3343917742538006,-0.1521178560334595,-0.3970889616897243,-0.3627237370545303,0.2433420934448486
-0.3341369280013234,-0.1523451089656771,-0.3970889616897243,-0.3634288530237704,0.3145654680041508
-0.3340095048750847,-0.1523451089656771,-0.3970889616897243,-0.3631668089235119,0.4099152556716627
-0.3336272354963688,-0.1523451089656771,-0.3970889616897243,-0.3627982410386783,0.5453753938350823
-0.3333723892438915,-0.1523451089656771,-0.3970889616897243,-0.3631244479582028,0.3796071006457855
-0.3333723892438915,-0.1523451089656771,-0.3970889616897243,-0.3634193221778541,0.470697335300762
-0.3334998123701301,-0.1523451089656771,-0.3970889616897243,-0.3636886428437843,0.569953719563657
-0.3336272354963688,-0.1525723618978946,-0.3970889616897243,-0.3639360147600551,0.6190893775492446
-0.3337546586226074,-0.1525723618978946,-0.3970889616897243,-0.3641659302048187,0.6589163913010648
-0.3337546586226074,-0.1525723618978946,-0.3970889616897243,-0.3643828403350826,0.6595975721210852
-0.3338820817488461,-0.1525723618978946,-0.3970889616897243,-0.3652777495970886,0.5369643907564963
-0.3340095048750847,-0.1525723618978946,-0.3970889616897243,-0.3654554867692909,0.5536001623681736
-0.3341369280013234,-0.1525723618978946,-0.3970889616897243,-0.3662823155311218,0.6457297527083781
-0.334264351127562,-0.1523451089656771,-0.3970889616897243,-0.3662823155311218,0.7318640108580756
-0.3343917742538006,-0.1523451089656771,-0.3970889616897243,-0.3684551386588257,0.7021541925636827
0.1291735590023636,1.099818547553069,-0.2628216020958202,-0.3727339706367228,-0.64167780870287
0.1101875131928066,1.0075538570727405,-0.2710157882120102,-0.372681007965371,-0.6416808762986054
0.0854674267025109,0.9232430192200262,-0.2719760586191065,-0.3726095952242954,-0.6415219330355391
0.0709411903113062,0.8484768045204495,-0.2401433546123063,-0.3725140573490857,-0.6398312013374194
0.0697943821751584,0.7905273068049722,-0.2293191713789366,-0.3723890065195368,-0.6380357009297032
0.0774397697494767,0.7723470722275675,-0.2999759738017338,-0.3722358354163346,-0.6368578806346902
0.0940047761604996,0.7603026668200369,-0.3495907769345865,-0.3720748692402236,-0.6361300729742804
0.0942596224129769,0.748940020209159,-0.346707553286551,-0.3719003135556554,-0.6333425226511759
0.0946418917916928,0.7268964857840559,-0.3110667439281827,-0.371719107148824,-0.6289064288838084
0.1108246288239998,0.729396268038449,-0.3442406260367552,-0.3715738986442508,-0.625086686997084
0.1178329007671249,0.7423496851748498,-0.3338040371742259,-0.3714034881134975,-0.6206050316260057
0.1308300596434659,0.721215162478617,-0.333347592740085,-0.3711917489741901,-0.6160506592911232
0.1249685958364886,0.7173518626309184,-0.3837362145004943,-0.3710217817611154,-0.6150104892858377
0.1516000292203639,0.7375773735982811,-0.3912731661647553,-0.3709201983781387,-0.609467370237194
0.1750458844482733,0.7714380604986972,-0.3815117126891078,-0.3708615458867479,-0.6017620678856266
0.1829461182750688,0.7882547774827966,-0.3865368432039446,-0.3708438368361881,-0.5945781544414125
0.1784863088567165,0.8171158998744265,-0.3904046200128017,-0.3708274179373717,-0.5861376698576821
0.1745361919433187,0.8659752803012015,-0.3907385725396198,-0.3708281736936769,-0.5788983328307937
0.1695666900200118,0.8602939569957626,-0.3953312646928203,-0.3708814213212972,-0.5706339959736114
0.16599884248533,0.8550671395547588,-0.3958810884930993,-0.371016538058053,-0.5650305641268082
-0.334264351127562,-0.1532541206945473,-0.3970889616897243,-0.1386135929871589,-0.0832848509403252
-0.3343917742538006,-0.1532541206945473,-0.3970889616897243,-0.1599373630249099,-0.0866466631100903
-0.334264351127562,-0.1532541206945473,-0.3970889616897243,-0.1979504499765161,-0.0797634891723201
-0.3338820817488461,-0.1532541206945473,-0.3970889616897243,-0.2423079038878134,-0.0630130007317348
-0.3334998123701301,-0.1532541206945473,-0.3970889616897243,-0.2429030638852184,-0.0219528870337704
-0.3333723892438915,-0.1532541206945473,-0.3970889616897243,-0.2467867157322665,0.0453331567207164
-0.3332449661176529,-0.1532541206945473,-0.3970889616897243,-0.2506154044898394,0.1160701353174196
-0.3336272354963688,-0.1532541206945473,-0.3970889616897243,-0.2609860778637892,0.1973683780046467
-0.3333723892438915,-0.1532541206945473,-0.3970889616897243,-0.2745452246035514,0.214336239039561
-0.3341369280013234,-0.1532541206945473,-0.3970889616897243,-0.2716573061364589,0.1524423803964158
-0.3338820817488461,-0.1532541206945473,-0.3970889616897243,-0.272034293977656,0.1610870950147036
-0.3334998123701301,-0.1532541206945473,-0.3970889616897243,-0.2756450300573791,0.1813559016481772
-0.3337546586226074,-0.1532541206945473,-0.3970889616897243,-0.2824507275161904,0.1696170055936098
-0.3336272354963688,-0.1532541206945473,-0.3970889616897243,-0.289197536708463,0.1788574488033699
-0.3338820817488461,-0.1532541206945473,-0.3970889616897243,-0.2862659065510117,0.1794936224292893
-0.3337546586226074,-0.1532541206945473,-0.3970889616897243,-0.2865412638268344,0.1802159585474936
-0.3337546586226074,-0.1532541206945473,-0.3970889616897243,-0.289992630821607,0.1982223116143998
-0.3337546586226074,-0.1532541206945473,-0.3970889616897243,-0.2902310476215063,0.2221628929032885
-0.3337546586226074,-0.1532541206945473,-0.3970889616897243,-0.2934093749372767,0.2416275295393149
-0.3336272354963688,-0.1532541206945473,-0.3970889616897243,-0.2938252221551025,0.2743553926382615
-0.1566365131509009,-0.1464365327280206,-0.3970889616897243,-0.3570326314324925,-0.6106689915594142
-0.157273628782094,-0.1464365327280206,-0.3970889616897243,-0.358465591790215,-0.600074284019378
-0.1342100429329006,-0.1464365327280206,-0.3970889616897243,-0.3538277930602851,-0.5876410956326217
-0.1563816668984236,-0.1471182915246732,-0.3970889616897243,-0.3492291743410163,-0.5697020908777929
-0.1642819007252191,-0.1473455444568908,-0.3970889616897243,-0.3497709356917903,-0.5400427951085036
-0.1659384013663214,-0.1471182915246732,-0.3970889616897243,-0.3480504183425129,-0.5005289939931323
-0.1774064827277988,-0.1471182915246732,-0.3970889616897243,-0.346037287449496,-0.4624779057458137
-0.1961376822848786,-0.1471182915246732,-0.3970889616897243,-0.3433444440418102,-0.4154716350294224
-0.172436980804492,-0.1475727973891084,-0.3970889616897243,-0.3415949240967949,-0.3283166368773043
-0.1814840227674352,-0.1475727973891084,-0.3970889616897243,-0.3368519095641297,-0.3916285638185575
-0.2084977255300265,-0.1473455444568908,-0.3970889616897243,-0.3362341083979805,-0.356034207438722
-0.1844147546709239,-0.1468910385924557,-0.3970889616897243,-0.3328985269556486,-0.3322867636661294
-0.2230239619212312,-0.1478000503213259,-0.3970889616897243,-0.3368426361335827,-0.3075431781430826
-0.2372953520599586,-0.1478000503213259,-0.3970889616897243,-0.3399365014926666,-0.2522851880578741
-0.2446858933817996,-0.1478000503213259,-0.3970889616897243,-0.3392273963704224,-0.2329128440712101
-0.238569583322345,-0.148254556185761,-0.3970889616897243,-0.3399882087618677,-0.3552301179525259
-0.2426471233619814,-0.1484818091179786,-0.3970889616897243,-0.340851197038946,-0.4019354539133075
-0.2418825846045496,-0.1487090620501961,-0.3970889616897243,-0.34171765187138,-0.3617688297387076
-0.2400986608372086,-0.1487090620501961,-0.3970889616897243,-0.3428088906152071,-0.3322947862010401
-0.2389518527010609,-0.1489363149824137,-0.3970889616897243,-0.3434606330757611,-0.3047857387117087
-0.310691072773414,-0.1512088443045893,-0.3970889616897243,-0.3654443043040749,0.5381465383974663
-0.3100539571422208,-0.1516633501690244,-0.3970889616897243,-0.3642908958556434,0.5341054234941899
-0.3099265340159822,-0.1516633501690244,-0.3970889616897243,-0.3644879782789358,0.6403420281962732
-0.3146411896868117,-0.151890603101242,-0.3970889616897243,-0.3647730869087444,0.9401585232964694
-0.3124749965407549,-0.151890603101242,-0.3970889616897243,-0.3637990821827911,1.194944359719606
-0.3132395352981867,-0.1521178560334595,-0.3970889616897243,-0.3656061257982283,1.277072121155474
-0.3146411896868117,-0.1521178560334595,-0.3970889616897243,-0.3667801623455592,1.3867573054860416
-0.3142589203080959,-0.1521178560334595,-0.3970889616897243,-0.3666090560829388,1.699106076837857
-0.31667995970663,-0.1521178560334595,-0.3970889616897243,-0.365990964405433,1.928718672769536
-0.3164251134541527,-0.1521178560334595,-0.3970889616897243,-0.3668899951611682,1.7529923024085348
-0.3174444984640618,-0.1521178560334595,-0.3970889616897243,-0.3654690228090443,1.7462789530700091
-0.3145137665605731,-0.1523451089656771,-0.3970889616897243,-0.3658309684741071,1.951741369239502
-0.3154057284442436,-0.1521178560334595,-0.3970889616897243,-0.3663696761182651,1.816125620952917
-0.3175719215903004,-0.1523451089656771,-0.3970889616897243,-0.3660175094555178,1.9413369064081016
-0.316297690327914,-0.1521178560334595,-0.3970889616897243,-0.3677102959987196,2.008659205129338
-0.3171896522115845,-0.1521178560334595,-0.3970889616897243,-0.3674458240512085,1.6422579672322624
-0.3164251134541527,-0.1521178560334595,-0.3970889616897243,-0.3674477532222458,1.7090680389936528
-0.3170622290853458,-0.1521178560334595,-0.3970889616897243,-0.3676269596457717,1.84141321436184
-0.3170622290853458,-0.1521178560334595,-0.3970889616897243,-0.3677157833438355,2.046056471876181
-0.3170622290853458,-0.1521178560334595,-0.3970889616897243,-0.3678952508231251,2.004375632950795
-0.3319707348552665,-0.1530268677623298,-0.3970889616897243,-0.1330934911725264,-0.4390252584760492
-0.331078772971596,-0.1532541206945473,-0.3970889616897243,-0.1648831125249247,-0.4353242759177957
-0.3299319648354483,-0.1532541206945473,-0.3970889616897243,-0.1132896694613735,-0.4272377583739388
-0.3303142342141642,-0.1532541206945473,-0.3970889616897243,-0.1058714575020893,-0.4199437212476488
-0.3305690804666415,-0.1532541206945473,-0.3970889616897243,-0.0954316881825997,-0.4090133323410256
-0.3294222723304937,-0.1532541206945473,-0.3970889616897243,-0.1449502731221105,-0.4019479568642787
-0.3291674260780164,-0.1532541206945473,-0.3970889616897243,-0.1437714758772182,-0.3868656611272755
