per_capita-Interpersonal Violence,per_capita-Alcohol Use Disorders,per_capita-Protein-Energy Malnutrition,per_capita-Cirrhosis and Other Chronic Liver Diseases,Estimated road traffic death rate (per 100 000 population)
-0.3021501502379013,-0.4349869636411165,2.115296839557059,0.5823223101570817,1.1867038425633327
-0.3039173700702454,-0.4336217965356737,1.853393961615431,0.5965801896867988,0.4399035297884013
-0.3064935497596964,-0.4333977937886764,1.5863719230559437,0.5835284114567869,0.8312040299368412
-0.3143421870798296,-0.4364969598023623,1.347848001009826,0.5322474584558594,0.4430433866212826
-0.3198119485499447,-0.4364781941103076,1.1747625425961592,0.516609688468713,0.4788241174260727
-0.3326578238870423,-0.4355493983146209,1.0105838837809582,0.4845797169125792,0.0020381878008388
-0.3300299475027735,-0.4328075519357033,0.8223509719419181,0.5231646041711893,0.6330679212816098
-0.3227577823443319,-0.4250111282839903,0.7210502836933076,0.5715719393517135,-0.0040136866773686
-0.3340759489281373,-0.4290531144131896,0.616571510949458,0.5052309359512249,0.6877243803984785
-0.1245120555221552,-0.083286750345784,-0.148465075926736,-0.3435690488597119,-0.5317258323706615
-0.1215547718223494,-0.1184398265372928,-0.1464357111474828,-0.3409153490297945,-0.5173204087020075
-0.1007637931154264,-0.1474862054012856,-0.1284564004234936,-0.3223896062499833,-0.6696442100609544
-0.1666598386269278,-0.1558943263191082,-0.1362325659905267,-0.315856846962912,-1.1186595362307483
-0.2569918763590623,-0.1727783676310215,-0.1694146240675255,-0.3490782920589336,-1.0929885457263218
-0.2858190462606256,-0.1804148523381882,-0.2022122533957213,-0.3488581720182979,-0.5173752896741923
-0.226867758284234,-0.1867932031679062,-0.2225275350769373,-0.326561178033947,0.2003597276196644
-0.3093622073435413,-0.188002424873738,-0.2306152634285208,-0.2711682285724017,-0.3126825679026288
-0.2161566933321407,-0.2031453954013956,-0.2536494144695463,-0.2914925251114366,-0.2533096712973853
-0.2087763397444945,-0.2228894139680147,-0.2663482137269919,-0.283871328022011,0.3035176616698774
-0.2028118500849133,-0.245134825280408,-0.2734785272307301,-0.2678356367888522,0.2443642889533736
-0.1905620511777682,-0.2606090089620448,-0.2833751353374817,-0.2411394761020675,-0.989798182010727
-0.1522405872604232,-0.273345392161697,-0.2926344651031013,-0.2144427943366855,-1.036789598679105
-0.1362599511732209,-0.2834246493980866,-0.2990162936887431,-0.1939591255305749,0.4577331935094404
-0.1188694489448823,-0.2843476435511475,-0.3060590476583102,-0.1884424849919393,-0.373615414565734
-0.1356164137593248,-0.2852072016356239,-0.305684081432507,-0.1453047888350837,0.384907806479844
-0.1386206695444656,-0.2818561819002013,-0.3008915405934688,-0.0700709757036296,-0.9580803062073824
-0.1473049593595203,-0.2716680057191757,-0.2981304550039977,-0.0692670047880587,-0.9753520133778748
-0.1491093375448129,-0.2607060780714404,-0.3001086604836536,-0.0768294138782826,-0.3566031447182973
-0.1610333998376214,-0.2552703777746852,-0.3012070031100318,-0.0904806323583976,-0.3158631696997081
-0.3119543578677154,0.0335006405595366,-0.4934464150552929,-0.2944900040971816,-0.7726117237682835
-0.3626130093984047,0.0033877980569221,-0.4989702979944347,-0.1514968647252864,0.9838820630253452
-0.3609400595505688,-0.0272606670004765,-0.5074682537706379,0.0093142673896585,0.1016338478383229
-0.4008138053802149,-0.1123440243903887,-0.5160604174684992,0.1791260735009232,0.0522052170870063
-0.3315002916562217,-0.1105739938392711,-0.5276590561264135,0.3634371746427483,-0.6808723580520556
-0.2828110985720693,-0.136208554241465,-0.5334756445375668,0.6252183797672527,0.0376492865097846
-0.2490610735782226,-0.1690746485995828,-0.5363895017005427,0.9444342393959456,0.7250409468945642
-0.1498283676300011,-0.1683520509769167,-0.5393197654418744,1.0525579279755164,-0.559669394041472
-0.2507900718183635,-0.1814920329816039,-0.5393136876225465,1.2605351615745335,0.9909467408993284
-0.2684670103601932,-0.1948735307718626,-0.5393105446178548,1.3806348526521397,0.93723739431759
-0.2684356735076112,-0.2016534617984589,-0.53931014305735,1.4675684113996847,0.0146383600965622
-0.2775805353542474,-0.2086267554991609,-0.5393124741284894,1.5472198060544096,0.8897063147560607
-0.1525883978858611,-0.2021783106106091,-0.5422628976216393,1.506919040252639,-0.0696879167252963
-0.2099498394620996,-0.1959090535090331,-0.5422665509467155,1.448134468077495,-0.9097243490033164
-0.2196753917152533,-0.1897830096748898,-0.5422710592732138,1.483594963418242,-0.1005069087266426
-0.2473073814781596,-0.1837693787081705,-0.5422761779105386,1.578615804662184,-0.8726705459498129
-0.2571255621983586,-0.1778535061573265,-0.5422817829513348,1.6067433160037663,0.4220755291271252
-0.2729042148116951,-0.172036827811917,-0.542287861897704,1.5425892298965616,-0.7760708880756951
-0.2729042148116951,-0.1652937964150402,-0.542287861897704,1.5110995868742123,0.2101144046605891
-0.2779584149439603,-0.1607025796680967,-0.5423013686669463,1.4591356134803215,-0.5988144947471727
-0.5704811678614257,-0.1869921818479188,-0.5020428400967608,-1.068328239059348,-0.665163927058951
-0.5733773739906479,-0.1861679938082343,-0.501221757386252,-1.0635194570222617,-0.7093705501538862
-0.5816460940775143,-0.1781166379406941,-0.4995242843868951,-1.0425724270688286,-1.0682438795099856
-0.5923412908986108,-0.1720969103123348,-0.4991742885085969,-1.0291928898684282,-0.4599997278445263
-0.6178475252953037,-0.1762496133200856,-0.4979501366459135,-1.035746436949798,-0.8026108273063828
-0.6173946173570728,-0.1705152337401794,-0.4993692340868867,-1.036931810804936,-0.4689561361991254
-0.5954219142674673,-0.1633866333720844,-0.4999444768580799,-1.0358158385506169,-0.4946745239068028
-0.6005118770850455,-0.1535821608529354,-0.5000903165351837,-1.0178804886350103,-0.5258635467054564
-0.5906876785861165,-0.1468490764556203,-0.5002272649110304,-1.003979682525938,-0.6133853928622631
-0.5873407491974326,-0.1459261171089053,-0.5011789046580307,-0.9971924368409087,-0.6251806442326081
-0.5943615816395156,-0.1449757480999309,-0.5004769250375997,-0.988498605536549,-0.9406447876502166
-0.6020212735179171,-0.1495684683256956,-0.5009926529651646,-0.9799341295711818,-0.991966811941912
-0.600634018742515,-0.1521766233791768,-0.501095049873186,-0.9796748494342352,-1.2137973645730322
-0.607630907518177,-0.1501485120426437,-0.5019773400774317,-0.9573988160332628,-0.8577304485672967
-0.60579782374422,-0.1427414815598469,-0.5001157675548606,-0.9313574464745986,-1.2324785148928188
-0.604774323932876,-0.1327933715895582,-0.4990599022699332,-0.9103396212521148,-0.8635370217304352
-0.6130186994272406,-0.1247747781890664,-0.4976422538330723,-0.9225278309420926,-1.234431778584672
-0.6084875392134838,-0.1238381792309694,-0.4973799316662212,-0.9270162239837382,-1.2578210510940178
-0.6065791555826848,-0.1168819113746675,-0.4954969242746151,-0.9078202778098544,-0.894242094138004
-0.6082691622660783,-0.1210363116265968,-0.49501294153161,-0.9138066113738093,-1.265472789064403
-0.6522116563657989,0.1405707820327348,-0.5441299371459984,0.4465165761460207,-0.4485753388013701
-0.6491122332067767,0.1736325775962004,-0.5441323609463025,0.4311111661250328,0.0506635606865398
-0.6492746188588289,0.1992771166765486,-0.5441345558280931,0.4793592244327793,-0.9391413816243032
-0.6667953667905384,0.2522774413499455,-0.5441364427218766,0.5238339789144941,-0.5088737281648227
-0.6549552211285141,0.2880478242360635,-0.5441380300634068,0.4764551978783324,-0.0670719237178162
-0.6496277155585316,0.3066871285023121,-0.5441393284512082,0.4423610789745642,-0.2657892717602785
-0.6464598232802192,0.3452086056051582,-0.5441403969359151,0.3627413513555355,-1.0777665597139472
-0.6530174892684083,0.3887384499746925,-0.544141295968104,0.3526247156860214,-0.4001902780514484
-0.6563124705470536,0.4446530470720993,-0.5441420436812396,0.3177297644497319,-0.4267692991865708
-0.6498742189029841,0.4784820879701073,-0.5441426603077807,0.3583374195668202,-0.4815721075625991
-0.6542294919860319,0.4976362134420747,-0.5430780076820104,0.3281237675064316,-0.633841859479243
-0.652099572485651,0.5267112088247353,-0.5430788165351346,0.2918624274798455,-0.7039539645052132
-0.6553588615413456,0.5607737437770516,-0.5430794546287572,0.2776971035052112,-0.6775029989718555
-0.6575328957900389,0.5899846876033946,-0.5430799473804135,0.2542868001916626,-0.7771552030412877
-0.6521534446922909,0.6192557272586269,-0.5430803138831589,0.2278737088133045,-1.057668482475932
-0.6435368207352158,0.6510411396666904,-0.5430805664273954,0.2328572889648899,-0.7774836573445155
-0.6456981743746684,0.6657028999203867,-0.5430806926770366,0.1931163459990376,-1.0555697010548006
-0.6489318088736464,0.663259811357702,-0.5430806709466085,0.1566384230114031,-1.284937240532647
-0.6521662912687882,0.6460659980002159,-0.5430806709466085,0.1566384230114031,-0.8644666721380522
-0.6532238820173193,0.6464121114518079,-0.5430800910458966,0.1717515341313487,-1.0806311801560224
-0.1985492410338427,-0.0461659974425019,-0.4842124969075956,0.8912553495968019,-1.2003240859016395
-0.2704029544025323,-0.0863677357761103,-0.4939363854105735,0.8972452854731502,-1.137047156502334
-0.3202973526921902,-0.113948790727244,-0.4994142833327573,0.9182889917570672,-1.1299234400067582
-0.3489637811714232,-0.1271174713255602,-0.5027891941148435,0.9588410415762576,-0.2789399168376142
-0.3654114744602825,-0.1521825379887081,-0.506156759981751,0.988922528102182,-0.5965302821624467
-0.377056732855324,-0.1614435282907041,-0.508527272039145,0.99608504162404,0.3608824136110826
-0.4006358818539671,-0.1889519364494281,-0.5128365924911985,0.9781702169392216,-0.3839471733444818
-0.4296986245318341,-0.2249483905124181,-0.5170629626856377,0.971409125303079,-0.3424488430738832
-0.4211720519612342,-0.2091983269856093,-0.5183199749223952,0.9317911245414962,-1.0264270732947385
-0.4157002998788305,-0.2025366593434997,-0.520500066100443,0.9033493008891504,-0.520885177304381
-0.4045942166903933,-0.1959756134835615,-0.5216927628454819,0.8803232733915086,-0.5370276668956753
-0.405060963121447,-0.1895798986544602,-0.5228630578857125,0.8749080464996855,0.1656899207366775
-0.3990044660231333,-0.1876019718286885,-0.5240113766098781,0.8594700694638769,-1.0168320499910788
-0.395851827066772,-0.1898875866819989,-0.525137126068703,0.8550100791355648,-0.3370222790666311
-0.3945753271620937,-0.1921049942686886,-0.5253361572885418,0.8667110297112317,-1.0576493572886558
-0.3987127197590469,-0.1942138160091087,-0.5273173931184495,0.8671757872429496,-0.6254375869660193
-0.4044818368937057,-0.1961703052420623,-0.527484083691476,0.901317879960784,-0.3304340678147985
-0.4046962003591339,-0.1918634363660794,-0.5285201109150099,0.9305561608988088,-0.3576309156519419
-0.3993552194647162,-0.1776676830080693,-0.5293984376780627,0.9322780701969536,-0.4057972840430054
-0.4030229105427438,-0.1750348994678694,-0.5296585461181202,0.92513371588501,-0.9254510736538158
-0.484983256100382,-0.5312749786455425,-0.5051264056748286,-0.8769889900126445,-0.4843236399407784
-0.4780362590348583,-0.5336468280982041,-0.5061536714773304,-0.9239920112885176,0.5375858395683483
-0.4806215163769232,-0.5390389407804318,-0.4962492748043317,-0.9113132337661816,-0.7936951639159816
-0.4902883887441103,-0.5462222746589337,-0.5003974825713728,-0.9245157705349334,0.3906320581847053
-0.4777916051162298,-0.5523632201621012,-0.5039437353648639,-0.956749479569811,-0.18260884311525
-0.4673344823081183,-0.5356011106058497,-0.5070000859014325,-0.984833210931196,0.3355573395373971
-0.4674878674107633,-0.5417333659659185,-0.5096560117303413,-1.0268871347785318,-0.7724329448437418
-0.4762264583380741,-0.5471240117590352,-0.5119907408888277,-1.0558057345775618,-0.1688287299175511
-0.464449424581844,-0.5508442028595396,-0.513601983580488,-1.0568068627529772,0.0859021340085338
-0.4575133526271261,-0.5532083342199705,-0.514625906619308,-1.0556517257793925,0.0672675493621162
-0.465721264057277,-0.5382267508450169,-0.5155514802015458,-1.0683440327890572,-0.587283669879173
-0.480517822540919,-0.5406665727579989,-0.5163968443497934,-1.072660550018803,-0.3801362718971579
-0.4943099641648098,-0.5429075571989422,-0.5241820654257425,-1.0693654700208046,-0.4026690686284663
-0.5072643819160961,-0.5449904004829121,-0.524723322462573,-1.065909592012131,-0.3669864583497036
-0.5127846176741137,-0.5469554264015056,-0.5252339629481912,-1.055988020591257,-0.8753256208617276
-0.5245847515902512,-0.5488118923354138,-0.5257163925472386,-1.0336957704579526,-0.8609268494321264
-0.5357957305016842,-0.5505684211362011,-0.5261728520327594,-1.0061165543126218,-1.2824426508878788
-0.5464609748494789,-0.5379140893376025,-0.5266050868829011,-0.9735891871060778,-0.9707361910051726
-0.5527456208185937,-0.5379140893376025,-0.5266050868829011,-0.931040186949685,-0.8316195787555092
-0.5662912052823454,-0.5415900501700577,-0.5274011299981755,-0.9122280587830732,-0.8898998450963445
-0.4827954720412982,-0.5863677599169079,1.1168626200260796,-0.00399397354519,-0.5869377534484319
-0.49687531588573,-0.5871659889552959,0.9163416517166768,-0.0436774600894873,-1.026802924801217
-0.5134960941534571,-0.5876590560402734,0.7194136222105545,-0.0644962376994143,-0.3661050366752189
-0.5245148514428544,-0.5878561365475854,0.521572240921839,-0.0848553959496937,-0.9197575885545736
-0.5285779871287836,-0.5877599198181067,0.3493926760032255,-0.111165567436744,-0.1250453555323448
-0.5282252857561301,-0.5871000565533888,0.1896982919877635,-0.1189406636159191,0.7337886412488842
-0.5236121368406105,-0.5864552249054953,0.069862636759593,-0.1338470780203411,-0.797183431769249
-0.5267668886570773,-0.5862375817480667,-0.0049463839342977,-0.1764255957077653,0.6979555240615539
-0.5297896665951909,-0.5868328381368594,-0.082034036311269,-0.2456939522684628,0.7371754624565977
-0.5255823782689998,-0.5871500085171665,-0.1464501037335719,-0.2924528362305216,-0.9680794530334944
-0.5256048130902362,-0.5875885934572846,-0.2005993757205903,-0.337122259349964,0.8006993562307352
-0.5230417849599481,-0.5886584454783217,-0.2522764829344012,-0.4133280054407835,-0.0857081714239969
-0.5287829617579162,-0.5890816369839599,-0.2980724235198621,-0.4614315112468475,-1.0278373479739138
-0.5205997565067472,-0.5892570672723472,-0.3300761405517209,-0.486525538474609,-0.161267628704259
-0.5140740524455235,-0.5891954230218843,-0.3539944501300008,-0.4963342363560164,-0.1625365433035643
-0.5142210329732624,-0.5896244642253062,-0.3651024786940864,-0.516102642804218,-0.1703920060949389
-0.5194504691337407,-0.5891110750686511,-0.3867793048672392,-0.5067596586882445,0.7146318558368285
-0.524380410325396,-0.588509762735495,-0.4024058726462972,-0.4731475543557378,0.7035317634474924
-0.5263622746893621,-0.5874678233322013,-0.4189525044696877,-0.4516691872971411,-0.193521009751347
-0.5341517765923959,-0.5877228431823004,-0.4344114089939268,-0.4699064485147348,-0.2090897437243447
0.1784882772943836,-0.1809371463435783,-0.3533924606545995,-0.64969947095613,-0.2725446205183104
0.1421867668185915,-0.2563968831153398,-0.3542479030343141,-0.6856483469740039,-0.766600594254274
0.1701525290275539,-0.1850065281669207,-0.3551549404695603,-0.6594893196102937,0.26557245858331
0.2616945632486891,-0.1871077326940829,-0.3560649879232019,-0.633643869226226,0.2970516853106384
0.3525889868665462,-0.1890984980125294,-0.3569272033265244,-0.6078144521751695,-0.0957538839234779
0.3795467122021277,-0.1909908387650106,-0.388990378495079,-0.6126347121611119,-1.2929315688142469
0.4064685310810783,-0.1927916831194757,-0.3896403445018782,-0.5867236979833539,-0.4236427468317947
0.3076243465423957,-0.1945502406367578,-0.3902750482198316,-0.5913276090034376,-0.6487570109653114
0.366016824033134,-0.1962749024607649,-0.3908975182051192,-0.5958427809556355,-1.2114898691516216
0.1748710702966088,-0.1979139384972091,-0.3914890838809457,-0.6302695596738296,-0.1360489904554168
0.2335896049306712,-0.1995003527006357,-0.3920616571310293,-0.634310549064737,-0.7484175303335595
0.3228432547444196,-0.2010572986792358,-0.4231405395812403,-0.6382764755982412,-0.1128892201933899
0.2574508787582342,-0.1323590259192264,-0.4235766580579777,-0.6123174214436145,-0.7296681945634824
0.2847744347336887,-0.1340475849918374,-0.4239945595492382,-0.5864024751682825,-0.3125595014801537
0.2202120728438578,-0.1356622376803984,-0.4243941699492309,-0.5605175360232593,-1.123222972220911
0.2477081213618712,-0.1372143763605246,-0.42477830875704,-0.5346767943516707,0.2027894579336686
0.2447235294066444,-0.1387017622489362,-0.3951309475169753,-0.5088633090086377,-1.0197266055088914
0.2419231134516601,-0.1400973631337341,-0.3955626941022901,-0.4536592732422562,-0.7787093323899782
0.2419231134516601,-0.1400973631337341,-0.3955626941022901,-0.4243221057461206,-1.1325710311497388
0.267016957908118,-0.0738873724829865,-0.3963458697889038,-0.3435268472608979,-0.805473784688695
0.5279755490276794,4.822296198797042,-0.5155603976209079,-0.3817462805261027,-0.7776491317909519
0.5278030986259391,5.012478463089353,-0.5154598653264638,-0.1679584701171328,-0.0117951433092818
0.6946524453593765,5.09048946529725,-0.5188420875790406,0.1594479175374753,1.9872334586371605
0.5460673442986251,5.011230508031162,-0.5213589776007233,0.2606855272211613,2.1054171376476933
0.4966579812942337,4.846725743343447,-0.5203520574737361,0.373240130395457,-0.5848539395651688
0.4907551845239007,4.792519445234592,-0.5202334134104748,0.6306408020195235,0.3489516228700384
0.4144540572091158,4.6531678574802005,-0.5210183618908651,0.7306411717354114,0.3496110260661389
0.2852365968762487,4.5237786515061895,-0.5227157489198302,0.798280085740209,1.6508438657493554
0.4595966382565608,4.436026598954372,-0.5235286078093478,0.9128725025155728,-0.5803437214874283
0.3989315166839134,4.72564356339577,-0.5234449428561821,1.041234394673597,0.1375883683883651
0.2075814494998399,5.50638118510467,-0.5215432734289014,1.1621606601283516,0.3383579321785901
0.385994421247479,5.6954644605863205,-0.5205430668503007,1.2658272944296636,1.0145048139746369
0.1084957645762785,5.513082610221871,-0.5213703054387933,0.7491127622886975,-0.1731011304491572
0.0070877471021567,5.9135482802605,-0.519443375998364,0.6480214898908767,-0.3566571941606006
-0.0445041801580564,6.078235603536466,-0.5193489825585406,0.5380874834899926,0.0300166737266759
0.0031362859223368,5.919104020210064,-0.521106740595691,0.3974521848936796,-0.1697650325642207
-0.0242552585037783,5.901043659412933,-0.5219454991890806,0.3507683349460352,-0.7445409380255898
-0.0158115847524553,5.881342102043533,-0.521854253527615,0.3497148230048678,-0.743783414303462
-0.0025570592214872,5.823106235033131,-0.521854253527615,0.3323167858994938,-0.7941475161715663
0.0120366791437095,5.841602099207836,-0.5226030898277525,0.3483182646523783,-0.8500920150750169
-0.544693980627307,0.0611308642785798,-0.4130764620946775,-0.0957588227815122,-0.1007181173165666
-0.5408877483231063,0.0867436566283338,-0.3981342218026126,-0.0926743070113906,-0.8240983909765334
-0.5403974391170003,0.0951405734878417,-0.3831512251336546,-0.0750747650279665,0.2455458929151119
-0.5724993874127007,0.1094720149547332,-0.3698962953418847,-0.0730869524619991,-0.9845362609200294
-0.5581958146268424,0.1258046707395838,-0.3642735249900812,-0.0957466553438212,0.0155522114364289
-0.5635942078787173,0.1441304657055034,-0.3552688692074053,-0.0850244577560433,-1.019870460178406
-0.5732254973753654,0.1761324151931859,-0.3496366284925509,-0.0931140956725714,-0.1477843716742874
-0.5708626044611944,0.2062217520408518,-0.3406232140551614,-0.0522543548040027,-0.5835708889578766
-0.5872341709693982,0.2615956387723437,-0.3299212289349073,0.0134668214158804,-1.1315382710368047
-0.5856723569330231,0.2801103631223827,-0.3242550233799344,-0.0104917044695874,-0.7019499774905827
-0.5926036241760612,0.2986968687513489,-0.3152158559516968,-0.0300905518809879,-0.8094559812916264
-0.5731566644558719,0.3251028769611647,-0.306165679460145,-0.012470653930972,-0.4273887889483548
-0.5792055613128546,0.3593132249552025,-0.2945884322961505,0.0200939703439937,-1.2040526658906865
-0.5937233770867906,0.381966903375757,-0.2880286169983201,0.0158266293397327,-0.9052490551806024
-0.5853032264585901,0.3853432101045096,-0.2848047235380146,-0.0178470383537082,-0.6206221974217353
-0.5913012506710495,0.4003780442658542,-0.2723599551201547,0.0126139241231884,-0.657552102522882
-0.5862625323139746,0.3980818509021022,-0.276640342338069,-0.0142444499752764,-1.0040988329143008
-0.5905419677984346,0.3977878969698292,-0.2716990787604813,-0.0089945889426458,-1.2527844746012309
-0.5905419677984346,0.3900630740709822,-0.2666805605833706,-0.0032554538120683,-0.8103681695717299
-0.5905925269605259,0.3896920840756497,-0.2626019084844023,0.0100509435943031,-1.005323676429882
0.915993505751622,-0.2165410144800525,-0.086579873282417,-0.5048106388290392,-0.6061810179681729
1.11689851652238,-0.2271532758138685,-0.1328899846331669,-0.5363480359343841,1.6362854405824894
1.3752835537435268,-0.2372620529938158,-0.1433976341034996,-0.5992111357494475,1.5193723392310248
1.2237133526612982,-0.2468698104416357,-0.1860364799984849,-0.5949414085009392,1.1380901110959738
1.1117709438501755,-0.2560142343941609,-0.1947496210449476,-0.5908869668793237,0.4686694745121035
1.3518487040738336,-0.2647344338806312,-0.2030585455297892,-0.5870526535050155,1.4965534962204494
1.365287218915483,-0.2028895691040582,-0.2413614866254712,-0.5833762908246249,-0.5411695172358718
1.3179711825141631,-0.2124009007690452,-0.2482272018621118,-0.579839266112954,1.2057525290907811
