,name,year,gdp
1022,Macau,2002,8247
1023,Macau,2003,10643
1024,Macau,2004,12160
1025,Macau,2005,14874
1026,Macau,2006,18440
1027,Macau,2007,21027
1028,Macau,2008,21588
1029,Macau,2009,21588
1030,Madagascar,2000,4629
1031,Madagascar,2001,5438
1032,Madagascar,2002,5352
1033,Madagascar,2003,6372
1034,Madagascar,2004,5065
1035,Madagascar,2005,5859
1036,Madagascar,2006,6396
1037,Madagascar,2007,8525
1038,Madagascar,2008,10725
1039,Madagascar,2009,9617
1040,Malawi,2000,4257
1041,Malawi,2001,4178
1042,Malawi,2002,4922
1043,Malawi,2003,4521
1044,Malawi,2004,4895
1045,Malawi,2005,5148
1046,Malawi,2006,5630
1047,Malawi,2007,6240
1048,Malawi,2008,7492
1049,Malawi,2009,8723
1050,Malaysia,2000,102149
1051,Malaysia,2001,101054
1052,Malaysia,2002,109833
1053,Malaysia,2003,120025
1054,Malaysia,2004,135869
1055,Malaysia,2005,150356
1056,Malaysia,2006,170514
1057,Malaysia,2007,202869
1058,Malaysia,2008,242080
1059,Malaysia,2009,212026
1060,Maldives,2000,801
1061,Maldives,2001,767
1062,Maldives,2002,828
1063,Maldives,2003,1052
1064,Maldives,2004,1227
1065,Maldives,2005,1163
1066,Maldives,2006,1575
1067,Maldives,2007,1868
1068,Maldives,2008,2272
1069,Maldives,2009,2345
1070,Mali,2000,2963
1071,Mali,2001,3468
1072,Mali,2002,3905
1073,Mali,2003,4713
1074,Mali,2004,5452
1075,Mali,2005,6251
1076,Mali,2006,6906
1077,Mali,2007,8157
1078,Mali,2008,9837
1079,Mali,2009,10221
1080,Malta,2000,4075
1081,Malta,2001,4089
1082,Malta,2002,4478
1083,Malta,2003,5455
1084,Malta,2004,6102
1085,Malta,2005,6415
1086,Malta,2006,6811
1087,Malta,2007,7989
1088,Malta,2008,9127
1089,Malta,2009,8721
1090,Marshall Islands,2000,115
1091,Marshall Islands,2001,122
1092,Marshall Islands,2002,132
1093,Marshall Islands,2003,131
1094,Marshall Islands,2004,133
1095,Marshall Islands,2005,137
1096,Marshall Islands,2006,142
1097,Marshall Islands,2007,148
1098,Marshall Islands,2008,152
1099,Marshall Islands,2009,150
1100,Mauritania,2000,1780
1101,Mauritania,2001,1746
1102,Mauritania,2002,1777
1103,Mauritania,2003,2051
1104,Mauritania,2004,2362
1105,Mauritania,2005,2936
1106,Mauritania,2006,4009
1107,Mauritania,2007,4328
1108,Mauritania,2008,5138
1109,Mauritania,2009,4725
1110,Mauritius,2000,4869
1111,Mauritius,2001,4817
1112,Mauritius,2002,5055
1113,Mauritius,2003,6073
1114,Mauritius,2004,6869
1115,Mauritius,2005,6775
1116,Mauritius,2006,7029
1117,Mauritius,2007,8150
1118,Mauritius,2008,9990
1119,Mauritius,2009,9129
1120,Mexico,2000,707909
1121,Mexico,2001,756693
1122,Mexico,2002,772110
1123,Mexico,2003,729335
1124,Mexico,2004,782243
1125,Mexico,2005,877477
1126,Mexico,2006,975383
1127,Mexico,2007,1052697
1128,Mexico,2008,1109987
1129,Mexico,2009,900047
1130,Federated States of Micronesia,2000,233
1131,Federated States of Micronesia,2001,241
1132,Federated States of Micronesia,2002,242
1133,Federated States of Micronesia,2003,245
1134,Federated States of Micronesia,2004,240
1135,Federated States of Micronesia,2005,250
1136,Federated States of Micronesia,2006,253
1137,Federated States of Micronesia,2007,257
1138,Federated States of Micronesia,2008,263
1139,Federated States of Micronesia,2009,280
1140,Moldova,2000,1315
1141,Moldova,2001,1481
1142,Moldova,2002,1662
1143,Moldova,2003,1981
1144,Moldova,2004,2598
1145,Moldova,2005,2988
1146,Moldova,2006,3408
1147,Moldova,2007,4401
1148,Moldova,2008,6055
1149,Moldova,2009,5438
1150,Mongolia,2000,1137
1151,Mongolia,2001,1268
1152,Mongolia,2002,1397
1153,Mongolia,2003,1595
1154,Mongolia,2004,1992
1155,Mongolia,2005,2523
1156,Mongolia,2006,3414
1157,Mongolia,2007,4235
1158,Mongolia,2008,5623
1159,Mongolia,2009,4584
1160,Montenegro,2000,966
1161,Montenegro,2001,1150
1162,Montenegro,2002,1269
1163,Montenegro,2003,1681
1164,Montenegro,2004,2073
1165,Montenegro,2005,2261
1166,Montenegro,2006,2724
1167,Montenegro,2007,3686
1168,Montenegro,2008,4564
1169,Montenegro,2009,4171
1170,Morocco,2000,42053
1171,Morocco,2001,42704
1172,Morocco,2002,45711
1173,Morocco,2003,56345
1174,Morocco,2004,64528
1175,Morocco,2005,67468
1176,Morocco,2006,74284
1177,Morocco,2007,85539
1178,Morocco,2008,100112
1179,Morocco,2009,100535
1180,Mozambique,2000,5656
1181,Mozambique,2001,5399
1182,Mozambique,2002,5677
1183,Mozambique,2003,6303
1184,Mozambique,2004,7631
1185,Mozambique,2005,8542
1186,Mozambique,2006,9177
1187,Mozambique,2007,10451
1188,Mozambique,2008,12556
1189,Mozambique,2009,11914
1190,Myanmar,2000,7736
1191,Myanmar,2001,7131
1192,Myanmar,2002,6921
1193,Myanmar,2003,8881
1194,Myanmar,2004,10754
1195,Myanmar,2005,12126
1196,Myanmar,2006,13585
1197,Myanmar,2007,17855
1198,Myanmar,2008,25470
1199,Myanmar,2009,30864
1200,Namibia,2000,3941
1201,Namibia,2001,3577
1202,Namibia,2002,3396
1203,Namibia,2003,4974
1204,Namibia,2004,6673
1205,Namibia,2005,7324
1206,Namibia,2006,7711
1207,Namibia,2007,8730
1208,Namibia,2008,8496
1209,Namibia,2009,8915
1210,Nauru,2000,32
1211,Nauru,2001,31
1212,Nauru,2002,29
1213,Nauru,2003,23
1214,Nauru,2004,37
1215,Nauru,2005,44
1216,Nauru,2006,44
1217,Nauru,2007,44
1218,Nauru,2008,44
1219,Nauru,2009,44
1220,Nepal,2000,6536
1221,Nepal,2001,6719
1222,Nepal,2002,6816
1223,Nepal,2003,7217
1224,Nepal,2004,8296
1225,Nepal,2005,9329
1226,Nepal,2006,10314
1227,Nepal,2007,11775
1228,Nepal,2008,14308
1229,Nepal,2009,14661
1230,Netherlands,2000,417664
1231,Netherlands,2001,431590
1232,Netherlands,2002,473527
1233,Netherlands,2003,579925
1234,Netherlands,2004,658081
1235,Netherlands,2005,685727
1236,Netherlands,2006,733994
1237,Netherlands,2007,848659
1238,Netherlands,2008,951766
1239,Netherlands,2009,870572
1240,New Zealand,2000,54122
1241,New Zealand,2001,53130
1242,New Zealand,2002,62061
1243,New Zealand,2003,82411
1244,New Zealand,2004,101599
1245,New Zealand,2005,113262
1246,New Zealand,2006,109741
1247,New Zealand,2007,134878
1248,New Zealand,2008,135378
1249,New Zealand,2009,121696
1250,Nicaragua,2000,5109
1251,Nicaragua,2001,5335
1252,Nicaragua,2002,5224
1253,Nicaragua,2003,5322
1254,Nicaragua,2004,5793
1255,Nicaragua,2005,6321
1256,Nicaragua,2006,6764
1257,Nicaragua,2007,7423
1258,Nicaragua,2008,8497
1259,Nicaragua,2009,8297
1260,Niger,2000,2235
1261,Niger,2001,2442
1262,Niger,2002,2772
1263,Niger,2003,3382
1264,Niger,2004,3746
1265,Niger,2005,4372
1266,Niger,2006,4743
1267,Niger,2007,5716
1268,Niger,2008,7279
1269,Niger,2009,7324
1270,Nigeria,2000,67824
1271,Nigeria,2001,73128
1272,Nigeria,2002,93983
1273,Nigeria,2003,102935
1274,Nigeria,2004,130345
1275,Nigeria,2005,169645
1276,Nigeria,2006,222791
1277,Nigeria,2007,262215
1278,Nigeria,2008,330260
1279,Nigeria,2009,297458
1280,North Macedonia,2000,3774
1281,North Macedonia,2001,3709
1282,North Macedonia,2002,3991
1283,North Macedonia,2003,4946
1284,North Macedonia,2004,5684
1285,North Macedonia,2005,6257
1286,North Macedonia,2006,6860
1287,North Macedonia,2007,8337
1288,North Macedonia,2008,9912
1289,North Macedonia,2009,9400
1290,Norway,2000,171246
1291,Norway,2001,173973
1292,Norway,2002,195525
1293,Norway,2003,228858
1294,Norway,2004,264510
1295,Norway,2005,308884
1296,Norway,2006,345579
1297,Norway,2007,400939
1298,Norway,2008,462250
1299,Norway,2009,386188
1300,Oman,2000,22259
1301,Oman,2001,22206
1302,Oman,2002,23066
1303,Oman,2003,24734
1304,Oman,2004,28379
1305,Oman,2005,35507
1306,Oman,2006,42578
1307,Oman,2007,48300
1308,Oman,2008,69805
1309,Oman,2009,55454
1310,Pakistan,2000,89651
1311,Pakistan,2001,87389
1312,Pakistan,2002,87933
1313,Pakistan,2003,101103
1314,Pakistan,2004,118844
1315,Pakistan,2005,132833
1316,Pakistan,2006,154493
1317,Pakistan,2007,171512
1318,Pakistan,2008,191425
1319,Pakistan,2009,188991
1320,Palau,2000,149
1321,Palau,2001,155
1322,Palau,2002,162
1323,Palau,2003,153
1324,Palau,2004,164
1325,Palau,2005,183
1326,Palau,2006,189
1327,Palau,2007,193
1328,Palau,2008,194
1329,Palau,2009,182
1330,Panama,2000,12502
1331,Panama,2001,12704
1332,Panama,2002,13204
1333,Panama,2003,13915
1334,Panama,2004,15255
1335,Panama,2005,16638
1336,Panama,2006,18438
1337,Panama,2007,21296
1338,Panama,2008,25156
1339,Panama,2009,27117
1340,Papua New Guinea,2000,5169
1341,Papua New Guinea,2001,4531
1342,Papua New Guinea,2002,4387
1343,Papua New Guinea,2003,5488
1344,Papua New Guinea,2004,6279
1345,Papua New Guinea,2005,7339
1346,Papua New Guinea,2006,8355
1347,Papua New Guinea,2007,9545
1348,Papua New Guinea,2008,11671
1349,Papua New Guinea,2009,11619
1350,Paraguay,2000,8856
1351,Paraguay,2001,8496
1352,Paraguay,2002,7196
1353,Paraguay,2003,7691
1354,Paraguay,2004,9624
1355,Paraguay,2005,10738
1356,Paraguay,2006,13430
1357,Paraguay,2007,17856
1358,Paraguay,2008,24615
1359,Paraguay,2009,22355
1360,Peru,2000,50414
1361,Peru,2001,51034
1362,Peru,2002,53954
1363,Peru,2003,58537
1364,Peru,2004,66126
1365,Peru,2005,74232
1366,Peru,2006,87459
1367,Peru,2007,102187
1368,Peru,2008,121250
1369,Peru,2009,121763
1370,Philippines,2000,83667
1371,Philippines,2001,78921
1372,Philippines,2002,84307
1373,Philippines,2003,87039
1374,Philippines,2004,95002
1375,Philippines,2005,107422
1376,Philippines,2006,127653
1377,Philippines,2007,155980
1378,Philippines,2008,181007
1379,Philippines,2009,176132
1380,Poland,2000,171613
1381,Poland,2001,190805
1382,Poland,2002,199070
1383,Poland,2003,217829
1384,Poland,2004,255292
1385,Poland,2005,306304
1386,Poland,2006,344627
1387,Poland,2007,429021
1388,Poland,2008,533600
1389,Poland,2009,439794
1390,Portugal,2000,118658
1391,Portugal,2001,121605
1392,Portugal,2002,134700
1393,Portugal,2003,165185
1394,Portugal,2004,189296
1395,Portugal,2005,197363
1396,Portugal,2006,208767
1397,Portugal,2007,240524
1398,Portugal,2008,263388
1399,Portugal,2009,244402
1400,Puerto Rico,2000,61702
1401,Puerto Rico,2001,69669
1402,Puerto Rico,2002,72546
1403,Puerto Rico,2003,75834
1404,Puerto Rico,2004,80322
1405,Puerto Rico,2005,83915
1406,Puerto Rico,2006,87276
1407,Puerto Rico,2007,89524
1408,Puerto Rico,2008,93639
1409,Puerto Rico,2009,96386
1410,Qatar,2000,18085
1411,Qatar,2001,17498
1412,Qatar,2002,19334
1413,Qatar,2003,23716
1414,Qatar,2004,30651
1415,Qatar,2005,44636
1416,Qatar,2006,58629
1417,Qatar,2007,75987
1418,Qatar,2008,112621
1419,Qatar,2009,88196
1420,Romania,2000,37281
1421,Romania,2001,40395
1422,Romania,2002,46065
1423,Romania,2003,57806
1424,Romania,2004,74974
1425,Romania,2005,98454
1426,Romania,2006,122024
1427,Romania,2007,174589
1428,Romania,2008,214317
1429,Romania,2009,174102
1430,Russia,2000,278264
1431,Russia,2001,328475
1432,Russia,2002,370062
1433,Russia,2003,461518
1434,Russia,2004,633294
1435,Russia,2005,817717
1436,Russia,2006,1060901
1437,Russia,2007,1393416
1438,Russia,2008,1779109
1439,Russia,2009,1307927
1440,Rwanda,2000,2049
1441,Rwanda,2001,1967
1442,Rwanda,2002,1961
1443,Rwanda,2003,2137
1444,Rwanda,2004,2388
1445,Rwanda,2005,2943
1446,Rwanda,2006,3317
1447,Rwanda,2007,4068
1448,Rwanda,2008,5179
1449,Rwanda,2009,5671
1450,Samoa,2000,271
1451,Samoa,2001,273
1452,Samoa,2002,289
1453,Samoa,2003,342
1454,Samoa,2004,418
1455,Samoa,2005,486
1456,Samoa,2006,516
1457,Samoa,2007,568
1458,Samoa,2008,684
1459,Samoa,2009,618
1460,San Marino,2000,1008
1461,San Marino,2001,1060
1462,San Marino,2002,1148
1463,San Marino,2003,1462
1464,San Marino,2004,1714
1465,San Marino,2005,1788
1466,San Marino,2006,1910
1467,San Marino,2007,2189
1468,San Marino,2008,2403
1469,San Marino,2009,2062
1470,São Tomé and Príncipe,2000,77
1471,São Tomé and Príncipe,2001,72
1472,São Tomé and Príncipe,2002,80
1473,São Tomé and Príncipe,2003,96
1474,São Tomé and Príncipe,2004,104
1475,São Tomé and Príncipe,2005,125
1476,São Tomé and Príncipe,2006,133
1477,São Tomé and Príncipe,2007,145
1478,São Tomé and Príncipe,2008,188
1479,São Tomé and Príncipe,2009,188
1480,Saudi Arabia,2000,189514
1481,Saudi Arabia,2001,184138
1482,Saudi Arabia,2002,189606
1483,Saudi Arabia,2003,215807
1484,Saudi Arabia,2004,258742
1485,Saudi Arabia,2005,328206
1486,Saudi Arabia,2006,376398
1487,Saudi Arabia,2007,415687
1488,Saudi Arabia,2008,519797
1489,Saudi Arabia,2009,429098
1490,Senegal,2000,6016
1491,Senegal,2001,6508
1492,Senegal,2002,7001
1493,Senegal,2003,8767
1494,Senegal,2004,10072
1495,Senegal,2005,11015
1496,Senegal,2006,11699
1497,Senegal,2007,13996
1498,Senegal,2008,16852
1499,Senegal,2009,16128
1500,Serbia,2000,9312
1501,Serbia,2001,12313
1502,Serbia,2002,16177
1503,Serbia,2003,21219
1504,Serbia,2004,24743
1505,Serbia,2005,27496
1506,Serbia,2006,32602
1507,Serbia,2007,43395
1508,Serbia,2008,52094
1509,Serbia,2009,45156
1510,Seychelles,2000,615
1511,Seychelles,2001,622
1512,Seychelles,2002,698
1513,Seychelles,2003,706
1514,Seychelles,2004,839
1515,Seychelles,2005,919
1516,Seychelles,2006,1016
1517,Seychelles,2007,1034
1518,Seychelles,2008,998
1519,Seychelles,2009,847
1520,Sierra Leone,2000,941
1521,Sierra Leone,2001,1084
1522,Sierra Leone,2002,1250
1523,Sierra Leone,2003,1380
1524,Sierra Leone,2004,1439
1525,Sierra Leone,2005,1610
1526,Sierra Leone,2006,1884
1527,Sierra Leone,2007,2159
1528,Sierra Leone,2008,2511
1529,Sierra Leone,2009,2454
1530,Singapore,2000,96077
1531,Singapore,2001,89794
1532,Singapore,2002,92538
1533,Singapore,2003,97646
1534,Singapore,2004,115034
1535,Singapore,2005,127808
1536,Singapore,2006,148627
1537,Singapore,2007,180942
1538,Singapore,2008,193617
1539,Singapore,2009,194150
1540,Slovakia,2000,20730
1541,Slovakia,2001,21421
1542,Slovakia,2002,24888
1543,Slovakia,2003,34085
1544,Slovakia,2004,43190
1545,Slovakia,2005,49116
1546,Slovakia,2006,57492
1547,Slovakia,2007,77239
1548,Slovakia,2008,97170
1549,Slovakia,2009,89302
1550,Slovenia,2000,20393
1551,Slovenia,2001,20901
1552,Slovenia,2002,23539
1553,Slovenia,2003,29673
1554,Slovenia,2004,34448
1555,Slovenia,2005,36261
1556,Slovenia,2006,39514
1557,Slovenia,2007,48073
1558,Slovenia,2008,55773
1559,Slovenia,2009,50513
1560,Solomon Islands,2000,420
1561,Solomon Islands,2001,410
1562,Solomon Islands,2002,346
1563,Solomon Islands,2003,353
1564,Solomon Islands,2004,398
1565,Solomon Islands,2005,477
1566,Solomon Islands,2006,539
1567,Solomon Islands,2007,620
1568,Solomon Islands,2008,699
1569,Solomon Islands,2009,736
1570,Somalia,2000,4000
1571,Somalia,2001,4000
1572,Somalia,2002,4000
1573,Somalia,2003,4000
1574,Somalia,2004,4000
1575,Somalia,2005,4000
1576,Somalia,2006,4000
1577,Somalia,2007,4000
1578,Somalia,2008,4000
1579,Somalia,2009,4000
1580,South Africa,2000,151855
1581,South Africa,2001,135527
1582,South Africa,2002,129385
1583,South Africa,2003,197017
1584,South Africa,2004,256188
1585,South Africa,2005,288749
1586,South Africa,2006,304055
1587,South Africa,2007,332650
1588,South Africa,2008,316491
1589,South Africa,2009,331184
1590,South Sudan,2000,6000
1591,South Sudan,2001,6000
1592,South Sudan,2002,6000
1593,South Sudan,2003,6000
1594,South Sudan,2004,6000
1595,South Sudan,2005,6000
1596,South Sudan,2006,6000
1597,South Sudan,2007,6000
1598,South Sudan,2008,6000
1599,South Sudan,2009,6000
1600,Spain,2000,598628
1601,Spain,2001,627834
1602,Spain,2002,708256
1603,Spain,2003,907264
1604,Spain,2004,1068570
1605,Spain,2005,1154354
1606,Spain,2006,1260466
1607,Spain,2007,1474176
1608,Spain,2008,1631685
1609,Spain,2009,1489853
1610,Sri Lanka,2000,20007
1611,Sri Lanka,2001,19236
1612,Sri Lanka,2002,20238
1613,Sri Lanka,2003,22352
1614,Sri Lanka,2004,24423
1615,Sri Lanka,2005,28880
1616,Sri Lanka,2006,33447
1617,Sri Lanka,2007,38270
1618,Sri Lanka,2008,48177
1619,Sri Lanka,2009,49750
1620,Saint Kitts and Nevis,2000,421
1621,Saint Kitts and Nevis,2001,458
1622,Saint Kitts and Nevis,2002,481
1623,Saint Kitts and Nevis,2003,469
1624,Saint Kitts and Nevis,2004,507
1625,Saint Kitts and Nevis,2005,547
1626,Saint Kitts and Nevis,2006,644
1627,Saint Kitts and Nevis,2007,689
1628,Saint Kitts and Nevis,2008,778
1629,Saint Kitts and Nevis,2009,774
1630,Saint Lucia,2000,932
1631,Saint Lucia,2001,892
1632,Saint Lucia,2002,899
1633,Saint Lucia,2003,987
1634,Saint Lucia,2004,1066
1635,Saint Lucia,2005,1135
1636,Saint Lucia,2006,1267
1637,Saint Lucia,2007,1331
1638,Saint Lucia,2008,1427
1639,Saint Lucia,2009,1399
1640,Saint Vincent and the Grenadines,2000,428
1641,Saint Vincent and the Grenadines,2001,462
1642,Saint Vincent and the Grenadines,2002,488
1643,Saint Vincent and the Grenadines,2003,509
1644,Saint Vincent and the Grenadines,2004,550
1645,Saint Vincent and the Grenadines,2005,580
1646,Saint Vincent and the Grenadines,2006,644
1647,Saint Vincent and the Grenadines,2007,714
1648,Saint Vincent and the Grenadines,2008,733
1649,Saint Vincent and the Grenadines,2009,714
1650,Sudan,2000,13134
1651,Sudan,2001,15716
1652,Sudan,2002,18137
1653,Sudan,2003,21355
1654,Sudan,2004,26646
1655,Sudan,2005,35183
1656,Sudan,2006,45264
1657,Sudan,2007,59440
1658,Sudan,2008,64833
1659,Sudan,2009,54812
1660,Suriname,2000,1355
1661,Suriname,2001,1167
1662,Suriname,2002,1474
1663,Suriname,2003,1729
1664,Suriname,2004,2000
1665,Suriname,2005,2393
1666,Suriname,2006,2812
1667,Suriname,2007,3144
1668,Suriname,2008,3783
1669,Suriname,2009,4150
1670,Sweden,2000,262834
1671,Sweden,2001,242395
1672,Sweden,2002,266848
1673,Sweden,2003,334337
1674,Sweden,2004,385119
1675,Sweden,2005,392219
1676,Sweden,2006,423091
1677,Sweden,2007,491255
1678,Sweden,2008,517706
1679,Sweden,2009,436536
1680,Switzerland,2000,279182
1681,Switzerland,2001,286712
1682,Switzerland,2002,309516
1683,Switzerland,2003,362132
1684,Switzerland,2004,403417
1685,Switzerland,2005,418051
1686,Switzerland,2006,441664
1687,Switzerland,2007,490825
1688,Switzerland,2008,566928
1689,Switzerland,2009,553671
1690,Syria,2000,19861
1691,Syria,2001,20979
1692,Syria,2002,22758
1693,Syria,2003,21702
1694,Syria,2004,25204
1695,Syria,2005,28881
1696,Syria,2006,33824
1697,Syria,2007,40488
1698,Syria,2008,52631
1699,Syria,2009,53939
1700,Taiwan,2000,330680
1701,Taiwan,2001,299276
1702,Taiwan,2002,307439
1703,Taiwan,2003,317381
1704,Taiwan,2004,346924
1705,Taiwan,2005,374060
1706,Taiwan,2006,386450
1707,Taiwan,2007,406907
1708,Taiwan,2008,415901
1709,Taiwan,2009,390829
1710,Tajikistan,2000,991
1711,Tajikistan,2001,1057
1712,Tajikistan,2002,1212
1713,Tajikistan,2003,1555
1714,Tajikistan,2004,2073
1715,Tajikistan,2005,2311
1716,Tajikistan,2006,2811
1717,Tajikistan,2007,3712
1718,Tajikistan,2008,5135
1719,Tajikistan,2009,4977
1720,Tanzania,2000,12369
1721,Tanzania,2001,12610
1722,Tanzania,2002,13125
1723,Tanzania,2003,14159
1724,Tanzania,2004,15576
1725,Tanzania,2005,17174
1726,Tanzania,2006,18867
1727,Tanzania,2007,21807
1728,Tanzania,2008,27762
1729,Tanzania,2009,28985
1730,Thailand,2000,126132
1731,Thailand,2001,120105
1732,Thailand,2002,134177
1733,Thailand,2003,152142
1734,Thailand,2004,172752
1735,Thailand,2005,189084
1736,Thailand,2006,221579
1737,Thailand,2007,263007
1738,Thailand,2008,290970
1739,Thailand,2009,281399
1740,Timor-Leste,2000,367
1741,Timor-Leste,2001,477
1742,Timor-Leste,2002,470
1743,Timor-Leste,2003,490
1744,Timor-Leste,2004,441
1745,Timor-Leste,2005,462
1746,Timor-Leste,2006,454
1747,Timor-Leste,2007,543
1748,Timor-Leste,2008,648
1749,Timor-Leste,2009,727
1750,Togo,2000,2014
1751,Togo,2001,2000
1752,Togo,2002,2301
1753,Togo,2003,2854
1754,Togo,2004,3048
1755,Togo,2005,3080
1756,Togo,2006,3173
1757,Togo,2007,3592
1758,Togo,2008,4483
1759,Togo,2009,4554
1760,Tonga,2000,203
1761,Tonga,2001,181
1762,Tonga,2002,183
1763,Tonga,2003,202
1764,Tonga,2004,231
1765,Tonga,2005,262
1766,Tonga,2006,292
1767,Tonga,2007,299
1768,Tonga,2008,344
1769,Tonga,2009,312
1770,Trinidad and Tobago,2000,8295
1771,Trinidad and Tobago,2001,8960
1772,Trinidad and Tobago,2002,9148
1773,Trinidad and Tobago,2003,11464
1774,Trinidad and Tobago,2004,13472
1775,Trinidad and Tobago,2005,16170
1776,Trinidad and Tobago,2006,18600
1777,Trinidad and Tobago,2007,22006
1778,Trinidad and Tobago,2008,28233
1779,Trinidad and Tobago,2009,19562
1780,Tunisia,2000,22524
1781,Tunisia,2001,23146
1782,Tunisia,2002,24274
1783,Tunisia,2003,28797
1784,Tunisia,2004,32710
1785,Tunisia,2005,33851
1786,Tunisia,2006,36059
1787,Tunisia,2007,40819
1788,Tunisia,2008,47039
1789,Tunisia,2009,45593
1790,Turkey,2000,274321
1791,Turkey,2001,202248
1792,Turkey,2002,240191
1793,Turkey,2003,314752
1794,Turkey,2004,409127
1795,Turkey,2005,506186
1796,Turkey,2006,555126
1797,Turkey,2007,680489
1798,Turkey,2008,770820
1799,Turkey,2009,648797
1800,Turkmenistan,2000,8487
1801,Turkmenistan,2001,11717
1802,Turkmenistan,2002,14703
1803,Turkmenistan,2003,19307
1804,Turkmenistan,2004,23991
1805,Turkmenistan,2005,29023
1806,Turkmenistan,2006,36154
1807,Turkmenistan,2007,43875
1808,Turkmenistan,2008,36363
1809,Turkmenistan,2009,34162
1810,Tuvalu,2000,15
1811,Tuvalu,2001,14
1812,Tuvalu,2002,17
1813,Tuvalu,2003,20
1814,Tuvalu,2004,23
1815,Tuvalu,2005,23
1816,Tuvalu,2006,24
1817,Tuvalu,2007,29
1818,Tuvalu,2008,32
1819,Tuvalu,2009,28
1820,Uganda,2000,7756
1821,Uganda,2001,7835
1822,Uganda,2002,8425
1823,Uganda,2003,8725
1824,Uganda,2004,10750
1825,Uganda,2005,12460
1826,Uganda,2006,14079
1827,Uganda,2007,17512
1828,Uganda,2008,22419
1829,Uganda,2009,24107
1830,Ukraine,2000,32331
1831,Ukraine,2001,37863
1832,Ukraine,2002,42339
1833,Ukraine,2003,50096
1834,Ukraine,2004,64752
1835,Ukraine,2005,85996
1836,Ukraine,2006,107767
1837,Ukraine,2007,143260
1838,Ukraine,2008,181313
1839,Ukraine,2009,117079
1840,United Arab Emirates,2000,103893
1841,United Arab Emirates,2001,103312
1842,United Arab Emirates,2002,109816
1843,United Arab Emirates,2003,124346
1844,United Arab Emirates,2004,147824
1845,United Arab Emirates,2005,180617
1846,United Arab Emirates,2006,222117
1847,United Arab Emirates,2007,257916
1848,United Arab Emirates,2008,315475
1849,United Arab Emirates,2009,253547
1850,United Kingdom,2000,1665276
1851,United Kingdom,2001,1644331
1852,United Kingdom,2002,1786893
1853,United Kingdom,2003,2058967
1854,United Kingdom,2004,2422908
1855,United Kingdom,2005,2547689
1856,United Kingdom,2006,2720887
1857,United Kingdom,2007,3107373
1858,United Kingdom,2008,2969961
1859,United Kingdom,2009,2434480
1860,United States,2000,10250950
1861,United States,2001,10581925
1862,United States,2002,10929100
1863,United States,2003,11456450
1864,United States,2004,12217175
1865,United States,2005,13039200
1866,United States,2006,13815600
1867,United States,2007,14474250
1868,United States,2008,14769850
1869,United States,2009,14478050
1870,Uruguay,2000,24804
1871,Uruguay,2001,22712
1872,Uruguay,2002,14809
1873,Uruguay,2003,13109
1874,Uruguay,2004,14892
1875,Uruguay,2005,18901
1876,Uruguay,2006,21314
1877,Uruguay,2007,25486
1878,Uruguay,2008,32988
1879,Uruguay,2009,34395
1880,Uzbekistan,2000,17195
1881,Uzbekistan,2001,14581
1882,Uzbekistan,2002,12106
1883,Uzbekistan,2003,12697
1884,Uzbekistan,2004,15045
1885,Uzbekistan,2005,17939
1886,Uzbekistan,2006,21344
1887,Uzbekistan,2007,27963
1888,Uzbekistan,2008,35858
1889,Uzbekistan,2009,41945
1890,Vanuatu,2000,272
1891,Vanuatu,2001,257
1892,Vanuatu,2002,262
1893,Vanuatu,2003,315
1894,Vanuatu,2004,365
1895,Vanuatu,2005,390
1896,Vanuatu,2006,435
1897,Vanuatu,2007,517
1898,Vanuatu,2008,582
1899,Vanuatu,2009,590
1900,Venezuela,2000,117596
1901,Venezuela,2001,123119
1902,Venezuela,2002,95258
1903,Venezuela,2003,83684
1904,Venezuela,2004,112254
1905,Venezuela,2005,143375
1906,Venezuela,2006,178521
1907,Venezuela,2007,232857
1908,Venezuela,2008,306764
1909,Venezuela,2009,268624
1910,Vietnam,2000,39585
1911,Vietnam,2001,41297
1912,Vietnam,2002,44563
1913,Vietnam,2003,50233
1914,Vietnam,2004,62877
1915,Vietnam,2005,73197
1916,Vietnam,2006,84301
1917,Vietnam,2007,98426
1918,Vietnam,2008,124756
1919,Vietnam,2009,129022
1920,Palestine,2000,4314
1921,Palestine,2001,4004
1922,Palestine,2002,3556
1923,Palestine,2003,3968
1924,Palestine,2004,4603
1925,Palestine,2005,5126
1926,Palestine,2006,5348
1927,Palestine,2007,5816
1928,Palestine,2008,7310
1929,Palestine,2009,8086
1930,Yemen,2000,9679
1931,Yemen,2001,9853
1932,Yemen,2002,10693
1933,Yemen,2003,11778
1934,Yemen,2004,13868
1935,Yemen,2005,16732
1936,Yemen,2006,19063
1937,Yemen,2007,21651
1938,Yemen,2008,26911
1939,Yemen,2009,25130
1940,Zambia,2000,3601
1941,Zambia,2001,3870
1942,Zambia,2002,4194
1943,Zambia,2003,4902
1944,Zambia,2004,6221
1945,Zambia,2005,8329
1946,Zambia,2006,12762
1947,Zambia,2007,14060
1948,Zambia,2008,17914
1949,Zambia,2009,15332
1950,Zimbabwe,2000,11340
1951,Zimbabwe,2001,11244
1952,Zimbabwe,2002,10735
1953,Zimbabwe,2003,9574
1954,Zimbabwe,2004,9465
1955,Zimbabwe,2005,9046
1956,Zimbabwe,2006,8141
1957,Zimbabwe,2007,7785
