,HIV/AIDS,Acute Hepatitis,per_capita-Malaria,per_capita-HIV/AIDS,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y"
90,-0.2372024876769489,-0.14552752099915037,-0.3970889616897243,-0.33477393275326295,0.9845160032628375
91,-0.23647355300219516,-0.1453002680669328,-0.3970889616897243,-0.33472963465219063,0.8625118546917908
92,-0.23651191798507695,-0.1453002680669328,-0.3970889616897243,-0.33510886755233177,0.9375913307355118
93,-0.2345169388752246,-0.1453002680669328,-0.3970889616897243,-0.3343524247590345,1.4247280874098118
94,-0.23478549375539703,-0.14507301513471524,-0.3970889616897243,-0.3348438403207615,1.4247280874098118
95,-0.23532260351574188,-0.14507301513471524,-0.3970889616897243,-0.3351379464230548,1.4247280874098118
96,-0.23605153819049562,-0.14507301513471524,-0.3970889616897243,-0.33617816957248764,1.4247280874098118
97,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.3725621766013518,-0.5170735176115848
98,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.3725606670391288,-0.47014884508425914
99,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.37255926466513245,-0.5170735176115848
100,-0.3041877477885295,-0.15211785603345956,-0.3970889616897243,-0.3725580213089835,-0.5733831246443758
101,-0.3041493828056477,-0.151890603101242,-0.3970889616897243,-0.3722463424016422,-0.44668650882059635
102,-0.30407265283988416,-0.151890603101242,-0.3970889616897243,-0.3716216049021983,-0.43260910706239863
103,-0.3038424629425935,-0.15166335016902444,-0.3970889616897243,-0.3697458395309232,-0.5170735176115848
104,-0.3039575578912388,-0.151890603101242,-0.3970889616897243,-0.3706788826984341,-0.5405358538752477
105,-0.30376573297682996,-0.15166335016902444,-0.3970889616897243,-0.3691116707087787,-0.5405358538752477
106,-0.30376573297682996,-0.15143609723680687,-0.3970889616897243,-0.36910966807803464,-0.5217659848643175
107,-0.3038424629425935,-0.15166335016902444,-0.3970889616897243,-0.3697357698181022,-0.5076885831061198
108,-0.3038424629425935,-0.151890603101242,-0.3970889616897243,-0.3697370075601114,-0.4654563778315266
109,-0.3034588131137757,-0.1523451089656771,-0.3970889616897243,-0.36661176885237196,-0.5029961158533871
110,-0.30361227304530286,-0.15257236189789466,-0.3970889616897243,-0.3678691340934856,-0.5874605264025734
111,-0.3031518932507215,-0.15279961483011223,-0.3970889616897243,-0.36413372163482177,-0.5874605264025734
112,-0.3030367983020762,-0.15279961483011223,-0.3970889616897243,-0.36321480427587016,-0.5546132556334454
113,-0.3031902582336033,-0.15279961483011223,-0.3970889616897243,-0.3644763920206144,-0.52645845211705
114,-0.3033820831480122,-0.15279961483011223,-0.3970889616897243,-0.3660445138141789,-0.5181776275534044
115,-0.3034588131137757,-0.15279961483011223,-0.3970889616897243,-0.3666647905430295,-0.5181776275534044
116,-0.3034971780966575,-0.15279961483011223,-0.3970889616897243,-0.3670021816165565,-0.5181776275534044
117,-0.29801098554456357,-0.15098159137237177,-0.3970889616897243,-0.3649675353335842,0.7358152388680115
118,-0.29862482527067197,-0.15098159137237177,-0.3970889616897243,-0.365836741709332,0.7170453698570811
119,-0.29912357004813506,-0.1507543384401542,-0.3970889616897243,-0.366541684018865,0.7639700423844067
120,-0.29908520506525327,-0.1507543384401542,-0.3970889616897243,-0.36656879779459806,0.7592775751316742
121,-0.29866319025355376,-0.1507543384401542,-0.3970889616897243,-0.3661296376227532,0.8202796494171976
122,-0.29973740977424346,-0.1507543384401542,-0.3970889616897243,-0.36749451207503187,1.0079783395265003
123,-0.29916193503101685,-0.1507543384401542,-0.3970889616897243,-0.3668817318799366,1.0079783395265003
124,-0.29950721987695283,-0.1507543384401542,-0.3970889616897243,-0.36735978777341244,1.0877502828229544
125,-0.30058143939764254,-0.15052708550793664,-0.3970889616897243,-0.3686657703610128,1.0924427500756868
126,-0.3003512495003519,-0.15052708550793664,-0.3970889616897243,-0.36845403773654806,1.1252900208448144
127,-0.30104181919222384,-0.1507543384401542,-0.3970889616897243,-0.36928327358952434,1.167522226119408
128,-0.30027451953458834,-0.1507543384401542,-0.3970889616897243,-0.3684708732105027,1.1299824880975473
129,-0.3013871040381598,-0.15098159137237177,-0.3970889616897243,-0.36974448157999695,1.1252900208448144
130,-0.3015789289525687,-0.15098159137237177,-0.3970889616897243,-0.36998779926450004,1.0877502828229544
131,-0.3016556589183323,-0.15098159137237177,-0.3970889616897243,-0.3701017230976277,1.0595954793065587
132,-0.3017707538669776,-0.15098159137237177,-0.3970889616897243,-0.37025383135641177,1.068980413812024
133,-0.30150219898680514,-0.15120884430458933,-0.3970889616897243,-0.36999842823531787,1.0595954793065587
134,-0.30150219898680514,-0.15120884430458933,-0.3970889616897243,-0.3700280375920101,0.9892084705155704
135,-0.30150219898680514,-0.15098159137237177,-0.3970889616897243,-0.3700280375920101,0.9892084705155704
136,-0.30150219898680514,-0.15098159137237177,-0.3970889616897243,-0.37008472083935295,0.9892084705155704
137,-0.302384593593086,-0.1523451089656771,-0.3970889616897243,-0.36737064848884765,1.3692983179869083
138,-0.3023078636273225,-0.1523451089656771,-0.3970889616897243,-0.3671544803889435,1.3692983179869083
139,-0.3021927686786771,-0.1523451089656771,-0.3970889616897243,-0.36682404928747137,1.4162229905142343
140,-0.3023078636273225,-0.15257236189789466,-0.3970889616897243,-0.3671761536232544,1.275448972932257
141,-0.3020776737300318,-0.15257236189789466,-0.3970889616897243,-0.3665026249228772,1.1346749553502797
142,-0.3017323888840958,-0.15257236189789466,-0.3970889616897243,-0.36548865163679994,1.275448972932257
143,-0.3025764185074949,-0.15257236189789466,-0.3970889616897243,-0.36799100669812823,1.322373645459583
144,-0.3019625787813865,-0.15257236189789466,-0.3970889616897243,-0.36618210894138825,1.4162229905142343
145,-0.3024229585759678,-0.15257236189789466,-0.3970889616897243,-0.36754559322221614,1.1815996278776053
146,-0.3026915134561402,-0.15257236189789466,-0.3970889616897243,-0.36834084555855473,0.9469762652409769
147,-0.3024996885417313,-0.15257236189789466,-0.3970889616897243,-0.3677774113968135,1.3692983179869083
148,-0.3026531484732584,-0.15257236189789466,-0.3970889616897243,-0.36823162973105655,1.275448972932257
149,-0.302729878439022,-0.15257236189789466,-0.3970889616897243,-0.3684590939327083,1.275448972932257
150,-0.3023078636273225,-0.15257236189789466,-0.3970889616897243,-0.36721698923381785,1.1815996278776053
151,-0.3025764185074949,-0.15257236189789466,-0.3970889616897243,-0.36800890563483923,1.322373645459583
152,-0.3025380535246131,-0.15257236189789466,-0.3970889616897243,-0.3678965037405825,1.0408256102956284
153,-0.3028833383705491,-0.15257236189789466,-0.3970889616897243,-0.3689135448833844,1.2607850127674676
154,-0.3028066084047855,-0.15257236189789466,-0.3970889616897243,-0.368687558594533,1.2607850127674676
155,-0.3028449733876673,-0.15257236189789466,-0.3970889616897243,-0.3688005315468844,1.2607850127674676
156,-0.3028833383705491,-0.15257236189789466,-0.3970889616897243,-0.3689124268031886,1.2607850127674676
157,-0.3024229585759678,-0.14189147408366942,-0.3968551508028825,-0.36770754789819665,-0.6015379281607711
158,-0.3022694986444407,-0.14143696821923432,-0.39685704802215127,-0.36731383156006464,-0.5968454609080385
159,-0.3021544036957953,-0.1409824623547992,-0.3968588105886075,-0.36703183351399404,-0.6109228626662362
160,-0.30203930874715,-0.14030070355814653,-0.39686054435096224,-0.3667540302823197,-0.6203077971717014
161,-0.3019242137985047,-0.1398461976937114,-0.3968625022529284,-0.36648742642205046,-0.6203077971717014
162,-0.3018091188498594,-0.14075520942258163,-0.39686475082554296,-0.3662349372748096,-0.6250002644244339
163,-0.3017707538669776,-0.14189147408366942,-0.3968671070186255,-0.3662004650084582,-0.6015379281607711
164,-0.30203930874715,-0.14302773874475722,-0.39686946629714026,-0.36699282372964576,-0.5874605264025734
165,-0.3025380535246131,-0.1437094975414099,-0.3968717802633361,-0.36838048304343357,-0.5733831246443758
166,-0.3026915134561402,-0.14461850927028014,-0.3968740374762922,-0.36883079450303086,-0.5686906573916432
167,-0.3026147834903767,-0.14507301513471524,-0.39687623014079004,-0.3686721987003677,-0.5780755918971083
168,-0.3028449733876673,-0.14552752099915037,-0.39687839442818296,-0.3693081209146803,-0.5780755918971083
169,-0.303075163284958,-0.14620927979580303,-0.3970889616897243,-0.36993145510701686,-0.5780755918971083
170,-0.3031518932507215,-0.1464365327280206,-0.3970889616897243,-0.3701547867672472,-0.5780755918971083
171,-0.30311352826783977,-0.14689103859245572,-0.3970889616897243,-0.37008576336999616,-0.5780755918971083
172,-0.303075163284958,-0.14711829152467326,-0.3970889616897243,-0.37001766397588287,-0.5874605264025734
173,-0.3029984333191944,-0.14734554445689083,-0.3970889616897243,-0.36985599381539047,-0.5827680591498409
174,-0.30296006833631267,-0.1475727973891084,-0.3970889616897243,-0.3697895150242785,-0.592152993655306
175,-0.3028833383705491,-0.14780005032132595,-0.3970889616897243,-0.3696029669753538,-0.592152993655306
176,-0.3028066084047855,-0.14780005032132595,-0.3970889616897243,-0.3694731979948674,-0.592152993655306
177,-0.3038424629425935,-0.1523451089656771,-0.3970889616897243,-0.35867921108034656,-0.5076885831061198
178,-0.30388082792547527,-0.1523451089656771,-0.3970889616897243,-0.3604253176306575,-0.5780755918971083
179,-0.30391919290835706,-0.15211785603345956,-0.3970889616897243,-0.3624691336537029,-0.5639981901389106
180,-0.30388082792547527,-0.15211785603345956,-0.3970889616897243,-0.3621604994199944,-0.5827680591498409
181,-0.30388082792547527,-0.15211785603345956,-0.3970889616897243,-0.3630078376640041,-0.5499207883807129
182,-0.3038424629425935,-0.15211785603345956,-0.3970889616897243,-0.36272373705453037,-0.559305722886178
183,-0.3038424629425935,-0.1523451089656771,-0.3970889616897243,-0.3634288530237704,-0.5405358538752477
184,-0.3038040979597117,-0.1523451089656771,-0.3970889616897243,-0.3631668089235119,-0.52645845211705
185,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.36279824103867836,-0.5874605264025734
186,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.3631244479582028,-0.5827680591498409
187,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.3634193221778541,-0.5968454609080385
188,-0.30376573297682996,-0.1523451089656771,-0.3970889616897243,-0.3636886428437843,-0.592152993655306
189,-0.30376573297682996,-0.15257236189789466,-0.3970889616897243,-0.36393601476005516,-0.5968454609080385
190,-0.30376573297682996,-0.15257236189789466,-0.3970889616897243,-0.3641659302048187,-0.5968454609080385
191,-0.30376573297682996,-0.15257236189789466,-0.3970889616897243,-0.3643828403350826,-0.592152993655306
192,-0.3038040979597117,-0.15257236189789466,-0.3970889616897243,-0.3652777495970886,-0.5874605264025734
193,-0.3038040979597117,-0.15257236189789466,-0.3970889616897243,-0.36545548676929096,-0.5874605264025734
194,-0.3038424629425935,-0.15257236189789466,-0.3970889616897243,-0.36628231553112184,-0.5722790147025563
195,-0.3038424629425935,-0.1523451089656771,-0.3970889616897243,-0.36628231553112184,-0.5722790147025563
196,-0.3039575578912388,-0.1523451089656771,-0.3970889616897243,-0.3684551386588257,-0.5722790147025563
197,-0.3034971780966575,1.099818547553069,-0.26282160209582023,-0.37273397063672287,-0.6484626006880968
198,-0.3031902582336033,1.0075538570727403,-0.2710157882120102,-0.37268100796537107,-0.6484626006880968
199,-0.3027682434219038,0.9232430192200262,-0.2719760586191065,-0.37260959522429543,-0.6484626006880968
200,-0.3021927686786771,0.8484768045204495,-0.24014335461230632,-0.3725140573490857,-0.6484626006880968
201,-0.3014254690210416,0.7905273068049722,-0.22931917137893662,-0.3723890065195368,-0.6484626006880968
202,-0.3004663444489972,0.7723470722275675,-0.2999759738017338,-0.37223583541633465,-0.6484626006880968
203,-0.29943048991118926,0.7603026668200369,-0.34959077693458657,-0.37207486924022365,-0.6484626006880968
204,-0.298279540424736,0.748940020209159,-0.34670755328655106,-0.37190031355565545,-0.6484626006880968
205,-0.2970518609725192,0.7268964857840559,-0.31106674392818273,-0.37171910714882406,-0.6484626006880968
206,-0.2960160064347112,0.729396268038449,-0.3442406260367552,-0.3715738986442508,-0.6484626006880968
207,-0.2947883269824944,0.7423496851748498,-0.33380403717422596,-0.3714034881134975,-0.6484626006880968
208,-0.29325372766722335,0.721215162478617,-0.333347592740085,-0.37119174897419016,-0.6484626006880968
209,-0.291949318249243,0.7173518626309184,-0.38373621450049433,-0.3710217817611154,-0.6484626006880968
210,-0.29106692364296216,0.7375773735982811,-0.3912731661647553,-0.3709201983781387,-0.6484626006880968
211,-0.2904530839168537,0.7714380604986972,-0.3815117126891078,-0.3708615458867479,-0.6484626006880968
212,-0.29010779907091777,0.7882547774827966,-0.38653684320394466,-0.3708438368361881,-0.6484626006880968
213,-0.2897625142249818,0.8171158998744265,-0.39040462001280174,-0.3708274179373717,-0.6484626006880968
214,-0.2895323243276911,0.8659752803012015,-0.3907385725396198,-0.37082817369367693,-0.6484626006880968
215,-0.2899159741565089,0.8602939569957626,-0.39533126469282037,-0.37088142132129726,-0.6484626006880968
216,-0.2904530839168537,0.8550671395547588,-0.3958810884930993,-0.371016538058053,-0.6484626006880968
217,-0.3015789289525687,-0.15325412069454736,-0.3970889616897243,-0.13861359298715897,-0.4185317053042009
218,-0.3018091188498594,-0.15325412069454736,-0.3970889616897243,-0.15993736302490996,-0.4185317053042009
219,-0.3022311336615589,-0.15325412069454736,-0.3970889616897243,-0.19795044997651612,2.913120044135924
220,-0.302729878439022,-0.15325412069454736,-0.3970889616897243,-0.24230790388781345,-0.3106049584913518
221,-0.302729878439022,-0.15325412069454736,-0.3970889616897243,-0.24290306388521843,-0.32937482750228203
222,-0.3027682434219038,-0.15325412069454736,-0.3970889616897243,-0.2467867157322665,1.1393674226030124
223,-0.3028066084047855,-0.15325412069454736,-0.3970889616897243,-0.25061540448983943,-0.12290626838204893
224,-0.3029217033534309,-0.15325412069454736,-0.3970889616897243,-0.26098607786378925,3.3260571623763906
225,-0.303075163284958,-0.15325412069454736,-0.3970889616897243,-0.27454522460355146,-0.23083301519489807
226,-0.3030367983020762,-0.15325412069454736,-0.3970889616897243,-0.2716573061364589,-0.2120631461839678
227,-0.3030367983020762,-0.15325412069454736,-0.3970889616897243,-0.272034293977656,1.2144468986467334
228,-0.303075163284958,-0.15325412069454736,-0.3970889616897243,-0.27564503005737917,-0.27775768772222376
229,-0.3031518932507215,-0.15325412069454736,-0.3970889616897243,-0.28245072751619044,-0.24021794970036323
230,-0.3032286232164851,-0.15325412069454736,-0.3970889616897243,-0.28919753670846304,-0.23083301519489807
231,-0.3031902582336033,-0.15325412069454736,-0.3970889616897243,-0.2862659065510117,0.9563611997464422
232,-0.3031902582336033,-0.15325412069454736,-0.3970889616897243,-0.2865412638268344,-0.1979857444257701
233,-0.3032286232164851,-0.15325412069454736,-0.3970889616897243,-0.28999263082160703,0.4099820440063936
234,-0.3032286232164851,-0.15325412069454736,-0.3970889616897243,-0.2902310476215063,0.4099820440063936
235,-0.30326698819936687,-0.15325412069454736,-0.3970889616897243,-0.2934093749372767,0.4099820440063936
236,-0.30326698819936687,-0.15325412069454736,-0.3970889616897243,-0.29382522215510254,0.4099820440063936
237,-0.2976657006986276,-0.1464365327280206,-0.3970889616897243,-0.3570326314324925,-0.5686906573916432
238,-0.298279540424736,-0.1464365327280206,-0.3970889616897243,-0.35846559179021503,-0.4748413123369918
239,-0.296399656263529,-0.1464365327280206,-0.3970889616897243,-0.3538277930602851,-0.4560714433260615
240,-0.29455813708520373,-0.14711829152467326,-0.3970889616897243,-0.3492291743410163,-0.4185317053042009
241,-0.2948266919653762,-0.14734554445689083,-0.3970889616897243,-0.3497709356917903,-0.024364456074664972
242,-0.294174487256386,-0.14711829152467326,-0.3970889616897243,-0.34805041834251293,1.3270661127123153
243,-0.29340718759875045,-0.14711829152467326,-0.3970889616897243,-0.346037287449496,-0.5733831246443758
244,-0.29237133306094254,-0.14711829152467326,-0.3970889616897243,-0.3433444440418102,-0.5733831246443758
245,-0.29171912835195235,-0.1475727973891084,-0.3970889616897243,-0.3415949240967949,-0.5639981901389106
246,-0.2898776091736271,-0.1475727973891084,-0.3970889616897243,-0.33685190956412975,-0.5639981901389106
247,-0.2896857842592182,-0.14734554445689083,-0.3970889616897243,-0.33623410839798057,2.509567860400923
248,-0.2884197398241196,-0.14689103859245572,-0.3970889616897243,-0.3328985269556486,-0.48422624684245696
249,-0.2900310691051542,-0.14780005032132595,-0.3970889616897243,-0.33684263613358273,-0.5358433866225152
250,-0.2912971135402528,-0.14780005032132595,-0.3970889616897243,-0.3399365014926666,-0.5358433866225152
251,-0.29106692364296216,-0.14780005032132595,-0.3970889616897243,-0.3392273963704224,0.7639700423844067
252,-0.29141220848889815,-0.14825455618576105,-0.3970889616897243,-0.3399882087618677,-0.5499207883807129
253,-0.2917958583177159,-0.14848180911797862,-0.3970889616897243,-0.340851197038946,-0.5405358538752477
254,-0.29217950814653365,-0.14870906205019618,-0.3970889616897243,-0.34171765187138003,-0.13311928534387873
255,-0.29260152295823316,-0.14870906205019618,-0.3970889616897243,-0.34280889061520714,-0.13311928534387873
256,-0.29294680780416915,-0.14893631498241375,-0.3970889616897243,-0.3434606330757611,-0.13311928534387873
257,-0.3010801841751056,-0.15120884430458933,-0.3970889616897243,-0.3654443043040749,1.251986636668594
258,-0.30058143939764254,-0.15166335016902444,-0.3970889616897243,-0.3642908958556434,1.223831833152199
259,-0.3006581693634061,-0.15166335016902444,-0.3970889616897243,-0.3644879782789358,1.3505284489759781
260,-0.3007732643120514,-0.151890603101242,-0.3970889616897243,-0.36477308690874444,1.2566791039213265
261,-0.3003512495003519,-0.151890603101242,-0.3970889616897243,-0.3637990821827911,1.3505284489759781
262,-0.3011185491579874,-0.15211785603345956,-0.3970889616897243,-0.3656061257982283,1.322373645459583
263,-0.3016172939354505,-0.15211785603345956,-0.3970889616897243,-0.3667801623455592,1.392760654250571
264,-0.3015405639696869,-0.15211785603345956,-0.3970889616897243,-0.36660905608293887,1.3505284489759781
265,-0.3012720090895145,-0.15211785603345956,-0.3970889616897243,-0.365990964405433,1.1487523571084777
266,-0.3016556589183323,-0.15211785603345956,-0.3970889616897243,-0.3668899951611682,1.068980413812024
267,-0.30104181919222384,-0.15211785603345956,-0.3970889616897243,-0.36546902280904436,1.0971352173284192
268,-0.30119527912375094,-0.1523451089656771,-0.3970889616897243,-0.3658309684741071,1.0924427500756868
