,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Diabetes Mellitus,per_capita-Road Injuries,Estimated number of road traffic deaths
53,-0.3651173890443271,-0.5671065279902187,-0.5364903596878503,1.1269683316904813,0.011782422216647931
54,-0.3656962244310375,-0.5666315735919409,-0.5200094439049046,1.0827176513867225,-0.1142926130938372
55,-0.3660436246649717,-0.5650130351633353,-0.48789891900023785,1.1221720521874978,0.020656377863224565
56,-0.3664495216001952,-0.5651492805519339,-0.47228922236443155,1.0726691879927341,0.024875727745591117
57,-0.02238440078799887,-0.42471331877907964,-0.39093209961458597,4.172381411469827,-0.136446274127416
58,0.033515748517807656,-0.42799155413188045,-0.39679748271821436,4.159439212426615,-0.1312451453270488
59,0.08805581955500867,-0.43336797344455547,-0.40685028023308556,4.075309017677578,-0.04482164710667218
60,0.13824885481169918,-0.4337343057417392,-0.40393497257759853,4.072130893610221,-0.146757690224799
61,0.18252923054024792,-0.43189984517721636,-0.3939735285056824,4.240484707749945,-0.02778012641885627
62,0.21835217594596168,-0.43643539973212747,-0.4061550721444675,4.0582340770988194,-0.018889072186113322
63,0.23385546129858636,-0.4364537297047899,-0.39813560622253735,3.961785108133789,-0.023603186083951382
64,0.24094866547499927,-0.43925314476927013,-0.4004597072775635,3.8508681185156526,-0.10046722696556298
65,0.25546194310367115,-0.4393963389776503,-0.3901022032928919,3.736812677765775,-0.004057480588172383
66,0.26839493841938433,-0.43723921416372796,-0.3775545829900697,3.5885037816663488,-0.07403407619482587
67,0.28330840546770614,-0.4365384159283853,-0.36332638369379916,3.5255181793787296,0.02160059042935249
68,0.3048931487780585,-0.4349869636411165,-0.34936633976641834,3.3856492613706504,-0.13522785246146388
69,0.32352115698849,-0.43362179653567373,-0.33455065652974914,3.2459774561367682,-0.1395668503322501
70,0.3039706391355077,-0.4333977937886764,-0.32815128181744374,2.9961608742293433,0.012824677907394293
71,0.2684921441396653,-0.4364969598023623,-0.335450714188268,2.7527699480176966,0.030965182846463955
72,0.2683573898389332,-0.43647819411030764,-0.3232104837017442,2.62344217908948,-0.1278240804219773
73,0.3099733254764543,-0.4355493983146209,-0.31360852177420406,2.417220660667914,-0.12235783930654433
74,0.3509871248580417,-0.4328075519357033,-0.30110817093045233,2.4044766380239393,-0.025165643095697424
75,0.3769399306836677,-0.42501112828399035,-0.2593281715018003,2.4453901790533967,-0.011655064680706255
76,0.3404678838453591,-0.42905311441318966,-0.265566504600509,2.2914789526746677,-0.10920072994005947
77,-0.32924219049355863,-0.08328675034578403,0.08419953156805635,-0.235658109251658,-0.09561341846104134
78,-0.3293120272724996,-0.11843982653729286,0.08404207542417133,-0.2369229194463411,-0.04941952431037494
79,-0.3281459572740542,-0.14748620540128565,0.0877485989466639,-0.24326578273475735,-0.19881157729228163
80,-0.32735201326776947,-0.15589432631910824,0.0917064934182535,-0.24846924006793855,-0.19577529374806776
81,-0.33096952119925205,-0.17277836763102153,0.054960666565470925,-0.26810598733268304,-0.06015878409461313
82,-0.33445108065401424,-0.18041485233818821,0.017389862741336175,-0.2556428568270072,-0.08586714011677479
83,-0.3331824242883433,-0.1867932031679062,-0.012546232053473473,-0.2287449975949914,-0.06913031960362145
84,-0.3328008575711805,-0.18800242487373806,-0.009889953754513285,-0.17651203227658332,-0.0519574430284838
85,-0.3335279725089296,-0.20314539540139562,-0.0683658591214345,-0.16703170744680756,-0.03736350493235641
86,-0.33378398428078004,-0.2228894139680147,-0.08413000518306563,-0.16416095424688507,-0.1839394502529982
87,-0.3357632866358806,-0.24513482528040803,-0.0891542280185025,-0.16370967821194338,-0.010968762808377046
88,-0.3370319468089098,-0.2606090089620448,-0.09576425986631062,-0.1561778132635394,-0.17893495519354322
89,-0.334704403335551,-0.273345392161697,-0.1059718196776973,-0.14823981803729455,-0.05053792345872877
90,-0.33477393275326295,-0.28342464939808665,-0.10949799639424714,-0.14331235437248596,0.022723032593154516
91,-0.33472963465219063,-0.28434764355114756,-0.11508563333132825,-0.18345866222724452,-0.04296716645828339
92,-0.33510886755233177,-0.2852072016356239,-0.0904155264112611,-0.22160927965542832,-0.033349759231427696
93,-0.3343524247590345,-0.28185618190020134,-0.04314818155482434,-0.2314080615971707,-0.03400300102951912
94,-0.3348438403207615,-0.27166800571917576,-0.021063794579187476,-0.23816935188945831,0.0268880544554361
95,-0.3351379464230548,-0.2607060780714404,-0.015856036144448058,-0.24641670060641926,-0.03166752788702921
96,-0.33617816957248764,-0.25527037777468525,-0.012816444757529495,-0.28383894807420673,0.0330632551756058
97,-0.3725621766013518,0.033500640559536686,0.782650251577106,-0.5600633213946045,-0.22627700677085186
98,-0.3725606670391288,0.0033877980569221792,0.8985372826148931,-0.5641361304996045,-0.20713924153379457
99,-0.37255926466513245,-0.02726066700047655,0.9765190461641455,-0.5989020935985186,-0.20777096269757328
100,-0.3725580213089835,-0.11234402439038875,1.0662899636190872,-0.6193134108512715,-0.2086553723268635
101,-0.3722463424016422,-0.11057399383927115,0.9860575640547931,-0.6800628729047212,-0.20882383130387117
102,-0.3716216049021983,-0.136208554241465,0.9858348158044727,-0.6989568919013301,-0.2260491028323326
103,-0.3697458395309232,-0.16907464859958282,0.982705505796064,-0.7246330929402157,-0.20991881465442092
104,-0.3706788826984341,-0.16835205097691672,0.9488331444489112,-0.7447803638570364,-0.21776107698810956
105,-0.3691116707087787,-0.1814920329816039,0.9975168190366699,-0.7531504269696836,-0.21092956851646688
106,-0.36910966807803464,-0.19487353077186262,0.9893271613006135,-0.7650122355112586,-0.21556650293398885
107,-0.3697357698181022,-0.20165346179845894,0.9739430587392904,-0.7741791220285602,-0.22603033650229395
108,-0.3697370075601114,-0.20862675549916093,0.9358667741215675,-0.7560560244814966,-0.21596037265665605
109,-0.36661176885237196,-0.20217831061060912,0.873646014534569,-0.7444617783243092,-0.21147706019174176
110,-0.3678691340934856,-0.19590905350903318,0.7844427475419404,-0.7700075445263815,-0.22767135856944193
111,-0.36413372163482177,-0.18978300967488984,0.7335908870992285,-0.7681631282185686,-0.22713282891174383
112,-0.36321480427587016,-0.18376937870817056,0.7519836898633204,-0.7267648049450807,-0.22734576948163035
113,-0.3644763920206144,-0.17785350615732654,0.6790770453999878,-0.7649686375114834,-0.226081198478927
114,-0.3660445138141789,-0.172036827811917,0.72455661286315,-0.8001118228038117,-0.2118227085322405
115,-0.3666647905430295,-0.16529379641504022,0.7522344929895957,-0.8183753690749336,-0.21249659918943867
116,-0.3670021816165565,-0.16070257966809676,0.7757426568671726,-0.8369736602854551,-0.21433700930177288
117,-0.3649675353335842,-0.1869921818479188,-0.3818951222321428,-0.5829639491057497,-0.15327448363559598
118,-0.365836741709332,-0.18616799380823437,-0.3662175650283272,-0.6316164530828867,-0.17737081359202708
119,-0.366541684018865,-0.17811663794069416,-0.3381776938558427,-0.6631788144072182,-0.157696531782047
120,-0.36656879779459806,-0.17209691031233484,-0.3176758257325244,-0.6921891429749281,-0.18131515419442865
121,-0.3661296376227532,-0.1762496133200856,-0.3138812320314266,-0.7304318160573526,-0.21307017252582877
122,-0.36749451207503187,-0.17051523374017943,-0.31029192149708396,-0.7600408561727676,-0.18032234121343405
123,-0.3668817318799366,-0.16338663337208442,-0.2943035560620965,-0.7830386345033536,-0.21416655829736214
124,-0.36735978777341244,-0.15358216085293544,-0.2664007377664693,-0.7941502585622592,-0.16253972737101716
125,-0.3686657703610128,-0.14684907645562034,-0.25180489645720944,-0.8092385805730781,-0.1850651773668519
126,-0.36845403773654806,-0.1459261171089053,-0.2604310502843125,-0.8303125050871938,-0.1847730695007206
127,-0.36928327358952434,-0.14497574809993094,-0.27818606607775803,-0.8584419804937773,-0.1875049687308538
128,-0.3684708732105027,-0.1495684683256956,-0.2890979474982576,-0.8866880443819393,-0.191082696273068
129,-0.36974448157999695,-0.15217662337917684,-0.31872491062058184,-0.9146426178974699,-0.1757637570661183
130,-0.36998779926450004,-0.1501485120426437,-0.35776203247450644,-0.9435565379827862,-0.2174900854547462
131,-0.3701017230976277,-0.14274148155984698,-0.36682169785610336,-0.94707357568046,-0.193984284230741
132,-0.37025383135641177,-0.13279337158955823,-0.36125419945813503,-0.9432535865806594,-0.21735725133990122
133,-0.36999842823531787,-0.12477477818906643,-0.36736705319604523,-0.9513651879509305,-0.17525838013509534
134,-0.3700280375920101,-0.12383817923096947,-0.3487052908220688,-0.9525861808903129,-0.21794045631830175
135,-0.3700280375920101,-0.11688191137466754,-0.3072635745801835,-0.9423805857786476,-0.2190168460092643
136,-0.37008472083935295,-0.12103631162659684,-0.2907305167255712,-0.9505606874569101,-0.17973008156501935
137,-0.36737064848884765,0.14057078203273482,-0.23158264053962319,-0.5390738789354274,-0.18978796690200583
138,-0.3671544803889435,0.17363257759620046,-0.18541401800102222,-0.5862356884436334,-0.20156623533020857
139,-0.36682404928747137,0.19927711667654863,-0.099114516487361,-0.6195669808945473,-0.20219993167549272
140,-0.3671761536232544,0.2522774413499455,0.050348995992323495,-0.6424534930919766,-0.1917252451375939
141,-0.3665026249228772,0.2880478242360635,0.1624553740068506,-0.6850933004862453,-0.22272267818054398
142,-0.36548865163679994,0.30668712850231217,0.23351240439936422,-0.727384500225091,-0.20737602747187656
143,-0.36799100669812823,0.34520860560515826,0.2372255250465815,-0.7749698195338234,-0.20044299719774017
144,-0.36618210894138825,0.38873844997469253,0.2181099172208678,-0.8089981864055507,-0.22439633496301278
145,-0.36754559322221614,0.4446530470720993,0.19752680991251928,-0.845090681366638,-0.21038917317559844
146,-0.36834084555855473,0.4784820879701073,0.18498531479867636,-0.8666100236628452,-0.21142665305434666
147,-0.3677774113968135,0.49763621344207476,0.14567516226192329,-0.8991348414519768,-0.22586600898169742
148,-0.36823162973105655,0.5267112088247353,0.12669670046102544,-0.9348998290668653,-0.20945555246764988
149,-0.3684590939327083,0.5607737437770516,0.12576434946755097,-0.9617147664867582,-0.22609505422978585
150,-0.36721698923381785,0.5899846876033946,0.12491697052797836,-0.9973478404960614,-0.21716613041901162
151,-0.36800890563483923,0.6192557272586269,0.13870884000306655,-1.012971232593817,-0.21349856791583366
152,-0.3678965037405825,0.6510411396666904,0.17721013598583965,-1.015254350033666,-0.22658056984741964
153,-0.3689135448833844,0.6657028999203867,0.17377282168210284,-1.0274835828036153,-0.21878010639740103
154,-0.368687558594533,0.663259811357702,0.16034315418905046,-1.0352396950661114,-0.22760052999255906
155,-0.3688005315468844,0.6460659980002159,0.17098539069422647,-1.0263693026678506,-0.21410341144983078
156,-0.3689124268031886,0.6464121114518079,0.19654791850699027,-1.0195681240171737,-0.2273656560638661
157,-0.36770754789819665,-0.04616599744250192,-0.4014202776451376,-0.8335686824607238,-0.21022387280440968
158,-0.36731383156006464,-0.08636773577611039,-0.37589170212260264,-0.8587349877739638,-0.2050432412500699
159,-0.36703183351399404,-0.11394879072724409,-0.34667783064297647,-0.8683387816519912,-0.2245623976110725
160,-0.3667540302823197,-0.12711747132556026,-0.31789694223678283,-0.8567374898478651,-0.22104775795574766
161,-0.36648742642205046,-0.15218253798870818,-0.30890868999770055,-0.8544517980305403,-0.194125785559953
162,-0.3662349372748096,-0.1614435282907041,-0.2981163688572423,-0.8304996859768331,-0.18224942768091312
163,-0.3662004650084582,-0.18895193644942818,-0.3015305493296941,-0.8443439501077202,-0.194151092309774
164,-0.36699282372964576,-0.22494839051241813,-0.3122197698627939,-0.8590793953778324,-0.18165982126138633
165,-0.36838048304343357,-0.20919832698560933,-0.2903408283454684,-0.8464943359294663,-0.19320265984627205
166,-0.36883079450303086,-0.20253665934349976,-0.2783917829261296,-0.8460289991787436,-0.222980066651514
167,-0.3686721987003677,-0.19597561348356157,-0.26760687459155974,-0.8386493331461581,-0.1978179936114672
168,-0.3693081209146803,-0.18957989865446023,-0.2590654297534467,-0.8363261525752317,-0.22244977042631717
169,-0.36993145510701686,-0.18760197182868854,-0.24590870751279428,-0.8485132808269986,-0.18847596627432592
170,-0.3701547867672472,-0.18988758668199895,-0.23736132389816783,-0.8500131907427402,-0.22145054336977296
171,-0.37008576336999616,-0.19210499426868868,-0.2199017110396179,-0.8599190312348077,-0.17946985456028677
172,-0.37001766397588287,-0.19421381600910873,-0.20594385169659102,-0.8406218771282585,-0.2238101777410402
173,-0.36985599381539047,-0.19617030524206233,-0.18127999973913805,-0.8565996765362656,-0.22492894328766902
174,-0.3697895150242785,-0.19186343636607944,-0.15582423129579592,-0.8546558169832733,-0.19698958816908319
175,-0.3696029669753538,-0.17766768300806937,-0.1470376659506888,-0.8400084667932524,-0.2254298392099036
176,-0.3694731979948674,-0.17503489946786946,-0.13657350485467631,-0.8411172461758034,-0.20927442958704567
177,-0.35867921108034656,-0.5312749786455425,0.10249323399435781,0.5943124910410695,-0.2287862200792786
178,-0.3604253176306575,-0.5336468280982041,0.023323253890447038,0.4575817592504186,-0.2270595155649501
179,-0.3624691336537029,-0.5390389407804318,0.2195056764230244,0.28565947901840605,-0.22630145016841566
180,-0.3621604994199944,-0.5462222746589337,0.3542109883238634,0.17563500021911568,-0.22689105658794245
181,-0.3630078376640041,-0.5523632201621012,0.400928597835414,0.12397065616889245,-0.2312519461239383
182,-0.36272373705453037,-0.5356011106058497,0.4295062627050547,0.0686285335760171,-0.22630145016841566
183,-0.3634288530237704,-0.5417333659659185,0.4157743884475982,-0.035604209716303646,-0.2307966760521839
184,-0.3631668089235119,-0.5471240117590352,0.36775037853826276,-0.12732786369600602,-0.2252485815621178
185,-0.36279824103867836,-0.5508442028595396,0.36657841719632683,-0.1558431449786929,-0.22579607323739267
186,-0.3631244479582028,-0.5532083342199705,0.39508243635202817,-0.20146641397239962,-0.23121760870950736
187,-0.3634193221778541,-0.5382267508450169,0.4626022832102704,-0.26589046552358747,-0.23134090636166393
188,-0.3636886428437843,-0.5406665727579989,0.5124578052671234,-0.3104041822311536,-0.23138865900672884
189,-0.36393601476005516,-0.5429075571989422,0.5682471150706653,-0.3222771274699765,-0.22773596679859878
190,-0.3641659302048187,-0.5449904004829121,0.6435721733853274,-0.31154296955447147,-0.23136005172440086
191,-0.3643828403350826,-0.5469554264015056,0.704915809884664,-0.32194824427356405,-0.22862580207039096
192,-0.3652777495970886,-0.5488118923354138,0.7328121573470305,-0.3384061538565378,-0.22781758096148458
193,-0.36545548676929096,-0.5505684211362011,0.7997991056965497,-0.3935637888639907,-0.23160191459490237
194,-0.36628231553112184,-0.5379140893376025,0.8934597309549873,-0.420143775476208,-0.23167190593066952
195,-0.36628231553112184,-0.5379140893376025,1.0240577463373877,-0.42660701313938204,-0.22841437384097052
196,-0.3684551386588257,-0.5415900501700577,1.0981860586400223,-0.46909590263494527,-0.22897489960844394
197,-0.37273397063672287,-0.5863677599169079,-0.5109344568484266,-0.9951097730367955,-0.10192818744366189
198,-0.37268100796537107,-0.5871659889552959,-0.499727493375157,-1.0017002403694248,0.28087335928667206
199,-0.37260959522429543,-0.5876590560402734,-0.4736516610593695,-1.0130633146690227,0.35075940819318396
200,-0.3725140573490857,-0.5878561365475854,-0.4522150859938579,-1.0266898145867374,0.42506034573962403
201,-0.3723890065195368,-0.5877599198181067,-0.44689307316467936,-1.0384754576500805,0.7115517895774673
202,-0.37223583541633465,-0.5871000565533888,-0.43035172472069055,-1.0279473667141417,0.568290906350615
203,-0.37207486924022365,-0.5864552249054953,-0.4187880331690775,-1.0267549775105602,0.007719991871364001
204,-0.37190031355565545,-0.5862375817480667,-0.42389052738067967,-1.017387370809226,0.5734356435084288
205,-0.37171910714882406,-0.5868328381368594,-0.4347068606735079,-1.0226114146186625,0.7925384427738988
206,-0.3715738986442508,-0.5871500085171665,-0.4345774398977733,-1.021670008700247,0.6202718717384255
207,-0.3714034881134975,-0.5875885934572846,-0.42734508736080556,-1.0277358133140828,0.6363538079784615
208,-0.37119174897419016,-0.5886584454783217,-0.4759115062746826,-1.0629447537651913,0.825935434965667
209,-0.3710217817611154,-0.5890816369839599,-0.5073231370144249,-1.0889935275182054,-0.05988444865055615
210,-0.3709201983781387,-0.5892570672723472,-0.4942866085716907,-1.0976840339336886,-0.06606832500804177
211,-0.3708615458867479,-0.5891954230218843,-0.450334600699528,-1.0935331446722139,0.8029828993483736
212,-0.3708438368361881,-0.5896244642253062,-0.4459436560820606,-1.1070346347876745,-0.07534397108529317
213,-0.3708274179373717,-0.5891110750686511,-0.4099513207244088,-1.1165044642869821,-0.07311252136110548
214,-0.37082817369367693,-0.588509762735495,-0.34141148538066585,-1.113018940216177,-0.07828315908663427
215,-0.37088142132129726,-0.5874678233322013,-0.2907497497168825,-1.112653112446115,0.8236107010829613
216,-0.371016538058053,-0.5877228431823004,-0.26845853784524387,-1.1283250294100553,0.6681744452928805
217,-0.13861359298715897,-0.18093714634357835,3.0094213692863967,-0.4312275384802745,-0.2304877761952245
218,-0.15993736302490996,-0.25639688311533987,2.789943524441417,-0.5357967629777994,-0.23205101022400199
219,-0.19795044997651612,-0.1850065281669207,3.0048845089303047,-0.5406812461874979,-0.23201432196454694
220,-0.24230790388781345,-0.18710773269408298,3.184332406956197,-0.5127253288549358,-0.2308077278033705
221,-0.24290306388521843,-0.18909849801252948,3.263868653322574,-0.5502250509231422,-0.23192780227625068
222,-0.2467867157322665,-0.19099083876501066,3.179009026532579,-0.5872030643556877,-0.23128458757761816
223,-0.25061540448983943,-0.19279168311947578,3.1447636366574625,-0.6236967006952364,-0.23194488991258344
224,-0.26098607786378925,-0.19455024063675785,3.1437011646899577,-0.659830277160395,-0.23128264019184397
225,-0.27454522460355146,-0.19627490246076493,3.0778451775591447,-0.6956303838691926,-0.23195345394582706
226,-0.2716573061364589,-0.19791393849720917,2.8999029935257856,-0.6989598890349442,-0.23198191719572975
227,-0.272034293977656,-0.19950035270063574,2.8365699445415027,-0.70218249925698,-0.2311025310131339
228,-0.27564503005737917,-0.20105729867923583,2.8702751723258637,-0.6417310562036117,-0.23121096974122352
229,-0.28245072751619044,-0.13235902591922646,2.808008070247624,-0.6767200446825072,-0.23038658036085136
230,-0.28919753670846304,-0.13404758499183742,2.8902621904998016,-0.6481844623403396,-0.2304668797014216
231,-0.2862659065510117,-0.1356622376803984,3.0360852467046406,-0.6512041203156883,-0.23141538081195667
232,-0.2865412638268344,-0.1372143763605246,3.133852182797255,-0.6541068671280613,-0.23055458407747365
233,-0.28999263082160703,-0.13870176224893627,3.2314913229760114,-0.625604090864088,-0.231976486078311
234,-0.2902310476215063,-0.1400973631337341,3.360811470844361,-0.6283040869081158,-0.2318832482460117
235,-0.2934093749372767,-0.1400973631337341,3.5341504091908584,-0.6283040869081158,-0.23189083521718867
236,-0.29382522215510254,-0.0738873724829865,3.7763070639134786,-0.6021706327833511,-0.2311672238929267
237,-0.3570326314324925,4.822296198797042,-0.7903471149951052,0.588959019195004,-0.21338497181616298
238,-0.35846559179021503,5.012478463089353,-0.7929334081546972,0.633649618857711,-0.21435366568312453
239,-0.3538277930602851,5.09048946529725,-0.7868654423583088,0.699373708888009,-0.20534579778425005
240,-0.3492291743410163,5.011230508031162,-0.8205579881885541,0.6242534607761022,-0.20559504547515617
241,-0.3497709356917903,4.846725743343447,-0.8405892992349583,0.5565442536759719,-0.20880010806843405
242,-0.34805041834251293,4.792519445234592,-0.8524315623463314,0.574104061463829,-0.21039261816167823
243,-0.346037287449496,4.6531678574802005,-0.877211519856556,0.44446898409220326,-0.1656395410069351
244,-0.3433444440418102,4.5237786515061895,-0.899896124246728,0.2841470217401381,-0.13849220840317403
245,-0.3415949240967949,4.436026598954372,-0.9123501761485854,0.20778615274765327,-0.2089955331161862
246,-0.33685190956412975,4.72564356339577,-0.9168220197766747,0.10215210342913897,-0.15462215545165725
247,-0.33623410839798057,5.50638118510467,-0.9213553174212187,0.04386548673096039,-0.1664254021346758
248,-0.3328985269556486,5.6954644605863205,-0.9211289208363741,0.007860625446843619,-0.21395010535780498
249,-0.33684263613358273,5.513082610221871,-0.9407012118135241,-0.25304293369965053,-0.18584926967533402
250,-0.3399365014926666,5.9135482802605,-0.9458838776167495,-0.361452479421748,-0.1924950563363002
251,-0.3392273963704224,6.078235603536466,-0.9462387054622357,-0.445604756952839,-0.1865383090060396
252,-0.3399882087618677,5.919104020210064,-0.9421962609456663,-0.5187371406830149,-0.19214071551258788
253,-0.340851197038946,5.901043659412933,-0.9356612326657298,-0.5516116892803247,-0.19672032755170857
254,-0.34171765187138003,5.881342102043533,-0.9290576288336588,-0.5525084581376049,-0.206445051569867
255,-0.34280889061520714,5.823106235033131,-0.9261065339788019,-0.5427719000659136,-0.22306865922752234
256,-0.3434606330757611,5.841602099207836,-0.9195902224813589,-0.5343291418825992,-0.2237091528925287
257,-0.3654443043040749,0.06113086427857981,-0.2940171111560237,-0.06878660588819979,-0.17948404722909966
258,-0.3642908958556434,0.08674365662833382,-0.3163966126654988,-0.13400332249213553,-0.21452679097379532
259,-0.3644879782789358,0.09514057348784179,-0.3117128158501414,-0.22436674802808046,-0.17163651212943068
260,-0.36477308690874444,0.10947201495473326,-0.3109483254303325,-0.31684958190043144,-0.21868579042764888
261,-0.3637990821827911,0.1258046707395838,-0.32788411885807217,-0.3991453888003313,-0.22076923630611206
262,-0.3656061257982283,0.14413046570550342,-0.3295514015844575,-0.4502288234293493,-0.2194920308801331
263,-0.3667801623455592,0.1761324151931859,-0.3426452315591474,-0.49134210096807274,-0.22049906179878714
264,-0.36660905608293887,0.20622175204085189,-0.33520026061732494,-0.5111281630645954,-0.18330229628721098
265,-0.365990964405433,0.26159563877234376,-0.31792453815946936,-0.5456225737740265,-0.2223265132043151
266,-0.3668899951611682,0.2801103631223827,-0.33243132978292694,-0.6000525184799562,-0.22171119152194807
267,-0.36546902280904436,0.2986968687513489,-0.3552158267355349,-0.6455180881649637,-0.20390071456473416
268,-0.3658309684741071,0.32510287696116474,-0.3672788403806408,-0.6776925709544698,-0.20317703164540693
269,-0.36636967611826515,0.3593132249552025,-0.36909500378779336,-0.7210843408114034,-0.20675176482930485
270,-0.36601750945551786,0.38196690337575706,-0.3862778158479895,-0.7547409156501494,-0.22366325203276854
271,-0.3677102959987196,0.38534321010450967,-0.41176149170133003,-0.7917892001705916,-0.22470469069747645
272,-0.36744582405120857,0.4003780442658542,-0.40588789306087997,-0.8060717521838525,-0.20889525369864798
