,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Road Injuries,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Mortality rate attributed to unintentional poisoning (per 100 000 population)
97,-0.3725621766013518,0.033500640559536686,-0.5600633213946045,-0.5170735176115848,-0.5164273606887592
98,-0.3725606670391288,0.0033877980569221792,-0.5641361304996045,-0.47014884508425914,-0.37371940735746906
99,-0.37255926466513245,-0.02726066700047655,-0.5989020935985186,-0.5170735176115848,-0.15853384051314326
100,-0.3725580213089835,-0.11234402439038875,-0.6193134108512715,-0.5733831246443758,0.13021046070278855
101,-0.3722463424016422,-0.11057399383927115,-0.6800628729047212,-0.44668650882059635,-0.1431491262729254
102,-0.3716216049021983,-0.136208554241465,-0.6989568919013301,-0.43260910706239863,-0.11561091294282373
103,-0.3697458395309232,-0.16907464859958282,-0.7246330929402157,-0.5170735176115848,0.5494363316078635
104,-0.3706788826984341,-0.16835205097691672,-0.7447803638570364,-0.5405358538752477,-0.2908193028707999
105,-0.3691116707087787,-0.1814920329816039,-0.7531504269696836,-0.5405358538752477,0.08108019876472217
106,-0.36910966807803464,-0.19487353077186262,-0.7650122355112586,-0.5217659848643175,-0.392286747046512
107,-0.3697357698181022,-0.20165346179845894,-0.7741791220285602,-0.5076885831061198,0.26852104604753396
108,-0.3697370075601114,-0.20862675549916093,-0.7560560244814966,-0.4654563778315266,-0.4641205470145563
109,-0.36661176885237196,-0.20217831061060912,-0.7444617783243092,-0.5029961158533871,-0.19730234860446202
110,-0.3678691340934856,-0.19590905350903318,-0.7700075445263815,-0.5874605264025734,-0.3141909492965235
111,-0.36413372163482177,-0.18978300967488984,-0.7681631282185686,-0.5874605264025734,-0.13911618104769657
112,-0.36321480427587016,-0.18376937870817056,-0.7267648049450807,-0.5546132556334454,-0.2770684173438148
113,-0.3644763920206144,-0.17785350615732654,-0.7649686375114834,-0.52645845211705,-0.3331348591722596
114,-0.3660445138141789,-0.172036827811917,-0.8001118228038117,-0.5181776275534044,-0.3289743659805702
115,-0.3666647905430295,-0.16529379641504022,-0.8183753690749336,-0.5181776275534044,-0.4262752432519044
116,-0.3670021816165565,-0.16070257966809676,-0.8369736602854551,-0.5181776275534044,-0.3168147931779977
117,-0.3649675353335842,-0.1869921818479188,-0.5829639491057497,0.7358152388680115,-0.5970376754918271
118,-0.365836741709332,-0.18616799380823437,-0.6316164530828867,0.7170453698570811,-0.722435547660614
119,-0.366541684018865,-0.17811663794069416,-0.6631788144072182,0.7639700423844067,-0.6527336208462675
120,-0.36656879779459806,-0.17209691031233484,-0.6921891429749281,0.7592775751316742,-0.4764623311977867
121,-0.3661296376227532,-0.1762496133200856,-0.7304318160573526,0.8202796494171976,-0.6090211106264303
122,-0.36749451207503187,-0.17051523374017943,-0.7600408561727676,1.0079783395265003,-0.6045083420988021
123,-0.3668817318799366,-0.16338663337208442,-0.7830386345033536,1.0079783395265003,-0.6822883067889836
124,-0.36735978777341244,-0.15358216085293544,-0.7941502585622592,1.0877502828229544,-0.6817052303708782
125,-0.3686657703610128,-0.14684907645562034,-0.8092385805730781,1.0924427500756868,-0.6769738081864606
126,-0.36845403773654806,-0.1459261171089053,-0.8303125050871938,1.1252900208448144,-0.7313517578874752
127,-0.36928327358952434,-0.14497574809993094,-0.8584419804937773,1.167522226119408,-0.715371819803775
128,-0.3684708732105027,-0.1495684683256956,-0.8866880443819393,1.1299824880975473,-0.6662111893022656
129,-0.36974448157999695,-0.15217662337917684,-0.9146426178974699,1.1252900208448144,-0.7265170825873515
130,-0.36998779926450004,-0.1501485120426437,-0.9435565379827862,1.0877502828229544,-0.6790449442132723
131,-0.3701017230976277,-0.14274148155984698,-0.94707357568046,1.0595954793065587,-0.7297786663011285
132,-0.37025383135641177,-0.13279337158955823,-0.9432535865806594,1.068980413812024,-0.72483466417261
133,-0.36999842823531787,-0.12477477818906643,-0.9513651879509305,1.0595954793065587,-0.7565515918324668
134,-0.3700280375920101,-0.12383817923096947,-0.9525861808903129,0.9892084705155704,-0.7532231972791154
135,-0.3700280375920101,-0.11688191137466754,-0.9423805857786476,0.9892084705155704,-0.7058239434572994
136,-0.37008472083935295,-0.12103631162659684,-0.9505606874569101,0.9892084705155704,-0.7425091680964291
137,-0.36737064848884765,0.14057078203273482,-0.5390738789354274,1.3692983179869083,-0.6429853119810682
138,-0.3671544803889435,0.17363257759620046,-0.5862356884436334,1.3692983179869083,-0.666296221279906
139,-0.36682404928747137,0.19927711667654863,-0.6195669808945473,1.4162229905142343,-0.7039532399492112
140,-0.3671761536232544,0.2522774413499455,-0.6424534930919766,1.275448972932257,-0.6814744292887114
141,-0.3665026249228772,0.2880478242360635,-0.6850933004862453,1.1346749553502797,-0.7505386162707551
142,-0.36548865163679994,0.30668712850231217,-0.727384500225091,1.275448972932257,-0.7272398543972947
143,-0.36799100669812823,0.34520860560515826,-0.7749698195338234,1.322373645459583,-0.6258027787850255
144,-0.36618210894138825,0.38873844997469253,-0.8089981864055507,1.4162229905142343,-0.5302754256187618
145,-0.36754559322221614,0.4446530470720993,-0.845090681366638,1.1815996278776053,-0.6957051381180958
146,-0.36834084555855473,0.4784820879701073,-0.8666100236628452,0.9469762652409769,-0.7205709178652144
147,-0.3677774113968135,0.49763621344207476,-0.8991348414519768,1.3692983179869083,-0.6422503927457479
148,-0.36823162973105655,0.5267112088247353,-0.9348998290668653,1.275448972932257,-0.6999506632874255
149,-0.3684590939327083,0.5607737437770516,-0.9617147664867582,1.275448972932257,-0.6920183945161169
150,-0.36721698923381785,0.5899846876033946,-0.9973478404960614,1.1815996278776053,-0.7197084506634336
151,-0.36800890563483923,0.6192557272586269,-1.012971232593817,1.322373645459583,-0.72548455143029
152,-0.3678965037405825,0.6510411396666904,-1.015254350033666,1.0408256102956284,-0.7171028279200252
153,-0.3689135448833844,0.6657028999203867,-1.0274835828036153,1.2607850127674676,-0.7458557837878464
154,-0.368687558594533,0.663259811357702,-1.0352396950661114,1.2607850127674676,-0.7411061404653632
155,-0.3688005315468844,0.6460659980002159,-1.0263693026678506,1.2607850127674676,-0.8097390938465164
156,-0.3689124268031886,0.6464121114518079,-1.0195681240171737,1.2607850127674676,-0.6575925909971456
157,-0.36770754789819665,-0.04616599744250192,-0.8335686824607238,-0.6015379281607711,0.30505442786944886
158,-0.36731383156006464,-0.08636773577611039,-0.8587349877739638,-0.5968454609080385,-0.38822950697052877
159,-0.36703183351399404,-0.11394879072724409,-0.8683387816519912,-0.6109228626662362,-0.41536078155049444
160,-0.3667540302823197,-0.12711747132556026,-0.8567374898478651,-0.6203077971717014,-0.4430265428470567
161,-0.36648742642205046,-0.15218253798870818,-0.8544517980305403,-0.6203077971717014,-0.005318364230579246
162,-0.3662349372748096,-0.1614435282907041,-0.8304996859768331,-0.6250002644244339,-0.4403480355513852
163,-0.3662004650084582,-0.18895193644942818,-0.8443439501077202,-0.6015379281607711,0.01490709902245096
164,-0.36699282372964576,-0.22494839051241813,-0.8590793953778324,-0.5874605264025734,-0.22112344976914192
165,-0.36838048304343357,-0.20919832698560933,-0.8464943359294663,-0.5733831246443758,-0.2304162301826963
166,-0.36883079450303086,-0.20253665934349976,-0.8460289991787436,-0.5686906573916432,-0.4461545048816845
167,-0.3686721987003677,-0.19597561348356157,-0.8386493331461581,-0.5780755918971083,-0.028252703342723944
168,-0.3693081209146803,-0.18957989865446023,-0.8363261525752317,-0.5780755918971083,-0.020727373321551393
169,-0.36993145510701686,-0.18760197182868854,-0.8485132808269986,-0.5780755918971083,-0.24256972927258022
170,-0.3701547867672472,-0.18988758668199895,-0.8500131907427402,-0.5780755918971083,-0.2523119644250908
171,-0.37008576336999616,-0.19210499426868868,-0.8599190312348077,-0.5780755918971083,-0.04239838019446773
172,-0.37001766397588287,-0.19421381600910873,-0.8406218771282585,-0.5874605264025734,-0.26792140603478676
173,-0.36985599381539047,-0.19617030524206233,-0.8565996765362656,-0.5827680591498409,-0.07289449160391653
174,-0.3697895150242785,-0.19186343636607944,-0.8546558169832733,-0.592152993655306,-0.47761026289593167
175,-0.3696029669753538,-0.17766768300806937,-0.8400084667932524,-0.592152993655306,-0.27154133879719095
176,-0.3694731979948674,-0.17503489946786946,-0.8411172461758034,-0.592152993655306,-0.48487442327149444
177,-0.35867921108034656,-0.5312749786455425,0.5943124910410695,-0.5076885831061198,-0.6578173183666236
178,-0.3604253176306575,-0.5336468280982041,0.4575817592504186,-0.5780755918971083,-0.6213932633731036
179,-0.3624691336537029,-0.5390389407804318,0.28565947901840605,-0.5639981901389106,-0.6869650655592038
180,-0.3621604994199944,-0.5462222746589337,0.17563500021911568,-0.5827680591498409,-0.7543407604138174
181,-0.3630078376640041,-0.5523632201621012,0.12397065616889245,-0.5499207883807129,-0.6908947576687264
182,-0.36272373705453037,-0.5356011106058497,0.0686285335760171,-0.559305722886178,-0.6844930644949445
183,-0.3634288530237704,-0.5417333659659185,-0.035604209716303646,-0.5405358538752477,-0.7156086945986302
184,-0.3631668089235119,-0.5471240117590352,-0.12732786369600602,-0.52645845211705,-0.6870683186749099
185,-0.36279824103867836,-0.5508442028595396,-0.1558431449786929,-0.5874605264025734,-0.6459249889223494
186,-0.3631244479582028,-0.5532083342199705,-0.20146641397239962,-0.5827680591498409,-0.7715354410352372
187,-0.3634193221778541,-0.5382267508450169,-0.26589046552358747,-0.5968454609080385,-0.6948426709163149
188,-0.3636886428437843,-0.5406665727579989,-0.3104041822311536,-0.592152993655306,-0.7743354225846807
189,-0.36393601476005516,-0.5429075571989422,-0.3222771274699765,-0.5968454609080385,-0.7785627266159447
190,-0.3641659302048187,-0.5449904004829121,-0.31154296955447147,-0.5968454609080385,-0.7794677098065458
191,-0.3643828403350826,-0.5469554264015056,-0.32194824427356405,-0.592152993655306,-0.6971567554506706
192,-0.3652777495970886,-0.5488118923354138,-0.3384061538565378,-0.5874605264025734,-0.6961667402824292
193,-0.36545548676929096,-0.5505684211362011,-0.3935637888639907,-0.5874605264025734,-0.7833366647891824
194,-0.36628231553112184,-0.5379140893376025,-0.420143775476208,-0.5722790147025563,-0.7840047731849282
195,-0.36628231553112184,-0.5379140893376025,-0.42660701313938204,-0.5722790147025563,-0.7831787482592789
196,-0.3684551386588257,-0.5415900501700577,-0.46909590263494527,-0.5722790147025563,-0.6115052591160666
197,-0.37273397063672287,-0.5863677599169079,-0.9951097730367955,-0.6484626006880968,-0.6132787832211372
198,-0.37268100796537107,-0.5871659889552959,-1.0017002403694248,-0.6484626006880968,-0.6504316837372889
199,-0.37260959522429543,-0.5876590560402734,-1.0130633146690227,-0.6484626006880968,-0.6586554907176502
200,-0.3725140573490857,-0.5878561365475854,-1.0266898145867374,-0.6484626006880968,-0.6634112077528221
201,-0.3723890065195368,-0.5877599198181067,-1.0384754576500805,-0.6484626006880968,-0.6544403341117633
202,-0.37223583541633465,-0.5871000565533888,-1.0279473667141417,-0.6484626006880968,-0.6826284346995449
203,-0.37207486924022365,-0.5864552249054953,-1.0267549775105602,-0.6484626006880968,-0.6407927017004845
204,-0.37190031355565545,-0.5862375817480667,-1.017387370809226,-0.6484626006880968,-0.6646138028651644
205,-0.37171910714882406,-0.5868328381368594,-1.0226114146186625,-0.6484626006880968,-0.6636116402715457
206,-0.3715738986442508,-0.5871500085171665,-1.021670008700247,-0.6484626006880968,-0.651458141181662
207,-0.3714034881134975,-0.5875885934572846,-1.0277358133140828,-0.6484626006880968,-0.6569730723029087
208,-0.37119174897419016,-0.5886584454783217,-1.0629447537651913,-0.6484626006880968,-0.6796705366201979
209,-0.3710217817611154,-0.5890816369839599,-1.0889935275182054,-0.6484626006880968,-0.6850761409130498
210,-0.3709201983781387,-0.5892570672723472,-1.0976840339336886,-0.6484626006880968,-0.6583578787959088
211,-0.3708615458867479,-0.5891954230218843,-1.0935331446722139,-0.6484626006880968,-0.6535657194846053
212,-0.3708438368361881,-0.5896244642253062,-1.1070346347876745,-0.6484626006880968,-0.6624819297114667
213,-0.3708274179373717,-0.5891110750686511,-1.1165044642869821,-0.6484626006880968,-0.6773017886716449
214,-0.37082817369367693,-0.588509762735495,-1.113018940216177,-0.6484626006880968,-0.671155191430784
215,-0.37088142132129726,-0.5874678233322013,-1.112653112446115,-0.6484626006880968,-0.6357818887323914
216,-0.371016538058053,-0.5877228431823004,-1.1283250294100553,-0.6484626006880968,-0.5965639259021165
217,-0.13861359298715897,-0.18093714634357835,-0.4312275384802745,-0.4185317053042009,-0.816553799483123
218,-0.15993736302490996,-0.25639688311533987,-0.5357967629777994,-0.4185317053042009,-0.58844944575015
219,-0.19795044997651612,-0.1850065281669207,-0.5406812461874979,2.913120044135924,-0.8154605311991754
220,-0.24230790388781345,-0.18710773269408298,-0.5127253288549358,-0.3106049584913518,-0.6572706842246498
221,-0.24290306388521843,-0.18909849801252948,-0.5502250509231422,-0.32937482750228203,-0.7148555542252442
222,-0.2467867157322665,-0.19099083876501066,-0.5872030643556877,1.1393674226030124,-0.7173518501402576
223,-0.25061540448983943,-0.19279168311947578,-0.6236967006952364,-0.12290626838204893,-0.819602803252799
224,-0.26098607786378925,-0.19455024063675785,-0.659830277160395,3.3260571623763906,-0.8216860867049879
225,-0.27454522460355146,-0.19627490246076493,-0.6956303838691926,-0.23083301519489807,-0.8215524650258389
226,-0.2716573061364589,-0.19791393849720917,-0.6989598890349442,-0.2120631461839678,-0.5216143113248216
227,-0.272034293977656,-0.19950035270063574,-0.70218249925698,1.2144468986467334,-0.37668945286219324
228,-0.27564503005737917,-0.20105729867923583,-0.6417310562036117,-0.27775768772222376,-0.32601646790122313
229,-0.28245072751619044,-0.13235902591922646,-0.6767200446825072,-0.24021794970036323,-0.49829732831329526
230,-0.28919753670846304,-0.13404758499183742,-0.6481844623403396,-0.23083301519489807,-0.4089469409513354
231,-0.2862659065510117,-0.1356622376803984,-0.6512041203156883,0.9563611997464422,-0.4325979781607346
232,-0.2865412638268344,-0.1372143763605246,-0.6541068671280613,-0.1979857444257701,-0.4297433331970937
233,-0.28999263082160703,-0.13870176224893627,-0.625604090864088,0.4099820440063936,-0.4092020368842565
234,-0.2902310476215063,-0.1400973631337341,-0.6283040869081158,0.4099820440063936,-0.4447393298252412
235,-0.2934093749372767,-0.1400973631337341,-0.6283040869081158,0.4099820440063936,-0.4207056487164604
236,-0.29382522215510254,-0.0738873724829865,-0.6021706327833511,0.4099820440063936,-0.3905678863556389
237,-0.3570326314324925,4.822296198797042,0.588959019195004,-0.5686906573916432,1.0917763587108125
238,-0.35846559179021503,5.012478463089353,0.633649618857711,-0.4748413123369918,4.296856323345722
239,-0.3538277930602851,5.09048946529725,0.699373708888009,-0.4560714433260615,1.2325042817056198
240,-0.3492291743410163,5.011230508031162,0.6242534607761022,-0.4185317053042009,3.999129001063354
241,-0.3497709356917903,4.846725743343447,0.5565442536759719,-0.024364456074664972,3.6714400540881336
242,-0.34805041834251293,4.792519445234592,0.574104061463829,1.3270661127123153,3.5417176984850656
243,-0.346037287449496,4.6531678574802005,0.44446898409220326,-0.5733831246443758,0.7688188339200102
244,-0.3433444440418102,4.5237786515061895,0.2841470217401381,-0.5733831246443758,2.480105605070461
245,-0.3415949240967949,4.436026598954372,0.20778615274765327,-0.5639981901389106,0.4085565657958411
246,-0.33685190956412975,4.72564356339577,0.10215210342913897,-0.5639981901389106,1.9821644177211608
247,-0.33623410839798057,5.50638118510467,0.04386548673096039,2.509567860400923,3.9906865404262026
248,-0.3328985269556486,5.6954644605863205,0.007860625446843619,-0.48422624684245696,1.9813019505193799
249,-0.33684263613358273,5.513082610221871,-0.25304293369965053,-0.5358433866225152,3.2549716487436817
250,-0.3399365014926666,5.9135482802605,-0.361452479421748,-0.5358433866225152,1.5702027071916487
251,-0.3392273963704224,6.078235603536466,-0.445604756952839,0.7639700423844067,1.477359935033745
252,-0.3399882087618677,5.919104020210064,-0.5187371406830149,-0.5499207883807129,1.3288758809355985
253,-0.340851197038946,5.901043659412933,-0.5516116892803247,-0.5405358538752477,2.7799769479319036
254,-0.34171765187138003,5.881342102043533,-0.5525084581376049,-0.13311928534387873,2.676432294016691
255,-0.34280889061520714,5.823106235033131,-0.5427719000659136,-0.13311928534387873,0.0010894026558913
256,-0.3434606330757611,5.841602099207836,-0.5343291418825992,-0.13311928534387873,1.174099460492065
257,-0.3654443043040749,0.06113086427857981,-0.06878660588819979,1.251986636668594,-0.5236672262135675
258,-0.3642908958556434,0.08674365662833382,-0.13400332249213553,1.223831833152199,-0.4651166358954863
259,-0.3644879782789358,0.09514057348784179,-0.22436674802808046,1.3505284489759781,-0.4935112427146803
260,-0.36477308690874444,0.10947201495473326,-0.31684958190043144,1.2566791039213265,-0.6528550951000395
261,-0.3637990821827911,0.1258046707395838,-0.3991453888003313,1.3505284489759781,-0.4814184807516824
262,-0.3656061257982283,0.14413046570550342,-0.4502288234293493,1.322373645459583,-0.5339986114968721
263,-0.3667801623455592,0.1761324151931859,-0.49134210096807274,1.392760654250571,-0.5455811815940278
264,-0.36660905608293887,0.20622175204085189,-0.5111281630645954,1.3505284489759781,-0.5896216722990493
265,-0.365990964405433,0.26159563877234376,-0.5456225737740265,1.1487523571084777,-0.5359361258445348
266,-0.3668899951611682,0.2801103631223827,-0.6000525184799562,1.068980413812024,-0.5977118576002614
267,-0.36546902280904436,0.2986968687513489,-0.6455180881649637,1.0971352173284192,-0.49804223238037415
268,-0.3658309684741071,0.32510287696116474,-0.6776925709544698,1.0924427500756868,-0.47642588892165516
269,-0.36636967611826515,0.3593132249552025,-0.7210843408114034,1.0971352173284192,-0.5900103899111195
270,-0.36601750945551786,0.38196690337575706,-0.7547409156501494,1.167522226119408,-0.582697639834048
