,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Road Injuries,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)_y",Mortality rate attributed to unintentional poisoning (per 100 000 population)
604,-0.34916015093851716,0.058899103288886215,-0.21950449986370033,0.6795056318352205,-0.585837749294053
605,-0.34960256787712635,0.04775220553967827,-0.23677436102928115,0.36980279315487086,-0.5310650082682795
606,-0.34723489919373207,0.03691565052604362,-0.224952866872077,0.6888905663406857,-0.6644801811860153
607,-0.3478448881942634,0.020346437225392967,-0.2577682965729148,0.806202247659,-0.6208830715072614
608,-0.3448097760859633,-0.004218223930208261,-0.29307119346473554,-0.5452283211279803,-0.6567908609222506
609,-0.3465136249935994,-0.018802106701526485,-0.32012108695283853,0.5950412212860342,-0.6962517722600696
610,-0.3432608628250611,-0.04012762411862838,-0.31734469032026213,0.15394929952917263,-0.6434590615707788
611,-0.3439220743482521,-0.05753700055896454,-0.33922020499223016,0.6888905663406857,-0.6842379685620233
612,-0.3432368768988745,-0.060697536421908775,-0.35379356629330516,0.576271352275104,-0.6980738860666488
613,-0.34525563548776333,-0.07063428064571713,-0.3627915198855757,0.4756765855446494,-0.6433193661789411
614,-0.3459803883927804,-0.049514666392296555,-0.368899265044611,0.4756765855446494,-0.5225010733773569
615,-0.346453014418071,-0.03353002680950272,-0.37147631889716115,0.4756765855446494,-0.4520824484657558
616,-0.3473856885800039,-0.025876098595318642,-0.395489385403542,0.4756765855446494,-0.6884774200186645
617,-0.36560877906188066,-0.4235548734229106,0.4546757659703154,-0.5639981901389106,0.2137725998725149
618,-0.36480925118739926,-0.4015602371455061,0.5271688873727479,-0.6484626006880968,0.24584787658099905
619,-0.36430556331183916,-0.3746066060684809,0.5889037645785441,-0.559305722886178,0.43036119434790676
620,-0.3640536694542351,-0.3434428374527023,0.6580993455802743,0.1821041030455681,0.5127389595433565
621,-0.36320624827419823,-0.3123344967912791,0.7407705854622222,-0.5639981901389106,0.19108728298060274
622,-0.3620638214809504,-0.2982514932571218,0.7444281400969192,-0.6250002644244339,0.41178778094617513
623,-0.36233063853265524,-0.29596998560288984,0.7017943283279438,-0.6484626006880968,0.5689936864651479
624,-0.3622389647322746,-0.29590208582567473,0.691414193112691,-0.6109228626662362,0.3945019946344263
625,-0.36136147667859453,-0.2954606795596061,0.7020541914266938,-0.6109228626662362,0.43644705446188153
626,-0.3613802990470286,-0.3003763262775134,0.7042333753269836,-0.6015379281607711,0.6406574224779114
627,-0.36118679092236616,-0.3037155462226582,0.6814635710063173,-0.5686906573916432,0.2928766339288105
628,-0.360998893361639,-0.3104136476172718,0.5904531411007004,-0.5499207883807129,0.4585918109245085
629,-0.36148538405377356,-0.31614636251851075,0.4791479390294759,-0.5639981901389106,0.5944789849065036
630,-0.3606624908765354,-0.3217393592411201,0.38823236421069907,1.0924427500756868,0.23246141381532984
631,-0.3579376426152405,-0.3247690162882627,0.31897884120596165,-0.5686906573916432,0.39741737672495314
632,-0.3550833848130632,-0.32865875287019963,0.2375069164675534,-0.5686906573916432,0.5545625451170398
633,-0.35288315335959053,-0.33117229906373824,0.1900164029927425,-0.5639981901389106,0.14987106867577912
634,-0.3518542382708102,-0.3348500991109598,0.14440366299881682,-0.4436502064805929,0.5002088902667795
635,-0.35139647010275077,-0.33673465296704275,0.12267704237620936,-0.4436502064805929,0.10320066037659485
636,-0.3515074596480444,-0.33915469074802085,0.08697326308067112,-0.4436502064805929,0.086230707124653
637,-0.3253245000544458,-0.5802090538270425,0.15517058681336587,-0.6296927316771666,-0.7349959855006338
638,-0.3207293210021275,-0.5811689907004512,0.07448933950524927,0.1821041030455681,-0.6339294063623692
639,-0.31656590257074996,-0.5786516510893273,0.20198341629217734,-0.6343851989298991,-0.7419200179656351
640,-0.31306794172290126,-0.5787622701724169,0.08338940213003665,-0.6250002644244339,-0.7801054496388485
641,-0.31185908934068407,-0.5774165103500698,0.06797215499404606,-0.6250002644244339,-0.6804661929824042
642,-0.31322834089666196,-0.5785360750317715,-0.0028562990803587345,0.684198099087953,-0.7731814171738471
643,-0.3144845472087661,-0.5772157271478221,0.016313334606057765,-0.6156153299189688,-0.7778581759440674
644,-0.3130149949933507,-0.5778186353131041,-0.03089265215440544,-0.6296927316771666,-0.6854648585251202
645,-0.31469552910690485,-0.5769936883156942,-0.02738973832472082,-0.6156153299189688,-0.7343643193810196
646,-0.31657975961857693,-0.5747935346024128,0.022850710010782628,-0.6156153299189688,-0.7871448826449332
647,-0.31525519428113263,-0.5726370926719719,-0.02126960463977784,0.6935830335934182,-0.7541585490331595
648,-0.3175249640666923,-0.5714257610402167,-0.1003844793131154,-0.019671988821932395,-0.73375694811216
649,-0.3202070337208481,-0.571573972112784,-0.10147882110029852,-0.6203077971717014,-0.7670287462202977
650,-0.31890141231647906,-0.5743606778137619,-0.10611789271838556,-0.6250002644244339,-0.7557012720560633
651,-0.3199464255356555,-0.5753317355140132,-0.11614787740155198,-0.6250002644244339,-0.7490627040874259
652,-0.32036372392734325,-0.5754093466591378,-0.08961773325470317,-0.6250002644244339,-0.72054662301446
653,-0.32253516177924413,-0.5746222546009851,-0.12230896725427853,-0.6250002644244339,-0.7245066836874258
654,-0.3234872328186691,-0.5738443704797704,-0.12049713953087286,-0.38651251699143746,-0.6877485744960328
655,-0.32418849187210624,-0.5725738053715611,-0.13980684816975567,-0.38651251699143746,-0.793668050072487
656,-0.32605852570475335,-0.5723107139810156,-0.17500675640586716,-0.38651251699143746,-0.7938138191770133
657,-0.37286755783153563,-0.47559196110867213,0.3261481707960531,-0.6296927316771666,0.6772211728632692
658,-0.37286755783153563,-0.47939400295664397,0.22876510567061842,-0.6296927316771666,1.3350406993145252
659,-0.37286755783153563,-0.4831590780770292,0.16615129983200766,-0.6343851989298991,1.2564529308367602
660,-0.3712929079323167,-0.4868757164656028,0.05861337355801743,-0.6203077971717014,0.945071902430425
661,-0.3713349818836205,-0.49053480553261297,0.15063057827682572,-0.6156153299189688,1.1897149758144494
662,-0.3713763034010836,-0.4941284569034961,0.22148686942508836,-0.6390776661826317,0.5679247130319548
663,-0.3714159588217509,-0.49757721110211267,0.0030389521587564127,-0.6062303954135037,1.0670502743555317
664,-0.371453206844785,-0.5008165986478081,0.22657322357007617,-0.6296927316771666,1.0028146889609229
665,-0.3714881919266233,-0.5038591826337724,0.24996912567693688,-0.6390776661826317,0.4976032675233713
666,-0.3715210042243094,-0.5067128038413332,0.03500646479940481,-0.6390776661826317,0.6330895764679187
667,-0.37155172360716215,-0.5093844083486077,-0.19519370124078353,-0.6296927316771666,1.112493792691619
668,-0.371580457798867,-0.5118833646733241,-0.12402732853337405,-0.6250002644244339,0.6849955251046741
669,-0.37160733857520695,-0.5142211330970231,-0.154103671279978,-0.6296927316771666,0.4682793826628218
670,-0.37163247300473656,-0.4895537986018331,-0.13373796531583257,-0.6109228626662362,0.952530421612023
671,-0.3716559501897955,-0.4921060045544295,0.2077118769497241,-0.6270113218184623,0.7617611797758598
672,-0.3716778344049512,-0.494485038669808,0.187385328906795,-0.6270113218184623,0.728380054839327
673,-0.3716983553442602,-0.496715871000248,0.15717420642171734,-0.6270113218184623,0.4318006642551044
674,-0.37171774655767287,-0.4738246826463942,0.13991136463096826,-0.6270113218184623,0.9478475891291143
675,-0.3705679352838101,-0.4738246826463942,0.16248153955073616,-0.6270113218184623,0.36296727835522724
676,-0.37063916242104594,-0.4784705460201267,0.08713119182522833,-0.6270113218184623,0.607318813530199
677,-0.3367317853591417,-0.33244773189421456,0.05415924627775403,-0.5639981901389106,-0.7378202619008317
678,-0.33364659282449655,-0.33787031355150077,0.03787224487827942,0.40734253117673147,-0.5718256941214583
679,-0.33866847151250107,-0.3424740871447311,0.01888379767956985,0.20087397205649837,-0.7226784961681578
680,-0.3353271748808341,-0.34185876423886197,-0.00325403545197034,-0.5874605264025734,-0.7252841189115662
681,-0.3397055789599014,-0.3266476848111149,-0.00932978420916108,-0.5827680591498409,-0.731868023466006
682,-0.33975252892410185,-0.33582501655866753,-0.14057081313350214,-0.5686906573916432,-0.7293109904241065
683,-0.336309246433967,-0.31628822904188564,-0.04133026941849451,0.4401898019458594,-0.8240609083662297
684,-0.34347751165349966,-0.32064537726502074,-0.17660332521157407,-0.5546132556334454,-0.8230769669106769
685,-0.34050913665454907,-0.31573505127267315,-0.16093238550692973,-0.5546132556334454,-0.7706304578446361
686,-0.3440864296013759,-0.32907810232566465,-0.2274789220272869,-0.5639981901389106,-0.7661237630296968
687,-0.34077307149283764,-0.31965129325623715,-0.11029657236016883,-0.559305722886178,-0.7276771617108737
688,-0.34160228007408616,-0.32366175874605946,-0.16732484938528286,0.3228781206275451,-0.79768277415965
689,-0.33559254182366777,-0.32317514652625906,-0.14206493044400648,-0.2120631461839678,-0.7452058965301666
690,-0.3380441824627139,-0.3226886126651998,-0.15428594873224757,-0.5405358538752477,-0.7163253926958847
691,-0.3357428855452132,-0.3136986445254817,-0.13351048524518067,-0.52645845211705,-0.6897103836944498
692,-0.34140822932955567,-0.3049047997012406,-0.04872667135011934,-0.5217659848643175,-0.7188277623235869
693,-0.34273872365174063,-0.29628922554802034,0.06786292295999564,-0.5217659848643175,-0.7230672137802281
694,-0.34403370317119014,-0.29192854391298434,0.048758270338063035,-0.32275016785136545,-0.7844724490619502
695,-0.3447875294368201,-0.2878311193760746,0.013614913536442454,-0.32275016785136545,-0.7574626487357565
696,-0.3459684686728533,-0.2873364921798435,-0.043382443882805335,-0.32275016785136545,-0.7382029058002134
697,-0.3701291132702219,0.5120065015858748,-0.10863879584100179,2.6691117469938304,-0.4649587193655828
698,-0.37161171218565203,0.49111824879817567,-0.1322913431000742,5.522131836655233,-0.30930161058220246
699,-0.3705867078384507,0.44011662415586733,-0.16603392394031682,3.0820488652342966,-0.5370536889792368
700,-0.3712149386269317,0.4720835945395519,-0.16516083666264186,2.5471075984227833,-0.18085473464373963
701,-0.3716278426063205,0.48578231525302906,-0.25613376431316914,2.4016411135880738,0.03846703054152113
702,-0.3718342400669848,0.5354465712726133,-0.2578813617939707,-0.4748413123369918,-0.12244991343018471
703,-0.37038695792925047,0.5716999490764804,-0.3082674037705344,1.7916203707328398,-0.3296242532382502
704,-0.3720404267583468,0.6440162546675845,-0.30786576587314357,1.932394388314817,-0.4785699095007301
705,-0.3712126441518794,0.6849943869342948,-0.32564382961132254,1.9887039953476078,-0.4972283548801021
706,-0.36955615717569684,0.6721171751337761,-0.4489632950159412,1.5710744098544092,-0.5524080346560116
707,-0.3703826080568043,0.6638426986768192,-0.5397941522708742,-0.4560714433260615,-0.5272264218490857
708,-0.3705881240213126,0.6467047277714839,-0.5838352553129716,5.071654980392905,-0.4758063702274182
709,-0.37037881521674454,0.6387529565581634,-0.6339004941064401,-0.06659666134925814,-0.3257431508302363
710,-0.37120675309371004,0.5993803395270997,-0.7144810743864879,2.256174628753364,-0.6543978181229431
711,-0.3709970306310609,0.5962506972232979,-0.7461538797520778,1.5429196063380135,-0.5306519958054549
712,-0.3705784443852398,0.5978055559993001,-0.7430689843943193,1.0783653483174889,-0.6563110376198514
713,-0.3712003915341315,0.5678181493194632,-0.7971311803152246,1.242601702163129,-0.5965092624879191
714,-0.37119778905856304,0.5832923655378752,-0.8000309536560039,1.982355363182146,-0.5776746794405778
715,-0.37119778905856304,0.5878303816917871,-0.797982412400893,1.982355363182146,-0.5480410352329099
716,-0.371191894705251,0.596661593300469,-0.7993894007379432,1.982355363182146,-0.5942255465170063
717,-0.370846986558521,-0.4700604490637406,0.4884091190005781,0.5340391470005108,-0.7853106214129767
718,-0.370875047400448,-0.47219579592644084,0.420792321396834,0.5105768107368481,-0.7805731255158704
719,-0.3709048925262422,-0.4744669215005492,0.3621662070632639,1.918316986556619,-0.7421083030589817
720,-0.36997799923159586,-0.47722870397820344,0.25091839792297155,0.5246542124950457,-0.7778460285186902
721,-0.3700439720385644,-0.4805755939669899,0.21871563617401654,5.465822229622441,-0.82414594034387
722,-0.37010975811791086,-0.48391301101021844,0.1501103040131032,0.6607357628242903,-0.7580821674299935
723,-0.37016402982308866,-0.48666628823276564,0.04561664002117007,1.0314406757901633,-0.29264141667737914
724,-0.37021010474942045,-0.46974427465176777,-0.01659386038521459,1.6696162221617932,-0.5945899692783222
725,-0.37025472125080144,-0.4723310810937962,-0.13660491247859075,0.7405077061207439,-0.22027920370542686
726,-0.36944136301326247,-0.47483520792775985,-0.2526769063840306,4.419402032263079,-0.5521954547119107
727,-0.3694970713003645,-0.47725762818970574,-0.3897820730161361,0.6044261557914994,-0.8242248986088218
728,-0.369550650680522,-0.4795874750198213,-0.4816980921945713,1.0079783395265003,-0.12116228634020193
729,-0.36960189340749516,-0.4818157147765002,-0.5464980554165726,0.576271352275104,-0.8257858427697914
730,-0.36965088107309535,-0.48394589539968086,-0.5696561819925223,0.5152692779895806,-0.5924095064231157
731,-0.369697672021782,-0.48598055394099404,-0.576344365431092,0.6560432955715576,-0.8234049473958611
732,-0.36896097425378094,-0.470933369359159,-0.5825800057728127,0.6231960248024296,-0.6053343670244514
733,-0.36978474840306197,-0.47301036673646757,-0.5959146700293231,1.341143514470513,-0.5309799762906392
734,-0.36982506180662617,-0.4749824791822048,-0.5861799975347296,1.341143514470513,-0.7108043878619495
735,-0.36982506180662617,-0.4749824791822048,-0.5787146781125468,1.341143514470513,-0.5341322331760213
736,-0.36915737246918184,-0.4786195348657961,-0.5882290884940081,1.341143514470513,-0.6161152070467122
737,-0.3667747439499857,1.6054612601635831,-0.6090562012377507,2.0543985368858637,-0.6431007125221516
738,-0.36592827717392623,1.8014781544379026,-0.6480954376801258,0.0037903474417303705,-0.5991938434962792
739,-0.36543401730189595,2.0072051470049046,-0.6665813743542293,1.4303003922724318,-0.7030118144824786
740,-0.3642550650274672,2.151268106008538,-0.7120815641768713,4.766644608965288,-0.7517715799465406
741,-0.36480060900784006,2.354106914054891,-0.7639647130563104,1.3786832524923738,-0.621296083970086
742,-0.36602600999486473,2.5073465386867,-0.8255094322692732,1.4349928595251646,-0.6570520305678604
743,-0.36741272147061405,2.585768382520443,-0.8547616902065694,0.1445643650237075,-0.652454230062592
744,-0.3667504605859394,2.64571396520156,-0.8670329098614853,1.4256079250196991,-0.6071989968198509
745,-0.367785407862341,2.657915873910244,-0.9007337608615142,4.372477359735752,-0.7227574544331096
746,-0.3662797250172805,2.549335853888526,-0.9606640247915307,1.406838056008769,-0.6539119211078553
747,-0.3659608039098675,2.4271281502336057,-1.013566609871196,1.6414614186453975,-0.6897103836944498
748,-0.3678269159911419,2.371740789545428,-1.0611660203869882,0.06009995447452126,-0.7570253414221775
749,-0.367168809632133,2.3279687250573136,-1.100232939346751,1.2895263746904546,-0.8014545497392692
750,-0.36701492339927444,2.281070945345455,-1.1177302238682536,3.8093812894078445,-0.718645550942929
751,-0.3690302597718733,2.2345840304667655,-1.1285671012177851,1.3880681869978386,-0.714813038236424
752,-0.3680399969879227,2.249936460267425,-1.1328044717872918,1.3270661127123153,-0.7564361912913835
753,-0.3683828008480366,2.276129237594406,-1.1158188057218523,1.3552209162287105,-0.6888236216419146
754,-0.3685582729703919,2.2842515674255677,-1.10703124141077,1.7228895268545803,-0.7971361400176763
755,-0.3687240146958205,2.302269358619762,-1.0940175588370578,1.7228895268545803,-0.8050319665128532
756,-0.3689068893327736,2.3076064951164503,-1.0879439048091162,1.7228895268545803,-0.7676664860526005
757,0.35998862267302467,-0.4729319924940151,-0.24273492277411915,-0.019671988821932395,1.1364120732593166
758,0.4972915090016695,-0.47806486926255815,-0.26136754646258736,-0.6203077971717014,1.104342870263521
759,0.5999162040914029,-0.48281810337077496,-0.24020156237919102,-0.5076885831061198,1.1334238066165265
760,0.7179796038175039,-0.4775979226900521,-0.1911867271481369,-0.31998989299681696,0.7946624814099933
761,0.85814019442377,-0.4394485231479327,0.031076744742529007,-0.6156153299189688,0.7065511314365073
762,0.9377433733389537,-0.44193493648224447,0.05061692469669654,-0.6109228626662362,0.6271251906077159
763,0.9706163185472131,-0.4453471833062194,0.033751024589334544,-0.6296927316771666,1.00014225537794
764,0.9786002848377744,-0.4201710296970208,0.07748348991365644,-0.5639981901389106,0.9876668495155604
765,0.9870481706299747,-0.42442579957244686,0.09461997326001484,-0.6203077971717014,0.9298815469962424
766,0.9965650287962843,-0.4286705697803801,0.071892635207175,-0.6156153299189688,0.9568974210351247
767,1.0060462767664282,-0.40558256452395325,0.11063909177005966,-0.44199404156786376,1.0157699181257016
768,0.974682568857499,-0.4103521847623649,0.11017271441095078,-0.6109228626662362,0.7484354541370765
769,0.9217550597721357,-0.38903839276710345,0.11984013470283769,-0.5733831246443758,1.0182358454772722
770,0.8903055822610846,-0.3943163970306346,0.10500616765654328,-0.5452283211279803,0.4912258692003435
771,0.8450684079517359,-0.39940996654001903,0.02293803906801068,-0.6343851989298991,0.48270445029824105
772,0.773520284431942,-0.3799375846096843,0.0322092182020598,-0.6203077971717014,0.7471842693232255
773,0.703664671662411,-0.3852269200242585,0.029899105638629412,-0.6203077971717014,0.4355542186966578
774,0.6461859597296785,-0.39035026131823014,0.04836632959309482,-0.5394317439334283,0.44313421213202764
775,0.6118237757866973,-0.367003294309786,0.10106251166502705,-0.5394317439334283,1.056779626199113
776,0.5563830759621085,-0.35533120713670696,0.06197105305070047,-0.5394317439334283,0.714884265245263
777,-0.34666378091765904,0.09036246797437267,0.5416863647869248,-0.6343851989298991,-0.5180429682639262
778,-0.33799480146679833,0.08639630030283688,0.5688923132692468,-0.6250002644244339,-0.48551823681648576
779,-0.3320144139403615,0.11322153530027207,0.7819208424519694,-0.6296927316771666,-0.5464557962211859
780,-0.32766910767236956,0.11166379861359711,0.8819989379654046,-0.6484626006880968,-0.49032861726585514
781,-0.3223391091519652,0.10454374907742803,0.9468575226559587,1.0642879465592912,-0.5047415374758973
782,-0.31424513051094605,0.09922465664748734,1.10976735359666,-0.6296927316771666,-0.42670647685279484
783,-0.3069060675356457,0.06421667637890466,1.180736072415258,0.33695552238574294,-0.5140343178894518
784,-0.3107494428545257,0.03646004169048082,1.290679022139319,-0.6156153299189688,-0.44312372225007424
785,-0.30949861225749875,0.008067649114619142,1.4102918722019078,-0.6437701334353643,-0.44105258622326243
786,-0.3076439858169553,-0.02775016944376943,1.452022982203894,-0.6296927316771666,-0.6043504255688986
787,-0.30684419973926663,-0.059734822641042844,1.4779555889812401,-0.6250002644244339,-0.4773005035488132
788,-0.31206965487911104,-0.09480326800791167,1.4261224165027033,0.6560432955715576,-0.47995471599373035
789,-0.308722383446211,-0.13549512966496285,1.38722326752441,-0.6203077971717014,-0.6276917034311794
790,-0.3040220337292258,-0.16848746310553353,1.2373022029853586,-0.6390776661826317,-0.5649988410594745
791,-0.2999224666140532,-0.19796878734982304,1.1324209739927433,1.1440598898557448,-0.6457670723924459
792,-0.30336534856002056,-0.21898805598227306,1.0512328882383581,-0.6250002644244339,-0.52621211183009
793,-0.30237655404407504,-0.22307850753026656,1.0166911854670642,-0.6250002644244339,-0.5954888787562347
794,-0.30311470841260724,-0.22328748039111518,1.0304224597278575,-0.29349125439315066,-0.6704263459081523
795,-0.3033998795058981,-0.20716697926681105,1.064568763372143,-0.29349125439315066,-0.613946891616883
796,-0.305726666034109,-0.20173003947078164,1.0499038496805488,-0.29349125439315066,-0.6214357793619238
797,-0.37131325363086576,-0.5940566750170388,1.7523727524067807,-0.6437701334353643,-0.693573264964398
798,-0.3713323456555764,-0.5931723092686285,1.797465542682096,-0.6203077971717014,-0.6681061876611081
799,-0.37135138974259296,-0.5929342347357218,1.7738501876535884,-0.6390776661826317,-0.671276665684556
800,-0.3713569109382688,-0.59271938739753,1.745604539721098,-0.6390776661826317,-0.6978370112717934
801,-0.3713758988839781,-0.592810709150663,1.654915869162334,-0.5733831246443758,-0.702070389015746
802,-0.37138182632566047,-0.5931879761800667,1.5741474336046468,-0.6390776661826317,-0.6802961290271236
803,-0.37138796829851817,-0.5930137849203063,1.560751610182846,-0.6390776661826317,-0.7063037667596985
804,-0.3715906692145007,-0.5933883713259197,1.4976046771493265,-0.6296927316771666,-0.6835880813043435
805,-0.37174922371892266,-0.5932303048356319,1.4960839268410995,-0.6484626006880968,-0.6572099470977639
806,-0.37177191103177093,-0.5928262841476202,1.5389930788055104,-0.5499207883807129,-0.6829624888974178
807,-0.3717706745386083,-0.5924403952982806,1.541912666828857,-0.6390776661826317,-0.7079922588871287
808,-0.3717242402187997,-0.5920705754452532,1.5695095694049015,-0.5827680591498409,-0.7125596908289541
809,-0.3717018057479766,-0.591956648310662,1.5755313067451886,-0.6390776661826317,-0.6751152521037497
810,-0.3717455452978517,-0.5923198399824452,1.4845458572498278,-0.6484626006880968,-0.714977028479016
811,-0.37181967740304817,-0.5924351497593338,1.4168414512059344,-0.6390776661826317,-0.6879429333020679
812,-0.3719855370628438,-0.5920867207069958,1.4444089031419398,-0.6437701334353643,-0.7197631140776309
813,-0.3721454377134715,-0.5919706646353198,1.377950019434195,-0.6437701334353643,-0.6691144239674153
814,-0.37223890608501803,-0.591854090852807,1.3525042251659483,-0.626932456822618,-0.7057996486065451
815,-0.37229974335081006,-0.5911927286345341,1.3607641271919035,-0.626932456822618,-0.6899897744781254
816,-0.3723183048479148,-0.5918327961700182,1.2746810710197531,-0.626932456822618,-0.6898014893847788
817,-0.2878923860420473,2.5359761262854525,0.9269760591262655,-0.6296927316771666,-0.30670813526417123
818,-0.2759061486245406,2.308343059886848,0.8196380976766433,-0.6390776661826317,-0.7271366012815885
819,-0.2658134989982427,2.1213439927016187,0.6778858514251426,-0.11352133387658388,-0.5429816325633081
820,-0.2581346602223121,2.2290143988337534,0.7265194028550477,-0.6062303954135037,-0.7936741237851757
821,-0.2540465807892129,2.385049193692213,0.7774737665095213,-0.6343851989298991,-0.8005738613994225
822,-0.2574314070078453,2.4456146803678553,0.7370265925718057,0.17271916854010294,-0.44048773094322285
823,-0.2532023300295205,2.4989718142542983,0.6992990712654593,-0.6343851989298991,-0.7421325979097361
824,-0.24518712838244308,2.368347756391917,0.5473124563709055,-0.6343851989298991,-0.7867500913201743
825,-0.24555742771766156,2.1811542431018216,0.37769687624666765,-0.6343851989298991,-0.7993348240109487
826,-0.2496108191366926,2.200071200815867,0.4001649060562634,-0.6343851989298991,-0.8194813289990269
827,-0.2552678674542097,1.8929785554076983,0.1973130225306973,-0.6296927316771666,-0.4939728448790137
828,-0.2623827613288999,1.9047711653492125,0.19610078762187463,-0.6296927316771666,-0.7891735026829249
829,-0.26425061968440655,1.678028495041889,-0.018969123022989313,-0.6437701334353643,-0.8088584055066697
830,-0.259854465746848,1.7407146785933691,0.016799090962432258,-0.6296927316771666,-0.6613886614275191
831,-0.2553127953902315,2.0474835748207676,0.23425294132783087,-0.6296927316771666,-0.7361317697734016
832,-0.255010789210929,2.112961330904336,0.28901081078660196,-0.6296927316771666,-0.46470969714535026
833,-0.2556058908947031,2.142244607771425,0.2888431127262338,-0.6296927316771666,-0.583195684274513
834,-0.26101574094754915,2.164826881980235,0.2960575299263303,-0.553509145691626,-0.5814343075948197
835,-0.26718791388469065,2.1910113591016662,0.32117532525569675,-0.553509145691626,-0.7650122736076833
836,-0.2710002182923104,2.2228503891983915,0.3163701924795928,-0.553509145691626,-0.5944806424499274
837,0.6876925352676012,-0.45940846567551163,2.62919494231314,1.4443777940306295,1.8216118965107704
838,0.8667956265389183,-0.46409981729353206,2.293240018045338,1.3692983179869083,0.3484450313167904
839,1.0491281578167058,-0.468652829970964,1.9731453087732518,-0.07128912860199071,0.26248377563506786
840,1.2360109845853005,-0.4730429778064136,1.8730648701132324,1.7024634929309208,1.0225603289115537
841,1.3963923804947547,-0.47727796136199124,1.7930595626052752,-0.6484626006880968,0.2010420980772142
842,1.5174118627357507,-0.48136421591062994,1.7959062731551345,2.7254213540266212,0.6538677475756112
843,1.610107937806381,-0.48530146424291165,1.7968346027401005,1.1862920951303382,0.33358265636779194
844,1.678243781644792,-0.489090979450014,1.7048869176342714,0.8672043219445233,0.599167891102101
845,1.6769519956000822,-0.45996994216984805,1.5867636886169345,-0.6484626006880968,0.4642282162995271
846,1.702672838620529,-0.46436261728426564,1.5886690405596808,-0.6484626006880968,0.35892825941730994
847,1.8832195616320127,-0.4685924993178199,1.5470788473339827,4.0111573812753445,0.44737973730135716
848,2.18557708176854,-0.4726630598212773,1.6292565706675772,4.508558910064997,0.4580391030698463
849,2.2330913932452563,-0.4765777656709387,1.5598466601997898,1.1487523571084777,0.28238733211560246
850,1.9803332446223865,-0.45164949327123055,1.441067420830466,0.05071501996905611,0.3047325210969531
851,1.9311540662533349,-0.4560006315234426,1.4029973887059068,0.21964384106742868,0.3210100711023947
852,2.144581766462269,-0.46018941364553767,1.4151141816208477,0.13987189777097492,0.33354014037897173
853,2.1767725188520624,-0.4642202197491579,1.4978245434786503,1.0848174907899961,0.20915050451649203
854,2.0097923883491293,-0.44214322130594474,1.4937428958764565,1.0848174907899961,0.25764910033494415
855,2.059928519481225,-0.44214322130594474,1.6694831106865178,1.0848174907899961,0.1690397059209933
856,2.0366227164794455,-0.4506801154554524,1.5845298997475954,1.0848174907899961,0.1836530586497592
857,0.4552606594644357,-0.4601803042403117,0.08707134645254766,-0.6484626006880968,2.90593967538073
858,0.4491805696713031,-0.46083028859628017,0.05244233549799663,-0.43730157431513117,0.7011455271436553
859,0.4186308218276208,-0.4534361133364495,0.1401218510621388,-0.6484626006880968,0.7509256763394015
860,0.3854648711839072,-0.4561924088086663,0.12582754055976406,-0.5827680591498409,1.6201832889061187
861,0.34509759555852315,-0.4550408636104427,0.11761527639411586,-0.34814469651321234,2.609062672874766
862,0.2942645847137283,-0.45645692759587164,0.09617838010377362,-0.6484626006880968,2.5325460404238127
863,0.22994793501627978,-0.45722930817642704,0.07806436383452008,-0.6484626006880968,1.579902426355339
864,0.1602320183874457,-0.4579159378596131,0.05965821685807309,-0.6484626006880968,1.581912825255265
865,0.09946811728696468,-0.4585969381612193,0.05352025235608639,-0.6484626006880968,0.7637897998138512
866,0.05261203334712109,-0.4592662002732293,0.020017845735976116,-0.35283716376594493,2.421050896599226
867,0.014315064968292596,-0.4564337820675826,-0.00726361613640278,-0.6484626006880968,1.549169440151035
868,-0.02339315399369614,-0.45716123764707317,-0.041058499182813075,-0.6484626006880968,2.286767182767021
869,-0.05992292170273532,-0.4578676049611363,-0.05537223280322575,-0.575729358270742,2.127763458292223
870,-0.09116027086924804,-0.45854532079095484,-0.0661272291987118,-0.575729358270742,0.5799324430173122
871,-0.11658547080235888,-0.4560241092416899,-0.09066236966534331,-0.575729358270742,0.481878425372592
872,-0.1372978389198943,-0.45670513081478303,-0.10006929181555393,-0.575729358270742,1.8790631448322157
873,-0.15375481918687864,-0.4543273806261635,-0.11450857266074993,-0.575729358270742,1.184357961223106
874,-0.16895870555080117,-0.4550135636585199,-0.1296638741933495,-0.575729358270742,1.0301160274961694
875,-0.1797194265462676,-0.44612901798777505,-0.10292626063097339,-0.575729358270742,1.8231485458209857
876,-0.19289647694818296,-0.4477663409531864,-0.1297643077436662,-0.575729358270742,0.5031850094841924
877,-0.36950070783069117,4.192877335821507,0.1409709402373038,-0.48422624684245696,3.3170085501450184
878,-0.3694764957008996,4.5666669257902,0.13991998918135656,-0.49830364860065457,1.4522633542044596
879,-0.370135039736297,4.411214480763486,0.0517035661625356,-0.47953377958972426,1.2238249462736137
880,-0.36736448913681957,4.535990329598679,-0.11933899032074452,-0.4748413123369918,0.3368928297830776
881,-0.3590170036811218,4.600939736863742,-0.18435139974799633,-0.34814469651321234,-0.556222326224451
882,-0.3505608431786285,4.574696765102166,-0.2573722225618741,0.017867749199928094,-0.5351161746315741
883,-0.3405943933537042,4.440504188004295,-0.26269762169348393,0.03194515095812581,-0.39623466029410054
