,per_capita-HIV/AIDS,per_capita-Alcohol Use Disorders,per_capita-Diabetes Mellitus,per_capita-Protein-Energy Malnutrition,per_capita-Cirrhosis and Other Chronic Liver Diseases
707,-0.3703826080568043,0.6638426986768192,-0.02002851818098468,-0.5432583321715047,0.8786382897665557
708,-0.3705881240213126,0.6467047277714839,-0.05009941934517207,-0.5432569939973244,0.7713926180874421
709,-0.37037881521674454,0.6387529565581634,-0.052290651354776445,-0.5432553558579385,0.7083926353213376
710,-0.37120675309371004,0.5993803395270997,-0.07594152064242395,-0.5432534219243425,0.5440803630870458
711,-0.3709970306310609,0.5962506972232979,-0.03663549094959255,-0.5432512018283651,0.53321722663189
712,-0.3705784443852398,0.5978055559993001,0.05553316205572642,-0.543248707676485,0.5917873015917612
713,-0.3712003915341315,0.5678181493194632,0.03445841825947034,-0.5432459338695693,0.45463198259167914
714,-0.37119778905856304,0.5832923655378752,0.03728677368092157,-0.5432428705516266,0.4792113860379129
715,-0.37119778905856304,0.5878303816917871,0.044530619776687146,-0.5432428705516266,0.4792113860379129
716,-0.371191894705251,0.596661593300469,0.06316082667110998,-0.5432359324352876,0.5101581095211085
717,-0.370846986558521,-0.4700604490637406,1.450111278127054,-0.5166678682642426,-0.624095048350786
718,-0.370875047400448,-0.47219579592644084,1.3404040386042126,-0.517064226016581,-0.6484430771056792
719,-0.3709048925262422,-0.4744669215005492,1.289036822070574,-0.5174857866742689,-0.6553629509158746
720,-0.36997799923159586,-0.47722870397820344,1.225489925984574,-0.5179984218411413,-0.6749602924755747
721,-0.3700439720385644,-0.4805755939669899,1.190730627282316,-0.5186196632031194,-0.6900219108579155
722,-0.37010975811791086,-0.48391301101021844,1.1643681767041727,-0.5105827551564601,-0.7054211304553221
723,-0.37016402982308866,-0.48666628823276564,1.1686699777038263,-0.5112641637466714,-0.7169738886146139
724,-0.37021010474942045,-0.46974427465176777,1.1297592707280215,-0.5035012422098744,-0.7421618844860723
725,-0.37025472125080144,-0.4723310810937962,1.0316263824146437,-0.5042014705149964,-0.7665368562271668
726,-0.36944136301326247,-0.47483520792775985,0.9451899139258145,-0.5048793180958081,-0.7901239257792759
727,-0.3694970713003645,-0.47725762818970574,0.8741012743889733,-0.5055350483455695,-0.7973868108456402
728,-0.369550650680522,-0.4795874750198213,0.78082010094831,-0.5061657196901819,-0.8119762723036807
729,-0.36960189340749516,-0.4818157147765002,0.7110618817846459,-0.5067688867934003,-0.8259294719857065
730,-0.36965088107309535,-0.48394589539968086,0.675703062767139,-0.5073455100548624,-0.8170002664765933
731,-0.369697672021782,-0.48598055394099404,0.6693076310212911,-0.5004338675989587,-0.8081207506302053
732,-0.36896097425378094,-0.470933369359159,0.6519466811469495,-0.5010641076255611,-0.7992525455707608
733,-0.36978474840306197,-0.47301036673646757,0.6050225596087058,-0.5016638163957785,-0.8045814390411321
734,-0.36982506180662617,-0.4749824791822048,0.5976214751247455,-0.5022332408652,-0.7954263507203636
735,-0.36982506180662617,-0.4749824791822048,0.661731179797451,-0.5022332408652,-0.7673429575959604
736,-0.36915737246918184,-0.4786195348657961,0.688227910368691,-0.5032833982775533,-0.7562577396740133
737,-0.3667747439499857,1.6054612601635831,-0.029584099267796496,-0.4632458051161408,0.008969113298647835
738,-0.36592827717392623,1.8014781544379026,0.03549632510686594,-0.44555777009453396,0.027062210881615555
739,-0.36543401730189595,2.0072051470049046,0.09917049242523322,-0.41986148114320554,0.06402988819682853
740,-0.3642550650274672,2.151268106008538,0.09906551769723404,-0.4154472980351084,0.07351551939163489
741,-0.36480060900784006,2.354106914054891,0.08453755362793097,-0.4126763361866548,0.06240085405168117
742,-0.36602600999486473,2.5073465386867,0.07357241163931824,-0.4179703093070088,0.030942328281520562
743,-0.36741272147061405,2.585768382520443,0.08563592489695661,-0.4232136817870995,0.06755464930292679
744,-0.3667504605859394,2.64571396520156,0.09696831963247267,-0.43160353202797686,0.06656794081906474
745,-0.367785407862341,2.657915873910244,0.08070248637336294,-0.4431139957677361,0.03302831254012688
746,-0.3662797250172805,2.549335853888526,0.07643468636688346,-0.44976959786718806,0.013978187949958086
747,-0.3659608039098675,2.4271281502336057,0.045619977649495956,-0.4611343801916524,-0.02650799224003248
748,-0.3678269159911419,2.371740789545428,0.0251232972137492,-0.47084515815263067,-0.11617828951988228
749,-0.367168809632133,2.3279687250573136,0.009869516290993571,-0.4757620968179352,-0.1757868619655679
750,-0.36701492339927444,2.281070945345455,0.0022647687052432764,-0.4774991931073804,-0.21951878725293492
751,-0.3690302597718733,2.2345840304667655,-0.015156208595544571,-0.4792237496943653,-0.2660290301453653
752,-0.3680399969879227,2.249936460267425,-0.011826221519522423,-0.4793706499582053,-0.3045960621059039
753,-0.3683828008480366,2.276129237594406,0.0038704081589925506,-0.4763869630356492,-0.2877617509409479
754,-0.3685582729703919,2.2842515674255677,0.022809308842093028,-0.4734148257181578,-0.2755601237104413
755,-0.3687240146958205,2.302269358619762,0.0425311712299521,-0.4718540975943566,-0.2648511104663191
756,-0.3689068893327736,2.3076064951164503,0.05882107969134541,-0.47061603796926627,-0.2604348817607847
757,0.35998862267302467,-0.4729319924940151,-0.6052460814103867,4.356094105480066,-0.3315014212084627
758,0.4972915090016695,-0.47806486926255815,-0.5959792377359657,4.075732845285834,-0.34144294595476277
759,0.5999162040914029,-0.48281810337077496,-0.580734656901056,4.059390523152792,-0.32638021014695623
760,0.7179796038175039,-0.4775979226900521,-0.5342989077016871,4.166532491224531,-0.23771842729031176
761,0.85814019442377,-0.4394485231479327,-0.44879623946802366,4.325802776693504,-0.03228230361202738
762,0.9377433733389537,-0.44193493648224447,-0.4232099017825205,4.338888592276677,-0.003498927835763292
763,0.9706163185472131,-0.4453471833062194,-0.4022632276524767,3.938069122311116,0.014902257237378796
764,0.9786002848377744,-0.4201710296970208,-0.3714533129857804,3.9908877513206016,0.05104276692033455
765,0.9870481706299747,-0.42442579957244686,-0.3480036081531363,3.772746444090929,0.08670014822147808
766,0.9965650287962843,-0.4286705697803801,-0.3261767859294079,3.5238574242488685,0.0838482818508311
767,1.0060462767664282,-0.40558256452395325,-0.29334289114199447,3.1883412324158287,0.13785771295738072
768,0.974682568857499,-0.4103521847623649,-0.2686953981755411,3.072073347113173,0.1766573310525268
769,0.9217550597721357,-0.38903839276710345,-0.24596554708609916,2.8895068612864314,0.21188174410866223
770,0.8903055822610846,-0.3943163970306346,-0.2189700403814613,2.536182490033949,0.23351676429203025
771,0.8450684079517359,-0.39940996654001903,-0.2104151061827866,2.219410783607984,0.21143955528902833
772,0.773520284431942,-0.3799375846096843,-0.18572802574524144,2.211663561381594,0.2417128158176288
773,0.703664671662411,-0.3852269200242585,-0.16234454970920822,1.976200432364935,0.2803061477280674
774,0.6461859597296785,-0.39035026131823014,-0.12955028940564997,1.709711187547299,0.34648652678537173
775,0.6118237757866973,-0.367003294309786,-0.06566264835822876,1.578258480863161,0.4456040268980785
776,0.5563830759621085,-0.35533120713670696,-0.05834768214793118,1.392866379258971,0.4315512166458352
777,-0.34666378091765904,0.09036246797437267,-0.25798950650261365,0.2512849081078119,-0.3452453272811018
778,-0.33799480146679833,0.08639630030283688,-0.27880890916857554,0.19746550923764686,-0.3264179181597405
779,-0.3320144139403615,0.11322153530027207,-0.15776349094405226,0.19008486623393037,-0.18139060325756257
780,-0.32766910767236956,0.11166379861359711,-0.0983144253441121,0.1400617836295496,-0.09096823970448804
781,-0.3223391091519652,0.10454374907742803,-0.07278028535978809,0.08309331224101311,-0.024709796702136654
782,-0.31424513051094605,0.09922465664748734,-0.02337140244903237,0.03243328980430485,0.050660051466298005
783,-0.3069060675356457,0.06421667637890466,0.005314924875478841,-0.017118006101774365,0.0966014314580732
784,-0.3107494428545257,0.03646004169048082,0.024228004185054546,-0.061160115042325575,0.12449257480813423
785,-0.30949861225749875,0.008067649114619142,0.048213309504077664,-0.10086698199831527,0.14594977011379423
786,-0.3076439858169553,-0.02775016944376943,0.06807060414918761,-0.1411543192448635,0.14568825953514228
787,-0.30684419973926663,-0.059734822641042844,0.10144792023621114,-0.16425114081132103,0.15369387693157616
788,-0.31206965487911104,-0.09480326800791167,0.1115139151164737,-0.19482212625380899,0.14327680962187417
789,-0.308722383446211,-0.13549512966496285,0.18608159098283555,-0.20210019178633143,0.1771462218219975
790,-0.3040220337292258,-0.16848746310553353,0.21803369597229552,-0.20236123445792187,0.1879205939048642
791,-0.2999224666140532,-0.19796878734982304,0.21121083228544613,-0.20818736700459836,0.18479543632147086
792,-0.30336534856002056,-0.21898805598227306,0.18926960085186376,-0.2226567513819559,0.18079320345730365
793,-0.30237655404407504,-0.22307850753026656,0.21989110011843604,-0.2225640482483286,0.22081888175016437
794,-0.30311470841260724,-0.22328748039111518,0.235198181219633,-0.22081803721600357,0.2537561228867744
795,-0.3033998795058981,-0.20716697926681105,0.26941390201303467,-0.21544733717962927,0.3042950815637042
796,-0.305726666034109,-0.20173003947078164,0.2509708617704836,-0.22254028157039057,0.28987048601657195
797,-0.37131325363086576,-0.5940566750170388,-0.4720413470663174,-0.4279836093912693,3.668716215072265
798,-0.3713323456555764,-0.5931723092686285,-0.43131334322357456,-0.43047610778036216,3.801453636429713
799,-0.37135138974259296,-0.5929342347357218,-0.4040141954349894,-0.43574985941814365,3.8978948215005227
800,-0.3713569109382688,-0.59271938739753,-0.37518598276802867,-0.43669396654462295,4.024647067388669
801,-0.3713758988839781,-0.592810709150663,-0.36811138521422426,-0.4438031903793743,3.948438493374484
802,-0.37138182632566047,-0.5931879761800667,-0.3687811699517339,-0.45016885902841425,3.8001810058350407
803,-0.37138796829851817,-0.5930137849203063,-0.354983242029354,-0.45547200347147515,3.6794258535568454
804,-0.3715906692145007,-0.5933883713259197,-0.3574684809314734,-0.4595374282164628,3.5912240474115382
805,-0.37174922371892266,-0.5932303048356319,-0.33346009594391873,-0.4618667184598704,3.626757540258379
806,-0.37177191103177093,-0.5928262841476202,-0.29959700135535683,-0.4637793222059477,3.681830633121359
807,-0.3717706745386083,-0.5924403952982806,-0.27211666040670934,-0.4671432660041403,3.7005706308939987
808,-0.3717242402187997,-0.5920705754452532,-0.2623506674975594,-0.4692053692283541,3.712454982324642
809,-0.3717018057479766,-0.591956648310662,-0.2304542147237485,-0.47024799497897357,3.7967981016011336
810,-0.3717455452978517,-0.5923198399824452,-0.25072046107279633,-0.4750446997115062,3.6791236936109075
811,-0.37181967740304817,-0.5924351497593338,-0.2192905446797424,-0.47704201924894946,3.735005389638129
812,-0.3719855370628438,-0.5920867207069958,-0.15710094031749525,-0.47609335293041183,3.8869887114945874
813,-0.3721454377134715,-0.5919706646353198,-0.13277813087963083,-0.47934607914153743,3.931900867243152
814,-0.37223890608501803,-0.591854090852807,-0.14373891700171412,-0.4831461154595314,3.8814475197602976
815,-0.37229974335081006,-0.5911927286345341,-0.11292238675695188,-0.4841963989110519,4.008545241818497
816,-0.3723183048479148,-0.5918327961700182,-0.11867411361918348,-0.48665263570878126,3.9553384076383016
817,-0.2878923860420473,2.5359761262854525,-0.2687242962081359,-0.048648295230486076,-0.06581686799145675
818,-0.2759061486245406,2.308343059886848,-0.2407098476501555,-0.06489075256203355,-0.12195757893909001
819,-0.2658134989982427,2.1213439927016187,-0.23636939494318693,-0.08712117397039018,-0.17916611724277928
820,-0.2581346602223121,2.2290143988337534,-0.1658934989404584,-0.08260331870703114,-0.134583250228683
821,-0.2540465807892129,2.385049193692213,-0.07286625284056764,-0.07200064832464932,-0.08518600535016979
822,-0.2574314070078453,2.4456146803678553,-0.007721893646517379,-0.07220804847917642,-0.06216237914219617
823,-0.2532023300295205,2.4989718142542983,0.04819393047349105,-0.07337033023085764,-0.03749714734456732
824,-0.24518712838244308,2.368347756391917,0.08227880837280349,-0.08446561028487841,-0.052012659702582446
825,-0.24555742771766156,2.1811542431018216,0.08426058344377108,-0.10238334011712638,-0.08455239675262685
826,-0.2496108191366926,2.200071200815867,0.191751165344032,-0.08964816232265738,-0.0014870875240886872
827,-0.2552678674542097,1.8929785554076983,0.15743199057270782,-0.12017777660561242,-0.057163949630086607
828,-0.2623827613288999,1.9047711653492125,0.23827754756944883,-0.12588046483334212,0.022203226984640827
829,-0.26425061968440655,1.678028495041889,0.21063915673612874,-0.15878329497045793,-0.029647710941882774
830,-0.259854465746848,1.7407146785933691,0.32816112698182104,-0.14989228832398588,0.05525552620245879
831,-0.2553127953902315,2.0474835748207676,0.46706414687925735,-0.1309874993071248,0.21697620924441982
832,-0.255010789210929,2.112961330904336,0.48998924168731334,-0.13063107419614264,0.25109501898761244
833,-0.2556058908947031,2.142244607771425,0.4942273558374022,-0.13876828585724474,0.2712764799610998
834,-0.26101574094754915,2.164826881980235,0.5096346183585004,-0.1383609365914402,0.3052464132945893
835,-0.26718791388469065,2.1910113591016662,0.5335187267982424,-0.13552576319198673,0.3260896446098221
836,-0.2710002182923104,2.2228503891983915,0.5618565140601497,-0.13470711020411458,0.35897680873465676
837,0.6876925352676012,-0.45940846567551163,-0.22405256476718502,1.5732249199779753,-0.10977023301805906
838,0.8667956265389183,-0.46409981729353206,-0.2312493054607069,1.1668971949324247,-0.18948257951449948
839,1.0491281578167058,-0.468652829970964,-0.24758103083163047,0.8828774542848897,-0.282379888895784
840,1.2360109845853005,-0.4730429778064136,-0.22053430137979196,0.6792160010861805,-0.32291751164338856
841,1.3963923804947547,-0.47727796136199124,-0.1871636372804583,0.5496220507934518,-0.3464691059307336
842,1.5174118627357507,-0.48136421591062994,-0.1642938139534916,0.47281923628732664,-0.36951476228509716
843,1.610107937806381,-0.48530146424291165,-0.1352777588465707,0.3696908465389463,-0.3773027765683846
844,1.678243781644792,-0.489090979450014,-0.1236624212453962,0.25713333675649197,-0.39960360156734437
845,1.6769519956000822,-0.45996994216984805,-0.09818818908261508,0.13605241941961166,-0.4352336880443065
846,1.702672838620529,-0.46436261728426564,-0.07452719920887993,0.06253868620132602,-0.4424688454872835
847,1.8832195616320127,-0.4685924993178199,-0.0525572621276975,0.019525075558907125,-0.4498689426892029
848,2.18557708176854,-0.4726630598212773,-0.0045718434241652966,-0.008377478198076063,-0.4317110021351222
849,2.2330913932452563,-0.4765777656709387,0.013690606931203043,-0.06054349617429716,-0.4399459347403563
850,1.9803332446223865,-0.45164949327123055,0.011003372429755581,-0.11022651591294898,-0.4603866012350308
851,1.9311540662533349,-0.4560006315234426,0.020828723279629025,-0.14544742748646863,-0.46834877572667233
852,2.144581766462269,-0.46018941364553767,0.04224294399315515,-0.1672370898052445,-0.47631324607168235
853,2.1767725188520624,-0.4642202197491579,0.08047207276831567,-0.19958915356161105,-0.43907376210644866
854,2.0097923883491293,-0.44214322130594474,0.09879294343539555,-0.21922533931793345,-0.41497863336794294
855,2.059928519481225,-0.44214322130594474,0.16389564923453886,-0.21922533931793345,-0.3709047743108538
856,2.0366227164794455,-0.4506801154554524,0.14330748635658078,-0.23454311006648496,-0.39206765849954905
857,0.4552606594644357,-0.4601803042403117,-0.5075530395446591,3.5717111815838303,0.17692655979491975
858,0.4491805696713031,-0.46083028859628017,-0.5038733032284919,3.2566771449301735,0.1709229538255709
859,0.4186308218276208,-0.4534361133364495,-0.48055435966414534,3.1406332894616678,0.2416934154603972
860,0.3854648711839072,-0.4561924088086663,-0.47739706604981147,2.8595801534750955,0.23913725348576773
861,0.34509759555852315,-0.4550408636104427,-0.47802703640527183,2.835196958459047,0.23172523485332716
862,0.2942645847137283,-0.45645692759587164,-0.48021977829877344,2.6027626343690202,0.2235606002370531
863,0.22994793501627978,-0.45722930817642704,-0.48015997382063946,2.4146872533931836,0.22401202891600377
864,0.1602320183874457,-0.4579159378596131,-0.4807948504495285,2.2081164705189336,0.22015160774145243
865,0.09946811728696468,-0.4585969381612193,-0.479837633901842,2.0627312931641533,0.22860993224108614
866,0.05261203334712109,-0.4592662002732293,-0.48146573337918946,1.825275767012659,0.2242125098177796
867,0.014315064968292596,-0.4564337820675826,-0.4846761361233606,1.6372293012530539,0.21536891583035633
868,-0.02339315399369614,-0.45716123764707317,-0.4831474745401796,1.5185828022631502,0.18941085897196072
869,-0.05992292170273532,-0.4578676049611363,-0.478718074492095,1.365234451974255,0.17299911768413134
870,-0.09116027086924804,-0.45854532079095484,-0.47525466391818677,1.220472985125995,0.16281182395270427
871,-0.11658547080235888,-0.4560241092416899,-0.4726663431849766,1.116686770193276,0.14370527297984872
872,-0.1372978389198943,-0.45670513081478303,-0.46593723439204204,1.032378717714523,0.14260606350855887
873,-0.15375481918687864,-0.4543273806261635,-0.4601860469926781,0.9504897877307563,0.13643940232752103
874,-0.16895870555080117,-0.4550135636585199,-0.45400735599808795,0.8490370941280804,0.150653917995151
875,-0.1797194265462676,-0.44612901798777505,-0.4283446349521155,0.7772084435690144,0.20345990083123963
876,-0.19289647694818296,-0.4477663409531864,-0.4313430592535595,0.6920115576709173,0.1799140627900571
877,-0.36950070783069117,4.192877335821507,-0.6504255514087685,-0.526185695611978,0.09354158435075348
878,-0.3694764957008996,4.5666669257902,-0.5831996309675314,-0.5260488976446399,0.3319142285574783
879,-0.370135039736297,4.411214480763486,-0.5657999968794704,-0.5259099902098231,0.3782833962191987
880,-0.36736448913681957,4.535990329598679,-0.5142343782783237,-0.5322532321275952,0.39920158248641463
881,-0.3590170036811218,4.600939736863742,-0.4483781958239299,-0.5321657682166374,0.4646146411390036
882,-0.3505608431786285,4.574696765102166,-0.4336265334539083,-0.5320799427103564,0.5175646096787255
883,-0.3405943933537042,4.440504188004295,-0.4257472447804195,-0.5319950857260672,0.5967555707277638
884,-0.346742588012298,4.380803017102436,-0.41433829811124223,-0.5319105294328821,0.7158285656654385
885,-0.3437343568560845,3.9491226547278413,-0.4733038761239018,-0.5318260507551736,0.5476260240178709
886,-0.3385442616206874,3.636066327473755,-0.5295108118427692,-0.5384747839530352,0.39695620332184706
887,-0.34192430616841546,3.350207862019667,-0.6078550330328497,-0.5384320152050722,0.2177454476259879
888,-0.3330357994877117,3.31264591026449,-0.608204805779837,-0.5383886677908174,0.2702186642911122
889,-0.337880203289608,3.211352758836086,-0.6193820923575825,-0.5383445091597183,0.276346325162077
890,-0.3354488515215286,2.901597565508106,-0.6233991691761606,-0.5382993384996446,0.20818442233866843
891,-0.3388905300750867,2.893171884813478,-0.6200987730884451,-0.5382529059139404,0.3029245966170234
892,-0.3408875574394231,2.739537581627678,-0.6203793168617516,-0.5382049762095803,0.27564222630241836
893,-0.34290754170318016,2.7308435535884352,-0.5834500370982135,-0.5381552614639448,0.34508281244198646
894,-0.3441966072905092,2.8374912064006574,-0.5870333738657294,-0.5381034860646567,0.28359931231827706
895,-0.34570560468740535,2.8702998427781696,-0.5870333738657294,-0.5381034860646567,0.25574207485740746
896,-0.3468150988619786,2.9413748858819915,-0.5826182198669987,-0.5379928397966515,0.24399903886277038
897,1.0977844972171227,-0.44436412654283564,-0.35813558944299284,4.369790254912788,0.6913967476600901
898,1.064530472893585,-0.45395426347217843,-0.39480998467043726,3.9487865851353,0.5975802779083917
899,1.0083748823610874,-0.4608753270728123,-0.4234249871919657,3.5062965455132287,0.5227717282260993
900,0.9353817378114304,-0.4664948700468524,-0.44855435730219545,3.0248598392668913,0.4551835524400067
901,0.8464958216432384,-0.47141394498084355,-0.4708980515064443,2.5591032349046445,0.39287291923885126
902,0.7102733370450494,-0.47644596029878306,-0.49371302053151594,2.378779611029345,0.33203102721713595
903,0.5594358265623302,-0.48185712107037537,-0.5151126287039866,2.049261939025892,0.259319156190688
904,0.42784541852927793,-0.4868457949637727,-0.5372682549945945,1.782786806886825,0.18923962807782604
905,0.305576118755557,-0.4906857476577214,-0.5550661899546346,1.4985920331916804,0.12987749547597685
906,0.20641299359101672,-0.49275820820803795,-0.5678191294441128,1.2256585090419638,0.08145656782063251
907,0.12370250796763173,-0.5001055628135636,-0.5825499102675358,0.9985189599214295,0.04456810022835637
908,0.05741052970850246,-0.5033325644526375,-0.5886977212435882,0.875601714317491,0.020513663055155385
909,0.015383162269163378,-0.5081879357932232,-0.5954650348862645,0.7044872914998737,-0.008598120967833507
910,-0.009486092278286729,-0.5111711459310452,-0.6009610013360697,0.5551651109108157,-0.008370141848677006
911,-0.03825296105934792,-0.5116388793838951,-0.6070507895179379,0.4993567071780999,-0.013426084283073188
912,-0.06902888374662117,-0.5127590885579614,-0.6141739986780865,0.38211997573269696,-0.0290701683933538
913,-0.09720525504415113,-0.5127632741621088,-0.6143048600397976,0.2842403517486262,-0.026529084063473162
914,-0.12233692784178166,-0.5126708833032168,-0.6137317244515182,0.2478977004207649,-0.021022120438067934
915,-0.1380543393246044,-0.508622408041316,-0.5937150315969368,0.1976062826220397,0.02358711579764333
916,-0.16129434230742964,-0.5118941881981351,-0.6066638067740969,0.09936353823458326,-0.0427320875279828
917,-0.3601701849619757,-0.573626039234018,4.974819056718989,-0.29520577734324654,-0.9693292963229366
918,-0.3579688329516998,-0.5739848199904707,4.897200608429339,-0.3077847501127345,-0.9852389287712419
919,-0.35807721630469974,-0.5990836427686039,4.943720149712647,-0.32022540125705373,-0.990548847583379
920,-0.3570654434424696,-0.5747385417093236,5.410665891480004,-0.3220043771459589,-0.9858599071141945
921,-0.35719196364559863,-0.5994757225211338,5.436141328209986,-0.334335127230422,-1.0123692951981023
922,-0.35731818418552114,-0.5755235548155242,5.763356202562314,-0.3360330869923775,-0.9975243720593847
923,-0.35855523484321344,-0.5759462901049676,5.872367705956794,-0.3482312019715033,-0.9733192700024986
924,-0.3586924434402927,-0.5764052425171576,6.2108477381519265,-0.360387400293027,-0.9703663389441353
925,-0.3599108809616855,-0.5768692318901696,6.438945479786557,-0.36219601581698524,-0.9577221882325682
926,-0.36002967688051846,-0.5772997088978519,6.306040357990427,-0.3638740012280457,-0.974541763395469
927,-0.3601393725468937,-0.5776972096089942,6.4214349042223695,-0.36542344610496047,-0.9612890954915759
928,-0.3591902036354937,-0.578070212840757,6.652603965020225,-0.3668774006019639,-0.9576744517813396
929,-0.36034063660042737,-0.578426523783844,6.783612202843304,-0.3682662890992154,-0.9539382440146297
930,-0.36250646270684156,-0.5787657247995626,6.837608125982382,-0.36958848365463925,-0.950062750150667
931,-0.3625804420963493,-0.5790874169237196,6.928738914545952,-0.3708424291187529,-0.9460302146268318
932,-0.36265037361022834,-0.5793915072574588,7.026031118472024,-0.3720277633748294,-0.941827870558508
933,-0.36170127252927675,-0.579678570339733,7.094223535773241,-0.373146725957067,-0.937454631409226
934,-0.36277850195390826,-0.5799486608014033,7.184056169774744,-0.37419952981479054,-0.9235880466150357
935,-0.363787407541671,-0.5799486608014033,7.349126604093791,-0.37419952981479054,-0.9142754650981999
936,-0.36388838855902006,-0.5804365564194591,7.4182368353196475,-0.3761013311063993,-0.9139731170616026
937,-0.37089012790405756,2.08866652016143,-0.6697369745509075,-0.5418227336961338,-0.3794115506775181
938,-0.3719707585342514,2.1410275540772377,-0.6823030779702076,-0.5401414243470043,-0.3178651892703841
939,-0.37125727617417714,2.157590428365824,-0.686023758602881,-0.5401538451230067,-0.23210938812334436
940,-0.3705466751515022,2.2407925950321097,-0.6958109377225203,-0.5401648836864504,-0.12823510504259508
941,-0.37090754039634455,2.3010993855689863,-0.7063401585119479,-0.5401746590987784,0.047961399457082596
942,-0.37126664880494986,2.342508248101317,-0.7158571183071177,-0.5401832646478791,0.18943337249291584
943,-0.3705586389811118,2.349596464700934,-0.7296701202396185,-0.5401908819009223,0.2537616811368093
944,-0.37002965663405996,2.2838715499258453,-0.7284320187525564,-0.538527454651868,0.3673374887222935
945,-0.3712731525611123,2.195646852426253,-0.7341649564802966,-0.5385354657041572,0.4138969132202635
946,-0.3719827094243731,2.0926397268743644,-0.7424619595589987,-0.5385424889914318,0.4443259953900706
947,-0.3709226668356411,1.9671487694929228,-0.7428012711076165,-0.5385485687082329,0.4488844209919084
948,-0.3714542163943603,1.869060746737794,-0.7430968228178274,-0.5385538643449581,0.4210722830702139
949,-0.3712786604972281,1.7905491566264988,-0.7381046936881442,-0.5385585173414165,0.4163194275496702
950,-0.3718089333951679,1.6893506801327804,-0.7330836212928321,-0.5369010925810769,0.3987448508450243
951,-0.37198582036709354,1.6229913476111544,-0.7289063474811027,-0.5385659246629632,0.34720721506685226
952,-0.3718099078741847,1.564579048693113,-0.7211991544885639,-0.5369087395028344,0.2829030169429237
953,-0.37181022461482566,1.4987894530173955,-0.6951057459352824,-0.536911225026747,0.2676652656696658
954,-0.3718104090754335,1.5367267106626143,-0.6943053562604395,-0.5369126725241392,0.238045692871341
955,-0.3718104090754335,1.5367267106626143,-0.6881904793477429,-0.5369126725241392,0.19088258555726148
956,-0.37198656043982276,1.5406559743104224,-0.6811823286183145,-0.5352530900751786,0.1584415737809537
957,-0.35350558501821056,0.4996430961728658,-0.2624235259455692,-0.10556873370151029,0.06627457301217358
958,-0.3543540775817555,0.534124098041675,-0.2258876910350483,-0.1003350078799748,0.05132016746610828
959,-0.35448883994161984,0.5612282267777329,-0.19343663556040985,-0.0922379133284549,0.03550362201332314
960,-0.35566608423730306,0.577121925244565,-0.17613216339091128,-0.08319274813900006,0.009032665663721053
961,-0.35600360178099055,0.5866304257149488,-0.20971615559738663,-0.10616038321819776,-0.08298287443353979
962,-0.3581871845311218,0.593177367668604,-0.2128000757700158,-0.10462171542609668,-0.10586023653816036
963,-0.3584517146805421,0.5979802332858762,-0.22608843133269563,-0.1036796860891343,-0.14061547932370938
964,-0.36046575284868865,0.6038358877698901,-0.23585870492959757,-0.09731047453639095,-0.17353790519491666
965,-0.36164091473247795,0.6051437568778226,-0.23727710343717576,-0.08259348709075653,-0.1903531733148797
966,-0.3634348265363003,0.5957237139165199,-0.24464159504246547,-0.07269990790739794,-0.20238964181952263
967,-0.3644897444976158,0.5929079846886586,-0.2646825123089062,-0.06470421879030822,-0.23171152138064083
968,-0.36583151124804053,0.5838668368139599,-0.2806512399777298,-0.06072095331644429,-0.26291026358373404
969,-0.36575234275701224,0.5652941296457744,-0.28374781086696055,-0.04691099240888944,-0.2883729205611089
970,-0.3653048815572867,0.5400828960863032,-0.300725052001512,-0.044973515152425286,-0.3241187141324108
971,-0.366830140174036,0.5132032611514825,-0.31898197715669574,-0.04758666549021639,-0.3628849704417825
972,-0.3660007142038971,0.49257082598576246,-0.2959293884812129,-0.02487306068991379,-0.3399926483233685
973,-0.3660700887089309,0.4990247752267007,-0.2998304400935702,-0.013813367773692032,-0.37667839300000305
974,-0.3662072099755766,0.5041209491289415,-0.279906827237585,0.00943367732033646,-0.3604697485806689
975,-0.3663601615964859,0.5032140012217866,-0.2572947703658646,0.03378764601542679,-0.35713276317999204
976,-0.3665579203066317,0.5012706329044261,-0.23787452497025605,0.05037688850600237,-0.34873947846406866
977,1.0707066128855471,-0.39508132899611514,0.4801467256849305,0.1978047237439704,0.6432031476382203
978,1.161600583786939,-0.40097932936782305,0.49347491056950454,0.1717523593016101,0.6296955827441265
979,1.2175876356334907,-0.40633758801522296,0.47252325662906675,0.1477847701656946,0.5667179820121347
980,1.2398163370474633,-0.39643349012300616,0.48257225080429117,0.12447454800338656,0.5437596218849651
981,1.174322682934317,-0.4017312942920103,0.48250215958951775,0.10887182047511802,0.4911298329276505
982,0.9985167452852192,-0.40670839407172305,0.4566148996281396,0.10048245183935087,0.43554115304086694
983,0.8862720351105056,-0.39721899586747017,0.4615532096389233,0.07431662963386709,0.41931195495898355
984,0.887079052807215,-0.40189570488222764,0.4511666358256486,0.049515917593616954,0.40470214959864664
985,0.8890540451904313,-0.40628405814114066,0.466713097910384,0.020090198589050392,0.39741617482907976
986,0.8390057910919184,-0.3971369554797317,0.4423591904311057,-0.013891551095685122,0.3510918219009951
987,0.7743852612184837,-0.40157627469719415,0.40590791038700075,-0.06393133933257077,0.2884263867281242
